,Hours,produced_total,given_p_total,consumed_total,Nettoexport
519,519,47921.0,72570.0,69854,5031
520,520,48533.0,71309.0,69733,3988
521,521,49530.0,72701.0,72174,2737
522,522,49643.0,71748.0,71757,2478
523,523,49235.0,69263.0,69940,2050
524,524,47317.0,66172.0,66010,2986
525,525,45365.0,63258.0,62857,3101
526,526,44837.0,61868.0,60271,3441
527,527,43368.0,59806.0,56642,4787
528,528,42497.0,57925.0,54042,3979
529,529,41449.0,56391.0,52112,3243
530,530,40451.0,55223.0,51020,2676
531,531,39694.0,54642.0,51405,1555
532,532,40656.0,56221.0,52590,2363
533,533,43141.0,59087.0,55484,3236
534,534,45617.0,63217.0,63449,2850
535,535,48452.0,67671.0,68914,2217
536,536,48709.0,69486.0,71049,1542
537,537,48542.0,69895.0,71526,1353
538,538,48123.0,70407.0,72161,1237
539,539,47887.0,71848.0,72119,2391
540,540,46885.0,71338.0,71314,2054
541,541,46610.0,71736.0,71301,3242
542,542,46509.0,71678.0,70041,4303
543,543,47161.0,69971.0,69320,3446
544,544,47963.0,69215.0,69275,2786
545,545,49615.0,72134.0,71951,2756
546,546,49636.0,72722.0,72127,3306
547,547,49342.0,71212.0,70469,3489
548,548,47316.0,67892.0,66524,4347
549,549,46189.0,65617.0,63155,4992
550,550,44176.0,62878.0,60400,4562
551,551,42636.0,61619.0,57099,5330
552,552,41469.0,60232.0,54077,5396
553,553,40706.0,58980.0,52375,5083
554,554,39426.0,57601.0,51500,4132
555,555,38918.0,57506.0,51733,3395
556,556,39311.0,58775.0,52851,3770
557,557,41997.0,62237.0,55748,5154
558,558,45319.0,67193.0,63067,6053
559,559,47535.0,70911.0,68885,4308
560,560,49194.0,74524.0,71332,5603
561,561,49064.0,75728.0,71508,6901
562,562,48067.0,76260.0,71678,6860
563,563,47288.0,78218.0,71908,8179
564,564,46600.0,78648.0,71242,8945
565,565,45928.0,77993.0,70271,8857
566,566,46206.0,76618.0,68953,9167
567,567,46740.0,74275.0,68059,7740
568,568,47353.0,72628.0,67802,6133
569,569,49017.0,74243.0,70363,5683
570,570,48567.0,73321.0,70150,5354
571,571,47912.0,72945.0,68140,6875
572,572,45047.0,69372.0,63950,7056
573,573,42462.0,65802.0,60559,6297
574,574,40851.0,63818.0,58368,6699
575,575,37942.0,60821.0,55116,6372
576,576,36492.0,58730.0,52127,7675
577,577,36293.0,57193.0,50119,7928
578,578,35925.0,56584.0,49213,7262
579,579,35722.0,56071.0,48995,5742
580,580,35333.0,55072.0,48836,4810
581,581,35511.0,54495.0,48248,4782
582,582,36154.0,55330.0,49227,6849
583,583,37572.0,57207.0,52393,6754
584,584,39298.0,60135.0,56094,6127
585,585,39839.0,63023.0,59463,6007
586,586,39746.0,65139.0,60943,6635
587,587,39094.0,64547.0,61386,5990
588,588,38725.0,64202.0,60964,6127
589,589,38676.0,63254.0,59443,6722
590,590,38871.0,61998.0,58054,6621
591,591,38924.0,60029.0,57653,4955
592,592,39717.0,59916.0,58365,4123
593,593,40497.0,61214.0,61650,2494
594,594,41259.0,63102.0,62074,3799
595,595,40678.0,61857.0,59747,5037
596,596,39507.0,59610.0,56449,5897
597,597,38717.0,58764.0,54044,6685
598,598,37823.0,57869.0,53230,6742
599,599,36323.0,56375.0,50430,7508
600,600,31453.0,51421.0,47442,4989
601,601,29950.0,48834.0,45208,4051
602,602,28684.0,47000.0,44107,3142
603,603,26607.0,44674.0,43790,182
604,604,26769.0,44635.0,43688,7
605,605,27362.0,45531.0,43470,838
606,606,27622.0,45752.0,43016,1804
607,607,28481.0,47192.0,44933,3048
608,608,30430.0,50039.0,47682,3158
609,609,31492.0,53798.0,51304,4161
610,610,31353.0,55410.0,53770,3348
611,611,31108.0,57114.0,55524,3085
612,612,31377.0,58036.0,55475,4117
613,613,30484.0,56291.0,53526,4071
614,614,30653.0,54466.0,51800,3309
615,615,30937.0,52657.0,51157,1433
616,616,31128.0,52186.0,52107,879
617,617,31975.0,55096.0,56637,174
618,618,34060.0,59142.0,58366,2505
619,619,33133.0,58929.0,57118,3807
620,620,31034.0,57936.0,54823,5243
621,621,28990.0,56502.0,53569,4600
622,622,29090.0,57085.0,53745,5332
623,623,26812.0,55924.0,50907,5899
624,624,25925.0,56618.0,48966,7488
625,625,25388.0,56784.0,47682,6870
626,626,24287.0,56498.0,47472,6726
627,627,23826.0,57282.0,47652,6744
628,628,23776.0,58174.0,49428,5872
629,629,25848.0,61338.0,54031,5809
630,630,30007.0,67106.0,62214,6720
631,631,33511.0,71725.0,68751,5992
632,632,36210.0,75651.0,71118,7279
633,633,35572.0,75721.0,71233,7258
634,634,34313.0,76391.0,72051,6913
635,635,34203.0,76712.0,72516,6358
636,636,33502.0,75604.0,72278,5468
637,637,34699.0,74968.0,71644,5557
638,638,35791.0,73092.0,70719,4533
639,639,37043.0,70398.0,69814,2598
640,640,37661.0,69811.0,69008,2854
641,641,39069.0,72912.0,71891,3408
642,642,38823.0,73027.0,71563,3762
643,643,37132.0,71137.0,69622,3932
644,644,35133.0,69005.0,66063,5423
645,645,31405.0,63856.0,62245,3449
646,646,28387.0,61773.0,59762,3348
647,647,24605.0,60211.0,56221,5636
648,648,21025.0,57903.0,52421,5462
649,649,20031.0,58679.0,51118,6442
650,650,19354.0,59675.0,50486,6632
651,651,18783.0,59692.0,51126,6070
652,652,18482.0,60619.0,52801,5353
653,653,19976.0,62751.0,56160,4915
654,654,23021.0,66754.0,63444,5302
655,655,26696.0,71765.0,69447,4538
656,656,27659.0,72068.0,71989,2202
657,657,28252.0,73258.0,72689,3001
658,658,28135.0,73437.0,73419,2585
659,659,27116.0,71681.0,73775,1051
660,660,26028.0,72766.0,73638,2070
661,661,25223.0,73708.0,73171,3237
662,662,24145.0,74408.0,72914,3800
663,663,23645.0,74351.0,71683,4848
664,664,24209.0,75045.0,70974,6470
665,665,24733.0,75881.0,73211,5478
666,666,25079.0,77995.0,73131,7165
667,667,23751.0,76277.0,71682,6737
668,668,21856.0,73632.0,68066,7991
669,669,20952.0,70680.0,64278,7848
670,670,20832.0,67674.0,61161,7837
671,671,20069.0,64667.0,57160,8249
672,672,19467.0,62871.0,54882,7670
673,673,19152.0,61555.0,52437,6999
674,674,19179.0,61345.0,51843,6745
675,675,19096.0,61411.0,51956,6949
676,676,19227.0,62145.0,53480,6554
677,677,20575.0,64700.0,56706,6584
678,678,22903.0,68704.0,64145,6081
679,679,26298.0,74211.0,70212,6408
680,680,27984.0,77463.0,72697,7149
681,681,27642.0,77891.0,73430,7264
682,682,26763.0,79235.0,74368,6994
683,683,26291.0,79499.0,74965,6625
684,684,25991.0,79506.0,74405,7082
685,685,25467.0,78528.0,73753,6597
686,686,25324.0,76792.0,72536,6357
687,687,25424.0,75172.0,71573,5738
688,688,26814.0,74352.0,70648,6227
689,689,28870.0,76621.0,72852,6416
690,690,28972.0,77323.0,73154,6839
691,691,28192.0,75477.0,71353,6984
692,692,25472.0,71578.0,66966,6642
693,693,23526.0,69368.0,63518,6832
694,694,21838.0,66085.0,60834,6621
695,695,20259.0,63635.0,56974,7586
696,696,19408.0,61770.0,54756,7921
697,697,19154.0,61506.0,53314,8757
698,698,18560.0,61879.0,52671,9227
699,699,18653.0,62253.0,53296,8505
700,700,18861.0,63127.0,54296,8196
701,701,20179.0,65644.0,57361,8056
702,702,23517.0,70853.0,64276,7770
703,703,26269.0,74510.0,70390,7424
704,704,28080.0,76949.0,72514,7858
705,705,26933.0,76913.0,72660,7161
706,706,25834.0,77655.0,72999,7470
707,707,25129.0,79247.0,72950,7915
708,708,23865.0,78634.0,72863,8203
709,709,23890.0,76208.0,72431,6968
710,710,25939.0,74544.0,70481,7040
711,711,28243.0,72356.0,69390,5805
712,712,28782.0,70044.0,69283,4453
713,713,29837.0,73003.0,72127,4781
714,714,29198.0,74110.0,72642,5371
715,715,27361.0,73482.0,71541,6377
716,716,23569.0,71617.0,67982,6721
717,717,19692.0,69052.0,64404,7040
718,718,18352.0,67956.0,60987,9157
719,719,16456.0,67105.0,56125,10913
720,720,14646.0,66606.0,53004,10854
721,721,14275.0,66431.0,51039,11659
722,722,13892.0,65904.0,49866,11406
723,723,13861.0,65563.0,49799,11259
724,724,14505.0,64754.0,51299,9304
725,725,16118.0,66394.0,54856,9673
726,726,19359.0,69883.0,63176,7911
727,727,24273.0,74020.0,69262,7384
728,728,25882.0,75644.0,70986,7288
729,729,25217.0,75831.0,70544,7533
730,730,24390.0,76316.0,71373,7408
731,731,23805.0,77628.0,71786,7295
732,732,22605.0,77342.0,71154,7231
733,733,21184.0,74812.0,69686,7123
734,734,21696.0,71485.0,68635,5962
735,735,23130.0,69113.0,67500,4861
736,736,23585.0,66843.0,66883,3174
737,737,24663.0,69933.0,69341,4260
738,738,24206.0,69239.0,70114,3173
739,739,22380.0,69178.0,68945,4296
740,740,20325.0,66304.0,64037,5570
741,741,18249.0,64346.0,60127,7149
742,742,17150.0,62533.0,57369,7658
743,743,16095.0,61313.0,53246,8929
744,744,14779.0,60436.0,49400,10110
745,745,14276.0,60250.0,47285,10772
746,746,14116.0,60241.0,45849,11358
747,747,13575.0,59730.0,45607,10498
748,748,13513.0,59666.0,45860,9933
749,749,13626.0,59522.0,46297,9713
750,750,13761.0,59960.0,46914,10106
751,751,14437.0,60420.0,49629,10416
752,752,17064.0,63074.0,53387,10023
753,753,18128.0,66461.0,56245,10011
754,754,17968.0,68800.0,58078,9600
755,755,17440.0,69160.0,59291,9363
756,756,17115.0,69025.0,58681,9843
757,757,16188.0,66844.0,56957,9541
758,758,15477.0,64593.0,55604,9087
759,759,15994.0,64457.0,55675,9314
760,760,16293.0,64690.0,55939,8999
761,761,17339.0,67400.0,59666,8445
762,762,17624.0,70205.0,61185,9887
763,763,16813.0,68935.0,58670,10476
764,764,14494.0,66725.0,55064,10267
765,765,13659.0,65712.0,52566,10339
766,766,13705.0,64867.0,51102,11503
767,767,13450.0,62321.0,49188,11622
768,768,12768.0,60474.0,45352,11590
769,769,12812.0,59258.0,43400,11777
770,770,12938.0,58459.0,42438,11915
771,771,12832.0,57244.0,42213,11501
772,772,13138.0,57188.0,42120,11552
773,773,13540.0,56088.0,41987,10957
774,774,14057.0,54043.0,41298,10102
775,775,14780.0,53706.0,42738,8897
776,776,16269.0,52800.0,45745,6218
777,777,17512.0,52415.0,50124,3209
778,778,19023.0,52873.0,52992,1000
779,779,21398.0,54025.0,55470,-399
780,780,20852.0,51219.0,54993,-2222
781,781,20641.0,47900.0,53197,-3436
782,782,20796.0,47004.0,51770,-2932
783,783,20926.0,46925.0,51506,-2245
784,784,22020.0,48442.0,52280,-1431
785,785,22700.0,50712.0,56141,-2542
786,786,22697.0,52881.0,58046,-2283
787,787,22314.0,52080.0,56678,-1606
788,788,22153.0,52690.0,54045,1129
789,789,20914.0,51580.0,52206,1481
790,790,19580.0,50834.0,52608,512
791,791,17832.0,49284.0,49853,168
792,792,16687.0,47249.0,47362,-341
793,793,17233.0,48037.0,45884,1435
794,794,16529.0,47465.0,45908,757
795,795,16543.0,49213.0,46622,1696
796,796,16589.0,51091.0,48626,1002
797,797,17334.0,52935.0,53354,331
798,798,19792.0,58957.0,61893,91
799,799,24179.0,66505.0,67725,1167
800,800,27135.0,69809.0,69963,2238
801,801,27134.0,70757.0,70139,2781
802,802,26100.0,71284.0,71409,1539
803,803,24290.0,70802.0,72434,1048
804,804,23746.0,71603.0,72461,2042
805,805,23318.0,71256.0,71448,2176
806,806,23289.0,70566.0,70968,1463
807,807,23837.0,69770.0,69969,1956
808,808,24918.0,68692.0,68685,2267
809,809,26721.0,69636.0,70894,1505
810,810,27327.0,69502.0,71502,1152
811,811,26933.0,66739.0,69730,446
812,812,25571.0,62842.0,66163,197
813,813,24296.0,57567.0,62609,-2084
814,814,23654.0,53818.0,58757,-2442
815,815,22884.0,51671.0,54086,-1545
816,816,21207.0,49448.0,51152,-2225
817,817,20832.0,50781.0,50029,106
818,818,19733.0,51855.0,50142,1416
819,819,19001.0,53023.0,51564,1497
820,820,19402.0,55671.0,53327,1787
821,821,20325.0,59394.0,56921,2129
822,822,23927.0,65774.0,63756,2508
823,823,26611.0,69832.0,69407,3129
824,824,28352.0,72316.0,71669,3761
825,825,27714.0,73195.0,72075,4129
826,826,27694.0,74355.0,72802,4464
827,827,27071.0,74338.0,73307,4095
828,828,26196.0,74327.0,72863,4041
829,829,25340.0,73066.0,72440,2960
830,830,24962.0,71084.0,71414,2278
831,831,26866.0,70086.0,70699,1992
832,832,28148.0,67648.0,69244,1016
833,833,30208.0,70858.0,71480,1877
834,834,30218.0,72683.0,72624,2399
835,835,29616.0,72913.0,71243,3988
836,836,26565.0,69836.0,67489,4516
837,837,24254.0,67792.0,64422,5174
838,838,23501.0,66912.0,61431,6296
839,839,21709.0,64267.0,58048,6432
840,840,21789.0,63723.0,54665,8176
841,841,21426.0,61329.0,52006,7272
842,842,21234.0,59369.0,51424,5686
843,843,21892.0,57868.0,51331,4100
844,844,23788.0,57854.0,52747,3405
845,845,28213.0,60440.0,56236,4927
846,846,32504.0,63003.0,63201,1814
847,847,36576.0,64855.0,68549,-1101
848,848,38869.0,66976.0,70957,-1203
849,849,39038.0,68650.0,70561,549
850,850,38336.0,69544.0,70656,1452
851,851,38184.0,70513.0,71407,2202
852,852,37439.0,71312.0,69827,3769
853,853,36276.0,71376.0,68931,3718
854,854,35650.0,70151.0,67752,3265
855,855,36728.0,67725.0,66980,2413
856,856,38202.0,65032.0,66589,472
857,857,39931.0,66380.0,69383,-379
858,858,41236.0,70844.0,71591,1410
859,859,39824.0,70484.0,70251,2431
860,860,37536.0,68582.0,66828,3949
861,861,35613.0,66375.0,63383,4297
862,862,34258.0,64878.0,60453,5503
863,863,32505.0,62581.0,56457,5928
864,864,30356.0,60445.0,53867,6373
865,865,29467.0,59116.0,51563,5721
866,866,29157.0,58694.0,50498,5766
867,867,28950.0,58612.0,50762,4412
868,868,29544.0,59570.0,52164,4116
869,869,31760.0,62239.0,55965,4901
870,870,37011.0,68077.0,63197,6341
871,871,42305.0,72923.0,69189,5863
872,872,43965.0,74522.0,71149,5981
873,873,43152.0,74982.0,71126,6570
874,874,41897.0,74849.0,71345,6316
875,875,41105.0,75769.0,71784,6676
876,876,40011.0,74079.0,71153,5647
877,877,39730.0,73263.0,70566,5335
878,878,38820.0,70931.0,69664,3090
879,879,39436.0,68798.0,68663,2158
880,880,41598.0,68136.0,67567,2713
881,881,42787.0,68565.0,69697,400
882,882,44291.0,70436.0,70903,1412
883,883,44331.0,69060.0,69931,1606
884,884,42405.0,65284.0,65952,1781
885,885,40637.0,61488.0,62806,1029
886,886,39402.0,58526.0,59810,961
887,887,38262.0,56258.0,56285,1354
888,888,36537.0,54135.0,53506,1841
889,889,36092.0,52782.0,51789,1094
890,890,34876.0,50984.0,51035,-770
891,891,34575.0,50148.0,51362,-2281
892,892,35908.0,50961.0,52630,-1999
893,893,37884.0,53402.0,55962,-1196
894,894,40520.0,56975.0,63282,-2957
895,895,44148.0,63938.0,68364,-1758
896,896,44034.0,66684.0,70291,-1123
897,897,41470.0,66883.0,69685,-814
898,898,40601.0,70801.0,69996,2807
899,899,39153.0,72054.0,72087,3272
900,900,37694.0,70953.0,71433,3481
901,901,36967.0,69196.0,69779,3377
902,902,36231.0,66314.0,67905,1848
903,903,35423.0,63241.0,66947,-595
904,904,36055.0,61940.0,66454,-1465
905,905,38395.0,65978.0,68958,263
906,906,39083.0,70080.0,69944,2406
907,907,37918.0,70369.0,67667,4475
908,908,32866.0,65525.0,63896,3607
909,909,29776.0,62292.0,60228,2629
910,910,27908.0,60006.0,57390,3030
911,911,26602.0,58918.0,53455,4233
912,912,25080.0,57188.0,50328,5604
913,913,22954.0,54347.0,49307,3983
914,914,22211.0,53304.0,48229,3883
915,915,21767.0,52466.0,47921,2978
916,916,21514.0,52105.0,48055,1980
917,917,21564.0,51919.0,48269,3180
918,918,22218.0,53130.0,48307,4821
919,919,23463.0,54681.0,50755,4585
920,920,25215.0,58866.0,54490,5787
921,921,25373.0,62655.0,57486,7115
922,922,24811.0,63794.0,58622,7116
923,923,24652.0,64696.0,59002,7762
924,924,24362.0,63655.0,58647,6594
925,925,24390.0,61330.0,56731,6176
926,926,25030.0,58424.0,55676,5222
927,927,26518.0,55614.0,54925,3017
928,928,27225.0,53630.0,54549,1263
929,929,29066.0,56040.0,58089,401
930,930,29361.0,58093.0,60540,338
931,931,28736.0,59202.0,59001,2898
932,932,25899.0,57518.0,55187,4521
933,933,24659.0,56577.0,52967,5646
934,934,23723.0,55978.0,52089,6159
935,935,21015.0,53214.0,49015,6346
936,936,18923.0,51557.0,45025,7202
937,937,17701.0,51031.0,42710,7837
938,938,17499.0,51137.0,41663,9576
939,939,17479.0,52417.0,41092,11002
940,940,16895.0,53747.0,41216,11886
941,941,16128.0,55588.0,41191,13599
942,942,15449.0,57624.0,41155,14527
943,943,14564.0,59727.0,43637,13675
944,944,13436.0,62723.0,47348,13069
945,945,13299.0,64523.0,51541,12552
946,946,12841.0,66856.0,53268,12557
947,947,12509.0,68657.0,55766,11708
948,948,12294.0,68407.0,55408,11515
949,949,12570.0,67403.0,53769,11505
950,950,12781.0,65833.0,52964,11036
951,951,13209.0,65032.0,52257,10903
952,952,13893.0,64325.0,52008,10795
953,953,14858.0,67066.0,55355,11250
954,954,16474.0,69249.0,57189,11249
955,955,16251.0,68945.0,55657,11968
956,956,16568.0,65296.0,53831,11688
957,957,15362.0,62896.0,51949,11698
958,958,15390.0,62601.0,51413,11373
959,959,14715.0,60881.0,48896,11065
960,960,14492.0,60339.0,46653,11788
961,961,14585.0,59690.0,45012,12114
962,962,14485.0,59783.0,44519,12050
963,963,14590.0,60219.0,45240,11470
964,964,14903.0,61232.0,47341,10951
965,965,15810.0,63808.0,51280,10913
966,966,17493.0,69619.0,59240,10600
967,967,21067.0,74669.0,65226,9638
968,968,22197.0,76442.0,68606,8740
969,969,21505.0,77035.0,70466,8301
970,970,20274.0,78715.0,71862,8759
971,971,18729.0,79531.0,73690,7868
972,972,17926.0,79724.0,72857,-
973,973,18243.0,80447.0,71607,8766
974,974,18211.0,80405.0,70648,9275
975,975,18356.0,77047.0,69854,8179
976,976,19514.0,74423.0,68964,7649
977,977,21097.0,75014.0,70502,6551
978,978,22685.0,77569.0,72306,7249
979,979,22644.0,75257.0,70417,6994
980,980,21161.0,71038.0,66060,6841
981,981,19258.0,68128.0,62922,7560
982,982,17643.0,65607.0,59717,8258
983,983,16413.0,65821.0,55801,10050
984,984,15785.0,65442.0,52961,11504
985,985,15759.0,66490.0,51403,13346
986,986,15504.0,66900.0,50599,13202
987,987,15664.0,67757.0,51484,12552
988,988,15881.0,67968.0,52578,12037
989,989,16819.0,68889.0,55633,11210
990,990,18371.0,72560.0,63704,9358
991,991,20933.0,76914.0,70326,8131
992,992,21965.0,78528.0,72617,8673
993,993,21602.0,79541.0,73470,9046
994,994,20303.0,80421.0,74204,9203
995,995,20053.0,81800.0,75266,9382
996,996,18973.0,81009.0,74183,8595
997,997,18334.0,80102.0,73077,8398
998,998,18651.0,79860.0,72154,9073
999,999,19021.0,77839.0,71357,8670
1000,1000,20128.0,76168.0,70706,8460
1001,1001,22010.0,76813.0,72023,8055
1002,1002,22868.0,78479.0,73785,8190
1003,1003,22711.0,77005.0,72023,8523
1004,1004,20964.0,74371.0,68084,9231
1005,1005,19474.0,71693.0,64309,9613
1006,1006,18740.0,68909.0,60821,9965
1007,1007,17336.0,66942.0,56165,11122
1008,1008,16524.0,66664.0,54452,10920
1009,1009,16322.0,65965.0,52888,10601
1010,1010,16254.0,65569.0,52070,10692
1011,1011,16268.0,65838.0,51920,10704
1012,1012,16501.0,66413.0,53150,11015
1013,1013,17886.0,68002.0,57024,9993
1014,1014,20002.0,71530.0,64698,8069
1015,1015,22578.0,75562.0,70407,7567
1016,1016,22160.0,76082.0,72845,6471
1017,1017,20646.0,77202.0,73306,7054
1018,1018,19929.0,78847.0,74022,7622
1019,1019,20023.0,80173.0,75553,7738
1020,1020,19638.0,79513.0,74577,7541
1021,1021,19554.0,78628.0,74069,6876
1022,1022,19573.0,75953.0,72456,5893
1023,1023,20814.0,75214.0,70702,6734
1024,1024,22144.0,72592.0,69787,5562
1025,1025,24790.0,75666.0,71347,6792
1026,1026,25697.0,76732.0,72750,6452
1027,1027,25385.0,74448.0,70911,6246
1028,1028,23963.0,72126.0,67354,7263
1029,1029,23340.0,70017.0,63558,7586
1030,1030,22386.0,66913.0,60496,7432
1031,1031,20615.0,64227.0,56965,8247
1032,1032,20182.0,62616.0,54262,6629
1033,1033,20252.0,61200.0,52799,6952
1034,1034,20239.0,59498.0,51542,6257
1035,1035,20462.0,57487.0,51768,3896
1036,1036,21120.0,55629.0,53171,2496
1037,1037,22601.0,55338.0,56187,327
1038,1038,26710.0,59590.0,63267,-748
1039,1039,30437.0,65168.0,69419,-849
1040,1040,30489.0,67005.0,71305,-875
1041,1041,30212.0,70533.0,72131,1857
1042,1042,29090.0,72587.0,73887,2759
1043,1043,28517.0,74935.0,74816,3875
1044,1044,28010.0,75023.0,74466,4240
1045,1045,26742.0,73545.0,74954,2792
1046,1046,27311.0,72877.0,73490,2998
1047,1047,28401.0,71829.0,72111,3551
1048,1048,29203.0,70079.0,71368,3395
1049,1049,30845.0,69517.0,72394,1598
1050,1050,32182.0,68336.0,74093,-848
1051,1051,31958.0,65280.0,71891,-1848
1052,1052,30002.0,59589.0,68796,-3733
1053,1053,29529.0,56378.0,64770,-3590
1054,1054,28728.0,53580.0,60637,-3504
1055,1055,27277.0,51198.0,56404,-2444
1056,1056,26470.0,49300.0,53768,-2738
1057,1057,26144.0,48929.0,52527,-2280
1058,1058,25896.0,49156.0,51467,-1488
1059,1059,26345.0,49348.0,51877,-1630
1060,1060,27468.0,50714.0,53481,-1579
1061,1061,29029.0,52236.0,56395,-1988
1062,1062,32602.0,57127.0,62978,-1061
1063,1063,36168.0,62060.0,68579,-1776
1064,1064,36597.0,62521.0,70427,-3710
1065,1065,36729.0,64350.0,71020,-2376
1066,1066,35840.0,62165.0,71743,-4643
1067,1067,34599.0,60683.0,72555,-6147
1068,1068,33302.0,60060.0,72217,-6037
1069,1069,33290.0,60095.0,71211,-5431
1070,1070,33369.0,58893.0,69456,-5137
1071,1071,33295.0,56686.0,68331,-6408
1072,1072,33813.0,55527.0,67218,-6230
1073,1073,35066.0,57093.0,68211,-6281
1074,1074,36482.0,60998.0,69788,-3874
1075,1075,33884.0,58302.0,67807,-4557
1076,1076,31437.0,56558.0,63550,-2594
1077,1077,28526.0,55152.0,59583,-1149
1078,1078,27165.0,54251.0,56781,220
1079,1079,25228.0,53998.0,53602,2126
1080,1080,22149.0,52538.0,50439,3776
1081,1081,20822.0,51985.0,48238,5688
1082,1082,19579.0,51133.0,47004,5362
1083,1083,18910.0,51284.0,47037,5290
1084,1084,17867.0,51231.0,47410,4323
1085,1085,17882.0,52161.0,47528,5513
1086,1086,17681.0,53228.0,48296,5900
1087,1087,18201.0,55101.0,51063,6025
1088,1088,19531.0,58704.0,54886,6189
1089,1089,19215.0,62721.0,57282,7675
1090,1090,16834.0,63312.0,58850,6838
1091,1091,16044.0,64876.0,58886,6913
1092,1092,15498.0,66335.0,58781,7956
1093,1093,15133.0,66181.0,56704,9269
1094,1094,15013.0,64471.0,54451,9207
1095,1095,15233.0,60495.0,54118,7232
1096,1096,16000.0,57130.0,54270,4957
1097,1097,17934.0,60084.0,58072,4432
1098,1098,18093.0,64033.0,61289,5219
1099,1099,16315.0,64469.0,59199,7066
1100,1100,14847.0,63865.0,55062,9161
1101,1101,14266.0,63668.0,51916,10831
1102,1102,14148.0,62964.0,51000,11435
1103,1103,13469.0,62103.0,47618,13115
1104,1104,12767.0,57850.0,45394,12232
1105,1105,12579.0,55824.0,42945,12702
1106,1106,12615.0,56668.0,41711,13094
1107,1107,12518.0,57123.0,41656,13327
1108,1108,12534.0,56748.0,42205,12517
1109,1109,12651.0,56204.0,42103,12573
1110,1110,12707.0,57149.0,42534,12615
1111,1111,12892.0,58809.0,43965,13030
1112,1112,12849.0,62063.0,48058,12998
1113,1113,13029.0,64934.0,51390,12209
1114,1114,12943.0,66085.0,53339,12008
1115,1115,12785.0,68090.0,55561,11545
1116,1116,12672.0,68203.0,55466,12246
1117,1117,12534.0,67679.0,53743,12373
1118,1118,12444.0,66506.0,51534,12634
1119,1119,12531.0,64825.0,51265,12538
1120,1120,13163.0,63483.0,50968,12277
1121,1121,14232.0,65047.0,53489,10812
1122,1122,15900.0,69222.0,57771,10717
1123,1123,15716.0,68460.0,56700,11397
1124,1124,14266.0,66005.0,53678,11458
1125,1125,13988.0,65362.0,51946,12412
1126,1126,13848.0,66267.0,51480,13762
1127,1127,13771.0,63957.0,48207,13923
1128,1128,13231.0,60648.0,46669,10929
1129,1129,13202.0,59184.0,44827,10990
1130,1130,13126.0,57952.0,44318,10848
1131,1131,13315.0,58067.0,44575,10800
1132,1132,13991.0,58175.0,46675,10365
1133,1133,14933.0,62113.0,50862,10485
1134,1134,17588.0,66951.0,60873,7087
1135,1135,22112.0,70635.0,67391,5210
1136,1136,23998.0,71690.0,69304,4648
1137,1137,23855.0,72096.0,69916,4454
1138,1138,23157.0,72975.0,70349,4952
1139,1139,22287.0,73986.0,71475,4754
1140,1140,21390.0,73917.0,70685,5220
1141,1141,21448.0,73150.0,70085,5007
1142,1142,21355.0,71447.0,69095,4273
1143,1143,21595.0,69591.0,67731,3618
1144,1144,22920.0,68555.0,67895,3343
1145,1145,23487.0,69010.0,69141,2445
1146,1146,23633.0,70602.0,70990,1951
1147,1147,23411.0,71371.0,70025,3608
1148,1148,21029.0,69622.0,65865,5265
1149,1149,19618.0,67650.0,62239,7658
1150,1150,18925.0,65990.0,59184,8961
1151,1151,17870.0,64839.0,55247,9715
1152,1152,16987.0,63753.0,52460,10159
1153,1153,16862.0,64398.0,51210,10755
1154,1154,16423.0,64160.0,51010,10569
1155,1155,16358.0,64125.0,51044,10733
1156,1156,16321.0,64293.0,52438,9698
1157,1157,17545.0,65057.0,55837,8504
1158,1158,20484.0,69436.0,62823,7801
1159,1159,22672.0,73569.0,68405,7236
1160,1160,21933.0,76162.0,70816,7401
1161,1161,20186.0,77156.0,70673,8480
1162,1162,18591.0,78520.0,72111,8584
1163,1163,18668.0,82113.0,73316,8737
1164,1164,18652.0,80556.0,72605,8710
1165,1165,18074.0,77959.0,71965,6489
1166,1166,18499.0,76302.0,70775,6647
1167,1167,19199.0,71871.0,69410,4661
1168,1168,20986.0,69492.0,67770,4242
1169,1169,22627.0,69860.0,68948,4057
1170,1170,23549.0,71758.0,71545,3583
1171,1171,23084.0,72090.0,70327,5042
1172,1172,22219.0,71219.0,66625,7140
1173,1173,20209.0,69312.0,63047,8200
1174,1174,18298.0,66755.0,59900,8080
1175,1175,17370.0,65459.0,56106,9063
1176,1176,16232.0,63391.0,52286,10675
1177,1177,16507.0,62508.0,50934,10653
1178,1178,16161.0,61788.0,50246,10075
1179,1179,15918.0,60912.0,50847,8499
1180,1180,16545.0,61208.0,52136,7803
1181,1181,17949.0,62080.0,55135,6924
1182,1182,20733.0,66663.0,62713,6795
1183,1183,23919.0,70975.0,67798,5805
1184,1184,24556.0,72229.0,69868,5140
1185,1185,24788.0,73376.0,69408,6197
1186,1186,23722.0,74500.0,71427,5995
1187,1187,23303.0,76686.0,73308,7245
1188,1188,22451.0,78782.0,72255,8180
1189,1189,22381.0,79285.0,72028,9364
1190,1190,22258.0,78707.0,69451,10301
1191,1191,22607.0,75536.0,69222,9147
1192,1192,23916.0,72725.0,66899,7693
1193,1193,25550.0,70296.0,67826,4057
1194,1194,26322.0,70823.0,70203,2773
1195,1195,26456.0,69794.0,68554,3323
