,Hours,produced_total,given_p_total,consumed_total,Nettoexport
1827,1827,26898.0,43675.0,46229,-4291
1828,1828,26917.0,44737.0,48106,-5190
1829,1829,28895.0,48421.0,51657,-2741
1830,1830,31952.0,54055.0,57955,-2216
1831,1831,34065.0,59048.0,62898,-1441
1832,1832,35497.0,64391.0,66075,867
1833,1833,34055.0,66216.0,67043,1215
1834,1834,32673.0,68420.0,67665,2715
1835,1835,30953.0,70425.0,68886,2854
1836,1836,29313.0,72222.0,68272,2626
1837,1837,28102.0,70831.0,67935,2395
1838,1838,28159.0,68863.0,67204,1625
1839,1839,29342.0,65687.0,65128,1389
1840,1840,30376.0,61501.0,63922,-508
1841,1841,33599.0,60283.0,64650,-2076
1842,1842,34917.0,61367.0,66802,-3512
1843,1843,35487.0,62733.0,67577,-2685
1844,1844,32734.0,58763.0,64104,-2618
1845,1845,32595.0,58664.0,60213,845
1846,1846,30859.0,57066.0,56778,2489
1847,1847,28245.0,55639.0,53398,3410
1848,1848,26125.0,54012.0,50210,4741
1849,1849,25750.0,54416.0,47982,5626
1850,1850,24082.0,53388.0,47611,4372
1851,1851,23383.0,53402.0,48440,3722
1852,1852,23899.0,54705.0,49820,3398
1853,1853,25619.0,57430.0,53312,3910
1854,1854,28594.0,62499.0,58728,5390
1855,1855,30774.0,67677.0,64339,6039
1856,1856,30275.0,71196.0,66823,7139
1857,1857,27737.0,72100.0,67438,7436
1858,1858,25770.0,74742.0,67871,8312
1859,1859,24005.0,75777.0,69169,7308
1860,1860,23760.0,74643.0,68563,6119
1861,1861,23737.0,71898.0,66823,4854
1862,1862,25082.0,68917.0,65131,3795
1863,1863,26557.0,64115.0,63858,1933
1864,1864,27532.0,58079.0,62436,-2247
1865,1865,31590.0,56170.0,62709,-3933
1866,1866,33347.0,55550.0,64397,-6037
1867,1867,34020.0,56303.0,65788,-7046
1868,1868,33290.0,53317.0,61994,-5879
1869,1869,31118.0,48560.0,58267,-7024
1870,1870,30708.0,47310.0,55409,-5660
1871,1871,29479.0,45470.0,51094,-4484
1872,1872,29245.0,43511.0,48490,-3275
1873,1873,29467.0,42813.0,46618,-4248
1874,1874,29566.0,42359.0,45696,-4811
1875,1875,29167.0,41613.0,46305,-6599
1876,1876,29757.0,41832.0,47583,-6312
1877,1877,31196.0,43002.0,50955,-6246
1878,1878,33994.0,46534.0,56372,-6861
1879,1879,35776.0,50901.0,61019,-6554
1880,1880,36071.0,56038.0,63340,-4606
1881,1881,34268.0,58308.0,64771,-3149
1882,1882,33175.0,61178.0,65626,-1431
1883,1883,32361.0,63210.0,66745,-698
1884,1884,30914.0,62824.0,66895,-1845
1885,1885,30503.0,61243.0,65650,-2658
1886,1886,30864.0,59054.0,64039,-2524
1887,1887,31845.0,56089.0,63338,-3560
1888,1888,33249.0,53006.0,61908,-5430
1889,1889,35521.0,51831.0,61831,-6966
1890,1890,36908.0,53576.0,64124,-7521
1891,1891,37161.0,53770.0,65415,-8571
1892,1892,34944.0,50615.0,61830,-8080
1893,1893,33982.0,48034.0,58258,-6576
1894,1894,33132.0,46694.0,55420,-5037
1895,1895,30891.0,43870.0,51217,-4439
1896,1896,29358.0,41748.0,48084,-3753
1897,1897,28520.0,40570.0,46168,-3994
1898,1898,28066.0,40317.0,45266,-5259
1899,1899,28100.0,40390.0,45863,-6116
1900,1900,28207.0,41019.0,47398,-5815
1901,1901,29087.0,43009.0,50287,-4749
1902,1902,29856.0,44820.0,55727,-7957
1903,1903,31121.0,49458.0,60137,-7326
1904,1904,30374.0,52600.0,62991,-7228
1905,1905,29281.0,55589.0,63837,-5289
1906,1906,28069.0,57549.0,65236,-4712
1907,1907,27691.0,59721.0,67115,-3881
1908,1908,27616.0,60443.0,66780,-3064
1909,1909,26892.0,58338.0,64624,-3539
1910,1910,26319.0,57205.0,62725,-2262
1911,1911,26551.0,56527.0,61977,-2137
1912,1912,26803.0,55282.0,61169,-2560
1913,1913,28497.0,55622.0,61430,-2520
1914,1914,29568.0,56692.0,63247,-3322
1915,1915,30097.0,58838.0,63963,-2029
1916,1916,27234.0,55529.0,59482,-861
1917,1917,24999.0,53333.0,56528,-323
1918,1918,23929.0,52104.0,54418,771
1919,1919,22367.0,51076.0,50566,3351
1920,1920,18415.0,48098.0,47560,2617
1921,1921,16769.0,47746.0,45881,2876
1922,1922,15883.0,47330.0,44641,4451
1923,1923,15677.0,47822.0,44863,4842
1924,1924,15426.0,48690.0,45278,5113
1925,1925,15679.0,49480.0,45619,5774
1926,1926,15938.0,49895.0,45436,6826
1927,1927,16274.0,51159.0,47781,6595
1928,1928,15628.0,54869.0,51562,5965
1929,1929,14852.0,60423.0,54690,7099
1930,1930,14705.0,66525.0,57528,9218
1931,1931,14680.0,69548.0,59540,11081
1932,1932,15155.0,69594.0,58552,11768
1933,1933,14816.0,67849.0,55966,11113
1934,1934,14682.0,65948.0,53764,10738
1935,1935,14501.0,62911.0,53679,8603
1936,1936,14910.0,59081.0,53737,5805
1937,1937,16453.0,55696.0,55702,3651
1938,1938,18632.0,55474.0,57617,1271
1939,1939,21351.0,59772.0,57791,4579
1940,1940,20035.0,56277.0,54644,4691
1941,1941,18311.0,54951.0,52352,5132
1942,1942,18066.0,55054.0,51244,6167
1943,1943,16868.0,53026.0,48290,7466
1944,1944,16797.0,52232.0,45742,9351
1945,1945,15894.0,50467.0,43940,9340
1946,1946,15505.0,49265.0,42765,8981
1947,1947,15445.0,48447.0,41788,8510
1948,1948,14886.0,47680.0,41911,7300
1949,1949,14368.0,47112.0,41738,7265
1950,1950,14387.0,47419.0,40556,8088
1951,1951,14455.0,50774.0,42809,8696
1952,1952,14053.0,58180.0,45956,11936
1953,1953,13167.0,63241.0,49095,13602
1954,1954,12180.0,66942.0,52373,14140
1955,1955,12014.0,69262.0,53371,14366
1956,1956,11986.0,69374.0,53569,14118
1957,1957,11978.0,65837.0,51273,13433
1958,1958,12020.0,63461.0,48933,12889
1959,1959,12172.0,59664.0,48183,10814
1960,1960,12855.0,57499.0,47059,10474
1961,1961,15301.0,53179.0,50500,5540
1962,1962,20024.0,53807.0,53375,2708
1963,1963,21358.0,57844.0,55407,4436
1964,1964,19670.0,55611.0,52740,5407
1965,1965,17423.0,53507.0,51346,4356
1966,1966,17218.0,52856.0,51177,4340
1967,1967,16250.0,51699.0,48586,5878
1968,1968,16155.0,51128.0,46553,5610
1969,1969,16330.0,50373.0,45145,5950
1970,1970,16694.0,49325.0,44588,4717
1971,1971,16614.0,47773.0,45189,2278
1972,1972,17060.0,47283.0,46569,1411
1973,1973,18040.0,47807.0,49812,576
1974,1974,21180.0,52351.0,54863,-234
1975,1975,21720.0,57688.0,59243,884
1976,1976,21185.0,64230.0,61708,4484
1977,1977,18071.0,68005.0,62238,7517
1978,1978,16329.0,72623.0,63701,9510
1979,1979,16337.0,75995.0,65359,10282
1980,1980,17116.0,75612.0,64595,10736
1981,1981,16968.0,71172.0,62848,7772
1982,1982,17514.0,66942.0,61509,5164
1983,1983,18121.0,61501.0,60981,2376
1984,1984,20004.0,55610.0,59397,-1101
1985,1985,22226.0,51743.0,59440,-5276
1986,1986,25546.0,53077.0,61089,-6471
1987,1987,25430.0,55257.0,63465,-6421
1988,1988,24589.0,56094.0,60958,-2595
1989,1989,23146.0,56010.0,58064,551
1990,1990,23271.0,57217.0,55820,3859
1991,1991,21994.0,55149.0,53360,4684
1992,1992,20945.0,53157.0,50517,4720
1993,1993,21383.0,52048.0,48427,4092
1994,1994,20961.0,50489.0,47931,3316
1995,1995,21299.0,48887.0,47990,1423
1996,1996,22682.0,48543.0,48884,696
1997,1997,23472.0,48710.0,50869,-91
1998,1998,25407.0,52269.0,55399,-862
1999,1999,26173.0,57567.0,59438,709
2000,2000,26131.0,63977.0,62254,4589
2001,2001,22681.0,66843.0,61959,7107
2002,2002,19858.0,69983.0,63660,7818
2003,2003,19225.0,72572.0,65361,7562
2004,2004,18365.0,71556.0,64855,6940
2005,2005,18296.0,69479.0,63214,6422
2006,2006,18431.0,66067.0,61815,4971
2007,2007,20246.0,62412.0,60228,3472
2008,2008,23367.0,58290.0,59110,2227
2009,2009,25483.0,53026.0,59945,-4062
2010,2010,27922.0,55262.0,60951,-3746
2011,2011,27515.0,57129.0,63062,-3730
2012,2012,25801.0,58064.0,60572,329
2013,2013,24122.0,57621.0,58278,2347
2014,2014,24206.0,57771.0,56302,5012
2015,2015,23669.0,57475.0,52850,6279
2016,2016,22183.0,54942.0,50803,5722
2017,2017,22864.0,54211.0,48801,7448
2018,2018,22731.0,53072.0,47819,6709
2019,2019,22366.0,51188.0,48312,3380
2020,2020,22754.0,50022.0,49303,2448
2021,2021,23885.0,50227.0,51675,1510
2022,2022,25378.0,52160.0,55830,-483
2023,2023,26963.0,57114.0,60101,219
2024,2024,26090.0,60114.0,62086,1603
2025,2025,22406.0,63051.0,62462,3507
2026,2026,21624.0,68372.0,63850,7063
2027,2027,21540.0,71296.0,65105,8325
2028,2028,21079.0,72109.0,64807,7848
2029,2029,19940.0,70722.0,63069,6433
2030,2030,20051.0,68865.0,61117,6227
2031,2031,20675.0,65289.0,59771,6338
2032,2032,22485.0,61156.0,58864,4652
2033,2033,25857.0,57974.0,59579,-351
2034,2034,28114.0,59162.0,60359,71
2035,2035,28089.0,61242.0,62814,21
2036,2036,27756.0,61686.0,59765,3966
2037,2037,25418.0,58773.0,56917,4297
2038,2038,24906.0,58074.0,54926,6050
2039,2039,23442.0,54496.0,51686,5489
2040,2040,22072.0,52000.0,48930,5364
2041,2041,21952.0,50230.0,47300,5356
2042,2042,21176.0,48438.0,46352,3155
2043,2043,20867.0,47346.0,46910,1008
2044,2044,21408.0,47869.0,48067,1124
2045,2045,22727.0,49805.0,50331,1730
2046,2046,25242.0,52757.0,54428,1344
2047,2047,27028.0,58267.0,58563,2980
2048,2048,26702.0,62766.0,61259,4757
2049,2049,23762.0,65147.0,61936,6611
2050,2050,20751.0,68432.0,62544,7890
2051,2051,19278.0,70775.0,64272,6289
2052,2052,19622.0,71633.0,64798,6945
2053,2053,19179.0,68484.0,62424,5904
2054,2054,19295.0,66075.0,61140,4271
2055,2055,19809.0,63112.0,60746,2868
2056,2056,21198.0,59304.0,59553,2012
2057,2057,24766.0,57472.0,59940,-167
2058,2058,26785.0,57216.0,60868,-1580
2059,2059,27862.0,60449.0,62400,-135
2060,2060,27451.0,60758.0,59706,3051
2061,2061,25561.0,57265.0,56623,3033
2062,2062,25832.0,56043.0,54143,4791
2063,2063,24508.0,53265.0,50982,5205
2064,2064,24567.0,52441.0,48119,6894
2065,2065,23793.0,49732.0,46099,5986
2066,2066,22615.0,48339.0,45240,5213
2067,2067,22589.0,48190.0,45465,4508
2068,2068,22376.0,48384.0,46659,3612
2069,2069,23787.0,50552.0,49733,3089
2070,2070,25831.0,53708.0,53684,2751
2071,2071,27246.0,57915.0,58182,2663
2072,2072,26977.0,60924.0,60663,3099
2073,2073,25004.0,63167.0,60851,5463
2074,2074,22279.0,65811.0,62121,6544
2075,2075,20367.0,68056.0,63142,7319
2076,2076,18764.0,68302.0,62000,6926
2077,2077,17868.0,66197.0,59882,5849
2078,2078,17725.0,63873.0,57904,5262
2079,2079,18143.0,60372.0,57165,3883
2080,2080,19388.0,55976.0,56417,2481
2081,2081,24048.0,55612.0,57784,1130
2082,2082,26045.0,56952.0,58883,600
2083,2083,26544.0,60139.0,60656,1479
2084,2084,26134.0,59024.0,57260,3981
2085,2085,25100.0,55055.0,53969,3921
2086,2086,24638.0,51828.0,51403,3288
2087,2087,23472.0,47923.0,47903,2818
2088,2088,22070.0,44551.0,45457,2171
2089,2089,21722.0,42710.0,43740,2119
2090,2090,22068.0,42206.0,42529,2813
2091,2091,21876.0,42034.0,42789,2099
2092,2092,20710.0,40925.0,43748,173
2093,2093,20069.0,40980.0,43815,52
2094,2094,20246.0,42590.0,43671,1235
2095,2095,19719.0,46154.0,46209,2836
2096,2096,17877.0,48480.0,49420,2049
2097,2097,16724.0,53401.0,51148,4840
2098,2098,15352.0,57879.0,52453,5085
2099,2099,14757.0,61268.0,53339,5400
2100,2100,14764.0,63433.0,52727,8365
2101,2101,14067.0,61586.0,51365,7600
2102,2102,13883.0,58655.0,49002,6695
2103,2103,13826.0,57724.0,48644,6882
2104,2104,14866.0,54285.0,48367,5692
2105,2105,16382.0,51336.0,50837,2725
2106,2106,19587.0,53575.0,53693,2126
2107,2107,20491.0,56549.0,56389,2761
2108,2108,19385.0,54766.0,53190,4156
2109,2109,18336.0,51192.0,50198,3598
2110,2110,18568.0,49998.0,49270,3970
2111,2111,17257.0,47488.0,46119,4748
2112,2112,16307.0,46486.0,42933,5880
2113,2113,14782.0,46345.0,39357,6717
2114,2114,15778.0,46224.0,39956,7869
2115,2115,15693.0,46514.0,39285,8119
2116,2116,15332.0,47008.0,39618,7853
2117,2117,15165.0,48067.0,38721,9524
2118,2118,14889.0,48354.0,40167,8229
2119,2119,15091.0,52248.0,44091,8715
2120,2120,14865.0,56761.0,47208,10127
2121,2121,14845.0,58694.0,50394,8672
2122,2122,14536.0,61313.0,54636,7415
2123,2123,14826.0,63620.0,55964,7756
2124,2124,14752.0,62619.0,54556,7412
2125,2125,14575.0,62963.0,53004,8618
2126,2126,15080.0,62229.0,52096,9028
2127,2127,14515.0,60729.0,52858,8089
2128,2128,15917.0,60902.0,53208,9362
2129,2129,17011.0,57841.0,53540,6585
2130,2130,17219.0,55228.0,54391,2965
2131,2131,19559.0,55663.0,54228,4406
2132,2132,20295.0,53621.0,51934,4974
2133,2133,19680.0,50253.0,51565,2388
2134,2134,18907.0,46331.0,48425,919
2135,2135,18723.0,43948.0,46500,145
2136,2136,18345.0,41623.0,44571,-1464
2137,2137,18503.0,40616.0,44119,-3149
2138,2138,18257.0,40062.0,43937,-3879
2139,2139,18645.0,41338.0,45364,-2580
2140,2140,20808.0,44421.0,48084,-1600
2141,2141,23207.0,47511.0,53539,-3675
2142,2142,25797.0,51301.0,57455,-4185
2143,2143,26910.0,56403.0,60898,-2082
2144,2144,26475.0,59593.0,61890,576
2145,2145,25000.0,63690.0,63554,3371
2146,2146,23977.0,65910.0,65828,3492
2147,2147,24264.0,68054.0,65718,4062
2148,2148,23576.0,66447.0,64231,3469
2149,2149,22936.0,64177.0,62858,1678
2150,2150,23385.0,61937.0,61127,1855
2151,2151,23330.0,57884.0,60110,-110
2152,2152,25192.0,53842.0,59490,-2834
2153,2153,27320.0,49740.0,59497,-6879
2154,2154,29991.0,51129.0,59827,-6836
2155,2155,29879.0,50845.0,59917,-7178
2156,2156,28686.0,48760.0,57703,-6421
2157,2157,28295.0,48994.0,55579,-3846
2158,2158,26703.0,46013.0,51854,-3289
2159,2159,25552.0,43723.0,48514,-3421
2160,2160,25560.0,42867.0,46521,-3084
2161,2161,25609.0,41816.0,45942,-3504
2162,2162,25422.0,40789.0,45949,-4301
2163,2163,25586.0,40542.0,47116,-5394
2164,2164,26382.0,41522.0,49834,-6405
2165,2165,28578.0,44162.0,54593,-8521
2166,2166,30253.0,47850.0,58046,-8465
2167,2167,30400.0,51786.0,60396,-6531
2168,2168,29273.0,55164.0,60243,-2986
2169,2169,26775.0,58163.0,62064,-1765
2170,2170,25711.0,60789.0,64890,-1584
2171,2171,26259.0,61906.0,64502,-1395
2172,2172,25550.0,59389.0,61718,-2530
2173,2173,24705.0,58117.0,60112,-3320
2174,2174,24224.0,56030.0,59191,-4528
2175,2175,24717.0,52980.0,57283,-4600
2176,2176,26984.0,51217.0,57458,-5094
2177,2177,29010.0,48741.0,58156,-8069
2178,2178,30308.0,47370.0,58955,-9374
2179,2179,30719.0,49196.0,59845,-8336
2180,2180,29427.0,47461.0,57423,-7136
2181,2181,27126.0,45663.0,55591,-6731
2182,2182,26504.0,46381.0,52058,-2722
2183,2183,25476.0,45361.0,49448,-1105
2184,2184,24915.0,44546.0,47685,-821
2185,2185,24647.0,44546.0,46917,-746
2186,2186,24492.0,44715.0,46970,-2276
2187,2187,24657.0,45631.0,48031,-2795
2188,2188,25860.0,47530.0,50567,-532
2189,2189,27540.0,50453.0,55576,-2129
2190,2190,28414.0,52978.0,59794,-4005
2191,2191,29085.0,58950.0,62082,-412
2192,2192,26351.0,61154.0,62621,1590
2193,2193,25100.0,66654.0,63084,5929
2194,2194,22771.0,70664.0,65485,6333
2195,2195,21642.0,71685.0,65742,6004
2196,2196,20914.0,70389.0,63507,5869
2197,2197,20667.0,68508.0,61603,6006
2198,2198,20621.0,65680.0,60187,4841
2199,2199,21701.0,61361.0,58626,3224
2200,2200,24510.0,57437.0,58076,2337
2201,2201,27470.0,53430.0,59282,-2652
2202,2202,28826.0,51671.0,59609,-5189
2203,2203,28424.0,50849.0,59728,-6288
2204,2204,28190.0,49416.0,57023,-4724
2205,2205,27544.0,48110.0,55117,-3586
2206,2206,26191.0,46609.0,51547,-1698
2207,2207,24591.0,46557.0,48378,1211
2208,2208,24181.0,45367.0,46388,1476
2209,2209,23905.0,44761.0,45484,935
2210,2210,23958.0,45013.0,45912,44
2211,2211,24205.0,45823.0,47374,-744
2212,2212,24418.0,46406.0,50045,-1353
2213,2213,25313.0,49181.0,55321,-2806
2214,2214,26533.0,53228.0,59379,-2661
2215,2215,26591.0,58220.0,61789,58
2216,2216,24183.0,61833.0,62679,2817
2217,2217,22266.0,67965.0,63208,8023
2218,2218,19805.0,69477.0,64563,7069
2219,2219,18772.0,70395.0,65029,7493
2220,2220,17479.0,70131.0,63290,6952
2221,2221,16935.0,70134.0,61756,7806
2222,2222,17071.0,69254.0,59860,8370
2223,2223,17715.0,66525.0,58515,7166
2224,2224,18800.0,62970.0,58507,6236
2225,2225,20562.0,59216.0,59827,2644
2226,2226,22355.0,58934.0,60581,1417
2227,2227,22014.0,59139.0,60860,1862
2228,2228,20859.0,58395.0,58030,4028
2229,2229,19502.0,57444.0,55924,4857
2230,2230,19047.0,57341.0,52126,8328
2231,2231,19932.0,57386.0,49251,9001
2232,2232,19347.0,56383.0,47610,8226
2233,2233,18756.0,54985.0,46242,8021
2234,2234,18751.0,53743.0,46743,6396
2235,2235,19637.0,53011.0,47684,4831
2236,2236,20477.0,52531.0,50042,4754
2237,2237,22190.0,53456.0,54789,2226
2238,2238,24713.0,56520.0,58745,1746
2239,2239,24431.0,58050.0,62126,187
2240,2240,23924.0,62182.0,63503,3001
2241,2241,22806.0,65165.0,64024,5245
2242,2242,22664.0,66540.0,64754,6016
2243,2243,21008.0,66277.0,64658,5069
2244,2244,19740.0,64858.0,63326,2831
2245,2245,19670.0,62694.0,61431,2038
2246,2246,20503.0,60434.0,60124,885
2247,2247,20982.0,56737.0,59107,-723
2248,2248,22337.0,52658.0,58072,-1831
2249,2249,23937.0,48404.0,57952,-6444
2250,2250,25718.0,47278.0,57336,-7604
2251,2251,26416.0,45915.0,56331,-7990
2252,2252,25080.0,42710.0,53990,-8820
2253,2253,24970.0,42604.0,51477,-6728
2254,2254,24415.0,40492.0,48723,-5834
2255,2255,23190.0,38496.0,45840,-4810
2256,2256,22894.0,37460.0,43383,-3776
2257,2257,21894.0,36200.0,42517,-5118
2258,2258,21444.0,36059.0,42247,-5754
2259,2259,20777.0,35780.0,42617,-5734
2260,2260,20639.0,35788.0,42820,-5943
2261,2261,21072.0,36457.0,42972,-5089
2262,2262,21685.0,38475.0,44325,-4239
2263,2263,21574.0,43103.0,47539,-2570
2264,2264,19893.0,47099.0,50000,-1183
2265,2265,17983.0,51929.0,51109,1266
2266,2266,17047.0,56252.0,53186,815
2267,2267,16456.0,57874.0,53180,1966
2268,2268,15770.0,57523.0,51040,3406
2269,2269,15948.0,56814.0,48727,5625
2270,2270,16015.0,53441.0,48000,2223
2271,2271,17230.0,49014.0,46880,233
2272,2272,19642.0,44444.0,47800,-2025
2273,2273,23811.0,42987.0,49290,-5380
2274,2274,25356.0,41835.0,50023,-7290
2275,2275,25522.0,41829.0,49760,-7227
2276,2276,24213.0,40626.0,47819,-6094
2277,2277,22998.0,42308.0,47083,-3685
2278,2278,19938.0,41683.0,43651,-1332
2279,2279,18474.0,41883.0,40957,1741
2280,2280,17718.0,43212.0,38868,4927
2281,2281,16244.0,43162.0,38564,5128
2282,2282,15501.0,43113.0,38879,4521
2283,2283,15041.0,42903.0,39330,4224
2284,2284,14658.0,42499.0,39401,3873
2285,2285,14545.0,43405.0,38854,4989
2286,2286,14545.0,45516.0,39623,5921
2287,2287,14150.0,49251.0,42841,5319
2288,2288,14159.0,52935.0,45394,7160
2289,2289,13678.0,58288.0,47149,10081
2290,2290,12869.0,64239.0,50517,10923
2291,2291,12341.0,65932.0,50715,12180
2292,2292,12092.0,64198.0,49020,12344
2293,2293,12163.0,61643.0,46349,12193
2294,2294,11876.0,59890.0,44834,11673
2295,2295,12406.0,59444.0,44104,10869
2296,2296,13039.0,56339.0,45629,8561
2297,2297,14279.0,50937.0,48598,3183
2298,2298,17282.0,51434.0,49317,3422
2299,2299,18042.0,53674.0,49996,5160
2300,2300,15352.0,53166.0,48379,5225
2301,2301,15220.0,53927.0,48221,6746
2302,2302,14985.0,53026.0,45277,7992
2303,2303,15400.0,51976.0,42509,9625
2304,2304,14936.0,50177.0,41285,7511
2305,2305,15214.0,48768.0,40502,6924
2306,2306,15034.0,47249.0,40896,4568
2307,2307,15203.0,46507.0,42390,3388
2308,2308,15997.0,47120.0,45615,1494
2309,2309,18230.0,50201.0,51058,-292
2310,2310,19600.0,52886.0,56181,-1137
2311,2311,19692.0,56725.0,59133,4
2312,2312,18980.0,59261.0,60148,1253
2313,2313,17056.0,59982.0,60282,1766
2314,2314,16092.0,63731.0,62521,2897
2315,2315,16736.0,66550.0,62010,5211
2316,2316,16388.0,65888.0,60355,4180
2317,2317,16086.0,65440.0,59392,3609
2318,2318,16274.0,62394.0,58211,2416
2319,2319,17400.0,57771.0,56091,1804
2320,2320,20127.0,52904.0,55887,-1315
2321,2321,23862.0,49485.0,56307,-5171
2322,2322,25862.0,48163.0,55993,-7297
2323,2323,26102.0,47907.0,56252,-7516
2324,2324,25251.0,45513.0,54307,-7258
2325,2325,23785.0,44194.0,51787,-5365
2326,2326,22820.0,42010.0,47549,-3350
2327,2327,22813.0,41221.0,45023,-2492
2328,2328,22783.0,39704.0,43171,-4274
2329,2329,22145.0,38610.0,42615,-5207
2330,2330,21787.0,38140.0,42663,-5462
2331,2331,22519.0,39239.0,43996,-4988
2332,2332,23815.0,39812.0,47052,-4695
2333,2333,27251.0,42893.0,51602,-6256
2334,2334,28155.0,46204.0,56047,-7844
2335,2335,27798.0,50336.0,59435,-6607
2336,2336,26946.0,54563.0,59944,-3555
2337,2337,22279.0,55406.0,61374,-3277
2338,2338,21500.0,59292.0,62503,-1708
2339,2339,20635.0,60638.0,61886,-1929
2340,2340,20469.0,60560.0,60332,-1730
2341,2341,20182.0,58672.0,58653,-2344
2342,2342,20308.0,55480.0,57216,-3374
2343,2343,21456.0,51540.0,55745,-4118
2344,2344,25033.0,48786.0,54891,-4749
2345,2345,28661.0,46499.0,55547,-7747
2346,2346,29847.0,46340.0,56130,-8203
2347,2347,29188.0,47919.0,56221,-6546
2348,2348,27448.0,48165.0,53256,-3954
2349,2349,24407.0,46545.0,50365,-2382
2350,2350,22648.0,44793.0,46295,-168
2351,2351,20617.0,42709.0,43878,-398
2352,2352,19769.0,42215.0,41944,-288
2353,2353,19752.0,42655.0,41334,-88
2354,2354,19588.0,42134.0,41824,-327
2355,2355,20086.0,42055.0,43053,-452
2356,2356,23146.0,44547.0,45692,438
2357,2357,26040.0,47220.0,51480,-2425
2358,2358,28533.0,50673.0,55423,-2408
2359,2359,28065.0,52962.0,58415,-2772
2360,2360,26378.0,55223.0,59216,-1567
2361,2361,24172.0,57421.0,59859,-1011
2362,2362,22843.0,58986.0,61396,-2128
2363,2363,21686.0,59748.0,60765,-923
2364,2364,20419.0,58905.0,59153,-1824
2365,2365,20161.0,57228.0,57371,-1912
2366,2366,21233.0,55086.0,55972,-2202
2367,2367,22531.0,50831.0,54708,-3425
2368,2368,25933.0,48025.0,54614,-4803
2369,2369,30139.0,46162.0,54776,-7162
2370,2370,31309.0,44669.0,54825,-9061
2371,2371,31821.0,45811.0,54883,-8377
2372,2372,31430.0,45131.0,52744,-6462
2373,2373,30058.0,42811.0,49879,-5617
2374,2374,27719.0,39978.0,45908,-4905
2375,2375,26417.0,38773.0,43332,-3335
2376,2376,24640.0,36762.0,41411,-4940
2377,2377,24406.0,36795.0,40415,-4693
2378,2378,24502.0,37223.0,40494,-4644
2379,2379,24555.0,37892.0,41956,-4305
2380,2380,26879.0,40936.0,45097,-3221
2381,2381,28915.0,43776.0,50270,-4418
2382,2382,29456.0,46820.0,54393,-5229
2383,2383,29126.0,50637.0,57779,-4665
2384,2384,27435.0,54267.0,58689,-2090
2385,2385,23708.0,56962.0,60125,-797
2386,2386,21652.0,60140.0,61316,650
2387,2387,20704.0,62623.0,60348,746
2388,2388,19776.0,63066.0,59597,1170
2389,2389,19590.0,61849.0,57764,2054
2390,2390,19241.0,58280.0,55479,177
2391,2391,20608.0,55479.0,54206,915
2392,2392,22985.0,52422.0,53981,-302
2393,2393,25640.0,48745.0,54418,-3841
2394,2394,27734.0,47724.0,54282,-4982
2395,2395,28090.0,47673.0,53884,-4557
2396,2396,27119.0,44561.0,50600,-4395
2397,2397,25415.0,42471.0,47648,-3715
2398,2398,24131.0,40598.0,43894,-1887
2399,2399,20589.0,35955.0,41405,-3480
2400,2400,19486.0,33841.0,39005,-5232
2401,2401,19142.0,32272.0,37772,-5521
2402,2402,18911.0,31541.0,37182,-5748
2403,2403,19701.0,31621.0,37170,-5369
2404,2404,20303.0,31933.0,37254,-4397
2405,2405,21039.0,32352.0,36525,-3433
2406,2406,22299.0,35684.0,37424,-1429
2407,2407,21173.0,39542.0,40960,-747
2408,2408,19314.0,43367.0,43638,-263
2409,2409,17410.0,47834.0,46068,1340
2410,2410,17328.0,52595.0,48360,3074
2411,2411,17009.0,54972.0,49356,4037
2412,2412,16971.0,55007.0,47217,5400
2413,2413,16968.0,53685.0,45021,5624
2414,2414,16962.0,50841.0,43595,4306
2415,2415,17244.0,47123.0,43189,1482
2416,2416,18870.0,43122.0,44455,-1442
2417,2417,22683.0,40967.0,45910,-3780
2418,2418,24576.0,40761.0,46358,-4489
2419,2419,24954.0,41499.0,46516,-4123
2420,2420,24303.0,40350.0,44922,-3626
2421,2421,23456.0,38491.0,43167,-3761
2422,2422,21603.0,36268.0,40588,-3122
2423,2423,19650.0,32978.0,38197,-3984
2424,2424,18820.0,31523.0,36776,-4336
2425,2425,18466.0,30455.0,35674,-4612
2426,2426,18597.0,30126.0,35759,-4727
2427,2427,18785.0,29938.0,35829,-5031
2428,2428,19252.0,30586.0,36866,-5155
2429,2429,20027.0,31438.0,38031,-5294
2430,2430,20192.0,34309.0,40196,-4526
2431,2431,18652.0,38370.0,43646,-3902
2432,2432,18021.0,44181.0,46631,-1394
2433,2433,17854.0,50039.0,48199,2239
2434,2434,17645.0,53812.0,49427,3239
2435,2435,17534.0,55975.0,49562,4843
2436,2436,17647.0,56154.0,47658,6490
2437,2437,17480.0,54212.0,46320,5483
2438,2438,17412.0,50650.0,45221,2813
2439,2439,17476.0,45769.0,44513,-500
2440,2440,19209.0,41197.0,45087,-3119
2441,2441,22426.0,39327.0,46210,-6132
2442,2442,23912.0,38559.0,46307,-7358
2443,2443,23716.0,38608.0,46960,-7653
2444,2444,23024.0,38971.0,45122,-5884
2445,2445,21441.0,37455.0,43957,-5182
2446,2446,19459.0,35849.0,40979,-3597
2447,2447,18322.0,35345.0,37932,-975
2448,2448,17411.0,34264.0,36335,-324
2449,2449,16874.0,33490.0,35033,-110
2450,2450,16635.0,33184.0,34849,-545
2451,2451,16734.0,32360.0,34933,-1438
