Datum;Uhrzeit;Physikalischer Nettoexport[MWh];Niederlande (Export)[MWh];Niederlande (Import)[MWh];Schweiz (Export)[MWh];Schweiz (Import)[MWh];Dänemark (Export)[MWh];Dänemark (Import)[MWh];Tschechien (Export)[MWh];Tschechien (Import)[MWh];Luxemburg (Export)[MWh];Luxemburg (Import)[MWh];Schweden (Export)[MWh];Schweden (Import)[MWh];Österreich (Export)[MWh];Österreich (Import)[MWh];Frankreich (Export)[MWh];Frankreich (Import)[MWh];Polen (Export)[MWh];Polen (Import)[MWh]
01.01.2020;00:00;-1.029;592;-570;1.982;0;0;-1.896;58;-1.077;379;0;0;-607;964;-522;0;-795;602;-139
01.01.2020;01:00;-1.024;660;-177;1.589;0;0;-1.932;0;-1.172;371;0;0;-608;1.031;-493;0;-1.077;784;0
01.01.2020;02:00;-1.390;892;-1;1.507;0;0;-2.006;0;-1.504;358;0;0;-607;965;-562;0;-971;539;0
01.01.2020;03:00;-578;894;0;1.591;0;0;-1.857;0;-975;350;0;0;-608;981;-346;0;-1.370;762;0
01.01.2020;04:00;-326;727;0;1.284;0;0;-1.675;27;-715;350;0;0;-608;1.018;-135;0;-1.575;976;0
01.01.2020;05:00;46;1.159;0;1.400;0;0;-1.731;17;-717;353;0;0;-609;1.010;-179;0;-1.604;947;0
01.01.2020;06:00;2.452;1.795;0;1.671;0;0;-1.063;135;-787;315;0;0;-608;1.194;-181;0;-1.078;1.059;0
01.01.2020;07:00;3.384;2.340;0;1.830;0;0;-1.200;162;-842;325;0;0;-608;1.251;-210;0;-615;951;0
01.01.2020;08:00;2.917;2.896;0;1.554;0;0;-1.922;174;-883;326;0;0;-608;1.225;-354;0;-454;963;0
01.01.2020;09:00;3.745;3.126;0;1.858;-40;0;-1.780;8;-985;331;0;0;-608;1.472;-323;20;-183;849;0
01.01.2020;10:00;4.178;3.211;0;1.561;-104;0;-1.589;3;-827;340;0;0;-608;1.641;-279;180;-193;842;0
01.01.2020;11:00;4.256;3.366;0;1.285;-183;0;-1.824;8;-848;368;0;0;-608;1.764;-280;415;-35;828;0
01.01.2020;12:00;5.005;3.420;0;1.624;-232;0;-1.905;119;-761;392;0;0;-607;1.904;-359;675;0;735;0
01.01.2020;13:00;5.785;3.626;0;1.405;-211;0;-1.828;240;-575;390;0;0;-607;1.990;-217;755;0;817;0
01.01.2020;14:00;5.022;3.485;0;1.437;-153;0;-1.929;373;-446;384;0;0;-607;1.693;-153;205;-179;912;0
01.01.2020;15:00;2.148;2.265;0;940;-4;0;-1.896;543;-247;382;0;0;-607;1.274;-19;0;-1.677;1.194;0
01.01.2020;16:00;-927;1.264;0;236;-64;0;-1.958;709;-235;386;0;0;-607;1.099;-168;0;-3.003;1.414;0
01.01.2020;17:00;-1.000;2.039;0;230;-195;0;-1.907;714;-525;419;0;0;-607;588;-210;0;-2.566;1.020;0
01.01.2020;18:00;1.141;1.971;0;1.162;0;0;-1.914;706;-763;430;0;0;-607;750;-215;0;-1.467;1.088;0
01.01.2020;19:00;1.898;2.045;0;1.522;0;0;-1.914;662;-848;422;0;0;-607;924;-249;0;-1.150;1.091;0
01.01.2020;20:00;4.150;2.502;0;1.955;0;0;-1.869;658;-811;402;0;0;-607;1.278;-185;0;-499;1.326;0
01.01.2020;21:00;3.851;2.259;0;2.172;0;0;-1.863;560;-829;382;0;0;-607;1.372;-129;0;-876;1.410;0
01.01.2020;22:00;3.832;1.833;0;2.340;0;0;-1.907;555;-856;434;0;0;-607;1.436;-55;0;-642;1.301;0
01.01.2020;23:00;4.535;1.872;0;2.597;0;0;-1.877;570;-838;419;0;0;-607;1.504;-161;120;-230;1.166;0
02.01.2020;00:00;2.984;1.314;0;2.171;0;0;-1.864;450;-821;397;0;0;-608;1.512;-82;36;-433;912;0
02.01.2020;01:00;3.122;965;0;2.342;0;0;-1.888;597;-512;374;0;0;-608;1.686;-25;0;-746;937;0
02.01.2020;02:00;2.951;872;-86;2.099;0;0;-1.933;746;-338;365;0;0;-607;1.941;-9;0;-1.204;1.105;0
02.01.2020;03:00;1.377;964;-588;1.677;0;0;-1.909;795;-217;362;0;0;-607;2.006;-144;0;-2.110;1.148;0
02.01.2020;04:00;-297;802;-1.452;1.472;0;0;-1.909;870;-138;371;0;0;-607;1.931;-123;0;-2.742;1.228;0
02.01.2020;05:00;1.564;309;-1.862;2.417;0;0;-1.862;1.646;-87;398;0;0;-608;2.320;-18;0;-2.458;1.369;0
02.01.2020;06:00;-294;7;-2.186;2.007;0;0;-1.431;1.582;-89;410;0;0;-608;1.960;-134;0;-3.291;1.479;0
02.01.2020;07:00;-59;0;-1.476;1.591;0;0;-1.160;1.510;-125;454;0;0;-607;1.612;-89;0;-2.997;1.228;0
02.01.2020;08:00;1.340;4;-428;1.593;0;0;-1.144;1.394;-107;499;0;0;-607;1.299;-33;0;-2.266;1.136;0
02.01.2020;09:00;2.004;385;0;1.248;0;2;-1.008;1.197;-49;518;0;0;-607;1.432;-19;0;-2.295;1.200;0
02.01.2020;10:00;3.206;860;0;1.572;0;0;-1.213;1.295;-1;530;0;0;-607;1.748;0;0;-2.020;1.042;0
02.01.2020;11:00;2.550;782;0;1.254;0;0;-1.359;1.269;0;557;0;0;-607;1.842;0;0;-2.148;960;0
02.01.2020;12:00;1.636;463;0;911;0;0;-1.417;1.325;0;551;0;0;-606;1.722;0;0;-2.321;1.008;0
02.01.2020;13:00;1.109;372;-16;808;0;3;-1.315;1.226;0;535;0;0;-606;1.796;-26;0;-2.635;967;0
02.01.2020;14:00;-444;359;-734;414;-13;0;-1.174;1.478;0;523;0;0;-607;1.826;-35;0;-3.431;950;0
02.01.2020;15:00;-2.338;203;-1.392;396;-218;0;-987;1.527;0;513;0;0;-606;1.596;-187;0;-4.280;1.097;0
02.01.2020;16:00;-3.468;182;-1.523;384;-496;0;-836;1.331;-3;504;0;0;-606;1.349;-258;0;-4.369;873;0
02.01.2020;17:00;-1.926;449;-497;317;-352;0;-959;1.303;-89;512;0;0;-606;965;-234;0;-3.632;897;0
02.01.2020;18:00;1.297;644;-271;1.113;-1;0;-1.284;1.448;-163;516;0;0;-606;1.013;-42;0;-2.097;1.027;0
02.01.2020;19:00;2.089;771;-950;1.591;0;0;-1.479;1.680;-52;489;0;0;-607;1.471;0;0;-1.933;1.108;0
02.01.2020;20:00;5.288;951;-767;2.923;0;0;-1.299;1.672;-1;440;0;0;-607;2.020;0;0;-1.541;1.497;0
02.01.2020;21:00;6.168;1.060;-1.077;3.199;0;56;-760;1.584;0;403;0;0;-607;2.393;0;0;-1.548;1.465;0
02.01.2020;22:00;5.984;1.151;-1.205;3.321;0;309;-586;1.365;-35;428;0;0;-608;2.364;0;0;-1.668;1.148;0
02.01.2020;23:00;6.241;1.284;-1.600;3.529;0;312;-584;1.567;-2;398;0;0;-608;2.703;0;0;-1.913;1.155;0
03.01.2020;00:00;7.716;1.390;-1.531;3.764;0;301;-584;1.878;0;355;0;0;-608;2.951;0;0;-1.793;1.593;0
03.01.2020;01:00;8.491;1.537;-1.500;3.882;0;301;-584;1.925;0;334;0;0;-608;3.031;0;0;-1.373;1.546;0
03.01.2020;02:00;9.389;1.499;-1.509;3.994;0;400;-584;2.230;0;318;0;0;-609;3.216;-18;0;-1.315;1.767;0
03.01.2020;03:00;9.340;1.561;-1.183;3.848;0;772;-584;2.154;0;308;0;0;-609;2.988;-122;0;-1.621;1.828;0
03.01.2020;04:00;9.281;1.572;-1.167;3.634;0;1.042;-584;2.321;0;309;0;0;-609;2.978;-193;0;-1.916;1.894;0
03.01.2020;05:00;9.765;1.548;-958;3.809;0;818;-584;2.475;0;321;0;0;-495;2.737;-75;0;-1.697;1.866;0
03.01.2020;06:00;10.565;1.218;-1.063;3.857;0;1.223;-584;2.597;0;331;0;0;-146;2.531;-58;0;-1.454;2.113;0
03.01.2020;07:00;10.632;942;-438;3.791;0;1.424;-583;2.518;0;384;0;0;-212;2.314;-106;0;-1.485;2.083;0
03.01.2020;08:00;10.585;907;-161;3.917;0;1.511;-550;2.280;0;421;0;0;-559;2.274;-58;0;-1.317;1.920;0
03.01.2020;09:00;10.470;658;-137;3.729;0;1.440;-238;2.289;0;432;0;0;-607;2.356;-14;0;-1.233;1.795;0
03.01.2020;10:00;10.527;834;0;3.511;0;1.291;-406;2.240;0;441;0;0;-252;2.415;-41;0;-1.232;1.726;0
03.01.2020;11:00;10.811;742;0;4.040;0;658;-539;2.332;0;462;0;0;-548;2.797;0;0;-879;1.746;0
03.01.2020;12:00;10.772;620;0;4.018;0;678;-455;2.062;0;469;0;0;-607;2.811;0;6;-587;1.757;0
03.01.2020;13:00;10.046;721;0;3.675;0;406;-378;2.062;0;451;0;0;-607;2.555;-4;0;-690;1.855;0
03.01.2020;14:00;9.377;599;0;3.329;0;463;-192;2.100;0;431;0;0;-607;2.610;-38;0;-1.158;1.840;0
03.01.2020;15:00;9.439;629;0;3.475;0;370;-2;2.139;0;412;0;0;-607;2.500;-29;0;-1.227;1.779;0
03.01.2020;16:00;10.343;1.451;0;3.482;0;475;0;2.193;0;407;0;0;-607;2.214;-8;0;-956;1.692;0
03.01.2020;17:00;9.706;1.454;0;3.236;0;428;-43;2.185;0;433;0;0;-607;2.066;0;0;-1.082;1.636;0
03.01.2020;18:00;10.928;1.369;0;3.532;0;453;-17;2.194;0;456;0;0;-607;2.110;0;102;-353;1.689;0
03.01.2020;19:00;10.831;1.014;0;3.633;0;212;-8;2.106;0;443;0;0;-607;2.303;0;186;-202;1.751;0
03.01.2020;20:00;11.861;864;0;3.965;0;753;-17;1.904;0;405;0;0;-608;2.611;0;415;-130;1.699;0
03.01.2020;21:00;12.565;744;0;4.191;0;769;-454;2.142;-1;356;0;0;-174;2.887;0;494;-155;1.766;0
03.01.2020;22:00;11.957;521;-8;4.159;0;777;-583;2.174;-28;403;0;0;-61;2.725;0;365;-286;1.799;0
03.01.2020;23:00;13.021;516;-17;4.355;0;807;-585;2.272;-19;397;0;0;-205;3.006;0;693;-88;1.889;0
04.01.2020;00:00;13.419;932;0;4.418;0;1.404;-575;2.183;-160;378;0;0;-547;3.052;0;779;-27;1.582;0
04.01.2020;01:00;13.234;1.129;0;4.235;0;1.069;-585;2.084;-142;364;0;0;-108;2.933;0;796;-78;1.537;0
04.01.2020;02:00;12.440;864;-500;4.418;0;990;-585;2.254;-70;359;0;0;-210;3.104;0;579;-283;1.520;0
04.01.2020;03:00;10.622;1.079;-404;3.648;0;1.100;-585;2.313;-77;347;0;0;-467;2.853;-15;39;-766;1.557;0
04.01.2020;04:00;10.295;1.157;-777;3.398;0;1.482;-585;2.298;-85;356;0;0;-312;2.802;-67;54;-896;1.470;0
04.01.2020;05:00;11.722;1.281;-518;3.520;0;1.589;-585;2.366;-53;371;0;0;-96;2.908;-65;267;-904;1.641;0
04.01.2020;06:00;12.736;1.280;-481;3.953;0;1.533;-583;2.427;-2;329;0;0;-58;3.151;-91;261;-919;1.936;0
04.01.2020;07:00;12.843;996;-279;4.213;0;1.329;-505;2.207;-53;346;0;0;0;3.262;-61;428;-816;1.776;0
04.01.2020;08:00;14.076;1.081;0;4.483;0;1.463;-584;2.220;-9;353;0;2;0;3.311;-58;612;-544;1.746;0
04.01.2020;09:00;14.059;1.034;-49;4.297;0;1.480;-570;2.474;0;389;0;2;0;3.136;-29;583;-483;1.795;0
04.01.2020;10:00;12.863;1.281;0;3.506;0;1.347;-269;2.503;0;407;0;68;0;2.709;-55;176;-663;1.853;0
04.01.2020;11:00;14.545;1.460;0;3.905;0;1.406;-163;2.722;0;433;0;70;0;2.901;0;282;-488;2.017;0
04.01.2020;12:00;14.446;1.633;0;3.789;0;1.456;-440;2.556;0;429;0;70;0;2.956;0;454;-493;2.036;0
04.01.2020;13:00;14.605;1.556;0;3.958;0;1.349;-256;2.491;0;422;0;70;0;3.185;-1;447;-594;1.978;0
04.01.2020;14:00;13.685;1.493;0;3.779;0;1.400;-565;2.425;0;406;0;70;0;3.168;-18;408;-698;1.817;0
04.01.2020;15:00;12.771;1.363;0;3.538;0;901;-329;2.499;0;406;0;70;0;3.054;-91;294;-901;1.967;0
04.01.2020;16:00;12.440;1.457;0;3.584;0;582;-422;2.519;0;416;0;70;0;3.119;-108;247;-938;1.914;0
04.01.2020;17:00;11.035;1.586;0;3.324;0;608;-507;2.169;-25;447;0;5;0;2.612;-96;12;-956;1.856;0
04.01.2020;18:00;11.217;1.499;0;3.710;0;609;-232;1.971;-181;444;0;0;-463;2.279;-3;372;-370;1.582;0
04.01.2020;19:00;10.877;1.483;0;4.008;0;107;-451;1.902;-257;431;0;0;-589;2.386;0;515;-207;1.549;0
04.01.2020;20:00;10.526;1.254;0;3.831;0;155;-423;1.910;-249;416;0;0;-607;2.519;0;486;-213;1.447;0
04.01.2020;21:00;10.039;1.547;-58;3.886;0;79;-481;1.500;-422;385;0;0;-607;2.414;0;506;-48;1.338;0
04.01.2020;22:00;9.488;1.337;-243;3.931;0;136;-592;1.104;-552;435;0;0;-607;2.244;-1;823;-5;1.478;0
04.01.2020;23:00;8.055;1.338;-278;3.901;-4;56;-664;738;-809;414;0;0;-607;1.932;-118;1.117;0;1.039;0
05.01.2020;00:00;6.154;1.570;-85;3.557;0;0;-1.339;543;-995;400;0;0;-607;1.951;-344;688;-9;824;0
05.01.2020;01:00;5.870;1.444;-54;3.640;0;0;-946;300;-1.191;386;0;0;-607;1.965;-470;599;-10;814;0
05.01.2020;02:00;5.187;807;-68;3.664;0;1;-778;254;-1.266;371;0;0;-607;2.010;-452;414;-34;871;0
05.01.2020;03:00;4.900;174;-234;3.582;0;158;-25;275;-1.096;367;0;0;-607;1.907;-369;93;-296;971;0
05.01.2020;04:00;3.957;90;-214;2.970;0;315;0;296;-949;364;0;0;-607;1.745;-279;0;-892;1.118;0
05.01.2020;05:00;4.033;0;-253;3.105;0;418;-1;310;-957;371;0;0;-608;1.783;-201;0;-1.104;1.170;0
05.01.2020;06:00;5.014;34;-211;3.525;0;247;-338;465;-802;348;0;0;-608;1.865;-92;0;-846;1.427;0
05.01.2020;07:00;4.334;71;-458;3.781;0;0;-1.252;627;-690;366;0;0;-607;1.975;-30;0;-916;1.467;0
05.01.2020;08:00;2.604;0;-1.142;3.156;0;0;-1.122;617;-587;378;0;0;-607;1.784;-5;0;-1.368;1.500;0
05.01.2020;09:00;1.430;0;-1.071;2.539;0;0;-1.318;497;-621;400;0;0;-607;1.418;-2;0;-1.264;1.459;0
05.01.2020;10:00;188;56;-551;1.464;0;0;-1.398;285;-730;432;0;0;-607;1.229;-73;0;-1.286;1.367;0
05.01.2020;11:00;-88;353;-301;963;0;68;-1.212;173;-767;459;0;0;-606;1.122;-215;0;-1.525;1.400;0
05.01.2020;12:00;-369;125;-376;770;0;61;-1.182;243;-693;472;0;0;-607;1.151;-132;0;-1.312;1.111;0
05.01.2020;13:00;358;297;-13;590;0;4;-1.248;383;-553;453;0;0;-607;1.143;-55;0;-1.383;1.347;0
05.01.2020;14:00;264;232;-508;871;0;0;-1.251;670;-347;444;0;0;-607;1.550;-173;0;-2.134;1.517;0
05.01.2020;15:00;902;243;-434;1.187;0;0;-1.015;944;-236;442;0;0;-607;1.519;-52;0;-2.432;1.343;0
05.01.2020;16:00;455;293;-559;894;0;0;-975;1.206;-174;450;0;0;-607;1.565;-112;0;-2.953;1.427;0
05.01.2020;17:00;981;803;0;934;0;2;-1.357;1.101;-332;491;0;0;-606;1.299;-32;0;-2.685;1.363;0
05.01.2020;18:00;2.461;1.311;0;1.216;0;0;-1.543;1.029;-643;489;0;0;-607;967;-33;0;-901;1.176;0
05.01.2020;19:00;4.497;1.336;0;1.766;0;0;-1.800;1.153;-555;472;0;0;-607;1.454;0;109;-275;1.444;0
05.01.2020;20:00;6.044;1.077;-18;2.366;0;0;-1.808;1.326;-359;450;0;0;-606;1.825;-1;322;-297;1.767;0
05.01.2020;21:00;6.269;890;-380;3.213;0;1;-1.437;1.208;-475;424;0;0;-607;2.073;0;346;-522;1.535;0
05.01.2020;22:00;6.461;988;-345;2.967;0;75;-801;1.082;-561;468;0;0;-607;1.852;0;445;-393;1.291;0
05.01.2020;23:00;7.358;1.026;-352;3.120;0;57;-763;1.136;-493;436;0;0;-607;2.027;-8;644;-297;1.432;0
06.01.2020;00:00;7.269;1.200;-715;3.272;0;65;-780;891;-757;408;0;0;-607;2.204;0;782;-188;1.494;0
06.01.2020;01:00;6.034;1.030;-845;2.590;0;56;-820;729;-657;395;0;0;-607;2.080;0;749;-145;1.479;0
06.01.2020;02:00;6.563;976;-662;2.603;0;47;-863;759;-504;390;0;0;-607;2.150;0;826;-51;1.499;0
06.01.2020;03:00;5.466;857;-643;2.403;0;230;-593;655;-523;396;0;0;-571;2.065;0;210;-285;1.265;0
06.01.2020;04:00;5.235;869;-715;2.381;0;61;-706;662;-501;407;0;0;-194;2.191;-2;1;-518;1.299;0
06.01.2020;05:00;5.600;598;-1.464;3.170;0;36;-922;924;-428;440;0;0;-520;2.418;0;104;-213;1.457;0
06.01.2020;06:00;4.796;319;-1.378;3.581;0;42;-956;872;-356;487;0;0;-607;2.161;-13;0;-369;1.013;0
06.01.2020;07:00;2.428;203;-305;2.331;-60;33;-1.002;517;-580;561;0;0;-607;1.380;-127;127;-560;517;0
06.01.2020;08:00;1.987;914;0;1.559;-202;13;-1.117;450;-640;593;0;0;-607;1.036;-213;361;-616;456;0
06.01.2020;09:00;2.665;931;0;1.666;-225;14;-1.063;364;-521;590;0;0;-607;1.144;-260;443;-443;632;0
06.01.2020;10:00;2.440;618;0;1.646;-196;0;-1.368;287;-408;579;0;0;-607;1.487;-212;333;-499;780;0
06.01.2020;11:00;2.042;245;-31;1.524;-158;0;-1.310;251;-279;596;0;0;-607;1.568;-157;198;-702;904;0
06.01.2020;12:00;3.065;206;-417;1.889;-133;0;-1.173;330;-130;595;0;0;-607;1.764;-136;192;-554;1.239;0
06.01.2020;13:00;2.691;239;-584;1.704;-94;17;-1.068;365;-45;590;0;0;-607;1.600;-196;68;-715;1.417;0
06.01.2020;14:00;2.654;248;-515;1.779;0;26;-938;402;-64;582;0;0;-607;1.450;-45;0;-1.155;1.491;0
06.01.2020;15:00;583;182;-900;1.451;0;44;-858;524;-106;571;0;0;-607;1.161;-4;0;-2.437;1.562;0
06.01.2020;16:00;13;382;-346;727;0;44;-876;682;-139;569;0;0;-607;836;-76;0;-2.680;1.497;0
06.01.2020;17:00;1.171;1.745;0;971;0;30;-1.012;527;-546;610;0;0;-606;458;-385;0;-1.784;1.163;0
06.01.2020;18:00;2.744;1.573;0;1.734;0;19;-1.063;543;-682;614;0;0;-607;643;-644;0;-528;1.142;0
06.01.2020;19:00;5.059;1.598;0;2.290;-2;25;-1.043;672;-602;586;0;0;-607;1.011;-201;65;-61;1.328;0
06.01.2020;20:00;5.939;1.052;0;2.993;0;19;-1.059;1.103;-215;541;0;0;-607;1.588;-9;0;-759;1.292;0
06.01.2020;21:00;6.505;813;-174;3.511;0;54;-835;1.134;-293;488;0;0;-607;2.254;0;0;-1.162;1.322;0
06.01.2020;22:00;7.930;923;-32;3.904;0;41;-869;1.230;-320;486;0;0;-607;2.463;0;150;-705;1.266;0
06.01.2020;23:00;7.421;994;-348;4.022;0;2;-1.200;1.168;-271;452;0;0;-607;2.561;0;132;-771;1.287;0
07.01.2020;00:00;9.425;1.213;-226;4.138;0;0;-1.143;1.585;-258;429;0;0;-607;2.853;-3;587;-570;1.427;0
07.01.2020;01:00;9.532;1.180;-369;4.268;0;0;-1.245;1.408;-229;394;0;0;-607;2.961;0;818;-369;1.322;0
07.01.2020;02:00;8.852;1.073;-477;3.972;0;0;-1.237;1.374;-252;377;0;0;-607;3.032;0;752;-416;1.261;0
07.01.2020;03:00;8.187;1.151;-505;3.934;0;0;-1.200;1.309;-257;377;0;0;-607;2.876;-3;454;-577;1.235;0
07.01.2020;04:00;7.354;1.042;-959;3.653;0;0;-1.363;1.530;-241;395;0;0;-607;2.894;-4;328;-707;1.393;0
07.01.2020;05:00;7.136;881;-1.514;3.910;0;0;-1.641;1.955;-133;425;0;0;-607;3.021;-23;44;-932;1.750;0
07.01.2020;06:00;6.435;693;-916;2.978;0;0;-1.831;2.002;-21;470;0;0;-606;2.860;-44;0;-1.240;2.090;0
07.01.2020;07:00;5.849;872;-41;2.430;0;0;-1.673;1.683;-10;544;0;0;-606;1.840;0;0;-997;1.807;0
07.01.2020;08:00;3.674;1.152;0;1.816;0;0;-1.709;1.463;-131;578;0;0;-606;1.306;-54;0;-1.582;1.441;0
07.01.2020;09:00;3.930;991;0;2.136;0;0;-1.783;1.315;-173;595;0;0;-606;1.343;-106;0;-1.305;1.523;0
07.01.2020;10:00;1.983;653;0;1.630;0;0;-1.696;1.181;-229;594;0;0;-606;1.045;-149;0;-1.889;1.449;0
07.01.2020;11:00;383;39;-253;1.477;0;0;-1.866;1.231;-169;607;0;0;-605;999;-142;0;-2.460;1.525;0
07.01.2020;12:00;106;240;-1.033;1.363;0;0;-1.893;1.525;-113;613;0;0;-605;1.182;-156;0;-2.743;1.726;0
07.01.2020;13:00;791;523;-1.039;1.732;0;0;-1.985;1.737;-54;598;0;0;-606;1.311;-197;0;-2.903;1.674;0
07.01.2020;14:00;2.564;574;-1.002;2.256;0;0;-1.955;1.853;-12;590;0;0;-606;1.838;-57;0;-2.778;1.863;0
07.01.2020;15:00;2.084;451;-1.277;2.273;0;1;-1.397;1.768;0;575;0;0;-606;1.867;-104;0;-3.249;1.782;0
07.01.2020;16:00;2.310;610;-1.357;2.275;0;1;-1.193;1.592;-77;568;0;0;-606;1.780;-84;0;-3.033;1.834;0
07.01.2020;17:00;4.391;881;-790;2.240;0;205;-612;1.553;-100;598;0;0;-606;1.381;-64;0;-2.081;1.786;0
07.01.2020;18:00;6.043;907;-470;2.556;0;74;-712;1.571;-176;581;0;0;-606;1.420;-3;0;-927;1.828;0
07.01.2020;19:00;6.777;901;-229;2.625;0;37;-881;1.671;-194;545;0;0;-606;2.047;-91;0;-878;1.830;0
07.01.2020;20:00;8.444;1.020;-80;3.353;0;87;-645;2.013;-162;491;0;0;-607;2.382;-103;0;-1.333;2.028;0
07.01.2020;21:00;7.791;791;-610;3.387;0;273;-585;2.034;-129;436;0;0;-607;2.388;-167;0;-1.562;2.142;0
07.01.2020;22:00;9.159;967;-489;3.764;0;415;-585;1.943;-184;461;0;0;-607;2.543;-108;80;-1.127;2.086;0
07.01.2020;23:00;8.562;997;-834;3.662;0;457;-585;1.820;-157;447;0;0;-608;2.509;-82;34;-1.079;1.981;0
08.01.2020;00:00;9.022;1.118;-1.170;3.456;0;1.030;-585;1.944;-130;413;0;0;-111;2.761;-73;0;-1.415;1.784;0
08.01.2020;01:00;9.856;1.149;-1.283;3.841;0;970;-584;2.079;-87;397;0;2;0;2.991;-2;0;-1.285;1.668;0
08.01.2020;02:00;9.503;1.222;-1.316;3.957;0;973;-583;1.950;-16;384;0;0;-73;2.964;-33;0;-1.560;1.634;0
08.01.2020;03:00;8.930;1.178;-1.411;3.898;0;1.069;-585;2.087;0;369;0;0;-163;2.793;-40;0;-1.858;1.593;0
08.01.2020;04:00;8.909;1.221;-1.445;3.940;0;1.119;-585;1.951;0;388;0;0;-86;2.931;-71;0;-2.116;1.662;0
08.01.2020;05:00;8.236;996;-1.703;3.526;0;1.023;-585;2.192;0;411;0;0;-190;2.959;-114;0;-2.132;1.853;0
08.01.2020;06:00;7.646;1.007;-1.564;3.656;0;885;-585;2.132;0;435;0;0;-539;2.745;-46;0;-2.335;1.855;0
08.01.2020;07:00;9.749;1.296;-750;3.987;0;775;-585;2.178;0;522;0;0;-588;2.559;-24;0;-1.485;1.864;0
08.01.2020;08:00;9.232;1.359;-654;3.896;0;300;-585;2.109;0;549;0;0;-606;2.402;-6;0;-1.311;1.779;0
08.01.2020;09:00;10.089;1.378;-564;4.002;0;816;-585;2.123;0;558;0;0;-607;2.418;-17;0;-1.174;1.741;0
08.01.2020;10:00;10.480;1.398;-319;3.899;0;797;-585;2.003;0;577;0;0;-607;2.434;0;6;-915;1.792;0
08.01.2020;11:00;10.386;1.235;-10;3.730;0;430;-585;1.928;-1;608;0;0;-607;2.522;0;152;-740;1.724;0
08.01.2020;12:00;8.917;1.189;0;3.313;0;135;-597;2.019;0;590;0;0;-607;2.314;-13;0;-1.094;1.668;0
08.01.2020;13:00;7.583;861;-51;3.080;0;27;-1.007;2.133;0;570;-;0;-607;2.513;-67;0;-1.670;1.801;0
08.01.2020;14:00;7.088;872;0;3.079;0;3;-1.422;1.987;0;564;0;0;-607;2.697;-12;0;-1.760;1.687;0
08.01.2020;15:00;6.856;1.308;0;2.757;0;0;-1.875;2.176;0;556;0;0;-607;2.646;-1;0;-1.869;1.765;0
08.01.2020;16:00;4.275;1.052;0;1.945;0;0;-1.858;2.081;0;565;0;0;-606;1.992;-51;0;-2.501;1.656;0
08.01.2020;17:00;2.403;1.791;0;855;0;0;-1.888;1.722;-103;594;0;0;-606;1.050;-215;0;-2.231;1.434;0
08.01.2020;18:00;2.384;1.801;0;1.172;0;0;-1.866;1.395;-237;591;0;0;-606;933;-146;0;-1.581;928;0
08.01.2020;19:00;2.256;1.513;0;1.351;0;0;-1.868;1.343;-260;567;0;0;-606;836;-136;0;-1.454;970;0
08.01.2020;20:00;3.971;1.400;0;2.338;0;0;-1.955;1.483;-188;527;0;0;-606;1.775;-9;0;-2.032;1.238;0
08.01.2020;21:00;3.850;286;-45;2.880;0;0;-1.881;1.500;-126;486;0;0;-606;2.099;-34;0;-2.254;1.545;0
08.01.2020;22:00;2.924;7;-385;2.598;0;0;-1.925;1.403;-144;498;0;0;-606;2.091;-56;0;-2.095;1.538;0
08.01.2020;23:00;3.864;501;-199;3.063;0;0;-1.957;1.200;-339;463;0;0;-607;1.946;-28;0;-1.332;1.153;0
09.01.2020;00:00;2.652;269;-355;2.948;0;0;-1.873;1.011;-415;418;0;0;-607;1.933;-42;0;-1.734;1.099;0
09.01.2020;01:00;2.226;0;-1.084;3.383;0;0;-1.790;1.055;-247;386;0;0;-607;2.088;-31;0;-2.108;1.181;0
09.01.2020;02:00;411;0;-2.498;3.346;0;0;-1.495;975;-133;354;0;0;-607;2.318;-76;0;-2.992;1.219;0
09.01.2020;03:00;-678;0;-3.687;3.453;0;0;-1.391;1.006;-89;342;0;0;-607;2.552;-92;0;-3.423;1.258;0
09.01.2020;04:00;-1.324;0;-4.066;2.906;0;7;-839;1.497;-30;357;0;0;-607;2.731;-269;0;-4.231;1.220;0
09.01.2020;05:00;598;0;-3.026;3.670;0;0;-1.786;1.601;-55;392;0;0;-607;2.618;-198;0;-3.523;1.512;0
09.01.2020;06:00;1.372;25;-3.014;3.259;0;0;-1.629;1.963;-2;417;0;0;-606;2.160;-47;0;-2.914;1.760;0
09.01.2020;07:00;2.116;282;-2.336;2.809;0;0;-1.488;2.189;0;474;0;0;-595;1.904;-91;0;-2.912;1.880;0
09.01.2020;08:00;3.346;903;-1.566;2.661;0;0;-1.689;2.071;0;498;0;0;-605;1.828;-81;0;-2.464;1.790;0
09.01.2020;09:00;3.662;1.447;-1.334;1.957;0;0;-1.322;2.088;0;500;0;0;-469;1.746;-159;0;-2.489;1.697;0
09.01.2020;10:00;5.546;1.559;-577;1.867;0;20;-1.035;2.026;0;502;0;0;-278;2.034;-191;0;-2.180;1.799;0
09.01.2020;11:00;6.948;1.496;-210;1.942;0;70;-593;2.032;0;516;0;0;-288;2.242;-182;0;-1.888;1.811;0
09.01.2020;12:00;7.364;1.688;-114;1.819;0;30;-703;1.985;0;514;0;0;-289;2.318;-228;0;-1.487;1.831;0
09.01.2020;13:00;7.060;1.778;-197;2.174;0;60;-471;1.690;-14;507;0;0;-426;1.995;-109;0;-1.591;1.664;0
