Datum;Uhrzeit;Generation_DE G[MW];Generation_DE C[MW];Generation_DE F[MW];Generation_DE A[MW];Generation_DE B[MW];Generation_DE D[MW];Generation_DE E[MW]
21.01.2020;03:00;1.053;-;1.043;293;145;0;614
21.01.2020;04:00;1.046;-;1.041;292;235;0;613
21.01.2020;05:00;935;-;937;293;293;32;615
21.01.2020;06:00;1.050;-;1.042;292;294;130;617
21.01.2020;07:00;1.051;-;1.053;294;295;308;619
21.01.2020;08:00;1.049;-;1.051;293;294;374;616
21.01.2020;09:00;1.052;-;1.048;293;293;376;622
21.01.2020;10:00;1.053;-;1.047;292;291;375;616
21.01.2020;11:00;1.052;-;1.052;293;291;377;615
21.01.2020;12:00;1.054;-;1.053;292;292;384;612
21.01.2020;13:00;1.052;-;1.044;293;291;385;614
21.01.2020;14:00;1.054;-;1.051;295;291;384;613
21.01.2020;15:00;1.055;-;1.053;295;293;386;615
21.01.2020;16:00;1.055;-;1.054;295;293;386;616
21.01.2020;17:00;1.054;-;1.054;296;292;386;616
21.01.2020;18:00;1.055;-;1.061;295;293;386;615
21.01.2020;19:00;1.053;-;1.057;295;293;386;614
21.01.2020;20:00;1.055;-;1.057;296;293;386;616
21.01.2020;21:00;1.055;-;1.061;294;293;387;615
21.01.2020;22:00;1.058;-;1.060;293;292;385;614
21.01.2020;23:00;1.055;-;1.062;293;292;384;611
22.01.2020;00:00;1.059;-;1.058;295;292;383;612
22.01.2020;01:00;1.059;-;1.063;293;222;384;610
22.01.2020;02:00;1.059;-;1.061;279;219;384;612
22.01.2020;03:00;1.058;-;1.062;248;247;385;602
22.01.2020;04:00;1.057;-;1.064;288;292;385;601
22.01.2020;05:00;1.059;-;1.062;294;292;383;602
22.01.2020;06:00;1.057;-;1.064;293;292;384;600
22.01.2020;07:00;1.059;-;1.065;294;292;385;600
22.01.2020;08:00;1.058;-;1.061;294;292;384;604
22.01.2020;09:00;1.057;-;1.065;294;293;384;600
22.01.2020;10:00;1.055;-;1.062;288;292;383;599
22.01.2020;11:00;1.055;-;1.061;291;292;383;599
22.01.2020;12:00;1.056;-;1.063;294;292;384;601
22.01.2020;13:00;1.056;-;1.065;293;292;384;599
22.01.2020;14:00;1.057;-;1.059;294;292;384;599
22.01.2020;15:00;1.057;-;1.062;283;293;384;597
22.01.2020;16:00;1.057;-;1.062;284;292;383;598
22.01.2020;17:00;1.055;-;1.060;286;293;385;602
22.01.2020;18:00;1.057;-;1.060;285;294;386;605
22.01.2020;19:00;1.056;-;1.064;285;294;386;604
22.01.2020;20:00;1.056;-;1.060;286;293;386;600
22.01.2020;21:00;1.054;-;1.062;285;294;387;601
22.01.2020;22:00;1.056;-;1.062;286;293;385;601
22.01.2020;23:00;1.058;-;1.061;284;294;385;599
23.01.2020;00:00;989;-;1.062;295;292;384;598
23.01.2020;01:00;867;-;1.058;296;292;384;598
23.01.2020;02:00;869;-;1.060;296;293;383;598
23.01.2020;03:00;866;-;1.059;296;293;385;598
23.01.2020;04:00;880;-;1.061;296;292;384;598
23.01.2020;05:00;1.006;-;1.066;295;292;384;599
23.01.2020;06:00;1.055;-;1.058;297;293;385;599
23.01.2020;07:00;1.057;-;1.058;295;294;385;602
23.01.2020;08:00;1.056;-;1.059;296;293;384;603
23.01.2020;09:00;1.056;-;1.059;296;293;384;602
23.01.2020;10:00;1.057;-;1.062;295;294;384;601
23.01.2020;11:00;1.057;-;1.060;296;293;383;602
23.01.2020;12:00;1.057;-;1.062;295;293;385;602
23.01.2020;13:00;1.055;-;1.057;295;294;384;596
23.01.2020;14:00;1.059;-;1.060;296;295;383;554
23.01.2020;15:00;1.056;-;1.058;296;295;385;600
23.01.2020;16:00;1.059;-;1.059;295;293;385;605
23.01.2020;17:00;1.058;-;1.061;298;296;386;609
23.01.2020;18:00;1.057;-;1.058;298;296;385;613
23.01.2020;19:00;1.061;-;1.054;294;295;385;612
23.01.2020;20:00;1.057;-;1.056;296;296;383;609
23.01.2020;21:00;1.058;-;1.063;296;296;387;608
23.01.2020;22:00;1.059;-;1.056;295;296;387;607
23.01.2020;23:00;1.059;-;1.060;295;295;385;606
24.01.2020;00:00;1.061;-;1.060;295;294;385;604
24.01.2020;01:00;930;-;1.058;296;295;384;606
24.01.2020;02:00;860;-;1.062;294;294;384;604
24.01.2020;03:00;858;-;974;294;294;383;605
24.01.2020;04:00;861;-;966;295;295;383;606
24.01.2020;05:00;867;-;964;293;294;385;606
24.01.2020;06:00;1.036;-;966;293;294;384;606
24.01.2020;07:00;1.059;-;1.054;295;294;384;606
24.01.2020;08:00;1.059;-;1.064;291;294;384;608
24.01.2020;09:00;1.058;-;1.065;292;294;383;610
24.01.2020;10:00;1.059;-;1.067;294;295;385;607
24.01.2020;11:00;1.058;-;1.070;292;294;385;605
24.01.2020;12:00;1.060;-;1.067;292;294;383;606
24.01.2020;13:00;1.060;-;1.066;293;294;384;605
24.01.2020;14:00;1.059;-;1.062;294;294;384;606
24.01.2020;15:00;1.053;-;1.064;294;295;385;605
24.01.2020;16:00;1.062;-;1.065;293;294;384;606
24.01.2020;17:00;1.059;-;1.066;294;295;386;611
24.01.2020;18:00;1.059;-;1.065;294;295;386;614
24.01.2020;19:00;1.061;-;1.065;295;296;385;613
24.01.2020;20:00;1.059;-;1.065;294;296;386;609
24.01.2020;21:00;1.058;-;1.063;294;296;385;607
24.01.2020;22:00;1.060;-;1.065;294;295;385;610
24.01.2020;23:00;1.058;-;1.058;293;296;384;608
25.01.2020;00:00;1.058;-;968;293;294;384;606
25.01.2020;01:00;1.058;-;957;293;294;384;603
25.01.2020;02:00;1.062;-;946;291;294;384;474
25.01.2020;03:00;1.058;-;947;293;294;385;474
25.01.2020;04:00;1.059;-;947;293;294;381;471
25.01.2020;05:00;1.058;-;998;293;295;382;473
25.01.2020;06:00;1.059;-;1.061;293;294;385;477
25.01.2020;07:00;1.059;-;1.066;294;295;384;603
25.01.2020;08:00;1.060;-;1.060;294;295;383;607
25.01.2020;09:00;1.056;-;1.061;294;295;385;608
25.01.2020;10:00;1.058;-;1.058;293;295;384;608
25.01.2020;11:00;1.056;-;1.058;293;294;384;607
25.01.2020;12:00;1.056;-;1.062;293;294;384;607
25.01.2020;13:00;1.059;-;1.062;293;294;383;607
25.01.2020;14:00;1.059;-;1.062;293;296;385;606
25.01.2020;15:00;1.057;-;1.056;294;295;383;607
25.01.2020;16:00;1.056;-;1.061;292;295;385;605
25.01.2020;17:00;1.057;-;1.061;294;296;385;609
25.01.2020;18:00;1.058;-;1.056;294;296;386;610
25.01.2020;19:00;1.060;-;1.061;295;296;387;609
25.01.2020;20:00;1.058;-;1.061;295;296;386;611
25.01.2020;21:00;1.058;-;1.057;295;296;386;610
25.01.2020;22:00;1.061;-;1.061;295;296;386;611
25.01.2020;23:00;1.059;-;1.059;291;286;316;606
26.01.2020;00:00;1.059;-;1.052;280;82;0;602
26.01.2020;01:00;1.059;-;1.055;287;0;0;596
26.01.2020;02:00;1.060;-;1.052;265;0;0;454
26.01.2020;03:00;1.060;-;1.052;139;0;0;247
26.01.2020;04:00;1.061;-;1.053;161;0;0;255
26.01.2020;05:00;1.060;-;1.054;191;0;0;256
26.01.2020;06:00;1.061;-;1.046;192;0;0;258
26.01.2020;07:00;1.062;-;1.054;264;0;0;318
26.01.2020;08:00;1.060;-;1.052;290;0;0;594
26.01.2020;09:00;892;-;884;290;0;0;602
26.01.2020;10:00;863;-;855;291;0;0;605
26.01.2020;11:00;862;-;855;290;0;0;603
26.01.2020;12:00;1.031;-;1.025;290;0;0;603
26.01.2020;13:00;1.055;-;1.052;291;0;0;603
26.01.2020;14:00;1.060;-;1.051;290;0;0;603
26.01.2020;15:00;1.052;-;1.051;289;0;0;602
26.01.2020;16:00;1.059;-;1.049;291;0;0;603
26.01.2020;17:00;1.061;-;1.051;294;0;0;610
26.01.2020;18:00;1.060;-;1.052;293;0;0;613
26.01.2020;19:00;1.059;-;1.056;292;0;0;608
26.01.2020;20:00;1.063;-;1.058;294;0;0;611
26.01.2020;21:00;1.062;-;1.049;293;0;0;578
26.01.2020;22:00;1.064;-;1.054;278;0;0;502
26.01.2020;23:00;1.061;-;1.052;232;0;0;273
27.01.2020;00:00;1.063;-;1.054;146;0;0;259
27.01.2020;01:00;972;-;965;140;0;0;262
27.01.2020;02:00;703;-;640;140;0;0;261
27.01.2020;03:00;730;-;598;141;0;0;263
27.01.2020;04:00;680;-;506;140;0;0;260
27.01.2020;05:00;906;-;722;155;0;0;282
27.01.2020;06:00;1.058;-;1.051;273;0;0;556
27.01.2020;07:00;1.060;-;1.053;293;0;0;609
27.01.2020;08:00;1.055;-;1.054;289;0;0;606
27.01.2020;09:00;1.051;-;1.060;289;0;0;607
27.01.2020;10:00;1.052;-;1.059;292;0;0;607
27.01.2020;11:00;1.047;-;1.057;290;0;0;610
27.01.2020;12:00;1.047;-;1.061;289;0;0;605
27.01.2020;13:00;1.048;-;1.060;290;0;0;606
27.01.2020;14:00;1.045;-;1.060;293;0;0;608
27.01.2020;15:00;1.046;-;1.058;291;0;0;608
27.01.2020;16:00;1.047;-;1.063;292;0;0;606
27.01.2020;17:00;1.044;-;1.060;293;0;0;608
27.01.2020;18:00;1.044;-;1.054;293;0;0;608
27.01.2020;19:00;1.040;-;619;292;0;0;610
27.01.2020;20:00;1.047;-;0;294;0;0;597
27.01.2020;21:00;1.047;-;0;284;0;0;606
27.01.2020;22:00;803;-;0;185;0;0;608
27.01.2020;23:00;146;-;0;178;0;0;472
28.01.2020;00:00;0;-;0;177;0;0;411
28.01.2020;01:00;0;-;0;177;0;0;413
28.01.2020;02:00;0;-;0;177;0;0;414
28.01.2020;03:00;0;-;0;178;0;0;415
28.01.2020;04:00;0;-;0;176;0;0;410
28.01.2020;05:00;0;-;0;176;0;0;411
28.01.2020;06:00;0;-;0;234;0;0;520
28.01.2020;07:00;0;-;0;291;0;0;599
28.01.2020;08:00;0;-;0;290;0;0;601
28.01.2020;09:00;0;-;0;290;0;0;600
28.01.2020;10:00;0;-;0;290;0;0;599
28.01.2020;11:00;0;-;0;290;0;0;597
28.01.2020;12:00;0;-;0;290;0;0;591
28.01.2020;13:00;0;-;0;289;0;0;587
28.01.2020;14:00;0;-;0;284;0;0;581
28.01.2020;15:00;0;-;0;231;0;0;435
28.01.2020;16:00;0;-;0;288;0;0;450
28.01.2020;17:00;0;-;0;292;0;0;593
28.01.2020;18:00;0;-;0;292;0;0;593
28.01.2020;19:00;0;-;0;230;0;0;541
28.01.2020;20:00;0;-;0;180;0;0;418
28.01.2020;21:00;0;-;0;181;0;0;425
28.01.2020;22:00;0;-;0;237;0;0;502
28.01.2020;23:00;0;-;0;289;0;0;587
29.01.2020;00:00;0;-;0;286;0;0;584
29.01.2020;01:00;0;-;0;288;0;0;585
29.01.2020;02:00;0;-;0;271;0;0;540
29.01.2020;03:00;0;-;0;280;0;0;449
29.01.2020;04:00;0;-;0;287;0;0;480
29.01.2020;05:00;0;-;0;287;0;0;586
29.01.2020;06:00;0;-;0;288;0;0;587
29.01.2020;07:00;0;-;0;289;0;0;586
29.01.2020;08:00;0;-;0;288;0;0;587
29.01.2020;09:00;0;-;0;288;0;0;588
29.01.2020;10:00;0;-;0;288;0;0;583
29.01.2020;11:00;0;-;0;287;0;0;585
29.01.2020;12:00;0;-;0;288;0;0;573
29.01.2020;13:00;0;-;0;288;0;0;571
29.01.2020;14:00;0;-;0;288;0;0;585
29.01.2020;15:00;0;-;0;289;0;0;585
29.01.2020;16:00;0;-;0;289;0;0;585
29.01.2020;17:00;0;-;0;289;0;0;604
29.01.2020;18:00;0;-;0;289;0;0;605
29.01.2020;19:00;0;-;0;292;0;0;606
29.01.2020;20:00;0;-;0;290;0;0;573
29.01.2020;21:00;0;-;0;259;0;0;581
29.01.2020;22:00;0;-;0;181;0;0;599
29.01.2020;23:00;0;-;0;177;0;0;582
30.01.2020;00:00;0;-;0;180;0;0;561
30.01.2020;01:00;0;-;0;179;0;0;559
30.01.2020;02:00;0;-;0;180;0;0;562
30.01.2020;03:00;0;-;0;181;0;0;560
30.01.2020;04:00;0;-;0;180;0;0;560
30.01.2020;05:00;230;-;0;179;0;0;593
30.01.2020;06:00;428;-;0;203;0;0;596
30.01.2020;07:00;537;-;0;288;0;0;596
30.01.2020;08:00;992;-;0;288;0;0;595
30.01.2020;09:00;1.055;-;0;287;0;0;594
30.01.2020;10:00;1.054;-;0;287;0;0;591
30.01.2020;11:00;1.055;-;0;272;0;0;586
30.01.2020;12:00;812;-;0;188;0;0;511
30.01.2020;13:00;757;-;0;176;0;0;300
30.01.2020;14:00;1.008;-;0;224;0;0;417
30.01.2020;15:00;1.054;-;0;289;0;0;561
30.01.2020;16:00;1.057;-;0;290;0;0;571
30.01.2020;17:00;1.057;-;0;290;0;0;500
30.01.2020;18:00;1.052;-;0;289;0;0;266
30.01.2020;19:00;1.042;-;0;248;0;0;255
30.01.2020;20:00;826;-;0;167;0;0;0
30.01.2020;21:00;481;-;0;168;0;0;0
30.01.2020;22:00;499;-;0;166;0;0;0
30.01.2020;23:00;647;-;0;162;0;0;0
31.01.2020;00:00;513;-;0;161;0;0;0
31.01.2020;01:00;522;-;0;160;0;0;0
31.01.2020;02:00;482;-;0;158;0;0;0
31.01.2020;03:00;479;-;0;154;0;0;0
31.01.2020;04:00;485;-;0;155;0;0;0
31.01.2020;05:00;499;-;0;154;0;0;0
31.01.2020;06:00;849;-;0;166;0;0;0
31.01.2020;07:00;1.044;-;0;261;0;0;0
31.01.2020;08:00;1.045;-;0;268;0;0;0
31.01.2020;09:00;1.046;-;0;270;0;0;0
31.01.2020;10:00;1.046;-;0;262;0;0;0
31.01.2020;11:00;1.017;-;0;180;0;0;0
31.01.2020;12:00;613;-;0;157;0;0;0
31.01.2020;13:00;498;-;0;151;0;0;0
31.01.2020;14:00;850;-;0;152;0;0;0
31.01.2020;15:00;1.052;-;0;230;0;0;0
31.01.2020;16:00;1.053;-;0;268;11;0;0
31.01.2020;17:00;1.053;-;0;291;145;0;0
31.01.2020;18:00;1.053;-;0;293;246;0;0
31.01.2020;19:00;1.050;-;0;248;211;0;0
31.01.2020;20:00;922;-;0;159;177;0;0
31.01.2020;21:00;583;-;0;118;167;0;0
31.01.2020;22:00;483;-;0;0;154;0;0
31.01.2020;23:00;486;-;0;0;152;0;0
01.02.2020;00:00;487;-;0;0;151;0;0
01.02.2020;01:00;486;-;0;0;152;0;0
01.02.2020;02:00;489;-;0;0;152;0;0
01.02.2020;03:00;488;-;0;0;153;0;0
01.02.2020;04:00;487;-;0;0;154;0;0
01.02.2020;05:00;487;-;0;0;153;0;0
01.02.2020;06:00;486;-;0;0;154;0;0
01.02.2020;07:00;492;-;0;0;155;0;0
01.02.2020;08:00;495;-;0;0;158;0;0
01.02.2020;09:00;487;-;0;0;156;0;0
01.02.2020;10:00;488;-;0;0;156;0;0
01.02.2020;11:00;490;-;0;0;154;0;0
01.02.2020;12:00;486;-;0;0;158;0;0
01.02.2020;13:00;490;-;0;0;160;0;0
01.02.2020;14:00;487;-;0;0;161;0;0
01.02.2020;15:00;482;-;0;0;158;0;0
01.02.2020;16:00;482;-;0;0;159;0;0
01.02.2020;17:00;484;-;0;0;168;0;0
01.02.2020;18:00;481;-;0;0;169;0;0
01.02.2020;19:00;481;-;0;0;167;0;0
01.02.2020;20:00;482;-;0;0;169;0;0
01.02.2020;21:00;483;-;0;0;171;0;30
01.02.2020;22:00;482;-;0;0;173;0;354
01.02.2020;23:00;237;-;0;0;172;0;525
02.02.2020;00:00;0;-;0;0;171;0;528
02.02.2020;01:00;0;-;0;0;171;0;530
02.02.2020;02:00;0;-;0;0;170;0;487
02.02.2020;03:00;0;-;0;0;170;0;444
02.02.2020;04:00;0;-;0;0;169;0;419
02.02.2020;05:00;0;-;0;0;169;0;413
02.02.2020;06:00;0;-;0;0;169;0;413
02.02.2020;07:00;0;-;0;0;170;0;416
02.02.2020;08:00;0;-;0;0;169;0;414
02.02.2020;09:00;0;-;0;0;170;0;418
02.02.2020;10:00;0;-;0;0;174;0;493
02.02.2020;11:00;0;-;0;0;270;0;589
02.02.2020;12:00;0;-;0;0;294;0;591
02.02.2020;13:00;0;-;0;0;296;0;593
02.02.2020;14:00;0;-;0;0;287;0;590
02.02.2020;15:00;0;-;0;0;266;0;557
02.02.2020;16:00;0;-;0;0;290;0;584
02.02.2020;17:00;0;-;0;0;297;0;588
02.02.2020;18:00;0;-;0;0;297;0;583
02.02.2020;19:00;0;-;0;0;297;0;574
02.02.2020;20:00;0;-;0;0;243;0;561
02.02.2020;21:00;0;-;0;0;182;0;526
02.02.2020;22:00;0;-;0;0;171;0;509
02.02.2020;23:00;0;-;0;0;171;0;493
03.02.2020;00:00;0;-;0;0;170;0;532
03.02.2020;01:00;0;-;0;0;171;0;528
03.02.2020;02:00;0;-;0;0;170;0;495
03.02.2020;03:00;0;-;0;0;171;0;530
03.02.2020;04:00;0;-;0;0;170;0;538
03.02.2020;05:00;0;-;0;0;169;0;421
03.02.2020;06:00;0;-;247;0;173;0;451
03.02.2020;07:00;0;-;553;0;196;0;506
03.02.2020;08:00;0;-;906;0;171;0;539
03.02.2020;09:00;0;-;1.048;0;170;0;573
03.02.2020;10:00;0;-;1.055;0;167;0;410
03.02.2020;11:00;0;-;1.056;0;167;0;346
03.02.2020;12:00;0;-;1.052;0;167;0;286
03.02.2020;13:00;0;-;1.051;0;166;0;267
03.02.2020;14:00;0;-;1.052;0;167;0;308
03.02.2020;15:00;0;-;1.049;0;181;0;331
03.02.2020;16:00;0;-;1.051;0;282;0;511
03.02.2020;17:00;0;-;1.054;0;292;0;581
03.02.2020;18:00;0;-;1.053;0;294;0;580
03.02.2020;19:00;0;-;1.056;0;293;0;580
03.02.2020;20:00;0;-;1.052;0;290;0;581
03.02.2020;21:00;0;-;1.057;0;177;0;577
03.02.2020;22:00;0;-;1.054;0;172;0;575
03.02.2020;23:00;0;-;1.044;0;169;0;363
04.02.2020;00:00;0;-;1.042;0;166;0;246
04.02.2020;01:00;0;-;982;0;166;0;253
04.02.2020;02:00;0;-;631;0;165;0;252
04.02.2020;03:00;22;-;492;0;167;0;256
04.02.2020;04:00;366;-;505;0;165;0;206
04.02.2020;05:00;580;-;573;0;154;0;0
04.02.2020;06:00;720;-;856;0;155;0;0
04.02.2020;07:00;976;-;1.045;0;206;0;0
04.02.2020;08:00;1.061;-;1.046;0;280;0;210
04.02.2020;09:00;1.061;-;1.044;0;290;0;352
04.02.2020;10:00;1.064;-;1.043;0;192;0;540
04.02.2020;11:00;1.062;-;1.044;0;135;0;448
04.02.2020;12:00;1.061;-;1.039;0;177;0;403
04.02.2020;13:00;1.057;-;1.038;0;137;0;294
04.02.2020;14:00;940;-;800;0;130;0;253
04.02.2020;15:00;1.041;-;1.030;0;134;0;276
04.02.2020;16:00;1.058;-;1.039;0;235;0;361
04.02.2020;17:00;1.059;-;1.043;0;291;0;344
04.02.2020;18:00;1.061;-;1.036;0;291;0;332
04.02.2020;19:00;1.060;-;1.045;0;179;0;261
04.02.2020;20:00;1.059;-;1.044;0;139;0;301
04.02.2020;21:00;1.060;-;1.044;0;140;0;248
04.02.2020;22:00;1.047;-;1.029;0;141;0;254
04.02.2020;23:00;817;-;812;0;140;0;250
05.02.2020;00:00;798;-;798;0;138;0;247
05.02.2020;01:00;597;-;657;0;138;0;246
05.02.2020;02:00;491;-;481;0;136;0;245
05.02.2020;03:00;487;-;481;0;137;0;244
05.02.2020;04:00;522;-;535;0;140;0;245
05.02.2020;05:00;864;-;904;25;194;7;326
05.02.2020;06:00;1.058;-;1.043;160;293;48;360
05.02.2020;07:00;1.057;-;1.046;215;302;195;356
05.02.2020;08:00;1.048;-;621;219;301;429;354
05.02.2020;09:00;1.057;-;0;218;300;466;356
05.02.2020;10:00;1.047;-;0;218;301;143;358
05.02.2020;11:00;1.042;-;0;218;302;0;357
05.02.2020;12:00;1.038;-;0;218;303;0;358
05.02.2020;13:00;1.036;-;0;219;304;0;363
05.02.2020;14:00;1.035;-;0;193;304;0;358
05.02.2020;15:00;1.032;-;0;186;301;0;362
05.02.2020;16:00;1.033;-;0;244;305;0;360
05.02.2020;17:00;1.036;-;0;244;305;0;357
05.02.2020;18:00;1.039;-;0;250;302;0;358
05.02.2020;19:00;1.042;-;0;253;304;0;361
05.02.2020;20:00;1.034;-;0;295;304;0;361
05.02.2020;21:00;1.036;-;0;297;305;0;360
05.02.2020;22:00;1.035;-;0;296;305;0;362
05.02.2020;23:00;1.037;-;0;279;229;0;331
06.02.2020;00:00;1.040;-;0;150;139;0;250
06.02.2020;01:00;1.040;-;0;146;139;0;254
06.02.2020;02:00;1.038;-;0;144;138;0;251
06.02.2020;03:00;1.041;-;0;145;139;0;252
06.02.2020;04:00;1.039;-;0;145;140;0;252
06.02.2020;05:00;1.040;-;0;151;142;0;257
06.02.2020;06:00;1.036;-;0;222;253;0;401
06.02.2020;07:00;1.037;-;0;225;301;0;584
06.02.2020;08:00;1.036;-;0;228;303;0;583
06.02.2020;09:00;1.037;-;0;228;302;0;581
06.02.2020;10:00;1.044;-;0;227;303;0;584
06.02.2020;11:00;1.049;-;0;230;302;0;593
06.02.2020;12:00;1.048;-;0;289;301;0;593
06.02.2020;13:00;1.048;-;0;293;302;0;593
06.02.2020;14:00;1.049;-;0;294;298;0;592
06.02.2020;15:00;1.052;-;0;294;303;0;593
06.02.2020;16:00;1.052;-;0;293;301;0;592
06.02.2020;17:00;1.053;-;0;294;301;0;594
06.02.2020;18:00;1.054;-;0;295;302;0;595
06.02.2020;19:00;1.055;-;0;296;303;0;596
06.02.2020;20:00;1.053;-;0;295;303;0;597
06.02.2020;21:00;1.055;-;0;296;303;0;598
06.02.2020;22:00;1.056;-;0;296;304;0;599
06.02.2020;23:00;1.053;-;0;296;302;0;595
07.02.2020;00:00;1.047;-;0;295;301;0;255
07.02.2020;01:00;1.045;-;0;299;299;0;0
07.02.2020;02:00;1.039;-;0;301;159;0;0
07.02.2020;03:00;1.048;-;0;304;150;0;0
07.02.2020;04:00;1.048;-;0;300;273;0;0
07.02.2020;05:00;1.045;-;0;302;309;0;0
07.02.2020;06:00;1.039;-;0;301;309;0;0
07.02.2020;07:00;1.040;-;0;298;306;0;0
07.02.2020;08:00;1.042;-;0;298;305;0;0
07.02.2020;09:00;1.042;-;0;297;278;0;0
07.02.2020;10:00;1.044;-;0;308;0;0;0
07.02.2020;11:00;1.041;-;0;309;0;0;0
07.02.2020;12:00;1.043;-;0;308;0;0;0
07.02.2020;13:00;1.044;-;0;305;0;0;0
07.02.2020;14:00;1.041;-;0;316;0;0;0
07.02.2020;15:00;1.036;-;0;315;0;0;0
07.02.2020;16:00;1.036;-;0;314;0;0;0
07.02.2020;17:00;1.036;-;0;319;0;0;0
07.02.2020;18:00;1.039;-;0;323;0;0;0
07.02.2020;19:00;1.037;-;0;306;0;0;0
07.02.2020;20:00;1.041;-;0;270;0;0;0
07.02.2020;21:00;1.039;-;0;210;0;0;0
07.02.2020;22:00;1.036;-;0;203;0;0;0
07.02.2020;23:00;1.041;-;0;198;0;0;0
08.02.2020;00:00;1.038;-;0;193;0;0;0
08.02.2020;01:00;917;-;0;192;0;0;0
08.02.2020;02:00;707;-;0;192;0;0;0
08.02.2020;03:00;575;-;0;191;0;0;0
08.02.2020;04:00;477;-;0;193;0;0;0
08.02.2020;05:00;478;-;0;189;0;0;0
08.02.2020;06:00;481;-;0;189;0;0;0
08.02.2020;07:00;680;-;0;190;0;0;0
08.02.2020;08:00;948;-;0;192;0;0;0
08.02.2020;09:00;945;-;0;196;0;0;0
08.02.2020;10:00;929;-;0;191;0;0;0
08.02.2020;11:00;959;-;0;197;0;0;0
08.02.2020;12:00;1.034;-;0;191;0;0;0
08.02.2020;13:00;1.035;-;0;185;0;0;0
08.02.2020;14:00;1.036;-;0;240;0;0;0
08.02.2020;15:00;1.036;-;0;273;0;0;0
08.02.2020;16:00;1.034;-;0;294;0;0;0
08.02.2020;17:00;1.038;-;0;300;0;0;0
08.02.2020;18:00;1.040;-;0;306;0;0;0
08.02.2020;19:00;1.040;-;0;227;0;0;0
08.02.2020;20:00;914;-;0;220;0;0;0
08.02.2020;21:00;749;-;0;196;0;0;0
08.02.2020;22:00;819;-;0;193;0;0;0
08.02.2020;23:00;643;-;0;192;0;0;0
09.02.2020;00:00;481;-;0;187;0;0;0
09.02.2020;01:00;480;-;0;186;0;0;0
09.02.2020;02:00;482;-;0;186;0;0;0
09.02.2020;03:00;481;-;0;189;0;0;0
09.02.2020;04:00;482;-;0;186;0;0;0
09.02.2020;05:00;482;-;0;189;0;0;0
09.02.2020;06:00;482;-;0;195;0;0;0
09.02.2020;07:00;483;-;0;192;0;0;0
09.02.2020;08:00;482;-;0;194;0;0;0
09.02.2020;09:00;478;-;0;190;0;0;0
09.02.2020;10:00;480;-;0;190;0;0;0
09.02.2020;11:00;480;-;0;190;0;0;0
09.02.2020;12:00;482;-;0;190;0;0;0
09.02.2020;13:00;482;-;0;190;0;0;0
09.02.2020;14:00;482;-;0;191;0;0;0
09.02.2020;15:00;479;-;0;186;0;0;0
09.02.2020;16:00;483;-;0;187;0;0;0
09.02.2020;17:00;480;-;0;193;0;0;0
09.02.2020;18:00;482;-;0;191;0;0;0
09.02.2020;19:00;482;-;0;189;0;0;0
09.02.2020;20:00;480;-;0;193;0;0;0
09.02.2020;21:00;477;-;0;193;0;0;0
09.02.2020;22:00;480;-;0;193;0;0;0
09.02.2020;23:00;480;-;0;190;0;0;0
10.02.2020;00:00;480;-;0;182;0;0;0
10.02.2020;01:00;482;-;0;185;0;0;0
10.02.2020;02:00;481;-;0;189;0;0;0
10.02.2020;03:00;481;-;0;186;0;0;0
10.02.2020;04:00;481;-;0;186;0;0;0
10.02.2020;05:00;479;-;0;189;0;0;0
10.02.2020;06:00;578;-;0;193;0;0;0
10.02.2020;07:00;822;-;0;191;0;0;0
10.02.2020;08:00;845;-;0;191;0;0;0
10.02.2020;09:00;752;-;0;193;0;0;0
10.02.2020;10:00;834;-;0;193;0;0;0
10.02.2020;11:00;761;-;0;192;0;0;0
10.02.2020;12:00;653;-;0;191;0;0;0
10.02.2020;13:00;647;-;0;189;0;0;0
10.02.2020;14:00;640;-;0;188;0;0;0
10.02.2020;15:00;502;-;0;188;0;0;0
10.02.2020;16:00;646;-;0;189;0;0;0
10.02.2020;17:00;831;-;0;208;0;0;0
10.02.2020;18:00;1.049;-;0;295;0;0;0
10.02.2020;19:00;1.041;-;0;309;0;0;0
10.02.2020;20:00;976;-;0;225;0;0;0
10.02.2020;21:00;748;-;0;192;0;0;0
10.02.2020;22:00;538;-;0;189;0;0;0
10.02.2020;23:00;579;-;0;182;0;0;0
11.02.2020;00:00;596;-;0;180;0;0;0
11.02.2020;01:00;618;-;0;181;0;0;0
11.02.2020;02:00;486;-;0;179;0;0;0
11.02.2020;03:00;482;-;0;180;0;0;0
11.02.2020;04:00;489;-;0;181;0;0;0
11.02.2020;05:00;582;-;0;180;0;0;0
11.02.2020;06:00;689;-;0;187;0;0;0
11.02.2020;07:00;855;-;0;187;0;0;0
11.02.2020;08:00;1.042;-;0;187;0;0;0
11.02.2020;09:00;990;-;0;187;0;0;0
11.02.2020;10:00;904;-;0;186;0;0;0
11.02.2020;11:00;920;-;0;184;0;0;0
11.02.2020;12:00;571;-;0;183;0;0;0
11.02.2020;13:00;476;-;0;178;0;0;0
11.02.2020;14:00;513;-;0;180;0;0;0
11.02.2020;15:00;498;-;0;185;0;0;0
11.02.2020;16:00;700;-;0;208;0;0;0
11.02.2020;17:00;1.038;-;0;226;0;0;0
11.02.2020;18:00;1.038;-;0;298;0;0;0
11.02.2020;19:00;1.024;-;0;230;0;0;0
