Datum;Uhrzeit;Generation_DE Walsum 10[MW];Generation_DE Walsum 9[MW];Generation_DE Walsum 7[MW]
03.02.2020;20:00;0;85;-
03.02.2020;21:00;0;109;-
03.02.2020;22:00;0;129;-
03.02.2020;23:00;0;128;-
04.02.2020;00:00;0;89;-
04.02.2020;01:00;0;94;-
04.02.2020;02:00;0;84;-
04.02.2020;03:00;0;113;-
04.02.2020;04:00;0;93;-
04.02.2020;05:00;0;86;-
04.02.2020;06:00;0;93;-
04.02.2020;07:00;0;103;-
04.02.2020;08:00;0;83;-
04.02.2020;09:00;0;82;-
04.02.2020;10:00;0;84;-
04.02.2020;11:00;0;110;-
04.02.2020;12:00;0;111;-
04.02.2020;13:00;0;110;-
04.02.2020;14:00;0;110;-
04.02.2020;15:00;0;106;-
04.02.2020;16:00;0;106;-
04.02.2020;17:00;0;107;-
04.02.2020;18:00;0;106;-
04.02.2020;19:00;0;104;-
04.02.2020;20:00;0;106;-
04.02.2020;21:00;0;105;-
04.02.2020;22:00;0;109;-
04.02.2020;23:00;0;83;-
05.02.2020;00:00;0;110;-
05.02.2020;01:00;0;109;-
05.02.2020;02:00;0;109;-
05.02.2020;03:00;0;107;-
05.02.2020;04:00;49;103;-
05.02.2020;05:00;248;95;-
05.02.2020;06:00;319;93;-
05.02.2020;07:00;501;107;-
05.02.2020;08:00;686;115;-
05.02.2020;09:00;708;116;-
05.02.2020;10:00;710;116;-
05.02.2020;11:00;714;85;-
05.02.2020;12:00;708;83;-
05.02.2020;13:00;659;84;-
05.02.2020;14:00;457;83;-
05.02.2020;15:00;578;83;-
05.02.2020;16:00;648;103;-
05.02.2020;17:00;709;108;-
05.02.2020;18:00;708;118;-
05.02.2020;19:00;689;110;-
05.02.2020;20:00;684;84;-
05.02.2020;21:00;512;81;-
05.02.2020;22:00;497;90;-
05.02.2020;23:00;318;82;-
06.02.2020;00:00;295;89;-
06.02.2020;01:00;327;82;-
06.02.2020;02:00;303;80;-
06.02.2020;03:00;294;80;-
06.02.2020;04:00;312;80;-
06.02.2020;05:00;339;80;-
06.02.2020;06:00;647;83;-
06.02.2020;07:00;677;80;-
06.02.2020;08:00;695;84;-
06.02.2020;09:00;692;88;-
06.02.2020;10:00;694;0;-
06.02.2020;11:00;690;0;-
06.02.2020;12:00;689;0;-
06.02.2020;13:00;686;0;-
06.02.2020;14:00;667;0;-
06.02.2020;15:00;504;0;-
06.02.2020;16:00;591;0;-
06.02.2020;17:00;688;0;-
06.02.2020;18:00;689;0;-
06.02.2020;19:00;687;0;-
06.02.2020;20:00;685;0;-
06.02.2020;21:00;688;0;-
06.02.2020;22:00;688;0;-
06.02.2020;23:00;664;0;-
07.02.2020;00:00;541;0;-
07.02.2020;01:00;530;0;-
07.02.2020;02:00;525;0;-
07.02.2020;03:00;457;0;-
07.02.2020;04:00;510;0;-
07.02.2020;05:00;607;0;-
07.02.2020;06:00;666;0;-
07.02.2020;07:00;691;0;-
07.02.2020;08:00;687;0;-
07.02.2020;09:00;667;0;-
07.02.2020;10:00;679;0;-
07.02.2020;11:00;685;0;-
07.02.2020;12:00;674;0;-
07.02.2020;13:00;643;0;-
07.02.2020;14:00;524;0;-
07.02.2020;15:00;513;74;-
07.02.2020;16:00;496;145;-
07.02.2020;17:00;533;156;-
07.02.2020;18:00;534;155;-
07.02.2020;19:00;534;126;-
07.02.2020;20:00;500;83;-
07.02.2020;21:00;317;83;-
07.02.2020;22:00;0;84;-
07.02.2020;23:00;0;85;-
08.02.2020;00:00;0;83;-
08.02.2020;01:00;0;85;-
08.02.2020;02:00;0;83;-
08.02.2020;03:00;0;83;-
08.02.2020;04:00;0;83;-
08.02.2020;05:00;0;83;-
08.02.2020;06:00;0;83;-
08.02.2020;07:00;0;82;-
08.02.2020;08:00;0;80;-
08.02.2020;09:00;0;81;-
08.02.2020;10:00;0;81;-
08.02.2020;11:00;0;82;-
08.02.2020;12:00;0;81;-
08.02.2020;13:00;0;81;-
08.02.2020;14:00;0;82;-
08.02.2020;15:00;0;82;-
08.02.2020;16:00;0;82;-
08.02.2020;17:00;0;81;-
08.02.2020;18:00;0;81;-
08.02.2020;19:00;0;81;-
08.02.2020;20:00;0;81;-
08.02.2020;21:00;0;82;-
08.02.2020;22:00;0;82;-
08.02.2020;23:00;0;53;-
09.02.2020;00:00;0;9;-
09.02.2020;01:00;0;121;-
09.02.2020;02:00;0;123;-
09.02.2020;03:00;0;86;-
09.02.2020;04:00;0;83;-
09.02.2020;05:00;0;82;-
09.02.2020;06:00;0;83;-
09.02.2020;07:00;0;82;-
09.02.2020;08:00;0;81;-
09.02.2020;09:00;0;82;-
09.02.2020;10:00;0;83;-
09.02.2020;11:00;0;83;-
09.02.2020;12:00;0;82;-
09.02.2020;13:00;0;82;-
09.02.2020;14:00;0;83;-
09.02.2020;15:00;0;83;-
09.02.2020;16:00;0;82;-
09.02.2020;17:00;0;82;-
09.02.2020;18:00;0;82;-
09.02.2020;19:00;0;86;-
09.02.2020;20:00;0;139;-
09.02.2020;21:00;0;101;-
09.02.2020;22:00;0;84;-
09.02.2020;23:00;0;83;-
10.02.2020;00:00;0;84;-
10.02.2020;01:00;0;83;-
10.02.2020;02:00;0;84;-
10.02.2020;03:00;0;84;-
10.02.2020;04:00;0;83;-
10.02.2020;05:00;0;83;-
10.02.2020;06:00;0;83;-
10.02.2020;07:00;0;84;-
10.02.2020;08:00;0;82;-
10.02.2020;09:00;0;82;-
10.02.2020;10:00;0;84;-
10.02.2020;11:00;0;82;-
10.02.2020;12:00;0;80;-
10.02.2020;13:00;0;82;-
10.02.2020;14:00;0;81;-
10.02.2020;15:00;0;81;-
10.02.2020;16:00;0;92;-
10.02.2020;17:00;0;107;-
10.02.2020;18:00;0;85;-
10.02.2020;19:00;0;82;-
10.02.2020;20:00;0;81;-
10.02.2020;21:00;0;81;-
10.02.2020;22:00;0;82;-
10.02.2020;23:00;0;81;-
11.02.2020;00:00;0;80;-
11.02.2020;01:00;0;83;-
11.02.2020;02:00;0;81;-
11.02.2020;03:00;0;81;-
11.02.2020;04:00;0;82;-
11.02.2020;05:00;0;82;-
11.02.2020;06:00;0;108;-
11.02.2020;07:00;0;118;-
11.02.2020;08:00;0;118;-
11.02.2020;09:00;0;119;-
11.02.2020;10:00;0;118;-
11.02.2020;11:00;0;119;-
11.02.2020;12:00;0;120;-
11.02.2020;13:00;0;111;-
11.02.2020;14:00;0;110;-
11.02.2020;15:00;0;110;-
11.02.2020;16:00;0;109;-
11.02.2020;17:00;0;88;-
11.02.2020;18:00;0;81;-
11.02.2020;19:00;0;81;-
11.02.2020;20:00;0;82;-
11.02.2020;21:00;0;80;-
11.02.2020;22:00;0;83;-
11.02.2020;23:00;0;83;-
12.02.2020;00:00;0;84;-
12.02.2020;01:00;0;81;-
12.02.2020;02:00;0;81;-
12.02.2020;03:00;0;83;-
12.02.2020;04:00;0;82;-
12.02.2020;05:00;0;81;-
12.02.2020;06:00;0;82;-
12.02.2020;07:00;0;81;-
12.02.2020;08:00;0;81;-
12.02.2020;09:00;0;81;-
12.02.2020;10:00;0;82;-
12.02.2020;11:00;0;82;-
12.02.2020;12:00;0;87;-
12.02.2020;13:00;0;82;-
12.02.2020;14:00;0;82;-
12.02.2020;15:00;0;81;-
12.02.2020;16:00;0;88;-
12.02.2020;17:00;0;125;-
12.02.2020;18:00;0;172;-
12.02.2020;19:00;0;181;-
12.02.2020;20:00;0;136;-
12.02.2020;21:00;0;110;-
12.02.2020;22:00;0;110;-
12.02.2020;23:00;0;110;-
13.02.2020;00:00;0;109;-
13.02.2020;01:00;0;110;-
13.02.2020;02:00;0;110;-
13.02.2020;03:00;1;110;-
13.02.2020;04:00;136;110;-
13.02.2020;05:00;265;107;-
13.02.2020;06:00;324;85;-
13.02.2020;07:00;576;82;-
13.02.2020;08:00;703;83;-
13.02.2020;09:00;701;83;-
13.02.2020;10:00;693;82;-
13.02.2020;11:00;694;82;-
13.02.2020;12:00;703;82;-
13.02.2020;13:00;701;83;-
13.02.2020;14:00;689;83;-
13.02.2020;15:00;678;83;-
13.02.2020;16:00;690;82;-
13.02.2020;17:00;706;82;-
13.02.2020;18:00;707;81;-
13.02.2020;19:00;700;82;-
13.02.2020;20:00;692;83;-
13.02.2020;21:00;706;94;-
13.02.2020;22:00;687;87;-
13.02.2020;23:00;390;80;-
14.02.2020;00:00;291;79;-
14.02.2020;01:00;290;79;-
14.02.2020;02:00;338;80;-
14.02.2020;03:00;302;79;-
14.02.2020;04:00;309;80;-
14.02.2020;05:00;357;91;-
14.02.2020;06:00;642;158;-
14.02.2020;07:00;710;217;-
14.02.2020;08:00;713;186;-
14.02.2020;09:00;715;221;-
14.02.2020;10:00;713;222;-
14.02.2020;11:00;674;166;-
14.02.2020;12:00;616;100;-
14.02.2020;13:00;693;87;-
14.02.2020;14:00;710;94;-
14.02.2020;15:00;708;89;-
14.02.2020;16:00;709;119;-
14.02.2020;17:00;710;119;-
14.02.2020;18:00;709;217;-
14.02.2020;19:00;704;129;-
14.02.2020;20:00;487;83;-
14.02.2020;21:00;0;90;-
14.02.2020;22:00;0;82;-
14.02.2020;23:00;0;81;-
15.02.2020;00:00;0;84;-
15.02.2020;01:00;0;103;-
15.02.2020;02:00;0;98;-
15.02.2020;03:00;0;99;-
15.02.2020;04:00;0;81;-
15.02.2020;05:00;0;95;-
15.02.2020;06:00;0;102;-
15.02.2020;07:00;0;113;-
15.02.2020;08:00;0;89;-
15.02.2020;09:00;0;86;-
15.02.2020;10:00;0;81;-
15.02.2020;11:00;0;80;-
15.02.2020;12:00;0;81;-
15.02.2020;13:00;0;83;-
15.02.2020;14:00;0;83;-
15.02.2020;15:00;0;82;-
15.02.2020;16:00;0;81;-
15.02.2020;17:00;0;81;-
15.02.2020;18:00;0;80;-
15.02.2020;19:00;0;83;-
15.02.2020;20:00;0;83;-
15.02.2020;21:00;0;82;-
15.02.2020;22:00;0;82;-
15.02.2020;23:00;0;82;-
16.02.2020;00:00;0;80;-
16.02.2020;01:00;0;80;-
16.02.2020;02:00;0;82;-
16.02.2020;03:00;0;87;-
16.02.2020;04:00;0;79;-
16.02.2020;05:00;0;79;-
16.02.2020;06:00;0;87;-
16.02.2020;07:00;0;82;-
16.02.2020;08:00;0;82;-
16.02.2020;09:00;0;82;-
16.02.2020;10:00;0;82;-
16.02.2020;11:00;0;81;-
16.02.2020;12:00;0;81;-
16.02.2020;13:00;0;82;-
16.02.2020;14:00;0;83;-
16.02.2020;15:00;0;82;-
16.02.2020;16:00;0;81;-
16.02.2020;17:00;0;81;-
16.02.2020;18:00;0;81;-
16.02.2020;19:00;0;86;-
16.02.2020;20:00;0;102;-
16.02.2020;21:00;0;96;-
16.02.2020;22:00;0;90;-
16.02.2020;23:00;0;100;-
17.02.2020;00:00;0;89;-
17.02.2020;01:00;0;80;-
17.02.2020;02:00;0;79;-
17.02.2020;03:00;0;79;-
17.02.2020;04:00;0;79;-
17.02.2020;05:00;0;82;-
17.02.2020;06:00;0;97;-
17.02.2020;07:00;0;99;-
17.02.2020;08:00;0;85;-
17.02.2020;09:00;0;96;-
17.02.2020;10:00;0;82;-
17.02.2020;11:00;0;81;-
17.02.2020;12:00;0;81;-
17.02.2020;13:00;0;81;-
17.02.2020;14:00;0;81;-
17.02.2020;15:00;0;86;-
17.02.2020;16:00;0;104;-
17.02.2020;17:00;0;118;-
17.02.2020;18:00;0;112;-
17.02.2020;19:00;0;86;-
17.02.2020;20:00;0;83;-
17.02.2020;21:00;0;82;-
17.02.2020;22:00;0;82;-
17.02.2020;23:00;0;82;-
18.02.2020;00:00;0;82;-
18.02.2020;01:00;0;83;-
18.02.2020;02:00;0;83;-
18.02.2020;03:00;0;83;-
18.02.2020;04:00;0;81;-
18.02.2020;05:00;0;82;-
18.02.2020;06:00;0;86;-
18.02.2020;07:00;0;178;-
18.02.2020;08:00;0;266;-
18.02.2020;09:00;0;260;-
18.02.2020;10:00;0;268;-
18.02.2020;11:00;0;174;-
18.02.2020;12:00;0;112;-
18.02.2020;13:00;0;89;-
18.02.2020;14:00;0;81;-
18.02.2020;15:00;0;85;-
18.02.2020;16:00;0;83;-
18.02.2020;17:00;0;83;-
18.02.2020;18:00;0;80;-
18.02.2020;19:00;0;81;-
18.02.2020;20:00;0;84;-
18.02.2020;21:00;0;81;-
18.02.2020;22:00;0;81;-
18.02.2020;23:00;0;82;-
19.02.2020;00:00;0;83;-
19.02.2020;01:00;0;83;-
19.02.2020;02:00;0;83;-
19.02.2020;03:00;0;82;-
19.02.2020;04:00;0;81;-
19.02.2020;05:00;0;81;-
19.02.2020;06:00;0;83;-
19.02.2020;07:00;0;82;-
19.02.2020;08:00;0;83;-
19.02.2020;09:00;0;83;-
19.02.2020;10:00;0;83;-
19.02.2020;11:00;0;121;-
19.02.2020;12:00;0;199;-
19.02.2020;13:00;0;156;-
19.02.2020;14:00;0;195;-
19.02.2020;15:00;0;279;-
19.02.2020;16:00;0;188;-
19.02.2020;17:00;0;88;-
19.02.2020;18:00;0;84;-
19.02.2020;19:00;0;81;-
19.02.2020;20:00;0;81;-
19.02.2020;21:00;0;80;-
19.02.2020;22:00;0;83;-
19.02.2020;23:00;0;82;-
20.02.2020;00:00;0;82;-
20.02.2020;01:00;0;82;-
20.02.2020;02:00;0;82;-
20.02.2020;03:00;0;81;-
20.02.2020;04:00;0;83;-
20.02.2020;05:00;0;82;-
20.02.2020;06:00;0;82;-
20.02.2020;07:00;0;102;-
20.02.2020;08:00;0;92;-
20.02.2020;09:00;0;92;-
20.02.2020;10:00;0;91;-
20.02.2020;11:00;0;80;-
20.02.2020;12:00;0;83;-
20.02.2020;13:00;0;81;-
20.02.2020;14:00;0;78;-
20.02.2020;15:00;0;78;-
20.02.2020;16:00;0;79;-
20.02.2020;17:00;0;81;-
20.02.2020;18:00;0;80;-
20.02.2020;19:00;0;82;-
20.02.2020;20:00;0;78;-
20.02.2020;21:00;0;79;-
20.02.2020;22:00;0;82;-
20.02.2020;23:00;0;81;-
21.02.2020;00:00;0;82;-
21.02.2020;01:00;0;82;-
21.02.2020;02:00;0;81;-
21.02.2020;03:00;0;80;-
21.02.2020;04:00;0;81;-
21.02.2020;05:00;0;84;-
21.02.2020;06:00;0;106;-
21.02.2020;07:00;0;83;-
21.02.2020;08:00;0;78;-
21.02.2020;09:00;0;77;-
21.02.2020;10:00;0;80;-
21.02.2020;11:00;0;86;-
21.02.2020;12:00;0;86;-
21.02.2020;13:00;0;78;-
21.02.2020;14:00;0;78;-
21.02.2020;15:00;0;80;-
21.02.2020;16:00;0;80;-
21.02.2020;17:00;0;105;-
21.02.2020;18:00;0;103;-
21.02.2020;19:00;0;80;-
21.02.2020;20:00;0;81;-
21.02.2020;21:00;0;79;-
21.02.2020;22:00;0;80;-
21.02.2020;23:00;0;80;-
22.02.2020;00:00;0;80;-
22.02.2020;01:00;0;80;-
22.02.2020;02:00;0;80;-
22.02.2020;03:00;0;78;-
22.02.2020;04:00;0;80;-
22.02.2020;05:00;0;78;-
22.02.2020;06:00;0;80;-
22.02.2020;07:00;0;79;-
22.02.2020;08:00;0;79;-
22.02.2020;09:00;0;82;-
22.02.2020;10:00;0;82;-
22.02.2020;11:00;0;92;-
22.02.2020;12:00;0;82;-
22.02.2020;13:00;0;79;-
22.02.2020;14:00;0;81;-
22.02.2020;15:00;0;94;-
22.02.2020;16:00;0;94;-
22.02.2020;17:00;0;86;-
22.02.2020;18:00;0;90;-
22.02.2020;19:00;0;87;-
22.02.2020;20:00;0;79;-
22.02.2020;21:00;0;80;-
22.02.2020;22:00;0;82;-
22.02.2020;23:00;0;81;-
23.02.2020;00:00;0;82;-
23.02.2020;01:00;0;81;-
23.02.2020;02:00;0;81;-
23.02.2020;03:00;0;81;-
23.02.2020;04:00;0;82;-
23.02.2020;05:00;0;81;-
23.02.2020;06:00;0;81;-
23.02.2020;07:00;0;95;-
23.02.2020;08:00;0;97;-
23.02.2020;09:00;0;92;-
23.02.2020;10:00;0;101;-
23.02.2020;11:00;0;107;-
23.02.2020;12:00;0;117;-
23.02.2020;13:00;0;90;-
23.02.2020;14:00;0;83;-
23.02.2020;15:00;0;82;-
23.02.2020;16:00;0;84;-
23.02.2020;17:00;0;99;-
23.02.2020;18:00;0;102;-
23.02.2020;19:00;0;81;-
23.02.2020;20:00;0;79;-
23.02.2020;21:00;0;80;-
23.02.2020;22:00;0;83;-
23.02.2020;23:00;0;98;-
24.02.2020;00:00;0;91;-
24.02.2020;01:00;0;81;-
24.02.2020;02:00;0;79;-
24.02.2020;03:00;0;80;-
24.02.2020;04:00;0;78;-
24.02.2020;05:00;0;101;-
24.02.2020;06:00;0;104;-
24.02.2020;07:00;0;85;-
24.02.2020;08:00;0;81;-
24.02.2020;09:00;0;83;-
24.02.2020;10:00;0;83;-
24.02.2020;11:00;0;83;-
24.02.2020;12:00;0;81;-
24.02.2020;13:00;0;82;-
24.02.2020;14:00;0;83;-
24.02.2020;15:00;0;83;-
24.02.2020;16:00;0;82;-
24.02.2020;17:00;0;82;-
24.02.2020;18:00;0;84;-
24.02.2020;19:00;0;82;-
24.02.2020;20:00;0;82;-
24.02.2020;21:00;0;81;-
24.02.2020;22:00;0;84;-
24.02.2020;23:00;0;81;-
25.02.2020;00:00;0;82;-
25.02.2020;01:00;0;85;-
25.02.2020;02:00;0;81;-
25.02.2020;03:00;0;83;-
25.02.2020;04:00;0;82;-
25.02.2020;05:00;0;83;-
25.02.2020;06:00;0;82;-
25.02.2020;07:00;0;89;-
25.02.2020;08:00;0;85;-
25.02.2020;09:00;0;81;-
25.02.2020;10:00;0;81;-
25.02.2020;11:00;0;82;-
25.02.2020;12:00;0;82;-
25.02.2020;13:00;0;81;-
25.02.2020;14:00;0;82;-
25.02.2020;15:00;0;82;-
25.02.2020;16:00;0;82;-
25.02.2020;17:00;0;82;-
25.02.2020;18:00;0;96;-
25.02.2020;19:00;0;83;-
25.02.2020;20:00;0;78;-
25.02.2020;21:00;0;82;-
25.02.2020;22:00;0;100;-
25.02.2020;23:00;0;88;-
26.02.2020;00:00;0;91;-
26.02.2020;01:00;0;108;-
26.02.2020;02:00;0;86;-
26.02.2020;03:00;0;79;-
26.02.2020;04:00;0;79;-
26.02.2020;05:00;0;78;-
26.02.2020;06:00;0;79;-
26.02.2020;07:00;0;80;-
26.02.2020;08:00;0;79;-
26.02.2020;09:00;0;81;-
26.02.2020;10:00;0;83;-
26.02.2020;11:00;0;81;-
26.02.2020;12:00;0;82;-
26.02.2020;13:00;0;94;-
26.02.2020;14:00;0;93;-
26.02.2020;15:00;0;93;-
26.02.2020;16:00;0;120;-
26.02.2020;17:00;0;201;-
26.02.2020;18:00;0;296;-
26.02.2020;19:00;0;290;-
26.02.2020;20:00;0;212;-
26.02.2020;21:00;0;158;-
26.02.2020;22:00;0;152;-
26.02.2020;23:00;0;149;-
27.02.2020;00:00;0;118;-
27.02.2020;01:00;0;111;-
27.02.2020;02:00;0;112;-
27.02.2020;03:00;0;112;-
27.02.2020;04:00;0;111;-
27.02.2020;05:00;82;133;-
27.02.2020;06:00;273;196;-
27.02.2020;07:00;346;287;-
27.02.2020;08:00;597;319;-
27.02.2020;09:00;706;306;-
27.02.2020;10:00;713;257;-
27.02.2020;11:00;666;290;-
27.02.2020;12:00;598;253;-
27.02.2020;13:00;607;294;-
27.02.2020;14:00;682;321;-
27.02.2020;15:00;705;319;-
27.02.2020;16:00;708;321;-
27.02.2020;17:00;708;322;-
27.02.2020;18:00;712;320;-
27.02.2020;19:00;710;317;-
27.02.2020;20:00;701;199;-
27.02.2020;21:00;709;111;-
27.02.2020;22:00;602;87;-
27.02.2020;23:00;369;80;-
28.02.2020;00:00;0;80;-
28.02.2020;01:00;0;80;-
28.02.2020;02:00;0;79;-
28.02.2020;03:00;0;80;-
28.02.2020;04:00;0;78;-
28.02.2020;05:00;0;80;-
28.02.2020;06:00;0;80;-
28.02.2020;07:00;0;79;-
28.02.2020;08:00;0;79;-
28.02.2020;09:00;0;79;-
28.02.2020;10:00;0;81;-
28.02.2020;11:00;0;88;-
28.02.2020;12:00;0;86;-
28.02.2020;13:00;0;79;-
28.02.2020;14:00;0;79;-
28.02.2020;15:00;0;79;-
28.02.2020;16:00;0;79;-
28.02.2020;17:00;0;79;-
28.02.2020;18:00;0;81;-
28.02.2020;19:00;0;81;-
28.02.2020;20:00;0;81;-
28.02.2020;21:00;0;80;-
28.02.2020;22:00;0;87;-
28.02.2020;23:00;0;70;-
29.02.2020;00:00;0;95;-
29.02.2020;01:00;0;83;-
29.02.2020;02:00;0;82;-
29.02.2020;03:00;0;84;-
29.02.2020;04:00;0;83;-
29.02.2020;05:00;0;81;-
29.02.2020;06:00;0;83;-
29.02.2020;07:00;0;81;-
29.02.2020;08:00;0;80;-
29.02.2020;09:00;0;81;-
29.02.2020;10:00;0;82;-
29.02.2020;11:00;0;83;-
29.02.2020;12:00;0;81;-
29.02.2020;13:00;0;82;-
29.02.2020;14:00;0;103;-
29.02.2020;15:00;0;97;-
29.02.2020;16:00;0;83;-
29.02.2020;17:00;0;97;-
29.02.2020;18:00;0;191;-
29.02.2020;19:00;0;274;-
29.02.2020;20:00;0;285;-
29.02.2020;21:00;0;285;-
29.02.2020;22:00;0;286;-
29.02.2020;23:00;0;175;-
01.03.2020;00:00;0;97;-
01.03.2020;01:00;0;85;-
01.03.2020;02:00;0;81;-
01.03.2020;03:00;0;81;-
01.03.2020;04:00;0;83;-
01.03.2020;05:00;0;81;-
01.03.2020;06:00;0;83;-
01.03.2020;07:00;0;82;-
01.03.2020;08:00;0;83;-
01.03.2020;09:00;0;82;-
01.03.2020;10:00;0;82;-
01.03.2020;11:00;0;83;-
01.03.2020;12:00;0;83;-
01.03.2020;13:00;0;82;-
01.03.2020;14:00;0;83;-
01.03.2020;15:00;0;83;-
01.03.2020;16:00;0;100;-
01.03.2020;17:00;0;107;-
01.03.2020;18:00;0;107;-
01.03.2020;19:00;0;81;-
01.03.2020;20:00;0;80;-
01.03.2020;21:00;0;83;-
01.03.2020;22:00;0;110;-
01.03.2020;23:00;0;111;-
02.03.2020;00:00;0;110;-
02.03.2020;01:00;0;111;-
02.03.2020;02:00;0;110;-
02.03.2020;03:00;0;107;-
02.03.2020;04:00;0;104;-
02.03.2020;05:00;126;101;-
02.03.2020;06:00;273;94;-
02.03.2020;07:00;346;108;-
02.03.2020;08:00;609;95;-
02.03.2020;09:00;704;83;-
02.03.2020;10:00;700;87;-
02.03.2020;11:00;699;83;-
02.03.2020;12:00;698;92;-
02.03.2020;13:00;708;81;-
02.03.2020;14:00;708;82;-
02.03.2020;15:00;707;82;-
02.03.2020;16:00;707;86;-
02.03.2020;17:00;696;97;-
02.03.2020;18:00;710;140;-
02.03.2020;19:00;716;133;-
02.03.2020;20:00;705;90;-
02.03.2020;21:00;702;83;-
02.03.2020;22:00;696;82;-
02.03.2020;23:00;568;80;-
03.03.2020;00:00;329;84;-
03.03.2020;01:00;292;82;-
03.03.2020;02:00;293;81;-
03.03.2020;03:00;321;81;-
03.03.2020;04:00;348;83;-
03.03.2020;05:00;477;83;-
03.03.2020;06:00;674;138;-
03.03.2020;07:00;706;258;-
03.03.2020;08:00;714;312;-
03.03.2020;09:00;712;307;-
03.03.2020;10:00;711;278;-
03.03.2020;11:00;703;232;-
03.03.2020;12:00;710;229;-
03.03.2020;13:00;713;228;-
03.03.2020;14:00;716;158;-
03.03.2020;15:00;709;152;-
03.03.2020;16:00;711;188;-
03.03.2020;17:00;710;267;-
03.03.2020;18:00;716;287;-
03.03.2020;19:00;714;316;-
03.03.2020;20:00;712;277;-
03.03.2020;21:00;713;174;-
03.03.2020;22:00;682;107;-
03.03.2020;23:00;520;86;-
04.03.2020;00:00;517;82;-
04.03.2020;01:00;326;81;-
04.03.2020;02:00;308;80;-
04.03.2020;03:00;291;82;-
04.03.2020;04:00;319;82;-
04.03.2020;05:00;558;98;-
04.03.2020;06:00;705;231;-
04.03.2020;07:00;710;277;-
04.03.2020;08:00;709;274;-
04.03.2020;09:00;710;290;-
04.03.2020;10:00;698;230;-
04.03.2020;11:00;707;214;-
04.03.2020;12:00;692;168;-
04.03.2020;13:00;715;169;-
04.03.2020;14:00;717;153;-
04.03.2020;15:00;715;198;-
04.03.2020;16:00;712;237;-
04.03.2020;17:00;713;267;-
04.03.2020;18:00;708;319;-
04.03.2020;19:00;707;316;-
04.03.2020;20:00;714;256;-
04.03.2020;21:00;702;168;-
04.03.2020;22:00;674;102;-
04.03.2020;23:00;606;83;-
05.03.2020;00:00;580;82;-
05.03.2020;01:00;516;82;-
05.03.2020;02:00;355;83;-
05.03.2020;03:00;507;83;-
05.03.2020;04:00;512;81;-
05.03.2020;05:00;654;97;-
05.03.2020;06:00;701;229;-
05.03.2020;07:00;716;268;-
05.03.2020;08:00;712;223;-
05.03.2020;09:00;712;139;-
05.03.2020;10:00;675;94;-
05.03.2020;11:00;688;101;-
05.03.2020;12:00;658;91;-
05.03.2020;13:00;561;81;-
05.03.2020;14:00;633;82;-
05.03.2020;15:00;594;83;-
05.03.2020;16:00;524;81;-
05.03.2020;17:00;529;84;-
05.03.2020;18:00;577;100;-
05.03.2020;19:00;587;110;-
05.03.2020;20:00;406;88;-
05.03.2020;21:00;0;83;-
05.03.2020;22:00;0;82;-
05.03.2020;23:00;0;80;-
06.03.2020;00:00;0;81;-
06.03.2020;01:00;0;81;-
06.03.2020;02:00;0;81;-
06.03.2020;03:00;0;81;-
06.03.2020;04:00;0;81;-
06.03.2020;05:00;0;83;-
06.03.2020;06:00;0;85;-
06.03.2020;07:00;0;106;-
06.03.2020;08:00;0;120;-
06.03.2020;09:00;0;124;-
06.03.2020;10:00;0;98;-
06.03.2020;11:00;0;120;-
06.03.2020;12:00;0;121;-
06.03.2020;13:00;0;116;-
06.03.2020;14:00;0;95;-
06.03.2020;15:00;0;126;-
06.03.2020;16:00;0;87;-
06.03.2020;17:00;0;105;-
06.03.2020;18:00;0;128;-
06.03.2020;19:00;0;108;-
06.03.2020;20:00;0;84;-
06.03.2020;21:00;0;86;-
06.03.2020;22:00;0;100;-
06.03.2020;23:00;0;86;-
07.03.2020;00:00;0;83;-
07.03.2020;01:00;0;84;-
07.03.2020;02:00;0;81;-
07.03.2020;03:00;0;83;-
07.03.2020;04:00;0;83;-
07.03.2020;05:00;0;81;-
07.03.2020;06:00;0;83;-
07.03.2020;07:00;0;83;-
07.03.2020;08:00;0;84;-
07.03.2020;09:00;0;83;-
07.03.2020;10:00;0;83;-
07.03.2020;11:00;0;83;-
07.03.2020;12:00;0;88;-
07.03.2020;13:00;0;84;-
07.03.2020;14:00;0;97;-
07.03.2020;15:00;0;96;-
07.03.2020;16:00;0;96;-
07.03.2020;17:00;0;96;-
07.03.2020;18:00;0;113;-
07.03.2020;19:00;0;93;-
07.03.2020;20:00;0;94;-
07.03.2020;21:00;0;93;-
07.03.2020;22:00;0;94;-
07.03.2020;23:00;0;92;-
08.03.2020;00:00;0;94;-
08.03.2020;01:00;0;94;-
08.03.2020;02:00;0;98;-
08.03.2020;03:00;0;94;-
08.03.2020;04:00;0;94;-
08.03.2020;05:00;0;94;-
08.03.2020;06:00;0;95;-
08.03.2020;07:00;0;92;-
08.03.2020;08:00;0;95;-
08.03.2020;09:00;0;94;-
08.03.2020;10:00;0;97;-
08.03.2020;11:00;0;97;-
08.03.2020;12:00;0;96;-
08.03.2020;13:00;0;96;-
08.03.2020;14:00;0;97;-
08.03.2020;15:00;0;97;-
08.03.2020;16:00;0;103;-
08.03.2020;17:00;0;100;-
08.03.2020;18:00;0;100;-
08.03.2020;19:00;0;95;-
08.03.2020;20:00;0;95;-
08.03.2020;21:00;0;95;-
08.03.2020;22:00;0;98;-
