Datum;Uhrzeit;Generation_DE Süd GT 61[MW];Generation_DE Süd DT 60[MW];Generation_DE Süd GT 62[MW]
09.03.2020;17:00;107;43;0
09.03.2020;18:00;112;54;0
09.03.2020;19:00;112;56;0
09.03.2020;20:00;112;54;0
09.03.2020;21:00;111;53;0
09.03.2020;22:00;102;46;0
09.03.2020;23:00;97;39;0
10.03.2020;00:00;97;34;0
10.03.2020;01:00;97;35;0
10.03.2020;02:00;97;37;0
10.03.2020;03:00;97;38;0
10.03.2020;04:00;97;41;0
10.03.2020;05:00;97;41;0
10.03.2020;06:00;100;41;0
10.03.2020;07:00;111;44;0
10.03.2020;08:00;113;46;0
10.03.2020;09:00;113;46;0
10.03.2020;10:00;92;56;64
10.03.2020;11:00;98;80;100
10.03.2020;12:00;102;90;104
10.03.2020;13:00;101;92;107
10.03.2020;14:00;97;87;100
10.03.2020;15:00;105;91;109
10.03.2020;16:00;108;92;110
10.03.2020;17:00;99;91;98
10.03.2020;18:00;107;93;108
10.03.2020;19:00;109;88;111
10.03.2020;20:00;96;73;98
10.03.2020;21:00;67;63;70
10.03.2020;22:00;67;37;11
10.03.2020;23:00;46;25;0
11.03.2020;00:00;38;24;0
11.03.2020;01:00;38;23;0
11.03.2020;02:00;38;23;0
11.03.2020;03:00;38;23;0
11.03.2020;04:00;38;23;0
11.03.2020;05:00;89;36;0
11.03.2020;06:00;102;45;0
11.03.2020;07:00;104;43;0
11.03.2020;08:00;104;44;0
11.03.2020;09:00;103;46;0
11.03.2020;10:00;102;45;0
11.03.2020;11:00;96;40;0
11.03.2020;12:00;84;33;0
11.03.2020;13:00;82;32;0
11.03.2020;14:00;81;32;0
11.03.2020;15:00;82;31;0
11.03.2020;16:00;84;31;0
11.03.2020;17:00;94;33;0
11.03.2020;18:00;99;40;0
11.03.2020;19:00;99;44;0
11.03.2020;20:00;94;41;0
11.03.2020;21:00;87;35;0
11.03.2020;22:00;73;30;0
11.03.2020;23:00;57;27;0
12.03.2020;00:00;56;27;0
12.03.2020;01:00;56;28;0
12.03.2020;02:00;56;27;0
12.03.2020;03:00;56;27;0
12.03.2020;04:00;56;27;0
12.03.2020;05:00;63;30;0
12.03.2020;06:00;103;47;0
12.03.2020;07:00;110;58;0
12.03.2020;08:00;106;53;0
12.03.2020;09:00;82;34;0
12.03.2020;10:00;56;28;0
12.03.2020;11:00;54;28;0
12.03.2020;12:00;54;29;0
12.03.2020;13:00;54;29;0
12.03.2020;14:00;54;28;0
12.03.2020;15:00;54;28;0
12.03.2020;16:00;59;29;0
12.03.2020;17:00;87;33;0
12.03.2020;18:00;94;34;0
12.03.2020;19:00;98;35;0
12.03.2020;20:00;87;34;0
12.03.2020;21:00;84;35;0
12.03.2020;22:00;71;30;0
12.03.2020;23:00;62;29;0
13.03.2020;00:00;80;32;0
13.03.2020;01:00;67;31;0
13.03.2020;02:00;62;29;0
13.03.2020;03:00;58;27;0
13.03.2020;04:00;67;30;0
13.03.2020;05:00;93;40;0
13.03.2020;06:00;112;55;0
13.03.2020;07:00;112;59;0
13.03.2020;08:00;113;61;0
13.03.2020;09:00;113;60;0
13.03.2020;10:00;113;59;0
13.03.2020;11:00;112;55;0
13.03.2020;12:00;82;34;0
13.03.2020;13:00;55;28;0
13.03.2020;14:00;62;29;0
13.03.2020;15:00;64;29;0
13.03.2020;16:00;74;29;6
13.03.2020;17:00;70;54;61
13.03.2020;18:00;86;68;91
13.03.2020;19:00;99;72;100
13.03.2020;20:00;100;72;99
13.03.2020;21:00;97;72;102
13.03.2020;22:00;97;74;109
13.03.2020;23:00;99;76;113
14.03.2020;00:00;93;74;94
14.03.2020;01:00;84;72;86
14.03.2020;02:00;85;72;86
14.03.2020;03:00;92;74;93
14.03.2020;04:00;88;73;90
14.03.2020;05:00;95;75;97
14.03.2020;06:00;103;77;104
14.03.2020;07:00;108;49;7
14.03.2020;08:00;107;52;0
14.03.2020;09:00;107;52;0
14.03.2020;10:00;107;51;0
14.03.2020;11:00;100;47;0
14.03.2020;12:00;99;46;0
14.03.2020;13:00;98;44;0
14.03.2020;14:00;79;35;0
14.03.2020;15:00;91;40;0
14.03.2020;16:00;97;43;0
14.03.2020;17:00;109;52;0
14.03.2020;18:00;112;56;0
14.03.2020;19:00;112;56;0
14.03.2020;20:00;111;51;0
14.03.2020;21:00;111;54;0
14.03.2020;22:00;114;55;0
14.03.2020;23:00;109;37;0
15.03.2020;00:00;100;37;0
15.03.2020;01:00;87;32;0
15.03.2020;02:00;78;29;0
15.03.2020;03:00;58;26;0
15.03.2020;04:00;58;26;0
15.03.2020;05:00;94;37;0
15.03.2020;06:00;107;43;0
15.03.2020;07:00;107;45;0
15.03.2020;08:00;91;36;0
15.03.2020;09:00;71;30;0
15.03.2020;10:00;43;1;0
15.03.2020;11:00;4;0;0
15.03.2020;12:00;0;0;0
15.03.2020;13:00;0;0;0
15.03.2020;14:00;0;0;0
15.03.2020;15:00;0;0;0
15.03.2020;16:00;0;0;0
15.03.2020;17:00;25;0;0
15.03.2020;18:00;64;24;0
15.03.2020;19:00;108;53;0
15.03.2020;20:00;108;54;0
15.03.2020;21:00;108;53;0
15.03.2020;22:00;108;45;0
15.03.2020;23:00;94;34;0
16.03.2020;00:00;81;31;0
16.03.2020;01:00;72;29;0
16.03.2020;02:00;63;28;0
16.03.2020;03:00;67;28;0
16.03.2020;04:00;96;35;0
16.03.2020;05:00;102;42;0
16.03.2020;06:00;110;45;0
16.03.2020;07:00;111;48;0
16.03.2020;08:00;108;46;0
16.03.2020;09:00;109;50;0
16.03.2020;10:00;108;43;0
16.03.2020;11:00;105;38;0
16.03.2020;12:00;95;36;0
16.03.2020;13:00;96;36;0
16.03.2020;14:00;95;37;0
16.03.2020;15:00;90;36;0
16.03.2020;16:00;91;36;1
16.03.2020;17:00;84;45;48
16.03.2020;18:00;95;70;73
16.03.2020;19:00;103;40;0
16.03.2020;20:00;103;40;0
16.03.2020;21:00;103;40;0
16.03.2020;22:00;104;38;0
16.03.2020;23:00;89;34;0
17.03.2020;00:00;70;29;0
17.03.2020;01:00;69;29;0
17.03.2020;02:00;68;29;0
17.03.2020;03:00;58;26;0
17.03.2020;04:00;69;28;0
17.03.2020;05:00;102;33;0
17.03.2020;06:00;106;38;0
17.03.2020;07:00;108;44;0
17.03.2020;08:00;108;44;0
17.03.2020;09:00;93;37;0
17.03.2020;10:00;82;35;0
17.03.2020;11:00;77;34;0
17.03.2020;12:00;72;33;0
17.03.2020;13:00;74;34;0
17.03.2020;14:00;68;33;0
17.03.2020;15:00;94;36;5
17.03.2020;16:00;72;61;58
17.03.2020;17:00;62;69;64
17.03.2020;18:00;63;69;64
17.03.2020;19:00;94;80;96
17.03.2020;20:00;82;78;84
17.03.2020;21:00;72;57;38
17.03.2020;22:00;82;36;0
17.03.2020;23:00;60;31;0
18.03.2020;00:00;89;36;0
18.03.2020;01:00;93;36;0
18.03.2020;02:00;74;32;0
18.03.2020;03:00;81;33;0
18.03.2020;04:00;102;37;0
18.03.2020;05:00;111;45;0
18.03.2020;06:00;113;52;0
18.03.2020;07:00;114;53;0
18.03.2020;08:00;112;45;0
18.03.2020;09:00;79;31;0
18.03.2020;10:00;62;29;0
18.03.2020;11:00;65;30;0
18.03.2020;12:00;68;31;0
18.03.2020;13:00;61;30;0
18.03.2020;14:00;58;30;0
18.03.2020;15:00;61;31;0
18.03.2020;16:00;75;34;0
18.03.2020;17:00;76;35;0
18.03.2020;18:00;100;38;0
18.03.2020;19:00;107;40;0
18.03.2020;20:00;107;40;0
18.03.2020;21:00;105;39;0
18.03.2020;22:00;91;37;0
18.03.2020;23:00;84;35;0
19.03.2020;00:00;71;33;0
19.03.2020;01:00;68;32;0
19.03.2020;02:00;65;31;0
19.03.2020;03:00;59;30;0
19.03.2020;04:00;66;32;0
19.03.2020;05:00;96;42;20
19.03.2020;06:00;113;55;0
19.03.2020;07:00;112;54;0
19.03.2020;08:00;112;51;0
19.03.2020;09:00;102;40;0
19.03.2020;10:00;97;33;0
19.03.2020;11:00;83;32;0
19.03.2020;12:00;77;31;0
19.03.2020;13:00;67;29;0
19.03.2020;14:00;76;33;0
19.03.2020;15:00;68;33;0
19.03.2020;16:00;64;32;0
19.03.2020;17:00;89;36;0
19.03.2020;18:00;105;39;0
19.03.2020;19:00;104;39;0
19.03.2020;20:00;89;36;0
19.03.2020;21:00;73;33;0
19.03.2020;22:00;70;33;0
19.03.2020;23:00;61;31;0
20.03.2020;00:00;61;31;0
20.03.2020;01:00;89;35;0
20.03.2020;02:00;77;34;0
20.03.2020;03:00;68;32;0
20.03.2020;04:00;92;36;0
20.03.2020;05:00;98;41;0
20.03.2020;06:00;99;45;0
20.03.2020;07:00;98;44;0
20.03.2020;08:00;99;36;0
20.03.2020;09:00;92;33;0
20.03.2020;10:00;92;33;0
20.03.2020;11:00;86;33;0
20.03.2020;12:00;94;34;0
20.03.2020;13:00;98;35;0
20.03.2020;14:00;98;36;0
20.03.2020;15:00;91;36;0
20.03.2020;16:00;88;35;0
20.03.2020;17:00;83;35;0
20.03.2020;18:00;68;33;0
20.03.2020;19:00;73;34;0
20.03.2020;20:00;92;35;0
20.03.2020;21:00;90;35;0
20.03.2020;22:00;85;34;0
20.03.2020;23:00;72;32;0
21.03.2020;00:00;59;28;0
21.03.2020;01:00;58;28;0
21.03.2020;02:00;58;28;0
21.03.2020;03:00;58;28;0
21.03.2020;04:00;58;28;0
21.03.2020;05:00;65;29;0
21.03.2020;06:00;68;30;0
21.03.2020;07:00;91;33;0
21.03.2020;08:00;101;31;0
21.03.2020;09:00;77;6;0
21.03.2020;10:00;67;0;0
21.03.2020;11:00;74;0;0
21.03.2020;12:00;104;0;0
21.03.2020;13:00;75;0;0
21.03.2020;14:00;76;0;0
21.03.2020;15:00;87;0;0
21.03.2020;16:00;85;0;0
21.03.2020;17:00;100;0;0
21.03.2020;18:00;107;0;0
21.03.2020;19:00;107;0;0
21.03.2020;20:00;106;0;0
21.03.2020;21:00;99;0;0
21.03.2020;22:00;100;0;0
21.03.2020;23:00;96;0;0
22.03.2020;00:00;70;0;0
22.03.2020;01:00;67;0;0
22.03.2020;02:00;67;0;0
22.03.2020;03:00;67;0;0
22.03.2020;04:00;76;0;0
22.03.2020;05:00;106;0;0
22.03.2020;06:00;114;0;0
22.03.2020;07:00;92;0;0
22.03.2020;08:00;77;0;0
22.03.2020;09:00;77;0;0
22.03.2020;10:00;77;0;0
22.03.2020;11:00;25;0;0
22.03.2020;12:00;0;0;0
22.03.2020;13:00;0;0;0
22.03.2020;14:00;0;0;0
22.03.2020;15:00;0;0;0
22.03.2020;16:00;0;0;0
22.03.2020;17:00;34;0;0
22.03.2020;18:00;80;0;0
22.03.2020;19:00;98;0;0
22.03.2020;20:00;102;0;0
22.03.2020;21:00;102;0;0
22.03.2020;22:00;102;0;0
22.03.2020;23:00;95;0;0
23.03.2020;00:00;87;0;0
23.03.2020;01:00;87;0;0
23.03.2020;02:00;97;4;0
23.03.2020;03:00;112;16;0
23.03.2020;04:00;103;33;32
23.03.2020;05:00;102;72;97
23.03.2020;06:00;105;76;114
23.03.2020;07:00;109;76;115
23.03.2020;08:00;108;84;111
23.03.2020;09:00;99;80;98
23.03.2020;10:00;64;46;55
23.03.2020;11:00;72;34;73
23.03.2020;12:00;102;52;104
23.03.2020;13:00;106;71;109
23.03.2020;14:00;92;64;94
23.03.2020;15:00;72;67;73
23.03.2020;16:00;75;68;77
23.03.2020;17:00;97;76;98
23.03.2020;18:00;107;94;109
23.03.2020;19:00;107;90;109
23.03.2020;20:00;103;78;103
23.03.2020;21:00;99;72;101
23.03.2020;22:00;97;71;99
23.03.2020;23:00;93;68;95
24.03.2020;00:00;83;66;85
24.03.2020;01:00;78;65;79
24.03.2020;02:00;85;65;86
24.03.2020;03:00;95;68;97
24.03.2020;04:00;107;80;109
24.03.2020;05:00;110;92;112
24.03.2020;06:00;106;96;106
24.03.2020;07:00;108;96;109
24.03.2020;08:00;111;96;112
24.03.2020;09:00;104;91;106
24.03.2020;10:00;99;75;100
24.03.2020;11:00;103;73;105
24.03.2020;12:00;94;70;96
24.03.2020;13:00;93;67;95
24.03.2020;14:00;94;69;95
24.03.2020;15:00;106;73;107
24.03.2020;16:00;105;74;107
24.03.2020;17:00;107;75;108
24.03.2020;18:00;109;91;110
24.03.2020;19:00;107;110;109
24.03.2020;20:00;103;87;105
24.03.2020;21:00;104;73;104
24.03.2020;22:00;99;70;100
24.03.2020;23:00;80;64;82
25.03.2020;00:00;74;63;75
25.03.2020;01:00;76;64;78
25.03.2020;02:00;82;64;84
25.03.2020;03:00;91;68;93
25.03.2020;04:00;102;80;104
25.03.2020;05:00;109;96;111
25.03.2020;06:00;110;101;112
25.03.2020;07:00;110;100;113
25.03.2020;08:00;109;99;111
25.03.2020;09:00;105;93;108
25.03.2020;10:00;102;87;104
25.03.2020;11:00;102;81;104
25.03.2020;12:00;108;75;110
25.03.2020;13:00;89;70;90
25.03.2020;14:00;83;69;84
25.03.2020;15:00;80;64;81
25.03.2020;16:00;70;63;72
25.03.2020;17:00;69;62;70
25.03.2020;18:00;99;74;100
25.03.2020;19:00;94;83;95
25.03.2020;20:00;97;87;99
25.03.2020;21:00;92;83;93
25.03.2020;22:00;91;77;93
25.03.2020;23:00;80;71;82
26.03.2020;00:00;77;71;79
26.03.2020;01:00;76;65;78
26.03.2020;02:00;85;66;86
26.03.2020;03:00;91;68;93
26.03.2020;04:00;103;71;104
26.03.2020;05:00;109;90;111
26.03.2020;06:00;110;100;112
26.03.2020;07:00;110;101;112
26.03.2020;08:00;107;101;109
26.03.2020;09:00;108;101;110
26.03.2020;10:00;106;95;106
26.03.2020;11:00;102;87;102
26.03.2020;12:00;101;81;99
26.03.2020;13:00;102;70;103
26.03.2020;14:00;92;69;94
26.03.2020;15:00;73;65;74
26.03.2020;16:00;71;62;72
26.03.2020;17:00;66;64;65
26.03.2020;18:00;85;75;86
26.03.2020;19:00;100;85;102
26.03.2020;20:00;90;82;92
26.03.2020;21:00;80;68;82
26.03.2020;22:00;67;62;69
26.03.2020;23:00;68;64;70
27.03.2020;00:00;70;65;72
27.03.2020;01:00;60;61;62
27.03.2020;02:00;58;59;60
27.03.2020;03:00;58;59;59
27.03.2020;04:00;66;63;68
27.03.2020;05:00;90;70;92
27.03.2020;06:00;108;82;110
27.03.2020;07:00;109;88;111
27.03.2020;08:00;110;82;111
27.03.2020;09:00;105;74;104
27.03.2020;10:00;80;68;81
27.03.2020;11:00;70;64;71
27.03.2020;12:00;72;66;77
27.03.2020;13:00;73;66;77
27.03.2020;14:00;72;66;74
27.03.2020;15:00;70;65;71
27.03.2020;16:00;69;65;70
27.03.2020;17:00;78;68;79
27.03.2020;18:00;98;76;100
27.03.2020;19:00;103;79;106
27.03.2020;20:00;88;74;90
27.03.2020;21:00;94;74;92
27.03.2020;22:00;86;72;86
27.03.2020;23:00;75;44;26
28.03.2020;00:00;68;29;0
28.03.2020;01:00;68;30;0
28.03.2020;02:00;68;30;0
28.03.2020;03:00;101;34;0
28.03.2020;04:00;93;36;0
28.03.2020;05:00;104;46;0
28.03.2020;06:00;108;51;0
28.03.2020;07:00;108;47;0
28.03.2020;08:00;105;39;0
28.03.2020;09:00;98;31;0
28.03.2020;10:00;76;28;0
28.03.2020;11:00;64;27;0
28.03.2020;12:00;62;27;0
28.03.2020;13:00;62;27;0
28.03.2020;14:00;62;28;0
28.03.2020;15:00;63;26;0
28.03.2020;16:00;65;26;0
28.03.2020;17:00;64;29;0
28.03.2020;18:00;89;34;0
28.03.2020;19:00;102;37;0
28.03.2020;20:00;93;36;0
28.03.2020;21:00;76;32;0
28.03.2020;22:00;71;30;0
28.03.2020;23:00;67;29;0
29.03.2020;00:00;63;29;0
29.03.2020;01:00;65;29;0
29.03.2020;03:00;100;35;0
29.03.2020;04:00;97;34;0
29.03.2020;05:00;78;32;0
29.03.2020;06:00;85;32;0
29.03.2020;07:00;85;31;0
29.03.2020;08:00;74;30;0
29.03.2020;09:00;71;30;0
29.03.2020;10:00;66;29;0
29.03.2020;11:00;61;28;0
29.03.2020;12:00;89;32;0
29.03.2020;13:00;107;36;0
29.03.2020;14:00;97;35;0
29.03.2020;15:00;107;44;0
29.03.2020;16:00;98;43;0
29.03.2020;17:00;103;47;0
29.03.2020;18:00;106;53;0
29.03.2020;19:00;97;44;0
29.03.2020;20:00;92;43;0
29.03.2020;21:00;105;47;0
29.03.2020;22:00;106;47;0
29.03.2020;23:00;99;41;0
30.03.2020;00:00;97;39;0
30.03.2020;01:00;100;40;0
30.03.2020;02:00;102;45;0
30.03.2020;03:00;105;46;0
30.03.2020;04:00;105;46;0
30.03.2020;05:00;100;53;38
30.03.2020;06:00;102;78;101
30.03.2020;07:00;110;63;32
30.03.2020;08:00;111;55;0
30.03.2020;09:00;107;64;60
30.03.2020;10:00;107;95;109
30.03.2020;11:00;106;94;108
30.03.2020;12:00;106;87;108
30.03.2020;13:00;105;78;108
30.03.2020;14:00;100;72;101
30.03.2020;15:00;97;70;99
30.03.2020;16:00;93;68;94
30.03.2020;17:00;84;66;84
30.03.2020;18:00;101;72;104
30.03.2020;19:00;104;76;109
30.03.2020;20:00;104;76;109
30.03.2020;21:00;103;76;108
30.03.2020;22:00;102;76;109
30.03.2020;23:00;100;74;107
31.03.2020;00:00;97;73;105
31.03.2020;01:00;101;72;104
31.03.2020;02:00;99;71;97
31.03.2020;03:00;97;70;94
31.03.2020;04:00;97;69;95
31.03.2020;05:00;107;79;107
31.03.2020;06:00;109;88;111
31.03.2020;07:00;108;89;110
31.03.2020;08:00;108;88;110
31.03.2020;09:00;108;83;110
31.03.2020;10:00;99;73;100
31.03.2020;11:00;87;69;89
31.03.2020;12:00;94;71;95
31.03.2020;13:00;83;70;86
31.03.2020;14:00;77;67;79
31.03.2020;15:00;75;67;77
31.03.2020;16:00;72;66;74
31.03.2020;17:00;67;65;69
31.03.2020;18:00;77;69;79
31.03.2020;19:00;103;76;105
31.03.2020;20:00;111;78;113
31.03.2020;21:00;110;78;112
31.03.2020;22:00;107;74;109
31.03.2020;23:00;107;75;112
01.04.2020;00:00;105;75;108
01.04.2020;01:00;88;70;90
01.04.2020;02:00;86;69;88
01.04.2020;03:00;92;71;94
01.04.2020;04:00;83;69;84
01.04.2020;05:00;101;79;103
01.04.2020;06:00;107;88;108
01.04.2020;07:00;109;95;111
01.04.2020;08:00;111;104;113
01.04.2020;09:00;111;103;112
01.04.2020;10:00;112;89;111
01.04.2020;11:00;85;74;86
01.04.2020;12:00;75;70;77
01.04.2020;13:00;72;70;74
01.04.2020;14:00;75;69;77
01.04.2020;15:00;76;67;79
01.04.2020;16:00;77;70;79
01.04.2020;17:00;77;70;79
01.04.2020;18:00;87;72;89
01.04.2020;19:00;106;78;108
01.04.2020;20:00;108;80;110
01.04.2020;21:00;107;78;109
01.04.2020;22:00;108;76;110
01.04.2020;23:00;111;78;111
02.04.2020;00:00;106;76;108
02.04.2020;01:00;102;74;104
02.04.2020;02:00;87;70;88
02.04.2020;03:00;89;69;88
02.04.2020;04:00;90;71;97
02.04.2020;05:00;87;72;99
02.04.2020;06:00;103;79;108
02.04.2020;07:00;104;86;108
02.04.2020;08:00;104;84;109
02.04.2020;09:00;95;72;98
02.04.2020;10:00;104;75;106
02.04.2020;11:00;82;70;86
02.04.2020;12:00;75;68;73
02.04.2020;13:00;70;68;70
02.04.2020;14:00;57;63;59
02.04.2020;15:00;57;62;58
02.04.2020;16:00;57;61;58
02.04.2020;17:00;57;61;58
02.04.2020;18:00;63;64;65
02.04.2020;19:00;85;71;86
02.04.2020;20:00;92;73;94
02.04.2020;21:00;89;72;91
02.04.2020;22:00;75;68;77
02.04.2020;23:00;93;75;94
03.04.2020;00:00;87;73;89
03.04.2020;01:00;60;61;61
03.04.2020;02:00;58;59;58
03.04.2020;03:00;58;59;58
03.04.2020;04:00;60;60;62
03.04.2020;05:00;68;64;70
03.04.2020;06:00;92;71;94
03.04.2020;07:00;111;79;111
03.04.2020;08:00;112;80;112
03.04.2020;09:00;107;80;108
03.04.2020;10:00;98;77;106
03.04.2020;11:00;100;77;95
03.04.2020;12:00;73;68;70
03.04.2020;13:00;67;67;69
03.04.2020;14:00;69;70;74
03.04.2020;15:00;68;69;71
03.04.2020;16:00;68;68;69
03.04.2020;17:00;87;73;88
03.04.2020;18:00;97;77;98
03.04.2020;19:00;107;82;108
03.04.2020;20:00;108;83;108
03.04.2020;21:00;96;78;98
03.04.2020;22:00;102;79;104
03.04.2020;23:00;84;74;86
04.04.2020;00:00;86;73;88
04.04.2020;01:00;92;74;94
04.04.2020;02:00;72;67;72
04.04.2020;03:00;63;62;59
04.04.2020;04:00;64;62;62
04.04.2020;05:00;71;66;73
04.04.2020;06:00;76;68;78
04.04.2020;07:00;100;74;100
04.04.2020;08:00;94;74;96
04.04.2020;09:00;77;70;80
04.04.2020;10:00;62;64;62
04.04.2020;11:00;23;43;71
04.04.2020;12:00;0;30;71
04.04.2020;13:00;0;29;65
04.04.2020;14:00;0;29;62
04.04.2020;15:00;0;29;59
04.04.2020;16:00;0;29;64
04.04.2020;17:00;0;29;65
04.04.2020;18:00;0;32;82
04.04.2020;19:00;4;37;106
04.04.2020;20:00;93;71;107
04.04.2020;21:00;102;81;107
04.04.2020;22:00;10;41;104
04.04.2020;23:00;0;37;105
05.04.2020;00:00;0;34;90
05.04.2020;01:00;0;33;79
05.04.2020;02:00;0;33;78
05.04.2020;03:00;0;14;72
05.04.2020;04:00;0;0;76
05.04.2020;05:00;0;0;50
05.04.2020;06:00;0;0;39
05.04.2020;07:00;0;0;37
05.04.2020;08:00;0;0;39
05.04.2020;09:00;0;0;39
05.04.2020;10:00;0;0;39
05.04.2020;11:00;0;0;38
05.04.2020;12:00;0;0;39
05.04.2020;13:00;0;0;32
05.04.2020;14:00;0;0;32
05.04.2020;15:00;0;0;36
05.04.2020;16:00;0;0;34
05.04.2020;17:00;0;0;37
05.04.2020;18:00;0;0;38
05.04.2020;19:00;0;0;39
05.04.2020;20:00;0;0;39
05.04.2020;21:00;0;0;39
05.04.2020;22:00;0;0;36
05.04.2020;23:00;0;0;39
06.04.2020;00:00;0;0;63
06.04.2020;01:00;0;10;62
06.04.2020;02:00;0;28;71
06.04.2020;03:00;0;31;68
06.04.2020;04:00;0;33;84
06.04.2020;05:00;0;43;106
06.04.2020;06:00;0;48;112
06.04.2020;07:00;0;48;112
06.04.2020;08:00;0;43;111
06.04.2020;09:00;0;32;89
06.04.2020;10:00;0;29;64
06.04.2020;11:00;0;31;69
06.04.2020;12:00;0;35;87
06.04.2020;13:00;0;32;69
06.04.2020;14:00;0;29;59
06.04.2020;15:00;0;29;59
06.04.2020;16:00;0;29;59
06.04.2020;17:00;0;29;60
06.04.2020;18:00;0;30;69
06.04.2020;19:00;0;38;103
06.04.2020;20:00;0;43;103
06.04.2020;21:00;0;37;103
06.04.2020;22:00;0;36;103
06.04.2020;23:00;0;36;103
07.04.2020;00:00;0;32;73
07.04.2020;01:00;0;31;70
07.04.2020;02:00;0;31;69
07.04.2020;03:00;0;31;69
07.04.2020;04:00;0;33;84
07.04.2020;05:00;0;47;102
07.04.2020;06:00;0;52;108
07.04.2020;07:00;0;49;109
07.04.2020;08:00;0;39;107
07.04.2020;09:00;0;36;103
07.04.2020;10:00;0;34;85
07.04.2020;11:00;0;34;84
07.04.2020;12:00;0;34;82
07.04.2020;13:00;0;30;64
07.04.2020;14:00;0;30;61
07.04.2020;15:00;0;30;61
07.04.2020;16:00;0;30;61
07.04.2020;17:00;12;30;65
07.04.2020;18:00;63;62;83
07.04.2020;19:00;85;76;86
07.04.2020;20:00;91;77;84
07.04.2020;21:00;84;76;80
07.04.2020;22:00;77;74;79
07.04.2020;23:00;83;75;81
08.04.2020;00:00;5;35;76
08.04.2020;01:00;0;30;63
08.04.2020;02:00;0;29;58
08.04.2020;03:00;0;29;59
08.04.2020;04:00;0;29;59
08.04.2020;05:00;0;35;86
08.04.2020;06:00;0;41;95
08.04.2020;07:00;0;41;94
08.04.2020;08:00;0;33;87
08.04.2020;09:00;0;30;76
08.04.2020;10:00;0;29;70
08.04.2020;11:00;0;29;70
08.04.2020;12:00;0;29;70
08.04.2020;13:00;0;28;64
08.04.2020;14:00;0;29;63
08.04.2020;15:00;0;30;68
08.04.2020;16:00;0;29;66
08.04.2020;17:00;0;29;64
08.04.2020;18:00;0;33;87
08.04.2020;19:00;0;35;99
08.04.2020;20:00;0;41;99
08.04.2020;21:00;0;44;100
08.04.2020;22:00;0;43;102
08.04.2020;23:00;0;37;101
09.04.2020;00:00;0;33;90
09.04.2020;01:00;0;32;86
09.04.2020;02:00;0;31;89
09.04.2020;03:00;0;30;81
09.04.2020;04:00;0;30;78
09.04.2020;05:00;0;39;96
09.04.2020;06:00;0;45;106
09.04.2020;07:00;0;42;107
09.04.2020;08:00;0;35;107
09.04.2020;09:00;0;33;99
09.04.2020;10:00;0;31;73
09.04.2020;11:00;0;28;60
09.04.2020;12:00;0;28;60
09.04.2020;13:00;0;28;60
09.04.2020;14:00;0;28;59
09.04.2020;15:00;0;28;59
09.04.2020;16:00;0;30;67
09.04.2020;17:00;0;31;69
09.04.2020;18:00;0;34;91
09.04.2020;19:00;0;37;102
09.04.2020;20:00;0;37;104
09.04.2020;21:00;0;38;104
09.04.2020;22:00;0;33;87
09.04.2020;23:00;0;32;79
10.04.2020;00:00;0;31;69
10.04.2020;01:00;0;30;65
10.04.2020;02:00;0;30;68
10.04.2020;03:00;0;30;68
10.04.2020;04:00;0;31;71
10.04.2020;05:00;0;38;89
10.04.2020;06:00;0;41;101
10.04.2020;07:00;0;36;104
10.04.2020;08:00;0;36;104
10.04.2020;09:00;0;35;90
10.04.2020;10:00;0;29;61
10.04.2020;11:00;0;28;57
10.04.2020;12:00;0;28;55
10.04.2020;13:00;0;28;55
10.04.2020;14:00;0;29;55
10.04.2020;15:00;0;28;55
10.04.2020;16:00;0;28;53
10.04.2020;17:00;0;34;81
10.04.2020;18:00;0;36;88
10.04.2020;19:00;0;37;98
10.04.2020;20:00;0;38;99
10.04.2020;21:00;0;35;86
10.04.2020;22:00;0;35;89
10.04.2020;23:00;0;34;73
11.04.2020;00:00;0;34;80
11.04.2020;01:00;0;34;80
11.04.2020;02:00;0;34;80
11.04.2020;03:00;0;34;80
11.04.2020;04:00;0;38;89
11.04.2020;05:00;0;37;89
11.04.2020;06:00;0;35;84
11.04.2020;07:00;0;34;85
11.04.2020;08:00;0;33;85
11.04.2020;09:00;0;33;70
11.04.2020;10:00;0;29;56
11.04.2020;11:00;0;29;58
11.04.2020;12:00;0;8;49
11.04.2020;13:00;0;0;39
11.04.2020;14:00;0;0;39
11.04.2020;15:00;0;0;39
11.04.2020;16:00;0;0;39
11.04.2020;17:00;0;0;39
11.04.2020;18:00;0;0;66
11.04.2020;19:00;0;0;78
11.04.2020;20:00;0;0;76
11.04.2020;21:00;0;0;78
11.04.2020;22:00;0;0;64
11.04.2020;23:00;0;0;92
12.04.2020;00:00;0;0;103
12.04.2020;01:00;0;0;86
12.04.2020;02:00;0;0;76
12.04.2020;03:00;0;0;72
12.04.2020;04:00;0;0;77
12.04.2020;05:00;0;0;91
12.04.2020;06:00;0;0;94
12.04.2020;07:00;0;0;65
12.04.2020;08:00;0;0;56
12.04.2020;09:00;0;0;45
12.04.2020;10:00;0;0;40
12.04.2020;11:00;0;0;40
12.04.2020;12:00;0;0;40
12.04.2020;13:00;0;0;40
12.04.2020;14:00;0;0;40
12.04.2020;15:00;0;0;40
12.04.2020;16:00;0;6;40
12.04.2020;17:00;0;24;62
12.04.2020;18:00;0;29;57
12.04.2020;19:00;0;28;55
12.04.2020;20:00;0;28;55
