Datum;Uhrzeit;Generation_DE Süd GT 61[MW];Generation_DE Süd DT 60[MW];Generation_DE Süd GT 62[MW]
12.04.2020;21:00;0;28;55
12.04.2020;22:00;0;28;55
12.04.2020;23:00;0;28;55
13.04.2020;00:00;0;28;55
13.04.2020;01:00;0;3;13
13.04.2020;02:00;0;0;0
13.04.2020;03:00;0;0;0
13.04.2020;04:00;0;0;0
13.04.2020;05:00;0;0;0
13.04.2020;06:00;0;0;0
13.04.2020;07:00;0;0;0
13.04.2020;08:00;0;0;0
13.04.2020;09:00;0;0;0
13.04.2020;10:00;0;0;0
13.04.2020;11:00;0;0;0
13.04.2020;12:00;0;0;0
13.04.2020;13:00;0;0;0
13.04.2020;14:00;0;0;0
13.04.2020;15:00;0;0;0
13.04.2020;16:00;0;0;0
13.04.2020;17:00;0;0;0
13.04.2020;18:00;0;0;0
13.04.2020;19:00;26;0;0
13.04.2020;20:00;40;11;0
13.04.2020;21:00;67;31;0
13.04.2020;22:00;67;30;0
13.04.2020;23:00;57;27;0
14.04.2020;00:00;63;27;0
14.04.2020;01:00;63;28;0
14.04.2020;02:00;58;27;0
14.04.2020;03:00;58;27;0
14.04.2020;04:00;58;27;0
14.04.2020;05:00;58;28;0
14.04.2020;06:00;58;29;0
14.04.2020;07:00;97;36;0
14.04.2020;08:00;111;44;0
14.04.2020;09:00;112;47;0
14.04.2020;10:00;94;36;0
14.04.2020;11:00;104;35;0
14.04.2020;12:00;92;33;0
14.04.2020;13:00;85;32;0
14.04.2020;14:00;62;28;0
14.04.2020;15:00;54;27;0
14.04.2020;16:00;56;28;0
14.04.2020;17:00;56;29;0
14.04.2020;18:00;59;30;0
14.04.2020;19:00;80;33;0
14.04.2020;20:00;98;36;0
14.04.2020;21:00;102;40;0
14.04.2020;22:00;99;36;0
14.04.2020;23:00;95;34;0
15.04.2020;00:00;77;32;0
15.04.2020;01:00;77;31;0
15.04.2020;02:00;78;31;0
15.04.2020;03:00;77;31;10
15.04.2020;04:00;73;52;53
15.04.2020;05:00;67;66;69
15.04.2020;06:00;89;72;91
15.04.2020;07:00;111;79;112
15.04.2020;08:00;111;81;112
15.04.2020;09:00;103;78;105
15.04.2020;10:00;73;69;75
15.04.2020;11:00;83;71;85
15.04.2020;12:00;65;67;67
15.04.2020;13:00;63;65;65
15.04.2020;14:00;66;68;67
15.04.2020;15:00;81;73;82
15.04.2020;16:00;64;69;65
15.04.2020;17:00;65;69;66
15.04.2020;18:00;87;76;88
15.04.2020;19:00;106;85;106
15.04.2020;20:00;107;85;106
15.04.2020;21:00;107;86;107
15.04.2020;22:00;101;83;102
15.04.2020;23:00;91;79;92
16.04.2020;00:00;62;68;61
16.04.2020;01:00;55;62;54
16.04.2020;02:00;55;62;55
16.04.2020;03:00;55;62;55
16.04.2020;04:00;60;64;62
16.04.2020;05:00;92;75;94
16.04.2020;06:00;98;77;98
16.04.2020;07:00;97;77;99
16.04.2020;08:00;92;74;94
16.04.2020;09:00;78;71;93
16.04.2020;10:00;5;37;90
16.04.2020;11:00;0;32;76
16.04.2020;12:00;0;29;58
16.04.2020;13:00;0;32;70
16.04.2020;14:00;0;30;61
16.04.2020;15:00;0;29;58
16.04.2020;16:00;0;29;58
16.04.2020;17:00;26;42;84
16.04.2020;18:00;79;73;82
16.04.2020;19:00;100;81;100
16.04.2020;20:00;102;83;102
16.04.2020;21:00;102;82;105
16.04.2020;22:00;100;81;106
16.04.2020;23:00;77;73;76
17.04.2020;00:00;57;64;57
17.04.2020;01:00;55;63;55
17.04.2020;02:00;55;63;56
17.04.2020;03:00;55;63;56
17.04.2020;04:00;55;63;56
17.04.2020;05:00;87;75;91
17.04.2020;06:00;101;79;108
17.04.2020;07:00;102;79;109
17.04.2020;08:00;106;79;99
17.04.2020;09:00;84;73;88
17.04.2020;10:00;78;56;43
17.04.2020;11:00;65;31;0
17.04.2020;12:00;62;30;0
17.04.2020;13:00;58;29;0
17.04.2020;14:00;58;29;0
17.04.2020;15:00;58;29;0
17.04.2020;16:00;79;36;16
17.04.2020;17:00;96;75;76
17.04.2020;18:00;96;79;87
17.04.2020;19:00;96;81;93
17.04.2020;20:00;96;81;91
17.04.2020;21:00;90;79;91
17.04.2020;22:00;82;76;83
17.04.2020;23:00;26;50;85
18.04.2020;00:00;0;33;70
18.04.2020;01:00;0;33;70
18.04.2020;02:00;0;33;69
18.04.2020;03:00;0;33;69
18.04.2020;04:00;0;33;69
18.04.2020;05:00;0;40;96
18.04.2020;06:00;0;46;104
18.04.2020;07:00;0;42;103
18.04.2020;08:00;0;36;100
18.04.2020;09:00;0;34;88
18.04.2020;10:00;0;33;79
18.04.2020;11:00;0;30;64
18.04.2020;12:00;0;29;59
18.04.2020;13:00;0;30;64
18.04.2020;14:00;0;32;71
18.04.2020;15:00;0;32;67
18.04.2020;16:00;0;31;61
18.04.2020;17:00;0;29;55
18.04.2020;18:00;0;34;78
18.04.2020;19:00;0;37;94
18.04.2020;20:00;0;36;87
18.04.2020;21:00;0;35;78
18.04.2020;22:00;0;32;66
18.04.2020;23:00;0;33;71
19.04.2020;00:00;0;29;60
19.04.2020;01:00;0;29;59
19.04.2020;02:00;0;29;58
19.04.2020;03:00;0;31;68
19.04.2020;04:00;0;33;81
19.04.2020;05:00;0;32;72
19.04.2020;06:00;0;31;70
19.04.2020;07:00;0;31;66
19.04.2020;08:00;0;30;60
19.04.2020;09:00;0;6;57
19.04.2020;10:00;0;0;67
19.04.2020;11:00;0;0;62
19.04.2020;12:00;0;0;64
19.04.2020;13:00;0;0;61
19.04.2020;14:00;0;0;61
19.04.2020;15:00;0;0;61
19.04.2020;16:00;0;0;54
19.04.2020;17:00;0;0;54
19.04.2020;18:00;0;13;63
19.04.2020;19:00;0;31;64
19.04.2020;20:00;0;33;67
19.04.2020;21:00;0;34;68
19.04.2020;22:00;0;29;58
19.04.2020;23:00;0;29;60
20.04.2020;00:00;0;33;81
20.04.2020;01:00;0;36;98
20.04.2020;02:00;0;36;101
20.04.2020;03:00;0;33;79
20.04.2020;04:00;12;34;91
20.04.2020;05:00;81;72;100
20.04.2020;06:00;106;79;96
20.04.2020;07:00;107;68;102
20.04.2020;08:00;107;69;107
20.04.2020;09:00;100;68;102
20.04.2020;10:00;88;62;91
20.04.2020;11:00;75;58;78
20.04.2020;12:00;64;54;58
20.04.2020;13:00;70;36;11
20.04.2020;14:00;83;33;0
20.04.2020;15:00;79;32;0
20.04.2020;16:00;77;32;0
20.04.2020;17:00;77;32;0
20.04.2020;18:00;74;32;0
20.04.2020;19:00;72;30;0
20.04.2020;20:00;90;34;0
20.04.2020;21:00;89;33;0
20.04.2020;22:00;89;33;0
20.04.2020;23:00;70;26;0
21.04.2020;00:00;63;0;0
21.04.2020;01:00;63;0;0
21.04.2020;02:00;63;0;0
21.04.2020;03:00;67;0;0
21.04.2020;04:00;73;0;0
21.04.2020;05:00;84;29;0
21.04.2020;06:00;87;51;44
21.04.2020;07:00;94;75;96
21.04.2020;08:00;89;65;91
21.04.2020;09:00;47;55;79
21.04.2020;10:00;37;53;79
21.04.2020;11:00;2;33;72
21.04.2020;12:00;0;33;69
21.04.2020;13:00;0;32;64
21.04.2020;14:00;0;30;61
21.04.2020;15:00;0;30;64
21.04.2020;16:00;0;30;63
21.04.2020;17:00;0;30;68
21.04.2020;18:00;0;32;77
21.04.2020;19:00;0;35;92
21.04.2020;20:00;0;41;95
21.04.2020;21:00;0;42;98
21.04.2020;22:00;0;42;97
21.04.2020;23:00;0;36;89
22.04.2020;00:00;0;34;74
22.04.2020;01:00;0;35;85
22.04.2020;02:00;0;33;78
22.04.2020;03:00;0;34;75
22.04.2020;04:00;5;35;78
22.04.2020;05:00;64;62;74
22.04.2020;06:00;100;81;102
22.04.2020;07:00;101;94;103
22.04.2020;08:00;106;90;110
22.04.2020;09:00;108;83;105
22.04.2020;10:00;103;67;101
22.04.2020;11:00;67;49;65
22.04.2020;12:00;7;42;83
22.04.2020;13:00;0;34;80
22.04.2020;14:00;0;34;89
22.04.2020;15:00;0;31;70
22.04.2020;16:00;0;28;59
22.04.2020;17:00;9;29;57
22.04.2020;18:00;74;61;80
22.04.2020;19:00;102;70;99
22.04.2020;20:00;103;70;99
22.04.2020;21:00;91;66;91
22.04.2020;22:00;88;62;89
22.04.2020;23:00;85;62;86
23.04.2020;00:00;78;59;79
23.04.2020;01:00;78;54;79
23.04.2020;02:00;82;54;83
23.04.2020;03:00;93;57;95
23.04.2020;04:00;103;66;100
23.04.2020;05:00;107;75;101
23.04.2020;06:00;107;74;105
23.04.2020;07:00;111;70;110
23.04.2020;08:00;102;60;103
23.04.2020;09:00;102;56;104
23.04.2020;10:00;102;59;104
23.04.2020;11:00;93;58;95
23.04.2020;12:00;68;56;72
23.04.2020;13:00;84;59;85
23.04.2020;14:00;64;55;69
23.04.2020;15:00;62;54;64
23.04.2020;16:00;59;54;62
23.04.2020;17:00;58;53;60
23.04.2020;18:00;91;65;92
23.04.2020;19:00;103;73;103
23.04.2020;20:00;104;74;104
23.04.2020;21:00;106;75;106
23.04.2020;22:00;106;74;106
23.04.2020;23:00;95;70;96
24.04.2020;00:00;65;65;65
24.04.2020;01:00;66;65;66
24.04.2020;02:00;66;65;65
24.04.2020;03:00;68;65;67
24.04.2020;04:00;66;64;65
24.04.2020;05:00;73;67;74
24.04.2020;06:00;80;69;81
24.04.2020;07:00;95;76;101
24.04.2020;08:00;99;78;106
24.04.2020;09:00;89;75;92
24.04.2020;10:00;82;73;87
24.04.2020;11:00;16;44;84
24.04.2020;12:00;0;33;83
24.04.2020;13:00;0;33;83
24.04.2020;14:00;0;33;78
24.04.2020;15:00;0;33;76
24.04.2020;16:00;0;32;70
24.04.2020;17:00;0;29;60
24.04.2020;18:00;0;29;62
24.04.2020;19:00;0;31;69
24.04.2020;20:00;0;35;84
24.04.2020;21:00;0;36;89
24.04.2020;22:00;0;33;75
24.04.2020;23:00;0;32;68
25.04.2020;00:00;0;31;62
25.04.2020;01:00;0;30;62
25.04.2020;02:00;0;30;62
25.04.2020;03:00;0;31;61
25.04.2020;04:00;0;31;61
25.04.2020;05:00;0;34;79
25.04.2020;06:00;0;34;79
25.04.2020;07:00;0;32;76
25.04.2020;08:00;0;32;73
25.04.2020;09:00;0;31;69
25.04.2020;10:00;0;34;88
25.04.2020;11:00;0;32;76
25.04.2020;12:00;0;30;66
25.04.2020;13:00;0;30;65
25.04.2020;14:00;0;30;63
25.04.2020;15:00;0;29;62
25.04.2020;16:00;0;29;61
25.04.2020;17:00;0;29;61
25.04.2020;18:00;49;53;73
25.04.2020;19:00;64;70;67
25.04.2020;20:00;94;79;90
25.04.2020;21:00;103;80;97
25.04.2020;22:00;96;78;93
25.04.2020;23:00;80;73;82
26.04.2020;00:00;74;71;75
26.04.2020;01:00;73;71;75
26.04.2020;02:00;78;72;79
26.04.2020;03:00;78;71;80
26.04.2020;04:00;93;74;94
26.04.2020;05:00;99;75;101
26.04.2020;06:00;101;68;102
26.04.2020;07:00;103;69;105
26.04.2020;08:00;99;75;100
26.04.2020;09:00;107;75;87
26.04.2020;10:00;96;77;106
26.04.2020;11:00;72;71;75
26.04.2020;12:00;69;71;71
26.04.2020;13:00;60;67;62
26.04.2020;14:00;57;64;59
26.04.2020;15:00;57;63;60
26.04.2020;16:00;58;63;60
26.04.2020;17:00;59;64;61
26.04.2020;18:00;65;66;65
26.04.2020;19:00;91;77;92
26.04.2020;20:00;98;79;100
26.04.2020;21:00;99;79;100
26.04.2020;22:00;100;79;102
26.04.2020;23:00;102;81;104
27.04.2020;00:00;102;80;104
27.04.2020;01:00;102;80;104
27.04.2020;02:00;89;75;91
27.04.2020;03:00;85;73;88
27.04.2020;04:00;77;72;80
27.04.2020;05:00;74;70;76
27.04.2020;06:00;90;74;93
27.04.2020;07:00;102;79;104
27.04.2020;08:00;87;74;88
27.04.2020;09:00;91;75;96
27.04.2020;10:00;92;76;94
27.04.2020;11:00;75;70;75
27.04.2020;12:00;68;68;70
27.04.2020;13:00;74;69;71
27.04.2020;14:00;82;70;70
27.04.2020;15:00;90;75;91
27.04.2020;16:00;78;74;90
27.04.2020;17:00;87;75;95
27.04.2020;18:00;92;77;97
27.04.2020;19:00;92;77;99
27.04.2020;20:00;93;78;100
27.04.2020;21:00;94;78;101
27.04.2020;22:00;93;77;101
27.04.2020;23:00;94;77;101
28.04.2020;00:00;91;74;83
28.04.2020;01:00;95;72;72
28.04.2020;02:00;94;71;71
28.04.2020;03:00;93;71;71
28.04.2020;04:00;93;71;71
28.04.2020;05:00;93;71;71
28.04.2020;06:00;95;74;84
28.04.2020;07:00;99;80;107
28.04.2020;08:00;100;81;103
28.04.2020;09:00;99;81;101
28.04.2020;10:00;97;80;99
28.04.2020;11:00;96;79;99
28.04.2020;12:00;87;76;89
28.04.2020;13:00;79;74;82
28.04.2020;14:00;76;72;75
28.04.2020;15:00;71;71;74
28.04.2020;16:00;81;74;87
28.04.2020;17:00;88;75;93
28.04.2020;18:00;84;73;87
28.04.2020;19:00;90;74;92
28.04.2020;20:00;99;77;102
28.04.2020;21:00;99;78;101
28.04.2020;22:00;93;75;95
28.04.2020;23:00;98;77;99
29.04.2020;00:00;98;77;99
29.04.2020;01:00;96;77;97
29.04.2020;02:00;98;78;100
29.04.2020;03:00;99;78;101
29.04.2020;04:00;100;79;101
29.04.2020;05:00;99;78;100
29.04.2020;06:00;101;79;102
29.04.2020;07:00;104;81;104
29.04.2020;08:00;104;81;104
29.04.2020;09:00;103;80;104
29.04.2020;10:00;103;79;104
29.04.2020;11:00;101;80;104
29.04.2020;12:00;100;78;98
29.04.2020;13:00;91;77;100
29.04.2020;14:00;98;75;83
29.04.2020;15:00;90;72;70
29.04.2020;16:00;68;72;95
29.04.2020;17:00;76;73;87
29.04.2020;18:00;86;71;79
29.04.2020;19:00;97;78;106
29.04.2020;20:00;97;79;107
29.04.2020;21:00;100;78;106
29.04.2020;22:00;103;78;105
29.04.2020;23:00;88;74;90
30.04.2020;00:00;72;69;74
30.04.2020;01:00;69;68;71
30.04.2020;02:00;67;67;69
30.04.2020;03:00;58;63;53
30.04.2020;04:00;64;66;64
30.04.2020;05:00;70;68;72
30.04.2020;06:00;82;71;79
30.04.2020;07:00;99;78;99
30.04.2020;08:00;96;76;99
30.04.2020;09:00;84;73;85
30.04.2020;10:00;72;70;74
30.04.2020;11:00;66;68;66
30.04.2020;12:00;57;65;57
30.04.2020;13:00;60;65;62
30.04.2020;14:00;61;67;63
30.04.2020;15:00;57;64;58
30.04.2020;16:00;57;64;59
30.04.2020;17:00;56;63;60
30.04.2020;18:00;71;69;74
30.04.2020;19:00;98;77;102
30.04.2020;20:00;93;75;97
30.04.2020;21:00;96;75;100
30.04.2020;22:00;86;73;88
30.04.2020;23:00;80;65;76
