Datum;Uhrzeit;Generation_DE KBR[MW]
18.04.2020;10:00;1.318
18.04.2020;11:00;1.320
18.04.2020;12:00;1.323
18.04.2020;13:00;1.327
18.04.2020;14:00;1.327
18.04.2020;15:00;1.327
18.04.2020;16:00;1.319
18.04.2020;17:00;1.320
18.04.2020;18:00;1.326
18.04.2020;19:00;1.326
18.04.2020;20:00;1.326
18.04.2020;21:00;1.327
18.04.2020;22:00;1.327
18.04.2020;23:00;1.327
19.04.2020;00:00;1.260
19.04.2020;01:00;1.201
19.04.2020;02:00;1.210
19.04.2020;03:00;1.219
19.04.2020;04:00;1.195
19.04.2020;05:00;1.192
19.04.2020;06:00;1.174
19.04.2020;07:00;1.114
19.04.2020;08:00;1.155
19.04.2020;09:00;1.194
19.04.2020;10:00;1.245
19.04.2020;11:00;1.240
19.04.2020;12:00;1.177
19.04.2020;13:00;1.044
19.04.2020;14:00;932
19.04.2020;15:00;849
19.04.2020;16:00;964
19.04.2020;17:00;1.204
19.04.2020;18:00;1.287
19.04.2020;19:00;1.298
19.04.2020;20:00;1.317
19.04.2020;21:00;1.287
19.04.2020;22:00;1.311
19.04.2020;23:00;1.326
20.04.2020;00:00;1.311
20.04.2020;01:00;1.301
20.04.2020;02:00;1.278
20.04.2020;03:00;1.288
20.04.2020;04:00;1.323
20.04.2020;05:00;1.326
20.04.2020;06:00;1.310
20.04.2020;07:00;1.326
20.04.2020;08:00;1.323
20.04.2020;09:00;1.307
20.04.2020;10:00;1.243
20.04.2020;11:00;1.170
20.04.2020;12:00;1.016
20.04.2020;13:00;998
20.04.2020;14:00;982
20.04.2020;15:00;964
20.04.2020;16:00;947
20.04.2020;17:00;952
20.04.2020;18:00;1.119
20.04.2020;19:00;1.277
20.04.2020;20:00;1.322
20.04.2020;21:00;1.314
20.04.2020;22:00;1.298
20.04.2020;23:00;1.222
21.04.2020;00:00;1.198
21.04.2020;01:00;1.145
21.04.2020;02:00;1.082
21.04.2020;03:00;932
21.04.2020;04:00;868
21.04.2020;05:00;956
21.04.2020;06:00;1.256
21.04.2020;07:00;1.322
21.04.2020;08:00;1.304
21.04.2020;09:00;1.174
21.04.2020;10:00;1.029
21.04.2020;11:00;938
21.04.2020;12:00;1.019
21.04.2020;13:00;978
21.04.2020;14:00;856
21.04.2020;15:00;851
21.04.2020;16:00;851
21.04.2020;17:00;1.016
21.04.2020;18:00;1.221
21.04.2020;19:00;1.224
21.04.2020;20:00;1.223
21.04.2020;21:00;1.222
21.04.2020;22:00;1.216
21.04.2020;23:00;1.204
22.04.2020;00:00;1.221
22.04.2020;01:00;1.219
22.04.2020;02:00;1.239
22.04.2020;03:00;1.261
22.04.2020;04:00;1.274
22.04.2020;05:00;1.273
22.04.2020;06:00;1.292
22.04.2020;07:00;1.319
22.04.2020;08:00;1.302
22.04.2020;09:00;1.170
22.04.2020;10:00;1.128
22.04.2020;11:00;1.131
22.04.2020;12:00;1.155
22.04.2020;13:00;1.144
22.04.2020;14:00;1.241
22.04.2020;15:00;1.280
22.04.2020;16:00;1.295
22.04.2020;17:00;1.325
22.04.2020;18:00;1.327
22.04.2020;19:00;1.326
22.04.2020;20:00;1.326
22.04.2020;21:00;1.325
22.04.2020;22:00;1.325
22.04.2020;23:00;1.326
23.04.2020;00:00;1.326
23.04.2020;01:00;1.327
23.04.2020;02:00;1.327
23.04.2020;03:00;1.327
23.04.2020;04:00;1.327
23.04.2020;05:00;1.327
23.04.2020;06:00;1.327
23.04.2020;07:00;1.326
23.04.2020;08:00;1.326
23.04.2020;09:00;1.326
23.04.2020;10:00;1.325
23.04.2020;11:00;1.323
23.04.2020;12:00;1.321
23.04.2020;13:00;1.322
23.04.2020;14:00;1.325
23.04.2020;15:00;1.325
23.04.2020;16:00;1.325
23.04.2020;17:00;1.325
23.04.2020;18:00;1.325
23.04.2020;19:00;1.324
23.04.2020;20:00;1.325
23.04.2020;21:00;1.318
23.04.2020;22:00;1.315
23.04.2020;23:00;1.321
24.04.2020;00:00;1.320
24.04.2020;01:00;1.320
24.04.2020;02:00;1.321
24.04.2020;03:00;1.320
24.04.2020;04:00;1.321
24.04.2020;05:00;1.320
24.04.2020;06:00;1.320
24.04.2020;07:00;1.320
24.04.2020;08:00;1.307
24.04.2020;09:00;1.315
24.04.2020;10:00;1.321
24.04.2020;11:00;1.321
24.04.2020;12:00;1.319
24.04.2020;13:00;1.321
24.04.2020;14:00;1.316
24.04.2020;15:00;1.318
24.04.2020;16:00;1.294
24.04.2020;17:00;1.260
24.04.2020;18:00;1.299
24.04.2020;19:00;1.317
24.04.2020;20:00;1.320
24.04.2020;21:00;1.300
24.04.2020;22:00;1.303
24.04.2020;23:00;1.308
25.04.2020;00:00;1.317
25.04.2020;01:00;1.308
25.04.2020;02:00;1.316
25.04.2020;03:00;1.316
25.04.2020;04:00;1.319
25.04.2020;05:00;1.319
25.04.2020;06:00;1.311
25.04.2020;07:00;1.319
25.04.2020;08:00;1.308
25.04.2020;09:00;1.300
25.04.2020;10:00;1.318
25.04.2020;11:00;1.319
25.04.2020;12:00;1.315
25.04.2020;13:00;1.223
25.04.2020;14:00;1.244
25.04.2020;15:00;1.320
25.04.2020;16:00;1.286
25.04.2020;17:00;1.269
25.04.2020;18:00;1.307
25.04.2020;19:00;1.314
25.04.2020;20:00;1.319
25.04.2020;21:00;1.320
25.04.2020;22:00;1.318
25.04.2020;23:00;1.317
26.04.2020;00:00;1.320
26.04.2020;01:00;1.319
26.04.2020;02:00;1.322
26.04.2020;03:00;1.326
26.04.2020;04:00;1.325
26.04.2020;05:00;1.317
26.04.2020;06:00;1.124
26.04.2020;07:00;1.264
26.04.2020;08:00;1.301
26.04.2020;09:00;1.317
26.04.2020;10:00;1.309
26.04.2020;11:00;1.317
26.04.2020;12:00;1.319
26.04.2020;13:00;1.314
26.04.2020;14:00;1.254
26.04.2020;15:00;1.274
26.04.2020;16:00;1.319
26.04.2020;17:00;1.306
26.04.2020;18:00;1.318
26.04.2020;19:00;1.319
26.04.2020;20:00;1.319
26.04.2020;21:00;1.319
26.04.2020;22:00;1.319
26.04.2020;23:00;1.318
27.04.2020;00:00;1.318
27.04.2020;01:00;1.319
27.04.2020;02:00;1.305
27.04.2020;03:00;1.320
27.04.2020;04:00;1.319
27.04.2020;05:00;1.315
27.04.2020;06:00;1.319
27.04.2020;07:00;1.318
27.04.2020;08:00;1.319
27.04.2020;09:00;1.322
27.04.2020;10:00;1.320
27.04.2020;11:00;1.319
27.04.2020;12:00;1.318
27.04.2020;13:00;1.319
27.04.2020;14:00;1.319
27.04.2020;15:00;1.319
27.04.2020;16:00;1.319
27.04.2020;17:00;1.319
27.04.2020;18:00;1.318
27.04.2020;19:00;1.319
27.04.2020;20:00;1.321
27.04.2020;21:00;1.318
27.04.2020;22:00;1.317
27.04.2020;23:00;1.317
28.04.2020;00:00;1.317
28.04.2020;01:00;1.318
28.04.2020;02:00;1.319
28.04.2020;03:00;1.319
28.04.2020;04:00;1.319
28.04.2020;05:00;1.318
28.04.2020;06:00;1.314
28.04.2020;07:00;1.318
28.04.2020;08:00;1.319
28.04.2020;09:00;1.319
28.04.2020;10:00;1.318
28.04.2020;11:00;1.319
28.04.2020;12:00;1.320
28.04.2020;13:00;1.319
28.04.2020;14:00;1.321
28.04.2020;15:00;1.319
28.04.2020;16:00;1.319
28.04.2020;17:00;1.319
28.04.2020;18:00;1.320
28.04.2020;19:00;1.320
28.04.2020;20:00;1.320
28.04.2020;21:00;1.322
28.04.2020;22:00;1.321
28.04.2020;23:00;1.320
29.04.2020;00:00;1.320
29.04.2020;01:00;1.321
29.04.2020;02:00;1.321
29.04.2020;03:00;1.322
29.04.2020;04:00;1.323
29.04.2020;05:00;1.323
29.04.2020;06:00;1.323
29.04.2020;07:00;1.323
29.04.2020;08:00;1.322
29.04.2020;09:00;1.322
29.04.2020;10:00;1.322
29.04.2020;11:00;1.322
29.04.2020;12:00;1.322
29.04.2020;13:00;1.322
29.04.2020;14:00;1.322
29.04.2020;15:00;1.323
29.04.2020;16:00;1.322
29.04.2020;17:00;1.322
29.04.2020;18:00;1.322
29.04.2020;19:00;1.322
29.04.2020;20:00;1.322
29.04.2020;21:00;1.321
29.04.2020;22:00;1.321
29.04.2020;23:00;1.321
30.04.2020;00:00;1.321
30.04.2020;01:00;1.320
30.04.2020;02:00;1.320
30.04.2020;03:00;1.320
30.04.2020;04:00;1.321
30.04.2020;05:00;1.321
30.04.2020;06:00;1.321
30.04.2020;07:00;1.321
30.04.2020;08:00;1.321
30.04.2020;09:00;1.321
30.04.2020;10:00;1.322
30.04.2020;11:00;1.321
30.04.2020;12:00;1.293
30.04.2020;13:00;1.319
30.04.2020;14:00;1.320
30.04.2020;15:00;1.321
30.04.2020;16:00;1.320
30.04.2020;17:00;1.321
30.04.2020;18:00;1.317
30.04.2020;19:00;1.321
30.04.2020;20:00;1.315
30.04.2020;21:00;1.313
30.04.2020;22:00;1.297
30.04.2020;23:00;1.253
