Datum;Uhrzeit;Generation_DE R[MW];Generation_DE Q[MW];Generation_DE P[MW];Generation_DE N[MW]
30.01.2020;19:00;537;811;489;499
30.01.2020;20:00;422;651;420;350
30.01.2020;21:00;285;531;392;204
30.01.2020;22:00;322;571;388;176
30.01.2020;23:00;285;547;387;168
31.01.2020;00:00;247;415;389;0
31.01.2020;01:00;241;291;359;0
31.01.2020;02:00;233;267;360;0
31.01.2020;03:00;230;292;361;0
31.01.2020;04:00;241;402;362;0
31.01.2020;05:00;277;539;363;0
31.01.2020;06:00;507;491;396;0
31.01.2020;07:00;577;0;485;0
31.01.2020;08:00;558;0;477;0
31.01.2020;09:00;549;0;471;0
31.01.2020;10:00;543;0;465;0
31.01.2020;11:00;526;0;458;0
31.01.2020;12:00;466;0;481;0
31.01.2020;13:00;483;0;485;0
31.01.2020;14:00;561;0;487;0
31.01.2020;15:00;561;0;491;0
31.01.2020;16:00;554;0;488;0
31.01.2020;17:00;542;0;488;0
31.01.2020;18:00;504;0;467;0
31.01.2020;19:00;546;0;490;0
31.01.2020;20:00;493;0;482;0
31.01.2020;21:00;256;0;395;0
31.01.2020;22:00;303;0;406;0
31.01.2020;23:00;232;0;388;0
01.02.2020;00:00;233;0;396;0
01.02.2020;01:00;237;0;395;0
01.02.2020;02:00;238;0;396;0
01.02.2020;03:00;227;0;396;0
01.02.2020;04:00;244;0;398;0
01.02.2020;05:00;284;0;399;0
01.02.2020;06:00;281;0;399;0
01.02.2020;07:00;283;0;397;0
01.02.2020;08:00;283;0;399;0
01.02.2020;09:00;281;0;397;0
01.02.2020;10:00;280;0;399;0
01.02.2020;11:00;284;0;398;0
01.02.2020;12:00;289;0;401;0
01.02.2020;13:00;291;0;401;0
01.02.2020;14:00;291;0;402;0
01.02.2020;15:00;290;0;402;0
01.02.2020;16:00;294;0;400;0
01.02.2020;17:00;336;0;401;0
01.02.2020;18:00;330;0;401;0
01.02.2020;19:00;294;0;400;0
01.02.2020;20:00;293;0;400;0
01.02.2020;21:00;299;0;391;0
01.02.2020;22:00;297;0;373;0
01.02.2020;23:00;299;0;367;0
02.02.2020;00:00;288;0;367;0
02.02.2020;01:00;287;0;368;0
02.02.2020;02:00;288;0;353;0
02.02.2020;03:00;289;0;346;0
02.02.2020;04:00;289;0;344;0
02.02.2020;05:00;289;0;344;0
02.02.2020;06:00;287;0;344;0
02.02.2020;07:00;293;0;345;0
02.02.2020;08:00;361;0;351;0
02.02.2020;09:00;572;0;470;0
02.02.2020;10:00;609;0;493;0
02.02.2020;11:00;610;0;491;0
02.02.2020;12:00;611;0;485;0
02.02.2020;13:00;609;0;485;0
02.02.2020;14:00;609;0;486;0
02.02.2020;15:00;610;0;483;0
02.02.2020;16:00;608;0;478;0
02.02.2020;17:00;608;0;473;0
02.02.2020;18:00;608;0;482;0
02.02.2020;19:00;609;0;478;0
02.02.2020;20:00;609;0;483;0
02.02.2020;21:00;610;0;482;0
02.02.2020;22:00;598;0;480;0
02.02.2020;23:00;459;0;454;0
03.02.2020;00:00;313;0;454;0
03.02.2020;01:00;360;0;476;0
03.02.2020;02:00;344;0;453;0
03.02.2020;03:00;303;0;452;0
03.02.2020;04:00;342;0;476;0
03.02.2020;05:00;306;0;446;7
03.02.2020;06:00;427;0;436;97
03.02.2020;07:00;550;0;458;142
03.02.2020;08:00;516;0;474;179
03.02.2020;09:00;549;0;455;182
03.02.2020;10:00;551;0;454;185
03.02.2020;11:00;553;0;455;198
03.02.2020;12:00;555;0;459;199
03.02.2020;13:00;550;0;459;193
03.02.2020;14:00;542;0;457;171
03.02.2020;15:00;538;0;463;345
03.02.2020;16:00;549;0;467;406
03.02.2020;17:00;543;0;469;479
03.02.2020;18:00;555;0;465;488
03.02.2020;19:00;549;0;467;490
03.02.2020;20:00;552;0;468;490
03.02.2020;21:00;556;0;471;492
03.02.2020;22:00;560;213;474;494
03.02.2020;23:00;563;403;477;481
04.02.2020;00:00;557;521;469;414
04.02.2020;01:00;565;551;466;396
04.02.2020;02:00;534;511;451;395
04.02.2020;03:00;400;509;389;399
04.02.2020;04:00;532;512;370;403
04.02.2020;05:00;518;520;383;402
04.02.2020;06:00;582;681;470;485
04.02.2020;07:00;577;785;473;451
04.02.2020;08:00;577;825;467;467
04.02.2020;09:00;582;790;484;427
04.02.2020;10:00;578;804;470;464
04.02.2020;11:00;577;700;471;430
04.02.2020;12:00;549;556;474;402
04.02.2020;13:00;437;517;412;400
04.02.2020;14:00;349;572;424;400
04.02.2020;15:00;530;682;469;433
04.02.2020;16:00;569;601;477;436
04.02.2020;17:00;553;633;478;428
04.02.2020;18:00;555;606;492;420
04.02.2020;19:00;571;694;481;430
04.02.2020;20:00;565;514;481;398
04.02.2020;21:00;551;509;472;396
04.02.2020;22:00;426;513;392;396
04.02.2020;23:00;313;515;378;395
05.02.2020;00:00;301;525;365;414
05.02.2020;01:00;307;524;368;413
05.02.2020;02:00;303;523;361;411
05.02.2020;03:00;297;524;381;413
05.02.2020;04:00;381;564;451;415
05.02.2020;05:00;543;732;477;493
05.02.2020;06:00;598;827;482;498
05.02.2020;07:00;588;827;483;499
05.02.2020;08:00;586;828;483;497
05.02.2020;09:00;591;824;476;496
05.02.2020;10:00;587;810;474;494
05.02.2020;11:00;584;799;473;499
05.02.2020;12:00;570;576;479;487
05.02.2020;13:00;575;765;479;476
05.02.2020;14:00;581;798;472;482
05.02.2020;15:00;589;813;486;487
05.02.2020;16:00;568;832;479;500
05.02.2020;17:00;561;814;471;493
05.02.2020;18:00;557;832;467;492
05.02.2020;19:00;553;831;470;497
05.02.2020;20:00;550;820;467;498
05.02.2020;21:00;555;826;470;499
05.02.2020;22:00;552;833;471;498
05.02.2020;23:00;562;828;481;499
06.02.2020;00:00;559;822;482;496
06.02.2020;01:00;562;595;479;404
06.02.2020;02:00;563;508;471;398
06.02.2020;03:00;565;511;470;397
06.02.2020;04:00;564;583;474;400
06.02.2020;05:00;560;827;475;490
06.02.2020;06:00;585;825;485;495
06.02.2020;07:00;586;824;483;495
06.02.2020;08:00;585;824;478;495
06.02.2020;09:00;583;823;475;497
06.02.2020;10:00;587;829;483;498
06.02.2020;11:00;587;828;437;495
06.02.2020;12:00;590;816;422;494
06.02.2020;13:00;588;827;418;497
06.02.2020;14:00;583;793;410;481
06.02.2020;15:00;562;819;462;496
06.02.2020;16:00;566;831;467;498
06.02.2020;17:00;567;804;479;458
06.02.2020;18:00;567;822;468;499
06.02.2020;19:00;564;831;468;497
06.02.2020;20:00;568;822;471;496
06.02.2020;21:00;570;805;473;490
06.02.2020;22:00;573;813;477;494
06.02.2020;23:00;574;825;475;501
07.02.2020;00:00;553;816;464;494
07.02.2020;01:00;564;825;464;497
07.02.2020;02:00;563;826;465;501
07.02.2020;03:00;579;831;471;501
07.02.2020;04:00;576;831;471;499
07.02.2020;05:00;572;818;474;498
07.02.2020;06:00;569;822;470;496
07.02.2020;07:00;567;824;468;497
07.02.2020;08:00;570;828;470;500
07.02.2020;09:00;547;803;460;472
07.02.2020;10:00;542;811;467;488
07.02.2020;11:00;533;805;452;479
07.02.2020;12:00;559;829;465;499
07.02.2020;13:00;563;830;474;501
07.02.2020;14:00;554;823;468;497
07.02.2020;15:00;542;805;461;478
07.02.2020;16:00;564;829;472;501
07.02.2020;17:00;560;823;473;495
07.02.2020;18:00;572;829;474;500
07.02.2020;19:00;564;830;474;502
07.02.2020;20:00;558;813;477;501
07.02.2020;21:00;554;806;478;501
07.02.2020;22:00;565;828;479;459
07.02.2020;23:00;559;827;470;456
08.02.2020;00:00;547;769;455;454
08.02.2020;01:00;549;551;412;396
08.02.2020;02:00;435;432;402;395
08.02.2020;03:00;368;423;409;394
08.02.2020;04:00;313;425;377;392
08.02.2020;05:00;366;431;388;394
08.02.2020;06:00;482;546;396;394
08.02.2020;07:00;578;569;420;393
08.02.2020;08:00;586;674;484;433
08.02.2020;09:00;594;687;491;457
08.02.2020;10:00;593;683;491;431
08.02.2020;11:00;590;682;489;430
08.02.2020;12:00;590;682;487;395
08.02.2020;13:00;596;702;494;396
08.02.2020;14:00;594;796;493;432
08.02.2020;15:00;597;831;492;495
08.02.2020;16:00;592;829;490;501
08.02.2020;17:00;585;824;490;487
08.02.2020;18:00;592;829;493;498
08.02.2020;19:00;582;822;495;481
08.02.2020;20:00;585;826;494;495
08.02.2020;21:00;595;827;495;498
08.02.2020;22:00;595;832;493;501
08.02.2020;23:00;516;802;463;414
09.02.2020;00:00;375;664;423;339
09.02.2020;01:00;369;0;426;192
09.02.2020;02:00;372;0;430;189
09.02.2020;03:00;342;0;411;185
09.02.2020;04:00;295;0;392;166
09.02.2020;05:00;309;0;392;22
09.02.2020;06:00;307;0;391;22
09.02.2020;07:00;294;0;389;22
09.02.2020;08:00;281;0;389;22
09.02.2020;09:00;279;0;390;22
09.02.2020;10:00;279;0;391;22
09.02.2020;11:00;281;0;392;22
09.02.2020;12:00;280;0;390;22
09.02.2020;13:00;293;0;391;22
09.02.2020;14:00;300;0;384;22
09.02.2020;15:00;312;0;385;22
09.02.2020;16:00;306;0;382;22
09.02.2020;17:00;304;0;382;22
09.02.2020;18:00;293;0;383;22
09.02.2020;19:00;293;0;382;22
09.02.2020;20:00;308;0;383;22
09.02.2020;21:00;322;0;384;22
09.02.2020;22:00;324;0;388;22
09.02.2020;23:00;306;0;387;22
10.02.2020;00:00;314;0;387;22
10.02.2020;01:00;292;0;390;22
10.02.2020;02:00;303;0;392;22
10.02.2020;03:00;290;0;388;22
10.02.2020;04:00;289;0;388;22
10.02.2020;05:00;292;0;389;22
10.02.2020;06:00;311;0;383;22
10.02.2020;07:00;413;0;428;22
10.02.2020;08:00;496;0;469;22
10.02.2020;09:00;464;0;464;22
10.02.2020;10:00;378;0;422;22
10.02.2020;11:00;435;0;423;22
10.02.2020;12:00;350;0;391;22
10.02.2020;13:00;281;0;389;22
10.02.2020;14:00;332;0;416;15
10.02.2020;15:00;410;0;418;0
10.02.2020;16:00;376;0;400;0
10.02.2020;17:00;424;0;391;0
10.02.2020;18:00;405;0;409;0
10.02.2020;19:00;398;0;410;0
10.02.2020;20:00;305;0;373;0
10.02.2020;21:00;288;0;373;0
10.02.2020;22:00;276;0;369;0
10.02.2020;23:00;253;0;377;0
11.02.2020;00:00;253;0;373;0
11.02.2020;01:00;298;0;373;0
11.02.2020;02:00;282;0;373;0
11.02.2020;03:00;266;0;368;0
11.02.2020;04:00;266;0;370;0
11.02.2020;05:00;266;0;386;0
11.02.2020;06:00;290;0;387;0
11.02.2020;07:00;400;0;446;0
11.02.2020;08:00;461;0;441;0
11.02.2020;09:00;300;0;397;0
11.02.2020;10:00;369;0;416;0
11.02.2020;11:00;395;0;436;0
11.02.2020;12:00;394;0;426;0
11.02.2020;13:00;288;0;378;0
11.02.2020;14:00;286;0;367;0
11.02.2020;15:00;280;0;373;0
11.02.2020;16:00;272;0;388;0
11.02.2020;17:00;283;0;375;0
11.02.2020;18:00;263;0;377;0
11.02.2020;19:00;259;0;375;0
11.02.2020;20:00;261;0;372;0
11.02.2020;21:00;257;0;372;0
11.02.2020;22:00;267;0;370;0
11.02.2020;23:00;251;0;378;0
12.02.2020;00:00;265;0;376;0
12.02.2020;01:00;254;0;375;0
12.02.2020;02:00;261;0;368;0
12.02.2020;03:00;261;0;370;0
12.02.2020;04:00;250;0;419;0
12.02.2020;05:00;276;0;417;0
12.02.2020;06:00;356;0;424;0
12.02.2020;07:00;501;0;462;0
12.02.2020;08:00;532;0;470;0
12.02.2020;09:00;443;0;433;0
12.02.2020;10:00;366;0;422;0
12.02.2020;11:00;266;0;420;0
12.02.2020;12:00;278;0;412;0
12.02.2020;13:00;256;0;418;0
12.02.2020;14:00;270;0;410;0
12.02.2020;15:00;465;77;424;0
12.02.2020;16:00;524;366;449;0
12.02.2020;17:00;509;496;429;0
12.02.2020;18:00;515;543;408;0
12.02.2020;19:00;559;552;426;0
12.02.2020;20:00;553;610;449;0
12.02.2020;21:00;559;705;420;0
12.02.2020;22:00;528;693;450;0
12.02.2020;23:00;524;517;419;11
13.02.2020;00:00;475;552;448;91
13.02.2020;01:00;473;567;461;156
13.02.2020;02:00;416;569;443;166
13.02.2020;03:00;404;562;437;169
13.02.2020;04:00;439;606;449;192
13.02.2020;05:00;525;642;448;193
13.02.2020;06:00;591;818;471;182
13.02.2020;07:00;588;824;476;184
13.02.2020;08:00;594;816;459;424
13.02.2020;09:00;598;828;486;462
13.02.2020;10:00;598;827;473;472
13.02.2020;11:00;587;827;475;463
13.02.2020;12:00;584;827;472;462
13.02.2020;13:00;588;832;475;462
13.02.2020;14:00;583;832;471;462
13.02.2020;15:00;581;829;466;461
13.02.2020;16:00;580;831;464;460
13.02.2020;17:00;573;831;464;460
13.02.2020;18:00;553;831;469;498
13.02.2020;19:00;546;829;466;471
13.02.2020;20:00;363;830;472;461
13.02.2020;21:00;373;830;470;463
13.02.2020;22:00;327;830;465;475
13.02.2020;23:00;318;830;467;477
14.02.2020;00:00;267;823;468;500
14.02.2020;01:00;264;798;460;499
14.02.2020;02:00;240;805;457;496
14.02.2020;03:00;236;830;468;486
14.02.2020;04:00;335;817;467;477
14.02.2020;05:00;536;801;454;472
14.02.2020;06:00;585;815;457;471
14.02.2020;07:00;589;826;463;473
14.02.2020;08:00;586;831;475;482
14.02.2020;09:00;585;830;478;493
14.02.2020;10:00;588;830;471;499
14.02.2020;11:00;593;830;474;497
14.02.2020;12:00;589;822;474;469
14.02.2020;13:00;586;824;475;472
14.02.2020;14:00;561;826;473;471
14.02.2020;15:00;562;827;473;473
14.02.2020;16:00;561;802;473;474
14.02.2020;17:00;562;829;473;477
14.02.2020;18:00;551;830;470;499
14.02.2020;19:00;539;789;466;472
14.02.2020;20:00;556;829;467;480
14.02.2020;21:00;570;831;472;472
14.02.2020;22:00;568;817;471;462
14.02.2020;23:00;565;822;470;396
15.02.2020;00:00;570;763;470;220
15.02.2020;01:00;568;540;472;176
15.02.2020;02:00;557;69;470;174
15.02.2020;03:00;551;0;468;2
15.02.2020;04:00;412;0;418;0
15.02.2020;05:00;460;0;447;0
15.02.2020;06:00;363;0;435;0
15.02.2020;07:00;291;0;393;0
15.02.2020;08:00;495;0;471;0
15.02.2020;09:00;588;0;487;0
15.02.2020;10:00;497;0;443;0
15.02.2020;11:00;327;0;388;0
15.02.2020;12:00;281;0;388;0
15.02.2020;13:00;283;0;386;0
15.02.2020;14:00;278;0;384;0
15.02.2020;15:00;279;0;384;0
15.02.2020;16:00;318;0;383;0
15.02.2020;17:00;432;0;440;0
15.02.2020;18:00;420;0;463;0
15.02.2020;19:00;324;0;385;0
15.02.2020;20:00;283;0;362;0
15.02.2020;21:00;289;0;365;0
15.02.2020;22:00;288;0;365;0
15.02.2020;23:00;289;0;362;0
16.02.2020;00:00;290;0;359;0
16.02.2020;01:00;291;0;360;0
16.02.2020;02:00;289;0;361;0
16.02.2020;03:00;289;0;364;0
16.02.2020;04:00;294;0;364;0
16.02.2020;05:00;289;0;362;0
16.02.2020;06:00;287;0;364;0
16.02.2020;07:00;287;0;362;0
16.02.2020;08:00;287;0;364;0
16.02.2020;09:00;288;0;362;0
16.02.2020;10:00;289;0;363;0
16.02.2020;11:00;290;0;365;0
16.02.2020;12:00;291;0;364;0
16.02.2020;13:00;291;0;364;0
16.02.2020;14:00;290;0;364;0
16.02.2020;15:00;290;0;363;0
16.02.2020;16:00;289;0;363;0
16.02.2020;17:00;290;0;364;0
16.02.2020;18:00;289;0;364;0
16.02.2020;19:00;291;0;369;0
16.02.2020;20:00;291;0;366;0
16.02.2020;21:00;291;0;368;0
16.02.2020;22:00;289;0;367;0
16.02.2020;23:00;290;0;364;0
17.02.2020;00:00;289;0;368;0
17.02.2020;01:00;291;0;369;0
17.02.2020;02:00;291;0;365;0
17.02.2020;03:00;292;0;364;0
17.02.2020;04:00;292;0;363;0
17.02.2020;05:00;288;0;362;0
17.02.2020;06:00;345;0;384;0
17.02.2020;07:00;553;0;477;0
17.02.2020;08:00;555;0;484;0
17.02.2020;09:00;559;0;484;0
17.02.2020;10:00;551;0;483;0
17.02.2020;11:00;555;0;484;0
17.02.2020;12:00;556;0;485;0
17.02.2020;13:00;560;0;488;0
17.02.2020;14:00;558;0;485;0
17.02.2020;15:00;554;0;484;0
17.02.2020;16:00;549;0;483;0
17.02.2020;17:00;530;0;449;0
17.02.2020;18:00;552;0;470;0
17.02.2020;19:00;544;0;461;0
17.02.2020;20:00;549;0;459;0
17.02.2020;21:00;529;0;423;0
17.02.2020;22:00;419;0;384;0
17.02.2020;23:00;363;0;364;0
18.02.2020;00:00;358;0;358;0
18.02.2020;01:00;347;0;402;0
18.02.2020;02:00;273;0;364;0
18.02.2020;03:00;272;0;369;0
18.02.2020;04:00;271;0;370;0
18.02.2020;05:00;377;0;369;0
18.02.2020;06:00;576;0;418;0
18.02.2020;07:00;587;0;464;0
18.02.2020;08:00;591;0;473;0
18.02.2020;09:00;570;0;458;0
18.02.2020;10:00;303;0;374;0
18.02.2020;11:00;325;0;387;0
18.02.2020;12:00;377;0;370;0
18.02.2020;13:00;278;0;373;0
18.02.2020;14:00;315;0;374;0
18.02.2020;15:00;570;0;372;0
18.02.2020;16:00;574;0;465;0
18.02.2020;17:00;584;0;475;0
18.02.2020;18:00;583;0;474;0
18.02.2020;19:00;571;0;478;0
18.02.2020;20:00;553;0;464;0
18.02.2020;21:00;555;0;469;0
18.02.2020;22:00;444;0;443;0
18.02.2020;23:00;344;0;444;0
19.02.2020;00:00;333;0;378;0
19.02.2020;01:00;350;0;373;0
19.02.2020;02:00;257;0;369;0
19.02.2020;03:00;265;0;369;0
19.02.2020;04:00;304;0;373;0
19.02.2020;05:00;545;0;458;0
19.02.2020;06:00;570;0;482;0
19.02.2020;07:00;581;0;487;0
19.02.2020;08:00;590;0;476;0
19.02.2020;09:00;584;0;479;0
19.02.2020;10:00;572;0;469;0
19.02.2020;11:00;582;0;472;0
19.02.2020;12:00;536;0;450;0
19.02.2020;13:00;553;0;468;0
19.02.2020;14:00;403;0;409;0
19.02.2020;15:00;559;0;464;0
19.02.2020;16:00;577;0;478;0
19.02.2020;17:00;572;0;467;0
19.02.2020;18:00;585;0;471;0
19.02.2020;19:00;582;0;462;0
19.02.2020;20:00;579;0;459;0
19.02.2020;21:00;581;0;468;0
19.02.2020;22:00;577;0;478;0
19.02.2020;23:00;571;0;463;0
20.02.2020;00:00;570;0;465;0
20.02.2020;01:00;542;0;452;0
20.02.2020;02:00;549;0;464;0
20.02.2020;03:00;557;0;472;0
20.02.2020;04:00;539;0;470;0
20.02.2020;05:00;543;0;476;0
20.02.2020;06:00;584;0;465;0
20.02.2020;07:00;586;0;467;0
20.02.2020;08:00;586;0;483;0
20.02.2020;09:00;582;0;481;0
20.02.2020;10:00;581;0;471;0
20.02.2020;11:00;558;0;476;0
20.02.2020;12:00;586;0;474;0
20.02.2020;13:00;574;0;472;0
20.02.2020;14:00;575;0;469;0
20.02.2020;15:00;546;0;461;0
20.02.2020;16:00;463;0;452;0
20.02.2020;17:00;476;0;467;0
20.02.2020;18:00;516;0;466;0
20.02.2020;19:00;555;0;467;0
20.02.2020;20:00;446;0;412;0
20.02.2020;21:00;298;0;365;0
20.02.2020;22:00;396;0;389;0
20.02.2020;23:00;390;0;376;0
21.02.2020;00:00;308;0;369;0
21.02.2020;01:00;231;0;375;0
21.02.2020;02:00;251;0;372;0
21.02.2020;03:00;261;0;369;0
21.02.2020;04:00;352;0;378;0
21.02.2020;05:00;425;0;428;0
21.02.2020;06:00;504;0;487;0
21.02.2020;07:00;346;0;397;0
21.02.2020;08:00;191;0;414;0
21.02.2020;09:00;159;0;458;0
21.02.2020;10:00;164;0;449;0
21.02.2020;11:00;186;0;417;0
21.02.2020;12:00;263;0;381;0
21.02.2020;13:00;362;0;380;0
21.02.2020;14:00;403;0;371;0
21.02.2020;15:00;507;0;367;0
21.02.2020;16:00;527;0;408;0
21.02.2020;17:00;531;0;466;0
21.02.2020;18:00;582;0;473;0
21.02.2020;19:00;582;0;470;0
21.02.2020;20:00;578;0;460;0
21.02.2020;21:00;574;0;443;0
21.02.2020;22:00;458;0;412;0
21.02.2020;23:00;282;0;368;0
22.02.2020;00:00;284;0;371;0
22.02.2020;01:00;299;0;373;0
22.02.2020;02:00;178;0;366;0
22.02.2020;03:00;161;0;368;0
22.02.2020;04:00;163;0;390;0
22.02.2020;05:00;195;0;394;0
22.02.2020;06:00;194;0;391;0
22.02.2020;07:00;197;0;390;0
22.02.2020;08:00;288;0;392;0
22.02.2020;09:00;315;0;393;0
22.02.2020;10:00;208;0;393;0
22.02.2020;11:00;196;0;392;0
22.02.2020;12:00;197;0;392;0
22.02.2020;13:00;198;0;392;0
22.02.2020;14:00;197;0;392;0
22.02.2020;15:00;204;0;392;0
22.02.2020;16:00;316;0;404;0
22.02.2020;17:00;315;0;392;0
22.02.2020;18:00;204;0;393;0
22.02.2020;19:00;203;0;392;0
22.02.2020;20:00;203;0;392;0
22.02.2020;21:00;203;0;393;0
22.02.2020;22:00;201;0;392;0
22.02.2020;23:00;207;0;391;0
23.02.2020;00:00;312;0;393;0
23.02.2020;01:00;307;0;390;0
23.02.2020;02:00;200;0;391;0
23.02.2020;03:00;202;0;393;0
23.02.2020;04:00;203;0;392;0
23.02.2020;05:00;202;0;392;0
23.02.2020;06:00;201;0;391;0
23.02.2020;07:00;206;0;392;0
23.02.2020;08:00;307;0;392;0
23.02.2020;09:00;316;0;393;0
23.02.2020;10:00;210;0;434;0
23.02.2020;11:00;199;0;436;0
23.02.2020;12:00;198;0;436;0
23.02.2020;13:00;198;0;436;0
23.02.2020;14:00;197;0;398;0
23.02.2020;15:00;211;0;396;0
23.02.2020;16:00;323;0;394;0
23.02.2020;17:00;316;0;392;0
23.02.2020;18:00;207;0;441;0
23.02.2020;19:00;200;0;403;0
23.02.2020;20:00;198;0;395;0
23.02.2020;21:00;197;0;391;0
23.02.2020;22:00;196;0;393;0
23.02.2020;23:00;216;0;393;0
24.02.2020;00:00;324;0;395;0
24.02.2020;01:00;312;0;396;0
24.02.2020;02:00;215;0;395;0
24.02.2020;03:00;330;0;400;0
24.02.2020;04:00;374;0;421;0
24.02.2020;05:00;450;0;486;0
24.02.2020;06:00;568;0;488;0
24.02.2020;07:00;573;0;492;0
24.02.2020;08:00;570;0;491;0
24.02.2020;09:00;580;0;492;0
24.02.2020;10:00;572;0;494;0
24.02.2020;11:00;570;0;496;0
24.02.2020;12:00;568;0;497;0
24.02.2020;13:00;581;0;498;0
24.02.2020;14:00;589;0;493;0
24.02.2020;15:00;588;0;493;0
24.02.2020;16:00;588;0;484;0
24.02.2020;17:00;586;0;470;0
24.02.2020;18:00;591;0;463;0
24.02.2020;19:00;585;0;466;0
24.02.2020;20:00;544;0;468;0
24.02.2020;21:00;286;0;387;0
24.02.2020;22:00;273;0;370;0
24.02.2020;23:00;274;0;367;0
25.02.2020;00:00;304;0;371;0
25.02.2020;01:00;208;0;374;0
25.02.2020;02:00;182;0;426;0
25.02.2020;03:00;169;0;419;0
25.02.2020;04:00;198;0;417;0
25.02.2020;05:00;330;0;391;0
25.02.2020;06:00;336;0;374;0
25.02.2020;07:00;397;0;371;0
25.02.2020;08:00;404;0;371;0
25.02.2020;09:00;404;0;381;0
25.02.2020;10:00;514;0;373;0
25.02.2020;11:00;508;0;369;0
25.02.2020;12:00;555;0;377;0
25.02.2020;13:00;359;223;385;0
25.02.2020;14:00;295;352;388;0
25.02.2020;15:00;312;512;379;0
25.02.2020;16:00;453;602;402;0
25.02.2020;17:00;586;715;459;0
25.02.2020;18:00;602;826;474;0
25.02.2020;19:00;589;816;468;0
25.02.2020;20:00;585;821;460;0
25.02.2020;21:00;575;815;463;0
25.02.2020;22:00;581;814;462;0
25.02.2020;23:00;586;663;462;0
26.02.2020;00:00;580;513;460;0
26.02.2020;01:00;571;508;460;0
26.02.2020;02:00;573;509;436;0
26.02.2020;03:00;569;516;452;0
26.02.2020;04:00;574;596;461;0
26.02.2020;05:00;574;615;460;0
26.02.2020;06:00;586;796;459;0
26.02.2020;07:00;585;819;463;0
26.02.2020;08:00;597;827;474;0
26.02.2020;09:00;599;822;461;0
26.02.2020;10:00;597;820;482;0
26.02.2020;11:00;596;823;481;0
26.02.2020;12:00;586;829;472;0
26.02.2020;13:00;577;819;471;0
26.02.2020;14:00;581;812;464;0
26.02.2020;15:00;574;833;464;0
26.02.2020;16:00;575;833;469;0
26.02.2020;17:00;451;827;463;0
26.02.2020;18:00;335;830;446;0
26.02.2020;19:00;289;800;408;0
26.02.2020;20:00;191;830;429;0
26.02.2020;21:00;0;831;429;0
26.02.2020;22:00;0;830;429;0
26.02.2020;23:00;0;824;426;0
27.02.2020;00:00;0;815;405;0
27.02.2020;01:00;0;834;397;0
27.02.2020;02:00;0;833;393;0
27.02.2020;03:00;0;831;400;0
27.02.2020;04:00;0;823;400;0
27.02.2020;05:00;0;829;415;0
27.02.2020;06:00;0;825;434;0
27.02.2020;07:00;0;831;430;0
27.02.2020;08:00;0;830;435;0
27.02.2020;09:00;0;828;432;0
27.02.2020;10:00;0;828;427;0
27.02.2020;11:00;0;831;424;0
27.02.2020;12:00;0;832;422;0
27.02.2020;13:00;0;829;427;0
27.02.2020;14:00;0;830;403;0
27.02.2020;15:00;0;830;400;0
27.02.2020;16:00;0;832;403;0
27.02.2020;17:00;0;831;397;0
27.02.2020;18:00;0;832;398;0
27.02.2020;19:00;0;828;395;47
27.02.2020;20:00;0;828;406;120
27.02.2020;21:00;0;831;422;150
27.02.2020;22:00;0;832;417;153
27.02.2020;23:00;0;828;421;150
28.02.2020;00:00;0;823;416;150
28.02.2020;01:00;0;819;423;154
28.02.2020;02:00;0;737;419;159
28.02.2020;03:00;0;578;421;160
28.02.2020;04:00;0;557;421;162
28.02.2020;05:00;0;808;439;164
28.02.2020;06:00;0;826;439;166
28.02.2020;07:00;0;819;443;166
28.02.2020;08:00;0;830;443;167
28.02.2020;09:00;0;831;447;173
28.02.2020;10:00;0;818;438;186
28.02.2020;11:00;0;722;407;198
28.02.2020;12:00;0;720;403;197
28.02.2020;13:00;0;716;418;192
28.02.2020;14:00;0;766;430;193
28.02.2020;15:00;0;793;427;203
28.02.2020;16:00;0;827;441;203
28.02.2020;17:00;0;832;439;200
28.02.2020;18:00;0;807;434;202
28.02.2020;19:00;0;721;433;201
28.02.2020;20:00;0;723;430;201
28.02.2020;21:00;0;562;394;175
28.02.2020;22:00;0;552;383;177
28.02.2020;23:00;0;485;356;177
29.02.2020;00:00;0;19;397;177
29.02.2020;01:00;0;0;387;177
29.02.2020;02:00;0;0;347;176
29.02.2020;03:00;0;0;337;177
29.02.2020;04:00;0;0;336;178
29.02.2020;05:00;0;0;374;176
29.02.2020;06:00;0;0;366;178
29.02.2020;07:00;0;0;369;176
29.02.2020;08:00;0;0;383;176
29.02.2020;09:00;0;0;381;176
29.02.2020;10:00;0;0;391;174
29.02.2020;11:00;0;0;394;171
29.02.2020;12:00;0;0;370;169
29.02.2020;13:00;0;0;349;168
29.02.2020;14:00;0;0;375;169
29.02.2020;15:00;0;0;364;170
29.02.2020;16:00;0;0;354;173
29.02.2020;17:00;0;0;352;178
29.02.2020;18:00;0;0;359;170
29.02.2020;19:00;0;0;376;170
29.02.2020;20:00;0;0;380;169
29.02.2020;21:00;0;0;362;169
29.02.2020;22:00;0;0;398;171
29.02.2020;23:00;0;0;363;171
01.03.2020;00:00;0;0;357;172
01.03.2020;01:00;0;0;356;170
01.03.2020;02:00;0;0;356;172
01.03.2020;03:00;0;0;357;172
01.03.2020;04:00;0;0;358;171
01.03.2020;05:00;0;0;364;171
01.03.2020;06:00;0;0;365;171
01.03.2020;07:00;0;0;365;172
