Datum;Uhrzeit;Generation_DE GUD C 200
GT 1, GT 2, DT 1[MW]
14.02.2020;00:00;153
14.02.2020;01:00;147
14.02.2020;02:00;148
14.02.2020;03:00;142
14.02.2020;04:00;143
14.02.2020;05:00;138
14.02.2020;06:00;155
14.02.2020;07:00;155
14.02.2020;08:00;158
14.02.2020;09:00;155
14.02.2020;10:00;156
14.02.2020;11:00;154
14.02.2020;12:00;150
14.02.2020;13:00;151
14.02.2020;14:00;149
14.02.2020;15:00;150
14.02.2020;16:00;138
14.02.2020;17:00;141
14.02.2020;18:00;160
14.02.2020;19:00;159
14.02.2020;20:00;145
14.02.2020;21:00;138
14.02.2020;22:00;130
14.02.2020;23:00;130
15.02.2020;00:00;133
15.02.2020;01:00;131
15.02.2020;02:00;130
15.02.2020;03:00;130
15.02.2020;04:00;129
15.02.2020;05:00;133
15.02.2020;06:00;148
15.02.2020;07:00;146
15.02.2020;08:00;144
15.02.2020;09:00;144
15.02.2020;10:00;137
15.02.2020;11:00;128
15.02.2020;12:00;127
15.02.2020;13:00;128
15.02.2020;14:00;129
15.02.2020;15:00;129
15.02.2020;16:00;131
15.02.2020;17:00;131
15.02.2020;18:00;131
15.02.2020;19:00;129
15.02.2020;20:00;129
15.02.2020;21:00;129
15.02.2020;22:00;129
15.02.2020;23:00;129
16.02.2020;00:00;129
16.02.2020;01:00;129
16.02.2020;02:00;129
16.02.2020;03:00;129
16.02.2020;04:00;130
16.02.2020;05:00;132
16.02.2020;06:00;129
16.02.2020;07:00;129
16.02.2020;08:00;131
16.02.2020;09:00;132
16.02.2020;10:00;132
16.02.2020;11:00;129
16.02.2020;12:00;131
16.02.2020;13:00;129
16.02.2020;14:00;119
16.02.2020;15:00;130
16.02.2020;16:00;130
16.02.2020;17:00;132
16.02.2020;18:00;137
16.02.2020;19:00;131
16.02.2020;20:00;131
16.02.2020;21:00;129
16.02.2020;22:00;135
16.02.2020;23:00;134
17.02.2020;00:00;130
17.02.2020;01:00;129
17.02.2020;02:00;129
17.02.2020;03:00;129
17.02.2020;04:00;129
17.02.2020;05:00;132
17.02.2020;06:00;133
17.02.2020;07:00;148
17.02.2020;08:00;164
17.02.2020;09:00;164
17.02.2020;10:00;159
17.02.2020;11:00;152
17.02.2020;12:00;150
17.02.2020;13:00;145
17.02.2020;14:00;147
17.02.2020;15:00;148
17.02.2020;16:00;153
17.02.2020;17:00;159
17.02.2020;18:00;161
17.02.2020;19:00;160
17.02.2020;20:00;146
17.02.2020;21:00;133
17.02.2020;22:00;133
17.02.2020;23:00;145
18.02.2020;00:00;139
18.02.2020;01:00;141
18.02.2020;02:00;132
18.02.2020;03:00;138
18.02.2020;04:00;133
18.02.2020;05:00;134
18.02.2020;06:00;129
18.02.2020;07:00;164
18.02.2020;08:00;159
18.02.2020;09:00;148
18.02.2020;10:00;154
18.02.2020;11:00;166
18.02.2020;12:00;163
18.02.2020;13:00;131
18.02.2020;14:00;120
18.02.2020;15:00;119
18.02.2020;16:00;128
18.02.2020;17:00;148
18.02.2020;18:00;147
18.02.2020;19:00;149
18.02.2020;20:00;155
18.02.2020;21:00;157
18.02.2020;22:00;158
18.02.2020;23:00;154
19.02.2020;00:00;135
19.02.2020;01:00;138
19.02.2020;02:00;141
19.02.2020;03:00;130
19.02.2020;04:00;138
19.02.2020;05:00;145
19.02.2020;06:00;149
19.02.2020;07:00;147
19.02.2020;08:00;147
19.02.2020;09:00;156
19.02.2020;10:00;156
19.02.2020;11:00;157
19.02.2020;12:00;150
19.02.2020;13:00;149
19.02.2020;14:00;145
19.02.2020;15:00;147
19.02.2020;16:00;152
19.02.2020;17:00;151
19.02.2020;18:00;151
19.02.2020;19:00;153
19.02.2020;20:00;142
19.02.2020;21:00;144
19.02.2020;22:00;138
19.02.2020;23:00;126
20.02.2020;00:00;141
20.02.2020;01:00;137
20.02.2020;02:00;137
20.02.2020;03:00;137
20.02.2020;04:00;138
20.02.2020;05:00;138
20.02.2020;06:00;144
20.02.2020;07:00;131
20.02.2020;08:00;146
20.02.2020;09:00;150
20.02.2020;10:00;150
20.02.2020;11:00;148
20.02.2020;12:00;147
20.02.2020;13:00;134
20.02.2020;14:00;148
20.02.2020;15:00;126
20.02.2020;16:00;127
20.02.2020;17:00;135
20.02.2020;18:00;153
20.02.2020;19:00;154
20.02.2020;20:00;146
20.02.2020;21:00;145
20.02.2020;22:00;145
20.02.2020;23:00;149
21.02.2020;00:00;148
21.02.2020;01:00;143
21.02.2020;02:00;119
21.02.2020;03:00;135
21.02.2020;04:00;142
21.02.2020;05:00;144
21.02.2020;06:00;149
21.02.2020;07:00;152
21.02.2020;08:00;150
21.02.2020;09:00;149
21.02.2020;10:00;148
21.02.2020;11:00;143
21.02.2020;12:00;146
21.02.2020;13:00;146
21.02.2020;14:00;142
21.02.2020;15:00;143
21.02.2020;16:00;152
21.02.2020;17:00;153
21.02.2020;18:00;159
21.02.2020;19:00;160
21.02.2020;20:00;158
21.02.2020;21:00;155
21.02.2020;22:00;142
21.02.2020;23:00;123
22.02.2020;00:00;127
22.02.2020;01:00;126
22.02.2020;02:00;132
22.02.2020;03:00;135
22.02.2020;04:00;131
22.02.2020;05:00;128
22.02.2020;06:00;133
22.02.2020;07:00;129
22.02.2020;08:00;132
22.02.2020;09:00;131
22.02.2020;10:00;128
22.02.2020;11:00;126
22.02.2020;12:00;127
22.02.2020;13:00;123
22.02.2020;14:00;125
22.02.2020;15:00;124
22.02.2020;16:00;119
22.02.2020;17:00;120
22.02.2020;18:00;124
22.02.2020;19:00;121
22.02.2020;20:00;122
22.02.2020;21:00;126
22.02.2020;22:00;126
22.02.2020;23:00;128
23.02.2020;00:00;127
23.02.2020;01:00;127
23.02.2020;02:00;126
23.02.2020;03:00;127
23.02.2020;04:00;124
23.02.2020;05:00;129
23.02.2020;06:00;132
23.02.2020;07:00;127
23.02.2020;08:00;128
23.02.2020;09:00;121
23.02.2020;10:00;127
23.02.2020;11:00;129
23.02.2020;12:00;132
23.02.2020;13:00;131
23.02.2020;14:00;132
23.02.2020;15:00;130
23.02.2020;16:00;130
23.02.2020;17:00;131
23.02.2020;18:00;134
23.02.2020;19:00;130
23.02.2020;20:00;134
23.02.2020;21:00;131
23.02.2020;22:00;126
23.02.2020;23:00;129
24.02.2020;00:00;125
24.02.2020;01:00;127
24.02.2020;02:00;134
24.02.2020;03:00;127
24.02.2020;04:00;127
24.02.2020;05:00;138
24.02.2020;06:00;159
24.02.2020;07:00;162
24.02.2020;08:00;159
24.02.2020;09:00;158
24.02.2020;10:00;154
24.02.2020;11:00;152
24.02.2020;12:00;145
24.02.2020;13:00;145
24.02.2020;14:00;150
24.02.2020;15:00;145
24.02.2020;16:00;147
24.02.2020;17:00;143
24.02.2020;18:00;140
24.02.2020;19:00;146
24.02.2020;20:00;131
24.02.2020;21:00;136
24.02.2020;22:00;133
24.02.2020;23:00;129
25.02.2020;00:00;124
25.02.2020;01:00;123
25.02.2020;02:00;123
25.02.2020;03:00;119
25.02.2020;04:00;120
25.02.2020;05:00;119
25.02.2020;06:00;143
25.02.2020;07:00;141
25.02.2020;08:00;151
25.02.2020;09:00;128
25.02.2020;10:00;134
25.02.2020;11:00;134
25.02.2020;12:00;134
25.02.2020;13:00;120
25.02.2020;14:00;134
25.02.2020;15:00;134
25.02.2020;16:00;134
25.02.2020;17:00;134
25.02.2020;18:00;156
25.02.2020;19:00;159
25.02.2020;20:00;163
25.02.2020;21:00;164
25.02.2020;22:00;137
25.02.2020;23:00;134
26.02.2020;00:00;120
26.02.2020;01:00;119
26.02.2020;02:00;119
26.02.2020;03:00;119
26.02.2020;04:00;119
26.02.2020;05:00;121
26.02.2020;06:00;146
26.02.2020;07:00;143
26.02.2020;08:00;150
26.02.2020;09:00;146
26.02.2020;10:00;137
26.02.2020;11:00;137
26.02.2020;12:00;137
26.02.2020;13:00;127
26.02.2020;14:00;127
26.02.2020;15:00;129
26.02.2020;16:00;145
26.02.2020;17:00;145
26.02.2020;18:00;153
26.02.2020;19:00;161
26.02.2020;20:00;149
26.02.2020;21:00;142
26.02.2020;22:00;142
26.02.2020;23:00;142
27.02.2020;00:00;135
27.02.2020;01:00;132
27.02.2020;02:00;131
27.02.2020;03:00;132
27.02.2020;04:00;133
27.02.2020;05:00;133
27.02.2020;06:00;146
27.02.2020;07:00;144
27.02.2020;08:00;142
27.02.2020;09:00;135
27.02.2020;10:00;151
27.02.2020;11:00;152
27.02.2020;12:00;138
27.02.2020;13:00;159
27.02.2020;14:00;159
27.02.2020;15:00;149
27.02.2020;16:00;152
27.02.2020;17:00;151
27.02.2020;18:00;154
27.02.2020;19:00;157
27.02.2020;20:00;138
27.02.2020;21:00;140
27.02.2020;22:00;137
27.02.2020;23:00;134
28.02.2020;00:00;136
28.02.2020;01:00;136
28.02.2020;02:00;133
28.02.2020;03:00;134
28.02.2020;04:00;136
28.02.2020;05:00;137
28.02.2020;06:00;133
28.02.2020;07:00;156
28.02.2020;08:00;150
28.02.2020;09:00;155
28.02.2020;10:00;153
28.02.2020;11:00;153
28.02.2020;12:00;152
28.02.2020;13:00;156
28.02.2020;14:00;150
28.02.2020;15:00;148
28.02.2020;16:00;156
28.02.2020;17:00;153
28.02.2020;18:00;152
28.02.2020;19:00;152
28.02.2020;20:00;129
28.02.2020;21:00;130
28.02.2020;22:00;132
28.02.2020;23:00;125
29.02.2020;00:00;126
29.02.2020;01:00;128
29.02.2020;02:00;130
29.02.2020;03:00;131
29.02.2020;04:00;129
29.02.2020;05:00;125
29.02.2020;06:00;121
29.02.2020;07:00;140
29.02.2020;08:00;138
29.02.2020;09:00;139
29.02.2020;10:00;140
29.02.2020;11:00;138
29.02.2020;12:00;141
29.02.2020;13:00;142
29.02.2020;14:00;142
29.02.2020;15:00;136
29.02.2020;16:00;133
29.02.2020;17:00;130
29.02.2020;18:00;125
29.02.2020;19:00;129
29.02.2020;20:00;130
29.02.2020;21:00;131
29.02.2020;22:00;134
29.02.2020;23:00;129
01.03.2020;00:00;131
01.03.2020;01:00;132
01.03.2020;02:00;133
01.03.2020;03:00;134
01.03.2020;04:00;134
01.03.2020;05:00;133
01.03.2020;06:00;136
01.03.2020;07:00;132
01.03.2020;08:00;133
01.03.2020;09:00;133
01.03.2020;10:00;134
01.03.2020;11:00;134
01.03.2020;12:00;135
01.03.2020;13:00;137
01.03.2020;14:00;134
01.03.2020;15:00;132
01.03.2020;16:00;117
01.03.2020;17:00;144
01.03.2020;18:00;140
01.03.2020;19:00;142
01.03.2020;20:00;140
01.03.2020;21:00;138
01.03.2020;22:00;138
01.03.2020;23:00;136
02.03.2020;00:00;130
02.03.2020;01:00;127
02.03.2020;02:00;127
02.03.2020;03:00;126
02.03.2020;04:00;125
02.03.2020;05:00;127
02.03.2020;06:00;137
02.03.2020;07:00;133
02.03.2020;08:00;138
02.03.2020;09:00;139
02.03.2020;10:00;141
02.03.2020;11:00;143
02.03.2020;12:00;142
02.03.2020;13:00;143
02.03.2020;14:00;145
02.03.2020;15:00;146
02.03.2020;16:00;145
02.03.2020;17:00;142
02.03.2020;18:00;145
02.03.2020;19:00;153
02.03.2020;20:00;140
02.03.2020;21:00;141
02.03.2020;22:00;144
02.03.2020;23:00;144
03.03.2020;00:00;141
03.03.2020;01:00;140
03.03.2020;02:00;140
03.03.2020;03:00;139
03.03.2020;04:00;140
03.03.2020;05:00;139
03.03.2020;06:00;151
03.03.2020;07:00;155
03.03.2020;08:00;157
03.03.2020;09:00;159
03.03.2020;10:00;158
03.03.2020;11:00;157
03.03.2020;12:00;156
03.03.2020;13:00;155
03.03.2020;14:00;156
03.03.2020;15:00;155
03.03.2020;16:00;154
03.03.2020;17:00;154
03.03.2020;18:00;157
03.03.2020;19:00;157
03.03.2020;20:00;140
03.03.2020;21:00;140
03.03.2020;22:00;142
03.03.2020;23:00;140
04.03.2020;00:00;134
04.03.2020;01:00;144
04.03.2020;02:00;141
04.03.2020;03:00;140
04.03.2020;04:00;139
04.03.2020;05:00;148
04.03.2020;06:00;148
04.03.2020;07:00;146
04.03.2020;08:00;146
04.03.2020;09:00;157
04.03.2020;10:00;154
04.03.2020;11:00;160
04.03.2020;12:00;154
04.03.2020;13:00;152
04.03.2020;14:00;152
04.03.2020;15:00;153
04.03.2020;16:00;158
04.03.2020;17:00;157
04.03.2020;18:00;160
04.03.2020;19:00;160
04.03.2020;20:00;163
04.03.2020;21:00;163
04.03.2020;22:00;164
04.03.2020;23:00;165
05.03.2020;00:00;160
05.03.2020;01:00;160
05.03.2020;02:00;156
05.03.2020;03:00;154
05.03.2020;04:00;157
05.03.2020;05:00;156
05.03.2020;06:00;147
05.03.2020;07:00;148
05.03.2020;08:00;150
05.03.2020;09:00;139
05.03.2020;10:00;148
05.03.2020;11:00;152
05.03.2020;12:00;149
05.03.2020;13:00;141
05.03.2020;14:00;141
05.03.2020;15:00;143
05.03.2020;16:00;140
05.03.2020;17:00;140
05.03.2020;18:00;151
05.03.2020;19:00;151
05.03.2020;20:00;139
05.03.2020;21:00;138
05.03.2020;22:00;138
05.03.2020;23:00;139
06.03.2020;00:00;143
06.03.2020;01:00;149
06.03.2020;02:00;147
06.03.2020;03:00;147
06.03.2020;04:00;145
06.03.2020;05:00;144
06.03.2020;06:00;140
06.03.2020;07:00;142
06.03.2020;08:00;152
06.03.2020;09:00;153
06.03.2020;10:00;152
06.03.2020;11:00;146
06.03.2020;12:00;142
06.03.2020;13:00;143
06.03.2020;14:00;143
06.03.2020;15:00;141
06.03.2020;16:00;148
06.03.2020;17:00;150
06.03.2020;18:00;152
06.03.2020;19:00;150
06.03.2020;20:00;145
06.03.2020;21:00;151
06.03.2020;22:00;152
06.03.2020;23:00;143
07.03.2020;00:00;148
07.03.2020;01:00;147
07.03.2020;02:00;149
07.03.2020;03:00;148
07.03.2020;04:00;158
07.03.2020;05:00;157
07.03.2020;06:00;156
07.03.2020;07:00;157
07.03.2020;08:00;161
07.03.2020;09:00;163
07.03.2020;10:00;158
07.03.2020;11:00;156
07.03.2020;12:00;158
07.03.2020;13:00;158
07.03.2020;14:00;156
07.03.2020;15:00;154
07.03.2020;16:00;152
07.03.2020;17:00;152
07.03.2020;18:00;152
07.03.2020;19:00;153
07.03.2020;20:00;153
07.03.2020;21:00;153
07.03.2020;22:00;153
07.03.2020;23:00;154
08.03.2020;00:00;134
08.03.2020;01:00;130
08.03.2020;02:00;130
08.03.2020;03:00;132
08.03.2020;04:00;132
08.03.2020;05:00;135
08.03.2020;06:00;124
08.03.2020;07:00;123
08.03.2020;08:00;123
08.03.2020;09:00;116
08.03.2020;10:00;119
08.03.2020;11:00;121
08.03.2020;12:00;127
08.03.2020;13:00;130
08.03.2020;14:00;128
08.03.2020;15:00;131
08.03.2020;16:00;129
08.03.2020;17:00;140
08.03.2020;18:00;139
08.03.2020;19:00;139
08.03.2020;20:00;137
08.03.2020;21:00;138
08.03.2020;22:00;148
08.03.2020;23:00;148
09.03.2020;00:00;150
09.03.2020;01:00;146
09.03.2020;02:00;145
09.03.2020;03:00;143
09.03.2020;04:00;143
09.03.2020;05:00;142
09.03.2020;06:00;144
09.03.2020;07:00;140
09.03.2020;08:00;145
09.03.2020;09:00;149
09.03.2020;10:00;152
09.03.2020;11:00;140
09.03.2020;12:00;140
09.03.2020;13:00;135
09.03.2020;14:00;135
09.03.2020;15:00;137
09.03.2020;16:00;136
09.03.2020;17:00;146
09.03.2020;18:00;146
09.03.2020;19:00;145
09.03.2020;20:00;147
09.03.2020;21:00;149
09.03.2020;22:00;150
09.03.2020;23:00;138
10.03.2020;00:00;133
10.03.2020;01:00;131
10.03.2020;02:00;131
10.03.2020;03:00;119
10.03.2020;04:00;122
10.03.2020;05:00;123
10.03.2020;06:00;148
10.03.2020;07:00;145
10.03.2020;08:00;136
10.03.2020;09:00;135
10.03.2020;10:00;129
10.03.2020;11:00;130
10.03.2020;12:00;138
10.03.2020;13:00;140
10.03.2020;14:00;145
10.03.2020;15:00;137
10.03.2020;16:00;142
10.03.2020;17:00;148
10.03.2020;18:00;146
10.03.2020;19:00;147
10.03.2020;20:00;146
10.03.2020;21:00;139
10.03.2020;22:00;142
10.03.2020;23:00;142
11.03.2020;00:00;130
11.03.2020;01:00;125
11.03.2020;02:00;124
11.03.2020;03:00;125
11.03.2020;04:00;127
11.03.2020;05:00;125
11.03.2020;06:00;144
11.03.2020;07:00;146
11.03.2020;08:00;142
11.03.2020;09:00;148
11.03.2020;10:00;151
11.03.2020;11:00;151
11.03.2020;12:00;142
11.03.2020;13:00;139
11.03.2020;14:00;136
11.03.2020;15:00;132
11.03.2020;16:00;138
11.03.2020;17:00;136
11.03.2020;18:00;139
11.03.2020;19:00;141
11.03.2020;20:00;126
11.03.2020;21:00;122
11.03.2020;22:00;127
11.03.2020;23:00;131
12.03.2020;00:00;129
12.03.2020;01:00;129
12.03.2020;02:00;129
12.03.2020;03:00;128
12.03.2020;04:00;122
12.03.2020;05:00;120
12.03.2020;06:00;124
12.03.2020;07:00;125
12.03.2020;08:00;122
12.03.2020;09:00;123
12.03.2020;10:00;121
12.03.2020;11:00;123
12.03.2020;12:00;117
12.03.2020;13:00;123
12.03.2020;14:00;124
12.03.2020;15:00;122
12.03.2020;16:00;118
12.03.2020;17:00;121
12.03.2020;18:00;157
12.03.2020;19:00;156
12.03.2020;20:00;151
12.03.2020;21:00;151
12.03.2020;22:00;131
12.03.2020;23:00;133
13.03.2020;00:00;131
13.03.2020;01:00;132
13.03.2020;02:00;131
13.03.2020;03:00;129
13.03.2020;04:00;132
13.03.2020;05:00;134
13.03.2020;06:00;132
13.03.2020;07:00;131
13.03.2020;08:00;133
13.03.2020;09:00;130
13.03.2020;10:00;130
13.03.2020;11:00;132
13.03.2020;12:00;129
13.03.2020;13:00;138
13.03.2020;14:00;132
13.03.2020;15:00;127
13.03.2020;16:00;131
13.03.2020;17:00;135
13.03.2020;18:00;138
13.03.2020;19:00;154
13.03.2020;20:00;160
13.03.2020;21:00;166
13.03.2020;22:00;147
13.03.2020;23:00;144
14.03.2020;00:00;133
14.03.2020;01:00;140
14.03.2020;02:00;143
14.03.2020;03:00;145
14.03.2020;04:00;146
14.03.2020;05:00;147
14.03.2020;06:00;149
14.03.2020;07:00;150
14.03.2020;08:00;145
14.03.2020;09:00;142
14.03.2020;10:00;141
14.03.2020;11:00;144
14.03.2020;12:00;133
14.03.2020;13:00;131
14.03.2020;14:00;133
14.03.2020;15:00;132
14.03.2020;16:00;130
14.03.2020;17:00;132
14.03.2020;18:00;144
14.03.2020;19:00;132
14.03.2020;20:00;132
14.03.2020;21:00;132
14.03.2020;22:00;136
14.03.2020;23:00;137
15.03.2020;00:00;141
15.03.2020;01:00;143
15.03.2020;02:00;142
15.03.2020;03:00;142
15.03.2020;04:00;141
15.03.2020;05:00;141
15.03.2020;06:00;140
15.03.2020;07:00;138
15.03.2020;08:00;127
15.03.2020;09:00;127
15.03.2020;10:00;130
15.03.2020;11:00;131
15.03.2020;12:00;130
15.03.2020;13:00;132
15.03.2020;14:00;131
15.03.2020;15:00;133
15.03.2020;16:00;133
15.03.2020;17:00;131
15.03.2020;18:00;136
15.03.2020;19:00;138
15.03.2020;20:00;138
15.03.2020;21:00;136
15.03.2020;22:00;135
15.03.2020;23:00;135
16.03.2020;00:00;129
16.03.2020;01:00;122
16.03.2020;02:00;126
16.03.2020;03:00;130
16.03.2020;04:00;131
16.03.2020;05:00;130
16.03.2020;06:00;142
16.03.2020;07:00;138
16.03.2020;08:00;144
16.03.2020;09:00;150
16.03.2020;10:00;148
16.03.2020;11:00;134
16.03.2020;12:00;138
16.03.2020;13:00;149
16.03.2020;14:00;147
16.03.2020;15:00;139
16.03.2020;16:00;146
16.03.2020;17:00;149
16.03.2020;18:00;151
16.03.2020;19:00;152
16.03.2020;20:00;149
16.03.2020;21:00;156
16.03.2020;22:00;156
16.03.2020;23:00;155
17.03.2020;00:00;154
17.03.2020;01:00;152
17.03.2020;02:00;156
17.03.2020;03:00;149
17.03.2020;04:00;150
17.03.2020;05:00;149
17.03.2020;06:00;149
17.03.2020;07:00;144
17.03.2020;08:00;132
17.03.2020;09:00;136
17.03.2020;10:00;124
17.03.2020;11:00;123
17.03.2020;12:00;122
17.03.2020;13:00;121
17.03.2020;14:00;118
17.03.2020;15:00;122
17.03.2020;16:00;117
17.03.2020;17:00;116
17.03.2020;18:00;152
17.03.2020;19:00;152
17.03.2020;20:00;145
17.03.2020;21:00;142
17.03.2020;22:00;141
17.03.2020;23:00;142
18.03.2020;00:00;142
18.03.2020;01:00;145
18.03.2020;02:00;139
18.03.2020;03:00;137
18.03.2020;04:00;141
18.03.2020;05:00;142
18.03.2020;06:00;142
18.03.2020;07:00;139
18.03.2020;08:00;141
18.03.2020;09:00;140
18.03.2020;10:00;132
18.03.2020;11:00;134
18.03.2020;12:00;131
18.03.2020;13:00;128
18.03.2020;14:00;129
18.03.2020;15:00;125
18.03.2020;16:00;125
18.03.2020;17:00;141
18.03.2020;18:00;139
18.03.2020;19:00;138
18.03.2020;20:00;133
18.03.2020;21:00;135
18.03.2020;22:00;138
18.03.2020;23:00;122
19.03.2020;00:00;117
19.03.2020;01:00;121
19.03.2020;02:00;120
19.03.2020;03:00;120
19.03.2020;04:00;120
19.03.2020;05:00;126
19.03.2020;06:00;140
19.03.2020;07:00;152
19.03.2020;08:00;138
19.03.2020;09:00;118
19.03.2020;10:00;126
19.03.2020;11:00;123
19.03.2020;12:00;119
19.03.2020;13:00;133
19.03.2020;14:00;126
19.03.2020;15:00;128
19.03.2020;16:00;154
19.03.2020;17:00;151
19.03.2020;18:00;155
19.03.2020;19:00;156
19.03.2020;20:00;137
19.03.2020;21:00;139
19.03.2020;22:00;130
19.03.2020;23:00;136
20.03.2020;00:00;139
20.03.2020;01:00;138
20.03.2020;02:00;129
20.03.2020;03:00;141
20.03.2020;04:00;140
20.03.2020;05:00;138
20.03.2020;06:00;140
20.03.2020;07:00;140
20.03.2020;08:00;144
20.03.2020;09:00;129
20.03.2020;10:00;130
20.03.2020;11:00;133
20.03.2020;12:00;129
20.03.2020;13:00;131
20.03.2020;14:00;129
20.03.2020;15:00;124
20.03.2020;16:00;125
20.03.2020;17:00;134
20.03.2020;18:00;137
20.03.2020;19:00;130
20.03.2020;20:00;126
20.03.2020;21:00;131
20.03.2020;22:00;128
20.03.2020;23:00;129
21.03.2020;00:00;147
21.03.2020;01:00;148
21.03.2020;02:00;147
21.03.2020;03:00;147
21.03.2020;04:00;146
21.03.2020;05:00;147
21.03.2020;06:00;131
21.03.2020;07:00;124
21.03.2020;08:00;122
21.03.2020;09:00;126
21.03.2020;10:00;127
21.03.2020;11:00;123
21.03.2020;12:00;124
21.03.2020;13:00;125
21.03.2020;14:00;127
21.03.2020;15:00;127
21.03.2020;16:00;124
21.03.2020;17:00;126
21.03.2020;18:00;118
21.03.2020;19:00;120
21.03.2020;20:00;119
21.03.2020;21:00;121
21.03.2020;22:00;124
21.03.2020;23:00;123
22.03.2020;00:00;122
22.03.2020;01:00;122
22.03.2020;02:00;121
22.03.2020;03:00;123
22.03.2020;04:00;124
22.03.2020;05:00;124
22.03.2020;06:00;126
22.03.2020;07:00;132
22.03.2020;08:00;134
22.03.2020;09:00;133
22.03.2020;10:00;136
22.03.2020;11:00;136
22.03.2020;12:00;132
22.03.2020;13:00;124
22.03.2020;14:00;122
22.03.2020;15:00;120
22.03.2020;16:00;125
22.03.2020;17:00;120
22.03.2020;18:00;126
22.03.2020;19:00;124
22.03.2020;20:00;125
22.03.2020;21:00;122
22.03.2020;22:00;127
22.03.2020;23:00;125
23.03.2020;00:00;125
23.03.2020;01:00;125
23.03.2020;02:00;123
23.03.2020;03:00;124
23.03.2020;04:00;127
23.03.2020;05:00;133
23.03.2020;06:00;135
23.03.2020;07:00;130
23.03.2020;08:00;127
23.03.2020;09:00;125
23.03.2020;10:00;126
23.03.2020;11:00;128
23.03.2020;12:00;126
23.03.2020;13:00;121
23.03.2020;14:00;131
23.03.2020;15:00;130
23.03.2020;16:00;123
23.03.2020;17:00;136
23.03.2020;18:00;139
23.03.2020;19:00;148
23.03.2020;20:00;144
23.03.2020;21:00;143
23.03.2020;22:00;143
23.03.2020;23:00;123
24.03.2020;00:00;129
24.03.2020;01:00;131
24.03.2020;02:00;131
24.03.2020;03:00;130
24.03.2020;04:00;127
24.03.2020;05:00;138
24.03.2020;06:00;139
24.03.2020;07:00;133
24.03.2020;08:00;130
24.03.2020;09:00;131
24.03.2020;10:00;118
24.03.2020;11:00;118
24.03.2020;12:00;116
24.03.2020;13:00;118
24.03.2020;14:00;119
24.03.2020;15:00;121
24.03.2020;16:00;134
24.03.2020;17:00;136
24.03.2020;18:00;152
24.03.2020;19:00;155
24.03.2020;20:00;146
24.03.2020;21:00;149
24.03.2020;22:00;147
24.03.2020;23:00;146
25.03.2020;00:00;129
25.03.2020;01:00;130
25.03.2020;02:00;128
25.03.2020;03:00;133
25.03.2020;04:00;131
25.03.2020;05:00;128
25.03.2020;06:00;121
25.03.2020;07:00;120
25.03.2020;08:00;117
25.03.2020;09:00;117
25.03.2020;10:00;117
25.03.2020;11:00;118
25.03.2020;12:00;116
25.03.2020;13:00;118
25.03.2020;14:00;118
25.03.2020;15:00;120
25.03.2020;16:00;121
25.03.2020;17:00;117
25.03.2020;18:00;145
25.03.2020;19:00;145
25.03.2020;20:00;137
25.03.2020;21:00;136
25.03.2020;22:00;132
25.03.2020;23:00;133
26.03.2020;00:00;133
26.03.2020;01:00;122
26.03.2020;02:00;118
26.03.2020;03:00;119
26.03.2020;04:00;118
26.03.2020;05:00;118
26.03.2020;06:00;120
26.03.2020;07:00;127
26.03.2020;08:00;132
26.03.2020;09:00;122
26.03.2020;10:00;121
26.03.2020;11:00;120
26.03.2020;12:00;121
26.03.2020;13:00;122
26.03.2020;14:00;121
26.03.2020;15:00;120
26.03.2020;16:00;117
26.03.2020;17:00;116
26.03.2020;18:00;149
26.03.2020;19:00;149
26.03.2020;20:00;146
26.03.2020;21:00;120
26.03.2020;22:00;145
26.03.2020;23:00;147
27.03.2020;00:00;142
27.03.2020;01:00;117
27.03.2020;02:00;122
27.03.2020;03:00;120
27.03.2020;04:00;120
27.03.2020;05:00;123
27.03.2020;06:00;142
27.03.2020;07:00;139
27.03.2020;08:00;142
27.03.2020;09:00;135
27.03.2020;10:00;128
27.03.2020;11:00;127
27.03.2020;12:00;123
27.03.2020;13:00;123
27.03.2020;14:00;125
27.03.2020;15:00;127
27.03.2020;16:00;130
27.03.2020;17:00;126
27.03.2020;18:00;134
27.03.2020;19:00;124
27.03.2020;20:00;126
27.03.2020;21:00;127
27.03.2020;22:00;124
27.03.2020;23:00;127
28.03.2020;00:00;122
28.03.2020;01:00;118
28.03.2020;02:00;119
28.03.2020;03:00;132
28.03.2020;04:00;121
28.03.2020;05:00;120
28.03.2020;06:00;118
28.03.2020;07:00;121
28.03.2020;08:00;118
28.03.2020;09:00;120
28.03.2020;10:00;123
28.03.2020;11:00;122
28.03.2020;12:00;117
28.03.2020;13:00;118
28.03.2020;14:00;116
28.03.2020;15:00;116
28.03.2020;16:00;118
28.03.2020;17:00;118
28.03.2020;18:00;119
28.03.2020;19:00;120
28.03.2020;20:00;119
28.03.2020;21:00;119
28.03.2020;22:00;121
28.03.2020;23:00;122
29.03.2020;00:00;122
29.03.2020;01:00;122
29.03.2020;03:00;123
29.03.2020;04:00;126
29.03.2020;05:00;127
29.03.2020;06:00;126
29.03.2020;07:00;122
29.03.2020;08:00;120
29.03.2020;09:00;121
29.03.2020;10:00;121
29.03.2020;11:00;121
29.03.2020;12:00;121
29.03.2020;13:00;117
29.03.2020;14:00;117
29.03.2020;15:00;120
29.03.2020;16:00;124
29.03.2020;17:00;126
