Datum;Uhrzeit;Generation_DE D[MW];Generation_DE C[MW];Generation_DE H_VGT[MW];Generation_DE G_VGT[MW];Generation_DE F[MW];Generation_DE H[MW];Generation_DE G[MW];Generation_DE E[MW]
21.01.2020;17:00;-;-;200;209;320;664;667;321
21.01.2020;18:00;-;-;200;210;325;661;662;324
21.01.2020;19:00;-;-;201;210;319;663;663;321
21.01.2020;20:00;-;-;201;210;318;663;663;322
21.01.2020;21:00;-;-;201;210;320;661;664;322
21.01.2020;22:00;-;-;173;179;322;655;659;321
21.01.2020;23:00;-;-;0;0;319;626;611;322
22.01.2020;00:00;-;-;0;0;230;648;636;235
22.01.2020;01:00;-;-;0;0;203;659;652;193
22.01.2020;02:00;-;-;0;0;203;659;659;195
22.01.2020;03:00;-;-;0;0;205;661;661;196
22.01.2020;04:00;-;-;0;0;272;662;661;257
22.01.2020;05:00;-;-;0;0;322;663;660;323
22.01.2020;06:00;-;-;125;120;318;653;664;322
22.01.2020;07:00;-;-;197;203;321;657;658;323
22.01.2020;08:00;-;-;205;212;320;662;660;322
22.01.2020;09:00;-;-;204;212;319;665;660;322
22.01.2020;10:00;-;-;201;211;321;661;659;322
22.01.2020;11:00;-;-;202;211;323;665;663;322
22.01.2020;12:00;-;-;202;211;321;662;662;321
22.01.2020;13:00;-;-;202;210;320;663;660;321
22.01.2020;14:00;-;-;201;210;322;664;663;321
22.01.2020;15:00;-;-;200;209;320;663;666;321
22.01.2020;16:00;-;-;201;209;321;665;664;317
22.01.2020;17:00;-;-;201;209;320;664;667;319
22.01.2020;18:00;-;-;201;209;320;666;654;322
22.01.2020;19:00;-;-;201;209;321;663;657;321
22.01.2020;20:00;-;-;201;209;320;664;661;320
22.01.2020;21:00;-;-;200;209;321;664;663;319
22.01.2020;22:00;-;-;200;209;322;666;668;319
22.01.2020;23:00;-;-;201;209;319;667;661;319
23.01.2020;00:00;-;-;201;210;318;660;661;316
23.01.2020;01:00;-;-;201;210;319;665;665;318
23.01.2020;02:00;-;-;202;211;321;664;666;320
23.01.2020;03:00;-;-;202;211;322;663;665;321
23.01.2020;04:00;-;-;201;210;321;665;664;318
23.01.2020;05:00;-;-;200;209;320;665;663;319
23.01.2020;06:00;-;-;199;208;320;663;666;318
23.01.2020;07:00;-;-;199;208;322;668;663;319
23.01.2020;08:00;-;-;199;208;320;667;663;320
23.01.2020;09:00;-;-;200;209;319;668;664;320
23.01.2020;10:00;-;-;200;209;322;671;663;320
23.01.2020;11:00;-;-;200;209;321;670;662;318
23.01.2020;12:00;-;-;200;209;319;670;665;318
23.01.2020;13:00;-;-;200;209;322;670;665;316
23.01.2020;14:00;-;-;199;204;319;669;665;317
23.01.2020;15:00;-;-;199;208;322;668;667;317
23.01.2020;16:00;-;-;199;194;322;665;665;318
23.01.2020;17:00;-;-;199;205;323;671;668;321
23.01.2020;18:00;-;-;199;208;322;669;667;321
23.01.2020;19:00;-;-;199;208;319;669;666;319
23.01.2020;20:00;-;-;200;208;320;668;667;317
23.01.2020;21:00;-;-;200;208;322;667;664;318
23.01.2020;22:00;-;-;200;208;321;670;668;319
23.01.2020;23:00;-;-;200;208;320;668;666;320
24.01.2020;00:00;-;-;200;208;321;668;663;319
24.01.2020;01:00;-;-;200;208;321;663;665;318
24.01.2020;02:00;-;-;200;207;321;673;665;318
24.01.2020;03:00;-;-;200;208;320;670;667;317
24.01.2020;04:00;-;-;200;208;320;668;662;319
24.01.2020;05:00;-;-;200;209;320;665;663;318
24.01.2020;06:00;-;-;201;209;320;665;663;319
24.01.2020;07:00;-;-;201;209;321;666;658;317
24.01.2020;08:00;-;-;202;209;321;665;663;315
24.01.2020;09:00;-;-;202;207;322;668;663;317
24.01.2020;10:00;-;-;202;207;317;668;662;318
24.01.2020;11:00;-;-;202;207;319;667;662;317
24.01.2020;12:00;-;-;201;207;323;669;665;317
24.01.2020;13:00;-;-;200;208;322;668;662;318
24.01.2020;14:00;-;-;200;210;321;665;659;318
24.01.2020;15:00;-;-;200;208;321;668;661;318
24.01.2020;16:00;-;-;199;208;320;668;662;317
24.01.2020;17:00;-;-;200;208;323;669;660;318
24.01.2020;18:00;-;-;200;208;322;669;662;319
24.01.2020;19:00;-;-;200;206;320;670;658;319
24.01.2020;20:00;-;-;201;206;321;668;663;317
24.01.2020;21:00;-;-;200;206;321;668;662;316
24.01.2020;22:00;-;-;200;207;320;667;663;316
24.01.2020;23:00;-;-;200;207;320;669;662;317
25.01.2020;00:00;-;-;201;207;321;668;662;318
25.01.2020;01:00;-;-;200;206;321;667;664;315
25.01.2020;02:00;-;-;200;207;320;669;662;318
25.01.2020;03:00;-;-;200;207;321;671;665;317
25.01.2020;04:00;-;-;201;206;320;668;662;318
25.01.2020;05:00;-;-;201;207;319;667;664;317
25.01.2020;06:00;-;-;200;208;321;668;667;316
25.01.2020;07:00;-;-;201;205;320;667;666;317
25.01.2020;08:00;-;-;201;204;319;665;664;318
25.01.2020;09:00;-;-;201;205;322;665;669;317
25.01.2020;10:00;-;-;200;206;319;669;663;317
25.01.2020;11:00;-;-;199;207;323;665;663;317
25.01.2020;12:00;-;-;197;206;321;668;666;317
25.01.2020;13:00;-;-;198;206;320;670;665;317
25.01.2020;14:00;-;-;197;205;320;665;664;318
25.01.2020;15:00;-;-;197;205;317;669;664;317
25.01.2020;16:00;-;-;196;204;322;666;662;316
25.01.2020;17:00;-;-;195;203;323;671;667;318
25.01.2020;18:00;-;-;195;203;319;664;661;315
25.01.2020;19:00;-;-;196;204;322;667;666;317
25.01.2020;20:00;-;-;197;205;323;671;666;319
25.01.2020;21:00;-;-;197;205;320;667;664;320
25.01.2020;22:00;-;-;198;206;321;669;666;317
25.01.2020;23:00;-;-;170;170;320;664;658;316
26.01.2020;00:00;-;-;0;0;221;630;577;301
26.01.2020;01:00;-;-;0;0;127;624;323;157
26.01.2020;02:00;-;-;0;0;145;473;0;98
26.01.2020;03:00;-;-;0;0;101;286;0;94
26.01.2020;04:00;-;-;0;0;103;406;0;94
26.01.2020;05:00;-;-;0;0;103;580;0;94
26.01.2020;06:00;-;-;0;0;101;649;0;92
26.01.2020;07:00;-;-;0;0;109;652;0;99
26.01.2020;08:00;-;-;0;0;154;653;0;149
26.01.2020;09:00;-;-;0;0;159;655;0;153
26.01.2020;10:00;-;-;0;0;159;656;0;152
26.01.2020;11:00;-;-;0;0;158;656;0;152
26.01.2020;12:00;-;-;0;0;158;656;0;153
26.01.2020;13:00;-;-;0;0;158;656;0;153
26.01.2020;14:00;-;-;0;0;158;656;0;152
26.01.2020;15:00;-;-;0;0;157;655;0;151
26.01.2020;16:00;-;-;0;0;158;656;0;151
26.01.2020;17:00;-;-;0;0;157;656;0;150
26.01.2020;18:00;-;-;0;0;157;656;0;151
26.01.2020;19:00;-;-;0;0;159;656;0;152
26.01.2020;20:00;-;-;0;0;152;656;0;145
26.01.2020;21:00;-;-;0;0;105;648;0;93
26.01.2020;22:00;-;-;0;0;102;633;0;91
26.01.2020;23:00;-;-;0;0;102;565;0;93
27.01.2020;00:00;-;-;0;0;103;322;0;94
27.01.2020;01:00;-;-;0;0;104;281;0;95
27.01.2020;02:00;-;-;0;0;104;280;0;94
27.01.2020;03:00;-;-;0;0;104;280;0;95
27.01.2020;04:00;-;-;0;0;104;283;0;95
27.01.2020;05:00;-;-;0;0;102;458;0;94
27.01.2020;06:00;-;-;0;0;140;647;0;132
27.01.2020;07:00;-;-;157;0;158;644;0;152
27.01.2020;08:00;-;-;186;0;159;641;0;153
27.01.2020;09:00;-;-;187;0;161;643;0;152
27.01.2020;10:00;-;-;187;0;160;646;0;151
27.01.2020;11:00;-;-;187;0;159;651;0;152
27.01.2020;12:00;-;-;187;0;160;652;0;153
27.01.2020;13:00;-;-;187;0;161;650;0;153
27.01.2020;14:00;-;-;188;0;162;651;0;153
27.01.2020;15:00;-;-;188;0;162;655;0;154
27.01.2020;16:00;-;-;188;0;161;658;0;155
27.01.2020;17:00;-;-;188;0;160;659;0;155
27.01.2020;18:00;-;-;188;0;160;660;0;156
27.01.2020;19:00;-;-;188;0;161;656;0;157
27.01.2020;20:00;-;-;187;0;160;658;0;157
27.01.2020;21:00;-;-;162;0;159;648;0;156
27.01.2020;22:00;-;-;0;0;115;604;0;107
27.01.2020;23:00;-;-;0;0;101;515;0;90
28.01.2020;00:00;-;-;0;0;102;297;0;91
28.01.2020;01:00;-;-;0;0;102;288;0;93
28.01.2020;02:00;-;-;0;0;102;287;0;93
28.01.2020;03:00;-;-;0;0;101;290;0;90
28.01.2020;04:00;-;-;0;0;101;288;0;85
28.01.2020;05:00;-;-;0;0;100;322;0;91
28.01.2020;06:00;-;-;0;0;127;408;0;122
28.01.2020;07:00;-;-;0;0;161;641;0;157
28.01.2020;08:00;-;-;0;0;159;648;0;158
28.01.2020;09:00;-;-;0;0;160;651;0;157
28.01.2020;10:00;-;-;0;0;160;654;0;158
28.01.2020;11:00;-;-;0;0;161;654;0;156
28.01.2020;12:00;-;-;0;0;159;655;0;155
28.01.2020;13:00;-;-;0;0;160;653;0;154
28.01.2020;14:00;-;-;0;0;162;652;0;155
28.01.2020;15:00;-;-;0;0;161;639;0;155
28.01.2020;16:00;-;-;0;0;128;655;0;124
28.01.2020;17:00;-;-;0;0;100;609;0;92
28.01.2020;18:00;-;-;0;0;101;651;0;93
28.01.2020;19:00;-;-;0;0;101;651;0;92
28.01.2020;20:00;-;-;0;0;101;504;0;92
28.01.2020;21:00;-;-;0;0;101;302;0;92
28.01.2020;22:00;-;-;0;0;100;487;0;93
28.01.2020;23:00;-;-;0;0;101;653;0;93
29.01.2020;00:00;-;-;0;0;107;653;0;93
29.01.2020;01:00;-;-;0;0;101;652;0;94
29.01.2020;02:00;-;-;0;0;103;650;0;92
29.01.2020;03:00;-;-;0;0;103;652;0;92
29.01.2020;04:00;-;-;0;0;100;649;0;92
29.01.2020;05:00;-;-;0;0;102;650;0;91
29.01.2020;06:00;-;-;0;0;107;648;0;94
29.01.2020;07:00;-;-;0;0;155;650;0;148
29.01.2020;08:00;-;-;0;0;161;648;0;158
29.01.2020;09:00;-;-;0;0;161;648;0;156
29.01.2020;10:00;-;-;0;0;160;649;0;157
29.01.2020;11:00;-;-;0;0;160;652;0;156
29.01.2020;12:00;-;-;0;0;160;654;0;155
29.01.2020;13:00;-;-;0;0;160;652;0;156
29.01.2020;14:00;-;-;0;0;159;653;0;157
29.01.2020;15:00;-;-;0;0;161;650;0;157
29.01.2020;16:00;-;-;0;0;162;653;0;157
29.01.2020;17:00;-;-;0;0;160;653;0;157
29.01.2020;18:00;-;-;0;0;161;653;0;156
29.01.2020;19:00;-;-;0;0;160;655;0;155
29.01.2020;20:00;-;-;0;0;153;651;0;149
29.01.2020;21:00;-;-;0;0;102;622;0;92
29.01.2020;22:00;-;-;0;0;97;377;0;88
29.01.2020;23:00;-;-;0;0;96;305;0;86
30.01.2020;00:00;-;-;0;0;95;395;0;86
30.01.2020;01:00;-;-;0;0;95;318;0;82
30.01.2020;02:00;-;-;0;0;96;296;0;84
30.01.2020;03:00;-;-;0;0;95;300;0;83
30.01.2020;04:00;-;-;0;0;96;307;0;84
30.01.2020;05:00;-;-;0;0;94;357;0;81
30.01.2020;06:00;-;-;0;0;114;620;0;151
30.01.2020;07:00;-;-;0;0;160;656;0;304
30.01.2020;08:00;-;-;0;0;162;652;0;314
30.01.2020;09:00;-;-;0;0;161;655;0;296
30.01.2020;10:00;-;-;0;0;161;655;0;193
30.01.2020;11:00;-;-;0;0;122;619;0;178
30.01.2020;12:00;-;-;0;0;108;548;0;178
30.01.2020;13:00;-;-;0;0;102;545;0;178
30.01.2020;14:00;-;-;0;0;97;603;0;178
30.01.2020;15:00;-;-;0;0;96;653;0;177
30.01.2020;16:00;-;-;0;0;106;650;0;186
30.01.2020;17:00;-;-;0;0;159;654;0;298
30.01.2020;18:00;-;-;0;0;162;658;0;318
30.01.2020;19:00;-;-;0;0;161;564;0;318
30.01.2020;20:00;-;-;0;0;128;327;0;262
30.01.2020;21:00;-;-;0;0;95;298;0;138
30.01.2020;22:00;-;-;0;0;95;266;0;78
30.01.2020;23:00;-;-;0;0;98;247;0;80
31.01.2020;00:00;-;-;0;0;97;245;0;76
31.01.2020;01:00;-;-;0;0;94;246;0;78
31.01.2020;02:00;-;-;0;0;95;246;0;79
31.01.2020;03:00;-;-;0;0;96;247;0;79
31.01.2020;04:00;-;-;0;0;97;248;0;86
31.01.2020;05:00;-;-;0;0;99;268;0;86
31.01.2020;06:00;-;-;0;0;106;318;0;95
31.01.2020;07:00;-;-;0;0;148;575;0;147
31.01.2020;08:00;-;-;0;0;162;649;0;150
31.01.2020;09:00;-;-;0;0;162;646;0;150
31.01.2020;10:00;-;-;0;0;155;645;0;147
31.01.2020;11:00;-;-;0;0;106;564;0;100
31.01.2020;12:00;-;-;0;0;102;323;0;89
31.01.2020;13:00;-;-;0;0;100;293;0;88
31.01.2020;14:00;-;-;0;0;96;297;0;88
31.01.2020;15:00;-;-;0;0;108;464;0;101
31.01.2020;16:00;-;-;0;0;157;649;0;151
31.01.2020;17:00;-;-;0;0;161;649;0;154
31.01.2020;18:00;-;-;0;0;159;651;0;153
31.01.2020;19:00;-;-;0;0;125;588;0;115
31.01.2020;20:00;-;-;0;0;96;510;0;91
31.01.2020;21:00;-;-;0;0;96;488;0;92
31.01.2020;22:00;-;-;0;0;97;491;0;92
31.01.2020;23:00;-;-;0;0;98;489;0;88
01.02.2020;00:00;-;-;0;0;96;377;0;88
01.02.2020;01:00;-;-;0;0;97;298;0;89
01.02.2020;02:00;-;-;0;0;97;299;0;90
01.02.2020;03:00;-;-;0;0;97;296;0;90
01.02.2020;04:00;-;-;0;0;97;298;0;90
01.02.2020;05:00;-;-;0;0;98;300;0;91
01.02.2020;06:00;-;-;0;0;99;300;0;92
01.02.2020;07:00;-;-;0;0;96;296;0;89
01.02.2020;08:00;-;-;0;0;96;293;0;91
01.02.2020;09:00;-;-;0;0;96;292;0;90
01.02.2020;10:00;-;-;0;0;96;290;0;89
01.02.2020;11:00;-;-;0;0;97;290;0;90
01.02.2020;12:00;-;-;0;0;97;291;0;91
01.02.2020;13:00;-;-;0;0;97;291;0;90
01.02.2020;14:00;-;-;0;0;97;291;0;90
01.02.2020;15:00;-;-;0;0;98;291;0;91
01.02.2020;16:00;-;-;0;0;98;290;0;90
01.02.2020;17:00;-;-;0;0;97;291;0;89
01.02.2020;18:00;-;-;0;0;98;291;0;91
01.02.2020;19:00;-;-;0;0;98;290;0;90
01.02.2020;20:00;-;-;0;0;98;290;0;88
01.02.2020;21:00;-;-;0;0;97;296;0;91
01.02.2020;22:00;-;-;0;0;97;300;0;91
01.02.2020;23:00;-;-;0;0;98;300;0;90
02.02.2020;00:00;-;-;0;0;97;298;0;90
02.02.2020;01:00;-;-;0;0;96;299;0;87
02.02.2020;02:00;-;-;0;0;95;299;0;89
02.02.2020;03:00;-;-;0;0;95;298;0;89
02.02.2020;04:00;-;-;0;0;96;299;0;90
02.02.2020;05:00;-;-;0;0;99;301;0;93
02.02.2020;06:00;-;-;0;0;99;292;0;92
02.02.2020;07:00;-;-;0;0;97;290;0;89
02.02.2020;08:00;-;-;0;0;94;289;0;87
02.02.2020;09:00;-;-;0;0;96;294;0;86
02.02.2020;10:00;-;-;0;0;95;486;0;88
02.02.2020;11:00;-;-;0;0;130;615;0;127
02.02.2020;12:00;-;-;0;0;161;607;0;151
02.02.2020;13:00;-;-;0;0;160;628;0;152
02.02.2020;14:00;-;-;0;0;161;631;0;154
02.02.2020;15:00;-;-;0;0;161;634;0;152
02.02.2020;16:00;-;-;0;0;160;635;0;151
02.02.2020;17:00;-;-;0;0;160;637;0;152
02.02.2020;18:00;-;-;0;0;160;634;0;152
02.02.2020;19:00;-;-;0;0;161;636;0;151
02.02.2020;20:00;-;-;0;0;147;603;0;140
02.02.2020;21:00;-;-;0;0;101;499;0;90
02.02.2020;22:00;-;-;0;0;98;469;0;88
02.02.2020;23:00;-;-;0;0;97;334;0;88
03.02.2020;00:00;-;-;0;0;97;323;0;89
03.02.2020;01:00;-;-;0;0;98;321;0;89
03.02.2020;02:00;-;-;0;0;97;323;0;89
03.02.2020;03:00;-;-;0;0;95;322;0;87
03.02.2020;04:00;-;-;0;0;97;324;0;88
03.02.2020;05:00;-;-;0;0;96;321;0;87
03.02.2020;06:00;-;-;0;0;97;329;0;87
03.02.2020;07:00;-;-;0;0;98;465;0;87
03.02.2020;08:00;-;-;0;0;96;607;0;88
03.02.2020;09:00;-;-;0;0;95;645;0;85
03.02.2020;10:00;-;-;0;0;96;610;0;87
03.02.2020;11:00;-;-;0;0;97;633;0;92
03.02.2020;12:00;-;-;0;0;98;425;0;91
03.02.2020;13:00;-;-;0;0;97;317;0;92
03.02.2020;14:00;-;-;0;0;98;319;0;94
03.02.2020;15:00;-;-;0;0;98;472;0;94
03.02.2020;16:00;-;-;0;0;112;649;0;111
03.02.2020;17:00;-;-;0;0;154;652;0;148
03.02.2020;18:00;-;-;0;0;157;649;0;152
03.02.2020;19:00;-;-;0;0;160;650;0;153
03.02.2020;20:00;-;-;0;0;157;655;0;148
03.02.2020;21:00;-;-;0;0;112;653;0;100
03.02.2020;22:00;-;-;0;0;100;654;0;95
03.02.2020;23:00;-;-;0;0;96;512;0;95
04.02.2020;00:00;-;-;0;0;97;317;0;94
04.02.2020;01:00;-;-;0;0;97;312;0;94
04.02.2020;02:00;-;-;0;0;95;310;0;93
04.02.2020;03:00;-;-;0;0;96;313;0;94
04.02.2020;04:00;-;-;0;0;98;312;0;93
04.02.2020;05:00;-;-;0;0;97;317;0;94
04.02.2020;06:00;-;-;0;0;96;317;0;94
04.02.2020;07:00;-;-;0;0;98;482;0;94
04.02.2020;08:00;-;-;0;0;97;626;0;93
04.02.2020;09:00;-;-;0;0;97;628;0;94
04.02.2020;10:00;-;-;0;0;97;631;0;93
04.02.2020;11:00;-;-;0;0;97;554;0;93
04.02.2020;12:00;-;-;0;0;95;499;0;94
04.02.2020;13:00;-;-;0;0;96;366;0;95
04.02.2020;14:00;-;-;0;0;97;313;0;92
04.02.2020;15:00;-;-;0;0;97;404;0;92
04.02.2020;16:00;-;-;0;0;110;612;0;105
04.02.2020;17:00;-;-;0;0;156;627;0;148
04.02.2020;18:00;-;-;0;0;159;628;0;147
04.02.2020;19:00;-;-;0;0;110;627;0;104
04.02.2020;20:00;-;-;0;0;96;583;0;90
04.02.2020;21:00;-;-;0;0;97;342;0;90
04.02.2020;22:00;-;-;0;0;97;310;0;91
04.02.2020;23:00;-;-;0;0;97;309;0;91
05.02.2020;00:00;-;-;0;0;97;310;0;90
05.02.2020;01:00;-;-;0;0;97;308;0;85
05.02.2020;02:00;-;-;0;0;96;308;0;82
05.02.2020;03:00;-;-;0;0;96;308;0;85
05.02.2020;04:00;-;-;0;0;97;356;69;82
05.02.2020;05:00;-;-;0;0;97;545;231;77
05.02.2020;06:00;-;-;0;0;141;616;315;164
05.02.2020;07:00;-;-;154;0;156;641;389;277
05.02.2020;08:00;-;-;189;0;159;651;607;316
05.02.2020;09:00;-;-;196;0;158;654;654;312
05.02.2020;10:00;-;-;197;133;158;652;624;315
05.02.2020;11:00;-;-;197;196;281;664;654;318
05.02.2020;12:00;-;-;196;202;321;668;659;317
05.02.2020;13:00;-;-;196;203;306;667;657;305
05.02.2020;14:00;-;-;196;202;214;661;659;203
05.02.2020;15:00;-;-;196;203;221;663;658;190
05.02.2020;16:00;-;-;196;202;312;664;656;291
05.02.2020;17:00;-;-;197;204;301;664;662;321
05.02.2020;18:00;-;-;198;205;293;667;663;322
05.02.2020;19:00;-;-;198;205;292;663;664;321
05.02.2020;20:00;-;-;199;206;293;663;664;320
05.02.2020;21:00;-;-;170;175;292;657;654;320
05.02.2020;22:00;-;-;0;0;291;621;610;314
05.02.2020;23:00;-;-;0;0;214;642;625;211
06.02.2020;00:00;-;-;0;0;208;657;648;179
06.02.2020;01:00;-;-;0;0;236;656;527;179
06.02.2020;02:00;-;-;0;0;232;655;444;182
06.02.2020;03:00;-;-;0;0;234;567;442;179
06.02.2020;04:00;-;-;0;0;226;495;585;180
06.02.2020;05:00;-;-;0;0;221;650;660;181
06.02.2020;06:00;-;-;51;48;220;653;639;232
06.02.2020;07:00;-;-;195;203;222;661;659;321
06.02.2020;08:00;-;-;197;206;223;665;663;322
06.02.2020;09:00;-;-;197;206;223;668;665;322
06.02.2020;10:00;-;-;196;205;225;669;665;321
06.02.2020;11:00;-;-;195;204;225;667;662;321
06.02.2020;12:00;-;-;195;204;225;666;664;320
06.02.2020;13:00;-;-;195;203;224;661;667;319
06.02.2020;14:00;-;-;195;203;244;665;664;319
06.02.2020;15:00;-;-;196;204;269;663;661;319
06.02.2020;16:00;-;-;196;204;303;666;663;319
06.02.2020;17:00;-;-;196;205;320;662;663;318
06.02.2020;18:00;-;-;197;205;320;666;664;318
06.02.2020;19:00;-;-;197;206;321;664;662;319
06.02.2020;20:00;-;-;198;207;320;665;666;318
06.02.2020;21:00;-;-;199;207;321;665;666;320
06.02.2020;22:00;-;-;200;208;321;664;667;318
06.02.2020;23:00;-;-;200;209;321;666;668;318
07.02.2020;00:00;-;-;201;209;319;659;665;318
07.02.2020;01:00;-;-;202;209;320;666;665;278
07.02.2020;02:00;-;-;202;210;322;666;668;185
07.02.2020;03:00;-;-;202;210;320;663;665;177
07.02.2020;04:00;-;-;202;210;321;665;668;236
07.02.2020;05:00;-;-;202;210;320;661;665;317
07.02.2020;06:00;-;-;201;210;319;664;666;319
07.02.2020;07:00;-;-;202;211;321;664;662;317
07.02.2020;08:00;-;-;201;210;321;665;668;317
07.02.2020;09:00;-;-;200;209;322;670;668;321
07.02.2020;10:00;-;-;198;206;321;665;667;320
07.02.2020;11:00;-;-;196;205;318;664;662;315
07.02.2020;12:00;-;-;195;204;318;660;664;314
07.02.2020;13:00;-;-;178;202;322;653;664;320
07.02.2020;14:00;-;-;182;201;322;665;667;319
07.02.2020;15:00;-;-;192;200;321;671;665;318
07.02.2020;16:00;-;-;193;201;320;670;666;318
07.02.2020;17:00;-;-;194;202;319;671;666;318
07.02.2020;18:00;-;-;196;203;321;672;666;316
07.02.2020;19:00;-;-;197;176;304;666;649;321
07.02.2020;20:00;-;-;171;0;81;652;594;295
07.02.2020;21:00;-;-;0;0;0;634;506;183
07.02.2020;22:00;-;-;0;0;0;510;380;171
07.02.2020;23:00;-;-;0;0;0;337;295;170
08.02.2020;00:00;-;-;0;0;0;312;259;170
08.02.2020;01:00;-;-;0;0;0;314;63;171
08.02.2020;02:00;-;-;0;0;0;315;0;172
08.02.2020;03:00;-;-;0;0;0;314;0;173
08.02.2020;04:00;-;-;0;0;0;315;0;172
08.02.2020;05:00;-;-;0;0;0;313;0;172
08.02.2020;06:00;-;-;0;0;0;311;0;173
08.02.2020;07:00;-;-;0;0;0;315;0;175
08.02.2020;08:00;-;-;0;0;0;347;0;173
08.02.2020;09:00;-;-;0;0;0;331;0;172
08.02.2020;10:00;-;-;0;0;0;321;0;173
08.02.2020;11:00;-;-;0;0;0;364;0;174
08.02.2020;12:00;-;-;0;0;0;312;0;172
08.02.2020;13:00;-;-;0;0;0;309;0;172
08.02.2020;14:00;-;-;0;0;0;431;0;171
08.02.2020;15:00;-;-;0;0;0;610;0;204
08.02.2020;16:00;-;-;0;0;0;631;0;304
08.02.2020;17:00;-;-;0;0;0;632;0;313
08.02.2020;18:00;-;-;0;0;0;570;0;288
08.02.2020;19:00;-;-;0;0;0;523;0;176
08.02.2020;20:00;-;-;0;0;0;330;0;169
08.02.2020;21:00;-;-;0;0;0;308;0;171
08.02.2020;22:00;-;-;0;0;0;308;0;171
08.02.2020;23:00;-;-;0;0;0;307;0;171
09.02.2020;00:00;-;-;0;0;0;309;0;172
09.02.2020;01:00;-;-;0;0;0;269;0;173
09.02.2020;02:00;-;-;0;0;0;257;0;173
09.02.2020;03:00;-;-;0;0;0;258;0;171
09.02.2020;04:00;-;-;0;0;0;262;0;171
09.02.2020;05:00;-;-;0;0;0;257;0;172
09.02.2020;06:00;-;-;0;0;0;260;0;172
09.02.2020;07:00;-;-;0;0;0;260;0;173
09.02.2020;08:00;-;-;0;0;0;262;0;174
09.02.2020;09:00;-;-;0;0;0;258;0;172
09.02.2020;10:00;-;-;0;0;0;261;0;173
09.02.2020;11:00;-;-;0;0;0;262;0;173
09.02.2020;12:00;-;-;0;0;0;295;0;173
09.02.2020;13:00;-;-;0;0;0;289;0;173
09.02.2020;14:00;-;-;0;0;0;294;0;172
09.02.2020;15:00;-;-;0;0;0;289;0;172
09.02.2020;16:00;-;-;0;0;0;282;0;172
09.02.2020;17:00;-;-;0;0;0;289;0;174
09.02.2020;18:00;-;-;0;0;0;286;0;175
09.02.2020;19:00;-;-;0;0;0;290;0;174
09.02.2020;20:00;-;-;0;0;0;281;0;173
09.02.2020;21:00;-;-;0;0;0;278;0;173
09.02.2020;22:00;-;-;0;0;0;272;0;172
09.02.2020;23:00;-;-;0;0;0;288;0;171
10.02.2020;00:00;-;-;0;0;0;259;0;173
10.02.2020;01:00;-;-;0;0;0;258;0;172
10.02.2020;02:00;-;-;0;0;0;258;0;171
10.02.2020;03:00;-;-;0;0;0;257;0;171
10.02.2020;04:00;-;-;0;0;0;261;0;175
10.02.2020;05:00;-;-;0;0;0;261;0;178
10.02.2020;06:00;-;-;0;0;0;259;0;187
10.02.2020;07:00;-;-;0;0;0;259;0;193
10.02.2020;08:00;-;-;0;0;0;258;0;175
10.02.2020;09:00;-;-;0;0;0;260;0;174
10.02.2020;10:00;-;-;0;0;0;259;0;175
10.02.2020;11:00;-;-;0;0;0;260;0;176
10.02.2020;12:00;-;-;0;0;0;259;0;177
10.02.2020;13:00;-;-;0;0;0;259;0;177
10.02.2020;14:00;-;-;0;0;0;280;0;177
10.02.2020;15:00;-;-;0;0;0;295;0;175
10.02.2020;16:00;-;-;0;0;0;297;0;175
10.02.2020;17:00;-;-;0;0;0;437;0;175
10.02.2020;18:00;-;-;0;0;0;652;0;243
10.02.2020;19:00;-;-;0;0;0;656;0;313
10.02.2020;20:00;-;-;0;0;0;514;0;245
10.02.2020;21:00;-;-;0;0;0;305;0;177
10.02.2020;22:00;-;-;0;0;0;295;0;174
10.02.2020;23:00;-;-;0;0;0;290;0;175
11.02.2020;00:00;-;-;0;0;0;293;0;175
11.02.2020;01:00;-;-;0;0;0;295;0;183
11.02.2020;02:00;-;-;0;0;0;293;0;182
11.02.2020;03:00;-;-;0;0;0;336;0;176
11.02.2020;04:00;-;-;0;0;0;319;0;176
11.02.2020;05:00;-;-;0;0;0;323;0;178
11.02.2020;06:00;-;-;0;0;0;388;0;177
11.02.2020;07:00;-;-;0;0;0;388;0;177
11.02.2020;08:00;-;-;0;0;0;389;0;177
11.02.2020;09:00;-;-;0;0;0;389;0;177
11.02.2020;10:00;-;-;0;0;0;410;0;177
11.02.2020;11:00;-;-;0;0;0;434;0;177
11.02.2020;12:00;-;-;0;0;0;437;0;178
11.02.2020;13:00;-;-;0;0;0;436;0;179
11.02.2020;14:00;-;-;0;0;0;436;0;178
11.02.2020;15:00;-;-;0;0;0;436;0;177
11.02.2020;16:00;-;-;0;0;0;456;0;178
11.02.2020;17:00;-;-;0;0;0;536;0;179
11.02.2020;18:00;-;-;0;0;0;643;0;263
11.02.2020;19:00;-;-;0;0;0;532;0;281
11.02.2020;20:00;-;-;0;0;0;436;0;182
11.02.2020;21:00;-;-;0;0;0;412;0;176
11.02.2020;22:00;-;-;0;0;0;437;0;177
11.02.2020;23:00;-;-;0;0;0;436;0;177
12.02.2020;00:00;-;-;0;0;0;336;0;176
12.02.2020;01:00;-;-;0;0;0;288;0;175
12.02.2020;02:00;-;-;0;0;0;288;0;175
