Datum;Uhrzeit;Generation_DE Block2[MW];Generation_DE Block1[MW]
08.02.2020;08:00;50;62
08.02.2020;09:00;47;54
08.02.2020;10:00;46;55
08.02.2020;11:00;46;55
08.02.2020;12:00;46;55
08.02.2020;13:00;45;55
08.02.2020;14:00;44;56
08.02.2020;15:00;44;56
08.02.2020;16:00;44;54
08.02.2020;17:00;45;56
08.02.2020;18:00;44;57
08.02.2020;19:00;45;55
08.02.2020;20:00;44;57
08.02.2020;21:00;43;55
08.02.2020;22:00;45;56
08.02.2020;23:00;45;72
09.02.2020;00:00;45;82
09.02.2020;01:00;45;81
09.02.2020;02:00;45;80
09.02.2020;03:00;44;82
09.02.2020;04:00;45;81
09.02.2020;05:00;44;71
09.02.2020;06:00;44;68
09.02.2020;07:00;43;66
09.02.2020;08:00;44;67
09.02.2020;09:00;44;70
09.02.2020;10:00;44;79
09.02.2020;11:00;46;78
09.02.2020;12:00;45;79
09.02.2020;13:00;44;79
09.02.2020;14:00;45;72
09.02.2020;15:00;44;70
09.02.2020;16:00;45;81
09.02.2020;17:00;45;102
09.02.2020;18:00;45;109
09.02.2020;19:00;43;98
09.02.2020;20:00;43;90
09.02.2020;21:00;45;78
09.02.2020;22:00;45;58
09.02.2020;23:00;45;52
10.02.2020;00:00;45;52
10.02.2020;01:00;45;51
10.02.2020;02:00;44;51
10.02.2020;03:00;44;52
10.02.2020;04:00;45;54
10.02.2020;05:00;43;85
10.02.2020;06:00;57;97
10.02.2020;07:00;55;98
10.02.2020;08:00;50;76
10.02.2020;09:00;50;66
10.02.2020;10:00;50;72
10.02.2020;11:00;48;69
10.02.2020;12:00;50;67
10.02.2020;13:00;51;70
10.02.2020;14:00;50;69
10.02.2020;15:00;50;69
10.02.2020;16:00;47;71
10.02.2020;17:00;51;84
10.02.2020;18:00;50;84
10.02.2020;19:00;51;83
10.02.2020;20:00;50;79
10.02.2020;21:00;51;83
10.02.2020;22:00;51;91
10.02.2020;23:00;48;84
11.02.2020;00:00;47;64
11.02.2020;01:00;45;52
11.02.2020;02:00;46;53
11.02.2020;03:00;46;54
11.02.2020;04:00;47;67
11.02.2020;05:00;48;90
11.02.2020;06:00;50;98
11.02.2020;07:00;50;99
11.02.2020;08:00;49;113
11.02.2020;09:00;49;97
11.02.2020;10:00;49;72
11.02.2020;11:00;49;70
11.02.2020;12:00;49;60
11.02.2020;13:00;50;68
11.02.2020;14:00;47;69
11.02.2020;15:00;49;72
11.02.2020;16:00;47;72
11.02.2020;17:00;46;73
11.02.2020;18:00;48;73
11.02.2020;19:00;46;81
11.02.2020;20:00;49;92
11.02.2020;21:00;48;101
11.02.2020;22:00;51;110
11.02.2020;23:00;49;93
12.02.2020;00:00;47;61
12.02.2020;01:00;45;55
12.02.2020;02:00;44;54
12.02.2020;03:00;45;55
12.02.2020;04:00;46;67
12.02.2020;05:00;49;83
12.02.2020;06:00;48;95
12.02.2020;07:00;49;109
12.02.2020;08:00;47;96
12.02.2020;09:00;48;70
12.02.2020;10:00;49;63
12.02.2020;11:00;49;71
12.02.2020;12:00;49;70
12.02.2020;13:00;50;69
12.02.2020;14:00;49;62
12.02.2020;15:00;50;72
12.02.2020;16:00;48;70
12.02.2020;17:00;50;70
12.02.2020;18:00;51;70
12.02.2020;19:00;49;70
12.02.2020;20:00;51;72
12.02.2020;21:00;49;81
12.02.2020;22:00;51;88
12.02.2020;23:00;50;86
13.02.2020;00:00;47;56
13.02.2020;01:00;46;64
13.02.2020;02:00;47;57
13.02.2020;03:00;48;60
13.02.2020;04:00;50;77
13.02.2020;05:00;56;74
13.02.2020;06:00;63;82
13.02.2020;07:00;93;80
13.02.2020;08:00;95;80
13.02.2020;09:00;62;78
13.02.2020;10:00;52;69
13.02.2020;11:00;50;65
13.02.2020;12:00;49;67
13.02.2020;13:00;50;84
13.02.2020;14:00;47;96
13.02.2020;15:00;51;95
13.02.2020;16:00;49;92
13.02.2020;17:00;55;108
13.02.2020;18:00;84;115
13.02.2020;19:00;82;95
13.02.2020;20:00;56;73
13.02.2020;21:00;52;70
13.02.2020;22:00;49;72
13.02.2020;23:00;51;75
14.02.2020;00:00;49;51
14.02.2020;01:00;48;51
14.02.2020;02:00;49;50
14.02.2020;03:00;50;49
14.02.2020;04:00;50;48
14.02.2020;05:00;50;54
14.02.2020;06:00;63;92
14.02.2020;07:00;84;117
14.02.2020;08:00;96;127
14.02.2020;09:00;96;130
14.02.2020;10:00;95;122
14.02.2020;11:00;95;84
14.02.2020;12:00;94;62
14.02.2020;13:00;85;62
14.02.2020;14:00;94;74
14.02.2020;15:00;95;92
14.02.2020;16:00;102;111
14.02.2020;17:00;97;103
14.02.2020;18:00;97;114
14.02.2020;19:00;68;85
14.02.2020;20:00;50;62
14.02.2020;21:00;49;61
14.02.2020;22:00;49;59
14.02.2020;23:00;49;59
15.02.2020;00:00;48;50
15.02.2020;01:00;49;51
15.02.2020;02:00;51;52
15.02.2020;03:00;58;54
15.02.2020;04:00;51;51
15.02.2020;05:00;55;55
15.02.2020;06:00;51;50
15.02.2020;07:00;52;51
15.02.2020;08:00;50;51
15.02.2020;09:00;50;53
15.02.2020;10:00;51;59
15.02.2020;11:00;50;54
15.02.2020;12:00;51;50
15.02.2020;13:00;50;50
15.02.2020;14:00;50;49
15.02.2020;15:00;49;51
15.02.2020;16:00;48;51
15.02.2020;17:00;51;61
15.02.2020;18:00;49;68
15.02.2020;19:00;49;58
15.02.2020;20:00;49;50
15.02.2020;21:00;50;51
15.02.2020;22:00;49;50
15.02.2020;23:00;50;50
16.02.2020;00:00;50;50
16.02.2020;01:00;50;50
16.02.2020;02:00;51;51
16.02.2020;03:00;50;51
16.02.2020;04:00;52;50
16.02.2020;05:00;51;49
16.02.2020;06:00;51;50
16.02.2020;07:00;49;50
16.02.2020;08:00;49;51
16.02.2020;09:00;49;51
16.02.2020;10:00;50;55
16.02.2020;11:00;50;67
16.02.2020;12:00;50;69
16.02.2020;13:00;50;70
16.02.2020;14:00;50;60
16.02.2020;15:00;50;60
16.02.2020;16:00;51;60
16.02.2020;17:00;50;82
16.02.2020;18:00;50;94
16.02.2020;19:00;49;88
16.02.2020;20:00;50;72
16.02.2020;21:00;48;69
16.02.2020;22:00;48;55
16.02.2020;23:00;49;51
17.02.2020;00:00;48;52
17.02.2020;01:00;48;52
17.02.2020;02:00;49;51
17.02.2020;03:00;51;50
17.02.2020;04:00;50;50
17.02.2020;05:00;52;61
17.02.2020;06:00;50;91
17.02.2020;07:00;59;93
17.02.2020;08:00;77;94
17.02.2020;09:00;57;78
17.02.2020;10:00;51;70
17.02.2020;11:00;49;51
17.02.2020;12:00;50;50
17.02.2020;13:00;50;49
17.02.2020;14:00;50;50
17.02.2020;15:00;50;49
17.02.2020;16:00;51;50
17.02.2020;17:00;55;54
17.02.2020;18:00;53;51
17.02.2020;19:00;54;49
17.02.2020;20:00;52;68
17.02.2020;21:00;55;75
17.02.2020;22:00;54;89
17.02.2020;23:00;52;88
18.02.2020;00:00;52;72
18.02.2020;01:00;48;59
18.02.2020;02:00;47;52
18.02.2020;03:00;51;61
18.02.2020;04:00;53;66
18.02.2020;05:00;52;83
18.02.2020;06:00;50;89
18.02.2020;07:00;50;90
18.02.2020;08:00;50;67
18.02.2020;09:00;50;60
18.02.2020;10:00;49;51
18.02.2020;11:00;50;53
18.02.2020;12:00;50;70
18.02.2020;13:00;48;51
18.02.2020;14:00;49;51
18.02.2020;15:00;52;70
18.02.2020;16:00;50;53
18.02.2020;17:00;50;50
18.02.2020;18:00;51;51
18.02.2020;19:00;50;51
18.02.2020;20:00;51;51
18.02.2020;21:00;51;59
18.02.2020;22:00;51;68
18.02.2020;23:00;51;68
19.02.2020;00:00;50;66
19.02.2020;01:00;49;50
19.02.2020;02:00;51;51
19.02.2020;03:00;51;57
19.02.2020;04:00;50;70
19.02.2020;05:00;50;88
19.02.2020;06:00;49;89
19.02.2020;07:00;50;82
19.02.2020;08:00;49;58
19.02.2020;09:00;57;56
19.02.2020;10:00;49;51
19.02.2020;11:00;50;51
19.02.2020;12:00;50;51
19.02.2020;13:00;50;51
19.02.2020;14:00;51;52
19.02.2020;15:00;45;50
19.02.2020;16:00;45;51
19.02.2020;17:00;45;53
19.02.2020;18:00;46;58
19.02.2020;19:00;45;83
19.02.2020;20:00;43;70
19.02.2020;21:00;43;50
19.02.2020;22:00;44;52
19.02.2020;23:00;46;47
20.02.2020;00:00;64;59
20.02.2020;01:00;65;58
20.02.2020;02:00;65;61
20.02.2020;03:00;65;58
20.02.2020;04:00;64;74
20.02.2020;05:00;64;92
20.02.2020;06:00;64;90
20.02.2020;07:00;64;86
20.02.2020;08:00;64;70
20.02.2020;09:00;62;50
20.02.2020;10:00;49;51
20.02.2020;11:00;52;50
20.02.2020;12:00;52;50
20.02.2020;13:00;51;49
20.02.2020;14:00;51;49
20.02.2020;15:00;51;50
20.02.2020;16:00;49;48
20.02.2020;17:00;50;49
20.02.2020;18:00;50;50
20.02.2020;19:00;49;50
20.02.2020;20:00;49;60
20.02.2020;21:00;50;73
20.02.2020;22:00;54;92
20.02.2020;23:00;49;79
21.02.2020;00:00;50;62
21.02.2020;01:00;50;60
21.02.2020;02:00;51;61
21.02.2020;03:00;50;65
21.02.2020;04:00;50;76
21.02.2020;05:00;49;89
21.02.2020;06:00;52;90
21.02.2020;07:00;50;80
21.02.2020;08:00;49;66
21.02.2020;09:00;49;50
21.02.2020;10:00;51;51
21.02.2020;11:00;51;51
21.02.2020;12:00;49;53
21.02.2020;13:00;50;56
21.02.2020;14:00;49;55
21.02.2020;15:00;48;54
21.02.2020;16:00;50;53
21.02.2020;17:00;50;54
21.02.2020;18:00;49;55
21.02.2020;19:00;51;54
21.02.2020;20:00;50;59
21.02.2020;21:00;50;63
21.02.2020;22:00;50;81
21.02.2020;23:00;52;85
22.02.2020;00:00;49;58
22.02.2020;01:00;45;50
22.02.2020;02:00;46;51
22.02.2020;03:00;46;51
22.02.2020;04:00;45;51
22.02.2020;05:00;46;50
22.02.2020;06:00;46;50
22.02.2020;07:00;49;56
22.02.2020;08:00;59;62
22.02.2020;09:00;61;81
22.02.2020;10:00;63;96
22.02.2020;11:00;60;104
22.02.2020;12:00;60;104
22.02.2020;13:00;60;97
22.02.2020;14:00;61;90
22.02.2020;15:00;59;77
22.02.2020;16:00;59;78
22.02.2020;17:00;61;91
22.02.2020;18:00;59;101
22.02.2020;19:00;59;97
22.02.2020;20:00;60;79
22.02.2020;21:00;49;59
22.02.2020;22:00;50;50
22.02.2020;23:00;51;51
23.02.2020;00:00;50;50
23.02.2020;01:00;51;50
23.02.2020;02:00;51;50
23.02.2020;03:00;51;50
23.02.2020;04:00;50;50
23.02.2020;05:00;50;50
23.02.2020;06:00;49;50
23.02.2020;07:00;49;50
23.02.2020;08:00;50;50
23.02.2020;09:00;50;53
23.02.2020;10:00;52;76
23.02.2020;11:00;50;86
23.02.2020;12:00;52;85
23.02.2020;13:00;53;77
23.02.2020;14:00;49;67
23.02.2020;15:00;50;61
23.02.2020;16:00;50;62
23.02.2020;17:00;51;80
23.02.2020;18:00;49;96
23.02.2020;19:00;48;89
23.02.2020;20:00;49;72
23.02.2020;21:00;49;54
23.02.2020;22:00;49;51
23.02.2020;23:00;49;50
24.02.2020;00:00;48;50
24.02.2020;01:00;50;50
24.02.2020;02:00;51;51
24.02.2020;03:00;51;53
24.02.2020;04:00;50;73
24.02.2020;05:00;58;94
24.02.2020;06:00;73;109
24.02.2020;07:00;92;114
24.02.2020;08:00;95;97
24.02.2020;09:00;79;88
24.02.2020;10:00;68;83
24.02.2020;11:00;62;85
24.02.2020;12:00;69;78
24.02.2020;13:00;50;68
24.02.2020;14:00;51;72
24.02.2020;15:00;50;75
24.02.2020;16:00;50;71
24.02.2020;17:00;50;69
24.02.2020;18:00;50;70
24.02.2020;19:00;49;70
24.02.2020;20:00;49;50
24.02.2020;21:00;49;49
24.02.2020;22:00;50;50
24.02.2020;23:00;53;52
25.02.2020;00:00;49;51
25.02.2020;01:00;50;50
25.02.2020;02:00;51;50
25.02.2020;03:00;50;50
25.02.2020;04:00;50;50
25.02.2020;05:00;49;67
25.02.2020;06:00;51;81
25.02.2020;07:00;49;80
25.02.2020;08:00;49;68
25.02.2020;09:00;49;55
25.02.2020;10:00;51;52
25.02.2020;11:00;50;53
25.02.2020;12:00;47;52
25.02.2020;13:00;49;51
25.02.2020;14:00;51;51
25.02.2020;15:00;50;50
25.02.2020;16:00;51;50
25.02.2020;17:00;51;50
25.02.2020;18:00;50;59
25.02.2020;19:00;50;93
25.02.2020;20:00;51;72
25.02.2020;21:00;51;70
25.02.2020;22:00;50;71
25.02.2020;23:00;51;69
26.02.2020;00:00;51;59
26.02.2020;01:00;50;59
26.02.2020;02:00;51;60
26.02.2020;03:00;51;60
26.02.2020;04:00;50;56
26.02.2020;05:00;49;54
26.02.2020;06:00;52;62
26.02.2020;07:00;70;79
26.02.2020;08:00;60;81
26.02.2020;09:00;59;78
26.02.2020;10:00;53;68
26.02.2020;11:00;49;66
26.02.2020;12:00;51;66
26.02.2020;13:00;50;65
26.02.2020;14:00;49;65
26.02.2020;15:00;49;64
26.02.2020;16:00;53;71
26.02.2020;17:00;83;97
26.02.2020;18:00;114;124
26.02.2020;19:00;112;127
26.02.2020;20:00;98;110
26.02.2020;21:00;79;87
26.02.2020;22:00;77;78
26.02.2020;23:00;68;53
27.02.2020;00:00;66;51
27.02.2020;01:00;65;49
27.02.2020;02:00;65;50
27.02.2020;03:00;64;49
27.02.2020;04:00;65;50
27.02.2020;05:00;66;49
27.02.2020;06:00;78;55
27.02.2020;07:00;85;61
27.02.2020;08:00;86;61
27.02.2020;09:00;100;50
27.02.2020;10:00;102;49
27.02.2020;11:00;80;50
27.02.2020;12:00;64;50
27.02.2020;13:00;70;61
27.02.2020;14:00;125;85
27.02.2020;15:00;109;94
27.02.2020;16:00;96;107
27.02.2020;17:00;95;132
27.02.2020;18:00;96;130
27.02.2020;19:00;96;129
27.02.2020;20:00;86;114
27.02.2020;21:00;72;77
27.02.2020;22:00;59;59
27.02.2020;23:00;59;60
28.02.2020;00:00;59;51
28.02.2020;01:00;58;51
28.02.2020;02:00;59;49
28.02.2020;03:00;59;50
28.02.2020;04:00;59;51
28.02.2020;05:00;69;49
28.02.2020;06:00;80;60
28.02.2020;07:00;78;62
28.02.2020;08:00;66;51
28.02.2020;09:00;48;52
28.02.2020;10:00;43;49
28.02.2020;11:00;44;52
28.02.2020;12:00;46;52
28.02.2020;13:00;46;50
28.02.2020;14:00;46;50
28.02.2020;15:00;46;50
28.02.2020;16:00;44;49
28.02.2020;17:00;50;52
28.02.2020;18:00;45;51
28.02.2020;19:00;43;51
28.02.2020;20:00;44;51
28.02.2020;21:00;43;48
28.02.2020;22:00;43;49
28.02.2020;23:00;45;51
29.02.2020;00:00;49;61
29.02.2020;01:00;54;64
29.02.2020;02:00;54;58
29.02.2020;03:00;55;59
29.02.2020;04:00;54;60
29.02.2020;05:00;55;60
29.02.2020;06:00;56;61
29.02.2020;07:00;50;62
29.02.2020;08:00;47;72
29.02.2020;09:00;46;92
29.02.2020;10:00;50;103
29.02.2020;11:00;51;109
29.02.2020;12:00;55;101
29.02.2020;13:00;73;85
29.02.2020;14:00;66;76
29.02.2020;15:00;63;71
29.02.2020;16:00;62;77
29.02.2020;17:00;64;84
29.02.2020;18:00;85;96
29.02.2020;19:00;84;100
29.02.2020;20:00;54;84
29.02.2020;21:00;46;70
29.02.2020;22:00;44;66
29.02.2020;23:00;44;60
01.03.2020;00:00;45;61
01.03.2020;01:00;45;60
01.03.2020;02:00;44;60
01.03.2020;03:00;45;60
01.03.2020;04:00;45;60
01.03.2020;05:00;44;59
01.03.2020;06:00;43;59
01.03.2020;07:00;44;59
01.03.2020;08:00;45;60
01.03.2020;09:00;45;61
01.03.2020;10:00;46;67
01.03.2020;11:00;45;80
01.03.2020;12:00;46;86
01.03.2020;13:00;45;82
01.03.2020;14:00;44;69
01.03.2020;15:00;45;70
01.03.2020;16:00;45;76
01.03.2020;17:00;45;83
01.03.2020;18:00;45;90
01.03.2020;19:00;44;75
01.03.2020;20:00;44;67
01.03.2020;21:00;45;57
01.03.2020;22:00;44;57
01.03.2020;23:00;45;54
02.03.2020;00:00;43;55
02.03.2020;01:00;45;56
02.03.2020;02:00;45;57
02.03.2020;03:00;45;58
02.03.2020;04:00;45;57
02.03.2020;05:00;45;68
02.03.2020;06:00;45;88
02.03.2020;07:00;47;96
02.03.2020;08:00;61;76
02.03.2020;09:00;61;56
02.03.2020;10:00;61;54
02.03.2020;11:00;61;55
02.03.2020;12:00;61;55
02.03.2020;13:00;60;54
02.03.2020;14:00;64;54
02.03.2020;15:00;66;56
02.03.2020;16:00;66;55
02.03.2020;17:00;82;64
02.03.2020;18:00;91;69
02.03.2020;19:00;87;69
02.03.2020;20:00;70;69
02.03.2020;21:00;52;60
02.03.2020;22:00;50;60
02.03.2020;23:00;50;59
03.03.2020;00:00;51;54
03.03.2020;01:00;49;52
03.03.2020;02:00;49;51
03.03.2020;03:00;50;50
03.03.2020;04:00;49;50
03.03.2020;05:00;49;59
03.03.2020;06:00;54;79
03.03.2020;07:00;100;115
03.03.2020;08:00;132;102
03.03.2020;09:00;132;95
03.03.2020;10:00;125;96
03.03.2020;11:00;121;96
03.03.2020;12:00;130;96
03.03.2020;13:00;128;98
03.03.2020;14:00;103;95
03.03.2020;15:00;84;103
03.03.2020;16:00;100;110
03.03.2020;17:00;116;122
03.03.2020;18:00;132;123
03.03.2020;19:00;132;124
03.03.2020;20:00;130;124
03.03.2020;21:00;92;85
03.03.2020;22:00;51;51
03.03.2020;23:00;45;46
04.03.2020;00:00;46;44
04.03.2020;01:00;45;44
04.03.2020;02:00;44;43
04.03.2020;03:00;44;42
04.03.2020;04:00;44;44
04.03.2020;05:00;44;52
04.03.2020;06:00;67;83
04.03.2020;07:00;76;80
04.03.2020;08:00;72;86
04.03.2020;09:00;104;112
04.03.2020;10:00;89;61
04.03.2020;11:00;87;51
04.03.2020;12:00;80;51
04.03.2020;13:00;77;49
04.03.2020;14:00;97;50
04.03.2020;15:00;86;58
04.03.2020;16:00;88;92
04.03.2020;17:00;107;121
04.03.2020;18:00;132;133
04.03.2020;19:00;133;134
04.03.2020;20:00;121;117
04.03.2020;21:00;85;70
04.03.2020;22:00;60;64
04.03.2020;23:00;51;65
05.03.2020;00:00;49;65
05.03.2020;01:00;49;65
05.03.2020;02:00;50;65
05.03.2020;03:00;50;65
05.03.2020;04:00;49;64
05.03.2020;05:00;50;63
05.03.2020;06:00;50;71
05.03.2020;07:00;83;85
05.03.2020;08:00;90;77
05.03.2020;09:00;67;66
05.03.2020;10:00;66;66
05.03.2020;11:00;65;65
05.03.2020;12:00;50;56
05.03.2020;13:00;50;57
05.03.2020;14:00;51;76
05.03.2020;15:00;51;63
05.03.2020;16:00;50;50
05.03.2020;17:00;48;51
05.03.2020;18:00;50;51
05.03.2020;19:00;50;54
05.03.2020;20:00;51;49
05.03.2020;21:00;55;54
05.03.2020;22:00;52;53
05.03.2020;23:00;51;50
06.03.2020;00:00;49;51
06.03.2020;01:00;48;50
06.03.2020;02:00;49;51
06.03.2020;03:00;49;51
06.03.2020;04:00;50;58
06.03.2020;05:00;55;68
06.03.2020;06:00;54;75
06.03.2020;07:00;55;83
06.03.2020;08:00;55;82
06.03.2020;09:00;56;94
06.03.2020;10:00;49;71
06.03.2020;11:00;51;66
06.03.2020;12:00;50;78
06.03.2020;13:00;51;94
06.03.2020;14:00;49;72
06.03.2020;15:00;50;74
06.03.2020;16:00;49;65
06.03.2020;17:00;49;76
06.03.2020;18:00;50;82
06.03.2020;19:00;50;51
06.03.2020;20:00;50;50
06.03.2020;21:00;50;49
06.03.2020;22:00;51;50
06.03.2020;23:00;51;51
07.03.2020;00:00;49;54
07.03.2020;01:00;50;63
07.03.2020;02:00;50;64
07.03.2020;03:00;50;64
07.03.2020;04:00;50;66
07.03.2020;05:00;50;66
07.03.2020;06:00;51;66
07.03.2020;07:00;51;78
07.03.2020;08:00;50;80
07.03.2020;09:00;57;90
07.03.2020;10:00;49;71
07.03.2020;11:00;50;65
07.03.2020;12:00;49;65
07.03.2020;13:00;49;65
07.03.2020;14:00;50;65
07.03.2020;15:00;44;66
07.03.2020;16:00;45;64
07.03.2020;17:00;45;65
07.03.2020;18:00;50;73
07.03.2020;19:00;50;67
07.03.2020;20:00;50;65
07.03.2020;21:00;48;64
07.03.2020;22:00;50;64
07.03.2020;23:00;51;66
08.03.2020;00:00;50;76
08.03.2020;01:00;50;86
08.03.2020;02:00;50;86
08.03.2020;03:00;50;84
08.03.2020;04:00;49;81
08.03.2020;05:00;49;75
08.03.2020;06:00;49;73
08.03.2020;07:00;44;70
08.03.2020;08:00;42;70
08.03.2020;09:00;42;70
08.03.2020;10:00;40;64
08.03.2020;11:00;40;61
08.03.2020;12:00;39;60
08.03.2020;13:00;40;60
08.03.2020;14:00;39;59
08.03.2020;15:00;42;60
08.03.2020;16:00;46;60
08.03.2020;17:00;49;60
08.03.2020;18:00;49;62
08.03.2020;19:00;49;58
08.03.2020;20:00;48;58
08.03.2020;21:00;49;51
08.03.2020;22:00;48;51
08.03.2020;23:00;51;50
09.03.2020;00:00;50;48
09.03.2020;01:00;50;51
09.03.2020;02:00;51;53
09.03.2020;03:00;50;56
09.03.2020;04:00;49;63
09.03.2020;05:00;51;88
09.03.2020;06:00;64;103
09.03.2020;07:00;98;117
09.03.2020;08:00;129;131
09.03.2020;09:00;129;126
09.03.2020;10:00;83;86
09.03.2020;11:00;51;53
09.03.2020;12:00;50;51
09.03.2020;13:00;49;49
09.03.2020;14:00;49;49
09.03.2020;15:00;51;51
09.03.2020;16:00;64;53
09.03.2020;17:00;93;85
09.03.2020;18:00;124;118
09.03.2020;19:00;120;119
09.03.2020;20:00;92;97
09.03.2020;21:00;63;83
09.03.2020;22:00;56;77
09.03.2020;23:00;0;75
10.03.2020;00:00;0;74
10.03.2020;01:00;0;65
10.03.2020;02:00;0;61
10.03.2020;03:00;0;61
10.03.2020;04:00;0;66
10.03.2020;05:00;0;85
10.03.2020;06:00;0;110
10.03.2020;07:00;0;114
10.03.2020;08:00;0;113
10.03.2020;09:00;0;103
10.03.2020;10:00;0;100
10.03.2020;11:00;0;115
10.03.2020;12:00;0;112
10.03.2020;13:00;0;112
10.03.2020;14:00;0;111
10.03.2020;15:00;0;112
10.03.2020;16:00;0;111
10.03.2020;17:00;0;112
10.03.2020;18:00;0;113
10.03.2020;19:00;0;97
10.03.2020;20:00;0;80
10.03.2020;21:00;0;70
10.03.2020;22:00;0;70
10.03.2020;23:00;0;69
11.03.2020;00:00;0;63
11.03.2020;01:00;0;60
11.03.2020;02:00;0;60
11.03.2020;03:00;0;60
11.03.2020;04:00;0;65
11.03.2020;05:00;0;80
11.03.2020;06:00;0;80
11.03.2020;07:00;0;86
11.03.2020;08:00;0;72
11.03.2020;09:00;0;66
11.03.2020;10:00;0;71
11.03.2020;11:00;0;70
11.03.2020;12:00;0;69
11.03.2020;13:00;0;71
11.03.2020;14:00;0;70
11.03.2020;15:00;0;71
11.03.2020;16:00;0;72
11.03.2020;17:00;0;83
11.03.2020;18:00;0;94
11.03.2020;19:00;0;110
11.03.2020;20:00;0;87
11.03.2020;21:00;0;72
11.03.2020;22:00;0;70
11.03.2020;23:00;0;69
12.03.2020;00:00;0;64
12.03.2020;01:00;0;63
12.03.2020;02:00;0;63
12.03.2020;03:00;0;63
12.03.2020;04:00;0;65
12.03.2020;05:00;0;78
12.03.2020;06:00;0;83
12.03.2020;07:00;0;84
12.03.2020;08:00;0;83
12.03.2020;09:00;0;86
12.03.2020;10:00;0;84
12.03.2020;11:00;0;82
12.03.2020;12:00;0;83
12.03.2020;13:00;0;80
12.03.2020;14:00;0;72
12.03.2020;15:00;0;71
12.03.2020;16:00;0;79
12.03.2020;17:00;0;111
12.03.2020;18:00;0;114
12.03.2020;19:00;0;115
12.03.2020;20:00;0;108
12.03.2020;21:00;0;82
12.03.2020;22:00;0;66
12.03.2020;23:00;0;65
13.03.2020;00:00;0;65
13.03.2020;01:00;0;65
13.03.2020;02:00;0;65
13.03.2020;03:00;0;65
13.03.2020;04:00;0;65
13.03.2020;05:00;0;68
13.03.2020;06:00;0;88
13.03.2020;07:00;0;88
13.03.2020;08:00;0;85
13.03.2020;09:00;0;84
13.03.2020;10:00;0;85
13.03.2020;11:00;0;86
13.03.2020;12:00;0;86
13.03.2020;13:00;0;84
13.03.2020;14:00;0;89
13.03.2020;15:00;0;85
13.03.2020;16:00;0;83
13.03.2020;17:00;0;86
13.03.2020;18:00;0;83
13.03.2020;19:00;0;86
13.03.2020;20:00;0;85
13.03.2020;21:00;0;83
13.03.2020;22:00;0;86
13.03.2020;23:00;0;80
14.03.2020;00:00;0;72
14.03.2020;01:00;0;70
14.03.2020;02:00;0;69
14.03.2020;03:00;0;69
14.03.2020;04:00;0;70
14.03.2020;05:00;0;85
14.03.2020;06:00;0;104
14.03.2020;07:00;0;94
14.03.2020;08:00;0;83
14.03.2020;09:00;0;75
14.03.2020;10:00;0;67
14.03.2020;11:00;0;70
14.03.2020;12:00;0;69
14.03.2020;13:00;0;71
14.03.2020;14:00;0;70
14.03.2020;15:00;0;71
14.03.2020;16:00;0;69
14.03.2020;17:00;0;74
14.03.2020;18:00;0;97
14.03.2020;19:00;0;95
14.03.2020;20:00;0;94
14.03.2020;21:00;0;95
14.03.2020;22:00;0;107
14.03.2020;23:00;0;87
15.03.2020;00:00;0;83
15.03.2020;01:00;0;80
15.03.2020;02:00;0;80
15.03.2020;03:00;0;79
15.03.2020;04:00;0;76
15.03.2020;05:00;0;75
15.03.2020;06:00;0;67
15.03.2020;07:00;0;57
15.03.2020;08:00;0;59
15.03.2020;09:00;0;57
15.03.2020;10:00;0;64
15.03.2020;11:00;0;71
15.03.2020;12:00;0;71
15.03.2020;13:00;0;68
15.03.2020;14:00;0;58
15.03.2020;15:00;0;58
15.03.2020;16:00;0;58
15.03.2020;17:00;0;63
15.03.2020;18:00;0;92
15.03.2020;19:00;0;99
15.03.2020;20:00;0;100
15.03.2020;21:00;0;87
15.03.2020;22:00;0;80
15.03.2020;23:00;0;64
16.03.2020;00:00;0;65
16.03.2020;01:00;0;66
16.03.2020;02:00;0;64
16.03.2020;03:00;0;64
16.03.2020;04:00;0;72
16.03.2020;05:00;0;82
16.03.2020;06:00;0;81
16.03.2020;07:00;0;79
16.03.2020;08:00;0;73
16.03.2020;09:00;0;71
16.03.2020;10:00;0;70
16.03.2020;11:00;0;70
16.03.2020;12:00;0;69
16.03.2020;13:00;0;66
16.03.2020;14:00;0;65
16.03.2020;15:00;0;65
16.03.2020;16:00;0;65
16.03.2020;17:00;0;94
16.03.2020;18:00;0;108
16.03.2020;19:00;0;109
16.03.2020;20:00;0;78
16.03.2020;21:00;0;66
16.03.2020;22:00;0;65
16.03.2020;23:00;0;65
17.03.2020;00:00;0;66
17.03.2020;01:00;0;65
17.03.2020;02:00;0;64
17.03.2020;03:00;0;65
17.03.2020;04:00;0;80
17.03.2020;05:00;0;94
17.03.2020;06:00;0;89
17.03.2020;07:00;0;75
17.03.2020;08:00;0;65
17.03.2020;09:00;0;65
17.03.2020;10:00;0;65
17.03.2020;11:00;0;65
17.03.2020;12:00;0;65
17.03.2020;13:00;0;65
17.03.2020;14:00;0;64
17.03.2020;15:00;0;65
17.03.2020;16:00;0;65
17.03.2020;17:00;0;64
17.03.2020;18:00;0;65
17.03.2020;19:00;0;64
17.03.2020;20:00;0;64
17.03.2020;21:00;0;64
17.03.2020;22:00;0;63
17.03.2020;23:00;0;66
18.03.2020;00:00;0;70
18.03.2020;01:00;0;65
