Datum;Uhrzeit;Generation_DE Block2[MW];Generation_DE Block1[MW]
18.03.2020;02:00;0;65
18.03.2020;03:00;0;64
18.03.2020;04:00;0;66
18.03.2020;05:00;0;80
18.03.2020;06:00;0;79
18.03.2020;07:00;0;81
18.03.2020;08:00;0;90
18.03.2020;09:00;0;90
18.03.2020;10:00;0;80
18.03.2020;11:00;0;64
18.03.2020;12:00;0;65
18.03.2020;13:00;0;65
18.03.2020;14:00;0;64
18.03.2020;15:00;0;64
18.03.2020;16:00;0;75
18.03.2020;17:00;0;71
18.03.2020;18:00;0;85
18.03.2020;19:00;0;74
18.03.2020;20:00;0;67
18.03.2020;21:00;0;65
18.03.2020;22:00;0;64
18.03.2020;23:00;0;65
19.03.2020;00:00;0;64
19.03.2020;01:00;0;65
19.03.2020;02:00;0;65
19.03.2020;03:00;0;68
19.03.2020;04:00;0;69
19.03.2020;05:00;0;70
19.03.2020;06:00;0;78
19.03.2020;07:00;0;95
19.03.2020;08:00;0;99
19.03.2020;09:00;0;69
19.03.2020;10:00;0;66
19.03.2020;11:00;0;65
19.03.2020;12:00;0;65
19.03.2020;13:00;0;65
19.03.2020;14:00;0;65
19.03.2020;15:00;0;65
19.03.2020;16:00;0;74
19.03.2020;17:00;0;104
19.03.2020;18:00;0;128
19.03.2020;19:00;0;128
19.03.2020;20:00;0;106
19.03.2020;21:00;0;78
19.03.2020;22:00;0;66
19.03.2020;23:00;0;65
20.03.2020;00:00;0;64
20.03.2020;01:00;0;65
20.03.2020;02:00;0;65
20.03.2020;03:00;0;64
20.03.2020;04:00;0;64
20.03.2020;05:00;0;77
20.03.2020;06:00;0;66
20.03.2020;07:00;0;65
20.03.2020;08:00;0;64
20.03.2020;09:00;0;68
20.03.2020;10:00;0;64
20.03.2020;11:00;0;65
20.03.2020;12:00;0;69
20.03.2020;13:00;0;70
20.03.2020;14:00;0;64
20.03.2020;15:00;0;64
20.03.2020;16:00;0;65
20.03.2020;17:00;0;64
20.03.2020;18:00;0;64
20.03.2020;19:00;0;66
20.03.2020;20:00;0;72
20.03.2020;21:00;0;74
20.03.2020;22:00;0;75
20.03.2020;23:00;0;75
21.03.2020;00:00;0;80
21.03.2020;01:00;0;66
21.03.2020;02:00;0;80
21.03.2020;03:00;0;86
21.03.2020;04:00;0;85
21.03.2020;05:00;0;85
21.03.2020;06:00;0;100
21.03.2020;07:00;0;111
21.03.2020;08:00;0;103
21.03.2020;09:00;0;77
21.03.2020;10:00;0;58
21.03.2020;11:00;0;61
21.03.2020;12:00;0;65
21.03.2020;13:00;0;60
21.03.2020;14:00;0;59
21.03.2020;15:00;0;59
21.03.2020;16:00;0;68
21.03.2020;17:00;0;82
21.03.2020;18:00;0;89
21.03.2020;19:00;0;109
21.03.2020;20:00;0;109
21.03.2020;21:00;0;110
21.03.2020;22:00;0;105
21.03.2020;23:00;0;98
22.03.2020;00:00;0;94
22.03.2020;01:00;0;85
22.03.2020;02:00;0;71
22.03.2020;03:00;0;63
22.03.2020;04:00;0;54
22.03.2020;05:00;0;54
22.03.2020;06:00;0;47
22.03.2020;07:00;0;46
22.03.2020;08:00;0;46
22.03.2020;09:00;0;46
22.03.2020;10:00;0;46
22.03.2020;11:00;0;46
22.03.2020;12:00;0;46
22.03.2020;13:00;0;46
22.03.2020;14:00;0;46
22.03.2020;15:00;0;47
22.03.2020;16:00;0;46
22.03.2020;17:00;0;48
22.03.2020;18:00;0;64
22.03.2020;19:00;0;79
22.03.2020;20:00;0;79
22.03.2020;21:00;0;80
22.03.2020;22:00;0;80
22.03.2020;23:00;0;80
23.03.2020;00:00;0;66
23.03.2020;01:00;0;65
23.03.2020;02:00;0;74
23.03.2020;03:00;0;76
23.03.2020;04:00;0;94
23.03.2020;05:00;0;100
23.03.2020;06:00;0;100
23.03.2020;07:00;0;107
23.03.2020;08:00;0;108
23.03.2020;09:00;0;94
23.03.2020;10:00;0;94
23.03.2020;11:00;0;85
23.03.2020;12:00;0;66
23.03.2020;13:00;0;66
23.03.2020;14:00;0;65
23.03.2020;15:00;0;65
23.03.2020;16:00;0;64
23.03.2020;17:00;0;106
23.03.2020;18:00;0;125
23.03.2020;19:00;0;122
23.03.2020;20:00;0;93
23.03.2020;21:00;0;66
23.03.2020;22:00;0;64
23.03.2020;23:00;0;65
24.03.2020;00:00;0;69
24.03.2020;01:00;0;64
24.03.2020;02:00;0;61
24.03.2020;03:00;0;66
24.03.2020;04:00;0;87
24.03.2020;05:00;0;86
24.03.2020;06:00;0;79
24.03.2020;07:00;0;88
24.03.2020;08:00;0;88
24.03.2020;09:00;0;86
24.03.2020;10:00;0;66
24.03.2020;11:00;0;64
24.03.2020;12:00;0;66
24.03.2020;13:00;0;66
24.03.2020;14:00;0;64
24.03.2020;15:00;0;66
24.03.2020;16:00;0;79
24.03.2020;17:00;0;91
24.03.2020;18:00;0;119
24.03.2020;19:00;0;118
24.03.2020;20:00;0;94
24.03.2020;21:00;0;67
24.03.2020;22:00;0;65
24.03.2020;23:00;0;65
25.03.2020;00:00;0;61
25.03.2020;01:00;0;60
25.03.2020;02:00;0;59
25.03.2020;03:00;0;60
25.03.2020;04:00;0;64
25.03.2020;05:00;0;79
25.03.2020;06:00;0;89
25.03.2020;07:00;0;88
25.03.2020;08:00;0;75
25.03.2020;09:00;0;65
25.03.2020;10:00;0;65
25.03.2020;11:00;0;64
25.03.2020;12:00;0;65
25.03.2020;13:00;0;65
25.03.2020;14:00;0;63
25.03.2020;15:00;0;65
25.03.2020;16:00;0;65
25.03.2020;17:00;0;64
25.03.2020;18:00;0;65
25.03.2020;19:00;0;64
25.03.2020;20:00;0;65
25.03.2020;21:00;0;64
25.03.2020;22:00;0;66
25.03.2020;23:00;0;66
26.03.2020;00:00;0;64
26.03.2020;01:00;0;66
26.03.2020;02:00;0;64
26.03.2020;03:00;0;64
26.03.2020;04:00;0;75
26.03.2020;05:00;0;89
26.03.2020;06:00;0;90
26.03.2020;07:00;0;89
26.03.2020;08:00;0;75
26.03.2020;09:00;0;65
26.03.2020;10:00;0;65
26.03.2020;11:00;0;64
26.03.2020;12:00;0;66
26.03.2020;13:00;0;65
26.03.2020;14:00;0;66
26.03.2020;15:00;0;65
26.03.2020;16:00;0;64
26.03.2020;17:00;0;64
26.03.2020;18:00;0;64
26.03.2020;19:00;0;65
26.03.2020;20:00;0;65
26.03.2020;21:00;0;65
26.03.2020;22:00;0;65
26.03.2020;23:00;0;64
27.03.2020;00:00;0;65
27.03.2020;01:00;0;65
27.03.2020;02:00;0;65
27.03.2020;03:00;0;65
27.03.2020;04:00;0;71
27.03.2020;05:00;0;89
27.03.2020;06:00;0;90
27.03.2020;07:00;0;73
27.03.2020;08:00;0;65
27.03.2020;09:00;0;52
27.03.2020;10:00;0;51
27.03.2020;11:00;0;50
27.03.2020;12:00;0;49
27.03.2020;13:00;0;51
27.03.2020;14:00;0;50
27.03.2020;15:00;0;50
27.03.2020;16:00;0;49
27.03.2020;17:00;0;50
27.03.2020;18:00;0;50
27.03.2020;19:00;0;49
27.03.2020;20:00;0;50
27.03.2020;21:00;0;51
27.03.2020;22:00;0;64
27.03.2020;23:00;0;63
28.03.2020;00:00;0;65
28.03.2020;01:00;0;65
28.03.2020;02:00;0;64
28.03.2020;03:00;0;64
28.03.2020;04:00;0;74
28.03.2020;05:00;0;75
28.03.2020;06:00;0;75
28.03.2020;07:00;0;76
28.03.2020;08:00;0;74
28.03.2020;09:00;0;75
28.03.2020;10:00;0;76
28.03.2020;11:00;0;73
28.03.2020;12:00;0;65
28.03.2020;13:00;0;60
28.03.2020;14:00;0;59
28.03.2020;15:00;0;59
28.03.2020;16:00;0;59
28.03.2020;17:00;0;72
28.03.2020;18:00;0;74
28.03.2020;19:00;0;75
28.03.2020;20:00;0;75
28.03.2020;21:00;0;74
28.03.2020;22:00;0;74
28.03.2020;23:00;0;76
29.03.2020;00:00;0;66
29.03.2020;01:00;0;65
29.03.2020;03:00;0;65
29.03.2020;04:00;0;66
29.03.2020;05:00;0;65
29.03.2020;06:00;0;64
29.03.2020;07:00;0;63
29.03.2020;08:00;0;51
29.03.2020;09:00;0;51
29.03.2020;10:00;0;49
29.03.2020;11:00;0;50
29.03.2020;12:00;0;50
29.03.2020;13:00;0;49
29.03.2020;14:00;0;53
29.03.2020;15:00;0;57
29.03.2020;16:00;0;60
29.03.2020;17:00;0;65
29.03.2020;18:00;0;82
29.03.2020;19:00;0;87
29.03.2020;20:00;0;103
29.03.2020;21:00;0;106
29.03.2020;22:00;0;106
29.03.2020;23:00;0;105
30.03.2020;00:00;0;89
30.03.2020;01:00;0;90
30.03.2020;02:00;0;90
30.03.2020;03:00;0;101
30.03.2020;04:00;0;101
30.03.2020;05:00;0;109
30.03.2020;06:00;0;109
30.03.2020;07:00;0;100
30.03.2020;08:00;0;106
30.03.2020;09:00;0;106
30.03.2020;10:00;0;103
30.03.2020;11:00;0;101
30.03.2020;12:00;0;99
30.03.2020;13:00;0;97
30.03.2020;14:00;0;98
30.03.2020;15:00;0;97
30.03.2020;16:00;0;98
30.03.2020;17:00;0;97
30.03.2020;18:00;0;101
30.03.2020;19:00;0;117
30.03.2020;20:00;0;120
30.03.2020;21:00;0;121
30.03.2020;22:00;0;120
30.03.2020;23:00;0;115
31.03.2020;00:00;0;69
31.03.2020;01:00;0;55
31.03.2020;02:00;0;48
31.03.2020;03:00;0;50
31.03.2020;04:00;0;48
31.03.2020;05:00;0;50
31.03.2020;06:00;0;55
31.03.2020;07:00;0;70
31.03.2020;08:00;0;93
31.03.2020;09:00;0;93
31.03.2020;10:00;0;92
31.03.2020;11:00;0;91
31.03.2020;12:00;0;92
31.03.2020;13:00;0;92
31.03.2020;14:00;0;93
31.03.2020;15:00;0;93
31.03.2020;16:00;0;91
31.03.2020;17:00;0;91
31.03.2020;18:00;0;93
31.03.2020;19:00;0;91
31.03.2020;20:00;0;76
31.03.2020;21:00;0;66
31.03.2020;22:00;0;65
31.03.2020;23:00;0;67
01.04.2020;00:00;0;67
01.04.2020;01:00;0;64
01.04.2020;02:00;0;65
01.04.2020;03:00;0;64
01.04.2020;04:00;0;64
01.04.2020;05:00;0;72
01.04.2020;06:00;0;85
01.04.2020;07:00;0;68
01.04.2020;08:00;0;75
01.04.2020;09:00;0;64
01.04.2020;10:00;0;65
01.04.2020;11:00;0;64
01.04.2020;12:00;0;66
01.04.2020;13:00;0;55
01.04.2020;14:00;0;53
01.04.2020;15:00;0;64
01.04.2020;16:00;0;64
01.04.2020;17:00;0;64
01.04.2020;18:00;0;63
01.04.2020;19:00;0;65
01.04.2020;20:00;0;65
01.04.2020;21:00;0;65
01.04.2020;22:00;0;64
01.04.2020;23:00;0;66
02.04.2020;00:00;0;63
02.04.2020;01:00;0;65
02.04.2020;02:00;0;64
02.04.2020;03:00;0;63
02.04.2020;04:00;0;82
02.04.2020;05:00;0;83
02.04.2020;06:00;0;71
02.04.2020;07:00;0;70
02.04.2020;08:00;0;83
02.04.2020;09:00;0;66
02.04.2020;10:00;0;66
02.04.2020;11:00;0;63
02.04.2020;12:00;0;64
02.04.2020;13:00;0;65
02.04.2020;14:00;0;65
02.04.2020;15:00;0;65
02.04.2020;16:00;0;65
02.04.2020;17:00;0;64
02.04.2020;18:00;0;65
02.04.2020;19:00;0;63
02.04.2020;20:00;0;64
02.04.2020;21:00;0;65
02.04.2020;22:00;0;65
02.04.2020;23:00;0;66
03.04.2020;00:00;0;63
03.04.2020;01:00;0;65
03.04.2020;02:00;0;65
03.04.2020;03:00;0;65
03.04.2020;04:00;0;79
03.04.2020;05:00;0;81
03.04.2020;06:00;0;80
03.04.2020;07:00;0;78
03.04.2020;08:00;0;71
03.04.2020;09:00;0;66
03.04.2020;10:00;0;65
03.04.2020;11:00;0;65
03.04.2020;12:00;0;64
03.04.2020;13:00;0;64
03.04.2020;14:00;0;64
03.04.2020;15:00;0;66
03.04.2020;16:00;0;65
03.04.2020;17:00;0;66
03.04.2020;18:00;0;65
03.04.2020;19:00;0;65
03.04.2020;20:00;0;66
03.04.2020;21:00;0;65
03.04.2020;22:00;0;65
03.04.2020;23:00;0;65
04.04.2020;00:00;0;59
04.04.2020;01:00;0;59
04.04.2020;02:00;0;55
04.04.2020;03:00;0;55
04.04.2020;04:00;0;54
04.04.2020;05:00;0;55
04.04.2020;06:00;0;68
04.04.2020;07:00;0;71
04.04.2020;08:00;0;80
04.04.2020;09:00;0;80
04.04.2020;10:00;0;65
04.04.2020;11:00;0;61
04.04.2020;12:00;0;64
04.04.2020;13:00;0;65
04.04.2020;14:00;0;48
04.04.2020;15:00;0;48
04.04.2020;16:00;0;49
04.04.2020;17:00;0;52
04.04.2020;18:00;0;55
04.04.2020;19:00;0;67
04.04.2020;20:00;0;90
04.04.2020;21:00;0;78
04.04.2020;22:00;0;60
04.04.2020;23:00;0;60
05.04.2020;00:00;0;64
05.04.2020;01:00;0;59
05.04.2020;02:00;0;60
05.04.2020;03:00;0;60
05.04.2020;04:00;0;59
05.04.2020;05:00;0;60
05.04.2020;06:00;0;63
05.04.2020;07:00;0;56
05.04.2020;08:00;0;51
05.04.2020;09:00;0;50
05.04.2020;10:00;0;57
05.04.2020;11:00;0;51
05.04.2020;12:00;0;50
05.04.2020;13:00;0;49
05.04.2020;14:00;0;51
05.04.2020;15:00;0;49
05.04.2020;16:00;0;49
05.04.2020;17:00;0;49
05.04.2020;18:00;0;50
05.04.2020;19:00;0;61
05.04.2020;20:00;0;75
05.04.2020;21:00;0;61
05.04.2020;22:00;0;60
05.04.2020;23:00;0;60
06.04.2020;00:00;0;60
06.04.2020;01:00;0;59
06.04.2020;02:00;0;60
06.04.2020;03:00;0;59
06.04.2020;04:00;0;59
06.04.2020;05:00;0;60
06.04.2020;06:00;0;79
06.04.2020;07:00;0;79
06.04.2020;08:00;0;76
06.04.2020;09:00;0;60
06.04.2020;10:00;0;61
06.04.2020;11:00;0;60
06.04.2020;12:00;0;60
06.04.2020;13:00;0;59
06.04.2020;14:00;0;59
06.04.2020;15:00;0;59
06.04.2020;16:00;0;58
06.04.2020;17:00;0;59
06.04.2020;18:00;0;60
06.04.2020;19:00;0;88
06.04.2020;20:00;0;96
06.04.2020;21:00;0;65
06.04.2020;22:00;0;60
06.04.2020;23:00;0;59
07.04.2020;00:00;0;60
07.04.2020;01:00;0;59
07.04.2020;02:00;0;60
07.04.2020;03:00;0;59
07.04.2020;04:00;0;59
07.04.2020;05:00;0;69
07.04.2020;06:00;0;96
07.04.2020;07:00;0;100
07.04.2020;08:00;0;100
07.04.2020;09:00;0;89
07.04.2020;10:00;0;91
07.04.2020;11:00;0;91
07.04.2020;12:00;0;90
07.04.2020;13:00;0;90
07.04.2020;14:00;0;90
07.04.2020;15:00;0;89
07.04.2020;16:00;0;89
07.04.2020;17:00;0;89
07.04.2020;18:00;0;90
07.04.2020;19:00;0;90
07.04.2020;20:00;0;69
07.04.2020;21:00;0;60
07.04.2020;22:00;0;59
07.04.2020;23:00;0;59
08.04.2020;00:00;0;60
08.04.2020;01:00;0;59
08.04.2020;02:00;0;60
08.04.2020;03:00;0;61
08.04.2020;04:00;0;59
08.04.2020;05:00;0;60
08.04.2020;06:00;0;64
08.04.2020;07:00;0;87
08.04.2020;08:00;0;100
08.04.2020;09:00;0;86
08.04.2020;10:00;0;71
08.04.2020;11:00;0;70
08.04.2020;12:00;0;55
08.04.2020;13:00;0;50
08.04.2020;14:00;0;51
08.04.2020;15:00;0;50
08.04.2020;16:00;0;80
08.04.2020;17:00;0;90
08.04.2020;18:00;0;104
08.04.2020;19:00;0;105
08.04.2020;20:00;0;104
08.04.2020;21:00;0;83
08.04.2020;22:00;0;68
08.04.2020;23:00;0;60
09.04.2020;00:00;0;60
09.04.2020;01:00;0;60
09.04.2020;02:00;0;60
09.04.2020;03:00;0;60
09.04.2020;04:00;0;60
09.04.2020;05:00;0;59
09.04.2020;06:00;0;72
09.04.2020;07:00;0;70
09.04.2020;08:00;0;61
09.04.2020;09:00;0;60
09.04.2020;10:00;0;60
09.04.2020;11:00;0;61
09.04.2020;12:00;0;58
09.04.2020;13:00;0;52
09.04.2020;14:00;0;59
09.04.2020;15:00;0;60
09.04.2020;16:00;0;59
09.04.2020;17:00;0;59
09.04.2020;18:00;0;61
09.04.2020;19:00;0;66
09.04.2020;20:00;0;62
09.04.2020;21:00;0;60
09.04.2020;22:00;0;51
09.04.2020;23:00;0;50
10.04.2020;00:00;0;49
10.04.2020;01:00;0;49
10.04.2020;02:00;0;49
10.04.2020;03:00;0;49
10.04.2020;04:00;0;49
10.04.2020;05:00;0;49
10.04.2020;06:00;0;50
10.04.2020;07:00;0;50
10.04.2020;08:00;0;49
10.04.2020;09:00;0;50
10.04.2020;10:00;0;49
10.04.2020;11:00;0;50
10.04.2020;12:00;0;50
10.04.2020;13:00;0;50
10.04.2020;14:00;0;50
10.04.2020;15:00;0;50
10.04.2020;16:00;0;49
10.04.2020;17:00;0;50
10.04.2020;18:00;0;50
10.04.2020;19:00;0;49
10.04.2020;20:00;0;49
10.04.2020;21:00;0;50
10.04.2020;22:00;0;50
10.04.2020;23:00;0;51
11.04.2020;00:00;0;49
11.04.2020;01:00;0;49
11.04.2020;02:00;0;50
11.04.2020;03:00;0;49
11.04.2020;04:00;0;49
11.04.2020;05:00;0;49
11.04.2020;06:00;0;50
11.04.2020;07:00;0;51
11.04.2020;08:00;0;51
11.04.2020;09:00;0;51
11.04.2020;10:00;0;50
11.04.2020;11:00;0;50
11.04.2020;12:00;0;51
11.04.2020;13:00;0;51
11.04.2020;14:00;0;50
11.04.2020;15:00;0;50
11.04.2020;16:00;0;50
11.04.2020;17:00;0;50
11.04.2020;18:00;0;50
11.04.2020;19:00;0;50
11.04.2020;20:00;0;50
11.04.2020;21:00;0;56
11.04.2020;22:00;0;52
11.04.2020;23:00;0;52
12.04.2020;00:00;0;53
12.04.2020;01:00;0;49
12.04.2020;02:00;0;50
12.04.2020;03:00;0;50
12.04.2020;04:00;0;49
12.04.2020;05:00;0;50
12.04.2020;06:00;0;49
12.04.2020;07:00;0;50
12.04.2020;08:00;0;50
12.04.2020;09:00;0;51
12.04.2020;10:00;0;51
12.04.2020;11:00;0;51
12.04.2020;12:00;0;50
12.04.2020;13:00;0;50
12.04.2020;14:00;0;50
12.04.2020;15:00;0;49
12.04.2020;16:00;0;49
12.04.2020;17:00;0;50
12.04.2020;18:00;0;50
12.04.2020;19:00;0;50
12.04.2020;20:00;0;50
12.04.2020;21:00;0;49
12.04.2020;22:00;0;49
12.04.2020;23:00;0;50
13.04.2020;00:00;0;50
13.04.2020;01:00;0;50
13.04.2020;02:00;0;50
13.04.2020;03:00;0;50
13.04.2020;04:00;0;49
13.04.2020;05:00;0;48
13.04.2020;06:00;0;49
13.04.2020;07:00;0;49
13.04.2020;08:00;0;48
13.04.2020;09:00;0;50
13.04.2020;10:00;0;50
13.04.2020;11:00;0;51
13.04.2020;12:00;0;50
13.04.2020;13:00;0;50
13.04.2020;14:00;0;50
13.04.2020;15:00;0;50
13.04.2020;16:00;0;49
13.04.2020;17:00;0;50
13.04.2020;18:00;0;49
13.04.2020;19:00;0;51
13.04.2020;20:00;0;49
13.04.2020;21:00;0;55
13.04.2020;22:00;0;50
13.04.2020;23:00;0;51
14.04.2020;00:00;0;49
14.04.2020;01:00;0;50
14.04.2020;02:00;0;49
14.04.2020;03:00;0;50
14.04.2020;04:00;0;50
14.04.2020;05:00;0;51
14.04.2020;06:00;0;57
14.04.2020;07:00;0;57
14.04.2020;08:00;0;76
14.04.2020;09:00;0;82
14.04.2020;10:00;0;56
14.04.2020;11:00;0;57
14.04.2020;12:00;0;69
14.04.2020;13:00;0;62
14.04.2020;14:00;0;51
14.04.2020;15:00;0;50
14.04.2020;16:00;0;50
14.04.2020;17:00;0;49
14.04.2020;18:00;0;50
14.04.2020;19:00;0;49
14.04.2020;20:00;0;50
14.04.2020;21:00;0;50
14.04.2020;22:00;0;50
14.04.2020;23:00;0;50
15.04.2020;00:00;0;49
15.04.2020;01:00;0;49
15.04.2020;02:00;0;50
15.04.2020;03:00;0;51
15.04.2020;04:00;0;51
15.04.2020;05:00;0;63
15.04.2020;06:00;0;79
15.04.2020;07:00;0;81
15.04.2020;08:00;0;80
15.04.2020;09:00;0;61
15.04.2020;10:00;0;51
15.04.2020;11:00;0;50
15.04.2020;12:00;0;55
15.04.2020;13:00;0;52
15.04.2020;14:00;0;51
15.04.2020;15:00;0;50
15.04.2020;16:00;0;51
15.04.2020;17:00;0;60
15.04.2020;18:00;0;102
15.04.2020;19:00;0;129
15.04.2020;20:00;0;134
15.04.2020;21:00;0;118
15.04.2020;22:00;0;68
15.04.2020;23:00;0;51
16.04.2020;00:00;0;51
16.04.2020;01:00;0;50
16.04.2020;02:00;0;50
16.04.2020;03:00;0;50
16.04.2020;04:00;0;50
16.04.2020;05:00;0;50
16.04.2020;06:00;0;58
16.04.2020;07:00;0;59
16.04.2020;08:00;0;60
16.04.2020;09:00;0;60
16.04.2020;10:00;0;59
16.04.2020;11:00;0;61
16.04.2020;12:00;0;60
16.04.2020;13:00;0;60
16.04.2020;14:00;0;60
16.04.2020;15:00;0;66
16.04.2020;16:00;0;61
16.04.2020;17:00;0;63
16.04.2020;18:00;0;71
16.04.2020;19:00;0;104
16.04.2020;20:00;0;123
16.04.2020;21:00;0;127
16.04.2020;22:00;0;111
16.04.2020;23:00;0;64
17.04.2020;00:00;0;51
17.04.2020;01:00;0;50
17.04.2020;02:00;0;50
17.04.2020;03:00;0;50
17.04.2020;04:00;0;49
17.04.2020;05:00;0;48
17.04.2020;06:00;0;48
17.04.2020;07:00;0;49
17.04.2020;08:00;0;50
17.04.2020;09:00;0;50
17.04.2020;10:00;0;51
17.04.2020;11:00;0;55
17.04.2020;12:00;0;51
17.04.2020;13:00;0;50
17.04.2020;14:00;0;50
17.04.2020;15:00;0;51
17.04.2020;16:00;0;51
17.04.2020;17:00;0;62
17.04.2020;18:00;0;89
17.04.2020;19:00;0;90
17.04.2020;20:00;0;69
17.04.2020;21:00;0;52
17.04.2020;22:00;0;49
17.04.2020;23:00;0;50
18.04.2020;00:00;0;50
18.04.2020;01:00;0;50
18.04.2020;02:00;0;50
18.04.2020;03:00;0;50
18.04.2020;04:00;0;50
18.04.2020;05:00;0;50
18.04.2020;06:00;0;50
18.04.2020;07:00;0;49
18.04.2020;08:00;0;49
18.04.2020;09:00;0;50
18.04.2020;10:00;0;50
18.04.2020;11:00;0;49
18.04.2020;12:00;0;49
18.04.2020;13:00;0;50
18.04.2020;14:00;0;50
18.04.2020;15:00;0;50
18.04.2020;16:00;0;50
18.04.2020;17:00;0;50
18.04.2020;18:00;0;50
18.04.2020;19:00;0;54
18.04.2020;20:00;0;51
18.04.2020;21:00;0;50
18.04.2020;22:00;0;49
18.04.2020;23:00;0;51
19.04.2020;00:00;0;49
19.04.2020;01:00;0;49
19.04.2020;02:00;0;49
19.04.2020;03:00;0;50
19.04.2020;04:00;0;49
19.04.2020;05:00;0;49
19.04.2020;06:00;0;49
19.04.2020;07:00;0;50
19.04.2020;08:00;0;51
19.04.2020;09:00;0;51
19.04.2020;10:00;0;51
19.04.2020;11:00;0;50
19.04.2020;12:00;0;50
19.04.2020;13:00;0;50
19.04.2020;14:00;0;50
19.04.2020;15:00;0;50
19.04.2020;16:00;0;50
19.04.2020;17:00;0;50
19.04.2020;18:00;0;50
19.04.2020;19:00;0;49
19.04.2020;20:00;0;49
19.04.2020;21:00;0;50
19.04.2020;22:00;0;50
19.04.2020;23:00;0;50
20.04.2020;00:00;0;50
20.04.2020;01:00;0;48
20.04.2020;02:00;0;49
20.04.2020;03:00;0;50
20.04.2020;04:00;0;50
20.04.2020;05:00;0;50
20.04.2020;06:00;0;49
20.04.2020;07:00;0;51
20.04.2020;08:00;0;50
20.04.2020;09:00;0;50
20.04.2020;10:00;0;51
20.04.2020;11:00;0;49
20.04.2020;12:00;0;50
20.04.2020;13:00;0;50
20.04.2020;14:00;0;49
20.04.2020;15:00;0;49
20.04.2020;16:00;0;51
20.04.2020;17:00;0;50
20.04.2020;18:00;0;51
20.04.2020;19:00;0;50
20.04.2020;20:00;0;50
20.04.2020;21:00;0;49
20.04.2020;22:00;0;49
20.04.2020;23:00;0;50
21.04.2020;00:00;0;49
21.04.2020;01:00;0;49
21.04.2020;02:00;0;49
21.04.2020;03:00;0;49
21.04.2020;04:00;0;48
21.04.2020;05:00;0;50
21.04.2020;06:00;0;50
21.04.2020;07:00;0;50
21.04.2020;08:00;0;51
21.04.2020;09:00;0;52
21.04.2020;10:00;0;50
21.04.2020;11:00;0;51
21.04.2020;12:00;0;50
21.04.2020;13:00;0;50
21.04.2020;14:00;0;50
21.04.2020;15:00;0;51
21.04.2020;16:00;0;49
21.04.2020;17:00;0;50
21.04.2020;18:00;0;50
21.04.2020;19:00;0;51
21.04.2020;20:00;0;50
21.04.2020;21:00;0;49
21.04.2020;22:00;0;49
21.04.2020;23:00;0;50
22.04.2020;00:00;0;49
22.04.2020;01:00;0;49
22.04.2020;02:00;0;49
22.04.2020;03:00;0;49
22.04.2020;04:00;0;49
22.04.2020;05:00;0;49
22.04.2020;06:00;0;50
22.04.2020;07:00;0;51
22.04.2020;08:00;0;69
22.04.2020;09:00;0;79
22.04.2020;10:00;0;66
22.04.2020;11:00;0;59
22.04.2020;12:00;0;64
22.04.2020;13:00;0;59
22.04.2020;14:00;0;51
22.04.2020;15:00;0;50
22.04.2020;16:00;0;49
22.04.2020;17:00;0;51
22.04.2020;18:00;0;51
22.04.2020;19:00;0;51
22.04.2020;20:00;0;51
22.04.2020;21:00;0;50
22.04.2020;22:00;0;49
22.04.2020;23:00;0;49
23.04.2020;00:00;0;49
23.04.2020;01:00;0;50
23.04.2020;02:00;0;50
23.04.2020;03:00;24;50
23.04.2020;04:00;44;52
23.04.2020;05:00;43;65
23.04.2020;06:00;45;61
23.04.2020;07:00;51;56
23.04.2020;08:00;62;51
23.04.2020;09:00;65;50
23.04.2020;10:00;70;51
23.04.2020;11:00;53;50
23.04.2020;12:00;49;51
23.04.2020;13:00;49;51
23.04.2020;14:00;49;50
23.04.2020;15:00;50;50
23.04.2020;16:00;50;50
23.04.2020;17:00;56;50
23.04.2020;18:00;101;78
23.04.2020;19:00;130;101
23.04.2020;20:00;131;99
23.04.2020;21:00;113;90
23.04.2020;22:00;114;90
23.04.2020;23:00;109;85
24.04.2020;00:00;57;54
24.04.2020;01:00;51;51
24.04.2020;02:00;51;50
24.04.2020;03:00;51;50
24.04.2020;04:00;51;50
24.04.2020;05:00;50;49
24.04.2020;06:00;51;50
24.04.2020;07:00;51;50
24.04.2020;08:00;67;50
24.04.2020;09:00;59;49
24.04.2020;10:00;52;49
24.04.2020;11:00;51;34
24.04.2020;12:00;51;0
24.04.2020;13:00;50;0
24.04.2020;14:00;50;0
24.04.2020;15:00;50;0
24.04.2020;16:00;50;0
24.04.2020;17:00;50;0
24.04.2020;18:00;50;0
24.04.2020;19:00;53;0
24.04.2020;20:00;56;0
24.04.2020;21:00;52;0
24.04.2020;22:00;51;0
24.04.2020;23:00;51;0
25.04.2020;00:00;48;0
25.04.2020;01:00;49;0
25.04.2020;02:00;50;0
25.04.2020;03:00;50;0
25.04.2020;04:00;49;0
25.04.2020;05:00;49;0
25.04.2020;06:00;49;0
25.04.2020;07:00;50;0
25.04.2020;08:00;49;0
25.04.2020;09:00;49;0
25.04.2020;10:00;50;0
25.04.2020;11:00;51;0
25.04.2020;12:00;50;0
25.04.2020;13:00;50;0
25.04.2020;14:00;49;0
25.04.2020;15:00;49;0
25.04.2020;16:00;49;0
25.04.2020;17:00;49;0
25.04.2020;18:00;50;0
25.04.2020;19:00;50;0
25.04.2020;20:00;51;0
