Datum;Uhrzeit;Generation_DE KKI 2[MW]
08.04.2020;01:00;1.237
08.04.2020;02:00;1.245
08.04.2020;03:00;1.249
08.04.2020;04:00;1.255
08.04.2020;05:00;1.289
08.04.2020;06:00;1.390
08.04.2020;07:00;1.404
08.04.2020;08:00;1.383
08.04.2020;09:00;1.295
08.04.2020;10:00;1.268
08.04.2020;11:00;1.289
08.04.2020;12:00;1.254
08.04.2020;13:00;1.250
08.04.2020;14:00;1.248
08.04.2020;15:00;1.246
08.04.2020;16:00;1.244
08.04.2020;17:00;1.274
08.04.2020;18:00;1.367
08.04.2020;19:00;1.369
08.04.2020;20:00;1.389
08.04.2020;21:00;1.397
08.04.2020;22:00;1.398
08.04.2020;23:00;1.401
09.04.2020;00:00;1.337
09.04.2020;01:00;1.283
09.04.2020;02:00;1.284
09.04.2020;03:00;1.289
09.04.2020;04:00;1.289
09.04.2020;05:00;1.318
09.04.2020;06:00;1.396
09.04.2020;07:00;1.411
09.04.2020;08:00;1.411
09.04.2020;09:00;1.299
09.04.2020;10:00;1.250
09.04.2020;11:00;1.246
09.04.2020;12:00;1.237
09.04.2020;13:00;1.239
09.04.2020;14:00;1.238
09.04.2020;15:00;1.244
09.04.2020;16:00;1.297
09.04.2020;17:00;1.303
09.04.2020;18:00;1.358
09.04.2020;19:00;1.388
09.04.2020;20:00;1.389
09.04.2020;21:00;1.386
09.04.2020;22:00;1.346
09.04.2020;23:00;1.342
10.04.2020;00:00;1.267
10.04.2020;01:00;1.255
10.04.2020;02:00;1.258
10.04.2020;03:00;1.259
10.04.2020;04:00;1.290
10.04.2020;05:00;1.282
10.04.2020;06:00;1.278
10.04.2020;07:00;1.342
10.04.2020;08:00;1.338
10.04.2020;09:00;1.267
10.04.2020;10:00;1.252
10.04.2020;11:00;1.253
10.04.2020;12:00;1.249
10.04.2020;13:00;1.244
10.04.2020;14:00;1.244
10.04.2020;15:00;1.244
10.04.2020;16:00;1.235
10.04.2020;17:00;1.239
10.04.2020;18:00;1.265
10.04.2020;19:00;1.369
10.04.2020;20:00;1.375
10.04.2020;21:00;1.372
10.04.2020;22:00;1.316
10.04.2020;23:00;1.279
11.04.2020;00:00;1.253
11.04.2020;01:00;1.256
11.04.2020;02:00;1.257
11.04.2020;03:00;1.259
11.04.2020;04:00;1.261
11.04.2020;05:00;1.262
11.04.2020;06:00;1.263
11.04.2020;07:00;1.256
11.04.2020;08:00;1.220
11.04.2020;09:00;1.224
11.04.2020;10:00;1.224
11.04.2020;11:00;1.207
11.04.2020;12:00;1.195
11.04.2020;13:00;1.207
11.04.2020;14:00;1.227
11.04.2020;15:00;1.171
11.04.2020;16:00;1.154
11.04.2020;17:00;1.232
11.04.2020;18:00;1.311
11.04.2020;19:00;1.385
11.04.2020;20:00;1.389
11.04.2020;21:00;1.354
11.04.2020;22:00;1.343
11.04.2020;23:00;1.342
12.04.2020;00:00;1.307
12.04.2020;01:00;1.252
12.04.2020;02:00;1.259
12.04.2020;03:00;1.258
12.04.2020;04:00;1.259
12.04.2020;05:00;1.260
12.04.2020;06:00;1.262
12.04.2020;07:00;1.268
12.04.2020;08:00;1.261
12.04.2020;09:00;1.261
12.04.2020;10:00;1.252
12.04.2020;11:00;1.242
12.04.2020;12:00;1.204
12.04.2020;13:00;1.126
12.04.2020;14:00;1.237
12.04.2020;15:00;1.202
12.04.2020;16:00;1.220
12.04.2020;17:00;1.261
12.04.2020;18:00;1.212
12.04.2020;19:00;1.239
12.04.2020;20:00;1.241
12.04.2020;21:00;1.240
12.04.2020;22:00;1.241
12.04.2020;23:00;1.242
13.04.2020;00:00;1.217
13.04.2020;01:00;1.069
13.04.2020;02:00;994
13.04.2020;03:00;982
13.04.2020;04:00;873
13.04.2020;05:00;963
13.04.2020;06:00;932
13.04.2020;07:00;955
13.04.2020;08:00;916
13.04.2020;09:00;888
13.04.2020;10:00;942
13.04.2020;11:00;967
13.04.2020;12:00;977
13.04.2020;13:00;921
13.04.2020;14:00;881
13.04.2020;15:00;858
13.04.2020;16:00;834
13.04.2020;17:00;921
13.04.2020;18:00;1.071
13.04.2020;19:00;1.280
13.04.2020;20:00;1.317
13.04.2020;21:00;1.333
13.04.2020;22:00;1.222
13.04.2020;23:00;1.214
14.04.2020;00:00;1.224
14.04.2020;01:00;1.222
14.04.2020;02:00;1.214
14.04.2020;03:00;1.195
14.04.2020;04:00;1.253
14.04.2020;05:00;1.254
14.04.2020;06:00;1.268
14.04.2020;07:00;1.308
14.04.2020;08:00;1.412
14.04.2020;09:00;1.227
14.04.2020;10:00;1.341
14.04.2020;11:00;1.377
14.04.2020;12:00;1.410
14.04.2020;13:00;1.327
14.04.2020;14:00;1.187
14.04.2020;15:00;1.078
14.04.2020;16:00;1.015
14.04.2020;17:00;919
14.04.2020;18:00;1.044
14.04.2020;19:00;1.214
14.04.2020;20:00;1.353
14.04.2020;21:00;1.370
14.04.2020;22:00;1.365
14.04.2020;23:00;1.311
15.04.2020;00:00;1.298
15.04.2020;01:00;1.331
15.04.2020;02:00;1.388
15.04.2020;03:00;1.337
15.04.2020;04:00;1.318
15.04.2020;05:00;1.285
15.04.2020;06:00;1.378
15.04.2020;07:00;1.394
15.04.2020;08:00;1.396
15.04.2020;09:00;1.382
15.04.2020;10:00;1.326
15.04.2020;11:00;1.324
15.04.2020;12:00;1.303
15.04.2020;13:00;1.273
15.04.2020;14:00;1.260
15.04.2020;15:00;1.300
15.04.2020;16:00;1.201
15.04.2020;17:00;1.217
15.04.2020;18:00;1.340
15.04.2020;19:00;1.389
15.04.2020;20:00;1.379
15.04.2020;21:00;1.344
15.04.2020;22:00;1.367
15.04.2020;23:00;1.357
16.04.2020;00:00;1.231
16.04.2020;01:00;1.222
16.04.2020;02:00;1.229
16.04.2020;03:00;1.249
16.04.2020;04:00;1.300
16.04.2020;05:00;1.329
16.04.2020;06:00;1.383
16.04.2020;07:00;1.397
16.04.2020;08:00;1.385
16.04.2020;09:00;1.331
16.04.2020;10:00;1.273
16.04.2020;11:00;1.263
16.04.2020;12:00;1.254
16.04.2020;13:00;1.267
16.04.2020;14:00;1.242
16.04.2020;15:00;1.247
16.04.2020;16:00;1.215
16.04.2020;17:00;1.304
16.04.2020;18:00;1.329
16.04.2020;19:00;1.385
16.04.2020;20:00;1.388
16.04.2020;21:00;1.387
16.04.2020;22:00;1.376
16.04.2020;23:00;1.354
17.04.2020;00:00;1.253
17.04.2020;01:00;1.228
17.04.2020;02:00;1.248
17.04.2020;03:00;1.240
17.04.2020;04:00;1.251
17.04.2020;05:00;1.291
17.04.2020;06:00;1.320
17.04.2020;07:00;1.371
17.04.2020;08:00;1.381
17.04.2020;09:00;1.372
17.04.2020;10:00;1.309
17.04.2020;11:00;1.275
17.04.2020;12:00;1.245
17.04.2020;13:00;1.237
17.04.2020;14:00;1.233
17.04.2020;15:00;1.240
17.04.2020;16:00;1.271
17.04.2020;17:00;1.315
17.04.2020;18:00;1.355
17.04.2020;19:00;1.357
17.04.2020;20:00;1.359
17.04.2020;21:00;1.322
17.04.2020;22:00;1.286
17.04.2020;23:00;1.321
18.04.2020;00:00;1.262
18.04.2020;01:00;1.267
18.04.2020;02:00;1.266
18.04.2020;03:00;1.253
18.04.2020;04:00;1.239
18.04.2020;05:00;1.258
18.04.2020;06:00;1.256
18.04.2020;07:00;1.250
18.04.2020;08:00;1.303
18.04.2020;09:00;1.217
18.04.2020;10:00;1.210
18.04.2020;11:00;1.246
18.04.2020;12:00;1.243
18.04.2020;13:00;1.241
18.04.2020;14:00;1.246
18.04.2020;15:00;1.282
18.04.2020;16:00;1.243
18.04.2020;17:00;1.236
18.04.2020;18:00;1.263
18.04.2020;19:00;1.306
18.04.2020;20:00;1.305
18.04.2020;21:00;1.246
18.04.2020;22:00;1.245
18.04.2020;23:00;1.232
19.04.2020;00:00;1.240
19.04.2020;01:00;1.238
19.04.2020;02:00;1.233
19.04.2020;03:00;1.239
19.04.2020;04:00;1.239
19.04.2020;05:00;1.238
19.04.2020;06:00;1.222
19.04.2020;07:00;1.191
19.04.2020;08:00;1.217
19.04.2020;09:00;1.238
19.04.2020;10:00;1.304
19.04.2020;11:00;1.324
19.04.2020;12:00;1.215
19.04.2020;13:00;1.093
19.04.2020;14:00;958
19.04.2020;15:00;839
19.04.2020;16:00;964
19.04.2020;17:00;1.165
19.04.2020;18:00;1.248
19.04.2020;19:00;1.223
19.04.2020;20:00;1.239
19.04.2020;21:00;1.205
19.04.2020;22:00;1.243
19.04.2020;23:00;1.254
20.04.2020;00:00;1.249
20.04.2020;01:00;1.236
20.04.2020;02:00;1.219
20.04.2020;03:00;1.237
20.04.2020;04:00;1.259
20.04.2020;05:00;1.258
20.04.2020;06:00;1.235
20.04.2020;07:00;1.278
20.04.2020;08:00;1.360
20.04.2020;09:00;1.385
20.04.2020;10:00;1.189
20.04.2020;11:00;1.134
20.04.2020;12:00;1.059
20.04.2020;13:00;944
20.04.2020;14:00;949
20.04.2020;15:00;931
20.04.2020;16:00;928
20.04.2020;17:00;963
20.04.2020;18:00;1.054
20.04.2020;19:00;1.168
20.04.2020;20:00;1.338
20.04.2020;21:00;1.338
20.04.2020;22:00;1.398
20.04.2020;23:00;1.411
21.04.2020;00:00;1.412
21.04.2020;01:00;1.413
21.04.2020;02:00;1.413
21.04.2020;03:00;1.413
21.04.2020;04:00;1.412
21.04.2020;05:00;1.415
21.04.2020;06:00;1.415
21.04.2020;07:00;1.413
21.04.2020;08:00;1.413
21.04.2020;09:00;1.406
21.04.2020;10:00;1.404
21.04.2020;11:00;1.403
21.04.2020;12:00;1.397
21.04.2020;13:00;1.392
21.04.2020;14:00;1.391
21.04.2020;15:00;1.238
21.04.2020;16:00;1.024
21.04.2020;17:00;1.051
21.04.2020;18:00;1.114
21.04.2020;19:00;1.254
21.04.2020;20:00;1.278
21.04.2020;21:00;1.265
21.04.2020;22:00;1.255
21.04.2020;23:00;1.229
22.04.2020;00:00;1.239
22.04.2020;01:00;1.236
22.04.2020;02:00;1.244
22.04.2020;03:00;1.248
22.04.2020;04:00;1.252
22.04.2020;05:00;1.251
22.04.2020;06:00;1.248
22.04.2020;07:00;1.294
22.04.2020;08:00;1.368
22.04.2020;09:00;1.353
22.04.2020;10:00;1.350
22.04.2020;11:00;1.242
22.04.2020;12:00;1.267
22.04.2020;13:00;1.168
22.04.2020;14:00;1.210
22.04.2020;15:00;1.191
22.04.2020;16:00;1.210
22.04.2020;17:00;1.228
22.04.2020;18:00;1.285
22.04.2020;19:00;1.355
22.04.2020;20:00;1.352
22.04.2020;21:00;1.309
22.04.2020;22:00;1.281
22.04.2020;23:00;1.212
23.04.2020;00:00;1.210
23.04.2020;01:00;1.213
23.04.2020;02:00;1.235
23.04.2020;03:00;1.245
23.04.2020;04:00;1.244
23.04.2020;05:00;1.245
23.04.2020;06:00;1.272
23.04.2020;07:00;1.323
23.04.2020;08:00;1.281
23.04.2020;09:00;1.301
23.04.2020;10:00;1.262
23.04.2020;11:00;1.195
23.04.2020;12:00;1.242
23.04.2020;13:00;1.243
23.04.2020;14:00;1.243
23.04.2020;15:00;1.248
23.04.2020;16:00;1.249
23.04.2020;17:00;1.286
23.04.2020;18:00;1.384
23.04.2020;19:00;1.391
23.04.2020;20:00;1.393
23.04.2020;21:00;1.391
23.04.2020;22:00;1.387
23.04.2020;23:00;1.393
24.04.2020;00:00;1.330
24.04.2020;01:00;1.267
24.04.2020;02:00;1.260
24.04.2020;03:00;1.263
24.04.2020;04:00;1.264
24.04.2020;05:00;1.318
24.04.2020;06:00;1.324
24.04.2020;07:00;1.381
24.04.2020;08:00;1.364
24.04.2020;09:00;1.264
24.04.2020;10:00;1.256
24.04.2020;11:00;1.272
24.04.2020;12:00;1.232
24.04.2020;13:00;1.218
24.04.2020;14:00;1.230
24.04.2020;15:00;1.238
24.04.2020;16:00;1.237
24.04.2020;17:00;1.219
24.04.2020;18:00;1.237
24.04.2020;19:00;1.232
24.04.2020;20:00;1.302
24.04.2020;21:00;1.265
24.04.2020;22:00;1.226
24.04.2020;23:00;1.229
25.04.2020;00:00;1.226
25.04.2020;01:00;1.242
25.04.2020;02:00;1.256
25.04.2020;03:00;1.257
25.04.2020;04:00;1.253
25.04.2020;05:00;1.255
25.04.2020;06:00;1.254
25.04.2020;07:00;1.256
25.04.2020;08:00;1.231
25.04.2020;09:00;1.247
25.04.2020;10:00;1.249
25.04.2020;11:00;1.249
25.04.2020;12:00;1.251
25.04.2020;13:00;1.235
25.04.2020;14:00;1.250
25.04.2020;15:00;1.250
25.04.2020;16:00;1.236
25.04.2020;17:00;1.225
25.04.2020;18:00;1.250
25.04.2020;19:00;1.257
25.04.2020;20:00;1.337
25.04.2020;21:00;1.343
25.04.2020;22:00;1.297
25.04.2020;23:00;1.252
26.04.2020;00:00;1.293
26.04.2020;01:00;1.352
26.04.2020;02:00;1.315
26.04.2020;03:00;1.324
26.04.2020;04:00;1.397
26.04.2020;05:00;1.415
26.04.2020;06:00;1.365
26.04.2020;07:00;1.361
26.04.2020;08:00;1.361
26.04.2020;09:00;1.360
26.04.2020;10:00;1.384
26.04.2020;11:00;1.367
26.04.2020;12:00;1.306
26.04.2020;13:00;1.246
26.04.2020;14:00;1.196
26.04.2020;15:00;1.223
26.04.2020;16:00;1.266
26.04.2020;17:00;1.257
26.04.2020;18:00;1.260
26.04.2020;19:00;1.347
26.04.2020;20:00;1.382
26.04.2020;21:00;1.382
26.04.2020;22:00;1.382
26.04.2020;23:00;1.317
27.04.2020;00:00;1.272
27.04.2020;01:00;1.253
27.04.2020;02:00;1.253
27.04.2020;03:00;1.261
27.04.2020;04:00;1.263
27.04.2020;05:00;1.265
27.04.2020;06:00;1.323
27.04.2020;07:00;1.359
27.04.2020;08:00;1.310
27.04.2020;09:00;1.305
27.04.2020;10:00;1.291
27.04.2020;11:00;1.286
27.04.2020;12:00;1.283
27.04.2020;13:00;1.284
27.04.2020;14:00;1.283
27.04.2020;15:00;1.302
27.04.2020;16:00;1.280
27.04.2020;17:00;1.295
27.04.2020;18:00;1.340
27.04.2020;19:00;1.385
27.04.2020;20:00;1.386
27.04.2020;21:00;1.389
27.04.2020;22:00;1.390
27.04.2020;23:00;1.390
28.04.2020;00:00;1.265
28.04.2020;01:00;1.260
28.04.2020;02:00;1.265
28.04.2020;03:00;1.264
28.04.2020;04:00;1.258
28.04.2020;05:00;1.254
28.04.2020;06:00;1.330
28.04.2020;07:00;1.367
28.04.2020;08:00;1.379
28.04.2020;09:00;1.378
28.04.2020;10:00;1.374
28.04.2020;11:00;1.374
28.04.2020;12:00;1.368
28.04.2020;13:00;1.363
28.04.2020;14:00;1.340
28.04.2020;15:00;1.373
28.04.2020;16:00;1.372
28.04.2020;17:00;1.371
28.04.2020;18:00;1.371
28.04.2020;19:00;1.374
28.04.2020;20:00;1.369
28.04.2020;21:00;1.366
28.04.2020;22:00;1.325
28.04.2020;23:00;1.358
29.04.2020;00:00;1.299
29.04.2020;01:00;1.255
29.04.2020;02:00;1.249
29.04.2020;03:00;1.249
29.04.2020;04:00;1.250
29.04.2020;05:00;1.289
29.04.2020;06:00;1.370
29.04.2020;07:00;1.381
29.04.2020;08:00;1.383
29.04.2020;09:00;1.373
29.04.2020;10:00;1.319
29.04.2020;11:00;1.337
29.04.2020;12:00;1.258
29.04.2020;13:00;1.304
29.04.2020;14:00;1.293
29.04.2020;15:00;1.286
29.04.2020;16:00;1.292
29.04.2020;17:00;1.298
29.04.2020;18:00;1.368
29.04.2020;19:00;1.368
29.04.2020;20:00;1.330
29.04.2020;21:00;1.309
29.04.2020;22:00;1.308
29.04.2020;23:00;1.255
30.04.2020;00:00;1.253
30.04.2020;01:00;1.248
30.04.2020;02:00;1.239
30.04.2020;03:00;1.223
30.04.2020;04:00;1.224
30.04.2020;05:00;1.249
30.04.2020;06:00;1.243
30.04.2020;07:00;1.255
30.04.2020;08:00;1.280
30.04.2020;09:00;1.269
30.04.2020;10:00;1.273
30.04.2020;11:00;1.251
30.04.2020;12:00;1.193
30.04.2020;13:00;1.251
30.04.2020;14:00;1.243
30.04.2020;15:00;1.247
30.04.2020;16:00;1.247
30.04.2020;17:00;1.251
30.04.2020;18:00;1.364
30.04.2020;19:00;1.374
30.04.2020;20:00;1.311
30.04.2020;21:00;1.328
30.04.2020;22:00;1.250
30.04.2020;23:00;1.230
