Datum;Uhrzeit;Generation_DE Gas-und-Dampfturbinen Mitte[MW]
13.02.2020;22:00;408
13.02.2020;23:00;407
14.02.2020;00:00;407
14.02.2020;01:00;408
14.02.2020;02:00;408
14.02.2020;03:00;408
14.02.2020;04:00;407
14.02.2020;05:00;416
14.02.2020;06:00;416
14.02.2020;07:00;416
14.02.2020;08:00;416
14.02.2020;09:00;416
14.02.2020;10:00;416
14.02.2020;11:00;417
14.02.2020;12:00;374
14.02.2020;13:00;349
14.02.2020;14:00;348
14.02.2020;15:00;351
14.02.2020;16:00;411
14.02.2020;17:00;411
14.02.2020;18:00;412
14.02.2020;19:00;412
14.02.2020;20:00;412
14.02.2020;21:00;412
14.02.2020;22:00;412
14.02.2020;23:00;411
15.02.2020;00:00;415
15.02.2020;01:00;417
15.02.2020;02:00;407
15.02.2020;03:00;403
15.02.2020;04:00;403
15.02.2020;05:00;416
15.02.2020;06:00;423
15.02.2020;07:00;426
15.02.2020;08:00;426
15.02.2020;09:00;426
15.02.2020;10:00;426
15.02.2020;11:00;426
15.02.2020;12:00;392
15.02.2020;13:00;355
15.02.2020;14:00;300
15.02.2020;15:00;299
15.02.2020;16:00;303
15.02.2020;17:00;363
15.02.2020;18:00;426
15.02.2020;19:00;384
15.02.2020;20:00;165
15.02.2020;21:00;121
15.02.2020;22:00;122
15.02.2020;23:00;122
16.02.2020;00:00;122
16.02.2020;01:00;121
16.02.2020;02:00;122
16.02.2020;03:00;121
16.02.2020;04:00;116
16.02.2020;05:00;117
16.02.2020;06:00;117
16.02.2020;07:00;116
16.02.2020;08:00;116
16.02.2020;09:00;116
16.02.2020;10:00;116
16.02.2020;11:00;116
16.02.2020;12:00;117
16.02.2020;13:00;117
16.02.2020;14:00;117
16.02.2020;15:00;117
16.02.2020;16:00;117
16.02.2020;17:00;116
16.02.2020;18:00;116
16.02.2020;19:00;117
16.02.2020;20:00;116
16.02.2020;21:00;117
16.02.2020;22:00;117
16.02.2020;23:00;117
17.02.2020;00:00;117
17.02.2020;01:00;117
17.02.2020;02:00;122
17.02.2020;03:00;122
17.02.2020;04:00;134
17.02.2020;05:00;221
17.02.2020;06:00;350
17.02.2020;07:00;428
17.02.2020;08:00;431
17.02.2020;09:00;384
17.02.2020;10:00;352
17.02.2020;11:00;323
17.02.2020;12:00;292
17.02.2020;13:00;265
17.02.2020;14:00;265
17.02.2020;15:00;288
17.02.2020;16:00;314
17.02.2020;17:00;356
17.02.2020;18:00;363
17.02.2020;19:00;363
17.02.2020;20:00;363
17.02.2020;21:00;363
17.02.2020;22:00;364
17.02.2020;23:00;364
18.02.2020;00:00;335
18.02.2020;01:00;293
18.02.2020;02:00;223
18.02.2020;03:00;240
18.02.2020;04:00;275
18.02.2020;05:00;322
18.02.2020;06:00;386
18.02.2020;07:00;430
18.02.2020;08:00;429
18.02.2020;09:00;401
18.02.2020;10:00;357
18.02.2020;11:00;353
18.02.2020;12:00;307
18.02.2020;13:00;304
18.02.2020;14:00;304
18.02.2020;15:00;303
18.02.2020;16:00;303
18.02.2020;17:00;345
18.02.2020;18:00;353
18.02.2020;19:00;370
18.02.2020;20:00;402
18.02.2020;21:00;402
18.02.2020;22:00;385
18.02.2020;23:00;363
19.02.2020;00:00;355
19.02.2020;01:00;339
19.02.2020;02:00;339
19.02.2020;03:00;329
19.02.2020;04:00;343
19.02.2020;05:00;410
19.02.2020;06:00;409
19.02.2020;07:00;376
19.02.2020;08:00;352
19.02.2020;09:00;352
19.02.2020;10:00;352
19.02.2020;11:00;357
19.02.2020;12:00;372
19.02.2020;13:00;396
19.02.2020;14:00;397
19.02.2020;15:00;397
19.02.2020;16:00;397
19.02.2020;17:00;397
19.02.2020;18:00;397
19.02.2020;19:00;404
19.02.2020;20:00;407
19.02.2020;21:00;407
19.02.2020;22:00;402
19.02.2020;23:00;388
20.02.2020;00:00;388
20.02.2020;01:00;388
20.02.2020;02:00;386
20.02.2020;03:00;369
20.02.2020;04:00;377
20.02.2020;05:00;426
20.02.2020;06:00;426
20.02.2020;07:00;426
20.02.2020;08:00;429
20.02.2020;09:00;431
20.02.2020;10:00;431
20.02.2020;11:00;431
20.02.2020;12:00;400
20.02.2020;13:00;348
20.02.2020;14:00;324
20.02.2020;15:00;324
20.02.2020;16:00;323
20.02.2020;17:00;357
20.02.2020;18:00;421
20.02.2020;19:00;424
20.02.2020;20:00;392
20.02.2020;21:00;372
20.02.2020;22:00;328
20.02.2020;23:00;320
21.02.2020;00:00;284
21.02.2020;01:00;284
21.02.2020;02:00;284
21.02.2020;03:00;287
21.02.2020;04:00;375
21.02.2020;05:00;431
21.02.2020;06:00;431
21.02.2020;07:00;431
21.02.2020;08:00;432
21.02.2020;09:00;430
21.02.2020;10:00;407
21.02.2020;11:00;380
21.02.2020;12:00;341
21.02.2020;13:00;338
21.02.2020;14:00;330
21.02.2020;15:00;275
21.02.2020;16:00;250
21.02.2020;17:00;253
21.02.2020;18:00;254
21.02.2020;19:00;301
21.02.2020;20:00;306
21.02.2020;21:00;323
21.02.2020;22:00;314
21.02.2020;23:00;197
22.02.2020;00:00;166
22.02.2020;01:00;160
22.02.2020;02:00;157
22.02.2020;03:00;153
22.02.2020;04:00;121
22.02.2020;05:00;121
22.02.2020;06:00;121
22.02.2020;07:00;120
22.02.2020;08:00;120
22.02.2020;09:00;120
22.02.2020;10:00;121
22.02.2020;11:00;121
22.02.2020;12:00;121
22.02.2020;13:00;122
22.02.2020;14:00;122
22.02.2020;15:00;122
22.02.2020;16:00;122
22.02.2020;17:00;122
22.02.2020;18:00;122
22.02.2020;19:00;121
22.02.2020;20:00;121
22.02.2020;21:00;121
22.02.2020;22:00;121
22.02.2020;23:00;121
23.02.2020;00:00;122
23.02.2020;01:00;122
23.02.2020;02:00;122
23.02.2020;03:00;121
23.02.2020;04:00;122
23.02.2020;05:00;125
23.02.2020;06:00;126
23.02.2020;07:00;141
23.02.2020;08:00;231
23.02.2020;09:00;312
23.02.2020;10:00;349
23.02.2020;11:00;379
23.02.2020;12:00;382
23.02.2020;13:00;382
23.02.2020;14:00;217
23.02.2020;15:00;122
23.02.2020;16:00;126
23.02.2020;17:00;125
23.02.2020;18:00;125
23.02.2020;19:00;125
23.02.2020;20:00;125
23.02.2020;21:00;125
23.02.2020;22:00;125
23.02.2020;23:00;126
24.02.2020;00:00;126
24.02.2020;01:00;126
24.02.2020;02:00;126
24.02.2020;03:00;143
24.02.2020;04:00;351
24.02.2020;05:00;411
24.02.2020;06:00;433
24.02.2020;07:00;435
24.02.2020;08:00;435
24.02.2020;09:00;435
24.02.2020;10:00;435
24.02.2020;11:00;436
24.02.2020;12:00;428
24.02.2020;13:00;407
24.02.2020;14:00;407
24.02.2020;15:00;425
24.02.2020;16:00;431
24.02.2020;17:00;432
24.02.2020;18:00;431
24.02.2020;19:00;430
24.02.2020;20:00;431
24.02.2020;21:00;431
24.02.2020;22:00;411
24.02.2020;23:00;215
25.02.2020;00:00;157
25.02.2020;01:00;156
25.02.2020;02:00;163
25.02.2020;03:00;166
25.02.2020;04:00;169
25.02.2020;05:00;177
25.02.2020;06:00;294
25.02.2020;07:00;344
25.02.2020;08:00;427
25.02.2020;09:00;415
25.02.2020;10:00;392
25.02.2020;11:00;383
25.02.2020;12:00;383
25.02.2020;13:00;383
25.02.2020;14:00;381
25.02.2020;15:00;349
25.02.2020;16:00;349
25.02.2020;17:00;353
25.02.2020;18:00;368
25.02.2020;19:00;368
25.02.2020;20:00;367
25.02.2020;21:00;367
25.02.2020;22:00;366
25.02.2020;23:00;338
26.02.2020;00:00;339
26.02.2020;01:00;332
26.02.2020;02:00;329
26.02.2020;03:00;329
26.02.2020;04:00;333
26.02.2020;05:00;392
26.02.2020;06:00;436
26.02.2020;07:00;436
26.02.2020;08:00;435
26.02.2020;09:00;435
26.02.2020;10:00;436
26.02.2020;11:00;436
26.02.2020;12:00;438
26.02.2020;13:00;438
26.02.2020;14:00;438
26.02.2020;15:00;437
26.02.2020;16:00;437
26.02.2020;17:00;437
26.02.2020;18:00;438
26.02.2020;19:00;438
26.02.2020;20:00;412
26.02.2020;21:00;405
26.02.2020;22:00;402
26.02.2020;23:00;383
27.02.2020;00:00;383
27.02.2020;01:00;383
27.02.2020;02:00;383
27.02.2020;03:00;383
27.02.2020;04:00;387
27.02.2020;05:00;414
27.02.2020;06:00;431
27.02.2020;07:00;431
27.02.2020;08:00;441
27.02.2020;09:00;448
27.02.2020;10:00;446
27.02.2020;11:00;439
27.02.2020;12:00;438
27.02.2020;13:00;437
27.02.2020;14:00;435
27.02.2020;15:00;429
27.02.2020;16:00;430
27.02.2020;17:00;429
27.02.2020;18:00;429
27.02.2020;19:00;430
27.02.2020;20:00;430
27.02.2020;21:00;430
27.02.2020;22:00;383
27.02.2020;23:00;383
28.02.2020;00:00;365
28.02.2020;01:00;363
28.02.2020;02:00;363
28.02.2020;03:00;363
28.02.2020;04:00;390
28.02.2020;05:00;402
28.02.2020;06:00;451
28.02.2020;07:00;452
28.02.2020;08:00;452
28.02.2020;09:00;451
28.02.2020;10:00;451
28.02.2020;11:00;450
28.02.2020;12:00;441
28.02.2020;13:00;439
28.02.2020;14:00;406
28.02.2020;15:00;363
28.02.2020;16:00;362
28.02.2020;17:00;363
28.02.2020;18:00;387
28.02.2020;19:00;426
28.02.2020;20:00;431
28.02.2020;21:00;431
28.02.2020;22:00;431
28.02.2020;23:00;389
29.02.2020;00:00;194
29.02.2020;01:00;130
29.02.2020;02:00;133
29.02.2020;03:00;133
29.02.2020;04:00;133
29.02.2020;05:00;132
29.02.2020;06:00;132
29.02.2020;07:00;132
29.02.2020;08:00;176
29.02.2020;09:00;165
29.02.2020;10:00;136
29.02.2020;11:00;132
29.02.2020;12:00;126
29.02.2020;13:00;126
29.02.2020;14:00;126
29.02.2020;15:00;126
29.02.2020;16:00;126
29.02.2020;17:00;160
29.02.2020;18:00;166
29.02.2020;19:00;166
29.02.2020;20:00;184
29.02.2020;21:00;167
29.02.2020;22:00;210
29.02.2020;23:00;180
01.03.2020;00:00;131
01.03.2020;01:00;131
01.03.2020;02:00;131
01.03.2020;03:00;131
01.03.2020;04:00;131
01.03.2020;05:00;130
01.03.2020;06:00;130
01.03.2020;07:00;130
01.03.2020;08:00;131
01.03.2020;09:00;145
01.03.2020;10:00;146
01.03.2020;11:00;138
01.03.2020;12:00;136
01.03.2020;13:00;136
01.03.2020;14:00;136
01.03.2020;15:00;140
01.03.2020;16:00;196
01.03.2020;17:00;242
01.03.2020;18:00;315
01.03.2020;19:00;333
01.03.2020;20:00;351
01.03.2020;21:00;358
01.03.2020;22:00;359
01.03.2020;23:00;343
02.03.2020;00:00;298
02.03.2020;01:00;281
02.03.2020;02:00;284
02.03.2020;03:00;287
02.03.2020;04:00;346
02.03.2020;05:00;390
02.03.2020;06:00;418
02.03.2020;07:00;424
02.03.2020;08:00;428
02.03.2020;09:00;428
02.03.2020;10:00;429
02.03.2020;11:00;428
02.03.2020;12:00;429
02.03.2020;13:00;428
02.03.2020;14:00;411
02.03.2020;15:00;398
02.03.2020;16:00;398
02.03.2020;17:00;417
02.03.2020;18:00;430
02.03.2020;19:00;430
02.03.2020;20:00;429
02.03.2020;21:00;405
02.03.2020;22:00;382
02.03.2020;23:00;370
03.03.2020;00:00;287
03.03.2020;01:00;284
03.03.2020;02:00;284
03.03.2020;03:00;284
03.03.2020;04:00;290
03.03.2020;05:00;320
03.03.2020;06:00;384
03.03.2020;07:00;391
03.03.2020;08:00;432
03.03.2020;09:00;437
03.03.2020;10:00;437
03.03.2020;11:00;435
03.03.2020;12:00;434
03.03.2020;13:00;433
03.03.2020;14:00;433
03.03.2020;15:00;434
03.03.2020;16:00;436
03.03.2020;17:00;437
03.03.2020;18:00;437
03.03.2020;19:00;437
03.03.2020;20:00;437
03.03.2020;21:00;436
03.03.2020;22:00;410
03.03.2020;23:00;403
04.03.2020;00:00;383
04.03.2020;01:00;384
04.03.2020;02:00;383
04.03.2020;03:00;383
04.03.2020;04:00;383
04.03.2020;05:00;399
04.03.2020;06:00;441
04.03.2020;07:00;443
04.03.2020;08:00;442
04.03.2020;09:00;440
04.03.2020;10:00;438
04.03.2020;11:00;437
04.03.2020;12:00;436
04.03.2020;13:00;428
04.03.2020;14:00;427
04.03.2020;15:00;427
04.03.2020;16:00;427
04.03.2020;17:00;426
04.03.2020;18:00;426
04.03.2020;19:00;426
04.03.2020;20:00;426
04.03.2020;21:00;413
04.03.2020;22:00;350
04.03.2020;23:00;352
05.03.2020;00:00;305
05.03.2020;01:00;304
05.03.2020;02:00;303
05.03.2020;03:00;308
05.03.2020;04:00;354
05.03.2020;05:00;399
05.03.2020;06:00;439
05.03.2020;07:00;438
05.03.2020;08:00;438
05.03.2020;09:00;436
05.03.2020;10:00;432
05.03.2020;11:00;406
05.03.2020;12:00;384
05.03.2020;13:00;340
05.03.2020;14:00;339
05.03.2020;15:00;339
05.03.2020;16:00;357
05.03.2020;17:00;381
05.03.2020;18:00;384
05.03.2020;19:00;425
05.03.2020;20:00;427
05.03.2020;21:00;404
05.03.2020;22:00;382
05.03.2020;23:00;353
06.03.2020;00:00;334
06.03.2020;01:00;334
06.03.2020;02:00;333
06.03.2020;03:00;334
06.03.2020;04:00;340
06.03.2020;05:00;427
06.03.2020;06:00;429
06.03.2020;07:00;429
06.03.2020;08:00;429
06.03.2020;09:00;429
06.03.2020;10:00;429
06.03.2020;11:00;428
06.03.2020;12:00;428
06.03.2020;13:00;427
06.03.2020;14:00;427
06.03.2020;15:00;427
06.03.2020;16:00;427
06.03.2020;17:00;427
06.03.2020;18:00;427
06.03.2020;19:00;428
06.03.2020;20:00;427
06.03.2020;21:00;428
06.03.2020;22:00;401
06.03.2020;23:00;350
07.03.2020;00:00;344
07.03.2020;01:00;353
07.03.2020;02:00;353
07.03.2020;03:00;353
07.03.2020;04:00;376
07.03.2020;05:00;432
07.03.2020;06:00;432
07.03.2020;07:00;432
07.03.2020;08:00;406
07.03.2020;09:00;414
07.03.2020;10:00;432
07.03.2020;11:00;442
07.03.2020;12:00;449
07.03.2020;13:00;448
07.03.2020;14:00;447
07.03.2020;15:00;446
07.03.2020;16:00;440
07.03.2020;17:00;427
07.03.2020;18:00;427
07.03.2020;19:00;426
07.03.2020;20:00;426
07.03.2020;21:00;424
07.03.2020;22:00;393
07.03.2020;23:00;294
08.03.2020;00:00;186
08.03.2020;01:00;160
08.03.2020;02:00;151
08.03.2020;03:00;131
08.03.2020;04:00;130
08.03.2020;05:00;130
08.03.2020;06:00;130
08.03.2020;07:00;130
08.03.2020;08:00;127
08.03.2020;09:00;126
08.03.2020;10:00;126
08.03.2020;11:00;126
08.03.2020;12:00;126
08.03.2020;13:00;126
08.03.2020;14:00;126
08.03.2020;15:00;126
08.03.2020;16:00;141
08.03.2020;17:00;211
08.03.2020;18:00;320
08.03.2020;19:00;414
08.03.2020;20:00;428
08.03.2020;21:00;429
08.03.2020;22:00;380
08.03.2020;23:00;330
09.03.2020;00:00;329
09.03.2020;01:00;329
09.03.2020;02:00;329
09.03.2020;03:00;329
09.03.2020;04:00;329
09.03.2020;05:00;373
09.03.2020;06:00;425
09.03.2020;07:00;430
09.03.2020;08:00;430
09.03.2020;09:00;430
09.03.2020;10:00;430
09.03.2020;11:00;430
09.03.2020;12:00;426
09.03.2020;13:00;398
09.03.2020;14:00;397
09.03.2020;15:00;397
09.03.2020;16:00;398
09.03.2020;17:00;406
09.03.2020;18:00;427
09.03.2020;19:00;427
09.03.2020;20:00;429
09.03.2020;21:00;428
09.03.2020;22:00;407
09.03.2020;23:00;368
10.03.2020;00:00;337
10.03.2020;01:00;294
10.03.2020;02:00;289
10.03.2020;03:00;289
10.03.2020;04:00;293
10.03.2020;05:00;320
10.03.2020;06:00;385
10.03.2020;07:00;432
10.03.2020;08:00;431
10.03.2020;09:00;429
10.03.2020;10:00;429
10.03.2020;11:00;430
10.03.2020;12:00;429
10.03.2020;13:00;429
10.03.2020;14:00;434
10.03.2020;15:00;441
10.03.2020;16:00;439
10.03.2020;17:00;439
10.03.2020;18:00;440
10.03.2020;19:00;440
10.03.2020;20:00;433
10.03.2020;21:00;275
10.03.2020;22:00;141
10.03.2020;23:00;126
11.03.2020;00:00;126
11.03.2020;01:00;126
11.03.2020;02:00;126
11.03.2020;03:00;162
11.03.2020;04:00;253
11.03.2020;05:00;286
11.03.2020;06:00;368
11.03.2020;07:00;428
11.03.2020;08:00;429
11.03.2020;09:00;429
11.03.2020;10:00;429
11.03.2020;11:00;412
11.03.2020;12:00;373
11.03.2020;13:00;354
11.03.2020;14:00;311
11.03.2020;15:00;291
11.03.2020;16:00;290
11.03.2020;17:00;293
11.03.2020;18:00;323
11.03.2020;19:00;348
11.03.2020;20:00;357
11.03.2020;21:00;345
11.03.2020;22:00;270
11.03.2020;23:00;169
12.03.2020;00:00;133
12.03.2020;01:00;131
12.03.2020;02:00;132
12.03.2020;03:00;132
12.03.2020;04:00;132
12.03.2020;05:00;186
12.03.2020;06:00;327
12.03.2020;07:00;349
12.03.2020;08:00;349
12.03.2020;09:00;349
12.03.2020;10:00;284
12.03.2020;11:00;207
12.03.2020;12:00;205
12.03.2020;13:00;205
12.03.2020;14:00;208
12.03.2020;15:00;300
12.03.2020;16:00;313
12.03.2020;17:00;345
12.03.2020;18:00;406
12.03.2020;19:00;423
12.03.2020;20:00;422
12.03.2020;21:00;419
12.03.2020;22:00;373
12.03.2020;23:00;242
13.03.2020;00:00;147
13.03.2020;01:00;126
13.03.2020;02:00;126
13.03.2020;03:00;132
13.03.2020;04:00;242
13.03.2020;05:00;392
13.03.2020;06:00;431
13.03.2020;07:00;431
13.03.2020;08:00;431
13.03.2020;09:00;430
13.03.2020;10:00;428
13.03.2020;11:00;393
13.03.2020;12:00;380
13.03.2020;13:00;295
13.03.2020;14:00;211
13.03.2020;15:00;201
13.03.2020;16:00;322
13.03.2020;17:00;382
13.03.2020;18:00;400
13.03.2020;19:00;422
13.03.2020;20:00;421
13.03.2020;21:00;395
13.03.2020;22:00;366
13.03.2020;23:00;396
14.03.2020;00:00;427
14.03.2020;01:00;427
14.03.2020;02:00;427
14.03.2020;03:00;426
14.03.2020;04:00;436
14.03.2020;05:00;448
14.03.2020;06:00;452
14.03.2020;07:00;451
14.03.2020;08:00;449
14.03.2020;09:00;411
14.03.2020;10:00;342
14.03.2020;11:00;270
14.03.2020;12:00;255
14.03.2020;13:00;240
14.03.2020;14:00;256
14.03.2020;15:00;363
14.03.2020;16:00;370
14.03.2020;17:00;421
14.03.2020;18:00;426
14.03.2020;19:00;426
14.03.2020;20:00;426
14.03.2020;21:00;426
14.03.2020;22:00;426
14.03.2020;23:00;426
15.03.2020;00:00;426
15.03.2020;01:00;419
15.03.2020;02:00;296
15.03.2020;03:00;143
15.03.2020;04:00;131
15.03.2020;05:00;130
15.03.2020;06:00;130
15.03.2020;07:00;130
15.03.2020;08:00;131
15.03.2020;09:00;131
15.03.2020;10:00;131
15.03.2020;11:00;131
15.03.2020;12:00;131
15.03.2020;13:00;132
15.03.2020;14:00;131
15.03.2020;15:00;131
15.03.2020;16:00;151
15.03.2020;17:00;282
15.03.2020;18:00;356
15.03.2020;19:00;404
15.03.2020;20:00;407
15.03.2020;21:00;408
15.03.2020;22:00;407
15.03.2020;23:00;386
16.03.2020;00:00;318
16.03.2020;01:00;333
16.03.2020;02:00;340
16.03.2020;03:00;367
16.03.2020;04:00;379
16.03.2020;05:00;440
16.03.2020;06:00;450
16.03.2020;07:00;450
16.03.2020;08:00;447
16.03.2020;09:00;444
16.03.2020;10:00;375
16.03.2020;11:00;327
16.03.2020;12:00;286
16.03.2020;13:00;212
16.03.2020;14:00;138
16.03.2020;15:00;132
16.03.2020;16:00;137
16.03.2020;17:00;190
16.03.2020;18:00;255
16.03.2020;19:00;292
16.03.2020;20:00;300
16.03.2020;21:00;300
16.03.2020;22:00;252
16.03.2020;23:00;221
17.03.2020;00:00;221
17.03.2020;01:00;220
17.03.2020;02:00;221
17.03.2020;03:00;221
17.03.2020;04:00;246
17.03.2020;05:00;304
17.03.2020;06:00;313
17.03.2020;07:00;363
17.03.2020;08:00;402
17.03.2020;09:00;407
17.03.2020;10:00;384
17.03.2020;11:00;336
17.03.2020;12:00;295
17.03.2020;13:00;247
17.03.2020;14:00;211
17.03.2020;15:00;202
17.03.2020;16:00;212
17.03.2020;17:00;221
17.03.2020;18:00;221
17.03.2020;19:00;221
17.03.2020;20:00;229
17.03.2020;21:00;226
17.03.2020;22:00;191
17.03.2020;23:00;153
18.03.2020;00:00;117
18.03.2020;01:00;114
18.03.2020;02:00;114
18.03.2020;03:00;114
18.03.2020;04:00;280
18.03.2020;05:00;392
18.03.2020;06:00;392
18.03.2020;07:00;392
18.03.2020;08:00;392
18.03.2020;09:00;375
18.03.2020;10:00;289
18.03.2020;11:00;219
18.03.2020;12:00;176
18.03.2020;13:00;176
18.03.2020;14:00;176
18.03.2020;15:00;176
18.03.2020;16:00;176
18.03.2020;17:00;176
18.03.2020;18:00;201
18.03.2020;19:00;206
18.03.2020;20:00;206
18.03.2020;21:00;198
18.03.2020;22:00;137
18.03.2020;23:00;137
19.03.2020;00:00;137
19.03.2020;01:00;136
19.03.2020;02:00;137
19.03.2020;03:00;137
19.03.2020;04:00;176
19.03.2020;05:00;271
19.03.2020;06:00;284
19.03.2020;07:00;283
19.03.2020;08:00;284
19.03.2020;09:00;247
19.03.2020;10:00;196
19.03.2020;11:00;169
19.03.2020;12:00;137
19.03.2020;13:00;137
19.03.2020;14:00;141
19.03.2020;15:00;167
19.03.2020;16:00;167
19.03.2020;17:00;179
19.03.2020;18:00;227
19.03.2020;19:00;296
19.03.2020;20:00;314
19.03.2020;21:00;314
19.03.2020;22:00;290
19.03.2020;23:00;248
20.03.2020;00:00;216
20.03.2020;01:00;176
20.03.2020;02:00;172
20.03.2020;03:00;206
20.03.2020;04:00;234
20.03.2020;05:00;269
20.03.2020;06:00;296
20.03.2020;07:00;323
20.03.2020;08:00;323
20.03.2020;09:00;323
20.03.2020;10:00;323
20.03.2020;11:00;323
20.03.2020;12:00;335
20.03.2020;13:00;338
20.03.2020;14:00;330
20.03.2020;15:00;329
20.03.2020;16:00;341
20.03.2020;17:00;383
20.03.2020;18:00;383
20.03.2020;19:00;383
20.03.2020;20:00;383
20.03.2020;21:00;364
20.03.2020;22:00;333
20.03.2020;23:00;301
21.03.2020;00:00;288
21.03.2020;01:00;206
21.03.2020;02:00;162
21.03.2020;03:00;156
21.03.2020;04:00;141
21.03.2020;05:00;131
21.03.2020;06:00;131
21.03.2020;07:00;131
21.03.2020;08:00;131
21.03.2020;09:00;131
21.03.2020;10:00;131
21.03.2020;11:00;131
21.03.2020;12:00;131
21.03.2020;13:00;131
21.03.2020;14:00;136
21.03.2020;15:00;136
21.03.2020;16:00;195
21.03.2020;17:00;314
21.03.2020;18:00;310
21.03.2020;19:00;198
21.03.2020;20:00;207
21.03.2020;21:00;208
21.03.2020;22:00;208
21.03.2020;23:00;204
22.03.2020;00:00;160
22.03.2020;01:00;141
22.03.2020;02:00;141
22.03.2020;03:00;141
22.03.2020;04:00;138
22.03.2020;05:00;146
22.03.2020;06:00;150
22.03.2020;07:00;151
22.03.2020;08:00;151
22.03.2020;09:00;145
22.03.2020;10:00;107
22.03.2020;11:00;71
22.03.2020;12:00;71
22.03.2020;13:00;71
22.03.2020;14:00;71
22.03.2020;15:00;76
22.03.2020;16:00;99
22.03.2020;17:00;200
22.03.2020;18:00;205
22.03.2020;19:00;205
22.03.2020;20:00;205
22.03.2020;21:00;204
22.03.2020;22:00;204
22.03.2020;23:00;205
23.03.2020;00:00;195
23.03.2020;01:00;162
23.03.2020;02:00;207
23.03.2020;03:00;206
23.03.2020;04:00;207
23.03.2020;05:00;206
23.03.2020;06:00;206
23.03.2020;07:00;205
23.03.2020;08:00;204
23.03.2020;09:00;204
23.03.2020;10:00;206
23.03.2020;11:00;206
23.03.2020;12:00;205
23.03.2020;13:00;202
23.03.2020;14:00;202
23.03.2020;15:00;218
23.03.2020;16:00;225
23.03.2020;17:00;221
23.03.2020;18:00;350
23.03.2020;19:00;404
23.03.2020;20:00;427
23.03.2020;21:00;427
23.03.2020;22:00;427
23.03.2020;23:00;399
24.03.2020;00:00;334
24.03.2020;01:00;344
24.03.2020;02:00;344
24.03.2020;03:00;344
24.03.2020;04:00;380
24.03.2020;05:00;429
24.03.2020;06:00;430
24.03.2020;07:00;430
24.03.2020;08:00;429
24.03.2020;09:00;428
24.03.2020;10:00;395
24.03.2020;11:00;361
24.03.2020;12:00;349
24.03.2020;13:00;353
24.03.2020;14:00;356
24.03.2020;15:00;351
24.03.2020;16:00;350
24.03.2020;17:00;350
24.03.2020;18:00;349
24.03.2020;19:00;352
24.03.2020;20:00;378
24.03.2020;21:00;364
24.03.2020;22:00;357
24.03.2020;23:00;357
25.03.2020;00:00;357
25.03.2020;01:00;357
25.03.2020;02:00;364
25.03.2020;03:00;364
25.03.2020;04:00;378
25.03.2020;05:00;413
25.03.2020;06:00;431
25.03.2020;07:00;432
25.03.2020;08:00;430
25.03.2020;09:00;430
25.03.2020;10:00;431
25.03.2020;11:00;428
25.03.2020;12:00;393
25.03.2020;13:00;378
25.03.2020;14:00;332
25.03.2020;15:00;289
25.03.2020;16:00;280
25.03.2020;17:00;280
25.03.2020;18:00;280
25.03.2020;19:00;280
25.03.2020;20:00;280
25.03.2020;21:00;280
25.03.2020;22:00;266
25.03.2020;23:00;260
26.03.2020;00:00;246
26.03.2020;01:00;245
26.03.2020;02:00;265
26.03.2020;03:00;325
26.03.2020;04:00;404
26.03.2020;05:00;432
26.03.2020;06:00;431
26.03.2020;07:00;432
26.03.2020;08:00;431
26.03.2020;09:00;431
26.03.2020;10:00;432
26.03.2020;11:00;394
26.03.2020;12:00;357
26.03.2020;13:00;326
26.03.2020;14:00;258
26.03.2020;15:00;230
26.03.2020;16:00;231
26.03.2020;17:00;230
26.03.2020;18:00;231
26.03.2020;19:00;231
26.03.2020;20:00;231
26.03.2020;21:00;231
26.03.2020;22:00;227
26.03.2020;23:00;188
27.03.2020;00:00;181
27.03.2020;01:00;181
27.03.2020;02:00;210
27.03.2020;03:00;232
27.03.2020;04:00;265
27.03.2020;05:00;321
27.03.2020;06:00;430
27.03.2020;07:00;432
27.03.2020;08:00;432
27.03.2020;09:00;414
27.03.2020;10:00;365
27.03.2020;11:00;282
27.03.2020;12:00;203
27.03.2020;13:00;137
27.03.2020;14:00;109
27.03.2020;15:00;108
27.03.2020;16:00;108
27.03.2020;17:00;109
27.03.2020;18:00;110
27.03.2020;19:00;124
27.03.2020;20:00;125
27.03.2020;21:00;125
27.03.2020;22:00;124
27.03.2020;23:00;129
28.03.2020;00:00;179
28.03.2020;01:00;206
28.03.2020;02:00;222
28.03.2020;03:00;269
28.03.2020;04:00;329
28.03.2020;05:00;402
28.03.2020;06:00;412
28.03.2020;07:00;368
28.03.2020;08:00;280
28.03.2020;09:00;176
28.03.2020;10:00;137
28.03.2020;11:00;132
28.03.2020;12:00;132
28.03.2020;13:00;132
28.03.2020;14:00;132
28.03.2020;15:00;131
28.03.2020;16:00;133
28.03.2020;17:00;152
28.03.2020;18:00;173
28.03.2020;19:00;176
28.03.2020;20:00;176
28.03.2020;21:00;176
28.03.2020;22:00;177
28.03.2020;23:00;225
29.03.2020;00:00;217
29.03.2020;01:00;212
29.03.2020;03:00;138
29.03.2020;04:00;137
29.03.2020;05:00;136
29.03.2020;06:00;136
29.03.2020;07:00;137
29.03.2020;08:00;137
29.03.2020;09:00;137
29.03.2020;10:00;136
29.03.2020;11:00;136
29.03.2020;12:00;136
29.03.2020;13:00;136
29.03.2020;14:00;136
29.03.2020;15:00;136
