Datum;Uhrzeit;Generation_DE Kraftwerk Rheinfelden[MW]
14.02.2020;09:00;46
14.02.2020;10:00;46
14.02.2020;11:00;47
14.02.2020;12:00;47
14.02.2020;13:00;46
14.02.2020;14:00;46
14.02.2020;15:00;46
14.02.2020;16:00;46
14.02.2020;17:00;46
14.02.2020;18:00;46
14.02.2020;19:00;45
14.02.2020;20:00;44
14.02.2020;21:00;44
14.02.2020;22:00;44
14.02.2020;23:00;44
15.02.2020;00:00;43
15.02.2020;01:00;43
15.02.2020;02:00;42
15.02.2020;03:00;42
15.02.2020;04:00;43
15.02.2020;05:00;43
15.02.2020;06:00;43
15.02.2020;07:00;43
15.02.2020;08:00;43
15.02.2020;09:00;43
15.02.2020;10:00;44
15.02.2020;11:00;44
15.02.2020;12:00;43
15.02.2020;13:00;42
15.02.2020;14:00;42
15.02.2020;15:00;42
15.02.2020;16:00;42
15.02.2020;17:00;42
15.02.2020;18:00;42
15.02.2020;19:00;42
15.02.2020;20:00;42
15.02.2020;21:00;42
15.02.2020;22:00;41
15.02.2020;23:00;41
16.02.2020;00:00;40
16.02.2020;01:00;40
16.02.2020;02:00;40
16.02.2020;03:00;39
16.02.2020;04:00;40
16.02.2020;05:00;40
16.02.2020;06:00;40
16.02.2020;07:00;40
16.02.2020;08:00;39
16.02.2020;09:00;39
16.02.2020;10:00;39
16.02.2020;11:00;39
16.02.2020;12:00;39
16.02.2020;13:00;39
16.02.2020;14:00;39
16.02.2020;15:00;39
16.02.2020;16:00;39
16.02.2020;17:00;39
16.02.2020;18:00;39
16.02.2020;19:00;39
16.02.2020;20:00;38
16.02.2020;21:00;38
16.02.2020;22:00;38
16.02.2020;23:00;38
17.02.2020;00:00;38
17.02.2020;01:00;38
17.02.2020;02:00;38
17.02.2020;03:00;38
17.02.2020;04:00;38
17.02.2020;05:00;38
17.02.2020;06:00;38
17.02.2020;07:00;38
17.02.2020;08:00;38
17.02.2020;09:00;38
17.02.2020;10:00;38
17.02.2020;11:00;39
17.02.2020;12:00;38
17.02.2020;13:00;38
17.02.2020;14:00;39
17.02.2020;15:00;40
17.02.2020;16:00;40
17.02.2020;17:00;40
17.02.2020;18:00;40
17.02.2020;19:00;40
17.02.2020;20:00;40
17.02.2020;21:00;40
17.02.2020;22:00;39
17.02.2020;23:00;39
18.02.2020;00:00;39
18.02.2020;01:00;40
18.02.2020;02:00;40
18.02.2020;03:00;40
18.02.2020;04:00;40
18.02.2020;05:00;40
18.02.2020;06:00;40
18.02.2020;07:00;40
18.02.2020;08:00;40
18.02.2020;09:00;41
18.02.2020;10:00;41
18.02.2020;11:00;41
18.02.2020;12:00;42
18.02.2020;13:00;42
18.02.2020;14:00;42
18.02.2020;15:00;42
18.02.2020;16:00;41
18.02.2020;17:00;41
18.02.2020;18:00;41
18.02.2020;19:00;41
18.02.2020;20:00;41
18.02.2020;21:00;42
18.02.2020;22:00;41
18.02.2020;23:00;41
19.02.2020;00:00;41
19.02.2020;01:00;41
19.02.2020;02:00;41
19.02.2020;03:00;41
19.02.2020;04:00;40
19.02.2020;05:00;40
19.02.2020;06:00;40
19.02.2020;07:00;40
19.02.2020;08:00;40
19.02.2020;09:00;40
19.02.2020;10:00;40
19.02.2020;11:00;40
19.02.2020;12:00;40
19.02.2020;13:00;40
19.02.2020;14:00;40
19.02.2020;15:00;40
19.02.2020;16:00;41
19.02.2020;17:00;41
19.02.2020;18:00;41
19.02.2020;19:00;42
19.02.2020;20:00;42
19.02.2020;21:00;41
19.02.2020;22:00;41
19.02.2020;23:00;41
20.02.2020;00:00;40
20.02.2020;01:00;40
20.02.2020;02:00;39
20.02.2020;03:00;39
20.02.2020;04:00;39
20.02.2020;05:00;39
20.02.2020;06:00;39
20.02.2020;07:00;39
20.02.2020;08:00;39
20.02.2020;09:00;40
20.02.2020;10:00;40
20.02.2020;11:00;40
20.02.2020;12:00;40
20.02.2020;13:00;40
20.02.2020;14:00;40
20.02.2020;15:00;40
20.02.2020;16:00;40
20.02.2020;17:00;40
20.02.2020;18:00;40
20.02.2020;19:00;39
20.02.2020;20:00;38
20.02.2020;21:00;38
20.02.2020;22:00;38
20.02.2020;23:00;38
21.02.2020;00:00;37
21.02.2020;01:00;37
21.02.2020;02:00;37
21.02.2020;03:00;37
21.02.2020;04:00;38
21.02.2020;05:00;38
21.02.2020;06:00;38
21.02.2020;07:00;38
21.02.2020;08:00;38
21.02.2020;09:00;38
21.02.2020;10:00;38
21.02.2020;11:00;38
21.02.2020;12:00;37
21.02.2020;13:00;37
21.02.2020;14:00;37
21.02.2020;15:00;37
21.02.2020;16:00;37
21.02.2020;17:00;37
21.02.2020;18:00;37
21.02.2020;19:00;38
21.02.2020;20:00;38
21.02.2020;21:00;38
21.02.2020;22:00;38
21.02.2020;23:00;38
22.02.2020;00:00;37
22.02.2020;01:00;37
22.02.2020;02:00;37
22.02.2020;03:00;36
22.02.2020;04:00;35
22.02.2020;05:00;35
22.02.2020;06:00;35
22.02.2020;07:00;34
22.02.2020;08:00;34
22.02.2020;09:00;34
22.02.2020;10:00;34
22.02.2020;11:00;34
22.02.2020;12:00;34
22.02.2020;13:00;34
22.02.2020;14:00;34
22.02.2020;15:00;34
22.02.2020;16:00;34
22.02.2020;17:00;33
22.02.2020;18:00;33
22.02.2020;19:00;32
22.02.2020;20:00;32
22.02.2020;21:00;33
22.02.2020;22:00;33
22.02.2020;23:00;33
23.02.2020;00:00;32
23.02.2020;01:00;32
23.02.2020;02:00;32
23.02.2020;03:00;32
23.02.2020;04:00;32
23.02.2020;05:00;32
23.02.2020;06:00;32
23.02.2020;07:00;32
23.02.2020;08:00;32
23.02.2020;09:00;32
23.02.2020;10:00;32
23.02.2020;11:00;33
23.02.2020;12:00;33
23.02.2020;13:00;34
23.02.2020;14:00;34
23.02.2020;15:00;33
23.02.2020;16:00;33
23.02.2020;17:00;32
23.02.2020;18:00;32
23.02.2020;19:00;32
23.02.2020;20:00;31
23.02.2020;21:00;31
23.02.2020;22:00;31
23.02.2020;23:00;31
24.02.2020;00:00;32
24.02.2020;01:00;32
24.02.2020;02:00;32
24.02.2020;03:00;33
24.02.2020;04:00;33
24.02.2020;05:00;32
24.02.2020;06:00;32
24.02.2020;07:00;32
24.02.2020;08:00;33
24.02.2020;09:00;33
24.02.2020;10:00;33
24.02.2020;11:00;34
24.02.2020;12:00;34
24.02.2020;13:00;34
24.02.2020;14:00;34
24.02.2020;15:00;34
24.02.2020;16:00;34
24.02.2020;17:00;34
24.02.2020;18:00;34
24.02.2020;19:00;34
24.02.2020;20:00;34
24.02.2020;21:00;34
24.02.2020;22:00;34
24.02.2020;23:00;33
25.02.2020;00:00;33
25.02.2020;01:00;33
25.02.2020;02:00;32
25.02.2020;03:00;32
25.02.2020;04:00;32
25.02.2020;05:00;32
25.02.2020;06:00;32
25.02.2020;07:00;32
25.02.2020;08:00;23
25.02.2020;09:00;22
25.02.2020;10:00;22
25.02.2020;11:00;22
25.02.2020;12:00;22
25.02.2020;13:00;22
25.02.2020;14:00;22
25.02.2020;15:00;22
25.02.2020;16:00;23
25.02.2020;17:00;23
25.02.2020;18:00;23
25.02.2020;19:00;23
25.02.2020;20:00;23
25.02.2020;21:00;23
25.02.2020;22:00;23
25.02.2020;23:00;23
26.02.2020;00:00;23
26.02.2020;01:00;23
26.02.2020;02:00;23
26.02.2020;03:00;23
26.02.2020;04:00;23
26.02.2020;05:00;23
26.02.2020;06:00;23
26.02.2020;07:00;23
26.02.2020;08:00;23
26.02.2020;09:00;24
26.02.2020;10:00;24
26.02.2020;11:00;24
26.02.2020;12:00;24
26.02.2020;13:00;24
26.02.2020;14:00;24
26.02.2020;15:00;24
26.02.2020;16:00;24
26.02.2020;17:00;24
26.02.2020;18:00;24
26.02.2020;19:00;25
26.02.2020;20:00;24
26.02.2020;21:00;24
26.02.2020;22:00;24
26.02.2020;23:00;24
27.02.2020;00:00;24
27.02.2020;01:00;24
27.02.2020;02:00;24
27.02.2020;03:00;24
27.02.2020;04:00;24
27.02.2020;05:00;24
27.02.2020;06:00;24
27.02.2020;07:00;24
27.02.2020;08:00;24
27.02.2020;09:00;24
27.02.2020;10:00;24
27.02.2020;11:00;24
27.02.2020;12:00;23
27.02.2020;13:00;23
27.02.2020;14:00;23
27.02.2020;15:00;23
27.02.2020;16:00;24
27.02.2020;17:00;24
27.02.2020;18:00;24
27.02.2020;19:00;24
27.02.2020;20:00;24
27.02.2020;21:00;24
27.02.2020;22:00;24
27.02.2020;23:00;24
28.02.2020;00:00;25
28.02.2020;01:00;25
28.02.2020;02:00;25
28.02.2020;03:00;25
28.02.2020;04:00;25
28.02.2020;05:00;24
28.02.2020;06:00;24
28.02.2020;07:00;24
28.02.2020;08:00;24
28.02.2020;09:00;25
28.02.2020;10:00;24
28.02.2020;11:00;25
28.02.2020;12:00;37
28.02.2020;13:00;38
28.02.2020;14:00;38
28.02.2020;15:00;37
28.02.2020;16:00;36
28.02.2020;17:00;36
28.02.2020;18:00;36
28.02.2020;19:00;36
28.02.2020;20:00;36
28.02.2020;21:00;36
28.02.2020;22:00;36
28.02.2020;23:00;36
29.02.2020;00:00;36
29.02.2020;01:00;36
29.02.2020;02:00;35
29.02.2020;03:00;35
29.02.2020;04:00;35
29.02.2020;05:00;35
29.02.2020;06:00;35
29.02.2020;07:00;34
29.02.2020;08:00;34
29.02.2020;09:00;34
29.02.2020;10:00;34
29.02.2020;11:00;34
29.02.2020;12:00;34
29.02.2020;13:00;36
29.02.2020;14:00;44
29.02.2020;15:00;43
29.02.2020;16:00;23
29.02.2020;17:00;23
29.02.2020;18:00;23
29.02.2020;19:00;23
29.02.2020;20:00;23
29.02.2020;21:00;23
29.02.2020;22:00;23
29.02.2020;23:00;24
01.03.2020;00:00;24
01.03.2020;01:00;24
01.03.2020;02:00;25
01.03.2020;03:00;25
01.03.2020;04:00;26
01.03.2020;05:00;26
01.03.2020;06:00;25
01.03.2020;07:00;25
01.03.2020;08:00;25
01.03.2020;09:00;25
01.03.2020;10:00;24
01.03.2020;11:00;24
01.03.2020;12:00;24
01.03.2020;13:00;24
01.03.2020;14:00;24
01.03.2020;15:00;24
01.03.2020;16:00;24
01.03.2020;17:00;24
01.03.2020;18:00;24
01.03.2020;19:00;25
01.03.2020;20:00;25
01.03.2020;21:00;25
01.03.2020;22:00;25
01.03.2020;23:00;25
02.03.2020;00:00;25
02.03.2020;01:00;25
02.03.2020;02:00;26
02.03.2020;03:00;25
02.03.2020;04:00;26
02.03.2020;05:00;26
02.03.2020;06:00;26
02.03.2020;07:00;25
02.03.2020;08:00;26
02.03.2020;09:00;26
02.03.2020;10:00;42
02.03.2020;11:00;42
02.03.2020;12:00;42
02.03.2020;13:00;42
02.03.2020;14:00;41
02.03.2020;15:00;41
02.03.2020;16:00;41
02.03.2020;17:00;41
02.03.2020;18:00;42
02.03.2020;19:00;43
02.03.2020;20:00;43
02.03.2020;21:00;43
02.03.2020;22:00;43
02.03.2020;23:00;43
03.03.2020;00:00;43
03.03.2020;01:00;43
03.03.2020;02:00;43
03.03.2020;03:00;43
03.03.2020;04:00;44
03.03.2020;05:00;43
03.03.2020;06:00;43
03.03.2020;07:00;44
03.03.2020;08:00;44
03.03.2020;09:00;44
03.03.2020;10:00;45
03.03.2020;11:00;45
03.03.2020;12:00;45
03.03.2020;13:00;45
03.03.2020;14:00;44
03.03.2020;15:00;44
03.03.2020;16:00;44
03.03.2020;17:00;44
03.03.2020;18:00;44
03.03.2020;19:00;44
03.03.2020;20:00;44
03.03.2020;21:00;44
03.03.2020;22:00;44
03.03.2020;23:00;44
04.03.2020;00:00;44
04.03.2020;01:00;43
04.03.2020;02:00;43
04.03.2020;03:00;43
04.03.2020;04:00;42
04.03.2020;05:00;42
04.03.2020;06:00;42
04.03.2020;07:00;42
04.03.2020;08:00;42
04.03.2020;09:00;43
04.03.2020;10:00;43
04.03.2020;11:00;43
04.03.2020;12:00;42
04.03.2020;13:00;43
04.03.2020;14:00;43
04.03.2020;15:00;42
04.03.2020;16:00;42
04.03.2020;17:00;42
04.03.2020;18:00;42
04.03.2020;19:00;42
04.03.2020;20:00;42
04.03.2020;21:00;43
04.03.2020;22:00;42
04.03.2020;23:00;41
05.03.2020;00:00;41
05.03.2020;01:00;41
05.03.2020;02:00;41
05.03.2020;03:00;40
05.03.2020;04:00;40
05.03.2020;05:00;40
05.03.2020;06:00;40
05.03.2020;07:00;39
05.03.2020;08:00;40
05.03.2020;09:00;40
05.03.2020;10:00;40
05.03.2020;11:00;41
05.03.2020;12:00;42
05.03.2020;13:00;41
05.03.2020;14:00;41
05.03.2020;15:00;42
05.03.2020;16:00;43
05.03.2020;17:00;44
05.03.2020;18:00;44
05.03.2020;19:00;46
05.03.2020;20:00;47
05.03.2020;21:00;47
05.03.2020;22:00;46
05.03.2020;23:00;46
06.03.2020;00:00;46
06.03.2020;01:00;46
06.03.2020;02:00;46
06.03.2020;03:00;45
06.03.2020;04:00;45
06.03.2020;05:00;45
06.03.2020;06:00;46
06.03.2020;07:00;46
06.03.2020;08:00;46
06.03.2020;09:00;46
06.03.2020;10:00;45
06.03.2020;11:00;45
06.03.2020;12:00;45
06.03.2020;13:00;45
06.03.2020;14:00;45
06.03.2020;15:00;46
06.03.2020;16:00;46
06.03.2020;17:00;46
06.03.2020;18:00;46
06.03.2020;19:00;46
06.03.2020;20:00;46
06.03.2020;21:00;46
06.03.2020;22:00;46
06.03.2020;23:00;46
07.03.2020;00:00;46
07.03.2020;01:00;46
07.03.2020;02:00;45
07.03.2020;03:00;45
07.03.2020;04:00;45
07.03.2020;05:00;45
07.03.2020;06:00;45
07.03.2020;07:00;44
07.03.2020;08:00;44
07.03.2020;09:00;44
07.03.2020;10:00;44
07.03.2020;11:00;45
07.03.2020;12:00;44
07.03.2020;13:00;44
07.03.2020;14:00;44
07.03.2020;15:00;44
07.03.2020;16:00;44
07.03.2020;17:00;44
07.03.2020;18:00;44
07.03.2020;19:00;44
07.03.2020;20:00;44
07.03.2020;21:00;44
07.03.2020;22:00;44
07.03.2020;23:00;43
08.03.2020;00:00;43
08.03.2020;01:00;43
08.03.2020;02:00;43
08.03.2020;03:00;43
08.03.2020;04:00;42
08.03.2020;05:00;42
08.03.2020;06:00;42
08.03.2020;07:00;42
08.03.2020;08:00;42
08.03.2020;09:00;42
08.03.2020;10:00;41
08.03.2020;11:00;41
08.03.2020;12:00;41
08.03.2020;13:00;41
08.03.2020;14:00;41
08.03.2020;15:00;41
08.03.2020;16:00;40
08.03.2020;17:00;40
08.03.2020;18:00;41
08.03.2020;19:00;41
08.03.2020;20:00;41
08.03.2020;21:00;41
08.03.2020;22:00;41
08.03.2020;23:00;41
09.03.2020;00:00;42
09.03.2020;01:00;42
09.03.2020;02:00;42
09.03.2020;03:00;42
09.03.2020;04:00;41
09.03.2020;05:00;40
09.03.2020;06:00;41
09.03.2020;07:00;41
09.03.2020;08:00;42
09.03.2020;09:00;42
09.03.2020;10:00;42
09.03.2020;11:00;42
09.03.2020;12:00;41
09.03.2020;13:00;40
09.03.2020;14:00;41
09.03.2020;15:00;42
09.03.2020;16:00;43
09.03.2020;17:00;43
09.03.2020;18:00;43
09.03.2020;19:00;44
09.03.2020;20:00;44
09.03.2020;21:00;43
09.03.2020;22:00;43
09.03.2020;23:00;42
10.03.2020;00:00;42
10.03.2020;01:00;42
10.03.2020;02:00;42
10.03.2020;03:00;42
10.03.2020;04:00;42
10.03.2020;05:00;42
10.03.2020;06:00;41
10.03.2020;07:00;41
10.03.2020;08:00;41
10.03.2020;09:00;41
10.03.2020;10:00;41
10.03.2020;11:00;41
10.03.2020;12:00;42
10.03.2020;13:00;43
10.03.2020;14:00;43
10.03.2020;15:00;43
10.03.2020;16:00;43
10.03.2020;17:00;43
10.03.2020;18:00;43
10.03.2020;19:00;43
10.03.2020;20:00;43
10.03.2020;21:00;43
10.03.2020;22:00;44
10.03.2020;23:00;44
11.03.2020;00:00;43
11.03.2020;01:00;43
11.03.2020;02:00;43
11.03.2020;03:00;43
11.03.2020;04:00;43
11.03.2020;05:00;43
11.03.2020;06:00;43
11.03.2020;07:00;44
11.03.2020;08:00;44
11.03.2020;09:00;45
11.03.2020;10:00;45
11.03.2020;11:00;45
11.03.2020;12:00;45
11.03.2020;13:00;46
11.03.2020;14:00;46
11.03.2020;15:00;46
11.03.2020;16:00;46
11.03.2020;17:00;46
11.03.2020;18:00;46
11.03.2020;19:00;46
11.03.2020;20:00;46
11.03.2020;21:00;46
11.03.2020;22:00;45
11.03.2020;23:00;45
12.03.2020;00:00;45
12.03.2020;01:00;44
12.03.2020;02:00;44
12.03.2020;03:00;44
12.03.2020;04:00;44
12.03.2020;05:00;44
12.03.2020;06:00;44
12.03.2020;07:00;44
12.03.2020;08:00;45
12.03.2020;09:00;45
12.03.2020;10:00;44
12.03.2020;11:00;43
12.03.2020;12:00;43
12.03.2020;13:00;43
12.03.2020;14:00;43
12.03.2020;15:00;43
12.03.2020;16:00;43
12.03.2020;17:00;43
12.03.2020;18:00;43
12.03.2020;19:00;44
12.03.2020;20:00;45
12.03.2020;21:00;45
12.03.2020;22:00;45
12.03.2020;23:00;44
13.03.2020;00:00;43
13.03.2020;01:00;43
13.03.2020;02:00;43
13.03.2020;03:00;43
13.03.2020;04:00;43
13.03.2020;05:00;43
13.03.2020;06:00;43
13.03.2020;07:00;43
13.03.2020;08:00;43
13.03.2020;09:00;44
13.03.2020;10:00;44
13.03.2020;11:00;44
13.03.2020;12:00;44
13.03.2020;13:00;44
13.03.2020;14:00;44
13.03.2020;15:00;44
13.03.2020;16:00;44
13.03.2020;17:00;44
13.03.2020;18:00;45
13.03.2020;19:00;46
13.03.2020;20:00;47
13.03.2020;21:00;47
13.03.2020;22:00;47
13.03.2020;23:00;46
14.03.2020;00:00;45
14.03.2020;01:00;45
14.03.2020;02:00;45
14.03.2020;03:00;45
14.03.2020;04:00;45
14.03.2020;05:00;44
14.03.2020;06:00;44
14.03.2020;07:00;44
14.03.2020;08:00;44
14.03.2020;09:00;44
14.03.2020;10:00;44
14.03.2020;11:00;44
14.03.2020;12:00;44
14.03.2020;13:00;43
14.03.2020;14:00;43
14.03.2020;15:00;43
14.03.2020;16:00;43
14.03.2020;17:00;43
14.03.2020;18:00;43
14.03.2020;19:00;44
14.03.2020;20:00;44
14.03.2020;21:00;44
14.03.2020;22:00;44
14.03.2020;23:00;44
15.03.2020;00:00;43
15.03.2020;01:00;43
15.03.2020;02:00;42
15.03.2020;03:00;42
15.03.2020;04:00;42
15.03.2020;05:00;43
15.03.2020;06:00;42
15.03.2020;07:00;42
15.03.2020;08:00;42
15.03.2020;09:00;41
15.03.2020;10:00;41
15.03.2020;11:00;41
15.03.2020;12:00;40
15.03.2020;13:00;40
15.03.2020;14:00;40
15.03.2020;15:00;40
15.03.2020;16:00;40
15.03.2020;17:00;40
15.03.2020;18:00;40
15.03.2020;19:00;41
15.03.2020;20:00;41
15.03.2020;21:00;40
15.03.2020;22:00;40
15.03.2020;23:00;40
16.03.2020;00:00;40
16.03.2020;01:00;40
16.03.2020;02:00;40
16.03.2020;03:00;40
16.03.2020;04:00;39
16.03.2020;05:00;40
16.03.2020;06:00;40
16.03.2020;07:00;40
16.03.2020;08:00;41
16.03.2020;09:00;41
16.03.2020;10:00;41
16.03.2020;11:00;41
16.03.2020;12:00;40
16.03.2020;13:00;40
16.03.2020;14:00;41
16.03.2020;15:00;41
16.03.2020;16:00;41
16.03.2020;17:00;41
16.03.2020;18:00;40
16.03.2020;19:00;40
16.03.2020;20:00;41
16.03.2020;21:00;41
16.03.2020;22:00;41
16.03.2020;23:00;41
17.03.2020;00:00;40
17.03.2020;01:00;40
17.03.2020;02:00;40
17.03.2020;03:00;39
17.03.2020;04:00;39
17.03.2020;05:00;39
17.03.2020;06:00;38
17.03.2020;07:00;38
17.03.2020;08:00;38
17.03.2020;09:00;39
17.03.2020;10:00;39
17.03.2020;11:00;39
17.03.2020;12:00;39
17.03.2020;13:00;39
17.03.2020;14:00;39
17.03.2020;15:00;39
17.03.2020;16:00;40
17.03.2020;17:00;40
17.03.2020;18:00;40
17.03.2020;19:00;41
17.03.2020;20:00;41
17.03.2020;21:00;40
17.03.2020;22:00;39
17.03.2020;23:00;39
18.03.2020;00:00;39
18.03.2020;01:00;38
18.03.2020;02:00;38
18.03.2020;03:00;38
18.03.2020;04:00;38
18.03.2020;05:00;37
18.03.2020;06:00;38
18.03.2020;07:00;38
18.03.2020;08:00;38
18.03.2020;09:00;38
18.03.2020;10:00;37
18.03.2020;11:00;37
18.03.2020;12:00;37
18.03.2020;13:00;37
18.03.2020;14:00;37
18.03.2020;15:00;37
18.03.2020;16:00;37
18.03.2020;17:00;37
18.03.2020;18:00;37
18.03.2020;19:00;38
18.03.2020;20:00;38
18.03.2020;21:00;39
18.03.2020;22:00;39
18.03.2020;23:00;39
19.03.2020;00:00;39
19.03.2020;01:00;38
19.03.2020;02:00;38
19.03.2020;03:00;38
19.03.2020;04:00;38
19.03.2020;05:00;38
19.03.2020;06:00;38
19.03.2020;07:00;37
19.03.2020;08:00;37
19.03.2020;09:00;37
19.03.2020;10:00;37
19.03.2020;11:00;37
19.03.2020;12:00;37
19.03.2020;13:00;45
19.03.2020;14:00;47
19.03.2020;15:00;46
19.03.2020;16:00;37
19.03.2020;17:00;37
19.03.2020;18:00;37
19.03.2020;19:00;37
19.03.2020;20:00;37
19.03.2020;21:00;37
19.03.2020;22:00;37
19.03.2020;23:00;37
20.03.2020;00:00;37
20.03.2020;01:00;37
20.03.2020;02:00;37
20.03.2020;03:00;37
20.03.2020;04:00;37
20.03.2020;05:00;37
20.03.2020;06:00;38
20.03.2020;07:00;38
20.03.2020;08:00;38
20.03.2020;09:00;38
20.03.2020;10:00;38
20.03.2020;11:00;37
20.03.2020;12:00;37
20.03.2020;13:00;37
20.03.2020;14:00;37
20.03.2020;15:00;37
20.03.2020;16:00;37
20.03.2020;17:00;37
20.03.2020;18:00;37
20.03.2020;19:00;37
20.03.2020;20:00;37
20.03.2020;21:00;37
20.03.2020;22:00;37
20.03.2020;23:00;37
21.03.2020;00:00;36
21.03.2020;01:00;36
21.03.2020;02:00;36
21.03.2020;03:00;36
21.03.2020;04:00;36
21.03.2020;05:00;36
21.03.2020;06:00;37
21.03.2020;07:00;36
21.03.2020;08:00;36
21.03.2020;09:00;37
21.03.2020;10:00;36
21.03.2020;11:00;36
21.03.2020;12:00;37
21.03.2020;13:00;37
21.03.2020;14:00;37
21.03.2020;15:00;37
21.03.2020;16:00;37
21.03.2020;17:00;37
21.03.2020;18:00;37
21.03.2020;19:00;37
21.03.2020;20:00;37
21.03.2020;21:00;37
21.03.2020;22:00;37
21.03.2020;23:00;36
22.03.2020;00:00;37
22.03.2020;01:00;36
22.03.2020;02:00;36
22.03.2020;03:00;35
22.03.2020;04:00;35
22.03.2020;05:00;34
22.03.2020;06:00;34
22.03.2020;07:00;34
22.03.2020;08:00;35
22.03.2020;09:00;35
22.03.2020;10:00;35
22.03.2020;11:00;35
22.03.2020;12:00;35
22.03.2020;13:00;34
22.03.2020;14:00;35
22.03.2020;15:00;34
22.03.2020;16:00;34
22.03.2020;17:00;33
22.03.2020;18:00;33
22.03.2020;19:00;33
22.03.2020;20:00;34
22.03.2020;21:00;36
22.03.2020;22:00;35
22.03.2020;23:00;35
23.03.2020;00:00;35
23.03.2020;01:00;34
23.03.2020;02:00;34
23.03.2020;03:00;33
23.03.2020;04:00;32
23.03.2020;05:00;32
23.03.2020;06:00;33
23.03.2020;07:00;33
23.03.2020;08:00;34
23.03.2020;09:00;34
23.03.2020;10:00;33
23.03.2020;11:00;32
23.03.2020;12:00;33
23.03.2020;13:00;33
23.03.2020;14:00;32
23.03.2020;15:00;32
23.03.2020;16:00;32
23.03.2020;17:00;33
23.03.2020;18:00;33
23.03.2020;19:00;34
23.03.2020;20:00;34
23.03.2020;21:00;33
23.03.2020;22:00;33
23.03.2020;23:00;32
24.03.2020;00:00;32
24.03.2020;01:00;32
24.03.2020;02:00;32
24.03.2020;03:00;32
24.03.2020;04:00;31
24.03.2020;05:00;32
24.03.2020;06:00;32
24.03.2020;07:00;33
24.03.2020;08:00;33
24.03.2020;09:00;34
24.03.2020;10:00;35
24.03.2020;11:00;34
24.03.2020;12:00;34
24.03.2020;13:00;33
24.03.2020;14:00;33
24.03.2020;15:00;33
24.03.2020;16:00;33
24.03.2020;17:00;32
24.03.2020;18:00;32
24.03.2020;19:00;32
24.03.2020;20:00;32
24.03.2020;21:00;32
24.03.2020;22:00;32
24.03.2020;23:00;32
25.03.2020;00:00;32
25.03.2020;01:00;32
25.03.2020;02:00;32
25.03.2020;03:00;31
25.03.2020;04:00;31
25.03.2020;05:00;31
25.03.2020;06:00;32
25.03.2020;07:00;32
25.03.2020;08:00;32
25.03.2020;09:00;32
25.03.2020;10:00;32
25.03.2020;11:00;32
25.03.2020;12:00;32
25.03.2020;13:00;32
25.03.2020;14:00;32
25.03.2020;15:00;32
25.03.2020;16:00;32
25.03.2020;17:00;32
25.03.2020;18:00;32
25.03.2020;19:00;32
25.03.2020;20:00;32
25.03.2020;21:00;32
25.03.2020;22:00;32
25.03.2020;23:00;32
26.03.2020;00:00;32
26.03.2020;01:00;32
26.03.2020;02:00;32
26.03.2020;03:00;31
26.03.2020;04:00;32
26.03.2020;05:00;31
26.03.2020;06:00;31
26.03.2020;07:00;31
26.03.2020;08:00;31
26.03.2020;09:00;31
26.03.2020;10:00;31
26.03.2020;11:00;31
26.03.2020;12:00;31
26.03.2020;13:00;31
26.03.2020;14:00;31
26.03.2020;15:00;31
26.03.2020;16:00;31
26.03.2020;17:00;31
26.03.2020;18:00;31
26.03.2020;19:00;31
26.03.2020;20:00;31
26.03.2020;21:00;31
26.03.2020;22:00;31
26.03.2020;23:00;31
27.03.2020;00:00;31
27.03.2020;01:00;31
27.03.2020;02:00;31
27.03.2020;03:00;31
27.03.2020;04:00;31
27.03.2020;05:00;31
27.03.2020;06:00;31
27.03.2020;07:00;31
27.03.2020;08:00;30
27.03.2020;09:00;30
27.03.2020;10:00;31
27.03.2020;11:00;31
27.03.2020;12:00;31
27.03.2020;13:00;31
27.03.2020;14:00;30
27.03.2020;15:00;30
27.03.2020;16:00;31
27.03.2020;17:00;31
27.03.2020;18:00;31
27.03.2020;19:00;31
27.03.2020;20:00;31
27.03.2020;21:00;31
27.03.2020;22:00;31
27.03.2020;23:00;32
28.03.2020;00:00;32
28.03.2020;01:00;32
28.03.2020;02:00;31
28.03.2020;03:00;31
28.03.2020;04:00;30
28.03.2020;05:00;30
28.03.2020;06:00;30
28.03.2020;07:00;30
28.03.2020;08:00;30
28.03.2020;09:00;30
28.03.2020;10:00;30
28.03.2020;11:00;30
28.03.2020;12:00;29
28.03.2020;13:00;29
28.03.2020;14:00;28
28.03.2020;15:00;34
28.03.2020;16:00;36
28.03.2020;17:00;36
28.03.2020;18:00;36
28.03.2020;19:00;37
28.03.2020;20:00;38
28.03.2020;21:00;38
28.03.2020;22:00;38
28.03.2020;23:00;38
29.03.2020;00:00;38
29.03.2020;01:00;38
29.03.2020;03:00;38
29.03.2020;04:00;37
29.03.2020;05:00;37
29.03.2020;06:00;36
29.03.2020;07:00;37
29.03.2020;08:00;37
29.03.2020;09:00;37
29.03.2020;10:00;38
29.03.2020;11:00;37
29.03.2020;12:00;37
29.03.2020;13:00;37
29.03.2020;14:00;37
29.03.2020;15:00;37
29.03.2020;16:00;37
29.03.2020;17:00;37
29.03.2020;18:00;37
29.03.2020;19:00;37
29.03.2020;20:00;37
29.03.2020;21:00;37
29.03.2020;22:00;37
29.03.2020;23:00;37
30.03.2020;00:00;37
30.03.2020;01:00;-
30.03.2020;02:00;-
30.03.2020;03:00;-
