Datum;Uhrzeit;Generation_DE A[MW];Generation_DE B[MW]
08.02.2020;09:00;691;723
08.02.2020;10:00;664;727
08.02.2020;11:00;686;720
08.02.2020;12:00;694;720
08.02.2020;13:00;684;727
08.02.2020;14:00;672;724
08.02.2020;15:00;677;735
08.02.2020;16:00;672;717
08.02.2020;17:00;672;730
08.02.2020;18:00;671;732
08.02.2020;19:00;660;705
08.02.2020;20:00;683;717
08.02.2020;21:00;678;629
08.02.2020;22:00;566;498
08.02.2020;23:00;404;371
09.02.2020;00:00;285;298
09.02.2020;01:00;238;0
09.02.2020;02:00;227;0
09.02.2020;03:00;217;0
09.02.2020;04:00;233;0
09.02.2020;05:00;232;0
09.02.2020;06:00;226;0
09.02.2020;07:00;233;0
09.02.2020;08:00;271;0
09.02.2020;09:00;265;0
09.02.2020;10:00;249;0
09.02.2020;11:00;245;0
09.02.2020;12:00;243;0
09.02.2020;13:00;237;0
09.02.2020;14:00;245;0
09.02.2020;15:00;242;0
09.02.2020;16:00;249;0
09.02.2020;17:00;252;0
09.02.2020;18:00;254;0
09.02.2020;19:00;254;0
09.02.2020;20:00;252;0
09.02.2020;21:00;254;0
09.02.2020;22:00;254;0
09.02.2020;23:00;252;0
10.02.2020;00:00;246;0
10.02.2020;01:00;255;0
10.02.2020;02:00;248;0
10.02.2020;03:00;256;0
10.02.2020;04:00;250;0
10.02.2020;05:00;254;0
10.02.2020;06:00;255;0
10.02.2020;07:00;425;0
10.02.2020;08:00;540;0
10.02.2020;09:00;453;0
10.02.2020;10:00;280;0
10.02.2020;11:00;245;0
10.02.2020;12:00;237;0
10.02.2020;13:00;247;0
10.02.2020;14:00;288;0
10.02.2020;15:00;346;0
10.02.2020;16:00;251;0
10.02.2020;17:00;212;0
10.02.2020;18:00;215;0
10.02.2020;19:00;232;0
10.02.2020;20:00;209;0
10.02.2020;21:00;206;0
10.02.2020;22:00;217;0
10.02.2020;23:00;198;0
11.02.2020;00:00;193;0
11.02.2020;01:00;186;0
11.02.2020;02:00;177;0
11.02.2020;03:00;195;0
11.02.2020;04:00;190;0
11.02.2020;05:00;181;0
11.02.2020;06:00;200;0
11.02.2020;07:00;335;0
11.02.2020;08:00;272;0
11.02.2020;09:00;218;0
11.02.2020;10:00;299;0
11.02.2020;11:00;356;0
11.02.2020;12:00;369;0
11.02.2020;13:00;208;0
11.02.2020;14:00;197;0
11.02.2020;15:00;191;0
11.02.2020;16:00;197;0
11.02.2020;17:00;208;0
11.02.2020;18:00;220;0
11.02.2020;19:00;218;0
11.02.2020;20:00;206;0
11.02.2020;21:00;208;0
11.02.2020;22:00;196;0
11.02.2020;23:00;199;0
12.02.2020;00:00;203;0
12.02.2020;01:00;213;0
12.02.2020;02:00;220;0
12.02.2020;03:00;208;0
12.02.2020;04:00;222;0
12.02.2020;05:00;293;0
12.02.2020;06:00;463;0
12.02.2020;07:00;665;0
12.02.2020;08:00;657;0
12.02.2020;09:00;429;0
12.02.2020;10:00;326;0
12.02.2020;11:00;246;0
12.02.2020;12:00;249;0
12.02.2020;13:00;187;0
12.02.2020;14:00;165;0
12.02.2020;15:00;253;0
12.02.2020;16:00;544;0
12.02.2020;17:00;558;0
12.02.2020;18:00;499;0
12.02.2020;19:00;518;0
12.02.2020;20:00;598;0
12.02.2020;21:00;585;0
12.02.2020;22:00;535;0
12.02.2020;23:00;435;0
13.02.2020;00:00;445;0
13.02.2020;01:00;442;0
13.02.2020;02:00;520;0
13.02.2020;03:00;431;0
13.02.2020;04:00;406;39
13.02.2020;05:00;459;278
13.02.2020;06:00;594;417
13.02.2020;07:00;633;541
13.02.2020;08:00;642;558
13.02.2020;09:00;668;708
13.02.2020;10:00;684;722
13.02.2020;11:00;689;719
13.02.2020;12:00;685;734
13.02.2020;13:00;684;740
13.02.2020;14:00;689;751
13.02.2020;15:00;687;758
13.02.2020;16:00;685;757
13.02.2020;17:00;691;747
13.02.2020;18:00;675;756
13.02.2020;19:00;657;753
13.02.2020;20:00;645;753
13.02.2020;21:00;668;749
13.02.2020;22:00;661;727
13.02.2020;23:00;660;735
14.02.2020;00:00;672;721
14.02.2020;01:00;651;699
14.02.2020;02:00;638;701
14.02.2020;03:00;523;724
14.02.2020;04:00;657;726
14.02.2020;05:00;666;719
14.02.2020;06:00;689;742
14.02.2020;07:00;703;735
14.02.2020;08:00;709;735
14.02.2020;09:00;719;733
14.02.2020;10:00;711;732
14.02.2020;11:00;702;739
14.02.2020;12:00;701;738
14.02.2020;13:00;715;732
14.02.2020;14:00;712;727
14.02.2020;15:00;704;740
14.02.2020;16:00;685;708
14.02.2020;17:00;708;726
14.02.2020;18:00;697;732
14.02.2020;19:00;658;698
14.02.2020;20:00;692;740
14.02.2020;21:00;697;739
14.02.2020;22:00;680;730
14.02.2020;23:00;683;722
15.02.2020;00:00;696;743
15.02.2020;01:00;673;715
15.02.2020;02:00;492;627
15.02.2020;03:00;406;495
15.02.2020;04:00;323;380
15.02.2020;05:00;378;413
15.02.2020;06:00;350;386
15.02.2020;07:00;390;426
15.02.2020;08:00;534;571
15.02.2020;09:00;516;570
15.02.2020;10:00;0;406
15.02.2020;11:00;0;240
15.02.2020;12:00;0;206
15.02.2020;13:00;0;231
15.02.2020;14:00;0;232
15.02.2020;15:00;0;235
15.02.2020;16:00;0;238
15.02.2020;17:00;0;309
15.02.2020;18:00;0;350
15.02.2020;19:00;0;280
15.02.2020;20:00;0;224
15.02.2020;21:00;0;227
15.02.2020;22:00;0;226
15.02.2020;23:00;0;220
16.02.2020;00:00;0;213
16.02.2020;01:00;0;224
16.02.2020;02:00;0;223
16.02.2020;03:00;0;223
16.02.2020;04:00;0;232
16.02.2020;05:00;0;257
16.02.2020;06:00;0;256
16.02.2020;07:00;0;252
16.02.2020;08:00;0;256
16.02.2020;09:00;0;254
16.02.2020;10:00;0;256
16.02.2020;11:00;0;261
16.02.2020;12:00;0;265
16.02.2020;13:00;0;270
16.02.2020;14:00;0;267
16.02.2020;15:00;0;267
16.02.2020;16:00;0;276
16.02.2020;17:00;0;275
16.02.2020;18:00;0;272
16.02.2020;19:00;0;275
16.02.2020;20:00;0;281
16.02.2020;21:00;0;281
16.02.2020;22:00;0;274
16.02.2020;23:00;0;277
17.02.2020;00:00;0;283
17.02.2020;01:00;0;280
17.02.2020;02:00;0;281
17.02.2020;03:00;0;285
17.02.2020;04:00;0;281
17.02.2020;05:00;0;279
17.02.2020;06:00;0;340
17.02.2020;07:00;0;649
17.02.2020;08:00;0;703
17.02.2020;09:00;0;697
17.02.2020;10:00;0;683
17.02.2020;11:00;0;709
17.02.2020;12:00;0;706
17.02.2020;13:00;0;709
17.02.2020;14:00;0;695
17.02.2020;15:00;0;681
17.02.2020;16:00;0;679
17.02.2020;17:00;0;659
17.02.2020;18:00;0;694
17.02.2020;19:00;0;674
17.02.2020;20:00;0;676
17.02.2020;21:00;0;587
17.02.2020;22:00;0;413
17.02.2020;23:00;0;266
18.02.2020;00:00;0;210
18.02.2020;01:00;0;266
18.02.2020;02:00;0;210
18.02.2020;03:00;0;203
18.02.2020;04:00;0;203
18.02.2020;05:00;0;256
18.02.2020;06:00;0;481
18.02.2020;07:00;0;670
18.02.2020;08:00;0;527
18.02.2020;09:00;0;286
18.02.2020;10:00;0;214
18.02.2020;11:00;0;274
18.02.2020;12:00;0;315
18.02.2020;13:00;0;230
18.02.2020;14:00;0;207
18.02.2020;15:00;0;273
18.02.2020;16:00;0;637
18.02.2020;17:00;0;645
18.02.2020;18:00;0;644
18.02.2020;19:00;0;643
18.02.2020;20:00;0;611
18.02.2020;21:00;0;438
18.02.2020;22:00;0;390
18.02.2020;23:00;0;352
19.02.2020;00:00;0;208
19.02.2020;01:00;0;226
19.02.2020;02:00;0;233
19.02.2020;03:00;0;250
19.02.2020;04:00;0;247
19.02.2020;05:00;0;339
19.02.2020;06:00;0;655
19.02.2020;07:00;0;672
19.02.2020;08:00;0;679
19.02.2020;09:00;0;676
19.02.2020;10:00;0;682
19.02.2020;11:00;0;666
19.02.2020;12:00;0;630
19.02.2020;13:00;0;671
19.02.2020;14:00;0;535
19.02.2020;15:00;0;574
19.02.2020;16:00;0;683
19.02.2020;17:00;0;664
19.02.2020;18:00;0;639
19.02.2020;19:00;0;653
19.02.2020;20:00;0;667
19.02.2020;21:00;0;668
19.02.2020;22:00;0;636
19.02.2020;23:00;0;649
20.02.2020;00:00;0;595
20.02.2020;01:00;0;278
20.02.2020;02:00;0;306
20.02.2020;03:00;0;378
20.02.2020;04:00;0;572
20.02.2020;05:00;0;626
20.02.2020;06:00;0;678
20.02.2020;07:00;0;674
20.02.2020;08:00;0;676
20.02.2020;09:00;0;667
20.02.2020;10:00;0;685
20.02.2020;11:00;0;684
20.02.2020;12:00;0;617
20.02.2020;13:00;0;681
20.02.2020;14:00;0;657
20.02.2020;15:00;0;636
20.02.2020;16:00;0;535
20.02.2020;17:00;0;583
20.02.2020;18:00;0;616
20.02.2020;19:00;0;537
20.02.2020;20:00;0;386
20.02.2020;21:00;0;250
20.02.2020;22:00;0;401
20.02.2020;23:00;0;382
21.02.2020;00:00;0;308
21.02.2020;01:00;0;216
21.02.2020;02:00;0;198
21.02.2020;03:00;0;205
21.02.2020;04:00;0;318
21.02.2020;05:00;0;429
21.02.2020;06:00;0;640
21.02.2020;07:00;0;487
21.02.2020;08:00;0;454
21.02.2020;09:00;0;593
21.02.2020;10:00;0;504
21.02.2020;11:00;0;366
21.02.2020;12:00;0;253
21.02.2020;13:00;0;250
21.02.2020;14:00;0;245
21.02.2020;15:00;0;268
21.02.2020;16:00;0;513
21.02.2020;17:00;0;687
21.02.2020;18:00;0;673
21.02.2020;19:00;0;661
21.02.2020;20:00;0;559
21.02.2020;21:00;0;386
21.02.2020;22:00;0;303
21.02.2020;23:00;0;245
22.02.2020;00:00;0;245
22.02.2020;01:00;0;228
22.02.2020;02:00;0;219
22.02.2020;03:00;0;232
22.02.2020;04:00;0;270
22.02.2020;05:00;0;262
22.02.2020;06:00;0;260
22.02.2020;07:00;0;257
22.02.2020;08:00;0;252
22.02.2020;09:00;0;263
22.02.2020;10:00;0;269
22.02.2020;11:00;0;253
22.02.2020;12:00;0;258
22.02.2020;13:00;0;262
22.02.2020;14:00;0;253
22.02.2020;15:00;0;261
22.02.2020;16:00;0;266
22.02.2020;17:00;0;253
22.02.2020;18:00;0;261
22.02.2020;19:00;0;264
22.02.2020;20:00;0;271
22.02.2020;21:00;0;269
22.02.2020;22:00;0;267
22.02.2020;23:00;0;266
23.02.2020;00:00;0;257
23.02.2020;01:00;0;265
23.02.2020;02:00;0;258
23.02.2020;03:00;0;259
23.02.2020;04:00;0;264
23.02.2020;05:00;0;276
23.02.2020;06:00;0;268
23.02.2020;07:00;0;282
23.02.2020;08:00;0;279
23.02.2020;09:00;0;280
23.02.2020;10:00;0;432
23.02.2020;11:00;0;427
23.02.2020;12:00;0;439
23.02.2020;13:00;0;413
23.02.2020;14:00;0;273
23.02.2020;15:00;0;268
23.02.2020;16:00;0;278
23.02.2020;17:00;0;288
23.02.2020;18:00;0;280
23.02.2020;19:00;0;270
23.02.2020;20:00;0;279
23.02.2020;21:00;0;291
23.02.2020;22:00;0;291
23.02.2020;23:00;0;298
24.02.2020;00:00;0;330
24.02.2020;01:00;0;322
24.02.2020;02:00;0;325
24.02.2020;03:00;0;368
24.02.2020;04:00;255;385
24.02.2020;05:00;391;677
24.02.2020;06:00;501;714
24.02.2020;07:00;680;716
24.02.2020;08:00;710;713
24.02.2020;09:00;709;711
24.02.2020;10:00;701;710
24.02.2020;11:00;709;722
24.02.2020;12:00;710;721
24.02.2020;13:00;718;721
24.02.2020;14:00;713;721
24.02.2020;15:00;699;712
24.02.2020;16:00;610;631
24.02.2020;17:00;702;712
24.02.2020;18:00;706;716
24.02.2020;19:00;655;731
24.02.2020;20:00;343;569
24.02.2020;21:00;220;301
24.02.2020;22:00;213;277
24.02.2020;23:00;214;278
25.02.2020;00:00;213;256
25.02.2020;01:00;202;253
25.02.2020;02:00;204;255
25.02.2020;03:00;209;256
25.02.2020;04:00;202;252
25.02.2020;05:00;215;255
25.02.2020;06:00;219;251
25.02.2020;07:00;225;253
25.02.2020;08:00;228;251
25.02.2020;09:00;264;274
25.02.2020;10:00;294;270
25.02.2020;11:00;288;265
25.02.2020;12:00;248;260
25.02.2020;13:00;215;249
25.02.2020;14:00;205;252
25.02.2020;15:00;228;270
25.02.2020;16:00;366;407
25.02.2020;17:00;638;648
25.02.2020;18:00;715;733
25.02.2020;19:00;707;733
25.02.2020;20:00;706;721
25.02.2020;21:00;687;730
25.02.2020;22:00;699;745
25.02.2020;23:00;685;721
26.02.2020;00:00;562;705
26.02.2020;01:00;494;557
26.02.2020;02:00;358;365
26.02.2020;03:00;494;498
26.02.2020;04:00;507;510
26.02.2020;05:00;525;513
26.02.2020;06:00;545;693
26.02.2020;07:00;545;707
26.02.2020;08:00;569;727
26.02.2020;09:00;561;720
26.02.2020;10:00;562;717
26.02.2020;11:00;579;730
26.02.2020;12:00;537;733
26.02.2020;13:00;556;717
26.02.2020;14:00;701;719
26.02.2020;15:00;702;743
26.02.2020;16:00;690;732
26.02.2020;17:00;684;733
26.02.2020;18:00;686;731
26.02.2020;19:00;658;691
26.02.2020;20:00;671;712
26.02.2020;21:00;679;719
26.02.2020;22:00;669;718
26.02.2020;23:00;663;728
27.02.2020;00:00;663;721
27.02.2020;01:00;677;725
27.02.2020;02:00;680;725
27.02.2020;03:00;683;724
27.02.2020;04:00;686;724
27.02.2020;05:00;689;741
27.02.2020;06:00;684;743
27.02.2020;07:00;686;743
27.02.2020;08:00;682;738
27.02.2020;09:00;688;740
27.02.2020;10:00;701;739
27.02.2020;11:00;681;739
27.02.2020;12:00;681;738
27.02.2020;13:00;679;741
27.02.2020;14:00;699;728
27.02.2020;15:00;698;719
27.02.2020;16:00;683;722
27.02.2020;17:00;681;736
27.02.2020;18:00;673;738
27.02.2020;19:00;679;738
27.02.2020;20:00;679;734
27.02.2020;21:00;670;742
27.02.2020;22:00;662;742
27.02.2020;23:00;659;727
28.02.2020;00:00;658;729
28.02.2020;01:00;674;720
28.02.2020;02:00;618;696
28.02.2020;03:00;367;516
28.02.2020;04:00;412;525
28.02.2020;05:00;641;697
28.02.2020;06:00;669;737
28.02.2020;07:00;674;740
28.02.2020;08:00;686;739
28.02.2020;09:00;696;742
28.02.2020;10:00;697;726
28.02.2020;11:00;623;616
28.02.2020;12:00;579;555
28.02.2020;13:00;563;566
28.02.2020;14:00;628;635
28.02.2020;15:00;666;682
28.02.2020;16:00;702;724
28.02.2020;17:00;698;722
28.02.2020;18:00;685;737
28.02.2020;19:00;680;715
28.02.2020;20:00;683;719
28.02.2020;21:00;568;613
28.02.2020;22:00;569;607
28.02.2020;23:00;362;295
29.02.2020;00:00;0;380
29.02.2020;01:00;0;257
29.02.2020;02:00;0;203
29.02.2020;03:00;0;212
29.02.2020;04:00;0;206
29.02.2020;05:00;0;213
29.02.2020;06:00;0;209
29.02.2020;07:00;0;215
29.02.2020;08:00;0;218
29.02.2020;09:00;0;218
29.02.2020;10:00;0;217
29.02.2020;11:00;0;226
29.02.2020;12:00;0;223
29.02.2020;13:00;0;236
29.02.2020;14:00;0;375
29.02.2020;15:00;0;336
29.02.2020;16:00;0;248
29.02.2020;17:00;0;244
29.02.2020;18:00;0;241
29.02.2020;19:00;0;210
29.02.2020;20:00;0;237
29.02.2020;21:00;0;239
29.02.2020;22:00;0;334
29.02.2020;23:00;0;245
01.03.2020;00:00;0;226
01.03.2020;01:00;0;228
01.03.2020;02:00;0;227
01.03.2020;03:00;0;234
01.03.2020;04:00;0;248
01.03.2020;05:00;0;267
01.03.2020;06:00;0;265
01.03.2020;07:00;0;262
01.03.2020;08:00;0;263
01.03.2020;09:00;0;262
01.03.2020;10:00;0;262
01.03.2020;11:00;0;264
01.03.2020;12:00;0;265
01.03.2020;13:00;0;263
01.03.2020;14:00;0;276
01.03.2020;15:00;0;293
01.03.2020;16:00;0;440
01.03.2020;17:00;0;679
01.03.2020;18:00;0;719
01.03.2020;19:00;0;744
01.03.2020;20:00;0;748
01.03.2020;21:00;0;761
01.03.2020;22:00;0;734
01.03.2020;23:00;0;707
02.03.2020;00:00;0;586
02.03.2020;01:00;0;432
02.03.2020;02:00;16;334
02.03.2020;03:00;278;318
02.03.2020;04:00;367;359
02.03.2020;05:00;511;446
02.03.2020;06:00;618;680
02.03.2020;07:00;700;727
02.03.2020;08:00;694;726
02.03.2020;09:00;694;723
02.03.2020;10:00;688;729
02.03.2020;11:00;688;727
02.03.2020;12:00;698;737
02.03.2020;13:00;696;736
02.03.2020;14:00;687;742
02.03.2020;15:00;682;751
02.03.2020;16:00;675;731
02.03.2020;17:00;673;726
02.03.2020;18:00;678;724
02.03.2020;19:00;678;727
02.03.2020;20:00;684;722
02.03.2020;21:00;686;724
02.03.2020;22:00;675;721
02.03.2020;23:00;671;714
03.03.2020;00:00;672;719
03.03.2020;01:00;670;715
03.03.2020;02:00;537;715
03.03.2020;03:00;557;688
03.03.2020;04:00;673;717
03.03.2020;05:00;678;711
03.03.2020;06:00;686;720
03.03.2020;07:00;678;719
03.03.2020;08:00;690;721
03.03.2020;09:00;690;714
03.03.2020;10:00;692;716
03.03.2020;11:00;692;713
03.03.2020;12:00;677;729
03.03.2020;13:00;695;720
03.03.2020;14:00;692;725
03.03.2020;15:00;688;719
03.03.2020;16:00;695;723
03.03.2020;17:00;677;722
03.03.2020;18:00;670;737
03.03.2020;19:00;676;735
03.03.2020;20:00;677;740
03.03.2020;21:00;657;730
03.03.2020;22:00;655;770
03.03.2020;23:00;648;772
04.03.2020;00:00;654;775
04.03.2020;01:00;656;767
04.03.2020;02:00;639;766
04.03.2020;03:00;627;765
04.03.2020;04:00;650;771
04.03.2020;05:00;664;767
04.03.2020;06:00;667;767
04.03.2020;07:00;683;711
04.03.2020;08:00;699;713
04.03.2020;09:00;690;712
04.03.2020;10:00;694;714
04.03.2020;11:00;714;719
04.03.2020;12:00;705;715
04.03.2020;13:00;706;716
04.03.2020;14:00;704;722
04.03.2020;15:00;695;714
04.03.2020;16:00;693;720
04.03.2020;17:00;681;716
04.03.2020;18:00;688;720
04.03.2020;19:00;682;737
04.03.2020;20:00;679;740
04.03.2020;21:00;678;737
04.03.2020;22:00;669;725
04.03.2020;23:00;676;733
05.03.2020;00:00;673;738
05.03.2020;01:00;676;743
05.03.2020;02:00;678;739
05.03.2020;03:00;678;739
05.03.2020;04:00;672;736
05.03.2020;05:00;671;724
05.03.2020;06:00;665;738
05.03.2020;07:00;668;723
05.03.2020;08:00;656;735
05.03.2020;09:00;657;732
05.03.2020;10:00;661;736
05.03.2020;11:00;664;742
05.03.2020;12:00;666;736
05.03.2020;13:00;684;725
05.03.2020;14:00;675;718
05.03.2020;15:00;665;708
05.03.2020;16:00;679;724
05.03.2020;17:00;665;740
05.03.2020;18:00;647;739
05.03.2020;19:00;633;741
05.03.2020;20:00;641;741
05.03.2020;21:00;566;720
05.03.2020;22:00;417;637
05.03.2020;23:00;328;513
06.03.2020;00:00;360;467
06.03.2020;01:00;359;423
06.03.2020;02:00;246;295
06.03.2020;03:00;308;354
06.03.2020;04:00;297;356
06.03.2020;05:00;442;467
06.03.2020;06:00;659;687
06.03.2020;07:00;701;729
06.03.2020;08:00;711;728
06.03.2020;09:00;707;731
06.03.2020;10:00;706;740
06.03.2020;11:00;706;739
06.03.2020;12:00;706;732
06.03.2020;13:00;701;735
06.03.2020;14:00;699;734
06.03.2020;15:00;695;725
06.03.2020;16:00;690;716
06.03.2020;17:00;675;738
06.03.2020;18:00;681;740
06.03.2020;19:00;680;739
06.03.2020;20:00;690;736
06.03.2020;21:00;693;720
06.03.2020;22:00;690;719
06.03.2020;23:00;673;724
07.03.2020;00:00;658;712
07.03.2020;01:00;663;699
07.03.2020;02:00;615;691
07.03.2020;03:00;549;630
07.03.2020;04:00;624;722
07.03.2020;05:00;698;730
07.03.2020;06:00;702;741
07.03.2020;07:00;706;749
07.03.2020;08:00;706;750
07.03.2020;09:00;706;718
07.03.2020;10:00;703;541
07.03.2020;11:00;698;326
07.03.2020;12:00;668;621
07.03.2020;13:00;569;721
07.03.2020;14:00;689;725
07.03.2020;15:00;678;731
07.03.2020;16:00;681;743
07.03.2020;17:00;704;742
07.03.2020;18:00;710;721
07.03.2020;19:00;636;688
07.03.2020;20:00;516;693
07.03.2020;21:00;453;595
07.03.2020;22:00;368;590
07.03.2020;23:00;294;507
08.03.2020;00:00;251;504
08.03.2020;01:00;252;460
08.03.2020;02:00;283;394
08.03.2020;03:00;303;324
08.03.2020;04:00;303;333
08.03.2020;05:00;253;324
08.03.2020;06:00;253;281
08.03.2020;07:00;260;0
08.03.2020;08:00;293;0
08.03.2020;09:00;297;0
08.03.2020;10:00;285;0
08.03.2020;11:00;285;0
08.03.2020;12:00;306;0
08.03.2020;13:00;308;0
08.03.2020;14:00;307;0
08.03.2020;15:00;304;0
08.03.2020;16:00;337;0
08.03.2020;17:00;478;0
08.03.2020;18:00;632;0
08.03.2020;19:00;731;0
08.03.2020;20:00;718;0
08.03.2020;21:00;722;0
08.03.2020;22:00;714;0
08.03.2020;23:00;625;0
09.03.2020;00:00;605;0
09.03.2020;01:00;678;0
09.03.2020;02:00;556;0
09.03.2020;03:00;687;0
09.03.2020;04:00;730;0
09.03.2020;05:00;739;0
09.03.2020;06:00;709;0
09.03.2020;07:00;687;0
09.03.2020;08:00;695;0
09.03.2020;09:00;687;0
09.03.2020;10:00;687;0
09.03.2020;11:00;689;0
09.03.2020;12:00;690;0
09.03.2020;13:00;689;0
09.03.2020;14:00;685;0
09.03.2020;15:00;677;0
09.03.2020;16:00;669;0
09.03.2020;17:00;662;0
09.03.2020;18:00;656;0
09.03.2020;19:00;656;0
09.03.2020;20:00;653;0
09.03.2020;21:00;659;0
09.03.2020;22:00;667;0
09.03.2020;23:00;566;0
10.03.2020;00:00;269;0
10.03.2020;01:00;202;0
10.03.2020;02:00;216;0
10.03.2020;03:00;222;0
10.03.2020;04:00;222;0
10.03.2020;05:00;223;0
10.03.2020;06:00;341;0
10.03.2020;07:00;499;0
10.03.2020;08:00;663;0
10.03.2020;09:00;643;0
10.03.2020;10:00;625;0
10.03.2020;11:00;593;0
10.03.2020;12:00;442;0
10.03.2020;13:00;428;0
10.03.2020;14:00;416;0
10.03.2020;15:00;420;0
10.03.2020;16:00;384;0
10.03.2020;17:00;214;0
10.03.2020;18:00;404;0
10.03.2020;19:00;540;0
10.03.2020;20:00;415;0
10.03.2020;21:00;263;0
10.03.2020;22:00;221;0
10.03.2020;23:00;206;0
11.03.2020;00:00;246;0
11.03.2020;01:00;233;0
11.03.2020;02:00;261;0
11.03.2020;03:00;342;0
11.03.2020;04:00;530;0
11.03.2020;05:00;565;0
11.03.2020;06:00;654;0
11.03.2020;07:00;659;0
11.03.2020;08:00;650;0
11.03.2020;09:00;649;0
11.03.2020;10:00;659;0
11.03.2020;11:00;666;0
11.03.2020;12:00;657;0
11.03.2020;13:00;653;0
11.03.2020;14:00;648;0
11.03.2020;15:00;648;0
11.03.2020;16:00;661;0
11.03.2020;17:00;649;0
11.03.2020;18:00;646;0
11.03.2020;19:00;645;0
11.03.2020;20:00;637;0
11.03.2020;21:00;491;0
11.03.2020;22:00;349;0
11.03.2020;23:00;345;0
12.03.2020;00:00;318;0
12.03.2020;01:00;319;0
12.03.2020;02:00;312;0
12.03.2020;03:00;314;0
12.03.2020;04:00;321;0
12.03.2020;05:00;353;0
12.03.2020;06:00;499;0
12.03.2020;07:00;500;0
12.03.2020;08:00;653;0
12.03.2020;09:00;654;0
12.03.2020;10:00;638;0
12.03.2020;11:00;639;0
12.03.2020;12:00;635;0
12.03.2020;13:00;626;0
12.03.2020;14:00;625;0
12.03.2020;15:00;612;0
12.03.2020;16:00;591;0
12.03.2020;17:00;645;0
12.03.2020;18:00;642;0
12.03.2020;19:00;624;0
12.03.2020;20:00;582;0
12.03.2020;21:00;248;0
12.03.2020;22:00;200;0
12.03.2020;23:00;211;0
13.03.2020;00:00;209;0
13.03.2020;01:00;200;0
13.03.2020;02:00;291;0
13.03.2020;03:00;199;0
13.03.2020;04:00;212;0
13.03.2020;05:00;327;0
13.03.2020;06:00;385;0
13.03.2020;07:00;437;0
13.03.2020;08:00;338;0
13.03.2020;09:00;237;0
13.03.2020;10:00;233;0
13.03.2020;11:00;341;0
13.03.2020;12:00;295;0
13.03.2020;13:00;233;0
13.03.2020;14:00;220;0
13.03.2020;15:00;215;0
13.03.2020;16:00;397;0
13.03.2020;17:00;592;0
13.03.2020;18:00;572;0
13.03.2020;19:00;576;0
13.03.2020;20:00;569;0
13.03.2020;21:00;561;0
13.03.2020;22:00;586;0
13.03.2020;23:00;586;0
14.03.2020;00:00;580;0
14.03.2020;01:00;589;0
14.03.2020;02:00;595;0
14.03.2020;03:00;576;0
14.03.2020;04:00;586;0
14.03.2020;05:00;604;0
14.03.2020;06:00;625;0
14.03.2020;07:00;597;0
14.03.2020;08:00;593;0
14.03.2020;09:00;615;0
14.03.2020;10:00;576;0
14.03.2020;11:00;488;0
14.03.2020;12:00;478;0
14.03.2020;13:00;457;0
14.03.2020;14:00;444;0
14.03.2020;15:00;444;0
14.03.2020;16:00;511;0
14.03.2020;17:00;606;0
14.03.2020;18:00;595;0
14.03.2020;19:00;595;0
14.03.2020;20:00;600;0
14.03.2020;21:00;591;0
14.03.2020;22:00;578;0
14.03.2020;23:00;405;0
15.03.2020;00:00;281;0
15.03.2020;01:00;234;0
15.03.2020;02:00;224;0
15.03.2020;03:00;228;0
15.03.2020;04:00;235;0
15.03.2020;05:00;249;0
15.03.2020;06:00;249;0
15.03.2020;07:00;248;0
15.03.2020;08:00;271;0
15.03.2020;09:00;270;0
15.03.2020;10:00;271;0
15.03.2020;11:00;287;0
15.03.2020;12:00;301;0
15.03.2020;13:00;269;0
15.03.2020;14:00;264;0
15.03.2020;15:00;269;0
15.03.2020;16:00;275;0
15.03.2020;17:00;355;0
15.03.2020;18:00;637;0
15.03.2020;19:00;649;0
15.03.2020;20:00;653;0
15.03.2020;21:00;657;0
15.03.2020;22:00;657;0
15.03.2020;23:00;643;0
16.03.2020;00:00;457;0
16.03.2020;01:00;423;0
16.03.2020;02:00;461;48
16.03.2020;03:00;327;258
16.03.2020;04:00;321;374
16.03.2020;05:00;445;411
16.03.2020;06:00;596;436
16.03.2020;07:00;594;448
16.03.2020;08:00;617;527
16.03.2020;09:00;618;540
16.03.2020;10:00;617;541
16.03.2020;11:00;624;564
16.03.2020;12:00;608;714
16.03.2020;13:00;615;721
16.03.2020;14:00;597;722
16.03.2020;15:00;589;726
16.03.2020;16:00;594;725
16.03.2020;17:00;642;724
16.03.2020;18:00;643;725
16.03.2020;19:00;651;720
16.03.2020;20:00;643;727
16.03.2020;21:00;654;728
16.03.2020;22:00;654;729
16.03.2020;23:00;649;727
17.03.2020;00:00;649;724
17.03.2020;01:00;589;662
17.03.2020;02:00;484;543
17.03.2020;03:00;490;541
17.03.2020;04:00;449;548
17.03.2020;05:00;648;704
17.03.2020;06:00;657;692
17.03.2020;07:00;657;732
17.03.2020;08:00;664;730
17.03.2020;09:00;662;733
17.03.2020;10:00;657;728
17.03.2020;11:00;638;698
17.03.2020;12:00;459;715
17.03.2020;13:00;466;669
17.03.2020;14:00;462;692
17.03.2020;15:00;478;657
17.03.2020;16:00;535;718
17.03.2020;17:00;662;709
17.03.2020;18:00;669;708
17.03.2020;19:00;661;708
17.03.2020;20:00;670;710
17.03.2020;21:00;683;709
17.03.2020;22:00;691;709
17.03.2020;23:00;679;706
18.03.2020;00:00;598;648
18.03.2020;01:00;639;684
18.03.2020;02:00;590;631
18.03.2020;03:00;667;700
