Datum;Uhrzeit;Generation_DE B[MW];Generation_DE C[MW];Generation_DE F[MW];Generation_DE E[MW];Generation_DE D[MW]
27.01.2020;23:00;167;138;-;-;-
28.01.2020;00:00;217;165;-;-;-
28.01.2020;01:00;216;165;-;-;-
28.01.2020;02:00;172;137;-;-;-
28.01.2020;03:00;166;136;-;-;-
28.01.2020;04:00;201;151;-;-;-
28.01.2020;05:00;244;197;-;-;-
28.01.2020;06:00;250;214;-;-;-
28.01.2020;07:00;251;213;-;-;-
28.01.2020;08:00;251;216;-;-;-
28.01.2020;09:00;251;216;-;-;-
28.01.2020;10:00;252;217;-;-;-
28.01.2020;11:00;250;213;-;-;-
28.01.2020;12:00;250;214;-;-;-
28.01.2020;13:00;248;202;-;-;-
28.01.2020;14:00;250;195;-;-;-
28.01.2020;15:00;249;195;-;-;-
28.01.2020;16:00;252;195;-;-;-
28.01.2020;17:00;251;196;-;-;-
28.01.2020;18:00;254;197;-;-;-
28.01.2020;19:00;251;196;-;-;-
28.01.2020;20:00;234;187;-;-;-
28.01.2020;21:00;223;187;-;-;-
28.01.2020;22:00;224;186;-;-;-
28.01.2020;23:00;223;186;-;-;-
29.01.2020;00:00;222;142;-;-;-
29.01.2020;01:00;166;137;-;-;-
29.01.2020;02:00;143;134;-;-;-
29.01.2020;03:00;138;136;-;-;-
29.01.2020;04:00;162;137;-;-;-
29.01.2020;05:00;225;136;-;-;-
29.01.2020;06:00;235;184;-;-;-
29.01.2020;07:00;238;189;-;-;-
29.01.2020;08:00;235;189;-;-;-
29.01.2020;09:00;235;189;-;-;-
29.01.2020;10:00;233;187;-;-;-
29.01.2020;11:00;234;187;-;-;-
29.01.2020;12:00;235;186;-;-;-
29.01.2020;13:00;234;190;-;-;-
29.01.2020;14:00;235;196;-;-;-
29.01.2020;15:00;234;197;-;-;-
29.01.2020;16:00;234;200;-;-;-
29.01.2020;17:00;233;199;-;-;-
29.01.2020;18:00;234;201;-;-;-
29.01.2020;19:00;234;201;-;-;-
29.01.2020;20:00;234;203;-;-;-
29.01.2020;21:00;235;204;-;-;-
29.01.2020;22:00;235;202;-;-;-
29.01.2020;23:00;235;198;-;-;-
30.01.2020;00:00;226;145;-;-;-
30.01.2020;01:00;164;133;-;-;-
30.01.2020;02:00;156;144;-;-;-
30.01.2020;03:00;167;149;-;-;-
30.01.2020;04:00;176;148;-;-;-
30.01.2020;05:00;208;176;-;-;-
30.01.2020;06:00;217;215;-;-;-
30.01.2020;07:00;224;225;-;-;-
30.01.2020;08:00;224;227;-;-;-
30.01.2020;09:00;224;222;-;-;-
30.01.2020;10:00;225;187;-;-;-
30.01.2020;11:00;225;187;-;-;-
30.01.2020;12:00;224;187;-;-;-
30.01.2020;13:00;225;188;-;-;-
30.01.2020;14:00;242;206;-;-;-
30.01.2020;15:00;242;205;-;-;-
30.01.2020;16:00;243;205;-;-;-
30.01.2020;17:00;242;206;-;-;-
30.01.2020;18:00;243;207;-;-;-
30.01.2020;19:00;242;208;-;-;-
30.01.2020;20:00;244;209;-;-;-
30.01.2020;21:00;236;210;-;-;-
30.01.2020;22:00;233;185;-;-;-
30.01.2020;23:00;206;169;-;-;-
31.01.2020;00:00;149;140;-;-;-
31.01.2020;01:00;126;135;-;-;-
31.01.2020;02:00;124;133;-;-;-
31.01.2020;03:00;125;131;-;-;-
31.01.2020;04:00;140;133;-;-;-
31.01.2020;05:00;163;210;-;-;-
31.01.2020;06:00;207;237;-;-;-
31.01.2020;07:00;232;225;-;-;-
31.01.2020;08:00;234;226;-;-;-
31.01.2020;09:00;233;193;-;-;-
31.01.2020;10:00;233;169;-;-;-
31.01.2020;11:00;232;168;-;-;-
31.01.2020;12:00;233;168;-;-;-
31.01.2020;13:00;232;168;-;-;-
31.01.2020;14:00;233;169;-;-;-
31.01.2020;15:00;234;209;-;-;-
31.01.2020;16:00;231;208;-;-;-
31.01.2020;17:00;234;206;-;-;-
31.01.2020;18:00;233;206;-;-;-
31.01.2020;19:00;232;195;-;-;-
31.01.2020;20:00;204;189;-;-;-
31.01.2020;21:00;186;174;-;-;-
31.01.2020;22:00;161;131;-;-;-
31.01.2020;23:00;130;131;-;-;-
01.02.2020;00:00;142;138;-;-;-
01.02.2020;01:00;147;143;-;-;-
01.02.2020;02:00;140;140;-;-;-
01.02.2020;03:00;142;138;-;-;-
01.02.2020;04:00;146;138;-;-;-
01.02.2020;05:00;152;135;-;-;-
01.02.2020;06:00;166;135;-;-;-
01.02.2020;07:00;187;145;-;-;-
01.02.2020;08:00;158;143;-;-;-
01.02.2020;09:00;191;154;-;-;-
01.02.2020;10:00;205;163;-;-;-
01.02.2020;11:00;204;158;-;-;-
01.02.2020;12:00;186;154;-;-;-
01.02.2020;13:00;184;155;-;-;-
01.02.2020;14:00;184;152;-;-;-
01.02.2020;15:00;139;149;-;-;-
01.02.2020;16:00;22;268;-;-;-
01.02.2020;17:00;0;276;-;-;-
01.02.2020;18:00;0;282;-;-;-
01.02.2020;19:00;0;270;-;-;-
01.02.2020;20:00;0;235;-;-;-
01.02.2020;21:00;0;225;-;-;-
01.02.2020;22:00;0;228;-;-;-
01.02.2020;23:00;0;222;-;-;-
02.02.2020;00:00;0;216;-;-;-
02.02.2020;01:00;0;214;-;-;-
02.02.2020;02:00;0;213;-;-;-
02.02.2020;03:00;0;205;-;-;-
02.02.2020;04:00;0;205;-;-;-
02.02.2020;05:00;0;204;-;-;-
02.02.2020;06:00;0;209;-;-;-
02.02.2020;07:00;0;239;-;-;-
02.02.2020;08:00;0;233;-;-;-
02.02.2020;09:00;0;199;-;-;-
02.02.2020;10:00;0;201;-;-;-
02.02.2020;11:00;0;250;-;-;-
02.02.2020;12:00;0;266;-;-;-
02.02.2020;13:00;0;244;-;-;-
02.02.2020;14:00;0;190;-;-;-
02.02.2020;15:00;0;169;-;-;-
02.02.2020;16:00;0;159;-;-;-
02.02.2020;17:00;0;158;-;-;-
02.02.2020;18:00;0;157;-;-;-
02.02.2020;19:00;0;158;-;-;-
02.02.2020;20:00;0;160;-;-;-
02.02.2020;21:00;0;266;-;-;-
02.02.2020;22:00;0;285;-;-;-
02.02.2020;23:00;0;269;-;-;-
03.02.2020;00:00;0;146;-;-;-
03.02.2020;01:00;0;131;-;-;-
03.02.2020;02:00;0;132;-;-;-
03.02.2020;03:00;0;132;-;-;-
03.02.2020;04:00;0;142;-;-;-
03.02.2020;05:00;73;185;-;-;-
03.02.2020;06:00;170;193;-;-;-
03.02.2020;07:00;188;185;-;-;-
03.02.2020;08:00;200;187;-;-;-
03.02.2020;09:00;196;187;-;-;-
03.02.2020;10:00;194;187;-;-;-
03.02.2020;11:00;196;188;-;-;-
03.02.2020;12:00;194;189;-;-;-
03.02.2020;13:00;194;186;-;-;-
03.02.2020;14:00;195;184;-;-;-
03.02.2020;15:00;195;166;-;-;-
03.02.2020;16:00;195;168;-;-;-
03.02.2020;17:00;194;165;-;-;-
03.02.2020;18:00;193;166;-;-;-
03.02.2020;19:00;194;167;-;-;-
03.02.2020;20:00;193;165;-;-;-
03.02.2020;21:00;195;170;-;-;-
03.02.2020;22:00;177;171;-;-;-
03.02.2020;23:00;150;152;-;-;-
04.02.2020;00:00;144;143;-;-;-
04.02.2020;01:00;132;130;-;-;-
04.02.2020;02:00;129;131;-;-;-
04.02.2020;03:00;129;128;-;-;-
04.02.2020;04:00;144;134;-;-;-
04.02.2020;05:00;193;173;-;-;-
04.02.2020;06:00;230;214;-;-;-
04.02.2020;07:00;252;224;-;-;-
04.02.2020;08:00;249;225;-;-;-
04.02.2020;09:00;242;226;-;-;-
04.02.2020;10:00;243;226;-;-;-
04.02.2020;11:00;243;226;-;-;-
04.02.2020;12:00;243;225;-;-;-
04.02.2020;13:00;242;225;-;-;-
04.02.2020;14:00;242;225;-;-;-
04.02.2020;15:00;242;224;-;-;-
04.02.2020;16:00;242;225;-;-;-
04.02.2020;17:00;242;227;-;-;-
04.02.2020;18:00;242;226;-;-;-
04.02.2020;19:00;242;225;-;-;-
04.02.2020;20:00;242;225;-;-;-
04.02.2020;21:00;244;224;-;-;-
04.02.2020;22:00;243;225;-;-;-
04.02.2020;23:00;243;199;-;-;-
05.02.2020;00:00;214;177;-;-;-
05.02.2020;01:00;158;137;-;-;-
05.02.2020;02:00;127;128;-;-;-
05.02.2020;03:00;128;141;-;-;-
05.02.2020;04:00;155;210;-;-;-
05.02.2020;05:00;210;222;-;-;-
05.02.2020;06:00;224;243;-;-;-
05.02.2020;07:00;226;243;-;-;-
05.02.2020;08:00;225;243;-;-;-
05.02.2020;09:00;224;244;-;-;-
05.02.2020;10:00;224;239;-;-;-
05.02.2020;11:00;224;242;-;-;-
05.02.2020;12:00;224;243;-;-;-
05.02.2020;13:00;224;245;-;-;-
05.02.2020;14:00;225;244;-;-;-
05.02.2020;15:00;225;244;-;-;-
05.02.2020;16:00;225;246;-;-;-
05.02.2020;17:00;223;243;-;-;-
05.02.2020;18:00;224;245;-;-;-
05.02.2020;19:00;224;247;-;-;-
05.02.2020;20:00;223;245;-;-;-
05.02.2020;21:00;223;237;-;-;-
05.02.2020;22:00;224;201;-;-;-
05.02.2020;23:00;225;199;-;-;-
06.02.2020;00:00;225;188;-;-;-
06.02.2020;01:00;175;136;-;-;-
06.02.2020;02:00;138;141;-;-;-
06.02.2020;03:00;131;149;-;-;-
06.02.2020;04:00;186;166;-;-;-
06.02.2020;05:00;229;193;-;-;-
06.02.2020;06:00;240;207;-;-;-
06.02.2020;07:00;253;211;-;-;-
06.02.2020;08:00;251;217;-;-;-
06.02.2020;09:00;252;216;-;-;-
06.02.2020;10:00;251;216;-;-;-
06.02.2020;11:00;249;215;-;-;-
06.02.2020;12:00;244;228;-;-;-
06.02.2020;13:00;243;224;-;-;-
06.02.2020;14:00;194;270;-;-;-
06.02.2020;15:00;195;272;-;-;-
06.02.2020;16:00;196;271;-;-;-
06.02.2020;17:00;196;273;-;-;-
06.02.2020;18:00;193;272;-;-;-
06.02.2020;19:00;196;274;-;-;-
06.02.2020;20:00;195;272;-;-;-
06.02.2020;21:00;195;272;-;-;-
06.02.2020;22:00;196;263;-;-;-
06.02.2020;23:00;195;239;-;-;-
07.02.2020;00:00;194;207;-;-;-
07.02.2020;01:00;196;206;-;-;-
07.02.2020;02:00;195;206;-;-;-
07.02.2020;03:00;195;205;-;-;-
07.02.2020;04:00;195;207;-;-;-
07.02.2020;05:00;195;206;-;-;-
07.02.2020;06:00;194;233;-;-;-
07.02.2020;07:00;197;243;-;-;-
07.02.2020;08:00;195;245;-;-;-
07.02.2020;09:00;195;244;-;-;-
07.02.2020;10:00;195;244;-;-;-
07.02.2020;11:00;195;250;-;-;-
07.02.2020;12:00;194;254;-;-;-
07.02.2020;13:00;194;254;-;-;-
07.02.2020;14:00;195;251;-;-;-
07.02.2020;15:00;194;254;-;-;-
07.02.2020;16:00;196;253;-;-;-
07.02.2020;17:00;194;251;-;-;-
07.02.2020;18:00;195;253;-;-;-
07.02.2020;19:00;194;253;-;-;-
07.02.2020;20:00;194;256;-;-;-
07.02.2020;21:00;196;248;-;-;-
07.02.2020;22:00;190;190;-;-;-
07.02.2020;23:00;166;179;-;-;-
08.02.2020;00:00;166;221;-;-;-
08.02.2020;01:00;166;184;-;-;-
08.02.2020;02:00;166;176;-;-;-
08.02.2020;03:00;165;179;-;-;-
08.02.2020;04:00;165;179;-;-;-
08.02.2020;05:00;164;178;-;-;-
08.02.2020;06:00;165;177;-;-;-
08.02.2020;07:00;171;177;-;-;-
08.02.2020;08:00;186;179;-;-;-
08.02.2020;09:00;186;177;-;-;-
08.02.2020;10:00;186;177;-;-;-
08.02.2020;11:00;183;176;-;-;-
08.02.2020;12:00;168;164;-;-;-
08.02.2020;13:00;175;170;-;-;-
08.02.2020;14:00;186;178;-;-;-
08.02.2020;15:00;185;195;-;-;-
08.02.2020;16:00;185;205;-;-;-
08.02.2020;17:00;184;211;-;-;-
08.02.2020;18:00;184;215;-;-;-
08.02.2020;19:00;185;209;-;-;-
08.02.2020;20:00;185;197;-;-;-
08.02.2020;21:00;158;196;-;-;-
08.02.2020;22:00;146;163;-;-;-
08.02.2020;23:00;127;130;-;-;-
09.02.2020;00:00;121;120;-;-;-
09.02.2020;01:00;121;119;-;-;-
09.02.2020;02:00;122;120;-;-;-
09.02.2020;03:00;122;121;-;-;-
09.02.2020;04:00;121;121;-;-;-
09.02.2020;05:00;122;120;-;-;-
09.02.2020;06:00;131;119;-;-;-
09.02.2020;07:00;136;120;-;-;-
09.02.2020;08:00;137;121;-;-;-
09.02.2020;09:00;136;120;-;-;-
09.02.2020;10:00;137;121;-;-;-
09.02.2020;11:00;136;120;-;-;-
09.02.2020;12:00;136;122;-;-;-
09.02.2020;13:00;147;138;-;-;-
09.02.2020;14:00;155;165;-;-;-
09.02.2020;15:00;161;167;-;-;-
09.02.2020;16:00;177;181;-;-;-
09.02.2020;17:00;175;184;-;-;-
09.02.2020;18:00;128;112;-;-;-
09.02.2020;19:00;120;114;-;-;-
09.02.2020;20:00;120;113;-;-;-
09.02.2020;21:00;120;115;-;-;-
09.02.2020;22:00;121;114;-;-;-
09.02.2020;23:00;119;114;-;-;-
10.02.2020;00:00;121;116;-;-;-
10.02.2020;01:00;124;122;-;-;-
10.02.2020;02:00;121;121;-;-;-
10.02.2020;03:00;118;116;-;-;-
10.02.2020;04:00;118;113;-;-;-
10.02.2020;05:00;118;114;-;-;-
10.02.2020;06:00;116;112;-;-;-
10.02.2020;07:00;118;114;-;-;-
10.02.2020;08:00;118;114;-;-;-
10.02.2020;09:00;121;116;-;-;-
10.02.2020;10:00;122;119;-;-;-
10.02.2020;11:00;125;115;-;-;-
10.02.2020;12:00;136;113;-;-;-
10.02.2020;13:00;136;143;-;-;-
10.02.2020;14:00;150;154;-;-;-
10.02.2020;15:00;178;179;-;-;-
10.02.2020;16:00;186;180;-;-;-
10.02.2020;17:00;186;186;-;-;-
10.02.2020;18:00;193;198;-;-;-
10.02.2020;19:00;194;227;-;-;-
10.02.2020;20:00;195;202;-;-;-
10.02.2020;21:00;194;180;-;-;-
10.02.2020;22:00;192;159;-;-;-
10.02.2020;23:00;157;144;-;-;-
11.02.2020;00:00;186;148;-;-;-
11.02.2020;01:00;195;187;-;-;-
11.02.2020;02:00;193;199;-;-;-
11.02.2020;03:00;197;210;-;-;-
11.02.2020;04:00;194;210;-;-;-
11.02.2020;05:00;193;227;-;-;-
11.02.2020;06:00;201;288;-;-;-
11.02.2020;07:00;203;303;-;-;-
11.02.2020;08:00;206;297;-;-;-
11.02.2020;09:00;204;293;-;-;-
11.02.2020;10:00;205;292;-;-;-
11.02.2020;11:00;204;288;-;-;-
11.02.2020;12:00;202;288;-;-;-
11.02.2020;13:00;199;294;-;-;-
11.02.2020;14:00;198;297;-;-;-
11.02.2020;15:00;199;296;-;-;-
11.02.2020;16:00;200;287;-;-;-
11.02.2020;17:00;197;287;-;-;-
11.02.2020;18:00;198;289;-;-;-
11.02.2020;19:00;198;296;-;-;-
11.02.2020;20:00;198;293;-;-;-
11.02.2020;21:00;195;284;-;-;-
11.02.2020;22:00;188;241;-;-;-
11.02.2020;23:00;191;233;-;-;-
12.02.2020;00:00;191;203;-;-;-
12.02.2020;01:00;189;198;-;-;-
12.02.2020;02:00;192;197;-;-;-
12.02.2020;03:00;192;197;-;-;-
12.02.2020;04:00;190;199;-;-;-
12.02.2020;05:00;194;235;-;-;-
12.02.2020;06:00;191;239;-;-;-
12.02.2020;07:00;196;234;-;-;-
12.02.2020;08:00;195;235;-;-;-
12.02.2020;09:00;195;230;-;-;-
12.02.2020;10:00;194;212;-;-;-
12.02.2020;11:00;195;214;-;-;-
12.02.2020;12:00;193;205;-;-;-
12.02.2020;13:00;198;220;-;-;-
12.02.2020;14:00;199;234;-;-;-
12.02.2020;15:00;199;233;-;-;-
12.02.2020;16:00;198;233;-;-;-
12.02.2020;17:00;199;231;-;-;-
12.02.2020;18:00;197;231;-;-;-
12.02.2020;19:00;197;229;-;-;-
12.02.2020;20:00;198;231;-;-;-
12.02.2020;21:00;199;226;-;-;-
12.02.2020;22:00;190;209;-;-;-
12.02.2020;23:00;186;183;-;-;-
13.02.2020;00:00;186;198;-;-;-
13.02.2020;01:00;174;177;-;-;-
13.02.2020;02:00;167;171;-;-;-
13.02.2020;03:00;167;169;-;-;-
13.02.2020;04:00;187;182;-;-;-
13.02.2020;05:00;201;214;-;-;-
13.02.2020;06:00;201;208;-;-;-
13.02.2020;07:00;200;208;-;-;-
13.02.2020;08:00;201;206;-;-;-
13.02.2020;09:00;200;210;-;-;-
13.02.2020;10:00;201;208;-;-;-
13.02.2020;11:00;200;190;-;-;-
13.02.2020;12:00;199;194;-;-;-
13.02.2020;13:00;203;207;-;-;-
13.02.2020;14:00;199;214;-;-;-
13.02.2020;15:00;198;178;-;-;-
13.02.2020;16:00;197;144;-;-;-
13.02.2020;17:00;168;180;-;-;-
13.02.2020;18:00;163;183;-;-;-
13.02.2020;19:00;166;187;-;-;-
13.02.2020;20:00;165;185;-;-;-
13.02.2020;21:00;168;180;-;-;-
13.02.2020;22:00;167;168;-;-;-
13.02.2020;23:00;166;154;-;-;-
14.02.2020;00:00;166;148;-;-;-
14.02.2020;01:00;167;148;-;-;-
14.02.2020;02:00;166;149;-;-;-
14.02.2020;03:00;166;145;-;-;-
14.02.2020;04:00;166;172;-;-;-
14.02.2020;05:00;166;175;-;-;-
14.02.2020;06:00;166;167;-;-;-
14.02.2020;07:00;164;170;-;-;-
14.02.2020;08:00;170;170;-;-;-
14.02.2020;09:00;174;168;-;-;-
14.02.2020;10:00;175;168;-;-;-
14.02.2020;11:00;175;167;-;-;-
14.02.2020;12:00;175;162;-;-;-
14.02.2020;13:00;177;180;-;-;-
14.02.2020;14:00;175;187;-;-;-
14.02.2020;15:00;168;180;-;-;-
14.02.2020;16:00;164;179;-;-;-
14.02.2020;17:00;166;177;-;-;-
14.02.2020;18:00;168;177;-;-;-
14.02.2020;19:00;178;169;-;-;-
14.02.2020;20:00;180;135;-;-;-
14.02.2020;21:00;46;187;-;-;-
14.02.2020;22:00;0;191;-;-;-
14.02.2020;23:00;0;189;-;-;-
15.02.2020;00:00;0;176;-;-;-
15.02.2020;01:00;0;133;-;-;-
15.02.2020;02:00;0;127;-;-;-
15.02.2020;03:00;0;148;-;-;-
15.02.2020;04:00;0;147;-;-;-
15.02.2020;05:00;0;146;-;-;-
15.02.2020;06:00;0;146;-;-;-
15.02.2020;07:00;0;161;-;-;-
15.02.2020;08:00;0;181;-;-;-
15.02.2020;09:00;0;189;-;-;-
15.02.2020;10:00;0;186;-;-;-
15.02.2020;11:00;0;187;-;-;-
15.02.2020;12:00;0;185;-;-;-
15.02.2020;13:00;0;186;-;-;-
15.02.2020;14:00;0;128;-;-;-
15.02.2020;15:00;0;115;-;-;-
15.02.2020;16:00;0;121;-;-;-
15.02.2020;17:00;0;149;-;-;-
15.02.2020;18:00;0;173;-;-;-
15.02.2020;19:00;0;191;-;-;-
15.02.2020;20:00;0;196;-;-;-
15.02.2020;21:00;0;198;-;-;-
15.02.2020;22:00;0;197;-;-;-
15.02.2020;23:00;0;197;-;-;-
16.02.2020;00:00;0;149;-;-;-
16.02.2020;01:00;0;174;-;-;-
16.02.2020;02:00;0;188;-;-;-
16.02.2020;03:00;0;173;-;-;-
16.02.2020;04:00;0;167;-;-;-
16.02.2020;05:00;0;183;-;-;-
16.02.2020;06:00;0;187;-;-;-
16.02.2020;07:00;0;221;-;-;-
16.02.2020;08:00;0;230;-;-;-
16.02.2020;09:00;0;227;-;-;-
16.02.2020;10:00;0;192;-;-;-
16.02.2020;11:00;0;186;-;-;-
16.02.2020;12:00;0;185;-;-;-
16.02.2020;13:00;0;186;-;-;-
16.02.2020;14:00;0;175;-;-;-
16.02.2020;15:00;0;165;-;-;-
16.02.2020;16:00;0;167;-;-;-
16.02.2020;17:00;0;167;-;-;-
16.02.2020;18:00;0;168;-;-;-
16.02.2020;19:00;0;167;-;-;-
16.02.2020;20:00;0;169;-;-;-
16.02.2020;21:00;0;172;-;-;-
16.02.2020;22:00;0;173;-;-;-
16.02.2020;23:00;0;170;-;-;-
17.02.2020;00:00;0;169;-;-;-
17.02.2020;01:00;0;168;-;-;-
17.02.2020;02:00;0;166;-;-;-
17.02.2020;03:00;0;164;-;-;-
17.02.2020;04:00;0;165;-;-;-
17.02.2020;05:00;0;197;-;-;-
17.02.2020;06:00;0;252;-;-;-
17.02.2020;07:00;0;273;-;-;-
17.02.2020;08:00;0;263;-;-;-
17.02.2020;09:00;0;246;-;-;-
17.02.2020;10:00;0;245;-;-;-
17.02.2020;11:00;0;234;-;-;-
17.02.2020;12:00;0;234;-;-;-
17.02.2020;13:00;0;236;-;-;-
17.02.2020;14:00;0;235;-;-;-
17.02.2020;15:00;0;237;-;-;-
17.02.2020;16:00;0;240;-;-;-
17.02.2020;17:00;0;240;-;-;-
17.02.2020;18:00;0;234;-;-;-
17.02.2020;19:00;0;232;-;-;-
17.02.2020;20:00;0;234;-;-;-
17.02.2020;21:00;0;240;-;-;-
17.02.2020;22:00;0;201;-;-;-
17.02.2020;23:00;0;165;-;-;-
18.02.2020;00:00;0;164;-;-;-
18.02.2020;01:00;0;166;-;-;-
18.02.2020;02:00;0;166;-;-;-
18.02.2020;03:00;0;168;-;-;-
18.02.2020;04:00;0;167;-;-;-
18.02.2020;05:00;0;215;-;-;-
18.02.2020;06:00;0;237;-;-;-
18.02.2020;07:00;0;244;-;-;-
18.02.2020;08:00;0;279;-;-;-
18.02.2020;09:00;0;291;-;-;-
18.02.2020;10:00;0;282;-;-;-
18.02.2020;11:00;0;256;-;-;-
18.02.2020;12:00;0;252;-;-;-
18.02.2020;13:00;0;251;-;-;-
18.02.2020;14:00;0;246;-;-;-
18.02.2020;15:00;0;230;-;-;-
18.02.2020;16:00;0;232;-;-;-
18.02.2020;17:00;0;235;-;-;-
18.02.2020;18:00;0;245;-;-;-
18.02.2020;19:00;0;238;-;-;-
18.02.2020;20:00;0;228;-;-;-
18.02.2020;21:00;0;225;-;-;-
18.02.2020;22:00;0;218;-;-;-
18.02.2020;23:00;0;198;-;-;-
19.02.2020;00:00;0;213;-;-;-
19.02.2020;01:00;0;197;-;-;-
19.02.2020;02:00;0;196;-;-;-
19.02.2020;03:00;0;198;-;-;-
19.02.2020;04:00;0;200;-;-;-
19.02.2020;05:00;0;206;-;-;-
19.02.2020;06:00;0;216;-;-;-
19.02.2020;07:00;0;235;-;-;-
19.02.2020;08:00;0;230;-;-;-
19.02.2020;09:00;0;224;-;-;-
19.02.2020;10:00;0;223;-;-;-
19.02.2020;11:00;0;223;-;-;-
19.02.2020;12:00;0;224;-;-;-
19.02.2020;13:00;0;223;-;-;-
19.02.2020;14:00;0;224;-;-;-
19.02.2020;15:00;0;224;-;-;-
19.02.2020;16:00;0;223;-;-;-
19.02.2020;17:00;0;222;-;-;-
19.02.2020;18:00;0;224;-;-;-
19.02.2020;19:00;0;225;-;-;-
19.02.2020;20:00;0;217;-;-;-
19.02.2020;21:00;0;207;-;-;-
19.02.2020;22:00;0;205;-;-;-
19.02.2020;23:00;0;186;-;-;-
20.02.2020;00:00;0;155;-;-;-
20.02.2020;01:00;0;145;-;-;-
20.02.2020;02:00;0;151;-;-;-
20.02.2020;03:00;0;153;-;-;-
20.02.2020;04:00;0;149;-;-;-
20.02.2020;05:00;0;170;-;-;-
20.02.2020;06:00;0;208;-;-;-
20.02.2020;07:00;0;224;-;-;-
20.02.2020;08:00;0;224;-;-;-
20.02.2020;09:00;0;225;-;-;-
20.02.2020;10:00;0;224;-;-;-
20.02.2020;11:00;0;224;-;-;-
20.02.2020;12:00;0;225;-;-;-
20.02.2020;13:00;0;225;-;-;-
20.02.2020;14:00;0;225;-;-;-
20.02.2020;15:00;0;227;-;-;-
20.02.2020;16:00;0;224;-;-;-
20.02.2020;17:00;0;226;-;-;-
20.02.2020;18:00;0;223;-;-;-
20.02.2020;19:00;0;207;-;-;-
20.02.2020;20:00;0;204;-;-;-
20.02.2020;21:00;0;200;-;-;-
20.02.2020;22:00;0;205;-;-;-
20.02.2020;23:00;0;188;-;-;-
21.02.2020;00:00;0;179;-;-;-
21.02.2020;01:00;0;184;-;-;-
21.02.2020;02:00;0;192;-;-;-
21.02.2020;03:00;0;213;-;-;-
21.02.2020;04:00;0;213;-;-;-
21.02.2020;05:00;0;215;-;-;-
21.02.2020;06:00;0;196;-;-;-
21.02.2020;07:00;0;195;-;-;-
21.02.2020;08:00;0;198;-;-;-
21.02.2020;09:00;0;196;-;-;-
21.02.2020;10:00;0;195;-;-;-
21.02.2020;11:00;0;196;-;-;-
21.02.2020;12:00;0;197;-;-;-
21.02.2020;13:00;0;205;-;-;-
21.02.2020;14:00;0;215;-;-;-
21.02.2020;15:00;0;203;-;-;-
21.02.2020;16:00;0;197;-;-;-
21.02.2020;17:00;0;196;-;-;-
21.02.2020;18:00;0;195;-;-;-
21.02.2020;19:00;0;196;-;-;-
21.02.2020;20:00;0;197;-;-;-
21.02.2020;21:00;0;199;-;-;-
21.02.2020;22:00;0;177;-;-;-
21.02.2020;23:00;0;157;-;-;-
22.02.2020;00:00;0;164;-;-;-
22.02.2020;01:00;0;186;-;-;-
22.02.2020;02:00;0;187;-;-;-
22.02.2020;03:00;0;188;-;-;-
22.02.2020;04:00;0;187;-;-;-
22.02.2020;05:00;0;197;-;-;-
22.02.2020;06:00;0;193;-;-;-
22.02.2020;07:00;0;177;-;-;-
22.02.2020;08:00;0;230;-;-;-
22.02.2020;09:00;0;270;-;-;-
22.02.2020;10:00;0;270;-;-;-
22.02.2020;11:00;0;270;-;-;-
22.02.2020;12:00;0;282;-;-;-
22.02.2020;13:00;0;263;-;-;-
22.02.2020;14:00;0;255;-;-;-
22.02.2020;15:00;0;227;-;-;-
22.02.2020;16:00;0;232;-;-;-
22.02.2020;17:00;0;243;-;-;-
22.02.2020;18:00;0;238;-;-;-
22.02.2020;19:00;0;225;-;-;-
22.02.2020;20:00;0;201;-;-;-
22.02.2020;21:00;0;189;-;-;-
22.02.2020;22:00;0;181;-;-;-
22.02.2020;23:00;0;174;-;-;-
23.02.2020;00:00;0;133;-;-;-
23.02.2020;01:00;0;135;-;-;-
23.02.2020;02:00;0;134;-;-;-
23.02.2020;03:00;0;132;-;-;-
23.02.2020;04:00;0;133;-;-;-
23.02.2020;05:00;0;132;-;-;-
23.02.2020;06:00;0;136;-;-;-
23.02.2020;07:00;0;153;-;-;-
23.02.2020;08:00;0;210;-;-;-
23.02.2020;09:00;0;232;-;-;-
23.02.2020;10:00;0;245;-;-;-
23.02.2020;11:00;0;246;-;-;-
23.02.2020;12:00;0;254;-;-;-
23.02.2020;13:00;0;245;-;-;-
23.02.2020;14:00;0;244;-;-;-
23.02.2020;15:00;0;245;-;-;-
23.02.2020;16:00;0;247;-;-;-
23.02.2020;17:00;0;252;-;-;-
23.02.2020;18:00;0;249;-;-;-
23.02.2020;19:00;0;261;-;-;-
23.02.2020;20:00;0;260;-;-;-
23.02.2020;21:00;0;217;-;-;-
23.02.2020;22:00;0;174;-;-;-
23.02.2020;23:00;0;153;-;-;-
24.02.2020;00:00;0;121;-;-;-
24.02.2020;01:00;0;123;-;-;-
24.02.2020;02:00;0;124;-;-;-
24.02.2020;03:00;0;124;-;-;-
24.02.2020;04:00;0;135;-;-;-
24.02.2020;05:00;0;160;-;-;-
24.02.2020;06:00;0;184;-;-;-
24.02.2020;07:00;0;184;-;-;-
24.02.2020;08:00;0;189;-;-;-
24.02.2020;09:00;0;193;-;-;-
24.02.2020;10:00;0;192;-;-;-
24.02.2020;11:00;0;195;-;-;-
24.02.2020;12:00;0;202;-;-;-
24.02.2020;13:00;0;203;-;-;-
