Datum,Uhrzeit,Gesamt[MWh]
07.03.2020,04:00,11692
07.03.2020,04:15,11632
07.03.2020,04:30,11618
07.03.2020,04:45,11731
07.03.2020,05:00,11789
07.03.2020,05:15,11731
07.03.2020,05:30,11793
07.03.2020,05:45,11711
07.03.2020,06:00,11810
07.03.2020,06:15,11907
07.03.2020,06:30,11862
07.03.2020,06:45,11993
07.03.2020,07:00,12136
07.03.2020,07:15,12327
07.03.2020,07:30,12552
07.03.2020,07:45,12878
07.03.2020,08:00,13117
07.03.2020,08:15,13390
07.03.2020,08:30,13596
07.03.2020,08:45,13724
07.03.2020,09:00,13876
07.03.2020,09:15,14079
07.03.2020,09:30,14199
07.03.2020,09:45,14310
07.03.2020,10:00,14422
07.03.2020,10:15,14551
07.03.2020,10:30,14612
07.03.2020,10:45,14821
07.03.2020,11:00,14918
07.03.2020,11:15,14951
07.03.2020,11:30,14867
07.03.2020,11:45,14694
07.03.2020,12:00,14680
07.03.2020,12:15,14599
07.03.2020,12:30,14510
07.03.2020,12:45,14514
07.03.2020,13:00,14508
07.03.2020,13:15,14277
07.03.2020,13:30,14246
07.03.2020,13:45,14023
07.03.2020,14:00,13950
07.03.2020,14:15,13834
07.03.2020,14:30,13771
07.03.2020,14:45,13750
07.03.2020,15:00,13738
07.03.2020,15:15,13593
07.03.2020,15:30,13631
07.03.2020,15:45,13422
07.03.2020,16:00,13686
07.03.2020,16:15,13539
07.03.2020,16:30,13391
07.03.2020,16:45,13421
07.03.2020,17:00,13441
07.03.2020,17:15,13547
07.03.2020,17:30,13730
07.03.2020,17:45,13850
07.03.2020,18:00,14198
07.03.2020,18:15,14439
07.03.2020,18:30,14640
07.03.2020,18:45,14650
07.03.2020,19:00,14546
07.03.2020,19:15,14350
07.03.2020,19:30,14271
07.03.2020,19:45,14211
07.03.2020,20:00,13976
07.03.2020,20:15,13599
07.03.2020,20:30,13379
07.03.2020,20:45,13230
07.03.2020,21:00,13120
07.03.2020,21:15,13026
07.03.2020,21:30,12893
07.03.2020,21:45,12748
07.03.2020,22:00,12870
07.03.2020,22:15,12719
07.03.2020,22:30,12550
07.03.2020,22:45,12393
07.03.2020,23:00,12343
07.03.2020,23:15,12219
07.03.2020,23:30,12032
07.03.2020,23:45,11976
08.03.2020,00:00,11696
08.03.2020,00:15,11499
08.03.2020,00:30,11348
08.03.2020,00:45,11269
08.03.2020,01:00,11117
08.03.2020,01:15,11036
08.03.2020,01:30,10964
08.03.2020,01:45,11000
08.03.2020,02:00,10908
08.03.2020,02:15,10757
08.03.2020,02:30,10759
08.03.2020,02:45,10722
08.03.2020,03:00,10741
08.03.2020,03:15,10672
08.03.2020,03:30,10720
08.03.2020,03:45,10728
08.03.2020,04:00,10820
08.03.2020,04:15,10811
08.03.2020,04:30,10862
08.03.2020,04:45,10829
08.03.2020,05:00,10852
08.03.2020,05:15,10759
08.03.2020,05:30,10782
08.03.2020,05:45,10746
08.03.2020,06:00,10669
08.03.2020,06:15,10714
08.03.2020,06:30,10766
08.03.2020,06:45,10692
08.03.2020,07:00,10831
08.03.2020,07:15,10936
08.03.2020,07:30,11091
08.03.2020,07:45,11268
08.03.2020,08:00,11493
08.03.2020,08:15,11787
08.03.2020,08:30,12102
08.03.2020,08:45,12363
08.03.2020,09:00,12504
08.03.2020,09:15,12727
08.03.2020,09:30,12861
08.03.2020,09:45,12923
08.03.2020,10:00,13150
08.03.2020,10:15,13237
08.03.2020,10:30,13345
08.03.2020,10:45,13366
08.03.2020,11:00,13437
08.03.2020,11:15,13583
08.03.2020,11:30,13754
08.03.2020,11:45,13713
08.03.2020,12:00,13643
08.03.2020,12:15,13441
08.03.2020,12:30,13308
08.03.2020,12:45,13138
08.03.2020,13:00,12967
08.03.2020,13:15,12976
08.03.2020,13:30,12731
08.03.2020,13:45,12722
08.03.2020,14:00,12654
08.03.2020,14:15,12607
08.03.2020,14:30,12655
08.03.2020,14:45,12639
08.03.2020,15:00,12667
08.03.2020,15:15,12708
08.03.2020,15:30,12695
08.03.2020,15:45,12627
08.03.2020,16:00,12675
08.03.2020,16:15,12791
08.03.2020,16:30,12768
08.03.2020,16:45,12816
08.03.2020,17:00,13010
08.03.2020,17:15,13028
08.03.2020,17:30,13150
08.03.2020,17:45,13372
08.03.2020,18:00,13801
08.03.2020,18:15,14057
08.03.2020,18:30,14217
08.03.2020,18:45,14224
08.03.2020,19:00,14268
08.03.2020,19:15,14050
08.03.2020,19:30,13975
08.03.2020,19:45,13793
08.03.2020,20:00,13606
08.03.2020,20:15,13314
08.03.2020,20:30,13179
08.03.2020,20:45,13042
08.03.2020,21:00,12935
08.03.2020,21:15,12845
08.03.2020,21:30,12824
08.03.2020,21:45,12773
08.03.2020,22:00,12841
08.03.2020,22:15,12785
08.03.2020,22:30,12554
08.03.2020,22:45,12453
08.03.2020,23:00,12241
08.03.2020,23:15,12028
08.03.2020,23:30,11822
08.03.2020,23:45,11692
09.03.2020,00:00,11545
09.03.2020,00:15,11431
09.03.2020,00:30,11337
09.03.2020,00:45,11207
09.03.2020,01:00,11112
09.03.2020,01:15,11011
09.03.2020,01:30,10899
09.03.2020,01:45,10807
09.03.2020,02:00,10898
09.03.2020,02:15,10863
09.03.2020,02:30,10872
09.03.2020,02:45,10858
09.03.2020,03:00,10979
09.03.2020,03:15,11059
09.03.2020,03:30,11056
09.03.2020,03:45,11145
09.03.2020,04:00,11282
09.03.2020,04:15,11401
09.03.2020,04:30,11600
09.03.2020,04:45,11791
09.03.2020,05:00,12024
09.03.2020,05:15,12309
09.03.2020,05:30,12637
09.03.2020,05:45,13016
09.03.2020,06:00,13984
09.03.2020,06:15,14567
09.03.2020,06:30,15092
09.03.2020,06:45,15374
09.03.2020,07:00,15606
09.03.2020,07:15,15878
09.03.2020,07:30,16111
09.03.2020,07:45,16345
09.03.2020,08:00,16555
09.03.2020,08:15,16687
09.03.2020,08:30,16725
09.03.2020,08:45,16728
09.03.2020,09:00,16624
09.03.2020,09:15,16643
09.03.2020,09:30,16719
09.03.2020,09:45,16781
09.03.2020,10:00,16946
09.03.2020,10:15,16982
09.03.2020,10:30,17145
09.03.2020,10:45,17109
09.03.2020,11:00,17153
09.03.2020,11:15,17140
09.03.2020,11:30,17200
09.03.2020,11:45,17147
09.03.2020,12:00,17070
09.03.2020,12:15,17033
09.03.2020,12:30,17135
09.03.2020,12:45,17105
09.03.2020,13:00,17104
09.03.2020,13:15,17115
09.03.2020,13:30,16979
09.03.2020,13:45,16854
09.03.2020,14:00,16678
09.03.2020,14:15,16643
09.03.2020,14:30,16784
09.03.2020,14:45,16658
09.03.2020,15:00,16655
09.03.2020,15:15,16587
09.03.2020,15:30,16272
09.03.2020,15:45,16244
09.03.2020,16:00,16322
09.03.2020,16:15,16292
09.03.2020,16:30,16017
09.03.2020,16:45,16083
09.03.2020,17:00,16123
09.03.2020,17:15,16109
09.03.2020,17:30,16138
09.03.2020,17:45,16296
09.03.2020,18:00,16375
09.03.2020,18:15,16598
09.03.2020,18:30,16936
09.03.2020,18:45,17143
09.03.2020,19:00,16944
09.03.2020,19:15,16880
09.03.2020,19:30,16712
09.03.2020,19:45,16535
09.03.2020,20:00,16227
09.03.2020,20:15,15892
09.03.2020,20:30,15653
09.03.2020,20:45,15377
09.03.2020,21:00,15408
09.03.2020,21:15,15271
09.03.2020,21:30,15090
09.03.2020,21:45,14894
09.03.2020,22:00,14772
09.03.2020,22:15,14562
09.03.2020,22:30,14292
09.03.2020,22:45,14095
09.03.2020,23:00,13867
09.03.2020,23:15,13613
09.03.2020,23:30,13419
09.03.2020,23:45,13308
10.03.2020,00:00,13101
10.03.2020,00:15,13098
10.03.2020,00:30,12975
10.03.2020,00:45,12872
10.03.2020,01:00,12849
10.03.2020,01:15,12729
10.03.2020,01:30,12667
10.03.2020,01:45,12599
10.03.2020,02:00,12511
10.03.2020,02:15,12581
10.03.2020,02:30,12579
10.03.2020,02:45,12627
10.03.2020,03:00,12745
10.03.2020,03:15,12803
10.03.2020,03:30,12768
10.03.2020,03:45,12842
10.03.2020,04:00,13102
10.03.2020,04:15,13201
10.03.2020,04:30,13314
10.03.2020,04:45,13408
10.03.2020,05:00,13658
10.03.2020,05:15,13878
10.03.2020,05:30,14181
10.03.2020,05:45,14524
10.03.2020,06:00,15166
10.03.2020,06:15,15833
10.03.2020,06:30,16260
10.03.2020,06:45,16549
10.03.2020,07:00,16913
10.03.2020,07:15,17202
10.03.2020,07:30,17392
10.03.2020,07:45,17608
10.03.2020,08:00,17971
10.03.2020,08:15,18150
10.03.2020,08:30,18075
10.03.2020,08:45,18062
10.03.2020,09:00,17909
10.03.2020,09:15,18085
10.03.2020,09:30,18216
10.03.2020,09:45,18246
10.03.2020,10:00,18353
10.03.2020,10:15,18473
10.03.2020,10:30,18549
10.03.2020,10:45,18714
10.03.2020,11:00,18718
10.03.2020,11:15,18761
10.03.2020,11:30,18752
10.03.2020,11:45,18695
10.03.2020,12:00,18570
10.03.2020,12:15,18480
10.03.2020,12:30,18467
10.03.2020,12:45,18436
10.03.2020,13:00,18497
10.03.2020,13:15,18405
10.03.2020,13:30,18244
10.03.2020,13:45,18115
10.03.2020,14:00,18164
10.03.2020,14:15,18149
10.03.2020,14:30,18045
10.03.2020,14:45,17885
10.03.2020,15:00,17984
10.03.2020,15:15,17850
10.03.2020,15:30,17640
10.03.2020,15:45,17543
10.03.2020,16:00,17514
10.03.2020,16:15,17467
10.03.2020,16:30,17384
10.03.2020,16:45,17334
10.03.2020,17:00,17536
10.03.2020,17:15,17675
10.03.2020,17:30,17583
10.03.2020,17:45,17767
10.03.2020,18:00,17740
10.03.2020,18:15,17854
10.03.2020,18:30,17961
10.03.2020,18:45,18034
10.03.2020,19:00,17994
10.03.2020,19:15,17779
10.03.2020,19:30,17702
10.03.2020,19:45,17568
10.03.2020,20:00,17153
10.03.2020,20:15,16960
10.03.2020,20:30,16697
10.03.2020,20:45,16519
10.03.2020,21:00,16321
10.03.2020,21:15,16079
10.03.2020,21:30,15823
10.03.2020,21:45,15588
10.03.2020,22:00,15557
10.03.2020,22:15,15056
10.03.2020,22:30,14859
10.03.2020,22:45,14796
10.03.2020,23:00,14380
10.03.2020,23:15,14046
10.03.2020,23:30,13858
10.03.2020,23:45,13702
11.03.2020,00:00,13446
11.03.2020,00:15,13206
11.03.2020,00:30,12996
11.03.2020,00:45,12898
11.03.2020,01:00,12562
11.03.2020,01:15,12674
11.03.2020,01:30,12540
11.03.2020,01:45,12428
11.03.2020,02:00,12404
11.03.2020,02:15,12326
11.03.2020,02:30,12303
11.03.2020,02:45,12349
11.03.2020,03:00,12429
11.03.2020,03:15,12545
11.03.2020,03:30,12473
11.03.2020,03:45,12492
11.03.2020,04:00,12681
11.03.2020,04:15,12888
11.03.2020,04:30,13079
11.03.2020,04:45,13334
11.03.2020,05:00,13782
11.03.2020,05:15,13789
11.03.2020,05:30,13838
11.03.2020,05:45,14206
11.03.2020,06:00,14837
11.03.2020,06:15,15417
11.03.2020,06:30,15752
11.03.2020,06:45,16098
11.03.2020,07:00,16400
11.03.2020,07:15,16532
11.03.2020,07:30,16681
11.03.2020,07:45,16769
11.03.2020,08:00,16991
11.03.2020,08:15,17099
11.03.2020,08:30,17115
11.03.2020,08:45,17183
11.03.2020,09:00,17218
11.03.2020,09:15,17324
11.03.2020,09:30,17324
11.03.2020,09:45,17432
11.03.2020,10:00,17523
11.03.2020,10:15,17557
11.03.2020,10:30,17752
11.03.2020,10:45,17729
11.03.2020,11:00,17712
11.03.2020,11:15,17787
11.03.2020,11:30,17887
11.03.2020,11:45,17966
11.03.2020,12:00,17850
11.03.2020,12:15,17680
11.03.2020,12:30,17719
11.03.2020,12:45,17799
11.03.2020,13:00,17860
11.03.2020,13:15,17740
11.03.2020,13:30,17572
11.03.2020,13:45,17477
11.03.2020,14:00,17357
11.03.2020,14:15,17383
11.03.2020,14:30,17335
11.03.2020,14:45,17102
11.03.2020,15:00,17080
11.03.2020,15:15,16958
11.03.2020,15:30,16842
11.03.2020,15:45,16781
11.03.2020,16:00,16686
11.03.2020,16:15,16550
11.03.2020,16:30,16467
11.03.2020,16:45,16417
11.03.2020,17:00,16373
11.03.2020,17:15,16376
11.03.2020,17:30,16437
11.03.2020,17:45,16514
11.03.2020,18:00,16715
11.03.2020,18:15,16813
11.03.2020,18:30,17084
11.03.2020,18:45,17323
11.03.2020,19:00,17305
11.03.2020,19:15,17110
11.03.2020,19:30,16995
11.03.2020,19:45,16828
11.03.2020,20:00,16610
11.03.2020,20:15,16390
11.03.2020,20:30,16182
11.03.2020,20:45,16035
11.03.2020,21:00,15926
11.03.2020,21:15,15675
11.03.2020,21:30,15432
11.03.2020,21:45,15104
11.03.2020,22:00,15084
11.03.2020,22:15,14823
11.03.2020,22:30,14624
11.03.2020,22:45,14322
11.03.2020,23:00,14041
11.03.2020,23:15,13957
11.03.2020,23:30,13680
11.03.2020,23:45,13508
12.03.2020,00:00,13209
12.03.2020,00:15,12963
12.03.2020,00:30,12837
12.03.2020,00:45,12728
12.03.2020,01:00,12445
12.03.2020,01:15,12371
12.03.2020,01:30,12314
12.03.2020,01:45,12371
12.03.2020,02:00,12504
12.03.2020,02:15,12341
12.03.2020,02:30,12396
12.03.2020,02:45,12399
12.03.2020,03:00,12258
12.03.2020,03:15,12210
12.03.2020,03:30,12361
12.03.2020,03:45,12418
12.03.2020,04:00,12434
12.03.2020,04:15,12434
12.03.2020,04:30,12676
12.03.2020,04:45,12922
12.03.2020,05:00,13231
12.03.2020,05:15,13545
12.03.2020,05:30,13827
12.03.2020,05:45,14211
12.03.2020,06:00,14849
12.03.2020,06:15,15564
12.03.2020,06:30,15919
12.03.2020,06:45,16204
12.03.2020,07:00,16659
12.03.2020,07:15,17003
12.03.2020,07:30,17111
12.03.2020,07:45,17204
12.03.2020,08:00,17405
12.03.2020,08:15,17548
12.03.2020,08:30,17733
12.03.2020,08:45,17794
12.03.2020,09:00,17635
12.03.2020,09:15,17620
12.03.2020,09:30,17696
12.03.2020,09:45,17834
12.03.2020,10:00,17997
12.03.2020,10:15,18012
12.03.2020,10:30,18222
12.03.2020,10:45,18398
12.03.2020,11:00,18451
12.03.2020,11:15,18571
12.03.2020,11:30,18671
12.03.2020,11:45,18543
12.03.2020,12:00,18210
12.03.2020,12:15,18049
12.03.2020,12:30,17768
12.03.2020,12:45,17724
12.03.2020,13:00,17796
12.03.2020,13:15,17846
12.03.2020,13:30,17681
12.03.2020,13:45,17620
12.03.2020,14:00,17509
12.03.2020,14:15,17520
12.03.2020,14:30,17438
12.03.2020,14:45,17518
12.03.2020,15:00,17660
12.03.2020,15:15,17360
12.03.2020,15:30,17208
12.03.2020,15:45,17002
12.03.2020,16:00,16971
12.03.2020,16:15,16728
12.03.2020,16:30,16786
12.03.2020,16:45,16792
12.03.2020,17:00,16829
12.03.2020,17:15,16718
12.03.2020,17:30,16877
12.03.2020,17:45,16929
12.03.2020,18:00,16949
12.03.2020,18:15,17126
12.03.2020,18:30,17406
12.03.2020,18:45,17531
12.03.2020,19:00,17452
12.03.2020,19:15,17296
12.03.2020,19:30,17131
12.03.2020,19:45,17131
12.03.2020,20:00,16739
12.03.2020,20:15,16378
12.03.2020,20:30,16226
12.03.2020,20:45,15922
12.03.2020,21:00,15779
12.03.2020,21:15,15557
12.03.2020,21:30,15219
12.03.2020,21:45,15052
12.03.2020,22:00,15209
12.03.2020,22:15,14985
12.03.2020,22:30,14709
12.03.2020,22:45,14531
12.03.2020,23:00,14230
12.03.2020,23:15,13986
12.03.2020,23:30,13679
12.03.2020,23:45,13591
13.03.2020,00:00,13282
13.03.2020,00:15,13249
13.03.2020,00:30,13076
13.03.2020,00:45,12956
13.03.2020,01:00,12886
13.03.2020,01:15,12745
13.03.2020,01:30,12587
13.03.2020,01:45,12588
13.03.2020,02:00,12571
13.03.2020,02:15,12561
13.03.2020,02:30,12495
13.03.2020,02:45,12642
13.03.2020,03:00,12689
13.03.2020,03:15,12749
13.03.2020,03:30,12791
13.03.2020,03:45,12744
13.03.2020,04:00,12954
13.03.2020,04:15,12986
13.03.2020,04:30,13215
13.03.2020,04:45,13409
13.03.2020,05:00,13688
13.03.2020,05:15,13919
13.03.2020,05:30,14119
13.03.2020,05:45,14471
13.03.2020,06:00,15087
13.03.2020,06:15,15599
13.03.2020,06:30,15892
13.03.2020,06:45,16167
13.03.2020,07:00,16521
13.03.2020,07:15,16841
13.03.2020,07:30,17114
13.03.2020,07:45,17222
13.03.2020,08:00,17337
13.03.2020,08:15,17562
13.03.2020,08:30,17748
13.03.2020,08:45,17794
13.03.2020,09:00,17686
13.03.2020,09:15,17848
13.03.2020,09:30,18115
13.03.2020,09:45,18205
13.03.2020,10:00,18167
13.03.2020,10:15,18190
13.03.2020,10:30,18235
13.03.2020,10:45,18302
13.03.2020,11:00,18296
13.03.2020,11:15,18416
13.03.2020,11:30,18452
13.03.2020,11:45,18391
13.03.2020,12:00,18096
13.03.2020,12:15,18004
13.03.2020,12:30,17963
13.03.2020,12:45,17908
13.03.2020,13:00,17786
13.03.2020,13:15,17774
13.03.2020,13:30,17672
13.03.2020,13:45,17544
13.03.2020,14:00,17328
13.03.2020,14:15,17056
13.03.2020,14:30,16822
13.03.2020,14:45,16741
13.03.2020,15:00,16827
13.03.2020,15:15,16800
13.03.2020,15:30,16654
13.03.2020,15:45,16599
13.03.2020,16:00,16657
13.03.2020,16:15,16534
13.03.2020,16:30,16449
13.03.2020,16:45,16453
13.03.2020,17:00,16659
13.03.2020,17:15,16544
13.03.2020,17:30,16530
13.03.2020,17:45,16491
13.03.2020,18:00,16571
13.03.2020,18:15,16704
13.03.2020,18:30,16873
13.03.2020,18:45,17070
13.03.2020,19:00,17081
13.03.2020,19:15,16811
13.03.2020,19:30,16569
13.03.2020,19:45,16409
13.03.2020,20:00,16095
13.03.2020,20:15,15698
13.03.2020,20:30,15409
13.03.2020,20:45,15097
13.03.2020,21:00,14844
13.03.2020,21:15,14642
13.03.2020,21:30,14382
13.03.2020,21:45,14215
13.03.2020,22:00,14170
13.03.2020,22:15,13976
13.03.2020,22:30,13695
13.03.2020,22:45,13544
13.03.2020,23:00,13303
13.03.2020,23:15,13011
13.03.2020,23:30,12725
13.03.2020,23:45,12576
14.03.2020,00:00,12379
14.03.2020,00:15,12225
14.03.2020,00:30,11957
14.03.2020,00:45,11902
14.03.2020,01:00,11879
14.03.2020,01:15,11882
14.03.2020,01:30,11663
14.03.2020,01:45,11640
14.03.2020,02:00,11501
14.03.2020,02:15,11454
14.03.2020,02:30,11448
14.03.2020,02:45,11475
14.03.2020,03:00,11476
14.03.2020,03:15,11454
14.03.2020,03:30,11425
14.03.2020,03:45,11400
14.03.2020,04:00,11477
14.03.2020,04:15,11474
14.03.2020,04:30,11497
14.03.2020,04:45,11472
14.03.2020,05:00,11571
14.03.2020,05:15,11570
14.03.2020,05:30,11509
14.03.2020,05:45,11462
14.03.2020,06:00,11497
14.03.2020,06:15,11506
14.03.2020,06:30,11552
14.03.2020,06:45,11619
14.03.2020,07:00,11846
14.03.2020,07:15,11971
14.03.2020,07:30,12162
14.03.2020,07:45,12389
14.03.2020,08:00,12683
14.03.2020,08:15,12830
14.03.2020,08:30,13026
14.03.2020,08:45,13208
14.03.2020,09:00,13278
14.03.2020,09:15,13423
14.03.2020,09:30,13544
14.03.2020,09:45,13604
14.03.2020,10:00,13640
14.03.2020,10:15,13779
14.03.2020,10:30,13841
14.03.2020,10:45,13985
14.03.2020,11:00,14161
14.03.2020,11:15,14372
14.03.2020,11:30,14448
14.03.2020,11:45,14480
14.03.2020,12:00,14342
14.03.2020,12:15,14371
14.03.2020,12:30,14188
14.03.2020,12:45,14134
14.03.2020,13:00,14018
14.03.2020,13:15,13828
14.03.2020,13:30,13777
14.03.2020,13:45,13612
14.03.2020,14:00,13590
14.03.2020,14:15,13464
14.03.2020,14:30,13379
14.03.2020,14:45,13291
14.03.2020,15:00,13320
14.03.2020,15:15,13198
14.03.2020,15:30,13170
14.03.2020,15:45,13287
14.03.2020,16:00,13366
14.03.2020,16:15,13328
14.03.2020,16:30,13412
14.03.2020,16:45,13509
14.03.2020,17:00,13759
14.03.2020,17:15,13870
14.03.2020,17:30,13903
14.03.2020,17:45,14022
14.03.2020,18:00,14109
14.03.2020,18:15,14253
14.03.2020,18:30,14540
14.03.2020,18:45,14754
14.03.2020,19:00,14839
14.03.2020,19:15,14649
14.03.2020,19:30,14552
14.03.2020,19:45,14449
14.03.2020,20:00,14151
14.03.2020,20:15,13894
14.03.2020,20:30,13693
14.03.2020,20:45,13555
14.03.2020,21:00,13406
14.03.2020,21:15,13225
14.03.2020,21:30,13181
14.03.2020,21:45,13105
14.03.2020,22:00,13191
14.03.2020,22:15,13038
14.03.2020,22:30,12828
14.03.2020,22:45,12738
14.03.2020,23:00,12564
14.03.2020,23:15,12399
14.03.2020,23:30,12167
14.03.2020,23:45,11948
15.03.2020,00:00,11552
15.03.2020,00:15,11505
15.03.2020,00:30,11359
15.03.2020,00:45,11314
15.03.2020,01:00,11211
15.03.2020,01:15,11081
15.03.2020,01:30,10930
15.03.2020,01:45,10917
15.03.2020,02:00,10815
15.03.2020,02:15,10802
15.03.2020,02:30,10773
15.03.2020,02:45,10820
15.03.2020,03:00,10879
15.03.2020,03:15,10895
15.03.2020,03:30,10867
15.03.2020,03:45,10855
15.03.2020,04:00,10743
15.03.2020,04:15,10750
15.03.2020,04:30,10764
15.03.2020,04:45,10797
15.03.2020,05:00,10710
15.03.2020,05:15,10723
15.03.2020,05:30,10689
15.03.2020,05:45,10679
15.03.2020,06:00,10460
15.03.2020,06:15,10460
15.03.2020,06:30,10428
15.03.2020,06:45,10446
15.03.2020,07:00,10587
15.03.2020,07:15,10731
15.03.2020,07:30,10849
15.03.2020,07:45,11113
15.03.2020,08:00,11479
15.03.2020,08:15,11641
15.03.2020,08:30,11781
15.03.2020,08:45,12029
15.03.2020,09:00,12482
15.03.2020,09:15,12617
15.03.2020,09:30,12802
15.03.2020,09:45,12748
15.03.2020,10:00,12933
15.03.2020,10:15,13171
15.03.2020,10:30,13408
15.03.2020,10:45,13353
15.03.2020,11:00,13430
15.03.2020,11:15,13750
15.03.2020,11:30,13815
15.03.2020,11:45,13805
15.03.2020,12:00,13892
15.03.2020,12:15,13705
15.03.2020,12:30,13503
15.03.2020,12:45,13361
15.03.2020,13:00,13293
15.03.2020,13:15,13257
15.03.2020,13:30,12904
15.03.2020,13:45,12631
15.03.2020,14:00,12496
15.03.2020,14:15,12237
15.03.2020,14:30,12271
15.03.2020,14:45,12186
15.03.2020,15:00,11971
15.03.2020,15:15,11744
15.03.2020,15:30,11868
15.03.2020,15:45,11828
15.03.2020,16:00,11956
15.03.2020,16:15,11915
15.03.2020,16:30,11965
15.03.2020,16:45,12216
15.03.2020,17:00,12613
15.03.2020,17:15,12731
15.03.2020,17:30,13006
15.03.2020,17:45,13275
15.03.2020,18:00,13693
15.03.2020,18:15,13948
15.03.2020,18:30,14229
15.03.2020,18:45,14443
15.03.2020,19:00,14442
15.03.2020,19:15,14334
15.03.2020,19:30,14272
15.03.2020,19:45,14126
15.03.2020,20:00,13905
15.03.2020,20:15,13700
15.03.2020,20:30,13499
15.03.2020,20:45,13285
15.03.2020,21:00,13188
15.03.2020,21:15,13085
15.03.2020,21:30,13022
15.03.2020,21:45,13000
15.03.2020,22:00,13227
15.03.2020,22:15,13147
15.03.2020,22:30,12913
15.03.2020,22:45,12787
15.03.2020,23:00,12652
15.03.2020,23:15,12456
15.03.2020,23:30,12251
15.03.2020,23:45,12144
16.03.2020,00:00,11761
16.03.2020,00:15,11674
16.03.2020,00:30,11562
16.03.2020,00:45,11414
16.03.2020,01:00,11234
16.03.2020,01:15,11166
16.03.2020,01:30,11143
16.03.2020,01:45,11141
16.03.2020,02:00,11025
16.03.2020,02:15,11040
16.03.2020,02:30,11103
16.03.2020,02:45,11167
16.03.2020,03:00,11250
16.03.2020,03:15,11327
16.03.2020,03:30,11358
16.03.2020,03:45,11342
16.03.2020,04:00,11509
16.03.2020,04:15,11577
16.03.2020,04:30,11760
16.03.2020,04:45,12032
16.03.2020,05:00,12392
16.03.2020,05:15,12543
16.03.2020,05:30,12835
16.03.2020,05:45,13269
16.03.2020,06:00,13977
16.03.2020,06:15,14435
16.03.2020,06:30,14747
16.03.2020,06:45,15041
16.03.2020,07:00,15386
16.03.2020,07:15,15524
16.03.2020,07:30,15795
16.03.2020,07:45,16038
16.03.2020,08:00,16140
16.03.2020,08:15,16202
16.03.2020,08:30,16340
16.03.2020,08:45,16388
16.03.2020,09:00,16262
16.03.2020,09:15,16460
16.03.2020,09:30,16632
16.03.2020,09:45,16724
16.03.2020,10:00,16570
16.03.2020,10:15,16518
16.03.2020,10:30,16672
16.03.2020,10:45,16813
16.03.2020,11:00,16917
16.03.2020,11:15,16948
16.03.2020,11:30,16956
16.03.2020,11:45,16992
16.03.2020,12:00,16787
16.03.2020,12:15,16800
16.03.2020,12:30,16716
16.03.2020,12:45,16540
16.03.2020,13:00,16432
16.03.2020,13:15,16293
16.03.2020,13:30,16096
16.03.2020,13:45,15988
16.03.2020,14:00,16018
16.03.2020,14:15,15945
16.03.2020,14:30,15854
16.03.2020,14:45,15738
16.03.2020,15:00,15860
16.03.2020,15:15,15736
16.03.2020,15:30,15558
16.03.2020,15:45,15527
16.03.2020,16:00,15565
16.03.2020,16:15,15469
16.03.2020,16:30,15304
16.03.2020,16:45,15282
16.03.2020,17:00,15379
16.03.2020,17:15,15404
16.03.2020,17:30,15431
16.03.2020,17:45,15559
16.03.2020,18:00,15790
16.03.2020,18:15,15973
16.03.2020,18:30,16222
16.03.2020,18:45,16537
16.03.2020,19:00,16719
16.03.2020,19:15,16678
16.03.2020,19:30,16454
16.03.2020,19:45,16327
16.03.2020,20:00,15949
16.03.2020,20:15,15663
16.03.2020,20:30,15360
16.03.2020,20:45,15219
16.03.2020,21:00,15007
16.03.2020,21:15,14852
16.03.2020,21:30,14585
16.03.2020,21:45,14346
16.03.2020,22:00,14233
16.03.2020,22:15,14034
16.03.2020,22:30,13783
16.03.2020,22:45,13539
16.03.2020,23:00,13305
16.03.2020,23:15,13085
16.03.2020,23:30,12820
16.03.2020,23:45,12667
17.03.2020,00:00,12365
17.03.2020,00:15,12246
17.03.2020,00:30,12082
17.03.2020,00:45,11926
17.03.2020,01:00,11776
17.03.2020,01:15,11645
17.03.2020,01:30,11589
17.03.2020,01:45,11470
17.03.2020,02:00,11402
17.03.2020,02:15,11380
17.03.2020,02:30,11390
17.03.2020,02:45,11431
17.03.2020,03:00,11466
17.03.2020,03:15,11518
17.03.2020,03:30,11574
17.03.2020,03:45,11671
17.03.2020,04:00,11778
17.03.2020,04:15,11932
17.03.2020,04:30,12147
17.03.2020,04:45,12249
17.03.2020,05:00,12520
17.03.2020,05:15,12751
17.03.2020,05:30,13020
17.03.2020,05:45,13366
17.03.2020,06:00,14023
17.03.2020,06:15,14408
17.03.2020,06:30,14657
17.03.2020,06:45,14867
17.03.2020,07:00,15333
17.03.2020,07:15,15587
17.03.2020,07:30,15824
17.03.2020,07:45,16154
17.03.2020,08:00,16368
17.03.2020,08:15,16467
17.03.2020,08:30,16554
17.03.2020,08:45,16686
17.03.2020,09:00,16579
17.03.2020,09:15,16668
17.03.2020,09:30,16803
17.03.2020,09:45,16993
17.03.2020,10:00,16907
17.03.2020,10:15,16860
17.03.2020,10:30,16967
17.03.2020,10:45,16931
17.03.2020,11:00,17141
17.03.2020,11:15,17176
17.03.2020,11:30,17261
17.03.2020,11:45,17308
17.03.2020,12:00,17010
17.03.2020,12:15,17063
17.03.2020,12:30,17123
17.03.2020,12:45,17076
17.03.2020,13:00,17154
17.03.2020,13:15,17037
