Datum;Uhrzeit;Generation_DE Maschine 9[MW];Generation_DE Maschine 8[MW];Generation_DE Maschine 2[MW];Generation_DE Maschine 3[MW];Generation_DE Maschine 4[MW];Generation_DE Maschine 7[MW];Generation_DE Maschine 1[MW];Generation_DE Maschine 5[MW];Generation_DE Maschine 6[MW];Generation_DE Maschine 10[MW];Generation_DE Maschine 11[MW]
Keine Daten für gegebene Anfrage
