Datum,Uhrzeit,Generation_DE C2[MW],Generation_DE B2[MW],Generation_DE D[MW],Generation_DE C1[MW],Generation_DE B1[MW]
26.01.2020,19:00,0,0,840,0,0
26.01.2020,20:00,0,0,841,0,0
26.01.2020,21:00,0,0,839,0,0
26.01.2020,22:00,0,0,836,0,0
26.01.2020,23:00,0,0,836,0,0
27.01.2020,00:00,0,0,826,0,0
27.01.2020,01:00,0,0,831,0,0
27.01.2020,02:00,0,0,835,0,0
27.01.2020,03:00,0,0,707,0,0
27.01.2020,04:00,0,0,789,0,0
27.01.2020,05:00,0,0,834,0,0
27.01.2020,06:00,0,0,831,0,0
27.01.2020,07:00,0,104,833,0,0
27.01.2020,08:00,0,129,828,0,0
27.01.2020,09:00,0,132,810,0,0
27.01.2020,10:00,0,133,826,0,0
27.01.2020,11:00,0,133,825,0,0
27.01.2020,12:00,0,133,783,0,0
27.01.2020,13:00,0,150,827,0,0
27.01.2020,14:00,54,283,832,0,0
27.01.2020,15:00,59,285,829,0,0
27.01.2020,16:00,54,300,816,0,0
27.01.2020,17:00,137,482,822,0,0
27.01.2020,18:00,219,482,827,0,0
27.01.2020,19:00,171,299,817,0,0
27.01.2020,20:00,0,229,827,0,0
27.01.2020,21:00,0,36,773,0,0
27.01.2020,22:00,0,0,798,0,0
27.01.2020,23:00,0,0,627,0,0
28.01.2020,00:00,0,0,0,0,0
