Datum,Uhrzeit,Generation_DE Heizkraftwerk Dresden0Nossener Brücke 
(3 GT + 1 DT, Sammelschiene)[MW]
13.02.2020,13:00,247
13.02.2020,14:00,246
13.02.2020,15:00,246
13.02.2020,16:00,246
13.02.2020,17:00,246
13.02.2020,18:00,247
13.02.2020,19:00,246
13.02.2020,20:00,246
13.02.2020,21:00,246
13.02.2020,22:00,246
13.02.2020,23:00,247
14.02.2020,00:00,246
14.02.2020,01:00,247
14.02.2020,02:00,245
14.02.2020,03:00,246
14.02.2020,04:00,246
14.02.2020,05:00,247
14.02.2020,06:00,247
14.02.2020,07:00,247
14.02.2020,08:00,247
14.02.2020,09:00,247
14.02.2020,10:00,247
14.02.2020,11:00,247
14.02.2020,12:00,246
14.02.2020,13:00,247
14.02.2020,14:00,246
14.02.2020,15:00,247
14.02.2020,16:00,247
14.02.2020,17:00,248
14.02.2020,18:00,248
14.02.2020,19:00,249
14.02.2020,20:00,249
14.02.2020,21:00,249
14.02.2020,22:00,249
14.02.2020,23:00,249
15.02.2020,00:00,246
15.02.2020,01:00,246
15.02.2020,02:00,246
15.02.2020,03:00,246
15.02.2020,04:00,246
15.02.2020,05:00,247
15.02.2020,06:00,247
15.02.2020,07:00,247
15.02.2020,08:00,248
15.02.2020,09:00,252
15.02.2020,10:00,248
15.02.2020,11:00,139
15.02.2020,12:00,137
15.02.2020,13:00,138
15.02.2020,14:00,140
15.02.2020,15:00,140
15.02.2020,16:00,169
15.02.2020,17:00,238
15.02.2020,18:00,248
15.02.2020,19:00,248
15.02.2020,20:00,159
15.02.2020,21:00,141
15.02.2020,22:00,141
15.02.2020,23:00,141
16.02.2020,00:00,122
16.02.2020,01:00,110
16.02.2020,02:00,110
16.02.2020,03:00,110
16.02.2020,04:00,110
16.02.2020,05:00,110
16.02.2020,06:00,110
16.02.2020,07:00,110
16.02.2020,08:00,110
16.02.2020,09:00,110
16.02.2020,10:00,110
16.02.2020,11:00,110
16.02.2020,12:00,114
16.02.2020,13:00,111
16.02.2020,14:00,111
16.02.2020,15:00,111
16.02.2020,16:00,112
16.02.2020,17:00,131
16.02.2020,18:00,151
16.02.2020,19:00,122
16.02.2020,20:00,131
16.02.2020,21:00,112
16.02.2020,22:00,111
16.02.2020,23:00,124
17.02.2020,00:00,111
17.02.2020,01:00,111
17.02.2020,02:00,111
17.02.2020,03:00,111
17.02.2020,04:00,119
17.02.2020,05:00,130
17.02.2020,06:00,190
17.02.2020,07:00,223
17.02.2020,08:00,223
17.02.2020,09:00,236
17.02.2020,10:00,234
17.02.2020,11:00,235
17.02.2020,12:00,235
17.02.2020,13:00,235
17.02.2020,14:00,235
17.02.2020,15:00,234
17.02.2020,16:00,233
17.02.2020,17:00,233
17.02.2020,18:00,232
17.02.2020,19:00,232
17.02.2020,20:00,232
17.02.2020,21:00,225
17.02.2020,22:00,224
17.02.2020,23:00,182
18.02.2020,00:00,225
18.02.2020,01:00,167
18.02.2020,02:00,143
18.02.2020,03:00,143
18.02.2020,04:00,145
18.02.2020,05:00,202
18.02.2020,06:00,233
18.02.2020,07:00,236
18.02.2020,08:00,236
18.02.2020,09:00,234
18.02.2020,10:00,235
18.02.2020,11:00,235
18.02.2020,12:00,235
18.02.2020,13:00,234
18.02.2020,14:00,233
18.02.2020,15:00,234
18.02.2020,16:00,232
18.02.2020,17:00,235
18.02.2020,18:00,235
18.02.2020,19:00,236
18.02.2020,20:00,236
18.02.2020,21:00,236
18.02.2020,22:00,232
18.02.2020,23:00,232
19.02.2020,00:00,229
19.02.2020,01:00,232
19.02.2020,02:00,232
19.02.2020,03:00,232
19.02.2020,04:00,232
19.02.2020,05:00,232
19.02.2020,06:00,235
19.02.2020,07:00,245
19.02.2020,08:00,245
19.02.2020,09:00,245
19.02.2020,10:00,246
19.02.2020,11:00,246
19.02.2020,12:00,247
19.02.2020,13:00,247
19.02.2020,14:00,247
19.02.2020,15:00,247
19.02.2020,16:00,248
19.02.2020,17:00,247
19.02.2020,18:00,248
19.02.2020,19:00,249
19.02.2020,20:00,248
19.02.2020,21:00,249
19.02.2020,22:00,248
19.02.2020,23:00,247
20.02.2020,00:00,247
20.02.2020,01:00,247
20.02.2020,02:00,247
20.02.2020,03:00,248
20.02.2020,04:00,250
20.02.2020,05:00,250
20.02.2020,06:00,250
20.02.2020,07:00,250
20.02.2020,08:00,249
20.02.2020,09:00,248
20.02.2020,10:00,247
20.02.2020,11:00,246
20.02.2020,12:00,246
20.02.2020,13:00,246
20.02.2020,14:00,247
20.02.2020,15:00,246
20.02.2020,16:00,246
20.02.2020,17:00,246
20.02.2020,18:00,246
20.02.2020,19:00,247
20.02.2020,20:00,247
20.02.2020,21:00,247
20.02.2020,22:00,246
20.02.2020,23:00,232
21.02.2020,00:00,201
21.02.2020,01:00,144
21.02.2020,02:00,143
21.02.2020,03:00,144
21.02.2020,04:00,167
21.02.2020,05:00,239
21.02.2020,06:00,244
21.02.2020,07:00,245
21.02.2020,08:00,249
21.02.2020,09:00,237
21.02.2020,10:00,245
21.02.2020,11:00,247
21.02.2020,12:00,247
21.02.2020,13:00,247
21.02.2020,14:00,244
21.02.2020,15:00,243
21.02.2020,16:00,248
21.02.2020,17:00,248
21.02.2020,18:00,250
21.02.2020,19:00,250
21.02.2020,20:00,250
21.02.2020,21:00,246
21.02.2020,22:00,245
21.02.2020,23:00,235
22.02.2020,00:00,168
22.02.2020,01:00,129
22.02.2020,02:00,122
22.02.2020,03:00,122
22.02.2020,04:00,122
22.02.2020,05:00,121
22.02.2020,06:00,121
22.02.2020,07:00,120
22.02.2020,08:00,120
22.02.2020,09:00,120
22.02.2020,10:00,121
22.02.2020,11:00,120
22.02.2020,12:00,121
22.02.2020,13:00,121
22.02.2020,14:00,121
22.02.2020,15:00,121
22.02.2020,16:00,132
22.02.2020,17:00,127
22.02.2020,18:00,121
22.02.2020,19:00,128
22.02.2020,20:00,128
22.02.2020,21:00,121
22.02.2020,22:00,120
22.02.2020,23:00,119
23.02.2020,00:00,121
23.02.2020,01:00,121
23.02.2020,02:00,121
23.02.2020,03:00,121
23.02.2020,04:00,121
23.02.2020,05:00,121
23.02.2020,06:00,125
23.02.2020,07:00,128
23.02.2020,08:00,128
23.02.2020,09:00,219
23.02.2020,10:00,224
23.02.2020,11:00,224
23.02.2020,12:00,224
23.02.2020,13:00,199
23.02.2020,14:00,135
23.02.2020,15:00,121
23.02.2020,16:00,121
23.02.2020,17:00,121
23.02.2020,18:00,120
23.02.2020,19:00,120
23.02.2020,20:00,120
23.02.2020,21:00,121
23.02.2020,22:00,121
23.02.2020,23:00,121
24.02.2020,00:00,140
24.02.2020,01:00,139
24.02.2020,02:00,143
24.02.2020,03:00,143
24.02.2020,04:00,199
24.02.2020,05:00,224
24.02.2020,06:00,230
24.02.2020,07:00,239
24.02.2020,08:00,241
24.02.2020,09:00,242
24.02.2020,10:00,241
24.02.2020,11:00,241
24.02.2020,12:00,241
24.02.2020,13:00,239
24.02.2020,14:00,239
24.02.2020,15:00,231
24.02.2020,16:00,231
24.02.2020,17:00,232
24.02.2020,18:00,232
24.02.2020,19:00,231
24.02.2020,20:00,229
24.02.2020,21:00,229
24.02.2020,22:00,195
24.02.2020,23:00,145
25.02.2020,00:00,143
25.02.2020,01:00,142
25.02.2020,02:00,142
25.02.2020,03:00,142
25.02.2020,04:00,143
25.02.2020,05:00,163
25.02.2020,06:00,227
25.02.2020,07:00,226
25.02.2020,08:00,225
25.02.2020,09:00,223
25.02.2020,10:00,223
25.02.2020,11:00,224
25.02.2020,12:00,223
25.02.2020,13:00,221
25.02.2020,14:00,222
25.02.2020,15:00,222
25.02.2020,16:00,223
25.02.2020,17:00,223
25.02.2020,18:00,224
25.02.2020,19:00,225
25.02.2020,20:00,227
25.02.2020,21:00,227
25.02.2020,22:00,229
25.02.2020,23:00,230
26.02.2020,00:00,229
26.02.2020,01:00,229
26.02.2020,02:00,228
26.02.2020,03:00,230
26.02.2020,04:00,230
26.02.2020,05:00,231
26.02.2020,06:00,243
26.02.2020,07:00,245
26.02.2020,08:00,244
26.02.2020,09:00,245
26.02.2020,10:00,244
26.02.2020,11:00,242
26.02.2020,12:00,242
26.02.2020,13:00,243
26.02.2020,14:00,244
26.02.2020,15:00,244
26.02.2020,16:00,244
26.02.2020,17:00,246
26.02.2020,18:00,246
26.02.2020,19:00,247
26.02.2020,20:00,246
26.02.2020,21:00,247
26.02.2020,22:00,247
26.02.2020,23:00,245
27.02.2020,00:00,235
27.02.2020,01:00,234
27.02.2020,02:00,234
27.02.2020,03:00,234
27.02.2020,04:00,235
27.02.2020,05:00,235
27.02.2020,06:00,242
27.02.2020,07:00,247
27.02.2020,08:00,246
27.02.2020,09:00,246
27.02.2020,10:00,246
27.02.2020,11:00,245
27.02.2020,12:00,245
27.02.2020,13:00,245
27.02.2020,14:00,245
27.02.2020,15:00,244
27.02.2020,16:00,244
27.02.2020,17:00,244
27.02.2020,18:00,245
27.02.2020,19:00,244
27.02.2020,20:00,245
27.02.2020,21:00,246
27.02.2020,22:00,247
27.02.2020,23:00,245
28.02.2020,00:00,247
28.02.2020,01:00,248
28.02.2020,02:00,248
28.02.2020,03:00,249
28.02.2020,04:00,249
28.02.2020,05:00,249
28.02.2020,06:00,249
28.02.2020,07:00,249
28.02.2020,08:00,250
28.02.2020,09:00,249
28.02.2020,10:00,249
28.02.2020,11:00,245
28.02.2020,12:00,244
28.02.2020,13:00,248
28.02.2020,14:00,247
28.02.2020,15:00,247
28.02.2020,16:00,248
28.02.2020,17:00,248
28.02.2020,18:00,243
28.02.2020,19:00,249
28.02.2020,20:00,250
28.02.2020,21:00,251
28.02.2020,22:00,250
28.02.2020,23:00,246
29.02.2020,00:00,104
29.02.2020,01:00,84
29.02.2020,02:00,81
29.02.2020,03:00,84
29.02.2020,04:00,84
29.02.2020,05:00,84
29.02.2020,06:00,98
29.02.2020,07:00,140
29.02.2020,08:00,159
29.02.2020,09:00,139
29.02.2020,10:00,137
29.02.2020,11:00,86
29.02.2020,12:00,86
29.02.2020,13:00,87
29.02.2020,14:00,217
29.02.2020,15:00,219
29.02.2020,16:00,222
29.02.2020,17:00,192
29.02.2020,18:00,227
29.02.2020,19:00,187
29.02.2020,20:00,146
29.02.2020,21:00,100
29.02.2020,22:00,91
29.02.2020,23:00,90
01.03.2020,00:00,77
01.03.2020,01:00,79
01.03.2020,02:00,76
01.03.2020,03:00,76
01.03.2020,04:00,76
01.03.2020,05:00,76
01.03.2020,06:00,76
01.03.2020,07:00,76
01.03.2020,08:00,77
01.03.2020,09:00,106
01.03.2020,10:00,77
01.03.2020,11:00,76
01.03.2020,12:00,76
01.03.2020,13:00,76
01.03.2020,14:00,76
01.03.2020,15:00,79
01.03.2020,16:00,217
01.03.2020,17:00,221
01.03.2020,18:00,230
01.03.2020,19:00,231
01.03.2020,20:00,231
01.03.2020,21:00,232
01.03.2020,22:00,233
01.03.2020,23:00,233
02.03.2020,00:00,228
02.03.2020,01:00,228
02.03.2020,02:00,228
02.03.2020,03:00,228
02.03.2020,04:00,228
02.03.2020,05:00,233
02.03.2020,06:00,242
02.03.2020,07:00,242
02.03.2020,08:00,243
02.03.2020,09:00,243
02.03.2020,10:00,242
02.03.2020,11:00,234
02.03.2020,12:00,232
02.03.2020,13:00,231
02.03.2020,14:00,230
02.03.2020,15:00,230
02.03.2020,16:00,231
02.03.2020,17:00,239
02.03.2020,18:00,241
02.03.2020,19:00,242
02.03.2020,20:00,242
02.03.2020,21:00,242
02.03.2020,22:00,242
02.03.2020,23:00,241
03.03.2020,00:00,231
03.03.2020,01:00,230
03.03.2020,02:00,231
03.03.2020,03:00,231
03.03.2020,04:00,231
03.03.2020,05:00,242
03.03.2020,06:00,242
03.03.2020,07:00,244
03.03.2020,08:00,243
03.03.2020,09:00,243
03.03.2020,10:00,243
03.03.2020,11:00,243
03.03.2020,12:00,243
03.03.2020,13:00,240
03.03.2020,14:00,244
03.03.2020,15:00,245
03.03.2020,16:00,245
03.03.2020,17:00,244
03.03.2020,18:00,245
03.03.2020,19:00,245
03.03.2020,20:00,246
03.03.2020,21:00,246
03.03.2020,22:00,247
03.03.2020,23:00,247
04.03.2020,00:00,240
04.03.2020,01:00,240
04.03.2020,02:00,241
04.03.2020,03:00,241
04.03.2020,04:00,241
04.03.2020,05:00,242
04.03.2020,06:00,247
04.03.2020,07:00,247
04.03.2020,08:00,247
04.03.2020,09:00,246
04.03.2020,10:00,245
04.03.2020,11:00,244
04.03.2020,12:00,236
04.03.2020,13:00,237
04.03.2020,14:00,242
04.03.2020,15:00,241
04.03.2020,16:00,240
04.03.2020,17:00,245
04.03.2020,18:00,246
04.03.2020,19:00,246
04.03.2020,20:00,247
04.03.2020,21:00,248
04.03.2020,22:00,247
04.03.2020,23:00,241
05.03.2020,00:00,238
05.03.2020,01:00,238
05.03.2020,02:00,239
05.03.2020,03:00,240
05.03.2020,04:00,241
05.03.2020,05:00,249
05.03.2020,06:00,251
05.03.2020,07:00,250
05.03.2020,08:00,249
05.03.2020,09:00,247
05.03.2020,10:00,244
05.03.2020,11:00,243
05.03.2020,12:00,235
05.03.2020,13:00,234
05.03.2020,14:00,233
05.03.2020,15:00,233
05.03.2020,16:00,233
05.03.2020,17:00,233
05.03.2020,18:00,234
05.03.2020,19:00,234
05.03.2020,20:00,234
05.03.2020,21:00,222
05.03.2020,22:00,222
05.03.2020,23:00,223
06.03.2020,00:00,223
06.03.2020,01:00,223
06.03.2020,02:00,224
06.03.2020,03:00,223
06.03.2020,04:00,223
06.03.2020,05:00,224
06.03.2020,06:00,229
06.03.2020,07:00,236
06.03.2020,08:00,236
06.03.2020,09:00,243
06.03.2020,10:00,242
06.03.2020,11:00,234
06.03.2020,12:00,225
06.03.2020,13:00,225
06.03.2020,14:00,228
06.03.2020,15:00,230
06.03.2020,16:00,230
06.03.2020,17:00,235
06.03.2020,18:00,238
06.03.2020,19:00,239
06.03.2020,20:00,240
06.03.2020,21:00,233
06.03.2020,22:00,226
06.03.2020,23:00,226
07.03.2020,00:00,226
07.03.2020,01:00,227
07.03.2020,02:00,228
07.03.2020,03:00,227
07.03.2020,04:00,227
07.03.2020,05:00,227
07.03.2020,06:00,227
07.03.2020,07:00,240
07.03.2020,08:00,248
07.03.2020,09:00,248
07.03.2020,10:00,248
07.03.2020,11:00,248
07.03.2020,12:00,248
07.03.2020,13:00,247
07.03.2020,14:00,247
07.03.2020,15:00,247
07.03.2020,16:00,247
07.03.2020,17:00,249
07.03.2020,18:00,249
07.03.2020,19:00,246
07.03.2020,20:00,250
07.03.2020,21:00,245
07.03.2020,22:00,245
07.03.2020,23:00,235
08.03.2020,00:00,234
08.03.2020,01:00,234
08.03.2020,02:00,225
08.03.2020,03:00,200
08.03.2020,04:00,196
08.03.2020,05:00,200
08.03.2020,06:00,198
08.03.2020,07:00,200
08.03.2020,08:00,200
08.03.2020,09:00,200
08.03.2020,10:00,187
08.03.2020,11:00,178
08.03.2020,12:00,142
08.03.2020,13:00,144
08.03.2020,14:00,156
08.03.2020,15:00,168
08.03.2020,16:00,235
08.03.2020,17:00,243
08.03.2020,18:00,246
08.03.2020,19:00,246
08.03.2020,20:00,246
08.03.2020,21:00,246
08.03.2020,22:00,247
08.03.2020,23:00,241
09.03.2020,00:00,228
09.03.2020,01:00,228
09.03.2020,02:00,228
09.03.2020,03:00,228
09.03.2020,04:00,228
09.03.2020,05:00,235
09.03.2020,06:00,242
09.03.2020,07:00,245
09.03.2020,08:00,244
09.03.2020,09:00,244
09.03.2020,10:00,243
09.03.2020,11:00,241
09.03.2020,12:00,232
09.03.2020,13:00,232
09.03.2020,14:00,240
09.03.2020,15:00,240
09.03.2020,16:00,238
09.03.2020,17:00,240
09.03.2020,18:00,243
09.03.2020,19:00,248
09.03.2020,20:00,245
09.03.2020,21:00,235
09.03.2020,22:00,228
09.03.2020,23:00,227
10.03.2020,00:00,227
10.03.2020,01:00,229
10.03.2020,02:00,232
10.03.2020,03:00,231
10.03.2020,04:00,230
10.03.2020,05:00,236
10.03.2020,06:00,246
10.03.2020,07:00,247
10.03.2020,08:00,244
10.03.2020,09:00,244
10.03.2020,10:00,245
10.03.2020,11:00,245
10.03.2020,12:00,243
10.03.2020,13:00,243
10.03.2020,14:00,234
10.03.2020,15:00,242
10.03.2020,16:00,242
10.03.2020,17:00,243
10.03.2020,18:00,244
10.03.2020,19:00,248
10.03.2020,20:00,227
10.03.2020,21:00,221
10.03.2020,22:00,162
10.03.2020,23:00,141
11.03.2020,00:00,141
11.03.2020,01:00,142
11.03.2020,02:00,145
11.03.2020,03:00,145
11.03.2020,04:00,147
11.03.2020,05:00,217
11.03.2020,06:00,240
11.03.2020,07:00,241
11.03.2020,08:00,230
11.03.2020,09:00,224
11.03.2020,10:00,200
11.03.2020,11:00,199
11.03.2020,12:00,199
11.03.2020,13:00,203
11.03.2020,14:00,237
11.03.2020,15:00,237
11.03.2020,16:00,226
11.03.2020,17:00,222
11.03.2020,18:00,222
11.03.2020,19:00,223
11.03.2020,20:00,222
11.03.2020,21:00,222
11.03.2020,22:00,210
11.03.2020,23:00,151
12.03.2020,00:00,101
12.03.2020,01:00,97
12.03.2020,02:00,95
12.03.2020,03:00,93
12.03.2020,04:00,92
12.03.2020,05:00,192
12.03.2020,06:00,196
12.03.2020,07:00,218
12.03.2020,08:00,215
12.03.2020,09:00,201
12.03.2020,10:00,201
12.03.2020,11:00,170
12.03.2020,12:00,177
12.03.2020,13:00,177
12.03.2020,14:00,169
12.03.2020,15:00,196
12.03.2020,16:00,219
12.03.2020,17:00,220
12.03.2020,18:00,224
12.03.2020,19:00,226
12.03.2020,20:00,227
12.03.2020,21:00,226
12.03.2020,22:00,225
12.03.2020,23:00,147
13.03.2020,00:00,147
13.03.2020,01:00,148
13.03.2020,02:00,143
13.03.2020,03:00,143
13.03.2020,04:00,145
13.03.2020,05:00,166
13.03.2020,06:00,217
13.03.2020,07:00,226
13.03.2020,08:00,222
13.03.2020,09:00,222
13.03.2020,10:00,225
13.03.2020,11:00,222
13.03.2020,12:00,212
13.03.2020,13:00,126
13.03.2020,14:00,146
13.03.2020,15:00,153
13.03.2020,16:00,224
13.03.2020,17:00,223
13.03.2020,18:00,223
13.03.2020,19:00,228
13.03.2020,20:00,229
13.03.2020,21:00,229
13.03.2020,22:00,230
13.03.2020,23:00,230
14.03.2020,00:00,230
14.03.2020,01:00,231
14.03.2020,02:00,231
14.03.2020,03:00,232
14.03.2020,04:00,233
14.03.2020,05:00,234
14.03.2020,06:00,239
14.03.2020,07:00,244
14.03.2020,08:00,248
14.03.2020,09:00,249
14.03.2020,10:00,239
14.03.2020,11:00,233
14.03.2020,12:00,232
14.03.2020,13:00,231
14.03.2020,14:00,231
14.03.2020,15:00,231
14.03.2020,16:00,231
14.03.2020,17:00,241
14.03.2020,18:00,248
14.03.2020,19:00,250
14.03.2020,20:00,245
14.03.2020,21:00,239
14.03.2020,22:00,239
14.03.2020,23:00,238
15.03.2020,00:00,205
15.03.2020,01:00,179
15.03.2020,02:00,171
15.03.2020,03:00,171
15.03.2020,04:00,171
15.03.2020,05:00,171
15.03.2020,06:00,170
15.03.2020,07:00,170
15.03.2020,08:00,170
15.03.2020,09:00,113
15.03.2020,10:00,108
15.03.2020,11:00,105
15.03.2020,12:00,100
15.03.2020,13:00,88
15.03.2020,14:00,107
15.03.2020,15:00,108
15.03.2020,16:00,102
15.03.2020,17:00,170
15.03.2020,18:00,239
15.03.2020,19:00,241
15.03.2020,20:00,239
15.03.2020,21:00,236
15.03.2020,22:00,233
15.03.2020,23:00,233
16.03.2020,00:00,231
16.03.2020,01:00,230
16.03.2020,02:00,231
16.03.2020,03:00,231
16.03.2020,04:00,236
16.03.2020,05:00,236
16.03.2020,06:00,234
16.03.2020,07:00,234
16.03.2020,08:00,219
16.03.2020,09:00,228
16.03.2020,10:00,225
16.03.2020,11:00,224
16.03.2020,12:00,219
16.03.2020,13:00,222
16.03.2020,14:00,220
16.03.2020,15:00,215
16.03.2020,16:00,221
16.03.2020,17:00,218
16.03.2020,18:00,226
16.03.2020,19:00,234
16.03.2020,20:00,226
16.03.2020,21:00,232
16.03.2020,22:00,230
16.03.2020,23:00,192
17.03.2020,00:00,192
17.03.2020,01:00,192
17.03.2020,02:00,192
17.03.2020,03:00,192
17.03.2020,04:00,190
17.03.2020,05:00,202
17.03.2020,06:00,231
17.03.2020,07:00,231
17.03.2020,08:00,231
17.03.2020,09:00,230
17.03.2020,10:00,228
17.03.2020,11:00,227
17.03.2020,12:00,224
17.03.2020,13:00,223
17.03.2020,14:00,224
17.03.2020,15:00,225
17.03.2020,16:00,225
17.03.2020,17:00,225
17.03.2020,18:00,226
17.03.2020,19:00,226
17.03.2020,20:00,228
17.03.2020,21:00,230
17.03.2020,22:00,196
17.03.2020,23:00,191
18.03.2020,00:00,191
18.03.2020,01:00,191
18.03.2020,02:00,191
18.03.2020,03:00,191
18.03.2020,04:00,191
18.03.2020,05:00,189
18.03.2020,06:00,207
18.03.2020,07:00,211
18.03.2020,08:00,230
18.03.2020,09:00,231
18.03.2020,10:00,221
18.03.2020,11:00,203
18.03.2020,12:00,214
18.03.2020,13:00,220
18.03.2020,14:00,219
18.03.2020,15:00,217
18.03.2020,16:00,211
18.03.2020,17:00,219
18.03.2020,18:00,221
18.03.2020,19:00,223
18.03.2020,20:00,224
18.03.2020,21:00,225
18.03.2020,22:00,213
18.03.2020,23:00,141
19.03.2020,00:00,140
19.03.2020,01:00,140
19.03.2020,02:00,140
19.03.2020,03:00,140
19.03.2020,04:00,141
19.03.2020,05:00,200
19.03.2020,06:00,213
19.03.2020,07:00,228
19.03.2020,08:00,227
19.03.2020,09:00,212
19.03.2020,10:00,171
19.03.2020,11:00,171
19.03.2020,12:00,171
19.03.2020,13:00,171
19.03.2020,14:00,171
19.03.2020,15:00,171
19.03.2020,16:00,171
19.03.2020,17:00,221
19.03.2020,18:00,222
19.03.2020,19:00,222
19.03.2020,20:00,212
19.03.2020,21:00,201
19.03.2020,22:00,181
19.03.2020,23:00,181
20.03.2020,00:00,151
20.03.2020,01:00,151
20.03.2020,02:00,151
20.03.2020,03:00,151
20.03.2020,04:00,151
20.03.2020,05:00,192
20.03.2020,06:00,226
20.03.2020,07:00,227
20.03.2020,08:00,227
20.03.2020,09:00,227
20.03.2020,10:00,197
20.03.2020,11:00,214
20.03.2020,12:00,212
20.03.2020,13:00,194
20.03.2020,14:00,191
20.03.2020,15:00,191
20.03.2020,16:00,193
20.03.2020,17:00,234
20.03.2020,18:00,238
20.03.2020,19:00,239
20.03.2020,20:00,239
20.03.2020,21:00,239
20.03.2020,22:00,239
20.03.2020,23:00,236
21.03.2020,00:00,211
21.03.2020,01:00,198
21.03.2020,02:00,162
21.03.2020,03:00,162
21.03.2020,04:00,161
21.03.2020,05:00,192
21.03.2020,06:00,208
21.03.2020,07:00,220
21.03.2020,08:00,220
21.03.2020,09:00,140
21.03.2020,10:00,140
21.03.2020,11:00,140
21.03.2020,12:00,169
21.03.2020,13:00,161
21.03.2020,14:00,141
21.03.2020,15:00,189
21.03.2020,16:00,199
21.03.2020,17:00,238
21.03.2020,18:00,253
21.03.2020,19:00,254
21.03.2020,20:00,254
21.03.2020,21:00,254
21.03.2020,22:00,245
21.03.2020,23:00,191
22.03.2020,00:00,150
22.03.2020,01:00,150
22.03.2020,02:00,150
22.03.2020,03:00,150
22.03.2020,04:00,148
22.03.2020,05:00,150
22.03.2020,06:00,140
22.03.2020,07:00,123
22.03.2020,08:00,122
22.03.2020,09:00,119
22.03.2020,10:00,122
22.03.2020,11:00,106
22.03.2020,12:00,104
22.03.2020,13:00,108
22.03.2020,14:00,106
22.03.2020,15:00,109
22.03.2020,16:00,108
22.03.2020,17:00,230
22.03.2020,18:00,256
22.03.2020,19:00,256
22.03.2020,20:00,257
22.03.2020,21:00,256
22.03.2020,22:00,257
22.03.2020,23:00,256
23.03.2020,00:00,219
23.03.2020,01:00,199
23.03.2020,02:00,199
23.03.2020,03:00,208
23.03.2020,04:00,246
23.03.2020,05:00,247
23.03.2020,06:00,249
23.03.2020,07:00,254
23.03.2020,08:00,250
23.03.2020,09:00,237
23.03.2020,10:00,238
23.03.2020,11:00,246
23.03.2020,12:00,255
23.03.2020,13:00,255
23.03.2020,14:00,255
23.03.2020,15:00,247
23.03.2020,16:00,249
23.03.2020,17:00,254
23.03.2020,18:00,255
23.03.2020,19:00,251
23.03.2020,20:00,247
23.03.2020,21:00,256
23.03.2020,22:00,257
23.03.2020,23:00,258
24.03.2020,00:00,246
24.03.2020,01:00,247
24.03.2020,02:00,248
24.03.2020,03:00,248
24.03.2020,04:00,248
24.03.2020,05:00,250
24.03.2020,06:00,253
24.03.2020,07:00,254
24.03.2020,08:00,253
24.03.2020,09:00,249
24.03.2020,10:00,245
24.03.2020,11:00,254
24.03.2020,12:00,252
24.03.2020,13:00,252
24.03.2020,14:00,251
24.03.2020,15:00,251
24.03.2020,16:00,251
24.03.2020,17:00,250
24.03.2020,18:00,252
24.03.2020,19:00,252
24.03.2020,20:00,253
24.03.2020,21:00,251
24.03.2020,22:00,251
24.03.2020,23:00,252
25.03.2020,00:00,256
25.03.2020,01:00,257
25.03.2020,02:00,256
25.03.2020,03:00,251
25.03.2020,04:00,254
25.03.2020,05:00,254
25.03.2020,06:00,252
25.03.2020,07:00,254
25.03.2020,08:00,252
25.03.2020,09:00,243
25.03.2020,10:00,250
25.03.2020,11:00,246
25.03.2020,12:00,244
25.03.2020,13:00,212
25.03.2020,14:00,202
25.03.2020,15:00,240
25.03.2020,16:00,243
25.03.2020,17:00,241
25.03.2020,18:00,247
25.03.2020,19:00,247
25.03.2020,20:00,248
25.03.2020,21:00,249
25.03.2020,22:00,249
25.03.2020,23:00,250
26.03.2020,00:00,243
26.03.2020,01:00,243
26.03.2020,02:00,243
26.03.2020,03:00,244
26.03.2020,04:00,250
26.03.2020,05:00,256
26.03.2020,06:00,255
26.03.2020,07:00,254
26.03.2020,08:00,253
26.03.2020,09:00,251
26.03.2020,10:00,246
26.03.2020,11:00,191
26.03.2020,12:00,213
26.03.2020,13:00,235
26.03.2020,14:00,236
26.03.2020,15:00,236
26.03.2020,16:00,237
26.03.2020,17:00,249
26.03.2020,18:00,249
26.03.2020,19:00,250
26.03.2020,20:00,240
26.03.2020,21:00,240
26.03.2020,22:00,235
26.03.2020,23:00,235
27.03.2020,00:00,236
27.03.2020,01:00,236
27.03.2020,02:00,235
27.03.2020,03:00,235
27.03.2020,04:00,235
27.03.2020,05:00,244
27.03.2020,06:00,244
27.03.2020,07:00,244
27.03.2020,08:00,231
27.03.2020,09:00,228
27.03.2020,10:00,224
27.03.2020,11:00,222
27.03.2020,12:00,221
27.03.2020,13:00,220
27.03.2020,14:00,219
27.03.2020,15:00,219
27.03.2020,16:00,219
27.03.2020,17:00,220
27.03.2020,18:00,221
27.03.2020,19:00,223
27.03.2020,20:00,223
27.03.2020,21:00,225
27.03.2020,22:00,227
27.03.2020,23:00,228
28.03.2020,00:00,229
28.03.2020,01:00,230
28.03.2020,02:00,231
28.03.2020,03:00,204
28.03.2020,04:00,215
28.03.2020,05:00,232
28.03.2020,06:00,232
28.03.2020,07:00,232
28.03.2020,08:00,230
28.03.2020,09:00,225
28.03.2020,10:00,208
28.03.2020,11:00,173
28.03.2020,12:00,179
28.03.2020,13:00,157
28.03.2020,14:00,144
28.03.2020,15:00,142
28.03.2020,16:00,162
28.03.2020,17:00,222
28.03.2020,18:00,223
28.03.2020,19:00,228
28.03.2020,20:00,230
28.03.2020,21:00,230
28.03.2020,22:00,229
28.03.2020,23:00,225
29.03.2020,00:00,134
29.03.2020,01:00,124
29.03.2020,03:00,140
29.03.2020,04:00,117
