Datum,Uhrzeit,Generation_DE Gas0und0Dampfturbinen[MW],Generation_DE Niehl 3[MW]
27.04.2020,04:00,261,281
27.04.2020,05:00,263,331
27.04.2020,06:00,263,352
27.04.2020,07:00,262,338
27.04.2020,08:00,234,253
27.04.2020,09:00,260,325
27.04.2020,10:00,258,316
27.04.2020,11:00,258,314
27.04.2020,12:00,255,313
27.04.2020,13:00,251,311
27.04.2020,14:00,250,308
27.04.2020,15:00,249,308
27.04.2020,16:00,248,246
27.04.2020,17:00,249,306
27.04.2020,18:00,251,307
27.04.2020,19:00,252,310
27.04.2020,20:00,253,314
27.04.2020,21:00,256,316
27.04.2020,22:00,256,321
27.04.2020,23:00,256,328
28.04.2020,00:00,256,333
28.04.2020,01:00,256,339
28.04.2020,02:00,257,345
28.04.2020,03:00,259,350
28.04.2020,04:00,259,349
28.04.2020,05:00,259,307
28.04.2020,06:00,259,301
28.04.2020,07:00,259,308
28.04.2020,08:00,259,319
28.04.2020,09:00,257,312
28.04.2020,10:00,256,289
28.04.2020,11:00,254,300
28.04.2020,12:00,252,301
28.04.2020,13:00,253,307
28.04.2020,14:00,253,306
28.04.2020,15:00,256,308
28.04.2020,16:00,258,314
28.04.2020,17:00,258,316
28.04.2020,18:00,257,317
28.04.2020,19:00,256,315
28.04.2020,20:00,257,229
28.04.2020,21:00,258,227
28.04.2020,22:00,259,271
28.04.2020,23:00,259,313
29.04.2020,00:00,259,341
29.04.2020,01:00,259,270
29.04.2020,02:00,259,321
29.04.2020,03:00,259,364
29.04.2020,04:00,259,362
29.04.2020,05:00,254,291
29.04.2020,06:00,256,307
29.04.2020,07:00,259,333
29.04.2020,08:00,259,323
29.04.2020,09:00,259,313
29.04.2020,10:00,259,307
29.04.2020,11:00,260,304
29.04.2020,12:00,259,302
29.04.2020,13:00,258,303
29.04.2020,14:00,257,293
29.04.2020,15:00,256,187
29.04.2020,16:00,258,306
29.04.2020,17:00,259,305
29.04.2020,18:00,258,307
29.04.2020,19:00,257,299
29.04.2020,20:00,258,267
29.04.2020,21:00,258,269
29.04.2020,22:00,258,315
29.04.2020,23:00,233,235
30.04.2020,00:00,214,155
30.04.2020,01:00,187,104
30.04.2020,02:00,125,26
30.04.2020,03:00,125,27
30.04.2020,04:00,125,30
30.04.2020,05:00,127,56
30.04.2020,06:00,185,209
30.04.2020,07:00,245,243
30.04.2020,08:00,256,219
30.04.2020,09:00,240,166
30.04.2020,10:00,119,43
30.04.2020,11:00,116,40
30.04.2020,12:00,117,34
30.04.2020,13:00,136,80
30.04.2020,14:00,239,278
30.04.2020,15:00,145,37
30.04.2020,16:00,199,32
30.04.2020,17:00,187,62
30.04.2020,18:00,256,307
30.04.2020,19:00,247,308
30.04.2020,20:00,172,164
30.04.2020,21:00,229,247
30.04.2020,22:00,111,179
30.04.2020,23:00,108,198
