Datum,Uhrzeit,Generation_DE GKN II[MW]
11.02.2020,05:00,1217
11.02.2020,06:00,1309
11.02.2020,07:00,1314
11.02.2020,08:00,1314
11.02.2020,09:00,1313
11.02.2020,10:00,1313
11.02.2020,11:00,1313
11.02.2020,12:00,1314
11.02.2020,13:00,1314
11.02.2020,14:00,1315
11.02.2020,15:00,1315
11.02.2020,16:00,1313
11.02.2020,17:00,1313
11.02.2020,18:00,1313
11.02.2020,19:00,1313
11.02.2020,20:00,1314
11.02.2020,21:00,1313
11.02.2020,22:00,1314
11.02.2020,23:00,1314
12.02.2020,00:00,1314
12.02.2020,01:00,1313
12.02.2020,02:00,1314
12.02.2020,03:00,1314
12.02.2020,04:00,1314
12.02.2020,05:00,1314
12.02.2020,06:00,1313
12.02.2020,07:00,1311
12.02.2020,08:00,1312
12.02.2020,09:00,1313
12.02.2020,10:00,1313
12.02.2020,11:00,1311
12.02.2020,12:00,1311
12.02.2020,13:00,1313
12.02.2020,14:00,1314
12.02.2020,15:00,1314
12.02.2020,16:00,1314
12.02.2020,17:00,1312
12.02.2020,18:00,1313
12.02.2020,19:00,1312
12.02.2020,20:00,1313
12.02.2020,21:00,1313
12.02.2020,22:00,1315
12.02.2020,23:00,1314
13.02.2020,00:00,1314
13.02.2020,01:00,1315
13.02.2020,02:00,1314
13.02.2020,03:00,1315
13.02.2020,04:00,1314
13.02.2020,05:00,1313
13.02.2020,06:00,1313
13.02.2020,07:00,1313
13.02.2020,08:00,1314
13.02.2020,09:00,1316
13.02.2020,10:00,1316
13.02.2020,11:00,1317
13.02.2020,12:00,1319
13.02.2020,13:00,1321
13.02.2020,14:00,1317
13.02.2020,15:00,1315
13.02.2020,16:00,1315
13.02.2020,17:00,1315
13.02.2020,18:00,1311
13.02.2020,19:00,1312
13.02.2020,20:00,1314
13.02.2020,21:00,1314
13.02.2020,22:00,1315
13.02.2020,23:00,1313
14.02.2020,00:00,1314
14.02.2020,01:00,1313
14.02.2020,02:00,1315
14.02.2020,03:00,1314
14.02.2020,04:00,1313
14.02.2020,05:00,1312
14.02.2020,06:00,1313
14.02.2020,07:00,1312
14.02.2020,08:00,1312
14.02.2020,09:00,1312
14.02.2020,10:00,1312
14.02.2020,11:00,1313
14.02.2020,12:00,1313
14.02.2020,13:00,1313
14.02.2020,14:00,1315
14.02.2020,15:00,1316
14.02.2020,16:00,1314
14.02.2020,17:00,1315
14.02.2020,18:00,1313
14.02.2020,19:00,1312
14.02.2020,20:00,1314
14.02.2020,21:00,1313
14.02.2020,22:00,1313
14.02.2020,23:00,1313
15.02.2020,00:00,1314
15.02.2020,01:00,1313
15.02.2020,02:00,1312
15.02.2020,03:00,1311
15.02.2020,04:00,1309
15.02.2020,05:00,1310
15.02.2020,06:00,1313
15.02.2020,07:00,1313
15.02.2020,08:00,1312
15.02.2020,09:00,1314
15.02.2020,10:00,1313
15.02.2020,11:00,1312
15.02.2020,12:00,1314
15.02.2020,13:00,1313
15.02.2020,14:00,1312
15.02.2020,15:00,1313
15.02.2020,16:00,1312
15.02.2020,17:00,1310
15.02.2020,18:00,1308
15.02.2020,19:00,1287
15.02.2020,20:00,955
15.02.2020,21:00,841
15.02.2020,22:00,841
15.02.2020,23:00,842
16.02.2020,00:00,834
16.02.2020,01:00,835
16.02.2020,02:00,836
16.02.2020,03:00,835
16.02.2020,04:00,835
16.02.2020,05:00,835
16.02.2020,06:00,835
16.02.2020,07:00,832
16.02.2020,08:00,832
16.02.2020,09:00,836
16.02.2020,10:00,835
16.02.2020,11:00,836
16.02.2020,12:00,668
16.02.2020,13:00,494
16.02.2020,14:00,495
16.02.2020,15:00,495
16.02.2020,16:00,507
16.02.2020,17:00,555
16.02.2020,18:00,712
16.02.2020,19:00,841
16.02.2020,20:00,841
16.02.2020,21:00,839
16.02.2020,22:00,576
16.02.2020,23:00,493
17.02.2020,00:00,495
17.02.2020,01:00,495
17.02.2020,02:00,495
17.02.2020,03:00,495
17.02.2020,04:00,513
17.02.2020,05:00,740
17.02.2020,06:00,1221
17.02.2020,07:00,1301
17.02.2020,08:00,1301
17.02.2020,09:00,1302
17.02.2020,10:00,1303
17.02.2020,11:00,1307
17.02.2020,12:00,1305
17.02.2020,13:00,1303
17.02.2020,14:00,1304
17.02.2020,15:00,1307
17.02.2020,16:00,1308
17.02.2020,17:00,1308
17.02.2020,18:00,1308
17.02.2020,19:00,1309
17.02.2020,20:00,1309
17.02.2020,21:00,1308
17.02.2020,22:00,1309
17.02.2020,23:00,1309
18.02.2020,00:00,1306
18.02.2020,01:00,1307
18.02.2020,02:00,1307
18.02.2020,03:00,1308
18.02.2020,04:00,1307
18.02.2020,05:00,1309
18.02.2020,06:00,1305
18.02.2020,07:00,1304
18.02.2020,08:00,1303
18.02.2020,09:00,1302
18.02.2020,10:00,1306
18.02.2020,11:00,1305
18.02.2020,12:00,1303
18.02.2020,13:00,1307
18.02.2020,14:00,1308
18.02.2020,15:00,1308
18.02.2020,16:00,1308
18.02.2020,17:00,1308
18.02.2020,18:00,1307
18.02.2020,19:00,1308
18.02.2020,20:00,1309
18.02.2020,21:00,1308
18.02.2020,22:00,1309
18.02.2020,23:00,1308
19.02.2020,00:00,1311
19.02.2020,01:00,1313
19.02.2020,02:00,1313
19.02.2020,03:00,1314
19.02.2020,04:00,1313
19.02.2020,05:00,1313
19.02.2020,06:00,1313
19.02.2020,07:00,1311
19.02.2020,08:00,1313
19.02.2020,09:00,1312
19.02.2020,10:00,1313
19.02.2020,11:00,1314
19.02.2020,12:00,1313
19.02.2020,13:00,1313
19.02.2020,14:00,1315
19.02.2020,15:00,1315
19.02.2020,16:00,1315
19.02.2020,17:00,1314
19.02.2020,18:00,1314
19.02.2020,19:00,1314
19.02.2020,20:00,1314
19.02.2020,21:00,1314
19.02.2020,22:00,1316
19.02.2020,23:00,1315
20.02.2020,00:00,1318
20.02.2020,01:00,1317
20.02.2020,02:00,1318
20.02.2020,03:00,1317
20.02.2020,04:00,1317
20.02.2020,05:00,1317
20.02.2020,06:00,1317
20.02.2020,07:00,1314
20.02.2020,08:00,1314
20.02.2020,09:00,1311
20.02.2020,10:00,1314
20.02.2020,11:00,1313
20.02.2020,12:00,1312
20.02.2020,13:00,1312
20.02.2020,14:00,1315
20.02.2020,15:00,1317
20.02.2020,16:00,1312
20.02.2020,17:00,1311
20.02.2020,18:00,1312
20.02.2020,19:00,1313
20.02.2020,20:00,1312
20.02.2020,21:00,1312
20.02.2020,22:00,1312
20.02.2020,23:00,1311
21.02.2020,00:00,1311
21.02.2020,01:00,1309
21.02.2020,02:00,1311
21.02.2020,03:00,1313
21.02.2020,04:00,1316
21.02.2020,05:00,1316
21.02.2020,06:00,1319
21.02.2020,07:00,1316
21.02.2020,08:00,1318
21.02.2020,09:00,1313
21.02.2020,10:00,1316
21.02.2020,11:00,1318
21.02.2020,12:00,1318
21.02.2020,13:00,1318
21.02.2020,14:00,1316
21.02.2020,15:00,1316
21.02.2020,16:00,1313
21.02.2020,17:00,1312
21.02.2020,18:00,1311
21.02.2020,19:00,1311
21.02.2020,20:00,1312
21.02.2020,21:00,1311
21.02.2020,22:00,1312
21.02.2020,23:00,1311
22.02.2020,00:00,1313
22.02.2020,01:00,1313
22.02.2020,02:00,1311
22.02.2020,03:00,1313
22.02.2020,04:00,1314
22.02.2020,05:00,1313
22.02.2020,06:00,1314
22.02.2020,07:00,1311
22.02.2020,08:00,1313
22.02.2020,09:00,1229
22.02.2020,10:00,964
22.02.2020,11:00,961
22.02.2020,12:00,962
22.02.2020,13:00,963
22.02.2020,14:00,963
22.02.2020,15:00,963
22.02.2020,16:00,964
22.02.2020,17:00,962
22.02.2020,18:00,963
22.02.2020,19:00,963
22.02.2020,20:00,963
22.02.2020,21:00,667
22.02.2020,22:00,555
22.02.2020,23:00,553
23.02.2020,00:00,553
23.02.2020,01:00,553
23.02.2020,02:00,553
23.02.2020,03:00,849
23.02.2020,04:00,961
23.02.2020,05:00,960
23.02.2020,06:00,961
23.02.2020,07:00,961
23.02.2020,08:00,961
23.02.2020,09:00,1123
23.02.2020,10:00,1308
23.02.2020,11:00,1307
23.02.2020,12:00,1305
23.02.2020,13:00,1305
23.02.2020,14:00,1300
23.02.2020,15:00,1304
23.02.2020,16:00,1306
23.02.2020,17:00,1306
23.02.2020,18:00,1306
23.02.2020,19:00,1233
23.02.2020,20:00,1109
23.02.2020,21:00,1109
23.02.2020,22:00,1110
23.02.2020,23:00,1178
24.02.2020,00:00,1303
24.02.2020,01:00,1305
24.02.2020,02:00,1305
24.02.2020,03:00,1305
24.02.2020,04:00,1304
24.02.2020,05:00,1306
24.02.2020,06:00,1299
24.02.2020,07:00,1300
24.02.2020,08:00,1308
24.02.2020,09:00,1309
24.02.2020,10:00,1311
24.02.2020,11:00,1311
24.02.2020,12:00,1310
24.02.2020,13:00,1311
24.02.2020,14:00,1311
24.02.2020,15:00,1310
24.02.2020,16:00,1307
24.02.2020,17:00,1303
24.02.2020,18:00,1302
24.02.2020,19:00,1302
24.02.2020,20:00,1301
24.02.2020,21:00,1298
24.02.2020,22:00,1303
24.02.2020,23:00,1299
25.02.2020,00:00,1302
25.02.2020,01:00,1093
25.02.2020,02:00,836
25.02.2020,03:00,1146
25.02.2020,04:00,1306
25.02.2020,05:00,1308
25.02.2020,06:00,1308
25.02.2020,07:00,1307
25.02.2020,08:00,1307
25.02.2020,09:00,1306
25.02.2020,10:00,1306
25.02.2020,11:00,1308
25.02.2020,12:00,1308
25.02.2020,13:00,1309
25.02.2020,14:00,1310
25.02.2020,15:00,1308
25.02.2020,16:00,1307
25.02.2020,17:00,1308
25.02.2020,18:00,1308
25.02.2020,19:00,1307
25.02.2020,20:00,1306
25.02.2020,21:00,1306
25.02.2020,22:00,1308
25.02.2020,23:00,1307
26.02.2020,00:00,1313
26.02.2020,01:00,1316
26.02.2020,02:00,1316
26.02.2020,03:00,1317
26.02.2020,04:00,1317
26.02.2020,05:00,1316
26.02.2020,06:00,1318
26.02.2020,07:00,1317
26.02.2020,08:00,1318
26.02.2020,09:00,1318
26.02.2020,10:00,1316
26.02.2020,11:00,1314
26.02.2020,12:00,1313
26.02.2020,13:00,1312
26.02.2020,14:00,1314
26.02.2020,15:00,1315
26.02.2020,16:00,1316
26.02.2020,17:00,1314
26.02.2020,18:00,1313
26.02.2020,19:00,1315
26.02.2020,20:00,1315
26.02.2020,21:00,1315
26.02.2020,22:00,1315
26.02.2020,23:00,1313
27.02.2020,00:00,1312
27.02.2020,01:00,1313
27.02.2020,02:00,1313
27.02.2020,03:00,1314
27.02.2020,04:00,1313
27.02.2020,05:00,1312
27.02.2020,06:00,1314
27.02.2020,07:00,1313
27.02.2020,08:00,1312
27.02.2020,09:00,1314
27.02.2020,10:00,1315
27.02.2020,11:00,1316
27.02.2020,12:00,1321
27.02.2020,13:00,1324
27.02.2020,14:00,1321
27.02.2020,15:00,1312
27.02.2020,16:00,1314
27.02.2020,17:00,1314
27.02.2020,18:00,1313
27.02.2020,19:00,1313
27.02.2020,20:00,1313
27.02.2020,21:00,1314
27.02.2020,22:00,1315
27.02.2020,23:00,1315
28.02.2020,00:00,1317
28.02.2020,01:00,1317
28.02.2020,02:00,1317
28.02.2020,03:00,1318
28.02.2020,04:00,1319
28.02.2020,05:00,1319
28.02.2020,06:00,1319
28.02.2020,07:00,1319
28.02.2020,08:00,1319
28.02.2020,09:00,1319
28.02.2020,10:00,1317
28.02.2020,11:00,1316
28.02.2020,12:00,1317
28.02.2020,13:00,1319
28.02.2020,14:00,1320
28.02.2020,15:00,1320
28.02.2020,16:00,1319
28.02.2020,17:00,1318
28.02.2020,18:00,1319
28.02.2020,19:00,1320
28.02.2020,20:00,1321
28.02.2020,21:00,1322
28.02.2020,22:00,1322
28.02.2020,23:00,1321
29.02.2020,00:00,1317
29.02.2020,01:00,1318
29.02.2020,02:00,1318
29.02.2020,03:00,1320
29.02.2020,04:00,1317
29.02.2020,05:00,1315
29.02.2020,06:00,1316
29.02.2020,07:00,1315
29.02.2020,08:00,1313
29.02.2020,09:00,1312
29.02.2020,10:00,1092
29.02.2020,11:00,534
29.02.2020,12:00,494
29.02.2020,13:00,494
29.02.2020,14:00,494
29.02.2020,15:00,494
29.02.2020,16:00,534
29.02.2020,17:00,929
29.02.2020,18:00,1288
29.02.2020,19:00,1308
29.02.2020,20:00,1310
29.02.2020,21:00,1309
29.02.2020,22:00,1309
29.02.2020,23:00,1229
01.03.2020,00:00,1206
01.03.2020,01:00,917
01.03.2020,02:00,894
01.03.2020,03:00,894
01.03.2020,04:00,894
01.03.2020,05:00,894
01.03.2020,06:00,894
01.03.2020,07:00,985
01.03.2020,08:00,1224
01.03.2020,09:00,1224
01.03.2020,10:00,1153
01.03.2020,11:00,1009
01.03.2020,12:00,892
01.03.2020,13:00,892
01.03.2020,14:00,892
01.03.2020,15:00,892
01.03.2020,16:00,1084
01.03.2020,17:00,1308
01.03.2020,18:00,1310
01.03.2020,19:00,1310
01.03.2020,20:00,1311
01.03.2020,21:00,1311
01.03.2020,22:00,1311
01.03.2020,23:00,1310
02.03.2020,00:00,1309
02.03.2020,01:00,1314
02.03.2020,02:00,1315
02.03.2020,03:00,1316
02.03.2020,04:00,1315
02.03.2020,05:00,1318
02.03.2020,06:00,1320
02.03.2020,07:00,1317
02.03.2020,08:00,1316
02.03.2020,09:00,1314
02.03.2020,10:00,1315
02.03.2020,11:00,1314
02.03.2020,12:00,1309
02.03.2020,13:00,1310
02.03.2020,14:00,1311
02.03.2020,15:00,1310
02.03.2020,16:00,1311
02.03.2020,17:00,1310
02.03.2020,18:00,1311
02.03.2020,19:00,1311
02.03.2020,20:00,1310
02.03.2020,21:00,1309
02.03.2020,22:00,1307
02.03.2020,23:00,1305
03.03.2020,00:00,1311
03.03.2020,01:00,1311
03.03.2020,02:00,1311
03.03.2020,03:00,1311
03.03.2020,04:00,1308
03.03.2020,05:00,1309
03.03.2020,06:00,1308
03.03.2020,07:00,1313
03.03.2020,08:00,1312
03.03.2020,09:00,1312
03.03.2020,10:00,1312
03.03.2020,11:00,1312
03.03.2020,12:00,1312
03.03.2020,13:00,1310
03.03.2020,14:00,1312
03.03.2020,15:00,1312
03.03.2020,16:00,1311
03.03.2020,17:00,1314
03.03.2020,18:00,1314
03.03.2020,19:00,1309
03.03.2020,20:00,1308
03.03.2020,21:00,1307
03.03.2020,22:00,1315
03.03.2020,23:00,1315
04.03.2020,00:00,1312
04.03.2020,01:00,1313
04.03.2020,02:00,1314
04.03.2020,03:00,1314
04.03.2020,04:00,1314
04.03.2020,05:00,1313
04.03.2020,06:00,1308
04.03.2020,07:00,1308
04.03.2020,08:00,1313
04.03.2020,09:00,1310
04.03.2020,10:00,1309
04.03.2020,11:00,1312
04.03.2020,12:00,1312
04.03.2020,13:00,1312
04.03.2020,14:00,1314
04.03.2020,15:00,1314
04.03.2020,16:00,1312
04.03.2020,17:00,1302
04.03.2020,18:00,1313
04.03.2020,19:00,1313
04.03.2020,20:00,1312
04.03.2020,21:00,1311
04.03.2020,22:00,1310
04.03.2020,23:00,1309
05.03.2020,00:00,1309
05.03.2020,01:00,1310
05.03.2020,02:00,1312
05.03.2020,03:00,1314
05.03.2020,04:00,1314
05.03.2020,05:00,1314
05.03.2020,06:00,1313
05.03.2020,07:00,1311
05.03.2020,08:00,1312
05.03.2020,09:00,1311
05.03.2020,10:00,1312
05.03.2020,11:00,1311
05.03.2020,12:00,1311
05.03.2020,13:00,328
05.03.2020,14:00,0
05.03.2020,15:00,0
05.03.2020,16:00,1311
05.03.2020,17:00,1310
05.03.2020,18:00,1307
05.03.2020,19:00,1308
05.03.2020,20:00,1309
05.03.2020,21:00,1309
05.03.2020,22:00,1309
05.03.2020,23:00,1308
06.03.2020,00:00,1310
06.03.2020,01:00,1309
06.03.2020,02:00,1309
06.03.2020,03:00,1309
06.03.2020,04:00,1310
06.03.2020,05:00,1312
06.03.2020,06:00,1313
06.03.2020,07:00,1313
06.03.2020,08:00,1314
06.03.2020,09:00,1315
06.03.2020,10:00,1314
06.03.2020,11:00,1315
06.03.2020,12:00,1314
06.03.2020,13:00,1315
06.03.2020,14:00,1315
06.03.2020,15:00,1315
06.03.2020,16:00,1315
06.03.2020,17:00,1315
06.03.2020,18:00,1315
06.03.2020,19:00,1315
06.03.2020,20:00,1315
06.03.2020,21:00,1314
06.03.2020,22:00,1315
06.03.2020,23:00,1314
07.03.2020,00:00,1314
07.03.2020,01:00,1313
07.03.2020,02:00,1313
07.03.2020,03:00,1315
07.03.2020,04:00,1314
07.03.2020,05:00,1314
07.03.2020,06:00,1314
07.03.2020,07:00,1314
07.03.2020,08:00,1224
07.03.2020,09:00,1015
07.03.2020,10:00,1217
07.03.2020,11:00,1269
07.03.2020,12:00,1269
07.03.2020,13:00,1269
07.03.2020,14:00,1307
07.03.2020,15:00,1310
07.03.2020,16:00,1311
07.03.2020,17:00,1312
07.03.2020,18:00,1312
07.03.2020,19:00,1311
07.03.2020,20:00,1312
07.03.2020,21:00,1311
07.03.2020,22:00,1312
07.03.2020,23:00,1309
08.03.2020,00:00,1306
08.03.2020,01:00,1308
08.03.2020,02:00,1310
08.03.2020,03:00,1308
08.03.2020,04:00,1307
08.03.2020,05:00,1306
08.03.2020,06:00,1308
08.03.2020,07:00,1304
08.03.2020,08:00,1309
08.03.2020,09:00,1309
08.03.2020,10:00,1312
08.03.2020,11:00,1309
08.03.2020,12:00,1291
08.03.2020,13:00,1108
08.03.2020,14:00,1102
08.03.2020,15:00,1102
08.03.2020,16:00,1212
08.03.2020,17:00,1304
08.03.2020,18:00,1305
08.03.2020,19:00,1303
08.03.2020,20:00,1302
08.03.2020,21:00,1301
08.03.2020,22:00,1304
08.03.2020,23:00,1302
09.03.2020,00:00,1308
09.03.2020,01:00,1308
09.03.2020,02:00,1308
09.03.2020,03:00,1307
09.03.2020,04:00,1308
09.03.2020,05:00,1308
09.03.2020,06:00,1310
09.03.2020,07:00,1311
09.03.2020,08:00,1311
09.03.2020,09:00,1312
09.03.2020,10:00,1311
09.03.2020,11:00,1311
09.03.2020,12:00,1310
09.03.2020,13:00,1311
09.03.2020,14:00,1312
09.03.2020,15:00,1311
09.03.2020,16:00,1310
09.03.2020,17:00,1310
09.03.2020,18:00,1309
09.03.2020,19:00,1310
09.03.2020,20:00,1310
09.03.2020,21:00,1309
09.03.2020,22:00,1310
09.03.2020,23:00,1312
10.03.2020,00:00,1310
10.03.2020,01:00,1309
10.03.2020,02:00,1307
10.03.2020,03:00,1311
10.03.2020,04:00,1313
10.03.2020,05:00,1311
10.03.2020,06:00,1312
10.03.2020,07:00,1312
10.03.2020,08:00,1313
10.03.2020,09:00,1311
10.03.2020,10:00,1311
10.03.2020,11:00,1310
10.03.2020,12:00,1309
10.03.2020,13:00,1308
10.03.2020,14:00,1308
10.03.2020,15:00,1308
10.03.2020,16:00,1308
10.03.2020,17:00,1306
10.03.2020,18:00,1305
10.03.2020,19:00,1305
10.03.2020,20:00,1303
10.03.2020,21:00,1304
10.03.2020,22:00,1305
10.03.2020,23:00,1219
11.03.2020,00:00,999
11.03.2020,01:00,997
11.03.2020,02:00,1000
11.03.2020,03:00,999
11.03.2020,04:00,1228
11.03.2020,05:00,1301
11.03.2020,06:00,1298
11.03.2020,07:00,1299
11.03.2020,08:00,1299
11.03.2020,09:00,1298
11.03.2020,10:00,1299
11.03.2020,11:00,1300
11.03.2020,12:00,1299
11.03.2020,13:00,1298
11.03.2020,14:00,1302
11.03.2020,15:00,1299
11.03.2020,16:00,1298
11.03.2020,17:00,1297
11.03.2020,18:00,1299
11.03.2020,19:00,1299
11.03.2020,20:00,1301
11.03.2020,21:00,1301
11.03.2020,22:00,1302
11.03.2020,23:00,1300
12.03.2020,00:00,1300
12.03.2020,01:00,1302
12.03.2020,02:00,1301
12.03.2020,03:00,1299
12.03.2020,04:00,1301
12.03.2020,05:00,1300
12.03.2020,06:00,1302
12.03.2020,07:00,1302
12.03.2020,08:00,1300
12.03.2020,09:00,1299
12.03.2020,10:00,1300
12.03.2020,11:00,1298
12.03.2020,12:00,1298
12.03.2020,13:00,1299
12.03.2020,14:00,1302
12.03.2020,15:00,1301
12.03.2020,16:00,1303
12.03.2020,17:00,1304
12.03.2020,18:00,1302
12.03.2020,19:00,1301
12.03.2020,20:00,1301
12.03.2020,21:00,1300
12.03.2020,22:00,1298
12.03.2020,23:00,1300
13.03.2020,00:00,1302
13.03.2020,01:00,1301
13.03.2020,02:00,1304
13.03.2020,03:00,1306
13.03.2020,04:00,1308
13.03.2020,05:00,1309
13.03.2020,06:00,1308
13.03.2020,07:00,1307
13.03.2020,08:00,1311
13.03.2020,09:00,1314
13.03.2020,10:00,1313
13.03.2020,11:00,1313
13.03.2020,12:00,1312
13.03.2020,13:00,1309
13.03.2020,14:00,1312
13.03.2020,15:00,1312
13.03.2020,16:00,1311
13.03.2020,17:00,1312
13.03.2020,18:00,1312
13.03.2020,19:00,1312
13.03.2020,20:00,1313
13.03.2020,21:00,1308
13.03.2020,22:00,1307
13.03.2020,23:00,1307
14.03.2020,00:00,1309
14.03.2020,01:00,1309
14.03.2020,02:00,1312
14.03.2020,03:00,1312
14.03.2020,04:00,1312
14.03.2020,05:00,1312
14.03.2020,06:00,1312
14.03.2020,07:00,1310
14.03.2020,08:00,1309
14.03.2020,09:00,1310
14.03.2020,10:00,1311
14.03.2020,11:00,1309
14.03.2020,12:00,1309
14.03.2020,13:00,1309
14.03.2020,14:00,1310
14.03.2020,15:00,1310
14.03.2020,16:00,1310
14.03.2020,17:00,1310
14.03.2020,18:00,1310
14.03.2020,19:00,1313
14.03.2020,20:00,1313
14.03.2020,21:00,1312
14.03.2020,22:00,1313
14.03.2020,23:00,1310
15.03.2020,00:00,1305
15.03.2020,01:00,1302
15.03.2020,02:00,1199
15.03.2020,03:00,845
15.03.2020,04:00,898
15.03.2020,05:00,989
15.03.2020,06:00,989
15.03.2020,07:00,988
15.03.2020,08:00,959
15.03.2020,09:00,960
15.03.2020,10:00,961
15.03.2020,11:00,958
15.03.2020,12:00,962
15.03.2020,13:00,960
15.03.2020,14:00,962
15.03.2020,15:00,962
15.03.2020,16:00,962
15.03.2020,17:00,1049
15.03.2020,18:00,1298
15.03.2020,19:00,1302
15.03.2020,20:00,1303
15.03.2020,21:00,1304
15.03.2020,22:00,1305
15.03.2020,23:00,1304
16.03.2020,00:00,1310
16.03.2020,01:00,1312
16.03.2020,02:00,1311
16.03.2020,03:00,1310
16.03.2020,04:00,1310
16.03.2020,05:00,1310
16.03.2020,06:00,1312
16.03.2020,07:00,1315
16.03.2020,08:00,1315
16.03.2020,09:00,1312
16.03.2020,10:00,1310
16.03.2020,11:00,1308
16.03.2020,12:00,1307
16.03.2020,13:00,1306
16.03.2020,14:00,1304
16.03.2020,15:00,1301
16.03.2020,16:00,1301
16.03.2020,17:00,1300
16.03.2020,18:00,1299
16.03.2020,19:00,1301
16.03.2020,20:00,1302
16.03.2020,21:00,1302
16.03.2020,22:00,1302
16.03.2020,23:00,1302
17.03.2020,00:00,1304
17.03.2020,01:00,1304
17.03.2020,02:00,1303
17.03.2020,03:00,1303
17.03.2020,04:00,1303
17.03.2020,05:00,1303
17.03.2020,06:00,1304
17.03.2020,07:00,1305
17.03.2020,08:00,1306
17.03.2020,09:00,1306
17.03.2020,10:00,1305
17.03.2020,11:00,1304
17.03.2020,12:00,1303
17.03.2020,13:00,1301
17.03.2020,14:00,1300
17.03.2020,15:00,1300
17.03.2020,16:00,1300
17.03.2020,17:00,1301
17.03.2020,18:00,1301
17.03.2020,19:00,1301
17.03.2020,20:00,1302
17.03.2020,21:00,1302
17.03.2020,22:00,1302
17.03.2020,23:00,1302
18.03.2020,00:00,1300
18.03.2020,01:00,1299
18.03.2020,02:00,1300
18.03.2020,03:00,1300
18.03.2020,04:00,1300
18.03.2020,05:00,1300
18.03.2020,06:00,1302
18.03.2020,07:00,1303
18.03.2020,08:00,1304
18.03.2020,09:00,1305
18.03.2020,10:00,1303
18.03.2020,11:00,1301
18.03.2020,12:00,1298
18.03.2020,13:00,1296
18.03.2020,14:00,1296
18.03.2020,15:00,1294
18.03.2020,16:00,1295
18.03.2020,17:00,1293
18.03.2020,18:00,1290
18.03.2020,19:00,1294
18.03.2020,20:00,1296
18.03.2020,21:00,1297
18.03.2020,22:00,1299
18.03.2020,23:00,1300
19.03.2020,00:00,1302
19.03.2020,01:00,1303
19.03.2020,02:00,1305
19.03.2020,03:00,1306
19.03.2020,04:00,1307
19.03.2020,05:00,1304
19.03.2020,06:00,1305
19.03.2020,07:00,1305
19.03.2020,08:00,1307
19.03.2020,09:00,1306
19.03.2020,10:00,1305
19.03.2020,11:00,1303
19.03.2020,12:00,1302
19.03.2020,13:00,1300
19.03.2020,14:00,1299
19.03.2020,15:00,1296
19.03.2020,16:00,1297
19.03.2020,17:00,1297
19.03.2020,18:00,1298
19.03.2020,19:00,1299
19.03.2020,20:00,1298
19.03.2020,21:00,1299
19.03.2020,22:00,1301
19.03.2020,23:00,1299
20.03.2020,00:00,1301
20.03.2020,01:00,1301
20.03.2020,02:00,1302
20.03.2020,03:00,1302
20.03.2020,04:00,1304
20.03.2020,05:00,1305
20.03.2020,06:00,1306
20.03.2020,07:00,1308
20.03.2020,08:00,1307
20.03.2020,09:00,1305
20.03.2020,10:00,1304
20.03.2020,11:00,1303
20.03.2020,12:00,1300
20.03.2020,13:00,1299
20.03.2020,14:00,1297
20.03.2020,15:00,1295
20.03.2020,16:00,1297
20.03.2020,17:00,1297
20.03.2020,18:00,1300
20.03.2020,19:00,1301
20.03.2020,20:00,1302
20.03.2020,21:00,1303
20.03.2020,22:00,1304
20.03.2020,23:00,1305
21.03.2020,00:00,1305
21.03.2020,01:00,1307
21.03.2020,02:00,1307
21.03.2020,03:00,1307
21.03.2020,04:00,1308
21.03.2020,05:00,1307
21.03.2020,06:00,1309
21.03.2020,07:00,1306
21.03.2020,08:00,1300
21.03.2020,09:00,1163
21.03.2020,10:00,1049
21.03.2020,11:00,997
21.03.2020,12:00,996
21.03.2020,13:00,995
21.03.2020,14:00,996
21.03.2020,15:00,996
21.03.2020,16:00,996
21.03.2020,17:00,1152
21.03.2020,18:00,1308
21.03.2020,19:00,1309
21.03.2020,20:00,1307
21.03.2020,21:00,1308
21.03.2020,22:00,1308
21.03.2020,23:00,1305
22.03.2020,00:00,1308
22.03.2020,01:00,1309
22.03.2020,02:00,1309
22.03.2020,03:00,1310
22.03.2020,04:00,990
22.03.2020,05:00,564
22.03.2020,06:00,548
22.03.2020,07:00,548
22.03.2020,08:00,548
22.03.2020,09:00,474
22.03.2020,10:00,470
22.03.2020,11:00,470
22.03.2020,12:00,470
22.03.2020,13:00,518
22.03.2020,14:00,520
22.03.2020,15:00,520
22.03.2020,16:00,570
22.03.2020,17:00,948
22.03.2020,18:00,1285
22.03.2020,19:00,1307
22.03.2020,20:00,1309
22.03.2020,21:00,1310
22.03.2020,22:00,1311
22.03.2020,23:00,1311
23.03.2020,00:00,1311
23.03.2020,01:00,1312
23.03.2020,02:00,1312
23.03.2020,03:00,1311
23.03.2020,04:00,1312
23.03.2020,05:00,1314
23.03.2020,06:00,1314
23.03.2020,07:00,1317
23.03.2020,08:00,1318
23.03.2020,09:00,1316
23.03.2020,10:00,1121
23.03.2020,11:00,1166
23.03.2020,12:00,1304
23.03.2020,13:00,1308
23.03.2020,14:00,1311
23.03.2020,15:00,1312
23.03.2020,16:00,1313
23.03.2020,17:00,1312
23.03.2020,18:00,1312
23.03.2020,19:00,1312
23.03.2020,20:00,1312
23.03.2020,21:00,1313
23.03.2020,22:00,1313
23.03.2020,23:00,1313
24.03.2020,00:00,1314
24.03.2020,01:00,1314
24.03.2020,02:00,1314
