Datum,Uhrzeit,Generation_DE B[MW],Generation_DE A[MW]
08.02.2020,04:00,0,202
08.02.2020,05:00,0,203
08.02.2020,06:00,0,202
08.02.2020,07:00,0,208
08.02.2020,08:00,0,213
08.02.2020,09:00,0,209
08.02.2020,10:00,0,207
08.02.2020,11:00,0,213
08.02.2020,12:00,0,210
08.02.2020,13:00,0,209
08.02.2020,14:00,0,207
08.02.2020,15:00,0,208
08.02.2020,16:00,0,214
08.02.2020,17:00,0,221
08.02.2020,18:00,0,216
08.02.2020,19:00,0,204
08.02.2020,20:00,0,202
08.02.2020,21:00,0,204
08.02.2020,22:00,0,203
08.02.2020,23:00,0,209
09.02.2020,00:00,0,224
09.02.2020,01:00,0,226
09.02.2020,02:00,0,224
09.02.2020,03:00,0,225
09.02.2020,04:00,0,225
09.02.2020,05:00,0,226
09.02.2020,06:00,0,221
09.02.2020,07:00,0,217
09.02.2020,08:00,0,217
09.02.2020,09:00,0,227
09.02.2020,10:00,0,227
09.02.2020,11:00,0,223
09.02.2020,12:00,0,221
09.02.2020,13:00,0,223
09.02.2020,14:00,0,222
09.02.2020,15:00,0,222
09.02.2020,16:00,0,224
09.02.2020,17:00,0,224
09.02.2020,18:00,0,224
09.02.2020,19:00,0,225
09.02.2020,20:00,0,225
09.02.2020,21:00,0,224
09.02.2020,22:00,0,227
09.02.2020,23:00,0,225
10.02.2020,00:00,0,224
10.02.2020,01:00,0,224
10.02.2020,02:00,0,225
10.02.2020,03:00,0,224
10.02.2020,04:00,0,225
10.02.2020,05:00,0,226
10.02.2020,06:00,0,224
10.02.2020,07:00,0,225
10.02.2020,08:00,0,224
10.02.2020,09:00,0,224
10.02.2020,10:00,0,224
10.02.2020,11:00,0,228
10.02.2020,12:00,0,226
10.02.2020,13:00,0,227
10.02.2020,14:00,0,226
10.02.2020,15:00,0,226
10.02.2020,16:00,0,225
10.02.2020,17:00,0,225
10.02.2020,18:00,0,227
10.02.2020,19:00,0,226
10.02.2020,20:00,0,226
10.02.2020,21:00,0,225
10.02.2020,22:00,0,227
10.02.2020,23:00,0,227
11.02.2020,00:00,0,226
11.02.2020,01:00,0,226
11.02.2020,02:00,0,225
11.02.2020,03:00,0,226
11.02.2020,04:00,0,226
11.02.2020,05:00,0,223
11.02.2020,06:00,0,215
11.02.2020,07:00,0,215
11.02.2020,08:00,0,208
11.02.2020,09:00,0,212
11.02.2020,10:00,0,214
11.02.2020,11:00,0,212
11.02.2020,12:00,0,212
11.02.2020,13:00,0,213
11.02.2020,14:00,0,212
11.02.2020,15:00,0,223
11.02.2020,16:00,0,209
11.02.2020,17:00,0,207
11.02.2020,18:00,0,208
11.02.2020,19:00,0,205
11.02.2020,20:00,0,205
11.02.2020,21:00,0,213
11.02.2020,22:00,0,215
11.02.2020,23:00,0,218
12.02.2020,00:00,0,216
12.02.2020,01:00,0,218
12.02.2020,02:00,0,216
12.02.2020,03:00,0,215
12.02.2020,04:00,0,217
12.02.2020,05:00,0,218
12.02.2020,06:00,0,211
12.02.2020,07:00,0,211
12.02.2020,08:00,0,212
12.02.2020,09:00,0,211
12.02.2020,10:00,0,213
12.02.2020,11:00,0,212
12.02.2020,12:00,0,213
12.02.2020,13:00,0,213
12.02.2020,14:00,0,213
12.02.2020,15:00,0,213
12.02.2020,16:00,0,212
12.02.2020,17:00,0,213
12.02.2020,18:00,0,212
12.02.2020,19:00,0,212
12.02.2020,20:00,0,212
12.02.2020,21:00,0,212
12.02.2020,22:00,0,212
12.02.2020,23:00,0,212
13.02.2020,00:00,0,213
13.02.2020,01:00,0,213
13.02.2020,02:00,0,212
13.02.2020,03:00,0,211
13.02.2020,04:00,0,213
13.02.2020,05:00,0,210
13.02.2020,06:00,0,206
13.02.2020,07:00,0,207
13.02.2020,08:00,0,207
13.02.2020,09:00,0,214
13.02.2020,10:00,0,212
13.02.2020,11:00,0,214
13.02.2020,12:00,0,213
13.02.2020,13:00,0,213
13.02.2020,14:00,0,214
13.02.2020,15:00,0,213
13.02.2020,16:00,0,213
13.02.2020,17:00,0,222
13.02.2020,18:00,0,204
13.02.2020,19:00,0,204
13.02.2020,20:00,0,204
13.02.2020,21:00,0,212
13.02.2020,22:00,0,214
13.02.2020,23:00,0,210
14.02.2020,00:00,0,213
14.02.2020,01:00,0,212
14.02.2020,02:00,0,212
14.02.2020,03:00,0,213
14.02.2020,04:00,0,211
14.02.2020,05:00,0,217
14.02.2020,06:00,0,305
14.02.2020,07:00,0,307
14.02.2020,08:00,0,305
14.02.2020,09:00,0,310
14.02.2020,10:00,0,308
14.02.2020,11:00,0,231
14.02.2020,12:00,0,226
14.02.2020,13:00,0,225
14.02.2020,14:00,0,223
14.02.2020,15:00,0,225
14.02.2020,16:00,0,269
14.02.2020,17:00,0,306
14.02.2020,18:00,0,310
14.02.2020,19:00,0,293
14.02.2020,20:00,0,225
14.02.2020,21:00,0,213
14.02.2020,22:00,0,211
14.02.2020,23:00,0,212
15.02.2020,00:00,0,212
15.02.2020,01:00,0,212
15.02.2020,02:00,0,211
15.02.2020,03:00,0,210
15.02.2020,04:00,0,212
15.02.2020,05:00,0,211
15.02.2020,06:00,0,213
15.02.2020,07:00,0,212
15.02.2020,08:00,0,212
15.02.2020,09:00,0,213
15.02.2020,10:00,0,212
15.02.2020,11:00,0,211
15.02.2020,12:00,0,213
15.02.2020,13:00,0,212
15.02.2020,14:00,0,213
15.02.2020,15:00,0,214
15.02.2020,16:00,0,212
15.02.2020,17:00,0,211
15.02.2020,18:00,0,212
15.02.2020,19:00,0,212
15.02.2020,20:00,0,213
15.02.2020,21:00,0,212
15.02.2020,22:00,0,213
15.02.2020,23:00,0,214
16.02.2020,00:00,0,216
16.02.2020,01:00,0,216
16.02.2020,02:00,0,215
16.02.2020,03:00,0,215
16.02.2020,04:00,0,216
16.02.2020,05:00,0,219
16.02.2020,06:00,0,221
16.02.2020,07:00,0,222
16.02.2020,08:00,0,218
16.02.2020,09:00,0,218
16.02.2020,10:00,0,219
16.02.2020,11:00,0,218
16.02.2020,12:00,0,218
16.02.2020,13:00,0,217
16.02.2020,14:00,0,219
16.02.2020,15:00,0,219
16.02.2020,16:00,0,218
16.02.2020,17:00,0,218
16.02.2020,18:00,0,218
16.02.2020,19:00,0,219
16.02.2020,20:00,0,217
16.02.2020,21:00,0,216
16.02.2020,22:00,0,218
16.02.2020,23:00,0,221
17.02.2020,00:00,0,221
17.02.2020,01:00,0,221
17.02.2020,02:00,0,221
17.02.2020,03:00,0,221
17.02.2020,04:00,0,219
17.02.2020,05:00,0,217
17.02.2020,06:00,0,216
17.02.2020,07:00,0,212
17.02.2020,08:00,0,213
17.02.2020,09:00,0,218
17.02.2020,10:00,0,218
17.02.2020,11:00,0,220
17.02.2020,12:00,0,218
17.02.2020,13:00,0,218
17.02.2020,14:00,0,219
17.02.2020,15:00,0,218
17.02.2020,16:00,0,219
17.02.2020,17:00,0,218
17.02.2020,18:00,0,218
17.02.2020,19:00,0,218
17.02.2020,20:00,0,218
17.02.2020,21:00,0,216
17.02.2020,22:00,0,217
17.02.2020,23:00,0,219
18.02.2020,00:00,0,218
18.02.2020,01:00,0,218
18.02.2020,02:00,0,217
18.02.2020,03:00,0,213
18.02.2020,04:00,0,212
18.02.2020,05:00,0,213
18.02.2020,06:00,0,215
18.02.2020,07:00,0,221
18.02.2020,08:00,0,224
18.02.2020,09:00,0,227
18.02.2020,10:00,0,227
18.02.2020,11:00,0,230
18.02.2020,12:00,0,230
18.02.2020,13:00,0,229
18.02.2020,14:00,0,229
18.02.2020,15:00,0,230
18.02.2020,16:00,0,225
18.02.2020,17:00,0,227
18.02.2020,18:00,0,231
18.02.2020,19:00,0,232
18.02.2020,20:00,0,231
18.02.2020,21:00,0,231
18.02.2020,22:00,0,232
18.02.2020,23:00,0,231
19.02.2020,00:00,0,231
19.02.2020,01:00,0,233
19.02.2020,02:00,0,225
19.02.2020,03:00,0,228
19.02.2020,04:00,0,227
19.02.2020,05:00,0,227
19.02.2020,06:00,0,226
19.02.2020,07:00,0,223
19.02.2020,08:00,0,225
19.02.2020,09:00,0,225
19.02.2020,10:00,0,225
19.02.2020,11:00,0,228
19.02.2020,12:00,0,227
19.02.2020,13:00,0,228
19.02.2020,14:00,0,227
19.02.2020,15:00,0,225
19.02.2020,16:00,0,227
19.02.2020,17:00,0,227
19.02.2020,18:00,0,222
19.02.2020,19:00,0,220
19.02.2020,20:00,0,199
19.02.2020,21:00,0,213
19.02.2020,22:00,0,217
19.02.2020,23:00,0,215
20.02.2020,00:00,0,212
20.02.2020,01:00,0,214
20.02.2020,02:00,0,213
20.02.2020,03:00,0,212
20.02.2020,04:00,0,212
20.02.2020,05:00,0,213
20.02.2020,06:00,0,217
20.02.2020,07:00,0,226
20.02.2020,08:00,0,225
20.02.2020,09:00,0,227
20.02.2020,10:00,0,224
20.02.2020,11:00,0,225
20.02.2020,12:00,0,223
20.02.2020,13:00,0,222
20.02.2020,14:00,0,222
20.02.2020,15:00,0,215
20.02.2020,16:00,0,207
20.02.2020,17:00,0,219
20.02.2020,18:00,0,221
20.02.2020,19:00,0,220
20.02.2020,20:00,0,218
20.02.2020,21:00,0,214
20.02.2020,22:00,0,213
20.02.2020,23:00,0,213
21.02.2020,00:00,0,212
21.02.2020,01:00,0,211
21.02.2020,02:00,0,213
21.02.2020,03:00,0,211
21.02.2020,04:00,0,213
21.02.2020,05:00,0,213
21.02.2020,06:00,0,210
21.02.2020,07:00,0,206
21.02.2020,08:00,0,207
21.02.2020,09:00,0,215
21.02.2020,10:00,0,211
21.02.2020,11:00,0,214
21.02.2020,12:00,0,214
21.02.2020,13:00,0,213
21.02.2020,14:00,0,214
21.02.2020,15:00,0,214
21.02.2020,16:00,0,214
21.02.2020,17:00,0,216
21.02.2020,18:00,0,220
21.02.2020,19:00,0,216
21.02.2020,20:00,0,219
21.02.2020,21:00,0,218
21.02.2020,22:00,0,222
21.02.2020,23:00,0,220
22.02.2020,00:00,0,223
22.02.2020,01:00,0,222
22.02.2020,02:00,0,221
22.02.2020,03:00,0,223
22.02.2020,04:00,0,222
22.02.2020,05:00,0,223
22.02.2020,06:00,0,222
22.02.2020,07:00,0,218
22.02.2020,08:00,0,217
22.02.2020,09:00,0,213
22.02.2020,10:00,0,214
22.02.2020,11:00,0,212
22.02.2020,12:00,0,210
22.02.2020,13:00,0,210
22.02.2020,14:00,0,209
22.02.2020,15:00,0,209
22.02.2020,16:00,0,209
22.02.2020,17:00,0,209
22.02.2020,18:00,0,207
22.02.2020,19:00,0,192
22.02.2020,20:00,0,190
22.02.2020,21:00,0,192
22.02.2020,22:00,0,195
22.02.2020,23:00,0,195
23.02.2020,00:00,0,227
23.02.2020,01:00,0,243
23.02.2020,02:00,0,230
23.02.2020,03:00,0,225
23.02.2020,04:00,0,226
23.02.2020,05:00,0,225
23.02.2020,06:00,0,229
23.02.2020,07:00,0,221
23.02.2020,08:00,0,214
23.02.2020,09:00,0,214
23.02.2020,10:00,0,213
23.02.2020,11:00,0,213
23.02.2020,12:00,0,213
23.02.2020,13:00,0,213
23.02.2020,14:00,0,213
23.02.2020,15:00,0,213
23.02.2020,16:00,0,214
23.02.2020,17:00,0,215
23.02.2020,18:00,0,216
23.02.2020,19:00,0,215
23.02.2020,20:00,0,214
23.02.2020,21:00,0,222
23.02.2020,22:00,0,223
23.02.2020,23:00,0,225
24.02.2020,00:00,0,228
24.02.2020,01:00,0,226
24.02.2020,02:00,0,228
24.02.2020,03:00,0,227
24.02.2020,04:00,0,229
24.02.2020,05:00,0,231
24.02.2020,06:00,0,231
24.02.2020,07:00,0,225
24.02.2020,08:00,0,224
24.02.2020,09:00,0,230
24.02.2020,10:00,0,212
24.02.2020,11:00,0,199
24.02.2020,12:00,0,199
24.02.2020,13:00,0,198
24.02.2020,14:00,0,200
24.02.2020,15:00,0,200
24.02.2020,16:00,0,206
24.02.2020,17:00,0,205
24.02.2020,18:00,0,204
24.02.2020,19:00,0,201
24.02.2020,20:00,0,200
24.02.2020,21:00,0,199
24.02.2020,22:00,0,200
24.02.2020,23:00,0,199
25.02.2020,00:00,0,200
25.02.2020,01:00,0,207
25.02.2020,02:00,0,209
25.02.2020,03:00,0,209
25.02.2020,04:00,0,211
25.02.2020,05:00,0,209
25.02.2020,06:00,0,217
25.02.2020,07:00,0,210
25.02.2020,08:00,0,210
25.02.2020,09:00,0,213
25.02.2020,10:00,0,215
25.02.2020,11:00,0,212
25.02.2020,12:00,0,213
25.02.2020,13:00,0,211
25.02.2020,14:00,0,212
25.02.2020,15:00,0,213
25.02.2020,16:00,0,215
25.02.2020,17:00,0,211
25.02.2020,18:00,0,212
25.02.2020,19:00,0,207
25.02.2020,20:00,0,202
25.02.2020,21:00,0,202
25.02.2020,22:00,0,202
25.02.2020,23:00,0,204
26.02.2020,00:00,0,203
26.02.2020,01:00,0,205
26.02.2020,02:00,0,208
26.02.2020,03:00,0,208
26.02.2020,04:00,0,208
26.02.2020,05:00,0,208
26.02.2020,06:00,0,218
26.02.2020,07:00,0,197
26.02.2020,08:00,0,191
26.02.2020,09:00,0,185
26.02.2020,10:00,0,188
26.02.2020,11:00,0,188
26.02.2020,12:00,0,192
26.02.2020,13:00,0,192
26.02.2020,14:00,0,196
26.02.2020,15:00,0,197
26.02.2020,16:00,0,194
26.02.2020,17:00,0,192
26.02.2020,18:00,0,192
26.02.2020,19:00,0,191
26.02.2020,20:00,0,198
26.02.2020,21:00,0,201
26.02.2020,22:00,0,210
26.02.2020,23:00,0,207
27.02.2020,00:00,0,208
27.02.2020,01:00,0,208
27.02.2020,02:00,0,205
27.02.2020,03:00,0,208
27.02.2020,04:00,0,208
27.02.2020,05:00,0,207
27.02.2020,06:00,0,200
27.02.2020,07:00,0,286
27.02.2020,08:00,0,307
27.02.2020,09:00,0,312
27.02.2020,10:00,0,246
27.02.2020,11:00,0,228
27.02.2020,12:00,0,233
27.02.2020,13:00,0,216
27.02.2020,14:00,0,279
27.02.2020,15:00,0,283
27.02.2020,16:00,0,269
27.02.2020,17:00,0,262
27.02.2020,18:00,0,256
27.02.2020,19:00,0,256
27.02.2020,20:00,0,230
27.02.2020,21:00,0,229
27.02.2020,22:00,0,225
27.02.2020,23:00,0,222
28.02.2020,00:00,0,223
28.02.2020,01:00,0,223
28.02.2020,02:00,0,221
28.02.2020,03:00,0,221
28.02.2020,04:00,0,220
28.02.2020,05:00,0,222
28.02.2020,06:00,0,222
28.02.2020,07:00,0,228
28.02.2020,08:00,0,226
28.02.2020,09:00,0,230
28.02.2020,10:00,0,230
28.02.2020,11:00,0,225
28.02.2020,12:00,0,225
28.02.2020,13:00,0,224
28.02.2020,14:00,0,223
28.02.2020,15:00,0,220
28.02.2020,16:00,0,218
28.02.2020,17:00,0,215
28.02.2020,18:00,0,216
28.02.2020,19:00,0,222
28.02.2020,20:00,0,221
28.02.2020,21:00,0,224
28.02.2020,22:00,0,224
28.02.2020,23:00,0,226
29.02.2020,00:00,0,225
29.02.2020,01:00,0,226
29.02.2020,02:00,0,226
29.02.2020,03:00,0,225
29.02.2020,04:00,0,223
29.02.2020,05:00,0,204
29.02.2020,06:00,0,203
29.02.2020,07:00,0,203
29.02.2020,08:00,0,204
29.02.2020,09:00,0,205
29.02.2020,10:00,0,207
29.02.2020,11:00,0,207
29.02.2020,12:00,0,207
29.02.2020,13:00,0,208
29.02.2020,14:00,0,216
29.02.2020,15:00,0,216
29.02.2020,16:00,0,216
29.02.2020,17:00,0,218
29.02.2020,18:00,0,216
29.02.2020,19:00,0,217
29.02.2020,20:00,0,217
29.02.2020,21:00,0,216
29.02.2020,22:00,0,207
29.02.2020,23:00,0,203
01.03.2020,00:00,0,223
01.03.2020,01:00,0,226
01.03.2020,02:00,0,223
01.03.2020,03:00,0,224
01.03.2020,04:00,0,224
01.03.2020,05:00,0,224
01.03.2020,06:00,0,223
01.03.2020,07:00,0,233
01.03.2020,08:00,0,231
01.03.2020,09:00,0,231
01.03.2020,10:00,0,230
01.03.2020,11:00,0,230
01.03.2020,12:00,0,231
01.03.2020,13:00,0,232
01.03.2020,14:00,0,230
01.03.2020,15:00,0,231
01.03.2020,16:00,0,230
01.03.2020,17:00,0,220
01.03.2020,18:00,0,212
01.03.2020,19:00,0,202
01.03.2020,20:00,0,198
01.03.2020,21:00,0,241
01.03.2020,22:00,0,254
01.03.2020,23:00,0,250
02.03.2020,00:00,0,245
02.03.2020,01:00,0,244
02.03.2020,02:00,0,244
02.03.2020,03:00,0,238
02.03.2020,04:00,20,268
02.03.2020,05:00,140,286
02.03.2020,06:00,199,249
02.03.2020,07:00,246,225
02.03.2020,08:00,243,219
02.03.2020,09:00,244,224
02.03.2020,10:00,211,203
02.03.2020,11:00,211,0
02.03.2020,12:00,214,0
02.03.2020,13:00,216,0
02.03.2020,14:00,215,0
02.03.2020,15:00,212,0
02.03.2020,16:00,212,0
02.03.2020,17:00,218,0
02.03.2020,18:00,323,0
02.03.2020,19:00,338,0
02.03.2020,20:00,258,0
02.03.2020,21:00,188,0
02.03.2020,22:00,193,0
02.03.2020,23:00,187,0
03.03.2020,00:00,185,0
03.03.2020,01:00,184,0
03.03.2020,02:00,185,0
03.03.2020,03:00,187,0
03.03.2020,04:00,176,0
03.03.2020,05:00,174,0
03.03.2020,06:00,285,0
03.03.2020,07:00,315,0
03.03.2020,08:00,314,0
03.03.2020,09:00,316,0
03.03.2020,10:00,317,0
03.03.2020,11:00,319,0
03.03.2020,12:00,320,0
03.03.2020,13:00,319,0
03.03.2020,14:00,299,0
03.03.2020,15:00,304,0
03.03.2020,16:00,322,0
03.03.2020,17:00,315,0
03.03.2020,18:00,319,0
03.03.2020,19:00,321,0
03.03.2020,20:00,324,0
03.03.2020,21:00,304,0
03.03.2020,22:00,229,0
03.03.2020,23:00,177,0
04.03.2020,00:00,165,0
04.03.2020,01:00,170,0
04.03.2020,02:00,169,0
04.03.2020,03:00,172,0
04.03.2020,04:00,163,0
04.03.2020,05:00,160,0
04.03.2020,06:00,262,0
04.03.2020,07:00,304,0
04.03.2020,08:00,320,0
04.03.2020,09:00,324,0
04.03.2020,10:00,328,0
04.03.2020,11:00,250,0
04.03.2020,12:00,188,0
04.03.2020,13:00,188,0
04.03.2020,14:00,189,0
04.03.2020,15:00,192,0
04.03.2020,16:00,186,0
04.03.2020,17:00,191,0
04.03.2020,18:00,290,0
04.03.2020,19:00,310,0
04.03.2020,20:00,307,0
04.03.2020,21:00,185,0
04.03.2020,22:00,172,0
04.03.2020,23:00,165,0
05.03.2020,00:00,168,0
05.03.2020,01:00,178,0
05.03.2020,02:00,172,0
05.03.2020,03:00,172,0
05.03.2020,04:00,175,0
05.03.2020,05:00,173,0
05.03.2020,06:00,174,0
05.03.2020,07:00,267,0
05.03.2020,08:00,303,0
05.03.2020,09:00,314,0
05.03.2020,10:00,220,0
05.03.2020,11:00,179,0
05.03.2020,12:00,184,0
05.03.2020,13:00,182,0
05.03.2020,14:00,180,0
05.03.2020,15:00,181,0
05.03.2020,16:00,182,0
05.03.2020,17:00,184,0
05.03.2020,18:00,186,0
05.03.2020,19:00,186,0
05.03.2020,20:00,188,0
05.03.2020,21:00,187,0
05.03.2020,22:00,184,0
05.03.2020,23:00,195,0
06.03.2020,00:00,171,0
06.03.2020,01:00,171,0
06.03.2020,02:00,171,0
06.03.2020,03:00,173,0
06.03.2020,04:00,171,0
06.03.2020,05:00,174,0
06.03.2020,06:00,168,0
06.03.2020,07:00,157,0
06.03.2020,08:00,153,0
06.03.2020,09:00,154,0
06.03.2020,10:00,153,0
06.03.2020,11:00,153,0
06.03.2020,12:00,168,0
06.03.2020,13:00,151,0
06.03.2020,14:00,158,0
06.03.2020,15:00,158,0
06.03.2020,16:00,159,0
06.03.2020,17:00,156,0
06.03.2020,18:00,158,0
06.03.2020,19:00,158,0
06.03.2020,20:00,156,0
06.03.2020,21:00,173,0
06.03.2020,22:00,178,0
06.03.2020,23:00,172,0
07.03.2020,00:00,172,0
07.03.2020,01:00,176,0
07.03.2020,02:00,171,0
07.03.2020,03:00,173,0
07.03.2020,04:00,171,0
07.03.2020,05:00,172,0
07.03.2020,06:00,164,0
07.03.2020,07:00,158,0
07.03.2020,08:00,153,0
07.03.2020,09:00,178,0
07.03.2020,10:00,175,0
07.03.2020,11:00,173,0
07.03.2020,12:00,184,0
07.03.2020,13:00,182,0
07.03.2020,14:00,198,0
07.03.2020,15:00,200,0
07.03.2020,16:00,202,0
07.03.2020,17:00,203,0
07.03.2020,18:00,288,0
07.03.2020,19:00,333,23
07.03.2020,20:00,248,246
07.03.2020,21:00,215,273
07.03.2020,22:00,229,276
07.03.2020,23:00,117,293
08.03.2020,00:00,0,246
08.03.2020,01:00,0,224
08.03.2020,02:00,0,224
08.03.2020,03:00,0,223
08.03.2020,04:00,0,224
08.03.2020,05:00,0,228
08.03.2020,06:00,0,234
08.03.2020,07:00,0,226
08.03.2020,08:00,0,221
08.03.2020,09:00,0,222
08.03.2020,10:00,0,219
08.03.2020,11:00,0,192
08.03.2020,12:00,0,189
08.03.2020,13:00,0,190
08.03.2020,14:00,0,190
08.03.2020,15:00,0,195
08.03.2020,16:00,0,194
08.03.2020,17:00,0,195
08.03.2020,18:00,0,202
08.03.2020,19:00,0,203
08.03.2020,20:00,0,204
08.03.2020,21:00,0,204
08.03.2020,22:00,0,202
08.03.2020,23:00,0,205
09.03.2020,00:00,0,206
09.03.2020,01:00,0,226
09.03.2020,02:00,0,225
09.03.2020,03:00,0,224
09.03.2020,04:00,0,214
09.03.2020,05:00,0,203
09.03.2020,06:00,0,198
09.03.2020,07:00,0,289
09.03.2020,08:00,0,322
09.03.2020,09:00,0,321
09.03.2020,10:00,0,305
09.03.2020,11:00,0,232
09.03.2020,12:00,0,205
09.03.2020,13:00,0,203
09.03.2020,14:00,0,204
09.03.2020,15:00,0,204
09.03.2020,16:00,0,208
09.03.2020,17:00,0,281
09.03.2020,18:00,0,313
09.03.2020,19:00,0,311
09.03.2020,20:00,0,228
09.03.2020,21:00,0,214
09.03.2020,22:00,0,217
09.03.2020,23:00,0,218
10.03.2020,00:00,0,217
10.03.2020,01:00,0,217
10.03.2020,02:00,0,216
10.03.2020,03:00,0,218
10.03.2020,04:00,0,217
10.03.2020,05:00,0,217
10.03.2020,06:00,0,213
10.03.2020,07:00,0,215
10.03.2020,08:00,0,213
10.03.2020,09:00,0,218
10.03.2020,10:00,0,217
10.03.2020,11:00,0,212
10.03.2020,12:00,0,212
10.03.2020,13:00,0,213
10.03.2020,14:00,0,213
10.03.2020,15:00,0,212
10.03.2020,16:00,0,212
10.03.2020,17:00,0,214
10.03.2020,18:00,0,211
10.03.2020,19:00,0,212
10.03.2020,20:00,0,213
10.03.2020,21:00,0,213
10.03.2020,22:00,0,213
10.03.2020,23:00,0,212
11.03.2020,00:00,0,214
11.03.2020,01:00,0,213
11.03.2020,02:00,0,213
11.03.2020,03:00,0,213
11.03.2020,04:00,0,213
11.03.2020,05:00,0,214
11.03.2020,06:00,0,213
11.03.2020,07:00,0,214
11.03.2020,08:00,0,213
11.03.2020,09:00,0,214
11.03.2020,10:00,0,215
11.03.2020,11:00,0,294
11.03.2020,12:00,0,298
11.03.2020,13:00,0,296
11.03.2020,14:00,0,297
11.03.2020,15:00,0,294
11.03.2020,16:00,0,231
11.03.2020,17:00,0,224
11.03.2020,18:00,0,209
11.03.2020,19:00,0,217
11.03.2020,20:00,0,223
11.03.2020,21:00,0,219
11.03.2020,22:00,0,214
11.03.2020,23:00,0,213
12.03.2020,00:00,0,218
12.03.2020,01:00,0,217
12.03.2020,02:00,0,217
12.03.2020,03:00,0,217
12.03.2020,04:00,0,217
12.03.2020,05:00,0,215
12.03.2020,06:00,0,214
12.03.2020,07:00,0,213
12.03.2020,08:00,0,212
12.03.2020,09:00,0,212
12.03.2020,10:00,0,212
12.03.2020,11:00,0,213
12.03.2020,12:00,0,212
12.03.2020,13:00,0,213
12.03.2020,14:00,0,213
12.03.2020,15:00,0,213
12.03.2020,16:00,0,213
12.03.2020,17:00,0,213
12.03.2020,18:00,0,213
12.03.2020,19:00,0,213
12.03.2020,20:00,0,213
12.03.2020,21:00,0,214
12.03.2020,22:00,0,215
12.03.2020,23:00,0,214
13.03.2020,00:00,0,213
13.03.2020,01:00,0,213
13.03.2020,02:00,0,213
13.03.2020,03:00,0,213
13.03.2020,04:00,0,214
13.03.2020,05:00,0,209
13.03.2020,06:00,0,208
13.03.2020,07:00,0,201
13.03.2020,08:00,0,205
13.03.2020,09:00,0,210
13.03.2020,10:00,0,206
13.03.2020,11:00,0,208
13.03.2020,12:00,0,206
13.03.2020,13:00,0,209
13.03.2020,14:00,0,213
13.03.2020,15:00,0,214
13.03.2020,16:00,0,215
13.03.2020,17:00,0,212
13.03.2020,18:00,0,214
13.03.2020,19:00,0,213
13.03.2020,20:00,0,214
13.03.2020,21:00,0,214
13.03.2020,22:00,0,214
13.03.2020,23:00,0,213
14.03.2020,00:00,0,214
14.03.2020,01:00,0,214
14.03.2020,02:00,0,213
14.03.2020,03:00,0,213
14.03.2020,04:00,0,214
14.03.2020,05:00,0,214
14.03.2020,06:00,0,215
14.03.2020,07:00,0,211
14.03.2020,08:00,0,212
14.03.2020,09:00,0,213
14.03.2020,10:00,0,214
14.03.2020,11:00,0,215
14.03.2020,12:00,0,214
14.03.2020,13:00,0,214
14.03.2020,14:00,0,215
14.03.2020,15:00,0,215
14.03.2020,16:00,0,215
14.03.2020,17:00,0,214
14.03.2020,18:00,0,213
14.03.2020,19:00,0,214
14.03.2020,20:00,0,215
14.03.2020,21:00,0,214
14.03.2020,22:00,0,213
14.03.2020,23:00,0,213
15.03.2020,00:00,0,214
15.03.2020,01:00,0,214
15.03.2020,02:00,0,214
15.03.2020,03:00,0,213
15.03.2020,04:00,0,212
15.03.2020,05:00,0,213
15.03.2020,06:00,0,214
15.03.2020,07:00,0,213
15.03.2020,08:00,0,214
15.03.2020,09:00,0,213
15.03.2020,10:00,0,215
15.03.2020,11:00,0,215
15.03.2020,12:00,0,213
15.03.2020,13:00,0,218
15.03.2020,14:00,0,220
15.03.2020,15:00,0,219
15.03.2020,16:00,0,219
15.03.2020,17:00,0,214
15.03.2020,18:00,0,213
15.03.2020,19:00,0,212
15.03.2020,20:00,0,213
15.03.2020,21:00,0,212
15.03.2020,22:00,0,212
15.03.2020,23:00,0,213
16.03.2020,00:00,0,212
16.03.2020,01:00,0,213
16.03.2020,02:00,0,213
16.03.2020,03:00,0,212
16.03.2020,04:00,0,214
16.03.2020,05:00,0,212
16.03.2020,06:00,0,213
16.03.2020,07:00,0,213
16.03.2020,08:00,0,212
16.03.2020,09:00,0,219
16.03.2020,10:00,0,254
16.03.2020,11:00,0,278
16.03.2020,12:00,0,284
16.03.2020,13:00,0,260
16.03.2020,14:00,0,268
16.03.2020,15:00,0,268
16.03.2020,16:00,0,268
16.03.2020,17:00,4,232
16.03.2020,18:00,82,253
16.03.2020,19:00,178,230
16.03.2020,20:00,238,226
16.03.2020,21:00,271,213
16.03.2020,22:00,276,152
16.03.2020,23:00,262,0
17.03.2020,00:00,210,0
17.03.2020,01:00,171,0
17.03.2020,02:00,173,0
17.03.2020,03:00,171,0
17.03.2020,04:00,173,0
17.03.2020,05:00,171,0
17.03.2020,06:00,164,0
17.03.2020,07:00,163,0
17.03.2020,08:00,162,0
17.03.2020,09:00,162,0
17.03.2020,10:00,157,0
17.03.2020,11:00,160,0
17.03.2020,12:00,184,0
17.03.2020,13:00,174,0
17.03.2020,14:00,174,0
17.03.2020,15:00,173,0
17.03.2020,16:00,168,0
17.03.2020,17:00,171,0
17.03.2020,18:00,167,0
17.03.2020,19:00,168,0
17.03.2020,20:00,170,0
17.03.2020,21:00,189,0
17.03.2020,22:00,176,0
