Datum,Uhrzeit,Generation_DE Klingenberg[MW]
14.02.2020,11:00,127
14.02.2020,12:00,87
14.02.2020,13:00,67
14.02.2020,14:00,68
14.02.2020,15:00,116
14.02.2020,16:00,117
14.02.2020,17:00,101
14.02.2020,18:00,101
14.02.2020,19:00,101
14.02.2020,20:00,101
14.02.2020,21:00,109
14.02.2020,22:00,110
14.02.2020,23:00,122
15.02.2020,00:00,125
15.02.2020,01:00,120
15.02.2020,02:00,119
15.02.2020,03:00,119
15.02.2020,04:00,119
15.02.2020,05:00,119
15.02.2020,06:00,119
15.02.2020,07:00,119
15.02.2020,08:00,119
15.02.2020,09:00,119
15.02.2020,10:00,119
15.02.2020,11:00,113
15.02.2020,12:00,101
15.02.2020,13:00,96
15.02.2020,14:00,76
15.02.2020,15:00,75
15.02.2020,16:00,98
15.02.2020,17:00,133
15.02.2020,18:00,134
15.02.2020,19:00,125
15.02.2020,20:00,53
15.02.2020,21:00,50
15.02.2020,22:00,50
15.02.2020,23:00,51
16.02.2020,00:00,52
16.02.2020,01:00,52
16.02.2020,02:00,52
16.02.2020,03:00,52
16.02.2020,04:00,52
16.02.2020,05:00,52
16.02.2020,06:00,52
16.02.2020,07:00,52
16.02.2020,08:00,52
16.02.2020,09:00,52
16.02.2020,10:00,52
16.02.2020,11:00,52
16.02.2020,12:00,52
16.02.2020,13:00,52
16.02.2020,14:00,52
16.02.2020,15:00,52
16.02.2020,16:00,52
16.02.2020,17:00,52
16.02.2020,18:00,51
16.02.2020,19:00,52
16.02.2020,20:00,52
16.02.2020,21:00,52
16.02.2020,22:00,52
16.02.2020,23:00,52
17.02.2020,00:00,51
17.02.2020,01:00,51
17.02.2020,02:00,51
17.02.2020,03:00,51
17.02.2020,04:00,51
17.02.2020,05:00,57
17.02.2020,06:00,88
17.02.2020,07:00,96
17.02.2020,08:00,105
17.02.2020,09:00,105
17.02.2020,10:00,105
17.02.2020,11:00,105
17.02.2020,12:00,115
17.02.2020,13:00,115
17.02.2020,14:00,115
17.02.2020,15:00,115
17.02.2020,16:00,115
17.02.2020,17:00,112
17.02.2020,18:00,100
17.02.2020,19:00,100
17.02.2020,20:00,100
17.02.2020,21:00,100
17.02.2020,22:00,101
17.02.2020,23:00,101
18.02.2020,00:00,100
18.02.2020,01:00,91
18.02.2020,02:00,90
18.02.2020,03:00,82
18.02.2020,04:00,83
18.02.2020,05:00,106
18.02.2020,06:00,111
18.02.2020,07:00,111
18.02.2020,08:00,110
18.02.2020,09:00,92
18.02.2020,10:00,91
18.02.2020,11:00,91
18.02.2020,12:00,81
18.02.2020,13:00,81
18.02.2020,14:00,82
18.02.2020,15:00,81
18.02.2020,16:00,81
18.02.2020,17:00,102
18.02.2020,18:00,124
18.02.2020,19:00,124
18.02.2020,20:00,124
18.02.2020,21:00,124
18.02.2020,22:00,124
18.02.2020,23:00,124
19.02.2020,00:00,125
19.02.2020,01:00,114
19.02.2020,02:00,100
19.02.2020,03:00,86
19.02.2020,04:00,91
19.02.2020,05:00,122
19.02.2020,06:00,105
19.02.2020,07:00,104
19.02.2020,08:00,93
19.02.2020,09:00,86
19.02.2020,10:00,86
19.02.2020,11:00,86
19.02.2020,12:00,86
19.02.2020,13:00,85
19.02.2020,14:00,95
19.02.2020,15:00,104
19.02.2020,16:00,106
19.02.2020,17:00,106
19.02.2020,18:00,123
19.02.2020,19:00,130
19.02.2020,20:00,134
19.02.2020,21:00,134
19.02.2020,22:00,131
19.02.2020,23:00,115
20.02.2020,00:00,115
20.02.2020,01:00,115
20.02.2020,02:00,115
20.02.2020,03:00,107
20.02.2020,04:00,112
20.02.2020,05:00,131
20.02.2020,06:00,123
20.02.2020,07:00,115
20.02.2020,08:00,127
20.02.2020,09:00,127
20.02.2020,10:00,127
20.02.2020,11:00,124
20.02.2020,12:00,101
20.02.2020,13:00,80
20.02.2020,14:00,73
20.02.2020,15:00,73
20.02.2020,16:00,75
20.02.2020,17:00,92
20.02.2020,18:00,109
20.02.2020,19:00,110
20.02.2020,20:00,114
20.02.2020,21:00,114
20.02.2020,22:00,115
20.02.2020,23:00,114
21.02.2020,00:00,96
21.02.2020,01:00,96
21.02.2020,02:00,96
21.02.2020,03:00,96
21.02.2020,04:00,97
21.02.2020,05:00,114
21.02.2020,06:00,107
21.02.2020,07:00,105
21.02.2020,08:00,105
21.02.2020,09:00,105
21.02.2020,10:00,105
21.02.2020,11:00,105
21.02.2020,12:00,105
21.02.2020,13:00,105
21.02.2020,14:00,107
21.02.2020,15:00,123
21.02.2020,16:00,123
21.02.2020,17:00,132
21.02.2020,18:00,138
21.02.2020,19:00,138
21.02.2020,20:00,138
21.02.2020,21:00,138
21.02.2020,22:00,135
21.02.2020,23:00,89
22.02.2020,00:00,60
22.02.2020,01:00,53
22.02.2020,02:00,50
22.02.2020,03:00,50
22.02.2020,04:00,50
22.02.2020,05:00,50
22.02.2020,06:00,51
22.02.2020,07:00,51
22.02.2020,08:00,51
22.02.2020,09:00,51
22.02.2020,10:00,51
22.02.2020,11:00,51
22.02.2020,12:00,51
22.02.2020,13:00,51
22.02.2020,14:00,52
22.02.2020,15:00,52
22.02.2020,16:00,51
22.02.2020,17:00,52
22.02.2020,18:00,52
22.02.2020,19:00,51
22.02.2020,20:00,51
22.02.2020,21:00,52
22.02.2020,22:00,51
22.02.2020,23:00,52
23.02.2020,00:00,51
23.02.2020,01:00,52
23.02.2020,02:00,51
23.02.2020,03:00,51
23.02.2020,04:00,52
23.02.2020,05:00,52
23.02.2020,06:00,51
23.02.2020,07:00,52
23.02.2020,08:00,96
23.02.2020,09:00,115
23.02.2020,10:00,115
23.02.2020,11:00,130
23.02.2020,12:00,132
23.02.2020,13:00,132
23.02.2020,14:00,109
23.02.2020,15:00,55
23.02.2020,16:00,52
23.02.2020,17:00,52
23.02.2020,18:00,52
23.02.2020,19:00,52
23.02.2020,20:00,54
23.02.2020,21:00,54
23.02.2020,22:00,53
23.02.2020,23:00,53
24.02.2020,00:00,53
24.02.2020,01:00,53
24.02.2020,02:00,53
24.02.2020,03:00,56
24.02.2020,04:00,97
24.02.2020,05:00,105
24.02.2020,06:00,109
24.02.2020,07:00,114
24.02.2020,08:00,114
24.02.2020,09:00,114
24.02.2020,10:00,109
24.02.2020,11:00,100
24.02.2020,12:00,92
24.02.2020,13:00,82
24.02.2020,14:00,91
24.02.2020,15:00,100
24.02.2020,16:00,104
24.02.2020,17:00,104
24.02.2020,18:00,105
24.02.2020,19:00,91
24.02.2020,20:00,90
24.02.2020,21:00,90
24.02.2020,22:00,90
24.02.2020,23:00,57
25.02.2020,00:00,55
25.02.2020,01:00,55
25.02.2020,02:00,55
25.02.2020,03:00,55
25.02.2020,04:00,55
25.02.2020,05:00,59
25.02.2020,06:00,76
25.02.2020,07:00,76
25.02.2020,08:00,77
25.02.2020,09:00,84
25.02.2020,10:00,81
25.02.2020,11:00,69
25.02.2020,12:00,69
25.02.2020,13:00,70
25.02.2020,14:00,70
25.02.2020,15:00,70
25.02.2020,16:00,72
25.02.2020,17:00,86
25.02.2020,18:00,86
25.02.2020,19:00,93
25.02.2020,20:00,96
25.02.2020,21:00,96
25.02.2020,22:00,96
25.02.2020,23:00,93
26.02.2020,00:00,81
26.02.2020,01:00,73
26.02.2020,02:00,74
26.02.2020,03:00,74
26.02.2020,04:00,74
26.02.2020,05:00,83
26.02.2020,06:00,99
26.02.2020,07:00,100
26.02.2020,08:00,108
26.02.2020,09:00,116
26.02.2020,10:00,110
26.02.2020,11:00,111
26.02.2020,12:00,118
26.02.2020,13:00,123
26.02.2020,14:00,123
26.02.2020,15:00,135
26.02.2020,16:00,134
26.02.2020,17:00,123
26.02.2020,18:00,123
26.02.2020,19:00,122
26.02.2020,20:00,116
26.02.2020,21:00,111
26.02.2020,22:00,90
26.02.2020,23:00,91
27.02.2020,00:00,92
27.02.2020,01:00,91
27.02.2020,02:00,91
27.02.2020,03:00,92
27.02.2020,04:00,91
27.02.2020,05:00,95
27.02.2020,06:00,110
27.02.2020,07:00,110
27.02.2020,08:00,124
27.02.2020,09:00,128
27.02.2020,10:00,119
27.02.2020,11:00,109
27.02.2020,12:00,104
27.02.2020,13:00,100
27.02.2020,14:00,101
27.02.2020,15:00,76
27.02.2020,16:00,96
27.02.2020,17:00,116
27.02.2020,18:00,116
27.02.2020,19:00,116
27.02.2020,20:00,115
27.02.2020,21:00,112
27.02.2020,22:00,90
27.02.2020,23:00,91
28.02.2020,00:00,91
28.02.2020,01:00,90
28.02.2020,02:00,90
28.02.2020,03:00,100
28.02.2020,04:00,103
28.02.2020,05:00,115
28.02.2020,06:00,124
28.02.2020,07:00,123
28.02.2020,08:00,123
28.02.2020,09:00,123
28.02.2020,10:00,124
28.02.2020,11:00,124
28.02.2020,12:00,118
28.02.2020,13:00,110
28.02.2020,14:00,91
28.02.2020,15:00,75
28.02.2020,16:00,71
28.02.2020,17:00,71
28.02.2020,18:00,82
28.02.2020,19:00,100
28.02.2020,20:00,100
28.02.2020,21:00,100
28.02.2020,22:00,99
28.02.2020,23:00,81
29.02.2020,00:00,63
29.02.2020,01:00,63
29.02.2020,02:00,64
29.02.2020,03:00,64
29.02.2020,04:00,68
29.02.2020,05:00,69
29.02.2020,06:00,69
29.02.2020,07:00,76
29.02.2020,08:00,78
29.02.2020,09:00,78
29.02.2020,10:00,78
29.02.2020,11:00,74
29.02.2020,12:00,73
29.02.2020,13:00,73
29.02.2020,14:00,74
29.02.2020,15:00,73
29.02.2020,16:00,73
29.02.2020,17:00,91
29.02.2020,18:00,92
29.02.2020,19:00,92
29.02.2020,20:00,92
29.02.2020,21:00,74
29.02.2020,22:00,73
29.02.2020,23:00,73
01.03.2020,00:00,73
01.03.2020,01:00,73
01.03.2020,02:00,73
01.03.2020,03:00,73
01.03.2020,04:00,73
01.03.2020,05:00,73
01.03.2020,06:00,73
01.03.2020,07:00,72
01.03.2020,08:00,72
01.03.2020,09:00,90
01.03.2020,10:00,100
01.03.2020,11:00,79
01.03.2020,12:00,68
01.03.2020,13:00,69
01.03.2020,14:00,69
01.03.2020,15:00,71
01.03.2020,16:00,105
01.03.2020,17:00,105
01.03.2020,18:00,105
01.03.2020,19:00,105
01.03.2020,20:00,105
01.03.2020,21:00,109
01.03.2020,22:00,110
01.03.2020,23:00,102
02.03.2020,00:00,86
02.03.2020,01:00,77
02.03.2020,02:00,77
02.03.2020,03:00,83
02.03.2020,04:00,108
02.03.2020,05:00,123
02.03.2020,06:00,123
02.03.2020,07:00,108
02.03.2020,08:00,98
02.03.2020,09:00,96
02.03.2020,10:00,84
02.03.2020,11:00,81
02.03.2020,12:00,68
02.03.2020,13:00,68
02.03.2020,14:00,68
02.03.2020,15:00,68
02.03.2020,16:00,69
02.03.2020,17:00,70
02.03.2020,18:00,89
02.03.2020,19:00,101
02.03.2020,20:00,101
02.03.2020,21:00,92
02.03.2020,22:00,74
02.03.2020,23:00,70
03.03.2020,00:00,60
03.03.2020,01:00,60
03.03.2020,02:00,60
03.03.2020,03:00,60
03.03.2020,04:00,65
03.03.2020,05:00,73
03.03.2020,06:00,87
03.03.2020,07:00,110
03.03.2020,08:00,110
03.03.2020,09:00,109
03.03.2020,10:00,87
03.03.2020,11:00,87
03.03.2020,12:00,86
03.03.2020,13:00,73
03.03.2020,14:00,74
03.03.2020,15:00,73
03.03.2020,16:00,83
03.03.2020,17:00,91
03.03.2020,18:00,99
03.03.2020,19:00,105
03.03.2020,20:00,105
03.03.2020,21:00,104
03.03.2020,22:00,96
03.03.2020,23:00,96
04.03.2020,00:00,92
04.03.2020,01:00,88
04.03.2020,02:00,88
04.03.2020,03:00,97
04.03.2020,04:00,88
04.03.2020,05:00,95
04.03.2020,06:00,112
04.03.2020,07:00,118
04.03.2020,08:00,108
04.03.2020,09:00,98
04.03.2020,10:00,87
04.03.2020,11:00,78
04.03.2020,12:00,73
04.03.2020,13:00,73
04.03.2020,14:00,73
04.03.2020,15:00,69
04.03.2020,16:00,64
04.03.2020,17:00,76
04.03.2020,18:00,86
04.03.2020,19:00,86
04.03.2020,20:00,86
04.03.2020,21:00,86
04.03.2020,22:00,78
04.03.2020,23:00,69
05.03.2020,00:00,69
05.03.2020,01:00,69
05.03.2020,02:00,69
05.03.2020,03:00,69
05.03.2020,04:00,71
05.03.2020,05:00,93
05.03.2020,06:00,111
05.03.2020,07:00,128
05.03.2020,08:00,138
05.03.2020,09:00,138
05.03.2020,10:00,110
05.03.2020,11:00,87
05.03.2020,12:00,73
05.03.2020,13:00,72
05.03.2020,14:00,72
05.03.2020,15:00,75
05.03.2020,16:00,91
05.03.2020,17:00,105
05.03.2020,18:00,106
05.03.2020,19:00,123
05.03.2020,20:00,123
05.03.2020,21:00,123
05.03.2020,22:00,123
05.03.2020,23:00,104
06.03.2020,00:00,86
06.03.2020,01:00,86
06.03.2020,02:00,86
06.03.2020,03:00,86
06.03.2020,04:00,86
06.03.2020,05:00,86
06.03.2020,06:00,100
06.03.2020,07:00,114
06.03.2020,08:00,114
06.03.2020,09:00,114
06.03.2020,10:00,114
06.03.2020,11:00,114
06.03.2020,12:00,114
06.03.2020,13:00,114
06.03.2020,14:00,122
06.03.2020,15:00,121
06.03.2020,16:00,119
06.03.2020,17:00,119
06.03.2020,18:00,119
06.03.2020,19:00,119
06.03.2020,20:00,119
06.03.2020,21:00,105
06.03.2020,22:00,86
06.03.2020,23:00,72
07.03.2020,00:00,73
07.03.2020,01:00,82
07.03.2020,02:00,81
07.03.2020,03:00,81
07.03.2020,04:00,99
07.03.2020,05:00,110
07.03.2020,06:00,123
07.03.2020,07:00,124
07.03.2020,08:00,124
07.03.2020,09:00,126
07.03.2020,10:00,129
07.03.2020,11:00,129
07.03.2020,12:00,120
07.03.2020,13:00,119
07.03.2020,14:00,120
07.03.2020,15:00,131
07.03.2020,16:00,133
07.03.2020,17:00,133
07.03.2020,18:00,133
07.03.2020,19:00,133
07.03.2020,20:00,133
07.03.2020,21:00,133
07.03.2020,22:00,133
07.03.2020,23:00,133
08.03.2020,00:00,133
08.03.2020,01:00,133
08.03.2020,02:00,109
08.03.2020,03:00,90
08.03.2020,04:00,91
08.03.2020,05:00,95
08.03.2020,06:00,95
08.03.2020,07:00,95
08.03.2020,08:00,76
08.03.2020,09:00,74
08.03.2020,10:00,69
08.03.2020,11:00,69
08.03.2020,12:00,68
08.03.2020,13:00,69
08.03.2020,14:00,71
08.03.2020,15:00,89
08.03.2020,16:00,125
08.03.2020,17:00,133
08.03.2020,18:00,133
08.03.2020,19:00,133
08.03.2020,20:00,135
08.03.2020,21:00,137
08.03.2020,22:00,137
08.03.2020,23:00,128
09.03.2020,00:00,128
09.03.2020,01:00,127
09.03.2020,02:00,127
09.03.2020,03:00,128
09.03.2020,04:00,128
09.03.2020,05:00,127
09.03.2020,06:00,127
09.03.2020,07:00,127
09.03.2020,08:00,127
09.03.2020,09:00,127
09.03.2020,10:00,127
09.03.2020,11:00,127
09.03.2020,12:00,128
09.03.2020,13:00,128
09.03.2020,14:00,127
09.03.2020,15:00,127
09.03.2020,16:00,127
09.03.2020,17:00,127
09.03.2020,18:00,127
09.03.2020,19:00,127
09.03.2020,20:00,127
09.03.2020,21:00,127
09.03.2020,22:00,125
09.03.2020,23:00,114
10.03.2020,00:00,114
10.03.2020,01:00,114
10.03.2020,02:00,113
10.03.2020,03:00,116
10.03.2020,04:00,123
10.03.2020,05:00,123
10.03.2020,06:00,132
10.03.2020,07:00,133
10.03.2020,08:00,132
10.03.2020,09:00,132
10.03.2020,10:00,132
10.03.2020,11:00,132
10.03.2020,12:00,132
10.03.2020,13:00,132
10.03.2020,14:00,132
10.03.2020,15:00,132
10.03.2020,16:00,132
10.03.2020,17:00,132
10.03.2020,18:00,132
10.03.2020,19:00,132
10.03.2020,20:00,131
10.03.2020,21:00,105
10.03.2020,22:00,102
10.03.2020,23:00,70
11.03.2020,00:00,68
11.03.2020,01:00,67
11.03.2020,02:00,66
11.03.2020,03:00,80
11.03.2020,04:00,91
11.03.2020,05:00,116
11.03.2020,06:00,128
11.03.2020,07:00,128
11.03.2020,08:00,128
11.03.2020,09:00,128
11.03.2020,10:00,119
11.03.2020,11:00,118
11.03.2020,12:00,92
11.03.2020,13:00,82
11.03.2020,14:00,91
11.03.2020,15:00,91
11.03.2020,16:00,83
11.03.2020,17:00,91
11.03.2020,18:00,91
11.03.2020,19:00,99
11.03.2020,20:00,101
11.03.2020,21:00,101
11.03.2020,22:00,101
11.03.2020,23:00,96
12.03.2020,00:00,63
12.03.2020,01:00,59
12.03.2020,02:00,59
12.03.2020,03:00,59
12.03.2020,04:00,59
12.03.2020,05:00,66
12.03.2020,06:00,110
12.03.2020,07:00,105
12.03.2020,08:00,101
12.03.2020,09:00,96
12.03.2020,10:00,90
12.03.2020,11:00,64
12.03.2020,12:00,63
12.03.2020,13:00,63
12.03.2020,14:00,63
12.03.2020,15:00,77
12.03.2020,16:00,101
12.03.2020,17:00,100
12.03.2020,18:00,100
12.03.2020,19:00,101
12.03.2020,20:00,100
12.03.2020,21:00,100
12.03.2020,22:00,101
12.03.2020,23:00,101
13.03.2020,00:00,79
13.03.2020,01:00,78
13.03.2020,02:00,78
13.03.2020,03:00,78
13.03.2020,04:00,83
13.03.2020,05:00,108
13.03.2020,06:00,128
13.03.2020,07:00,128
13.03.2020,08:00,127
13.03.2020,09:00,119
13.03.2020,10:00,94
13.03.2020,11:00,94
13.03.2020,12:00,100
13.03.2020,13:00,99
13.03.2020,14:00,90
13.03.2020,15:00,81
13.03.2020,16:00,87
13.03.2020,17:00,87
13.03.2020,18:00,98
13.03.2020,19:00,107
13.03.2020,20:00,108
13.03.2020,21:00,108
13.03.2020,22:00,108
13.03.2020,23:00,108
14.03.2020,00:00,108
14.03.2020,01:00,99
14.03.2020,02:00,99
14.03.2020,03:00,99
14.03.2020,04:00,99
14.03.2020,05:00,106
14.03.2020,06:00,111
14.03.2020,07:00,130
14.03.2020,08:00,127
14.03.2020,09:00,123
14.03.2020,10:00,92
14.03.2020,11:00,83
14.03.2020,12:00,90
14.03.2020,13:00,92
14.03.2020,14:00,94
14.03.2020,15:00,112
14.03.2020,16:00,119
14.03.2020,17:00,121
14.03.2020,18:00,121
14.03.2020,19:00,121
14.03.2020,20:00,122
14.03.2020,21:00,122
14.03.2020,22:00,123
14.03.2020,23:00,125
15.03.2020,00:00,120
15.03.2020,01:00,117
15.03.2020,02:00,113
15.03.2020,03:00,87
15.03.2020,04:00,95
15.03.2020,05:00,87
15.03.2020,06:00,87
15.03.2020,07:00,88
15.03.2020,08:00,87
15.03.2020,09:00,87
15.03.2020,10:00,87
15.03.2020,11:00,87
15.03.2020,12:00,87
15.03.2020,13:00,87
15.03.2020,14:00,87
15.03.2020,15:00,87
15.03.2020,16:00,91
15.03.2020,17:00,128
15.03.2020,18:00,132
15.03.2020,19:00,132
15.03.2020,20:00,132
15.03.2020,21:00,132
15.03.2020,22:00,132
15.03.2020,23:00,128
16.03.2020,00:00,111
16.03.2020,01:00,110
16.03.2020,02:00,110
16.03.2020,03:00,113
16.03.2020,04:00,129
16.03.2020,05:00,124
16.03.2020,06:00,123
16.03.2020,07:00,123
16.03.2020,08:00,123
16.03.2020,09:00,123
16.03.2020,10:00,112
16.03.2020,11:00,81
16.03.2020,12:00,69
16.03.2020,13:00,59
16.03.2020,14:00,58
16.03.2020,15:00,59
16.03.2020,16:00,59
16.03.2020,17:00,59
16.03.2020,18:00,69
16.03.2020,19:00,84
16.03.2020,20:00,88
16.03.2020,21:00,87
16.03.2020,22:00,87
16.03.2020,23:00,87
17.03.2020,00:00,87
17.03.2020,01:00,88
17.03.2020,02:00,92
17.03.2020,03:00,92
17.03.2020,04:00,101
17.03.2020,05:00,115
17.03.2020,06:00,115
17.03.2020,07:00,101
17.03.2020,08:00,98
17.03.2020,09:00,94
17.03.2020,10:00,109
17.03.2020,11:00,115
17.03.2020,12:00,95
17.03.2020,13:00,91
17.03.2020,14:00,82
17.03.2020,15:00,74
17.03.2020,16:00,85
17.03.2020,17:00,86
17.03.2020,18:00,102
17.03.2020,19:00,115
17.03.2020,20:00,119
17.03.2020,21:00,118
17.03.2020,22:00,86
17.03.2020,23:00,80
18.03.2020,00:00,71
18.03.2020,01:00,36
18.03.2020,02:00,25
18.03.2020,03:00,27
18.03.2020,04:00,22
18.03.2020,05:00,23
18.03.2020,06:00,23
18.03.2020,07:00,21
18.03.2020,08:00,15
18.03.2020,09:00,12
18.03.2020,10:00,7
18.03.2020,11:00,5
18.03.2020,12:00,5
18.03.2020,13:00,5
18.03.2020,14:00,5
18.03.2020,15:00,20
18.03.2020,16:00,28
18.03.2020,17:00,35
18.03.2020,18:00,34
18.03.2020,19:00,34
18.03.2020,20:00,40
18.03.2020,21:00,38
18.03.2020,22:00,37
18.03.2020,23:00,37
19.03.2020,00:00,37
19.03.2020,01:00,44
19.03.2020,02:00,51
19.03.2020,03:00,53
19.03.2020,04:00,48
19.03.2020,05:00,52
19.03.2020,06:00,59
19.03.2020,07:00,58
19.03.2020,08:00,58
19.03.2020,09:00,59
19.03.2020,10:00,59
19.03.2020,11:00,59
19.03.2020,12:00,58
19.03.2020,13:00,58
19.03.2020,14:00,60
19.03.2020,15:00,86
19.03.2020,16:00,86
19.03.2020,17:00,91
19.03.2020,18:00,103
19.03.2020,19:00,104
19.03.2020,20:00,106
19.03.2020,21:00,104
19.03.2020,22:00,105
19.03.2020,23:00,104
20.03.2020,00:00,96
20.03.2020,01:00,95
20.03.2020,02:00,96
20.03.2020,03:00,96
20.03.2020,04:00,107
20.03.2020,05:00,114
20.03.2020,06:00,115
20.03.2020,07:00,114
20.03.2020,08:00,114
20.03.2020,09:00,114
20.03.2020,10:00,114
20.03.2020,11:00,114
20.03.2020,12:00,114
20.03.2020,13:00,114
20.03.2020,14:00,114
20.03.2020,15:00,115
20.03.2020,16:00,114
20.03.2020,17:00,114
20.03.2020,18:00,114
20.03.2020,19:00,114
20.03.2020,20:00,114
20.03.2020,21:00,114
20.03.2020,22:00,115
20.03.2020,23:00,115
21.03.2020,00:00,115
21.03.2020,01:00,115
21.03.2020,02:00,114
21.03.2020,03:00,114
21.03.2020,04:00,97
21.03.2020,05:00,87
21.03.2020,06:00,87
21.03.2020,07:00,102
21.03.2020,08:00,123
21.03.2020,09:00,77
21.03.2020,10:00,68
21.03.2020,11:00,79
21.03.2020,12:00,82
21.03.2020,13:00,83
21.03.2020,14:00,83
21.03.2020,15:00,83
21.03.2020,16:00,86
21.03.2020,17:00,109
21.03.2020,18:00,125
21.03.2020,19:00,133
21.03.2020,20:00,133
21.03.2020,21:00,134
21.03.2020,22:00,133
21.03.2020,23:00,136
22.03.2020,00:00,128
22.03.2020,01:00,128
22.03.2020,02:00,128
22.03.2020,03:00,127
22.03.2020,04:00,128
22.03.2020,05:00,128
22.03.2020,06:00,128
22.03.2020,07:00,128
22.03.2020,08:00,128
22.03.2020,09:00,111
22.03.2020,10:00,93
22.03.2020,11:00,86
22.03.2020,12:00,87
22.03.2020,13:00,87
22.03.2020,14:00,81
22.03.2020,15:00,78
22.03.2020,16:00,83
22.03.2020,17:00,123
22.03.2020,18:00,134
22.03.2020,19:00,133
22.03.2020,20:00,133
22.03.2020,21:00,134
22.03.2020,22:00,133
22.03.2020,23:00,133
23.03.2020,00:00,133
23.03.2020,01:00,133
23.03.2020,02:00,133
23.03.2020,03:00,133
23.03.2020,04:00,133
23.03.2020,05:00,133
23.03.2020,06:00,133
23.03.2020,07:00,132
23.03.2020,08:00,132
23.03.2020,09:00,132
23.03.2020,10:00,131
23.03.2020,11:00,130
23.03.2020,12:00,119
23.03.2020,13:00,100
23.03.2020,14:00,87
23.03.2020,15:00,87
23.03.2020,16:00,87
23.03.2020,17:00,89
23.03.2020,18:00,107
23.03.2020,19:00,107
23.03.2020,20:00,107
23.03.2020,21:00,107
23.03.2020,22:00,107
23.03.2020,23:00,115
24.03.2020,00:00,118
24.03.2020,01:00,127
24.03.2020,02:00,133
24.03.2020,03:00,132
24.03.2020,04:00,133
24.03.2020,05:00,133
24.03.2020,06:00,132
24.03.2020,07:00,132
24.03.2020,08:00,132
24.03.2020,09:00,132
24.03.2020,10:00,118
24.03.2020,11:00,79
24.03.2020,12:00,77
24.03.2020,13:00,78
24.03.2020,14:00,78
24.03.2020,15:00,75
24.03.2020,16:00,73
24.03.2020,17:00,72
24.03.2020,18:00,73
24.03.2020,19:00,73
24.03.2020,20:00,82
24.03.2020,21:00,87
24.03.2020,22:00,88
24.03.2020,23:00,88
25.03.2020,00:00,88
25.03.2020,01:00,88
25.03.2020,02:00,105
25.03.2020,03:00,122
25.03.2020,04:00,122
25.03.2020,05:00,122
25.03.2020,06:00,122
25.03.2020,07:00,122
25.03.2020,08:00,122
25.03.2020,09:00,122
25.03.2020,10:00,122
25.03.2020,11:00,122
25.03.2020,12:00,122
25.03.2020,13:00,115
25.03.2020,14:00,112
25.03.2020,15:00,113
25.03.2020,16:00,112
25.03.2020,17:00,112
25.03.2020,18:00,105
25.03.2020,19:00,117
25.03.2020,20:00,117
25.03.2020,21:00,117
25.03.2020,22:00,108
25.03.2020,23:00,103
26.03.2020,00:00,95
26.03.2020,01:00,93
26.03.2020,02:00,102
26.03.2020,03:00,126
26.03.2020,04:00,133
26.03.2020,05:00,133
26.03.2020,06:00,133
26.03.2020,07:00,133
26.03.2020,08:00,133
26.03.2020,09:00,125
26.03.2020,10:00,111
26.03.2020,11:00,109
26.03.2020,12:00,108
26.03.2020,13:00,91
26.03.2020,14:00,83
26.03.2020,15:00,83
26.03.2020,16:00,78
26.03.2020,17:00,86
26.03.2020,18:00,107
26.03.2020,19:00,119
26.03.2020,20:00,118
26.03.2020,21:00,118
26.03.2020,22:00,115
26.03.2020,23:00,85
27.03.2020,00:00,85
27.03.2020,01:00,85
27.03.2020,02:00,85
27.03.2020,03:00,104
27.03.2020,04:00,118
27.03.2020,05:00,131
27.03.2020,06:00,132
27.03.2020,07:00,132
27.03.2020,08:00,132
27.03.2020,09:00,132
27.03.2020,10:00,117
27.03.2020,11:00,75
27.03.2020,12:00,56
27.03.2020,13:00,53
27.03.2020,14:00,61
27.03.2020,15:00,63
27.03.2020,16:00,63
27.03.2020,17:00,66
27.03.2020,18:00,84
27.03.2020,19:00,84
27.03.2020,20:00,103
27.03.2020,21:00,131
27.03.2020,22:00,121
27.03.2020,23:00,102
28.03.2020,00:00,92
28.03.2020,01:00,82
28.03.2020,02:00,82
28.03.2020,03:00,83
28.03.2020,04:00,93
28.03.2020,05:00,102
28.03.2020,06:00,102
28.03.2020,07:00,117
28.03.2020,08:00,122
28.03.2020,09:00,101
28.03.2020,10:00,98
28.03.2020,11:00,95
28.03.2020,12:00,69
28.03.2020,13:00,51
28.03.2020,14:00,49
28.03.2020,15:00,49
28.03.2020,16:00,49
28.03.2020,17:00,72
28.03.2020,18:00,112
28.03.2020,19:00,138
28.03.2020,20:00,138
28.03.2020,21:00,138
28.03.2020,22:00,127
28.03.2020,23:00,124
29.03.2020,00:00,124
29.03.2020,01:00,124
29.03.2020,03:00,124
29.03.2020,04:00,124
29.03.2020,05:00,133
29.03.2020,06:00,133
29.03.2020,07:00,133
29.03.2020,08:00,133
29.03.2020,09:00,133
29.03.2020,10:00,133
29.03.2020,11:00,134
29.03.2020,12:00,134
29.03.2020,13:00,134
29.03.2020,14:00,134
29.03.2020,15:00,134
29.03.2020,16:00,134
29.03.2020,17:00,134
29.03.2020,18:00,134
29.03.2020,19:00,134
29.03.2020,20:00,134
29.03.2020,21:00,134
29.03.2020,22:00,134
29.03.2020,23:00,134
30.03.2020,00:00,134
30.03.2020,01:00,134
30.03.2020,02:00,133
30.03.2020,03:00,133
30.03.2020,04:00,133
30.03.2020,05:00,133
