Datum,Uhrzeit,Generation_DE [MW]
14.02.2020,13:00,122
14.02.2020,14:00,122
14.02.2020,15:00,122
14.02.2020,16:00,122
14.02.2020,17:00,123
14.02.2020,18:00,123
14.02.2020,19:00,123
14.02.2020,20:00,123
14.02.2020,21:00,109
14.02.2020,22:00,79
14.02.2020,23:00,61
15.02.2020,00:00,40
15.02.2020,01:00,25
15.02.2020,02:00,25
15.02.2020,03:00,24
15.02.2020,04:00,24
15.02.2020,05:00,32
15.02.2020,06:00,47
15.02.2020,07:00,59
15.02.2020,08:00,61
15.02.2020,09:00,61
15.02.2020,10:00,53
15.02.2020,11:00,40
15.02.2020,12:00,40
15.02.2020,13:00,40
15.02.2020,14:00,40
15.02.2020,15:00,40
15.02.2020,16:00,43
15.02.2020,17:00,56
15.02.2020,18:00,60
15.02.2020,19:00,60
15.02.2020,20:00,56
15.02.2020,21:00,43
15.02.2020,22:00,28
15.02.2020,23:00,7
16.02.2020,00:00,1
16.02.2020,01:00,1
16.02.2020,02:00,1
16.02.2020,03:00,1
16.02.2020,04:00,1
16.02.2020,05:00,1
16.02.2020,06:00,1
16.02.2020,07:00,1
16.02.2020,08:00,1
16.02.2020,09:00,1
16.02.2020,10:00,1
16.02.2020,11:00,1
16.02.2020,12:00,1
16.02.2020,13:00,1
16.02.2020,14:00,1
16.02.2020,15:00,1
16.02.2020,16:00,1
16.02.2020,17:00,1
16.02.2020,18:00,1
16.02.2020,19:00,1
16.02.2020,20:00,1
16.02.2020,21:00,1
16.02.2020,22:00,1
16.02.2020,23:00,1
17.02.2020,00:00,1
17.02.2020,01:00,1
17.02.2020,02:00,1
17.02.2020,03:00,1
17.02.2020,04:00,1
17.02.2020,05:00,1
17.02.2020,06:00,2
17.02.2020,07:00,13
17.02.2020,08:00,36
17.02.2020,09:00,38
17.02.2020,10:00,38
17.02.2020,11:00,39
17.02.2020,12:00,47
17.02.2020,13:00,54
17.02.2020,14:00,62
17.02.2020,15:00,68
17.02.2020,16:00,68
17.02.2020,17:00,70
17.02.2020,18:00,72
17.02.2020,19:00,72
17.02.2020,20:00,72
17.02.2020,21:00,65
17.02.2020,22:00,51
17.02.2020,23:00,36
18.02.2020,00:00,29
18.02.2020,01:00,28
18.02.2020,02:00,29
18.02.2020,03:00,29
18.02.2020,04:00,36
18.02.2020,05:00,50
18.02.2020,06:00,64
18.02.2020,07:00,69
18.02.2020,08:00,68
18.02.2020,09:00,69
18.02.2020,10:00,64
18.02.2020,11:00,61
18.02.2020,12:00,58
18.02.2020,13:00,48
18.02.2020,14:00,55
18.02.2020,15:00,68
18.02.2020,16:00,69
18.02.2020,17:00,69
18.02.2020,18:00,69
18.02.2020,19:00,70
18.02.2020,20:00,70
18.02.2020,21:00,64
18.02.2020,22:00,49
18.02.2020,23:00,34
19.02.2020,00:00,30
19.02.2020,01:00,30
19.02.2020,02:00,30
19.02.2020,03:00,30
19.02.2020,04:00,37
19.02.2020,05:00,51
19.02.2020,06:00,65
19.02.2020,07:00,75
19.02.2020,08:00,76
19.02.2020,09:00,76
19.02.2020,10:00,77
19.02.2020,11:00,77
19.02.2020,12:00,73
19.02.2020,13:00,69
19.02.2020,14:00,70
19.02.2020,15:00,73
19.02.2020,16:00,76
19.02.2020,17:00,76
19.02.2020,18:00,76
19.02.2020,19:00,75
19.02.2020,20:00,77
19.02.2020,21:00,77
19.02.2020,22:00,73
19.02.2020,23:00,65
20.02.2020,00:00,58
20.02.2020,01:00,54
20.02.2020,02:00,48
20.02.2020,03:00,55
20.02.2020,04:00,66
20.02.2020,05:00,72
20.02.2020,06:00,75
20.02.2020,07:00,77
20.02.2020,08:00,77
20.02.2020,09:00,76
20.02.2020,10:00,76
20.02.2020,11:00,76
20.02.2020,12:00,72
20.02.2020,13:00,69
20.02.2020,14:00,69
20.02.2020,15:00,73
20.02.2020,16:00,75
20.02.2020,17:00,76
20.02.2020,18:00,76
20.02.2020,19:00,75
20.02.2020,20:00,72
20.02.2020,21:00,68
20.02.2020,22:00,64
20.02.2020,23:00,50
21.02.2020,00:00,36
21.02.2020,01:00,29
21.02.2020,02:00,29
21.02.2020,03:00,29
21.02.2020,04:00,36
21.02.2020,05:00,50
21.02.2020,06:00,68
21.02.2020,07:00,76
21.02.2020,08:00,77
21.02.2020,09:00,75
21.02.2020,10:00,75
21.02.2020,11:00,67
21.02.2020,12:00,63
21.02.2020,13:00,49
21.02.2020,14:00,48
21.02.2020,15:00,55
21.02.2020,16:00,68
21.02.2020,17:00,74
21.02.2020,18:00,76
21.02.2020,19:00,76
21.02.2020,20:00,74
21.02.2020,21:00,63
21.02.2020,22:00,49
21.02.2020,23:00,39
22.02.2020,00:00,31
22.02.2020,01:00,30
22.02.2020,02:00,30
22.02.2020,03:00,30
22.02.2020,04:00,30
22.02.2020,05:00,30
22.02.2020,06:00,37
22.02.2020,07:00,44
22.02.2020,08:00,44
22.02.2020,09:00,44
22.02.2020,10:00,38
22.02.2020,11:00,30
22.02.2020,12:00,30
22.02.2020,13:00,30
22.02.2020,14:00,30
22.02.2020,15:00,30
22.02.2020,16:00,30
22.02.2020,17:00,31
22.02.2020,18:00,31
22.02.2020,19:00,30
22.02.2020,20:00,30
22.02.2020,21:00,30
22.02.2020,22:00,29
22.02.2020,23:00,30
23.02.2020,00:00,30
23.02.2020,01:00,30
23.02.2020,02:00,30
23.02.2020,03:00,30
23.02.2020,04:00,30
23.02.2020,05:00,30
23.02.2020,06:00,30
23.02.2020,07:00,30
23.02.2020,08:00,30
23.02.2020,09:00,30
23.02.2020,10:00,30
23.02.2020,11:00,37
23.02.2020,12:00,39
23.02.2020,13:00,35
23.02.2020,14:00,30
23.02.2020,15:00,30
23.02.2020,16:00,33
23.02.2020,17:00,46
23.02.2020,18:00,53
23.02.2020,19:00,53
23.02.2020,20:00,53
23.02.2020,21:00,53
23.02.2020,22:00,53
23.02.2020,23:00,46
24.02.2020,00:00,31
24.02.2020,01:00,30
24.02.2020,02:00,30
24.02.2020,03:00,30
24.02.2020,04:00,33
24.02.2020,05:00,46
24.02.2020,06:00,61
24.02.2020,07:00,73
24.02.2020,08:00,76
24.02.2020,09:00,76
24.02.2020,10:00,71
24.02.2020,11:00,70
24.02.2020,12:00,69
24.02.2020,13:00,69
24.02.2020,14:00,69
24.02.2020,15:00,72
24.02.2020,16:00,75
24.02.2020,17:00,76
24.02.2020,18:00,76
24.02.2020,19:00,75
24.02.2020,20:00,75
24.02.2020,21:00,72
24.02.2020,22:00,63
24.02.2020,23:00,49
25.02.2020,00:00,41
25.02.2020,01:00,43
25.02.2020,02:00,63
25.02.2020,03:00,80
25.02.2020,04:00,86
25.02.2020,05:00,118
25.02.2020,06:00,138
25.02.2020,07:00,143
25.02.2020,08:00,142
25.02.2020,09:00,143
25.02.2020,10:00,139
25.02.2020,11:00,118
25.02.2020,12:00,111
25.02.2020,13:00,96
25.02.2020,14:00,92
25.02.2020,15:00,130
25.02.2020,16:00,142
25.02.2020,17:00,143
25.02.2020,18:00,144
25.02.2020,19:00,144
25.02.2020,20:00,145
25.02.2020,21:00,145
25.02.2020,22:00,145
25.02.2020,23:00,126
26.02.2020,00:00,101
26.02.2020,01:00,101
26.02.2020,02:00,101
26.02.2020,03:00,105
26.02.2020,04:00,141
26.02.2020,05:00,152
26.02.2020,06:00,158
26.02.2020,07:00,162
26.02.2020,08:00,160
26.02.2020,09:00,160
26.02.2020,10:00,159
26.02.2020,11:00,153
26.02.2020,12:00,149
26.02.2020,13:00,152
26.02.2020,14:00,150
26.02.2020,15:00,154
26.02.2020,16:00,161
26.02.2020,17:00,161
26.02.2020,18:00,161
26.02.2020,19:00,157
26.02.2020,20:00,147
26.02.2020,21:00,148
26.02.2020,22:00,148
26.02.2020,23:00,148
27.02.2020,00:00,148
27.02.2020,01:00,148
27.02.2020,02:00,148
27.02.2020,03:00,148
27.02.2020,04:00,150
27.02.2020,05:00,154
27.02.2020,06:00,159
27.02.2020,07:00,160
27.02.2020,08:00,161
27.02.2020,09:00,159
27.02.2020,10:00,156
27.02.2020,11:00,158
27.02.2020,12:00,159
27.02.2020,13:00,158
27.02.2020,14:00,160
27.02.2020,15:00,161
27.02.2020,16:00,161
27.02.2020,17:00,161
27.02.2020,18:00,162
27.02.2020,19:00,162
27.02.2020,20:00,161
27.02.2020,21:00,155
27.02.2020,22:00,116
27.02.2020,23:00,100
28.02.2020,00:00,98
28.02.2020,01:00,96
28.02.2020,02:00,100
28.02.2020,03:00,100
28.02.2020,04:00,135
28.02.2020,05:00,157
28.02.2020,06:00,162
28.02.2020,07:00,163
28.02.2020,08:00,162
28.02.2020,09:00,162
28.02.2020,10:00,140
28.02.2020,11:00,148
28.02.2020,12:00,144
28.02.2020,13:00,122
28.02.2020,14:00,108
28.02.2020,15:00,141
28.02.2020,16:00,151
28.02.2020,17:00,158
28.02.2020,18:00,162
28.02.2020,19:00,162
28.02.2020,20:00,162
28.02.2020,21:00,154
28.02.2020,22:00,142
28.02.2020,23:00,119
29.02.2020,00:00,71
29.02.2020,01:00,45
29.02.2020,02:00,33
29.02.2020,03:00,27
29.02.2020,04:00,28
29.02.2020,05:00,41
29.02.2020,06:00,52
29.02.2020,07:00,57
29.02.2020,08:00,57
29.02.2020,09:00,57
29.02.2020,10:00,56
29.02.2020,11:00,47
29.02.2020,12:00,29
29.02.2020,13:00,24
29.02.2020,14:00,24
29.02.2020,15:00,25
29.02.2020,16:00,25
29.02.2020,17:00,32
29.02.2020,18:00,39
29.02.2020,19:00,39
29.02.2020,20:00,32
29.02.2020,21:00,25
29.02.2020,22:00,24
29.02.2020,23:00,25
01.03.2020,00:00,25
01.03.2020,01:00,25
01.03.2020,02:00,25
01.03.2020,03:00,25
01.03.2020,04:00,25
01.03.2020,05:00,25
01.03.2020,06:00,25
01.03.2020,07:00,24
01.03.2020,08:00,24
01.03.2020,09:00,25
01.03.2020,10:00,25
01.03.2020,11:00,25
01.03.2020,12:00,25
01.03.2020,13:00,25
01.03.2020,14:00,25
01.03.2020,15:00,25
01.03.2020,16:00,26
01.03.2020,17:00,35
01.03.2020,18:00,40
01.03.2020,19:00,47
01.03.2020,20:00,53
01.03.2020,21:00,46
01.03.2020,22:00,38
01.03.2020,23:00,38
02.03.2020,00:00,39
02.03.2020,01:00,54
02.03.2020,02:00,74
02.03.2020,03:00,91
02.03.2020,04:00,84
02.03.2020,05:00,106
02.03.2020,06:00,108
02.03.2020,07:00,111
02.03.2020,08:00,132
02.03.2020,09:00,144
02.03.2020,10:00,145
02.03.2020,11:00,144
02.03.2020,12:00,146
02.03.2020,13:00,146
02.03.2020,14:00,147
02.03.2020,15:00,135
02.03.2020,16:00,154
02.03.2020,17:00,157
02.03.2020,18:00,158
02.03.2020,19:00,158
02.03.2020,20:00,158
02.03.2020,21:00,159
02.03.2020,22:00,159
02.03.2020,23:00,151
03.03.2020,00:00,143
03.03.2020,01:00,144
03.03.2020,02:00,145
03.03.2020,03:00,145
03.03.2020,04:00,146
03.03.2020,05:00,149
03.03.2020,06:00,157
03.03.2020,07:00,160
03.03.2020,08:00,159
03.03.2020,09:00,159
03.03.2020,10:00,159
03.03.2020,11:00,159
03.03.2020,12:00,158
03.03.2020,13:00,159
03.03.2020,14:00,158
03.03.2020,15:00,158
03.03.2020,16:00,158
03.03.2020,17:00,158
03.03.2020,18:00,160
03.03.2020,19:00,162
03.03.2020,20:00,161
03.03.2020,21:00,161
03.03.2020,22:00,153
03.03.2020,23:00,148
04.03.2020,00:00,148
04.03.2020,01:00,148
04.03.2020,02:00,149
04.03.2020,03:00,149
04.03.2020,04:00,151
04.03.2020,05:00,154
04.03.2020,06:00,163
04.03.2020,07:00,164
04.03.2020,08:00,163
04.03.2020,09:00,162
04.03.2020,10:00,161
04.03.2020,11:00,160
04.03.2020,12:00,159
04.03.2020,13:00,158
04.03.2020,14:00,159
04.03.2020,15:00,160
04.03.2020,16:00,160
04.03.2020,17:00,161
04.03.2020,18:00,163
04.03.2020,19:00,163
04.03.2020,20:00,161
04.03.2020,21:00,161
04.03.2020,22:00,161
04.03.2020,23:00,153
05.03.2020,00:00,146
05.03.2020,01:00,148
05.03.2020,02:00,148
05.03.2020,03:00,149
05.03.2020,04:00,152
05.03.2020,05:00,156
05.03.2020,06:00,162
05.03.2020,07:00,162
05.03.2020,08:00,161
05.03.2020,09:00,160
05.03.2020,10:00,154
05.03.2020,11:00,146
05.03.2020,12:00,144
05.03.2020,13:00,145
05.03.2020,14:00,150
05.03.2020,15:00,143
05.03.2020,16:00,143
05.03.2020,17:00,143
05.03.2020,18:00,143
05.03.2020,19:00,143
05.03.2020,20:00,143
05.03.2020,21:00,143
05.03.2020,22:00,143
05.03.2020,23:00,124
06.03.2020,00:00,101
06.03.2020,01:00,96
06.03.2020,02:00,98
06.03.2020,03:00,93
06.03.2020,04:00,103
06.03.2020,05:00,130
06.03.2020,06:00,147
06.03.2020,07:00,153
06.03.2020,08:00,156
06.03.2020,09:00,156
06.03.2020,10:00,155
06.03.2020,11:00,149
06.03.2020,12:00,145
06.03.2020,13:00,145
06.03.2020,14:00,145
06.03.2020,15:00,145
06.03.2020,16:00,146
06.03.2020,17:00,154
06.03.2020,18:00,159
06.03.2020,19:00,159
06.03.2020,20:00,158
06.03.2020,21:00,151
06.03.2020,22:00,147
06.03.2020,23:00,124
07.03.2020,00:00,123
07.03.2020,01:00,146
07.03.2020,02:00,147
07.03.2020,03:00,147
07.03.2020,04:00,147
07.03.2020,05:00,148
07.03.2020,06:00,148
07.03.2020,07:00,150
07.03.2020,08:00,150
07.03.2020,09:00,149
07.03.2020,10:00,149
07.03.2020,11:00,149
07.03.2020,12:00,149
07.03.2020,13:00,148
07.03.2020,14:00,148
07.03.2020,15:00,148
07.03.2020,16:00,149
07.03.2020,17:00,154
07.03.2020,18:00,160
07.03.2020,19:00,160
07.03.2020,20:00,157
07.03.2020,21:00,135
07.03.2020,22:00,101
07.03.2020,23:00,64
08.03.2020,00:00,51
08.03.2020,01:00,37
08.03.2020,02:00,30
08.03.2020,03:00,30
08.03.2020,04:00,37
08.03.2020,05:00,48
08.03.2020,06:00,52
08.03.2020,07:00,52
08.03.2020,08:00,53
08.03.2020,09:00,48
08.03.2020,10:00,42
08.03.2020,11:00,35
08.03.2020,12:00,31
08.03.2020,13:00,30
08.03.2020,14:00,30
08.03.2020,15:00,34
08.03.2020,16:00,47
08.03.2020,17:00,61
08.03.2020,18:00,68
08.03.2020,19:00,68
08.03.2020,20:00,69
08.03.2020,21:00,69
08.03.2020,22:00,69
08.03.2020,23:00,62
09.03.2020,00:00,48
09.03.2020,01:00,34
09.03.2020,02:00,30
09.03.2020,03:00,37
09.03.2020,04:00,50
09.03.2020,05:00,64
09.03.2020,06:00,79
09.03.2020,07:00,100
09.03.2020,08:00,124
09.03.2020,09:00,146
09.03.2020,10:00,145
09.03.2020,11:00,146
09.03.2020,12:00,145
09.03.2020,13:00,145
09.03.2020,14:00,145
09.03.2020,15:00,145
09.03.2020,16:00,147
09.03.2020,17:00,153
09.03.2020,18:00,159
09.03.2020,19:00,160
09.03.2020,20:00,160
09.03.2020,21:00,161
09.03.2020,22:00,152
09.03.2020,23:00,120
10.03.2020,00:00,87
10.03.2020,01:00,67
10.03.2020,02:00,63
10.03.2020,03:00,64
10.03.2020,04:00,79
10.03.2020,05:00,116
10.03.2020,06:00,149
10.03.2020,07:00,157
10.03.2020,08:00,160
10.03.2020,09:00,151
10.03.2020,10:00,133
10.03.2020,11:00,146
10.03.2020,12:00,121
10.03.2020,13:00,98
10.03.2020,14:00,97
10.03.2020,15:00,129
10.03.2020,16:00,146
10.03.2020,17:00,146
10.03.2020,18:00,146
10.03.2020,19:00,130
10.03.2020,20:00,113
10.03.2020,21:00,80
10.03.2020,22:00,56
10.03.2020,23:00,48
11.03.2020,00:00,39
11.03.2020,01:00,41
11.03.2020,02:00,46
11.03.2020,03:00,48
11.03.2020,04:00,56
11.03.2020,05:00,63
11.03.2020,06:00,70
11.03.2020,07:00,70
11.03.2020,08:00,60
11.03.2020,09:00,62
11.03.2020,10:00,67
11.03.2020,11:00,67
11.03.2020,12:00,70
11.03.2020,13:00,69
11.03.2020,14:00,69
11.03.2020,15:00,68
11.03.2020,16:00,69
11.03.2020,17:00,67
11.03.2020,18:00,69
11.03.2020,19:00,64
11.03.2020,20:00,70
11.03.2020,21:00,70
11.03.2020,22:00,70
11.03.2020,23:00,59
12.03.2020,00:00,35
12.03.2020,01:00,29
12.03.2020,02:00,29
12.03.2020,03:00,29
12.03.2020,04:00,29
12.03.2020,05:00,28
12.03.2020,06:00,28
12.03.2020,07:00,35
12.03.2020,08:00,61
12.03.2020,09:00,51
12.03.2020,10:00,42
12.03.2020,11:00,46
12.03.2020,12:00,37
12.03.2020,13:00,28
12.03.2020,14:00,28
12.03.2020,15:00,37
12.03.2020,16:00,48
12.03.2020,17:00,65
12.03.2020,18:00,67
12.03.2020,19:00,69
12.03.2020,20:00,71
12.03.2020,21:00,71
12.03.2020,22:00,51
12.03.2020,23:00,47
13.03.2020,00:00,48
13.03.2020,01:00,46
13.03.2020,02:00,45
13.03.2020,03:00,48
13.03.2020,04:00,48
13.03.2020,05:00,49
13.03.2020,06:00,62
13.03.2020,07:00,67
13.03.2020,08:00,70
13.03.2020,09:00,71
13.03.2020,10:00,71
13.03.2020,11:00,60
13.03.2020,12:00,43
13.03.2020,13:00,29
13.03.2020,14:00,33
13.03.2020,15:00,55
13.03.2020,16:00,78
13.03.2020,17:00,112
13.03.2020,18:00,145
13.03.2020,19:00,150
13.03.2020,20:00,150
13.03.2020,21:00,149
13.03.2020,22:00,146
13.03.2020,23:00,150
14.03.2020,00:00,149
14.03.2020,01:00,150
14.03.2020,02:00,150
14.03.2020,03:00,148
14.03.2020,04:00,154
14.03.2020,05:00,162
14.03.2020,06:00,165
14.03.2020,07:00,165
14.03.2020,08:00,164
14.03.2020,09:00,164
14.03.2020,10:00,147
14.03.2020,11:00,124
14.03.2020,12:00,123
14.03.2020,13:00,117
14.03.2020,14:00,115
14.03.2020,15:00,115
14.03.2020,16:00,143
14.03.2020,17:00,146
14.03.2020,18:00,149
14.03.2020,19:00,150
14.03.2020,20:00,150
14.03.2020,21:00,124
14.03.2020,22:00,86
14.03.2020,23:00,56
15.03.2020,00:00,41
15.03.2020,01:00,31
15.03.2020,02:00,30
15.03.2020,03:00,30
15.03.2020,04:00,30
15.03.2020,05:00,29
15.03.2020,06:00,29
15.03.2020,07:00,29
15.03.2020,08:00,28
15.03.2020,09:00,29
15.03.2020,10:00,29
15.03.2020,11:00,29
15.03.2020,12:00,29
15.03.2020,13:00,29
15.03.2020,14:00,29
15.03.2020,15:00,29
15.03.2020,16:00,29
15.03.2020,17:00,45
15.03.2020,18:00,64
15.03.2020,19:00,68
15.03.2020,20:00,68
15.03.2020,21:00,68
15.03.2020,22:00,68
15.03.2020,23:00,64
16.03.2020,00:00,50
16.03.2020,01:00,48
16.03.2020,02:00,64
16.03.2020,03:00,87
16.03.2020,04:00,136
16.03.2020,05:00,157
16.03.2020,06:00,162
16.03.2020,07:00,160
16.03.2020,08:00,146
16.03.2020,09:00,145
16.03.2020,10:00,145
16.03.2020,11:00,119
16.03.2020,12:00,131
16.03.2020,13:00,127
16.03.2020,14:00,106
16.03.2020,15:00,105
16.03.2020,16:00,139
16.03.2020,17:00,152
16.03.2020,18:00,156
16.03.2020,19:00,157
16.03.2020,20:00,149
16.03.2020,21:00,146
16.03.2020,22:00,147
16.03.2020,23:00,147
17.03.2020,00:00,142
17.03.2020,01:00,122
17.03.2020,02:00,120
17.03.2020,03:00,136
17.03.2020,04:00,146
17.03.2020,05:00,147
17.03.2020,06:00,148
17.03.2020,07:00,157
17.03.2020,08:00,161
17.03.2020,09:00,146
17.03.2020,10:00,148
17.03.2020,11:00,148
17.03.2020,12:00,133
17.03.2020,13:00,114
17.03.2020,14:00,127
17.03.2020,15:00,127
17.03.2020,16:00,137
17.03.2020,17:00,144
17.03.2020,18:00,144
17.03.2020,19:00,145
17.03.2020,20:00,136
17.03.2020,21:00,142
17.03.2020,22:00,144
17.03.2020,23:00,135
18.03.2020,00:00,116
18.03.2020,01:00,99
18.03.2020,02:00,96
18.03.2020,03:00,97
18.03.2020,04:00,109
18.03.2020,05:00,140
18.03.2020,06:00,147
18.03.2020,07:00,147
18.03.2020,08:00,140
18.03.2020,09:00,120
18.03.2020,10:00,126
18.03.2020,11:00,108
18.03.2020,12:00,106
18.03.2020,13:00,80
18.03.2020,14:00,83
18.03.2020,15:00,84
18.03.2020,16:00,104
18.03.2020,17:00,125
18.03.2020,18:00,131
18.03.2020,19:00,131
18.03.2020,20:00,131
18.03.2020,21:00,129
18.03.2020,22:00,131
18.03.2020,23:00,121
19.03.2020,00:00,110
19.03.2020,01:00,107
19.03.2020,02:00,107
19.03.2020,03:00,115
19.03.2020,04:00,131
19.03.2020,05:00,131
19.03.2020,06:00,131
19.03.2020,07:00,131
19.03.2020,08:00,131
19.03.2020,09:00,125
19.03.2020,10:00,84
19.03.2020,11:00,113
19.03.2020,12:00,131
19.03.2020,13:00,131
19.03.2020,14:00,131
19.03.2020,15:00,131
19.03.2020,16:00,131
19.03.2020,17:00,134
19.03.2020,18:00,145
19.03.2020,19:00,146
19.03.2020,20:00,141
19.03.2020,21:00,144
19.03.2020,22:00,138
19.03.2020,23:00,119
20.03.2020,00:00,101
20.03.2020,01:00,98
20.03.2020,02:00,98
20.03.2020,03:00,102
20.03.2020,04:00,116
20.03.2020,05:00,132
20.03.2020,06:00,139
20.03.2020,07:00,141
20.03.2020,08:00,149
20.03.2020,09:00,149
20.03.2020,10:00,149
20.03.2020,11:00,148
20.03.2020,12:00,148
20.03.2020,13:00,148
20.03.2020,14:00,149
20.03.2020,15:00,149
20.03.2020,16:00,149
20.03.2020,17:00,149
20.03.2020,18:00,149
20.03.2020,19:00,149
20.03.2020,20:00,134
20.03.2020,21:00,100
20.03.2020,22:00,64
20.03.2020,23:00,51
21.03.2020,00:00,43
21.03.2020,01:00,43
21.03.2020,02:00,43
21.03.2020,03:00,43
21.03.2020,04:00,43
21.03.2020,05:00,43
21.03.2020,06:00,44
21.03.2020,07:00,48
21.03.2020,08:00,48
21.03.2020,09:00,40
21.03.2020,10:00,37
21.03.2020,11:00,30
21.03.2020,12:00,35
21.03.2020,13:00,30
21.03.2020,14:00,30
21.03.2020,15:00,32
21.03.2020,16:00,42
21.03.2020,17:00,57
21.03.2020,18:00,68
21.03.2020,19:00,70
21.03.2020,20:00,70
21.03.2020,21:00,70
21.03.2020,22:00,59
21.03.2020,23:00,48
22.03.2020,00:00,37
22.03.2020,01:00,30
22.03.2020,02:00,25
22.03.2020,03:00,32
22.03.2020,04:00,51
22.03.2020,05:00,59
22.03.2020,06:00,59
22.03.2020,07:00,52
22.03.2020,08:00,40
22.03.2020,09:00,37
22.03.2020,10:00,28
22.03.2020,11:00,25
22.03.2020,12:00,25
22.03.2020,13:00,25
22.03.2020,14:00,25
22.03.2020,15:00,31
22.03.2020,16:00,38
22.03.2020,17:00,38
22.03.2020,18:00,50
22.03.2020,19:00,67
22.03.2020,20:00,76
22.03.2020,21:00,76
22.03.2020,22:00,76
22.03.2020,23:00,69
23.03.2020,00:00,55
23.03.2020,01:00,48
23.03.2020,02:00,58
23.03.2020,03:00,79
23.03.2020,04:00,86
23.03.2020,05:00,105
23.03.2020,06:00,141
23.03.2020,07:00,162
23.03.2020,08:00,166
23.03.2020,09:00,165
23.03.2020,10:00,150
23.03.2020,11:00,148
23.03.2020,12:00,148
23.03.2020,13:00,148
23.03.2020,14:00,148
23.03.2020,15:00,148
23.03.2020,16:00,154
23.03.2020,17:00,165
23.03.2020,18:00,166
23.03.2020,19:00,166
23.03.2020,20:00,166
23.03.2020,21:00,166
23.03.2020,22:00,166
23.03.2020,23:00,166
24.03.2020,00:00,163
24.03.2020,01:00,154
24.03.2020,02:00,153
24.03.2020,03:00,154
24.03.2020,04:00,159
24.03.2020,05:00,165
24.03.2020,06:00,166
24.03.2020,07:00,167
24.03.2020,08:00,168
24.03.2020,09:00,161
24.03.2020,10:00,156
24.03.2020,11:00,163
24.03.2020,12:00,163
24.03.2020,13:00,162
24.03.2020,14:00,163
24.03.2020,15:00,163
24.03.2020,16:00,163
24.03.2020,17:00,164
24.03.2020,18:00,165
24.03.2020,19:00,165
24.03.2020,20:00,166
24.03.2020,21:00,166
24.03.2020,22:00,166
24.03.2020,23:00,166
25.03.2020,00:00,162
25.03.2020,01:00,146
25.03.2020,02:00,107
25.03.2020,03:00,122
25.03.2020,04:00,136
25.03.2020,05:00,138
25.03.2020,06:00,139
25.03.2020,07:00,140
25.03.2020,08:00,139
25.03.2020,09:00,132
25.03.2020,10:00,101
25.03.2020,11:00,91
25.03.2020,12:00,106
25.03.2020,13:00,108
25.03.2020,14:00,108
25.03.2020,15:00,138
25.03.2020,16:00,153
25.03.2020,17:00,160
25.03.2020,18:00,163
25.03.2020,19:00,164
25.03.2020,20:00,164
25.03.2020,21:00,163
25.03.2020,22:00,163
25.03.2020,23:00,157
26.03.2020,00:00,151
26.03.2020,01:00,151
26.03.2020,02:00,152
26.03.2020,03:00,156
26.03.2020,04:00,164
26.03.2020,05:00,168
26.03.2020,06:00,168
26.03.2020,07:00,167
26.03.2020,08:00,165
26.03.2020,09:00,164
26.03.2020,10:00,160
26.03.2020,11:00,146
26.03.2020,12:00,147
26.03.2020,13:00,140
26.03.2020,14:00,134
26.03.2020,15:00,134
26.03.2020,16:00,141
26.03.2020,17:00,151
26.03.2020,18:00,154
26.03.2020,19:00,155
26.03.2020,20:00,155
26.03.2020,21:00,156
26.03.2020,22:00,150
26.03.2020,23:00,148
27.03.2020,00:00,138
27.03.2020,01:00,134
27.03.2020,02:00,141
27.03.2020,03:00,148
27.03.2020,04:00,150
27.03.2020,05:00,151
27.03.2020,06:00,151
27.03.2020,07:00,151
27.03.2020,08:00,148
27.03.2020,09:00,141
27.03.2020,10:00,137
27.03.2020,11:00,127
27.03.2020,12:00,106
27.03.2020,13:00,97
27.03.2020,14:00,90
27.03.2020,15:00,95
27.03.2020,16:00,130
27.03.2020,17:00,141
27.03.2020,18:00,143
27.03.2020,19:00,144
27.03.2020,20:00,145
27.03.2020,21:00,143
27.03.2020,22:00,146
27.03.2020,23:00,137
28.03.2020,00:00,126
28.03.2020,01:00,130
28.03.2020,02:00,142
28.03.2020,03:00,147
28.03.2020,04:00,152
28.03.2020,05:00,159
28.03.2020,06:00,164
28.03.2020,07:00,164
28.03.2020,08:00,156
28.03.2020,09:00,121
28.03.2020,10:00,102
28.03.2020,11:00,102
28.03.2020,12:00,97
28.03.2020,13:00,90
28.03.2020,14:00,90
28.03.2020,15:00,91
28.03.2020,16:00,97
28.03.2020,17:00,68
28.03.2020,18:00,68
28.03.2020,19:00,68
28.03.2020,20:00,68
28.03.2020,21:00,63
28.03.2020,22:00,36
28.03.2020,23:00,32
29.03.2020,00:00,31
29.03.2020,01:00,31
29.03.2020,03:00,32
29.03.2020,04:00,42
29.03.2020,05:00,42
29.03.2020,06:00,42
29.03.2020,07:00,42
29.03.2020,08:00,42
29.03.2020,09:00,42
29.03.2020,10:00,42
29.03.2020,11:00,42
29.03.2020,12:00,42
29.03.2020,13:00,43
29.03.2020,14:00,52
29.03.2020,15:00,59
29.03.2020,16:00,68
29.03.2020,17:00,68
29.03.2020,18:00,68
29.03.2020,19:00,69
29.03.2020,20:00,68
29.03.2020,21:00,69
29.03.2020,22:00,85
29.03.2020,23:00,98
30.03.2020,00:00,99
30.03.2020,01:00,99
30.03.2020,02:00,99
30.03.2020,03:00,115
30.03.2020,04:00,149
30.03.2020,05:00,161
30.03.2020,06:00,169
30.03.2020,07:00,171
30.03.2020,08:00,168
