Datum,Uhrzeit,Generation_DE G[MW],Generation_DE H[MW],Generation_DE D[MW],Generation_DE E[MW],Generation_DE C[MW],Generation_DE B[MW],Generation_DE F[MW],Generation_DE K[MW],Generation_DE A[MW]
19.01.2020,10:00,627,653,0,0,282,0,0,932,0
19.01.2020,11:00,628,656,0,0,283,0,0,930,0
19.01.2020,12:00,630,651,0,0,282,0,0,929,0
19.01.2020,13:00,623,649,0,0,280,0,0,930,0
19.01.2020,14:00,529,641,0,0,238,0,0,931,0
19.01.2020,15:00,572,658,0,0,247,0,0,930,0
19.01.2020,16:00,629,648,0,0,283,0,0,930,0
19.01.2020,17:00,641,667,0,0,282,0,0,947,0
19.01.2020,18:00,638,661,0,0,282,0,0,950,0
19.01.2020,19:00,640,664,0,0,282,0,0,949,0
19.01.2020,20:00,627,651,0,0,282,0,0,948,0
19.01.2020,21:00,597,649,0,0,275,0,0,928,0
19.01.2020,22:00,629,654,0,0,283,0,0,929,0
19.01.2020,23:00,629,654,0,0,281,0,0,931,0
20.01.2020,00:00,588,639,0,0,225,0,0,930,0
20.01.2020,01:00,625,653,0,0,165,0,0,931,0
20.01.2020,02:00,592,631,0,0,175,0,0,930,0
