Datum,Uhrzeit,Generation_DE E[MW],Generation_DE D[MW],Generation_DE C[MW],Generation_DE F[MW],Generation_DE B[MW],Generation_DE A[MW]
25.01.2020,12:00,0,496,499,0,477,231
25.01.2020,13:00,0,496,497,0,477,231
25.01.2020,14:00,0,494,498,0,476,231
25.01.2020,15:00,0,496,499,0,476,223
25.01.2020,16:00,0,497,500,0,476,224
25.01.2020,17:00,0,497,499,0,477,224
25.01.2020,18:00,0,495,496,0,475,228
25.01.2020,19:00,0,493,496,0,477,230
25.01.2020,20:00,0,489,492,0,470,229
25.01.2020,21:00,0,491,494,0,475,230
25.01.2020,22:00,0,448,494,0,457,197
25.01.2020,23:00,0,491,496,0,473,204
26.01.2020,00:00,0,495,498,0,476,206
26.01.2020,01:00,0,492,498,0,477,203
26.01.2020,02:00,0,485,498,0,476,213
26.01.2020,03:00,0,484,497,0,475,215
26.01.2020,04:00,0,472,498,0,470,341
26.01.2020,05:00,0,479,499,0,475,434
26.01.2020,06:00,0,494,499,0,474,442
26.01.2020,07:00,0,494,498,0,475,459
26.01.2020,08:00,0,493,499,0,474,470
26.01.2020,09:00,0,493,499,0,475,477
26.01.2020,10:00,0,484,490,0,469,481
26.01.2020,11:00,0,489,496,0,472,484
26.01.2020,12:00,0,493,498,0,475,483
26.01.2020,13:00,0,493,498,0,476,483
26.01.2020,14:00,0,493,496,0,475,482
26.01.2020,15:00,0,494,497,0,474,484
26.01.2020,16:00,0,415,479,0,435,445
26.01.2020,17:00,0,386,416,0,413,382
26.01.2020,18:00,0,428,475,0,434,441
26.01.2020,19:00,0,440,497,0,461,471
26.01.2020,20:00,0,426,488,0,447,458
26.01.2020,21:00,0,413,453,0,403,418
26.01.2020,22:00,0,479,498,0,470,482
26.01.2020,23:00,0,394,459,0,405,425
27.01.2020,00:00,0,439,488,0,448,458
27.01.2020,01:00,0,395,459,0,416,426
27.01.2020,02:00,0,386,391,0,394,361
27.01.2020,03:00,0,308,331,0,381,306
27.01.2020,04:00,0,304,329,0,366,311
27.01.2020,05:00,0,423,427,0,429,444
27.01.2020,06:00,0,489,477,0,469,487
27.01.2020,07:00,0,355,359,0,413,353
27.01.2020,08:00,0,345,409,0,411,348
27.01.2020,09:00,0,334,367,0,405,335
27.01.2020,10:00,0,400,476,0,460,419
27.01.2020,11:00,0,490,498,0,478,486
27.01.2020,12:00,0,483,488,0,466,481
27.01.2020,13:00,0,496,501,0,477,493
27.01.2020,14:00,0,495,501,0,477,495
27.01.2020,15:00,0,495,499,0,476,498
27.01.2020,16:00,0,493,497,0,473,494
27.01.2020,17:00,0,493,498,0,474,499
27.01.2020,18:00,0,491,496,0,475,500
27.01.2020,19:00,0,485,493,0,470,495
27.01.2020,20:00,0,494,499,0,473,499
27.01.2020,21:00,0,482,487,0,415,487
27.01.2020,22:00,0,424,482,0,412,454
27.01.2020,23:00,0,388,409,0,400,388
28.01.2020,00:00,0,306,332,0,367,305
28.01.2020,01:00,0,292,315,0,359,290
28.01.2020,02:00,0,293,329,0,361,292
28.01.2020,03:00,0,293,330,0,360,293
28.01.2020,04:00,0,297,322,0,358,292
28.01.2020,05:00,0,312,335,0,365,309
28.01.2020,06:00,0,454,472,0,444,466
28.01.2020,07:00,0,467,479,0,448,483
28.01.2020,08:00,0,448,475,0,457,485
28.01.2020,09:00,0,428,479,0,447,462
28.01.2020,10:00,0,403,358,0,410,378
28.01.2020,11:00,0,394,346,0,406,341
28.01.2020,12:00,0,417,359,0,424,345
28.01.2020,13:00,0,436,411,0,408,407
28.01.2020,14:00,0,425,374,0,398,339
28.01.2020,15:00,0,422,358,0,406,340
28.01.2020,16:00,0,422,364,0,411,346
28.01.2020,17:00,0,423,369,0,405,341
28.01.2020,18:00,0,397,403,0,405,363
28.01.2020,19:00,0,359,354,0,407,334
28.01.2020,20:00,0,252,339,0,395,320
28.01.2020,21:00,0,192,325,0,393,311
28.01.2020,22:00,0,183,322,0,378,308
28.01.2020,23:00,0,166,318,0,362,305
29.01.2020,00:00,0,142,319,0,351,295
29.01.2020,01:00,0,130,338,0,348,304
29.01.2020,02:00,0,97,318,0,352,295
29.01.2020,03:00,0,77,318,0,355,298
29.01.2020,04:00,0,66,294,0,354,298
29.01.2020,05:00,0,0,336,0,374,309
29.01.2020,06:00,0,0,466,0,446,451
29.01.2020,07:00,0,0,416,0,393,366
29.01.2020,08:00,0,0,402,0,409,349
29.01.2020,09:00,0,0,422,0,413,354
29.01.2020,10:00,0,0,388,0,419,355
29.01.2020,11:00,0,0,348,0,417,351
29.01.2020,12:00,0,0,351,0,414,346
29.01.2020,13:00,0,0,345,0,411,342
29.01.2020,14:00,0,0,332,0,418,340
29.01.2020,15:00,0,0,335,0,422,343
29.01.2020,16:00,0,0,342,0,427,352
29.01.2020,17:00,0,0,420,0,429,358
29.01.2020,18:00,0,0,485,0,464,468
29.01.2020,19:00,0,0,485,0,466,476
29.01.2020,20:00,0,0,446,0,409,403
29.01.2020,21:00,0,0,485,0,441,451
29.01.2020,22:00,0,0,423,0,415,394
29.01.2020,23:00,0,0,313,0,386,303
30.01.2020,00:00,0,0,327,0,377,299
30.01.2020,01:00,0,0,329,0,374,301
30.01.2020,02:00,0,0,328,0,375,302
30.01.2020,03:00,0,0,305,0,371,299
30.01.2020,04:00,0,0,305,0,368,300
30.01.2020,05:00,0,0,324,0,368,299
30.01.2020,06:00,0,0,333,0,358,306
30.01.2020,07:00,0,0,329,0,355,304
30.01.2020,08:00,0,0,347,0,385,331
30.01.2020,09:00,0,0,350,0,390,333
30.01.2020,10:00,0,0,339,0,372,324
30.01.2020,11:00,0,0,338,0,367,317
30.01.2020,12:00,0,0,349,0,370,322
30.01.2020,13:00,0,0,355,0,400,335
30.01.2020,14:00,0,0,355,0,405,336
30.01.2020,15:00,0,0,421,0,412,386
30.01.2020,16:00,0,0,481,0,460,472
30.01.2020,17:00,0,0,487,0,472,486
30.01.2020,18:00,0,0,480,0,464,477
30.01.2020,19:00,0,0,474,0,453,466
30.01.2020,20:00,0,0,366,0,371,339
30.01.2020,21:00,0,0,277,0,347,311
30.01.2020,22:00,0,0,157,0,388,338
30.01.2020,23:00,0,0,161,0,392,312
31.01.2020,00:00,0,0,154,0,376,295
31.01.2020,01:00,0,0,154,0,375,294
31.01.2020,02:00,0,0,153,0,376,294
31.01.2020,03:00,0,0,153,0,377,294
31.01.2020,04:00,0,0,149,0,372,295
31.01.2020,05:00,0,0,137,0,359,291
31.01.2020,06:00,0,0,172,0,371,336
31.01.2020,07:00,0,0,330,0,409,444
31.01.2020,08:00,0,0,384,0,433,486
31.01.2020,09:00,0,0,373,0,413,423
31.01.2020,10:00,0,0,358,0,395,331
31.01.2020,11:00,0,0,363,0,392,337
31.01.2020,12:00,0,0,355,0,414,336
31.01.2020,13:00,0,0,339,0,413,331
31.01.2020,14:00,0,0,444,0,424,412
31.01.2020,15:00,0,0,494,0,437,490
31.01.2020,16:00,0,0,495,0,442,499
31.01.2020,17:00,0,0,496,0,442,502
31.01.2020,18:00,0,0,477,0,424,481
31.01.2020,19:00,0,0,435,0,411,407
31.01.2020,20:00,0,0,316,0,375,245
31.01.2020,21:00,0,0,305,0,371,150
31.01.2020,22:00,0,0,307,0,369,0
31.01.2020,23:00,0,0,309,0,367,0
01.02.2020,00:00,0,0,318,0,371,0
01.02.2020,01:00,0,0,323,0,378,0
01.02.2020,02:00,0,0,321,0,374,0
01.02.2020,03:00,0,0,318,0,369,0
01.02.2020,04:00,0,0,321,0,377,0
01.02.2020,05:00,0,0,319,0,384,0
01.02.2020,06:00,0,0,321,0,373,0
01.02.2020,07:00,0,0,320,0,372,0
01.02.2020,08:00,0,0,319,0,371,0
01.02.2020,09:00,0,0,319,0,371,0
01.02.2020,10:00,0,0,319,0,370,0
01.02.2020,11:00,0,0,319,0,373,0
01.02.2020,12:00,0,0,319,0,370,0
01.02.2020,13:00,0,0,319,0,372,0
01.02.2020,14:00,0,0,319,0,372,0
01.02.2020,15:00,0,0,320,0,371,0
01.02.2020,16:00,0,0,319,0,368,0
01.02.2020,17:00,0,0,320,0,371,0
01.02.2020,18:00,0,0,319,0,370,0
01.02.2020,19:00,0,0,321,0,371,0
01.02.2020,20:00,0,0,320,0,376,0
01.02.2020,21:00,0,0,326,0,371,0
01.02.2020,22:00,0,0,326,0,371,0
01.02.2020,23:00,0,0,323,0,376,0
02.02.2020,00:00,0,0,311,0,370,0
02.02.2020,01:00,0,0,311,0,370,0
02.02.2020,02:00,0,0,315,0,370,0
02.02.2020,03:00,0,0,315,0,371,0
02.02.2020,04:00,0,0,315,0,371,0
02.02.2020,05:00,0,0,324,0,380,0
02.02.2020,06:00,0,0,325,0,378,0
02.02.2020,07:00,0,0,323,0,377,0
02.02.2020,08:00,0,0,314,0,371,0
02.02.2020,09:00,0,0,419,0,384,0
02.02.2020,10:00,0,0,492,0,462,0
02.02.2020,11:00,0,0,492,0,472,0
02.02.2020,12:00,0,0,493,0,476,0
02.02.2020,13:00,0,0,492,0,476,0
02.02.2020,14:00,0,0,492,0,476,0
02.02.2020,15:00,0,0,493,0,481,0
02.02.2020,16:00,0,0,488,0,482,0
02.02.2020,17:00,0,0,483,0,481,0
02.02.2020,18:00,0,0,482,0,475,0
02.02.2020,19:00,0,0,484,0,473,0
02.02.2020,20:00,0,0,456,0,423,0
02.02.2020,21:00,0,0,377,0,419,0
02.02.2020,22:00,0,0,419,0,380,0
02.02.2020,23:00,0,0,336,0,370,0
03.02.2020,00:00,0,0,358,0,380,0
03.02.2020,01:00,0,0,410,0,378,0
03.02.2020,02:00,0,0,338,0,373,0
03.02.2020,03:00,0,0,337,0,380,7
03.02.2020,04:00,0,0,322,0,385,99
03.02.2020,05:00,0,72,354,0,391,127
03.02.2020,06:00,0,112,380,0,417,147
03.02.2020,07:00,0,126,424,0,438,159
03.02.2020,08:00,0,135,454,0,443,353
03.02.2020,09:00,0,143,440,0,440,426
03.02.2020,10:00,0,170,440,0,439,395
03.02.2020,11:00,0,188,445,0,442,426
03.02.2020,12:00,0,188,422,0,429,374
03.02.2020,13:00,0,206,394,0,427,353
03.02.2020,14:00,0,207,379,0,424,347
03.02.2020,15:00,0,165,348,0,418,306
03.02.2020,16:00,0,203,368,0,416,336
03.02.2020,17:00,0,200,434,0,415,391
03.02.2020,18:00,0,201,468,0,439,419
03.02.2020,19:00,0,194,468,0,451,463
03.02.2020,20:00,0,199,469,0,458,471
03.02.2020,21:00,0,209,443,0,475,487
03.02.2020,22:00,0,208,424,0,420,426
03.02.2020,23:00,0,213,413,0,399,405
04.02.2020,00:00,0,189,333,0,366,309
04.02.2020,01:00,0,198,322,0,197,303
04.02.2020,02:00,0,174,308,0,173,321
04.02.2020,03:00,0,151,304,0,174,319
04.02.2020,04:00,0,176,312,0,150,297
04.02.2020,05:00,0,294,346,0,145,325
04.02.2020,06:00,0,303,367,0,140,332
04.02.2020,07:00,0,305,364,0,141,332
04.02.2020,08:00,0,376,438,0,148,408
04.02.2020,09:00,0,352,353,0,140,321
04.02.2020,10:00,0,396,339,0,141,318
04.02.2020,11:00,0,398,329,0,141,305
04.02.2020,12:00,0,396,308,0,142,299
04.02.2020,13:00,0,398,303,0,161,306
04.02.2020,14:00,0,379,305,0,165,299
04.02.2020,15:00,0,398,305,0,164,302
04.02.2020,16:00,0,398,353,0,163,320
04.02.2020,17:00,0,398,347,0,163,320
04.02.2020,18:00,0,396,313,0,163,299
04.02.2020,19:00,0,396,325,0,160,305
04.02.2020,20:00,0,396,305,0,160,299
04.02.2020,21:00,0,392,301,0,148,296
04.02.2020,22:00,0,389,300,0,142,298
04.02.2020,23:00,0,385,300,0,139,297
05.02.2020,00:00,0,367,320,0,141,301
05.02.2020,01:00,0,366,322,0,143,302
05.02.2020,02:00,0,368,319,0,142,305
05.02.2020,03:00,0,366,319,0,141,304
05.02.2020,04:00,0,375,323,0,148,310
05.02.2020,05:00,0,411,345,0,170,439
05.02.2020,06:00,0,468,413,0,187,497
05.02.2020,07:00,0,491,443,0,214,494
05.02.2020,08:00,0,492,466,0,208,495
05.02.2020,09:00,0,492,465,0,212,495
05.02.2020,10:00,0,490,470,0,212,489
05.02.2020,11:00,0,498,478,0,216,496
05.02.2020,12:00,0,484,464,0,197,484
05.02.2020,13:00,0,469,454,0,197,471
05.02.2020,14:00,0,475,460,0,196,477
05.02.2020,15:00,0,477,469,0,195,487
05.02.2020,16:00,0,495,484,0,194,501
05.02.2020,17:00,0,488,476,0,198,493
05.02.2020,18:00,0,496,484,0,199,502
05.02.2020,19:00,0,494,490,0,199,500
05.02.2020,20:00,0,484,479,0,200,488
05.02.2020,21:00,0,484,484,0,199,494
05.02.2020,22:00,0,496,491,0,200,500
05.02.2020,23:00,0,492,488,0,205,497
06.02.2020,00:00,0,386,426,0,145,414
06.02.2020,01:00,0,366,332,0,132,317
06.02.2020,02:00,0,368,319,0,137,307
06.02.2020,03:00,0,367,319,0,138,306
06.02.2020,04:00,0,304,328,0,142,323
06.02.2020,05:00,0,212,435,0,165,422
06.02.2020,06:00,0,212,476,0,173,477
06.02.2020,07:00,0,211,476,0,170,468
06.02.2020,08:00,0,208,473,0,175,471
06.02.2020,09:00,0,200,474,0,178,479
06.02.2020,10:00,0,293,456,0,157,454
06.02.2020,11:00,0,317,413,0,138,432
06.02.2020,12:00,0,341,384,0,140,435
06.02.2020,13:00,0,347,382,0,134,435
06.02.2020,14:00,0,328,356,0,125,414
06.02.2020,15:00,0,345,376,0,136,432
06.02.2020,16:00,0,397,459,0,152,439
06.02.2020,17:00,0,471,480,0,184,476
06.02.2020,18:00,0,492,491,0,202,494
06.02.2020,19:00,0,495,498,0,204,498
06.02.2020,20:00,0,494,451,0,202,496
06.02.2020,21:00,0,484,440,0,200,486
06.02.2020,22:00,0,483,446,0,200,487
06.02.2020,23:00,0,496,456,0,203,497
07.02.2020,00:00,0,486,447,0,202,488
07.02.2020,01:00,0,487,447,0,201,491
07.02.2020,02:00,0,492,452,0,203,496
07.02.2020,03:00,0,498,449,0,203,499
07.02.2020,04:00,0,493,447,0,204,499
07.02.2020,05:00,0,487,440,0,205,492
07.02.2020,06:00,0,484,456,0,198,494
07.02.2020,07:00,0,493,476,0,203,494
07.02.2020,08:00,0,494,487,0,202,495
07.02.2020,09:00,0,471,465,0,200,473
07.02.2020,10:00,0,478,480,0,200,481
07.02.2020,11:00,0,339,342,0,144,425
07.02.2020,12:00,0,428,447,0,172,462
07.02.2020,13:00,0,362,413,0,145,443
07.02.2020,14:00,0,369,432,0,142,435
07.02.2020,15:00,0,320,343,0,140,419
07.02.2020,16:00,0,341,363,0,140,436
07.02.2020,17:00,0,407,449,0,149,433
07.02.2020,18:00,0,475,491,0,145,485
07.02.2020,19:00,0,393,454,0,141,434
07.02.2020,20:00,0,439,472,0,167,458
07.02.2020,21:00,0,398,440,0,150,420
07.02.2020,22:00,0,380,439,0,141,401
07.02.2020,23:00,0,304,348,0,133,392
08.02.2020,00:00,0,321,330,0,132,390
08.02.2020,01:00,0,298,299,0,126,390
08.02.2020,02:00,0,317,314,0,258,393
08.02.2020,03:00,0,303,316,0,165,389
08.02.2020,04:00,0,304,318,0,148,389
08.02.2020,05:00,0,303,303,0,158,389
08.02.2020,06:00,0,303,304,0,155,394
08.02.2020,07:00,0,318,318,0,153,392
08.02.2020,08:00,0,354,340,0,145,417
08.02.2020,09:00,0,352,352,0,140,434
08.02.2020,10:00,0,307,355,0,158,394
08.02.2020,11:00,0,308,353,0,157,394
08.02.2020,12:00,0,303,332,0,159,393
08.02.2020,13:00,0,305,335,0,160,393
08.02.2020,14:00,0,371,361,0,159,401
08.02.2020,15:00,0,459,423,0,197,451
08.02.2020,16:00,0,494,485,0,201,481
08.02.2020,17:00,0,477,479,0,194,468
08.02.2020,18:00,0,492,494,0,196,480
08.02.2020,19:00,0,472,479,0,194,466
08.02.2020,20:00,0,405,469,0,168,459
08.02.2020,21:00,0,337,423,0,171,340
08.02.2020,22:00,0,312,440,0,183,322
08.02.2020,23:00,0,201,420,0,158,294
09.02.2020,00:00,0,173,402,0,157,292
09.02.2020,01:00,0,178,400,0,157,295
09.02.2020,02:00,0,176,399,0,158,291
09.02.2020,03:00,0,176,400,0,151,289
09.02.2020,04:00,0,177,398,0,141,290
09.02.2020,05:00,0,176,405,0,135,289
09.02.2020,06:00,0,175,400,0,139,288
09.02.2020,07:00,0,138,399,0,129,290
09.02.2020,08:00,0,0,399,0,113,289
09.02.2020,09:00,0,0,399,0,6,289
09.02.2020,10:00,0,0,399,0,0,288
09.02.2020,11:00,0,0,398,0,0,290
09.02.2020,12:00,0,0,399,0,0,290
09.02.2020,13:00,0,0,399,0,0,289
09.02.2020,14:00,0,0,400,0,0,293
09.02.2020,15:00,0,0,399,0,0,296
09.02.2020,16:00,0,0,400,0,0,293
09.02.2020,17:00,0,0,400,0,0,295
09.02.2020,18:00,0,0,400,0,0,289
09.02.2020,19:00,0,0,400,0,0,288
09.02.2020,20:00,0,0,400,0,0,289
09.02.2020,21:00,0,0,399,0,0,288
09.02.2020,22:00,0,0,399,0,0,289
09.02.2020,23:00,0,0,400,0,0,290
10.02.2020,00:00,0,0,400,0,0,290
10.02.2020,01:00,0,0,400,0,0,293
10.02.2020,02:00,0,0,399,0,0,294
10.02.2020,03:00,0,0,400,0,0,291
10.02.2020,04:00,0,0,399,0,0,294
10.02.2020,05:00,0,0,398,0,0,300
10.02.2020,06:00,0,0,394,0,0,297
10.02.2020,07:00,0,0,455,0,0,380
10.02.2020,08:00,0,0,461,0,0,423
10.02.2020,09:00,0,0,414,0,0,387
10.02.2020,10:00,0,0,398,0,0,317
10.02.2020,11:00,0,0,400,0,0,304
10.02.2020,12:00,0,0,394,0,0,296
10.02.2020,13:00,0,0,400,0,0,292
10.02.2020,14:00,0,0,400,0,0,293
10.02.2020,15:00,0,0,406,0,0,292
10.02.2020,16:00,0,0,414,0,0,293
10.02.2020,17:00,0,0,398,0,0,292
10.02.2020,18:00,0,0,411,0,0,292
10.02.2020,19:00,0,0,405,0,0,291
10.02.2020,20:00,0,0,394,0,0,290
10.02.2020,21:00,0,0,393,0,0,293
10.02.2020,22:00,0,0,395,0,0,291
10.02.2020,23:00,0,0,394,0,0,292
11.02.2020,00:00,0,0,396,0,0,292
11.02.2020,01:00,0,0,409,0,0,291
11.02.2020,02:00,0,0,399,0,0,291
11.02.2020,03:00,0,0,401,0,0,293
11.02.2020,04:00,0,0,407,0,0,293
11.02.2020,05:00,0,0,404,0,0,293
11.02.2020,06:00,0,0,401,0,0,292
11.02.2020,07:00,0,0,404,0,0,294
11.02.2020,08:00,0,0,393,0,0,295
11.02.2020,09:00,0,0,395,0,0,296
11.02.2020,10:00,0,0,393,0,0,298
11.02.2020,11:00,0,0,392,0,0,310
11.02.2020,12:00,0,0,390,0,0,296
11.02.2020,13:00,0,0,402,0,0,296
11.02.2020,14:00,0,0,392,0,0,297
11.02.2020,15:00,0,0,393,0,0,298
11.02.2020,16:00,0,0,400,0,0,297
11.02.2020,17:00,0,0,394,0,0,298
11.02.2020,18:00,0,0,396,0,0,298
11.02.2020,19:00,0,0,390,0,0,300
11.02.2020,20:00,0,0,395,0,0,299
11.02.2020,21:00,0,0,393,0,0,299
11.02.2020,22:00,0,0,396,0,0,299
11.02.2020,23:00,0,0,390,0,0,298
12.02.2020,00:00,0,0,390,0,0,301
12.02.2020,01:00,0,0,390,0,0,299
12.02.2020,02:00,0,0,393,0,0,300
12.02.2020,03:00,0,0,393,0,0,301
12.02.2020,04:00,0,0,395,0,0,304
12.02.2020,05:00,0,0,395,0,0,300
12.02.2020,06:00,0,0,403,0,0,317
12.02.2020,07:00,0,0,455,0,0,423
12.02.2020,08:00,0,0,468,0,0,457
12.02.2020,09:00,0,0,393,0,0,316
12.02.2020,10:00,0,0,390,0,0,302
12.02.2020,11:00,0,0,391,0,0,303
12.02.2020,12:00,0,0,394,0,0,300
12.02.2020,13:00,0,0,395,0,0,299
12.02.2020,14:00,0,0,398,0,0,298
12.02.2020,15:00,0,0,391,0,0,297
12.02.2020,16:00,0,0,429,0,0,340
12.02.2020,17:00,0,0,432,0,0,341
12.02.2020,18:00,0,0,431,0,0,337
12.02.2020,19:00,0,0,423,0,0,330
12.02.2020,20:00,0,0,430,0,0,351
12.02.2020,21:00,0,0,422,0,0,344
12.02.2020,22:00,0,0,391,0,0,332
12.02.2020,23:00,0,0,388,0,0,299
13.02.2020,00:00,0,0,439,0,0,331
13.02.2020,01:00,0,40,442,0,0,354
13.02.2020,02:00,0,103,391,0,0,325
13.02.2020,03:00,0,149,390,0,0,330
13.02.2020,04:00,0,158,388,0,0,310
13.02.2020,05:00,0,155,396,0,0,323
13.02.2020,06:00,0,277,468,0,0,406
13.02.2020,07:00,0,363,438,0,49,398
13.02.2020,08:00,0,425,447,0,65,398
13.02.2020,09:00,0,453,482,0,72,427
13.02.2020,10:00,0,480,477,0,77,427
13.02.2020,11:00,0,483,491,0,100,434
13.02.2020,12:00,0,473,489,0,112,428
13.02.2020,13:00,0,488,498,0,118,456
13.02.2020,14:00,0,447,439,0,111,400
13.02.2020,15:00,0,473,494,0,168,470
13.02.2020,16:00,0,449,476,0,353,455
13.02.2020,17:00,0,477,495,0,401,478
13.02.2020,18:00,0,492,494,0,440,481
13.02.2020,19:00,0,488,487,0,441,476
13.02.2020,20:00,0,496,496,0,455,486
13.02.2020,21:00,0,499,498,0,466,488
13.02.2020,22:00,0,468,476,0,440,461
13.02.2020,23:00,0,461,477,0,442,460
14.02.2020,00:00,0,411,440,0,393,405
14.02.2020,01:00,0,351,411,0,350,369
14.02.2020,02:00,0,343,397,0,387,366
14.02.2020,03:00,0,352,399,0,399,397
14.02.2020,04:00,0,368,420,0,388,395
14.02.2020,05:00,0,456,414,0,454,464
14.02.2020,06:00,0,480,477,0,457,479
14.02.2020,07:00,0,483,500,0,457,490
14.02.2020,08:00,0,485,501,0,456,491
14.02.2020,09:00,0,488,501,0,457,492
14.02.2020,10:00,0,488,499,0,454,488
14.02.2020,11:00,0,487,498,0,453,485
14.02.2020,12:00,0,492,502,0,462,487
14.02.2020,13:00,0,493,504,0,462,488
14.02.2020,14:00,0,494,499,0,465,488
14.02.2020,15:00,0,492,497,0,471,486
14.02.2020,16:00,0,479,486,0,466,473
14.02.2020,17:00,0,496,501,0,479,486
14.02.2020,18:00,0,494,500,0,480,486
14.02.2020,19:00,0,470,478,0,455,462
14.02.2020,20:00,0,495,499,0,478,487
14.02.2020,21:00,0,495,500,0,477,486
14.02.2020,22:00,0,479,494,0,469,484
14.02.2020,23:00,0,405,470,0,421,426
15.02.2020,00:00,0,437,344,0,389,283
15.02.2020,01:00,0,345,144,0,376,108
15.02.2020,02:00,0,342,131,0,390,0
15.02.2020,03:00,0,347,0,0,399,0
15.02.2020,04:00,0,296,0,0,376,0
15.02.2020,05:00,0,303,0,0,377,0
15.02.2020,06:00,0,301,0,0,377,0
15.02.2020,07:00,0,299,0,0,379,0
15.02.2020,08:00,0,363,0,0,416,0
15.02.2020,09:00,0,390,0,0,461,0
15.02.2020,10:00,0,310,0,0,386,0
15.02.2020,11:00,0,298,0,0,383,0
15.02.2020,12:00,0,297,0,0,379,0
15.02.2020,13:00,0,298,0,0,378,0
15.02.2020,14:00,0,300,0,0,380,0
15.02.2020,15:00,0,303,0,0,379,0
15.02.2020,16:00,0,303,0,0,390,0
15.02.2020,17:00,0,299,0,0,401,0
15.02.2020,18:00,0,320,0,0,407,0
15.02.2020,19:00,0,297,0,0,387,0
15.02.2020,20:00,0,298,0,0,380,0
15.02.2020,21:00,0,297,0,0,378,0
15.02.2020,22:00,0,300,0,0,378,0
15.02.2020,23:00,0,300,0,0,379,0
16.02.2020,00:00,0,298,0,0,378,0
16.02.2020,01:00,0,297,0,0,379,0
16.02.2020,02:00,0,298,0,0,379,0
16.02.2020,03:00,0,297,0,0,377,0
16.02.2020,04:00,0,299,0,0,379,0
16.02.2020,05:00,0,301,0,0,377,0
16.02.2020,06:00,0,297,0,0,377,0
16.02.2020,07:00,0,297,0,0,379,0
16.02.2020,08:00,0,298,0,0,377,0
16.02.2020,09:00,0,305,0,0,378,0
16.02.2020,10:00,0,303,0,0,379,0
16.02.2020,11:00,0,297,0,0,380,0
16.02.2020,12:00,0,298,0,0,382,0
16.02.2020,13:00,0,299,0,0,383,0
16.02.2020,14:00,0,301,0,0,383,0
16.02.2020,15:00,0,303,0,0,383,0
16.02.2020,16:00,0,298,0,0,379,0
16.02.2020,17:00,0,303,0,0,379,0
16.02.2020,18:00,0,311,0,0,380,0
16.02.2020,19:00,0,303,0,0,379,0
16.02.2020,20:00,0,297,0,0,379,0
16.02.2020,21:00,0,297,0,0,378,0
16.02.2020,22:00,0,297,0,0,380,0
16.02.2020,23:00,0,297,0,0,379,0
17.02.2020,00:00,0,298,0,0,378,0
17.02.2020,01:00,0,298,0,0,375,0
17.02.2020,02:00,0,299,0,0,376,0
17.02.2020,03:00,0,298,0,0,376,0
17.02.2020,04:00,0,303,0,0,371,0
17.02.2020,05:00,0,296,0,0,379,0
17.02.2020,06:00,0,310,0,0,380,0
17.02.2020,07:00,0,463,0,0,453,0
17.02.2020,08:00,0,482,0,0,402,0
17.02.2020,09:00,0,465,0,0,400,0
17.02.2020,10:00,0,490,0,0,464,0
17.02.2020,11:00,0,496,0,0,467,0
17.02.2020,12:00,0,498,0,0,425,0
17.02.2020,13:00,0,498,0,0,426,0
17.02.2020,14:00,0,500,0,0,424,0
17.02.2020,15:00,0,501,0,0,426,0
17.02.2020,16:00,0,495,0,0,450,0
17.02.2020,17:00,0,458,0,0,449,0
17.02.2020,18:00,0,488,0,0,470,0
17.02.2020,19:00,0,486,0,0,464,0
17.02.2020,20:00,0,476,0,0,466,0
17.02.2020,21:00,0,309,0,0,381,0
17.02.2020,22:00,0,366,0,0,397,0
17.02.2020,23:00,0,299,0,0,377,0
18.02.2020,00:00,0,301,0,0,383,0
18.02.2020,01:00,0,297,0,0,380,0
18.02.2020,02:00,0,303,0,0,394,0
18.02.2020,03:00,0,300,0,0,393,0
18.02.2020,04:00,0,296,0,0,384,0
18.02.2020,05:00,0,296,0,0,393,0
18.02.2020,06:00,0,296,0,0,390,0
18.02.2020,07:00,0,298,0,0,384,0
18.02.2020,08:00,0,320,0,0,398,0
18.02.2020,09:00,0,297,0,0,398,0
18.02.2020,10:00,0,298,0,0,398,0
18.02.2020,11:00,0,296,0,0,395,0
18.02.2020,12:00,0,296,0,0,390,0
18.02.2020,13:00,0,297,0,0,391,0
18.02.2020,14:00,0,296,0,0,392,0
18.02.2020,15:00,0,297,0,0,390,0
18.02.2020,16:00,0,353,0,0,393,0
18.02.2020,17:00,0,352,0,0,387,0
18.02.2020,18:00,0,341,0,0,385,0
18.02.2020,19:00,0,336,0,0,389,0
18.02.2020,20:00,0,362,0,0,452,0
18.02.2020,21:00,0,298,0,0,390,0
18.02.2020,22:00,0,298,0,0,385,0
18.02.2020,23:00,0,298,0,0,395,0
19.02.2020,00:00,0,304,0,0,378,0
19.02.2020,01:00,0,302,0,0,376,0
19.02.2020,02:00,0,299,0,0,377,0
19.02.2020,03:00,0,303,0,0,375,0
19.02.2020,04:00,0,298,0,0,383,0
19.02.2020,05:00,0,313,0,0,398,0
19.02.2020,06:00,0,478,0,0,464,0
19.02.2020,07:00,0,481,0,0,466,0
19.02.2020,08:00,0,497,0,0,463,0
19.02.2020,09:00,0,499,0,0,464,0
19.02.2020,10:00,0,493,0,0,457,0
19.02.2020,11:00,0,443,0,0,439,0
19.02.2020,12:00,0,333,0,0,417,0
19.02.2020,13:00,0,324,0,0,420,0
19.02.2020,14:00,0,298,0,0,408,0
19.02.2020,15:00,0,313,0,0,420,0
19.02.2020,16:00,0,482,0,0,462,0
