Datum,Uhrzeit,Generation_DE PSS B[MW],Generation_DE PSS C[MW],Generation_DE PSS D[MW],Generation_DE PSS F[MW],Generation_DE PSS E[MW],Generation_DE PSS A[MW]
25.01.2020,11:00,0,0,0,0,0,0
25.01.2020,12:00,0,0,0,0,0,0
25.01.2020,13:00,0,0,0,0,0,0
25.01.2020,14:00,0,0,0,0,0,0
25.01.2020,15:00,0,0,0,0,0,0
25.01.2020,16:00,0,0,0,0,0,0
25.01.2020,17:00,0,0,2,0,0,0
25.01.2020,18:00,0,0,103,103,103,0
25.01.2020,19:00,0,0,0,123,123,0
25.01.2020,20:00,0,0,0,1,0,0
25.01.2020,21:00,0,0,0,0,0,0
25.01.2020,22:00,0,0,0,0,0,0
25.01.2020,23:00,0,0,0,0,0,0
26.01.2020,00:00,0,0,0,0,0,0
26.01.2020,01:00,0,0,0,0,0,0
26.01.2020,02:00,0,0,0,0,0,0
26.01.2020,03:00,0,0,0,0,0,0
26.01.2020,04:00,0,0,0,0,0,0
26.01.2020,05:00,0,0,0,0,0,0
26.01.2020,06:00,0,0,0,0,0,0
26.01.2020,07:00,0,0,0,0,0,0
26.01.2020,08:00,0,0,9,0,0,0
26.01.2020,09:00,0,0,9,0,0,0
26.01.2020,10:00,0,0,0,0,0,0
26.01.2020,11:00,0,0,0,0,0,0
26.01.2020,12:00,0,0,0,0,0,0
26.01.2020,13:00,0,0,0,0,0,0
26.01.2020,14:00,0,0,0,0,0,0
26.01.2020,15:00,0,0,0,0,0,0
26.01.2020,16:00,0,0,44,0,0,0
26.01.2020,17:00,0,0,123,1,118,0
26.01.2020,18:00,0,140,149,149,150,149
26.01.2020,19:00,0,34,36,41,38,26
26.01.2020,20:00,0,0,0,0,0,0
26.01.2020,21:00,0,0,0,0,0,0
26.01.2020,22:00,0,0,0,0,0,0
26.01.2020,23:00,0,0,0,0,0,0
27.01.2020,00:00,0,0,0,0,0,0
27.01.2020,01:00,0,0,0,0,0,0
27.01.2020,02:00,0,0,0,0,0,0
27.01.2020,03:00,0,0,0,0,0,0
27.01.2020,04:00,0,0,0,0,0,0
27.01.2020,05:00,0,0,0,0,0,0
27.01.2020,06:00,0,0,0,0,0,0
27.01.2020,07:00,0,0,4,1,1,1
27.01.2020,08:00,0,119,119,119,120,119
27.01.2020,09:00,0,114,120,120,121,120
27.01.2020,10:00,0,0,1,88,1,0
27.01.2020,11:00,0,0,0,0,0,0
27.01.2020,12:00,0,0,0,0,0,0
27.01.2020,13:00,0,0,0,0,0,0
27.01.2020,14:00,0,0,0,0,0,0
27.01.2020,15:00,0,0,0,0,0,1
27.01.2020,16:00,0,1,2,0,2,158
27.01.2020,17:00,0,144,144,144,145,143
27.01.2020,18:00,0,138,139,139,139,138
27.01.2020,19:00,0,133,133,133,134,133
27.01.2020,20:00,0,27,101,101,102,100
27.01.2020,21:00,0,0,0,1,1,0
27.01.2020,22:00,0,0,0,0,0,0
27.01.2020,23:00,0,0,0,0,0,0
28.01.2020,00:00,0,0,0,0,0,0
28.01.2020,01:00,0,0,0,0,0,0
28.01.2020,02:00,0,0,0,0,0,0
28.01.2020,03:00,0,0,0,0,0,0
28.01.2020,04:00,0,0,0,0,0,0
28.01.2020,05:00,0,0,0,0,0,0
28.01.2020,06:00,0,0,0,0,2,3
28.01.2020,07:00,0,48,147,147,148,147
28.01.2020,08:00,0,153,153,153,154,152
28.01.2020,09:00,0,142,141,141,143,141
28.01.2020,10:00,0,141,141,141,142,141
28.01.2020,11:00,0,6,129,141,134,7
28.01.2020,12:00,0,0,0,0,0,0
28.01.2020,13:00,0,0,0,0,0,0
28.01.2020,14:00,0,0,0,0,0,0
28.01.2020,15:00,0,0,0,0,0,0
28.01.2020,16:00,0,0,0,0,0,0
28.01.2020,17:00,0,0,0,0,0,0
28.01.2020,18:00,0,0,0,0,0,0
28.01.2020,19:00,0,0,0,0,0,0
28.01.2020,20:00,0,0,0,0,0,0
28.01.2020,21:00,0,0,0,0,0,0
28.01.2020,22:00,0,0,0,0,0,0
28.01.2020,23:00,0,0,0,0,0,0
29.01.2020,00:00,0,0,0,0,0,0
29.01.2020,01:00,0,0,0,0,0,0
29.01.2020,02:00,0,0,0,0,0,0
29.01.2020,03:00,0,0,0,0,0,0
29.01.2020,04:00,0,0,0,0,0,0
29.01.2020,05:00,0,0,0,0,0,0
29.01.2020,06:00,0,1,1,1,0,1
29.01.2020,07:00,0,139,139,139,139,138
29.01.2020,08:00,0,144,144,144,145,141
29.01.2020,09:00,0,0,81,156,157,0
29.01.2020,10:00,0,0,26,2,0,0
29.01.2020,11:00,0,0,37,0,0,0
29.01.2020,12:00,0,0,9,0,1,0
29.01.2020,13:00,0,0,4,0,0,0
29.01.2020,14:00,0,0,0,0,0,0
29.01.2020,15:00,0,0,0,0,0,0
29.01.2020,16:00,0,0,2,2,0,1
29.01.2020,17:00,0,10,152,152,154,152
29.01.2020,18:00,0,131,131,131,131,130
29.01.2020,19:00,0,127,128,128,128,19
29.01.2020,20:00,0,0,1,4,2,0
29.01.2020,21:00,0,0,0,0,0,0
29.01.2020,22:00,0,0,0,0,0,0
29.01.2020,23:00,0,0,0,0,0,0
30.01.2020,00:00,0,0,0,0,0,0
30.01.2020,01:00,0,0,0,0,0,0
30.01.2020,02:00,0,0,0,0,0,0
30.01.2020,03:00,0,0,0,0,0,0
30.01.2020,04:00,0,0,0,0,0,0
30.01.2020,05:00,0,0,0,0,0,0
30.01.2020,06:00,0,0,1,0,0,0
30.01.2020,07:00,0,0,106,0,0,2
30.01.2020,08:00,0,135,159,0,0,20
30.01.2020,09:00,0,147,147,0,136,0
30.01.2020,10:00,0,0,1,0,1,0
30.01.2020,11:00,0,0,0,0,0,0
30.01.2020,12:00,0,0,0,0,0,0
30.01.2020,13:00,0,0,0,0,0,0
30.01.2020,14:00,0,0,159,0,0,0
30.01.2020,15:00,0,0,156,153,157,151
30.01.2020,16:00,0,0,138,138,139,0
30.01.2020,17:00,0,0,130,130,131,0
30.01.2020,18:00,0,0,122,122,122,0
30.01.2020,19:00,0,0,121,121,122,2
30.01.2020,20:00,0,144,144,144,146,143
30.01.2020,21:00,0,0,1,3,1,0
30.01.2020,22:00,0,0,0,0,0,0
30.01.2020,23:00,0,0,0,0,0,0
31.01.2020,00:00,0,0,0,0,0,0
31.01.2020,01:00,0,0,0,0,0,0
31.01.2020,02:00,0,0,0,0,0,0
31.01.2020,03:00,0,0,0,0,0,0
31.01.2020,04:00,0,0,0,0,0,0
31.01.2020,05:00,0,0,0,0,0,0
31.01.2020,06:00,0,0,50,1,0,0
31.01.2020,07:00,0,0,110,111,0,109
31.01.2020,08:00,0,125,129,130,126,128
31.01.2020,09:00,0,127,127,127,127,126
31.01.2020,10:00,0,127,126,126,127,126
31.01.2020,11:00,0,127,127,127,127,126
31.01.2020,12:00,0,123,123,123,123,123
31.01.2020,13:00,0,89,98,1,111,0
31.01.2020,14:00,0,0,0,0,0,0
31.01.2020,15:00,0,0,0,0,0,0
31.01.2020,16:00,0,0,0,0,0,0
31.01.2020,17:00,0,1,0,0,0,0
31.01.2020,18:00,0,149,0,0,0,0
31.01.2020,19:00,0,0,0,0,0,0
31.01.2020,20:00,0,0,0,0,0,0
31.01.2020,21:00,0,0,0,0,0,0
31.01.2020,22:00,0,0,0,0,0,0
31.01.2020,23:00,0,0,0,0,0,0
01.02.2020,00:00,0,0,0,0,0,0
01.02.2020,01:00,0,0,0,0,0,0
01.02.2020,02:00,0,0,0,0,0,0
01.02.2020,03:00,0,0,0,0,0,0
01.02.2020,04:00,0,0,0,0,0,0
01.02.2020,05:00,0,0,0,0,0,0
01.02.2020,06:00,0,0,0,0,0,1
01.02.2020,07:00,0,1,0,0,0,48
01.02.2020,08:00,0,145,145,145,147,145
01.02.2020,09:00,0,140,140,140,141,139
01.02.2020,10:00,0,146,146,146,147,36
01.02.2020,11:00,0,151,151,150,152,113
01.02.2020,12:00,0,120,119,120,120,119
01.02.2020,13:00,0,2,43,1,130,0
01.02.2020,14:00,0,0,0,0,1,0
01.02.2020,15:00,0,0,0,0,0,0
01.02.2020,16:00,0,0,0,0,0,0
01.02.2020,17:00,0,2,2,0,0,0
01.02.2020,18:00,0,149,150,0,0,0
01.02.2020,19:00,0,0,19,0,2,0
01.02.2020,20:00,0,0,44,44,45,0
01.02.2020,21:00,0,0,40,40,40,0
01.02.2020,22:00,0,0,0,0,1,0
01.02.2020,23:00,0,0,0,30,0,0
02.02.2020,00:00,0,0,0,0,0,0
02.02.2020,01:00,0,0,0,0,0,0
02.02.2020,02:00,0,0,0,0,0,0
02.02.2020,03:00,0,0,0,0,0,0
02.02.2020,04:00,0,0,0,0,0,0
02.02.2020,05:00,0,0,0,0,0,0
02.02.2020,06:00,0,0,0,0,0,0
02.02.2020,07:00,0,0,0,0,0,0
02.02.2020,08:00,0,0,0,0,0,0
02.02.2020,09:00,0,0,0,0,0,0
02.02.2020,10:00,0,0,0,0,0,0
02.02.2020,11:00,0,114,112,0,63,38
02.02.2020,12:00,0,1,67,0,84,1
02.02.2020,13:00,0,0,0,0,0,0
02.02.2020,14:00,0,0,0,0,0,0
02.02.2020,15:00,0,19,46,0,0,0
02.02.2020,16:00,0,160,160,0,77,0
02.02.2020,17:00,0,156,154,46,155,150
02.02.2020,18:00,0,129,129,129,129,128
02.02.2020,19:00,0,124,124,124,125,124
02.02.2020,20:00,0,141,141,141,141,140
02.02.2020,21:00,0,119,122,113,123,109
02.02.2020,22:00,0,0,1,0,0,0
02.02.2020,23:00,0,0,0,0,0,0
03.02.2020,00:00,0,0,0,0,0,0
03.02.2020,01:00,0,0,0,0,0,0
03.02.2020,02:00,0,0,0,0,0,0
03.02.2020,03:00,0,0,0,0,0,0
03.02.2020,04:00,0,0,0,0,0,0
03.02.2020,05:00,0,0,0,0,0,0
03.02.2020,06:00,0,1,1,0,1,0
03.02.2020,07:00,0,160,160,159,160,159
03.02.2020,08:00,0,157,157,157,158,156
03.02.2020,09:00,0,134,133,133,134,133
03.02.2020,10:00,0,123,123,81,124,5
03.02.2020,11:00,0,1,2,0,2,0
03.02.2020,12:00,0,0,0,0,0,0
03.02.2020,13:00,0,0,0,0,0,0
03.02.2020,14:00,0,0,0,0,0,0
03.02.2020,15:00,0,16,0,0,0,0
03.02.2020,16:00,0,0,0,0,0,0
03.02.2020,17:00,0,2,0,2,0,0
03.02.2020,18:00,0,154,155,155,0,0
03.02.2020,19:00,0,143,143,143,0,142
03.02.2020,20:00,0,1,3,119,0,0
03.02.2020,21:00,0,15,0,79,0,0
03.02.2020,22:00,0,0,0,0,0,0
03.02.2020,23:00,0,0,0,0,0,0
04.02.2020,00:00,0,0,0,0,0,0
04.02.2020,01:00,0,0,0,0,0,0
04.02.2020,02:00,0,0,0,0,0,0
04.02.2020,03:00,0,0,0,0,0,0
04.02.2020,04:00,0,0,0,0,0,0
04.02.2020,05:00,0,0,0,0,0,0
04.02.2020,06:00,0,0,0,0,0,1
04.02.2020,07:00,0,1,0,0,0,84
04.02.2020,08:00,0,147,144,0,0,147
04.02.2020,09:00,0,0,25,0,0,0
04.02.2020,10:00,0,0,0,0,0,0
04.02.2020,11:00,0,0,0,0,0,0
04.02.2020,12:00,0,0,0,0,0,0
04.02.2020,13:00,0,0,0,0,0,0
04.02.2020,14:00,0,0,0,0,0,0
04.02.2020,15:00,0,1,0,0,0,0
04.02.2020,16:00,0,146,146,20,2,3
04.02.2020,17:00,0,158,158,158,159,158
04.02.2020,18:00,0,156,156,156,157,156
04.02.2020,19:00,0,156,156,156,157,156
04.02.2020,20:00,0,54,98,116,2,0
04.02.2020,21:00,0,0,0,0,0,0
04.02.2020,22:00,0,0,0,0,0,0
04.02.2020,23:00,0,0,0,0,0,0
05.02.2020,00:00,0,0,0,0,0,0
05.02.2020,01:00,0,0,0,0,0,0
05.02.2020,02:00,0,0,0,0,0,0
05.02.2020,03:00,0,0,0,0,0,0
05.02.2020,04:00,0,0,0,0,0,0
05.02.2020,05:00,0,0,0,0,0,0
05.02.2020,06:00,0,0,0,87,0,1
05.02.2020,07:00,0,0,0,101,0,93
05.02.2020,08:00,0,0,0,158,0,0
05.02.2020,09:00,0,0,0,129,0,0
05.02.2020,10:00,0,0,0,99,0,0
05.02.2020,11:00,0,0,0,104,0,0
05.02.2020,12:00,0,0,0,104,0,0
05.02.2020,13:00,0,0,0,76,0,0
05.02.2020,14:00,0,0,0,102,0,0
05.02.2020,15:00,0,0,0,107,0,0
05.02.2020,16:00,0,0,0,123,0,0
05.02.2020,17:00,0,123,24,136,0,0
05.02.2020,18:00,0,120,120,120,0,112
05.02.2020,19:00,0,97,102,102,0,94
05.02.2020,20:00,0,0,1,0,0,0
05.02.2020,21:00,0,0,0,0,0,0
05.02.2020,22:00,0,0,0,0,0,0
05.02.2020,23:00,0,0,0,0,0,0
06.02.2020,00:00,0,0,0,0,0,0
06.02.2020,01:00,0,0,0,0,0,0
06.02.2020,02:00,0,0,0,0,0,0
06.02.2020,03:00,0,0,0,0,0,0
06.02.2020,04:00,0,0,0,0,0,0
06.02.2020,05:00,0,0,0,0,0,0
06.02.2020,06:00,0,60,0,102,0,0
06.02.2020,07:00,0,99,0,101,0,1
06.02.2020,08:00,0,171,166,171,0,171
06.02.2020,09:00,0,101,5,3,0,3
06.02.2020,10:00,0,2,0,0,0,0
06.02.2020,11:00,0,0,0,0,0,0
06.02.2020,12:00,0,0,0,0,0,0
06.02.2020,13:00,0,0,0,0,0,0
06.02.2020,14:00,0,0,0,0,0,0
06.02.2020,15:00,0,0,0,0,0,0
06.02.2020,16:00,0,0,0,0,0,0
06.02.2020,17:00,0,39,0,0,0,3
06.02.2020,18:00,0,104,95,0,0,104
06.02.2020,19:00,0,105,99,0,86,81
06.02.2020,20:00,0,92,0,0,32,0
06.02.2020,21:00,0,93,0,0,0,0
06.02.2020,22:00,0,74,0,0,0,0
06.02.2020,23:00,0,1,0,0,0,0
07.02.2020,00:00,0,0,0,0,0,0
07.02.2020,01:00,0,0,0,0,0,0
07.02.2020,02:00,0,0,0,0,0,0
07.02.2020,03:00,0,0,0,0,0,0
07.02.2020,04:00,0,0,0,0,0,0
07.02.2020,05:00,0,0,0,0,0,0
07.02.2020,06:00,0,1,1,0,0,1
07.02.2020,07:00,0,152,151,0,154,151
07.02.2020,08:00,0,120,3,0,120,1
07.02.2020,09:00,0,100,0,0,100,0
07.02.2020,10:00,0,101,0,0,101,0
07.02.2020,11:00,0,105,0,0,106,0
07.02.2020,12:00,0,1,0,0,0,0
07.02.2020,13:00,0,0,0,0,0,0
07.02.2020,14:00,0,0,0,0,0,0
07.02.2020,15:00,0,0,0,0,0,0
07.02.2020,16:00,0,0,0,0,0,0
07.02.2020,17:00,0,143,128,145,0,142
07.02.2020,18:00,0,155,155,155,154,155
07.02.2020,19:00,0,131,131,131,131,130
07.02.2020,20:00,0,1,0,49,1,0
07.02.2020,21:00,0,0,0,138,0,0
07.02.2020,22:00,0,0,0,3,0,0
07.02.2020,23:00,0,0,0,0,0,0
08.02.2020,00:00,0,0,0,0,0,0
08.02.2020,01:00,0,0,0,0,0,0
08.02.2020,02:00,0,0,0,0,0,0
08.02.2020,03:00,0,0,0,0,0,0
08.02.2020,04:00,0,0,0,0,0,0
08.02.2020,05:00,0,0,0,0,0,0
08.02.2020,06:00,0,0,0,72,0,0
08.02.2020,07:00,0,0,0,0,0,0
08.02.2020,08:00,0,0,0,0,0,0
08.02.2020,09:00,0,0,0,34,0,0
08.02.2020,10:00,0,0,0,1,0,0
08.02.2020,11:00,0,0,0,0,0,0
08.02.2020,12:00,0,0,0,0,0,0
08.02.2020,13:00,0,0,0,0,0,0
08.02.2020,14:00,0,0,0,0,0,0
08.02.2020,15:00,0,10,0,0,56,0
08.02.2020,16:00,0,0,0,0,2,0
08.02.2020,17:00,0,155,153,158,160,157
08.02.2020,18:00,0,155,155,155,156,154
08.02.2020,19:00,0,150,149,149,152,149
08.02.2020,20:00,0,0,1,0,1,0
08.02.2020,21:00,0,0,0,0,0,0
08.02.2020,22:00,0,0,0,0,0,0
08.02.2020,23:00,0,0,0,0,0,0
09.02.2020,00:00,0,0,0,0,0,0
09.02.2020,01:00,0,0,0,0,0,8
09.02.2020,02:00,0,0,0,0,0,6
09.02.2020,03:00,0,0,0,0,0,0
09.02.2020,04:00,0,0,0,0,0,0
09.02.2020,05:00,0,0,0,0,0,0
09.02.2020,06:00,0,0,0,0,0,0
09.02.2020,07:00,0,0,0,0,0,93
09.02.2020,08:00,0,0,0,0,0,0
09.02.2020,09:00,0,0,0,0,0,0
09.02.2020,10:00,0,0,0,0,0,0
09.02.2020,11:00,0,0,0,0,0,0
09.02.2020,12:00,0,0,0,0,0,0
09.02.2020,13:00,0,0,0,0,0,0
09.02.2020,14:00,0,0,0,0,0,0
09.02.2020,15:00,0,0,0,0,0,0
09.02.2020,16:00,0,0,0,0,0,0
09.02.2020,17:00,0,0,0,82,82,1
09.02.2020,18:00,0,0,130,130,131,130
09.02.2020,19:00,0,0,124,124,124,123
09.02.2020,20:00,0,7,120,120,121,120
09.02.2020,21:00,0,107,1,107,107,107
09.02.2020,22:00,0,0,0,1,0,0
09.02.2020,23:00,0,0,0,0,0,0
10.02.2020,00:00,0,0,0,0,0,0
10.02.2020,01:00,0,0,0,0,0,0
10.02.2020,02:00,0,0,0,0,0,0
10.02.2020,03:00,0,0,0,0,0,0
10.02.2020,04:00,0,0,0,0,0,0
10.02.2020,05:00,0,0,0,0,0,1
10.02.2020,06:00,0,115,0,1,1,115
10.02.2020,07:00,0,150,146,150,152,149
10.02.2020,08:00,0,144,144,144,145,144
10.02.2020,09:00,0,145,145,145,146,144
10.02.2020,10:00,0,145,145,145,146,145
10.02.2020,11:00,0,5,4,6,6,5
10.02.2020,12:00,0,0,0,0,0,0
10.02.2020,13:00,0,0,0,0,0,0
10.02.2020,14:00,0,0,0,0,0,0
10.02.2020,15:00,0,0,0,0,0,0
10.02.2020,16:00,0,0,0,0,22,0
10.02.2020,17:00,0,2,138,141,141,0
10.02.2020,18:00,0,152,152,152,153,152
10.02.2020,19:00,0,148,148,148,148,147
10.02.2020,20:00,0,139,138,139,140,139
10.02.2020,21:00,0,0,0,0,101,0
10.02.2020,22:00,0,0,0,0,65,0
10.02.2020,23:00,0,0,0,0,0,0
11.02.2020,00:00,0,0,0,0,0,0
11.02.2020,01:00,0,0,0,0,0,0
11.02.2020,02:00,0,0,0,0,0,0
11.02.2020,03:00,0,0,0,0,0,0
11.02.2020,04:00,0,0,0,0,0,0
11.02.2020,05:00,0,0,0,0,0,0
11.02.2020,06:00,0,1,40,1,1,0
11.02.2020,07:00,0,156,156,156,157,155
11.02.2020,08:00,0,152,152,152,154,151
11.02.2020,09:00,0,159,160,160,160,0
11.02.2020,10:00,0,8,0,1,1,0
11.02.2020,11:00,0,0,0,0,0,0
11.02.2020,12:00,0,0,0,0,0,0
11.02.2020,13:00,0,0,0,0,0,7
11.02.2020,14:00,0,1,0,0,0,0
11.02.2020,15:00,0,109,0,0,0,0
11.02.2020,16:00,0,100,1,1,2,1
11.02.2020,17:00,0,152,152,151,154,151
11.02.2020,18:00,0,152,152,152,153,151
11.02.2020,19:00,0,147,147,147,148,146
11.02.2020,20:00,0,110,144,144,145,108
11.02.2020,21:00,0,25,0,116,77,0
11.02.2020,22:00,0,0,0,0,0,0
11.02.2020,23:00,0,0,0,0,0,0
12.02.2020,00:00,0,0,0,0,0,0
12.02.2020,01:00,0,0,0,0,0,0
12.02.2020,02:00,0,0,0,0,0,0
12.02.2020,03:00,0,0,0,0,0,0
12.02.2020,04:00,0,0,0,0,0,0
12.02.2020,05:00,0,0,0,0,0,0
12.02.2020,06:00,0,1,1,0,0,11
12.02.2020,07:00,0,91,90,0,0,91
12.02.2020,08:00,0,18,2,0,0,59
12.02.2020,09:00,0,0,0,0,0,43
12.02.2020,10:00,0,0,0,0,0,0
12.02.2020,11:00,0,0,0,0,65,77
12.02.2020,12:00,0,0,0,0,0,0
12.02.2020,13:00,0,0,0,0,0,23
12.02.2020,14:00,0,8,0,0,0,37
12.02.2020,15:00,0,0,0,0,0,1
12.02.2020,16:00,0,1,0,0,0,95
12.02.2020,17:00,0,160,160,157,158,159
12.02.2020,18:00,0,158,158,158,159,158
12.02.2020,19:00,0,154,153,153,155,153
12.02.2020,20:00,0,1,65,106,23,0
12.02.2020,21:00,0,0,0,17,0,0
12.02.2020,22:00,0,0,0,21,0,0
12.02.2020,23:00,0,0,0,36,0,0
13.02.2020,00:00,0,0,0,0,0,0
13.02.2020,01:00,0,0,0,0,0,0
13.02.2020,02:00,0,0,0,0,0,0
13.02.2020,03:00,0,0,0,0,0,0
13.02.2020,04:00,0,0,0,0,0,0
13.02.2020,05:00,0,0,0,0,0,0
13.02.2020,06:00,0,0,2,3,0,2
13.02.2020,07:00,0,163,169,169,169,169
13.02.2020,08:00,0,137,137,137,138,137
13.02.2020,09:00,0,1,134,134,135,1
13.02.2020,10:00,0,0,98,100,100,0
13.02.2020,11:00,0,0,0,83,1,0
13.02.2020,12:00,0,0,0,0,0,0
13.02.2020,13:00,0,0,0,0,0,0
13.02.2020,14:00,0,0,0,0,0,0
13.02.2020,15:00,0,0,0,0,0,0
13.02.2020,16:00,0,0,0,0,0,0
13.02.2020,17:00,0,1,2,25,2,1
13.02.2020,18:00,0,135,135,135,136,134
13.02.2020,19:00,0,140,140,140,141,140
13.02.2020,20:00,0,3,0,4,1,0
13.02.2020,21:00,0,0,0,0,0,0
13.02.2020,22:00,0,0,0,0,0,0
13.02.2020,23:00,0,0,0,0,0,0
14.02.2020,00:00,0,0,0,0,0,0
14.02.2020,01:00,0,0,0,0,0,0
14.02.2020,02:00,0,0,0,0,0,0
14.02.2020,03:00,0,0,0,0,0,0
14.02.2020,04:00,0,0,0,0,0,0
14.02.2020,05:00,0,0,0,0,0,1
14.02.2020,06:00,0,0,3,5,0,82
14.02.2020,07:00,0,92,162,163,157,162
14.02.2020,08:00,0,160,161,161,161,160
14.02.2020,09:00,0,158,158,158,159,158
14.02.2020,10:00,0,153,5,153,155,9
14.02.2020,11:00,0,119,0,119,2,0
14.02.2020,12:00,0,0,0,1,0,0
14.02.2020,13:00,0,0,0,0,0,0
14.02.2020,14:00,0,0,0,0,0,0
14.02.2020,15:00,0,0,0,0,0,0
14.02.2020,16:00,0,0,2,0,0,0
14.02.2020,17:00,0,0,150,150,2,94
14.02.2020,18:00,0,0,142,144,145,144
14.02.2020,19:00,0,0,0,2,2,0
14.02.2020,20:00,0,0,0,0,0,0
14.02.2020,21:00,0,0,0,0,0,0
14.02.2020,22:00,0,0,0,0,0,0
14.02.2020,23:00,0,0,0,0,0,0
15.02.2020,00:00,0,0,0,0,0,0
15.02.2020,01:00,0,0,0,0,0,0
15.02.2020,02:00,0,0,0,0,0,0
15.02.2020,03:00,0,0,0,0,0,0
15.02.2020,04:00,0,0,0,0,0,0
15.02.2020,05:00,0,0,0,0,0,0
15.02.2020,06:00,0,0,0,0,0,0
15.02.2020,07:00,0,0,0,0,0,0
15.02.2020,08:00,0,0,0,0,0,0
15.02.2020,09:00,0,0,0,82,0,0
15.02.2020,10:00,0,0,0,0,0,0
15.02.2020,11:00,0,0,0,0,0,45
15.02.2020,12:00,0,0,0,0,0,0
15.02.2020,13:00,0,0,0,0,0,0
15.02.2020,14:00,0,0,0,0,0,0
15.02.2020,15:00,0,1,0,0,0,0
15.02.2020,16:00,0,83,0,8,0,3
15.02.2020,17:00,0,115,0,0,0,78
15.02.2020,18:00,0,0,0,0,0,0
15.02.2020,19:00,0,0,0,0,0,0
15.02.2020,20:00,0,0,0,0,0,0
15.02.2020,21:00,0,0,0,0,0,0
15.02.2020,22:00,0,0,0,0,0,0
15.02.2020,23:00,0,0,0,0,0,0
16.02.2020,00:00,0,0,0,57,0,0
16.02.2020,01:00,0,0,0,0,0,0
16.02.2020,02:00,0,0,0,0,0,0
16.02.2020,03:00,0,0,0,0,0,0
16.02.2020,04:00,0,0,0,0,0,0
16.02.2020,05:00,0,0,0,0,0,0
16.02.2020,06:00,0,0,0,0,0,0
16.02.2020,07:00,0,0,0,0,0,0
16.02.2020,08:00,0,0,0,0,0,0
16.02.2020,09:00,0,0,0,0,0,0
16.02.2020,10:00,0,0,0,0,0,0
16.02.2020,11:00,0,0,0,0,0,0
16.02.2020,12:00,0,0,0,0,0,0
16.02.2020,13:00,0,0,0,0,0,0
16.02.2020,14:00,0,0,0,0,0,0
16.02.2020,15:00,0,0,0,0,0,1
16.02.2020,16:00,0,1,1,0,0,118
16.02.2020,17:00,0,153,153,0,2,152
16.02.2020,18:00,0,160,160,157,161,159
16.02.2020,19:00,0,154,153,153,155,154
16.02.2020,20:00,0,3,3,3,3,3
16.02.2020,21:00,0,0,0,0,0,0
16.02.2020,22:00,0,0,0,0,0,0
16.02.2020,23:00,0,0,0,0,0,0
17.02.2020,00:00,0,0,0,0,0,0
17.02.2020,01:00,0,0,0,0,0,0
17.02.2020,02:00,0,0,0,0,0,0
17.02.2020,03:00,0,0,0,0,0,0
17.02.2020,04:00,0,0,0,0,0,0
17.02.2020,05:00,0,0,0,0,0,0
17.02.2020,06:00,0,0,0,1,0,0
17.02.2020,07:00,0,0,0,101,0,0
17.02.2020,08:00,0,164,160,167,159,164
17.02.2020,09:00,0,164,164,164,165,164
17.02.2020,10:00,0,13,2,4,2,0
17.02.2020,11:00,0,0,0,0,0,0
17.02.2020,12:00,0,0,0,0,0,0
17.02.2020,13:00,0,0,0,0,0,0
17.02.2020,14:00,0,0,0,0,0,0
17.02.2020,15:00,0,0,0,0,0,0
17.02.2020,16:00,0,104,1,0,0,20
17.02.2020,17:00,0,143,142,139,144,142
17.02.2020,18:00,0,137,137,137,137,136
17.02.2020,19:00,0,141,141,141,141,140
17.02.2020,20:00,0,23,2,3,3,0
17.02.2020,21:00,0,0,0,0,0,0
17.02.2020,22:00,0,0,0,0,0,0
17.02.2020,23:00,0,0,0,0,0,0
18.02.2020,00:00,0,0,0,0,0,0
18.02.2020,01:00,0,0,0,0,0,0
18.02.2020,02:00,0,0,0,0,0,0
18.02.2020,03:00,0,0,0,0,0,0
18.02.2020,04:00,0,0,0,0,0,0
18.02.2020,05:00,0,0,1,0,0,0
18.02.2020,06:00,0,5,103,0,0,2
18.02.2020,07:00,0,158,158,0,0,158
18.02.2020,08:00,0,115,2,0,0,74
18.02.2020,09:00,0,94,0,0,0,5
18.02.2020,10:00,0,103,0,0,0,7
18.02.2020,11:00,0,30,0,0,0,23
18.02.2020,12:00,0,0,0,0,0,12
18.02.2020,13:00,0,8,0,0,0,75
18.02.2020,14:00,0,0,0,0,0,1
18.02.2020,15:00,0,1,1,0,0,5
18.02.2020,16:00,0,113,113,0,0,113
18.02.2020,17:00,0,120,120,0,115,120
18.02.2020,18:00,0,153,153,74,154,153
18.02.2020,19:00,0,113,113,113,113,112
18.02.2020,20:00,0,149,149,149,151,149
18.02.2020,21:00,0,136,135,136,136,135
18.02.2020,22:00,0,63,1,27,25,61
18.02.2020,23:00,0,23,0,0,0,0
19.02.2020,00:00,0,0,0,0,0,0
19.02.2020,01:00,0,0,0,0,0,0
19.02.2020,02:00,0,0,0,0,0,0
19.02.2020,03:00,0,0,0,0,0,0
19.02.2020,04:00,0,0,0,0,0,0
19.02.2020,05:00,0,0,0,0,0,1
19.02.2020,06:00,0,1,1,0,0,53
19.02.2020,07:00,0,150,150,0,147,150
19.02.2020,08:00,0,160,159,0,160,159
19.02.2020,09:00,0,149,149,14,151,149
19.02.2020,10:00,0,121,1,0,121,1
19.02.2020,11:00,0,0,0,0,0,0
19.02.2020,12:00,0,0,0,0,0,0
19.02.2020,13:00,0,0,0,0,0,0
19.02.2020,14:00,0,0,0,0,0,0
