Datum,Uhrzeit,Generation_DE SE 4[MW],Generation_DE Block 6 SE 6[MW],Generation_DE Block 5 SE 5[MW],Generation_DE Block 1 SE 1[MW],Generation_DE Block 2 SE 2[MW]
27.01.2020,18:00,0,0,0,84,81
27.01.2020,19:00,0,0,0,84,81
27.01.2020,20:00,0,0,0,84,81
27.01.2020,21:00,0,0,0,84,81
27.01.2020,22:00,0,0,0,84,81
27.01.2020,23:00,0,0,0,84,81
28.01.2020,00:00,0,0,0,84,81
28.01.2020,01:00,0,0,0,84,81
28.01.2020,02:00,0,0,0,84,81
28.01.2020,03:00,0,0,0,84,81
28.01.2020,04:00,0,0,0,84,81
28.01.2020,05:00,0,0,0,84,81
28.01.2020,06:00,0,0,0,84,81
28.01.2020,07:00,0,0,0,84,81
28.01.2020,08:00,0,0,0,84,81
28.01.2020,09:00,0,0,0,84,81
28.01.2020,10:00,0,0,0,84,81
28.01.2020,11:00,0,0,0,84,81
28.01.2020,12:00,0,0,0,84,81
28.01.2020,13:00,0,0,0,84,81
28.01.2020,14:00,0,0,0,84,81
28.01.2020,15:00,0,0,0,84,81
28.01.2020,16:00,0,0,0,84,81
28.01.2020,17:00,0,0,0,84,81
28.01.2020,18:00,0,0,0,84,81
28.01.2020,19:00,0,0,0,84,81
28.01.2020,20:00,0,0,0,84,81
28.01.2020,21:00,0,0,0,84,81
28.01.2020,22:00,0,0,0,83,81
28.01.2020,23:00,0,0,0,83,81
29.01.2020,00:00,0,0,0,82,81
29.01.2020,01:00,0,0,0,82,81
29.01.2020,02:00,0,0,0,81,81
29.01.2020,03:00,0,0,0,81,81
29.01.2020,04:00,0,0,0,81,81
29.01.2020,05:00,0,0,0,81,81
29.01.2020,06:00,0,0,0,81,81
29.01.2020,07:00,0,0,0,81,81
29.01.2020,08:00,0,0,0,81,81
29.01.2020,09:00,0,0,0,81,81
29.01.2020,10:00,0,0,0,81,81
29.01.2020,11:00,0,0,0,81,81
29.01.2020,12:00,0,0,0,81,81
29.01.2020,13:00,0,0,0,81,81
29.01.2020,14:00,0,0,0,81,81
29.01.2020,15:00,0,0,0,81,81
29.01.2020,16:00,0,0,0,81,81
29.01.2020,17:00,0,0,0,81,81
29.01.2020,18:00,0,0,0,81,81
29.01.2020,19:00,0,0,0,81,81
29.01.2020,20:00,0,0,0,81,81
29.01.2020,21:00,0,0,0,81,81
29.01.2020,22:00,0,0,0,81,81
29.01.2020,23:00,0,0,0,81,81
30.01.2020,00:00,0,0,0,81,81
30.01.2020,01:00,0,0,0,81,81
30.01.2020,02:00,0,0,0,81,81
30.01.2020,03:00,0,0,0,81,81
30.01.2020,04:00,0,0,0,81,81
30.01.2020,05:00,0,0,0,81,81
30.01.2020,06:00,0,0,0,81,81
30.01.2020,07:00,0,0,0,81,81
30.01.2020,08:00,0,0,0,81,81
30.01.2020,09:00,0,0,0,81,81
30.01.2020,10:00,0,0,0,81,81
30.01.2020,11:00,0,0,0,81,81
30.01.2020,12:00,0,0,0,81,81
30.01.2020,13:00,0,0,0,81,81
30.01.2020,14:00,0,0,0,81,81
30.01.2020,15:00,0,0,0,81,81
30.01.2020,16:00,0,0,0,81,81
30.01.2020,17:00,0,0,0,81,81
30.01.2020,18:00,0,0,0,81,81
30.01.2020,19:00,0,0,0,81,81
30.01.2020,20:00,0,0,0,81,81
30.01.2020,21:00,0,0,0,81,81
30.01.2020,22:00,0,0,0,81,81
30.01.2020,23:00,0,0,0,81,81
31.01.2020,00:00,0,0,0,81,81
31.01.2020,01:00,0,0,0,81,81
31.01.2020,02:00,0,0,0,81,81
31.01.2020,03:00,0,0,0,81,81
31.01.2020,04:00,0,0,0,81,81
31.01.2020,05:00,0,0,0,81,81
31.01.2020,06:00,0,0,0,81,81
31.01.2020,07:00,0,0,0,81,81
31.01.2020,08:00,0,0,0,81,82
31.01.2020,09:00,0,0,0,81,81
31.01.2020,10:00,0,0,0,81,81
31.01.2020,11:00,0,0,0,81,81
31.01.2020,12:00,0,0,0,81,80
31.01.2020,13:00,0,0,0,81,82
31.01.2020,14:00,0,0,0,82,82
31.01.2020,15:00,0,0,0,82,82
31.01.2020,16:00,0,0,0,82,82
31.01.2020,17:00,0,0,0,82,82
31.01.2020,18:00,0,0,0,82,82
31.01.2020,19:00,0,0,0,82,82
31.01.2020,20:00,0,0,0,82,82
31.01.2020,21:00,0,0,0,82,82
31.01.2020,22:00,0,0,0,82,82
31.01.2020,23:00,0,0,0,82,82
01.02.2020,00:00,0,0,0,82,82
01.02.2020,01:00,0,0,0,82,82
01.02.2020,02:00,0,0,0,83,82
01.02.2020,03:00,0,0,0,83,82
01.02.2020,04:00,0,0,0,84,82
01.02.2020,05:00,0,0,0,84,82
01.02.2020,06:00,0,0,0,84,83
01.02.2020,07:00,0,0,0,84,84
01.02.2020,08:00,0,0,0,84,84
01.02.2020,09:00,0,0,0,84,84
01.02.2020,10:00,0,0,0,84,84
01.02.2020,11:00,0,0,0,84,84
01.02.2020,12:00,0,0,0,85,84
01.02.2020,13:00,0,0,0,85,83
01.02.2020,14:00,0,0,0,85,83
01.02.2020,15:00,0,0,0,85,83
01.02.2020,16:00,0,0,0,85,83
01.02.2020,17:00,0,0,0,85,83
01.02.2020,18:00,0,0,0,85,83
01.02.2020,19:00,0,0,0,85,83
01.02.2020,20:00,0,0,0,85,83
01.02.2020,21:00,0,0,0,85,83
01.02.2020,22:00,0,0,0,85,83
01.02.2020,23:00,0,0,0,85,83
02.02.2020,00:00,0,0,0,85,83
02.02.2020,01:00,0,0,0,85,83
02.02.2020,02:00,0,0,0,85,83
02.02.2020,03:00,0,0,0,85,83
02.02.2020,04:00,0,0,0,85,83
02.02.2020,05:00,0,0,0,84,83
02.02.2020,06:00,0,0,0,83,83
02.02.2020,07:00,0,0,0,83,83
02.02.2020,08:00,0,0,0,83,83
02.02.2020,09:00,0,0,0,83,82
02.02.2020,10:00,0,0,0,83,81
02.02.2020,11:00,0,0,0,83,82
02.02.2020,12:00,0,0,0,83,81
02.02.2020,13:00,0,0,0,83,82
02.02.2020,14:00,0,0,0,83,82
02.02.2020,15:00,0,0,0,83,82
02.02.2020,16:00,0,0,0,83,82
02.02.2020,17:00,0,0,0,83,83
02.02.2020,18:00,0,0,0,83,83
02.02.2020,19:00,0,0,0,84,83
02.02.2020,20:00,0,0,0,84,83
02.02.2020,21:00,0,0,0,84,83
02.02.2020,22:00,0,0,0,84,83
02.02.2020,23:00,0,0,0,84,83
03.02.2020,00:00,0,0,0,84,83
03.02.2020,01:00,0,0,0,84,83
03.02.2020,02:00,0,0,0,84,83
03.02.2020,03:00,0,0,0,84,83
03.02.2020,04:00,0,0,0,84,83
03.02.2020,05:00,0,0,0,84,83
03.02.2020,06:00,0,0,0,84,83
03.02.2020,07:00,0,0,0,84,83
03.02.2020,08:00,0,0,0,84,83
03.02.2020,09:00,0,0,0,84,83
03.02.2020,10:00,0,0,0,84,83
03.02.2020,11:00,0,0,0,84,83
03.02.2020,12:00,0,0,0,84,83
03.02.2020,13:00,0,0,0,84,83
03.02.2020,14:00,0,0,0,84,83
03.02.2020,15:00,0,0,0,84,83
03.02.2020,16:00,0,0,0,84,82
03.02.2020,17:00,0,0,0,84,82
03.02.2020,18:00,0,0,0,84,82
03.02.2020,19:00,0,0,0,84,82
03.02.2020,20:00,0,0,0,84,82
03.02.2020,21:00,0,0,0,84,81
03.02.2020,22:00,0,0,0,84,81
03.02.2020,23:00,0,0,0,84,81
04.02.2020,00:00,0,0,0,84,81
04.02.2020,01:00,0,0,0,85,81
04.02.2020,02:00,0,0,0,85,81
04.02.2020,03:00,0,0,0,85,81
04.02.2020,04:00,0,0,0,85,82
04.02.2020,05:00,0,0,0,85,82
04.02.2020,06:00,0,0,0,85,82
04.02.2020,07:00,0,0,0,85,82
04.02.2020,08:00,0,0,0,85,82
04.02.2020,09:00,0,0,0,85,82
04.02.2020,10:00,0,0,0,85,82
04.02.2020,11:00,0,0,0,85,82
04.02.2020,12:00,0,0,0,85,82
04.02.2020,13:00,0,0,0,85,82
04.02.2020,14:00,0,0,0,85,82
04.02.2020,15:00,0,0,0,84,81
04.02.2020,16:00,0,0,0,83,80
04.02.2020,17:00,0,0,0,83,80
04.02.2020,18:00,0,0,0,83,80
04.02.2020,19:00,0,0,0,83,80
04.02.2020,20:00,0,0,0,83,80
04.02.2020,21:00,0,0,0,83,80
04.02.2020,22:00,0,0,0,83,80
04.02.2020,23:00,0,0,0,83,80
05.02.2020,00:00,0,0,0,83,80
05.02.2020,01:00,0,0,0,83,80
05.02.2020,02:00,0,0,0,83,80
05.02.2020,03:00,0,0,0,83,80
05.02.2020,04:00,0,0,0,83,80
05.02.2020,05:00,0,0,0,83,80
05.02.2020,06:00,0,0,0,83,80
05.02.2020,07:00,0,0,0,83,80
05.02.2020,08:00,0,0,0,83,80
05.02.2020,09:00,0,0,0,83,80
05.02.2020,10:00,0,0,0,83,80
05.02.2020,11:00,0,0,0,83,80
05.02.2020,12:00,0,0,0,83,80
05.02.2020,13:00,0,0,0,83,80
05.02.2020,14:00,0,0,0,83,81
05.02.2020,15:00,0,0,0,83,81
05.02.2020,16:00,0,0,0,83,81
05.02.2020,17:00,0,0,0,83,81
05.02.2020,18:00,0,0,0,83,81
05.02.2020,19:00,0,0,0,83,81
05.02.2020,20:00,0,0,0,83,81
05.02.2020,21:00,0,0,0,83,81
05.02.2020,22:00,0,0,0,83,80
05.02.2020,23:00,0,0,0,83,80
06.02.2020,00:00,0,0,0,83,80
06.02.2020,01:00,0,0,0,83,80
06.02.2020,02:00,0,0,0,83,80
06.02.2020,03:00,0,0,0,83,80
06.02.2020,04:00,0,0,0,83,80
06.02.2020,05:00,0,0,0,83,80
06.02.2020,06:00,0,0,0,83,80
06.02.2020,07:00,0,0,0,83,80
06.02.2020,08:00,0,0,0,84,81
06.02.2020,09:00,0,0,0,85,82
06.02.2020,10:00,0,0,0,85,82
06.02.2020,11:00,0,0,0,85,82
06.02.2020,12:00,0,0,0,85,82
06.02.2020,13:00,0,0,0,83,82
06.02.2020,14:00,0,0,0,83,82
06.02.2020,15:00,0,0,0,83,81
06.02.2020,16:00,0,0,0,83,81
06.02.2020,17:00,0,0,0,83,81
06.02.2020,18:00,0,0,0,83,81
06.02.2020,19:00,0,0,0,83,81
06.02.2020,20:00,0,0,0,83,81
06.02.2020,21:00,0,0,0,83,81
06.02.2020,22:00,0,0,0,83,81
06.02.2020,23:00,0,0,0,83,81
07.02.2020,00:00,0,0,0,83,81
07.02.2020,01:00,0,0,0,83,81
07.02.2020,02:00,0,0,0,83,81
07.02.2020,03:00,0,0,0,83,81
07.02.2020,04:00,0,0,0,83,81
07.02.2020,05:00,0,0,0,83,80
07.02.2020,06:00,0,0,0,83,80
07.02.2020,07:00,0,0,0,83,80
07.02.2020,08:00,0,0,0,83,80
07.02.2020,09:00,0,0,0,83,80
07.02.2020,10:00,0,0,0,81,80
07.02.2020,11:00,0,0,0,81,80
07.02.2020,12:00,0,0,0,81,80
07.02.2020,13:00,0,0,0,82,80
07.02.2020,14:00,0,0,0,82,80
07.02.2020,15:00,0,0,0,80,80
07.02.2020,16:00,0,0,0,80,80
07.02.2020,17:00,0,0,0,80,80
07.02.2020,18:00,0,0,0,80,80
07.02.2020,19:00,0,0,0,80,80
07.02.2020,20:00,0,0,0,80,79
07.02.2020,21:00,0,0,0,79,79
07.02.2020,22:00,0,0,0,79,79
07.02.2020,23:00,0,0,0,79,79
08.02.2020,00:00,0,0,0,79,79
08.02.2020,01:00,0,0,0,79,79
08.02.2020,02:00,0,0,0,79,79
08.02.2020,03:00,0,0,0,79,79
08.02.2020,04:00,0,0,0,79,79
08.02.2020,05:00,0,0,0,79,79
08.02.2020,06:00,0,0,0,79,79
08.02.2020,07:00,0,0,0,79,79
08.02.2020,08:00,0,0,0,79,79
08.02.2020,09:00,0,0,0,79,79
08.02.2020,10:00,0,0,0,79,79
08.02.2020,11:00,0,0,0,79,79
08.02.2020,12:00,0,0,0,79,79
08.02.2020,13:00,0,0,0,79,79
08.02.2020,14:00,0,0,0,79,79
08.02.2020,15:00,0,0,0,79,79
08.02.2020,16:00,0,0,0,79,79
08.02.2020,17:00,0,0,0,79,79
08.02.2020,18:00,0,0,0,79,79
08.02.2020,19:00,0,0,0,79,79
08.02.2020,20:00,0,0,0,79,79
08.02.2020,21:00,0,0,0,79,79
08.02.2020,22:00,0,0,0,79,79
08.02.2020,23:00,0,0,0,79,79
09.02.2020,00:00,0,0,0,79,79
09.02.2020,01:00,0,0,0,79,79
09.02.2020,02:00,0,0,0,79,79
09.02.2020,03:00,0,0,0,79,79
09.02.2020,04:00,0,0,0,79,79
09.02.2020,05:00,0,0,0,79,79
09.02.2020,06:00,0,0,0,79,79
09.02.2020,07:00,0,0,0,79,79
09.02.2020,08:00,0,0,0,79,79
09.02.2020,09:00,0,0,0,79,79
09.02.2020,10:00,0,0,0,79,79
09.02.2020,11:00,0,0,0,79,79
09.02.2020,12:00,0,0,0,79,79
09.02.2020,13:00,0,0,0,79,79
09.02.2020,14:00,0,0,0,79,79
09.02.2020,15:00,0,0,0,79,79
09.02.2020,16:00,0,0,0,79,79
09.02.2020,17:00,0,0,0,79,79
09.02.2020,18:00,0,0,0,79,79
09.02.2020,19:00,0,0,0,79,79
09.02.2020,20:00,0,0,0,79,79
09.02.2020,21:00,0,0,0,79,79
09.02.2020,22:00,0,0,0,79,79
09.02.2020,23:00,0,0,0,79,79
10.02.2020,00:00,0,0,0,79,79
10.02.2020,01:00,0,0,0,79,79
10.02.2020,02:00,0,0,0,79,79
10.02.2020,03:00,0,0,0,79,79
10.02.2020,04:00,0,0,0,79,79
10.02.2020,05:00,0,0,0,79,79
10.02.2020,06:00,0,0,0,79,79
10.02.2020,07:00,0,0,0,79,79
10.02.2020,08:00,0,0,0,79,79
10.02.2020,09:00,0,0,0,79,79
10.02.2020,10:00,0,0,0,79,79
10.02.2020,11:00,0,0,0,79,79
10.02.2020,12:00,0,0,0,79,79
10.02.2020,13:00,0,0,0,79,79
10.02.2020,14:00,0,0,0,79,79
10.02.2020,15:00,0,0,0,79,79
10.02.2020,16:00,0,0,0,79,79
10.02.2020,17:00,0,0,0,79,79
10.02.2020,18:00,0,0,0,79,79
10.02.2020,19:00,0,0,0,79,79
10.02.2020,20:00,0,0,0,79,79
10.02.2020,21:00,0,0,0,79,79
10.02.2020,22:00,0,0,0,79,79
10.02.2020,23:00,0,0,0,79,79
11.02.2020,00:00,0,0,0,79,79
11.02.2020,01:00,0,0,0,79,79
11.02.2020,02:00,0,0,0,79,79
11.02.2020,03:00,0,0,0,79,79
11.02.2020,04:00,0,0,0,79,79
11.02.2020,05:00,0,0,0,79,79
11.02.2020,06:00,0,0,0,79,79
11.02.2020,07:00,0,0,0,79,79
11.02.2020,08:00,0,0,0,79,79
11.02.2020,09:00,0,0,0,79,78
11.02.2020,10:00,0,0,0,79,78
11.02.2020,11:00,0,0,0,79,78
11.02.2020,12:00,0,0,0,79,78
11.02.2020,13:00,0,0,0,79,78
11.02.2020,14:00,0,0,0,80,78
11.02.2020,15:00,0,0,0,79,78
11.02.2020,16:00,0,0,0,79,78
11.02.2020,17:00,0,0,0,79,78
11.02.2020,18:00,0,0,0,79,77
11.02.2020,19:00,0,0,0,79,77
11.02.2020,20:00,0,0,0,78,77
11.02.2020,21:00,0,0,0,78,77
11.02.2020,22:00,0,0,0,78,77
11.02.2020,23:00,0,0,0,78,78
12.02.2020,00:00,0,0,0,78,78
12.02.2020,01:00,0,0,0,78,78
12.02.2020,02:00,0,0,0,78,78
12.02.2020,03:00,0,0,0,78,78
12.02.2020,04:00,0,0,0,78,78
12.02.2020,05:00,0,0,0,78,78
12.02.2020,06:00,0,0,0,78,78
12.02.2020,07:00,0,0,0,78,78
12.02.2020,08:00,0,0,0,78,78
12.02.2020,09:00,0,0,0,78,78
12.02.2020,10:00,0,0,0,78,78
12.02.2020,11:00,0,0,0,78,78
12.02.2020,12:00,0,0,0,78,78
12.02.2020,13:00,0,0,0,78,78
12.02.2020,14:00,0,0,0,78,78
12.02.2020,15:00,0,0,0,78,78
12.02.2020,16:00,0,0,0,78,78
12.02.2020,17:00,0,0,0,78,78
12.02.2020,18:00,0,0,0,78,78
12.02.2020,19:00,0,0,0,78,78
12.02.2020,20:00,0,0,0,78,78
12.02.2020,21:00,0,0,0,78,78
12.02.2020,22:00,0,0,0,78,78
12.02.2020,23:00,0,0,0,78,78
13.02.2020,00:00,0,0,0,78,78
13.02.2020,01:00,0,0,0,78,78
13.02.2020,02:00,0,0,0,78,78
13.02.2020,03:00,0,0,0,78,78
13.02.2020,04:00,0,0,0,78,78
13.02.2020,05:00,0,0,0,78,78
13.02.2020,06:00,0,0,0,78,78
13.02.2020,07:00,0,0,0,78,78
13.02.2020,08:00,0,0,0,78,78
13.02.2020,09:00,0,0,0,78,78
13.02.2020,10:00,0,0,0,78,78
13.02.2020,11:00,0,0,0,78,78
13.02.2020,12:00,0,0,0,78,78
13.02.2020,13:00,0,0,0,78,78
13.02.2020,14:00,0,0,0,78,78
13.02.2020,15:00,0,0,0,78,78
13.02.2020,16:00,0,0,0,78,78
13.02.2020,17:00,0,0,0,78,79
13.02.2020,18:00,0,0,0,78,79
13.02.2020,19:00,0,0,0,78,78
13.02.2020,20:00,0,0,0,78,78
13.02.2020,21:00,0,0,0,78,78
13.02.2020,22:00,0,0,0,78,78
13.02.2020,23:00,0,0,0,78,78
14.02.2020,00:00,0,0,0,78,78
14.02.2020,01:00,0,0,0,78,78
14.02.2020,02:00,0,0,0,78,78
14.02.2020,03:00,0,0,0,78,78
14.02.2020,04:00,0,0,0,78,78
14.02.2020,05:00,0,0,0,78,78
14.02.2020,06:00,0,0,0,78,78
14.02.2020,07:00,0,0,0,78,78
14.02.2020,08:00,0,0,0,78,78
14.02.2020,09:00,0,0,0,78,78
14.02.2020,10:00,0,0,0,78,78
14.02.2020,11:00,0,0,0,78,78
14.02.2020,12:00,0,0,0,78,78
14.02.2020,13:00,0,0,0,78,78
14.02.2020,14:00,0,0,0,78,78
14.02.2020,15:00,0,0,0,78,78
14.02.2020,16:00,0,0,0,78,78
14.02.2020,17:00,0,0,0,78,78
14.02.2020,18:00,0,0,0,78,78
14.02.2020,19:00,0,0,0,78,78
14.02.2020,20:00,0,0,0,78,78
14.02.2020,21:00,0,0,0,78,78
14.02.2020,22:00,0,0,0,78,78
14.02.2020,23:00,0,0,0,78,78
15.02.2020,00:00,0,0,0,78,78
15.02.2020,01:00,0,0,0,78,78
15.02.2020,02:00,0,0,0,78,78
15.02.2020,03:00,0,0,0,78,78
15.02.2020,04:00,0,0,0,78,78
15.02.2020,05:00,0,0,0,78,78
15.02.2020,06:00,0,0,0,78,78
15.02.2020,07:00,0,0,0,78,78
15.02.2020,08:00,0,0,0,78,78
15.02.2020,09:00,0,0,0,78,78
15.02.2020,10:00,0,0,0,78,78
15.02.2020,11:00,0,0,0,78,78
15.02.2020,12:00,0,0,0,78,78
15.02.2020,13:00,0,0,0,78,78
15.02.2020,14:00,0,0,0,78,78
15.02.2020,15:00,0,0,0,78,78
15.02.2020,16:00,0,0,0,78,78
15.02.2020,17:00,0,0,0,78,78
15.02.2020,18:00,0,0,0,78,78
15.02.2020,19:00,0,0,0,78,78
15.02.2020,20:00,0,0,0,78,78
15.02.2020,21:00,0,0,0,78,78
15.02.2020,22:00,0,0,0,78,78
15.02.2020,23:00,0,0,0,78,78
16.02.2020,00:00,0,0,0,78,78
16.02.2020,01:00,0,0,0,78,78
16.02.2020,02:00,0,0,0,78,78
16.02.2020,03:00,0,0,0,78,78
16.02.2020,04:00,0,0,0,78,78
16.02.2020,05:00,0,0,0,78,78
16.02.2020,06:00,0,0,0,78,78
16.02.2020,07:00,0,0,0,78,78
16.02.2020,08:00,0,0,0,78,78
16.02.2020,09:00,0,0,0,78,78
16.02.2020,10:00,0,0,0,78,78
16.02.2020,11:00,0,0,0,78,78
16.02.2020,12:00,0,0,0,78,78
16.02.2020,13:00,0,0,0,78,78
16.02.2020,14:00,0,0,0,78,78
16.02.2020,15:00,0,0,0,79,78
16.02.2020,16:00,0,0,0,79,78
16.02.2020,17:00,0,0,0,80,78
16.02.2020,18:00,0,0,0,80,78
16.02.2020,19:00,0,0,0,80,78
16.02.2020,20:00,0,0,0,80,78
16.02.2020,21:00,0,0,0,80,78
16.02.2020,22:00,0,0,0,80,78
16.02.2020,23:00,0,0,0,80,78
17.02.2020,00:00,0,0,0,80,78
17.02.2020,01:00,0,0,0,80,78
17.02.2020,02:00,0,0,0,80,78
17.02.2020,03:00,0,0,0,80,78
17.02.2020,04:00,0,0,0,80,78
17.02.2020,05:00,0,0,0,80,78
17.02.2020,06:00,0,0,0,80,78
17.02.2020,07:00,0,0,0,80,78
17.02.2020,08:00,0,0,0,80,78
17.02.2020,09:00,0,0,0,80,78
17.02.2020,10:00,0,0,0,80,78
17.02.2020,11:00,0,0,0,80,78
17.02.2020,12:00,0,0,0,80,78
17.02.2020,13:00,0,0,0,80,78
17.02.2020,14:00,0,0,0,80,78
17.02.2020,15:00,0,0,0,80,78
17.02.2020,16:00,0,0,0,80,78
17.02.2020,17:00,0,0,0,80,78
17.02.2020,18:00,0,0,0,80,78
17.02.2020,19:00,0,0,0,80,78
17.02.2020,20:00,0,0,0,80,78
17.02.2020,21:00,0,0,0,80,78
17.02.2020,22:00,0,0,0,81,78
17.02.2020,23:00,0,0,0,82,78
18.02.2020,00:00,0,0,0,82,78
18.02.2020,01:00,0,0,0,82,78
18.02.2020,02:00,0,0,0,81,78
18.02.2020,03:00,0,0,0,81,78
18.02.2020,04:00,0,0,0,81,78
18.02.2020,05:00,0,0,0,81,78
18.02.2020,06:00,0,0,0,81,78
18.02.2020,07:00,0,0,0,81,78
18.02.2020,08:00,0,0,0,81,78
18.02.2020,09:00,0,0,0,80,78
18.02.2020,10:00,0,0,0,80,78
18.02.2020,11:00,0,0,0,80,78
18.02.2020,12:00,0,0,0,79,78
18.02.2020,13:00,0,0,0,79,78
18.02.2020,14:00,0,0,0,79,78
18.02.2020,15:00,0,0,0,79,78
18.02.2020,16:00,0,0,0,79,78
18.02.2020,17:00,0,0,0,79,78
18.02.2020,18:00,0,0,0,79,78
18.02.2020,19:00,0,0,0,79,78
18.02.2020,20:00,0,0,0,78,78
18.02.2020,21:00,0,0,0,78,78
18.02.2020,22:00,0,0,0,78,78
18.02.2020,23:00,0,0,0,78,78
19.02.2020,00:00,0,0,0,78,78
19.02.2020,01:00,0,0,0,78,78
19.02.2020,02:00,0,0,0,78,78
19.02.2020,03:00,0,0,0,78,78
19.02.2020,04:00,0,0,0,78,78
19.02.2020,05:00,0,0,0,78,78
19.02.2020,06:00,0,0,0,78,78
19.02.2020,07:00,0,0,0,78,78
19.02.2020,08:00,0,0,0,78,78
19.02.2020,09:00,0,0,0,78,78
19.02.2020,10:00,0,0,0,78,78
19.02.2020,11:00,0,0,0,78,78
19.02.2020,12:00,0,0,0,78,78
19.02.2020,13:00,0,0,0,78,78
19.02.2020,14:00,0,0,0,78,78
19.02.2020,15:00,0,0,0,78,78
19.02.2020,16:00,0,0,0,78,78
19.02.2020,17:00,0,0,0,78,78
19.02.2020,18:00,0,0,0,78,78
19.02.2020,19:00,0,0,0,78,78
19.02.2020,20:00,0,0,0,78,78
19.02.2020,21:00,0,0,0,78,78
19.02.2020,22:00,0,0,0,78,78
19.02.2020,23:00,0,0,0,78,78
20.02.2020,00:00,0,0,0,78,78
20.02.2020,01:00,0,0,0,79,78
20.02.2020,02:00,0,0,0,79,78
20.02.2020,03:00,0,0,0,79,78
20.02.2020,04:00,0,0,0,79,78
20.02.2020,05:00,0,0,0,79,78
20.02.2020,06:00,0,0,0,79,78
20.02.2020,07:00,0,0,0,79,78
20.02.2020,08:00,0,0,0,79,78
20.02.2020,09:00,0,0,0,79,78
20.02.2020,10:00,0,0,0,79,78
20.02.2020,11:00,0,0,0,79,78
20.02.2020,12:00,0,0,0,79,78
20.02.2020,13:00,0,0,0,79,78
20.02.2020,14:00,0,0,0,79,78
20.02.2020,15:00,0,0,0,79,78
20.02.2020,16:00,0,0,0,79,78
20.02.2020,17:00,0,0,0,79,78
20.02.2020,18:00,0,0,0,79,78
20.02.2020,19:00,0,0,0,79,78
20.02.2020,20:00,0,0,0,79,78
20.02.2020,21:00,0,0,0,79,78
20.02.2020,22:00,0,0,0,79,78
20.02.2020,23:00,0,0,0,79,78
21.02.2020,00:00,0,0,0,79,78
21.02.2020,01:00,0,0,0,79,78
21.02.2020,02:00,0,0,0,79,78
21.02.2020,03:00,0,0,0,79,78
21.02.2020,04:00,0,0,0,79,78
21.02.2020,05:00,0,0,0,79,78
21.02.2020,06:00,0,0,0,79,78
21.02.2020,07:00,0,0,0,79,78
21.02.2020,08:00,0,0,0,79,78
21.02.2020,09:00,0,0,0,79,78
21.02.2020,10:00,0,0,0,79,78
21.02.2020,11:00,0,0,0,79,78
21.02.2020,12:00,0,0,0,79,78
21.02.2020,13:00,0,0,0,79,78
21.02.2020,14:00,0,0,0,79,78
21.02.2020,15:00,0,0,0,79,78
21.02.2020,16:00,0,0,0,79,78
21.02.2020,17:00,0,0,0,79,79
21.02.2020,18:00,0,0,0,79,78
21.02.2020,19:00,0,0,0,79,78
21.02.2020,20:00,0,0,0,79,78
21.02.2020,21:00,0,0,0,79,78
21.02.2020,22:00,0,0,0,79,78
21.02.2020,23:00,0,0,0,79,78
22.02.2020,00:00,0,0,0,79,78
22.02.2020,01:00,0,0,0,79,78
22.02.2020,02:00,0,0,0,79,78
22.02.2020,03:00,0,0,0,79,78
22.02.2020,04:00,0,0,0,79,78
22.02.2020,05:00,0,0,0,79,78
22.02.2020,06:00,0,0,0,79,78
22.02.2020,07:00,0,0,0,79,78
22.02.2020,08:00,0,0,0,79,78
22.02.2020,09:00,0,0,0,79,78
22.02.2020,10:00,0,0,0,79,78
22.02.2020,11:00,0,0,0,79,78
22.02.2020,12:00,0,0,0,79,78
22.02.2020,13:00,0,0,0,79,78
22.02.2020,14:00,0,0,0,79,78
22.02.2020,15:00,0,0,0,79,78
22.02.2020,16:00,0,0,0,78,78
22.02.2020,17:00,0,0,0,78,78
22.02.2020,18:00,0,0,0,78,78
22.02.2020,19:00,0,0,0,78,78
22.02.2020,20:00,0,0,0,78,78
22.02.2020,21:00,0,0,0,78,78
22.02.2020,22:00,0,0,0,78,78
22.02.2020,23:00,0,0,0,78,78
23.02.2020,00:00,0,0,0,78,78
23.02.2020,01:00,0,0,0,78,78
23.02.2020,02:00,0,0,0,78,78
23.02.2020,03:00,0,0,0,78,78
23.02.2020,04:00,0,0,0,78,78
23.02.2020,05:00,0,0,0,78,78
23.02.2020,06:00,0,0,0,78,78
23.02.2020,07:00,0,0,0,78,78
23.02.2020,08:00,0,0,0,78,78
23.02.2020,09:00,0,0,0,78,78
23.02.2020,10:00,0,0,0,78,78
23.02.2020,11:00,0,0,0,78,78
23.02.2020,12:00,0,0,0,78,78
23.02.2020,13:00,0,0,0,78,78
23.02.2020,14:00,0,0,0,78,78
23.02.2020,15:00,0,0,0,78,78
23.02.2020,16:00,0,0,0,78,78
23.02.2020,17:00,0,0,0,78,78
23.02.2020,18:00,0,0,0,78,78
23.02.2020,19:00,0,0,0,78,78
23.02.2020,20:00,0,0,0,78,78
23.02.2020,21:00,0,0,0,78,78
23.02.2020,22:00,0,0,0,78,78
23.02.2020,23:00,0,0,0,78,78
24.02.2020,00:00,0,0,0,78,78
24.02.2020,01:00,0,0,0,78,78
24.02.2020,02:00,0,0,0,78,78
24.02.2020,03:00,0,0,0,78,78
24.02.2020,04:00,0,0,0,78,78
24.02.2020,05:00,0,0,0,78,78
24.02.2020,06:00,0,0,0,78,78
