Datum,Uhrzeit,Generation_DE Block 2 Tiefstack[MW],Generation_DE Gas0und0Dampfturbinen Tiefstack[MW]
07.02.2020,19:00,58,0
07.02.2020,20:00,60,0
07.02.2020,21:00,58,0
07.02.2020,22:00,55,0
07.02.2020,23:00,105,0
08.02.2020,00:00,129,0
08.02.2020,01:00,144,0
08.02.2020,02:00,145,0
08.02.2020,03:00,147,0
08.02.2020,04:00,143,0
08.02.2020,05:00,142,0
08.02.2020,06:00,133,0
08.02.2020,07:00,133,0
08.02.2020,08:00,118,0
08.02.2020,09:00,116,0
08.02.2020,10:00,116,0
08.02.2020,11:00,115,0
08.02.2020,12:00,145,0
08.02.2020,13:00,149,0
08.02.2020,14:00,148,0
08.02.2020,15:00,141,0
08.02.2020,16:00,132,0
08.02.2020,17:00,148,0
08.02.2020,18:00,147,0
08.02.2020,19:00,148,0
08.02.2020,20:00,149,0
08.02.2020,21:00,142,0
08.02.2020,22:00,136,0
08.02.2020,23:00,135,0
09.02.2020,00:00,134,0
09.02.2020,01:00,133,0
09.02.2020,02:00,133,0
09.02.2020,03:00,134,0
09.02.2020,04:00,131,0
09.02.2020,05:00,135,0
09.02.2020,06:00,147,0
09.02.2020,07:00,138,0
09.02.2020,08:00,55,0
09.02.2020,09:00,58,0
09.02.2020,10:00,65,0
09.02.2020,11:00,64,0
09.02.2020,12:00,67,0
09.02.2020,13:00,68,0
09.02.2020,14:00,60,0
09.02.2020,15:00,71,0
09.02.2020,16:00,67,0
09.02.2020,17:00,66,0
09.02.2020,18:00,61,0
09.02.2020,19:00,59,0
09.02.2020,20:00,70,0
09.02.2020,21:00,66,0
09.02.2020,22:00,63,0
09.02.2020,23:00,48,0
10.02.2020,00:00,65,0
10.02.2020,01:00,52,0
10.02.2020,02:00,54,0
10.02.2020,03:00,47,0
10.02.2020,04:00,44,0
10.02.2020,05:00,61,0
10.02.2020,06:00,139,0
10.02.2020,07:00,143,0
10.02.2020,08:00,146,0
10.02.2020,09:00,147,0
10.02.2020,10:00,147,0
10.02.2020,11:00,147,0
10.02.2020,12:00,147,0
10.02.2020,13:00,146,0
10.02.2020,14:00,147,0
10.02.2020,15:00,141,0
10.02.2020,16:00,133,0
10.02.2020,17:00,140,0
10.02.2020,18:00,142,0
10.02.2020,19:00,144,0
10.02.2020,20:00,144,0
10.02.2020,21:00,145,0
10.02.2020,22:00,146,0
10.02.2020,23:00,146,0
11.02.2020,00:00,145,0
11.02.2020,01:00,143,0
11.02.2020,02:00,144,0
11.02.2020,03:00,144,0
11.02.2020,04:00,143,0
11.02.2020,05:00,146,0
11.02.2020,06:00,146,0
11.02.2020,07:00,147,0
11.02.2020,08:00,147,0
11.02.2020,09:00,146,0
11.02.2020,10:00,142,0
11.02.2020,11:00,141,0
11.02.2020,12:00,140,0
11.02.2020,13:00,144,0
11.02.2020,14:00,145,0
11.02.2020,15:00,147,0
11.02.2020,16:00,147,0
11.02.2020,17:00,148,0
11.02.2020,18:00,150,0
11.02.2020,19:00,149,0
11.02.2020,20:00,149,0
11.02.2020,21:00,149,0
11.02.2020,22:00,145,0
11.02.2020,23:00,146,0
12.02.2020,00:00,136,0
12.02.2020,01:00,136,0
12.02.2020,02:00,135,0
12.02.2020,03:00,138,0
12.02.2020,04:00,140,0
12.02.2020,05:00,146,0
12.02.2020,06:00,148,0
12.02.2020,07:00,149,0
12.02.2020,08:00,148,0
12.02.2020,09:00,147,0
12.02.2020,10:00,146,0
12.02.2020,11:00,146,0
12.02.2020,12:00,146,0
12.02.2020,13:00,147,0
12.02.2020,14:00,144,0
12.02.2020,15:00,141,0
12.02.2020,16:00,147,0
12.02.2020,17:00,152,0
12.02.2020,18:00,149,0
12.02.2020,19:00,156,0
12.02.2020,20:00,154,0
12.02.2020,21:00,148,0
12.02.2020,22:00,142,0
12.02.2020,23:00,137,0
13.02.2020,00:00,137,0
13.02.2020,01:00,139,0
13.02.2020,02:00,140,0
13.02.2020,03:00,140,0
13.02.2020,04:00,141,0
13.02.2020,05:00,142,0
13.02.2020,06:00,145,0
13.02.2020,07:00,142,0
13.02.2020,08:00,142,0
13.02.2020,09:00,142,0
13.02.2020,10:00,142,0
13.02.2020,11:00,144,0
13.02.2020,12:00,143,0
13.02.2020,13:00,142,0
13.02.2020,14:00,141,0
13.02.2020,15:00,139,0
13.02.2020,16:00,139,0
13.02.2020,17:00,140,0
13.02.2020,18:00,136,0
13.02.2020,19:00,138,0
13.02.2020,20:00,142,0
13.02.2020,21:00,142,0
13.02.2020,22:00,143,0
13.02.2020,23:00,145,0
14.02.2020,00:00,142,0
14.02.2020,01:00,136,0
14.02.2020,02:00,141,0
14.02.2020,03:00,136,0
14.02.2020,04:00,135,0
14.02.2020,05:00,143,0
14.02.2020,06:00,150,0
14.02.2020,07:00,148,0
14.02.2020,08:00,151,0
14.02.2020,09:00,147,0
14.02.2020,10:00,147,0
14.02.2020,11:00,147,0
14.02.2020,12:00,152,0
14.02.2020,13:00,152,0
14.02.2020,14:00,147,0
14.02.2020,15:00,145,0
14.02.2020,16:00,145,0
14.02.2020,17:00,153,0
14.02.2020,18:00,156,0
14.02.2020,19:00,155,0
14.02.2020,20:00,154,0
14.02.2020,21:00,133,0
14.02.2020,22:00,141,0
14.02.2020,23:00,143,0
15.02.2020,00:00,142,0
15.02.2020,01:00,141,0
15.02.2020,02:00,146,0
15.02.2020,03:00,141,0
15.02.2020,04:00,136,0
15.02.2020,05:00,123,0
15.02.2020,06:00,114,0
15.02.2020,07:00,119,0
15.02.2020,08:00,118,0
15.02.2020,09:00,118,0
15.02.2020,10:00,118,0
15.02.2020,11:00,114,0
15.02.2020,12:00,112,0
15.02.2020,13:00,116,0
15.02.2020,14:00,116,0
15.02.2020,15:00,113,0
15.02.2020,16:00,115,0
15.02.2020,17:00,116,0
15.02.2020,18:00,115,0
15.02.2020,19:00,116,0
15.02.2020,20:00,116,0
15.02.2020,21:00,116,0
15.02.2020,22:00,114,0
15.02.2020,23:00,110,0
16.02.2020,00:00,101,0
16.02.2020,01:00,38,0
16.02.2020,02:00,18,0
16.02.2020,03:00,19,0
16.02.2020,04:00,19,0
16.02.2020,05:00,19,0
16.02.2020,06:00,19,0
16.02.2020,07:00,19,0
16.02.2020,08:00,18,0
16.02.2020,09:00,17,0
16.02.2020,10:00,17,0
16.02.2020,11:00,18,0
16.02.2020,12:00,18,0
16.02.2020,13:00,18,0
16.02.2020,14:00,18,0
16.02.2020,15:00,19,0
16.02.2020,16:00,20,0
16.02.2020,17:00,20,0
16.02.2020,18:00,20,0
16.02.2020,19:00,21,0
16.02.2020,20:00,20,0
16.02.2020,21:00,19,0
16.02.2020,22:00,19,0
16.02.2020,23:00,23,0
17.02.2020,00:00,91,0
17.02.2020,01:00,82,0
17.02.2020,02:00,77,0
17.02.2020,03:00,94,0
17.02.2020,04:00,104,0
17.02.2020,05:00,117,0
17.02.2020,06:00,128,0
17.02.2020,07:00,141,0
17.02.2020,08:00,148,0
17.02.2020,09:00,147,0
17.02.2020,10:00,148,0
17.02.2020,11:00,148,0
17.02.2020,12:00,152,0
17.02.2020,13:00,137,0
17.02.2020,14:00,127,0
17.02.2020,15:00,127,0
17.02.2020,16:00,124,0
17.02.2020,17:00,124,0
17.02.2020,18:00,138,0
17.02.2020,19:00,144,0
17.02.2020,20:00,137,0
17.02.2020,21:00,127,0
17.02.2020,22:00,129,0
17.02.2020,23:00,128,0
18.02.2020,00:00,131,0
18.02.2020,01:00,125,0
18.02.2020,02:00,125,0
18.02.2020,03:00,127,0
18.02.2020,04:00,132,0
18.02.2020,05:00,144,0
18.02.2020,06:00,145,0
18.02.2020,07:00,145,0
18.02.2020,08:00,144,0
18.02.2020,09:00,146,0
18.02.2020,10:00,145,0
18.02.2020,11:00,146,0
18.02.2020,12:00,145,0
18.02.2020,13:00,144,0
18.02.2020,14:00,145,0
18.02.2020,15:00,140,0
18.02.2020,16:00,143,0
18.02.2020,17:00,144,0
18.02.2020,18:00,145,0
18.02.2020,19:00,145,0
18.02.2020,20:00,141,0
18.02.2020,21:00,139,0
18.02.2020,22:00,139,0
18.02.2020,23:00,141,0
19.02.2020,00:00,140,0
19.02.2020,01:00,139,0
19.02.2020,02:00,137,0
19.02.2020,03:00,136,0
19.02.2020,04:00,135,0
19.02.2020,05:00,135,0
19.02.2020,06:00,135,0
19.02.2020,07:00,141,0
19.02.2020,08:00,138,0
19.02.2020,09:00,139,0
19.02.2020,10:00,138,0
19.02.2020,11:00,147,0
19.02.2020,12:00,138,0
19.02.2020,13:00,135,0
19.02.2020,14:00,135,0
19.02.2020,15:00,130,0
19.02.2020,16:00,129,0
19.02.2020,17:00,128,0
19.02.2020,18:00,135,0
19.02.2020,19:00,138,0
19.02.2020,20:00,143,0
19.02.2020,21:00,142,0
19.02.2020,22:00,141,0
19.02.2020,23:00,138,0
20.02.2020,00:00,139,0
20.02.2020,01:00,139,0
20.02.2020,02:00,140,0
20.02.2020,03:00,140,0
20.02.2020,04:00,141,0
20.02.2020,05:00,142,0
20.02.2020,06:00,140,0
20.02.2020,07:00,140,0
20.02.2020,08:00,142,0
20.02.2020,09:00,142,0
20.02.2020,10:00,144,0
20.02.2020,11:00,142,0
20.02.2020,12:00,144,0
20.02.2020,13:00,139,0
20.02.2020,14:00,140,0
20.02.2020,15:00,140,0
20.02.2020,16:00,140,0
20.02.2020,17:00,142,0
20.02.2020,18:00,134,0
20.02.2020,19:00,141,0
20.02.2020,20:00,148,0
20.02.2020,21:00,146,0
20.02.2020,22:00,143,0
20.02.2020,23:00,141,0
21.02.2020,00:00,141,0
21.02.2020,01:00,140,0
21.02.2020,02:00,138,0
21.02.2020,03:00,143,0
21.02.2020,04:00,142,0
21.02.2020,05:00,144,0
21.02.2020,06:00,139,0
21.02.2020,07:00,114,0
21.02.2020,08:00,132,0
21.02.2020,09:00,138,0
21.02.2020,10:00,138,0
21.02.2020,11:00,140,0
21.02.2020,12:00,141,0
21.02.2020,13:00,142,0
21.02.2020,14:00,142,0
21.02.2020,15:00,142,0
21.02.2020,16:00,142,0
21.02.2020,17:00,142,0
21.02.2020,18:00,145,0
21.02.2020,19:00,148,0
21.02.2020,20:00,122,0
21.02.2020,21:00,124,0
21.02.2020,22:00,75,0
21.02.2020,23:00,64,0
22.02.2020,00:00,64,0
22.02.2020,01:00,66,0
22.02.2020,02:00,66,0
22.02.2020,03:00,67,0
22.02.2020,04:00,65,0
22.02.2020,05:00,67,0
22.02.2020,06:00,66,0
22.02.2020,07:00,65,0
22.02.2020,08:00,62,0
22.02.2020,09:00,63,0
22.02.2020,10:00,61,0
22.02.2020,11:00,64,0
22.02.2020,12:00,65,0
22.02.2020,13:00,66,0
22.02.2020,14:00,67,0
22.02.2020,15:00,66,0
22.02.2020,16:00,67,0
22.02.2020,17:00,67,0
22.02.2020,18:00,66,0
22.02.2020,19:00,66,0
22.02.2020,20:00,67,0
22.02.2020,21:00,67,0
22.02.2020,22:00,64,0
22.02.2020,23:00,67,0
23.02.2020,00:00,67,0
23.02.2020,01:00,67,0
23.02.2020,02:00,67,0
23.02.2020,03:00,67,0
23.02.2020,04:00,67,0
23.02.2020,05:00,67,0
23.02.2020,06:00,67,0
23.02.2020,07:00,66,0
23.02.2020,08:00,65,0
23.02.2020,09:00,64,0
23.02.2020,10:00,63,0
23.02.2020,11:00,63,0
23.02.2020,12:00,63,0
23.02.2020,13:00,64,0
23.02.2020,14:00,62,0
23.02.2020,15:00,64,0
23.02.2020,16:00,63,0
23.02.2020,17:00,65,0
23.02.2020,18:00,66,0
23.02.2020,19:00,64,0
23.02.2020,20:00,63,0
23.02.2020,21:00,62,0
23.02.2020,22:00,62,0
23.02.2020,23:00,68,0
24.02.2020,00:00,62,0
24.02.2020,01:00,58,0
24.02.2020,02:00,64,0
24.02.2020,03:00,67,0
24.02.2020,04:00,67,0
24.02.2020,05:00,67,0
24.02.2020,06:00,66,0
24.02.2020,07:00,64,0
24.02.2020,08:00,64,0
24.02.2020,09:00,67,0
24.02.2020,10:00,63,0
24.02.2020,11:00,64,0
24.02.2020,12:00,65,0
24.02.2020,13:00,67,0
24.02.2020,14:00,65,0
24.02.2020,15:00,65,0
24.02.2020,16:00,65,0
24.02.2020,17:00,65,0
24.02.2020,18:00,64,0
24.02.2020,19:00,64,0
24.02.2020,20:00,62,0
24.02.2020,21:00,61,0
24.02.2020,22:00,63,0
24.02.2020,23:00,113,0
25.02.2020,00:00,93,0
25.02.2020,01:00,82,0
25.02.2020,02:00,80,0
25.02.2020,03:00,100,0
25.02.2020,04:00,116,0
25.02.2020,05:00,138,0
25.02.2020,06:00,146,0
25.02.2020,07:00,146,0
25.02.2020,08:00,146,0
25.02.2020,09:00,146,0
25.02.2020,10:00,146,0
25.02.2020,11:00,146,0
25.02.2020,12:00,148,0
25.02.2020,13:00,148,0
25.02.2020,14:00,148,0
25.02.2020,15:00,149,0
25.02.2020,16:00,147,0
25.02.2020,17:00,148,0
25.02.2020,18:00,149,0
25.02.2020,19:00,147,0
25.02.2020,20:00,148,0
25.02.2020,21:00,149,0
25.02.2020,22:00,146,0
25.02.2020,23:00,144,0
26.02.2020,00:00,141,0
26.02.2020,01:00,139,0
26.02.2020,02:00,135,0
26.02.2020,03:00,138,0
26.02.2020,04:00,141,0
26.02.2020,05:00,144,0
26.02.2020,06:00,148,0
26.02.2020,07:00,142,0
26.02.2020,08:00,142,0
26.02.2020,09:00,142,0
26.02.2020,10:00,145,0
26.02.2020,11:00,144,0
26.02.2020,12:00,128,0
26.02.2020,13:00,135,0
26.02.2020,14:00,140,0
26.02.2020,15:00,143,0
26.02.2020,16:00,146,0
26.02.2020,17:00,146,0
26.02.2020,18:00,146,0
26.02.2020,19:00,145,0
26.02.2020,20:00,144,0
26.02.2020,21:00,138,0
26.02.2020,22:00,137,0
26.02.2020,23:00,134,0
27.02.2020,00:00,136,0
27.02.2020,01:00,137,0
27.02.2020,02:00,139,0
27.02.2020,03:00,135,0
27.02.2020,04:00,136,0
27.02.2020,05:00,137,0
27.02.2020,06:00,146,0
27.02.2020,07:00,146,0
27.02.2020,08:00,149,0
27.02.2020,09:00,147,0
27.02.2020,10:00,154,0
27.02.2020,11:00,156,0
27.02.2020,12:00,151,0
27.02.2020,13:00,149,0
27.02.2020,14:00,154,0
27.02.2020,15:00,155,0
27.02.2020,16:00,149,0
27.02.2020,17:00,110,0
27.02.2020,18:00,146,0
27.02.2020,19:00,146,0
27.02.2020,20:00,137,0
27.02.2020,21:00,141,0
27.02.2020,22:00,146,0
27.02.2020,23:00,144,0
28.02.2020,00:00,144,0
28.02.2020,01:00,139,0
28.02.2020,02:00,136,0
28.02.2020,03:00,133,0
28.02.2020,04:00,132,0
28.02.2020,05:00,139,0
28.02.2020,06:00,140,0
28.02.2020,07:00,138,0
28.02.2020,08:00,132,0
28.02.2020,09:00,127,0
28.02.2020,10:00,131,0
28.02.2020,11:00,133,0
28.02.2020,12:00,126,0
28.02.2020,13:00,126,0
28.02.2020,14:00,138,0
28.02.2020,15:00,139,0
28.02.2020,16:00,141,0
28.02.2020,17:00,144,0
28.02.2020,18:00,146,0
28.02.2020,19:00,147,0
28.02.2020,20:00,147,0
28.02.2020,21:00,149,0
28.02.2020,22:00,144,0
28.02.2020,23:00,145,0
29.02.2020,00:00,140,0
29.02.2020,01:00,143,0
29.02.2020,02:00,147,0
29.02.2020,03:00,144,0
29.02.2020,04:00,143,0
29.02.2020,05:00,142,0
29.02.2020,06:00,140,0
29.02.2020,07:00,138,0
29.02.2020,08:00,134,0
29.02.2020,09:00,138,0
29.02.2020,10:00,139,0
29.02.2020,11:00,128,0
29.02.2020,12:00,122,0
29.02.2020,13:00,118,0
29.02.2020,14:00,117,0
29.02.2020,15:00,106,0
29.02.2020,16:00,110,0
29.02.2020,17:00,115,0
29.02.2020,18:00,121,0
29.02.2020,19:00,145,0
29.02.2020,20:00,149,0
29.02.2020,21:00,147,0
29.02.2020,22:00,146,0
29.02.2020,23:00,79,0
01.03.2020,00:00,13,0
01.03.2020,01:00,13,0
01.03.2020,02:00,13,0
01.03.2020,03:00,13,0
01.03.2020,04:00,13,0
01.03.2020,05:00,14,0
01.03.2020,06:00,13,0
01.03.2020,07:00,13,0
01.03.2020,08:00,13,0
01.03.2020,09:00,13,0
01.03.2020,10:00,13,0
01.03.2020,11:00,13,0
01.03.2020,12:00,13,0
01.03.2020,13:00,13,0
01.03.2020,14:00,13,0
01.03.2020,15:00,41,0
01.03.2020,16:00,122,0
01.03.2020,17:00,147,0
01.03.2020,18:00,147,0
01.03.2020,19:00,149,0
01.03.2020,20:00,150,0
01.03.2020,21:00,149,0
01.03.2020,22:00,148,0
01.03.2020,23:00,146,0
02.03.2020,00:00,145,0
02.03.2020,01:00,146,0
02.03.2020,02:00,135,0
02.03.2020,03:00,133,0
02.03.2020,04:00,141,0
02.03.2020,05:00,145,0
02.03.2020,06:00,145,0
02.03.2020,07:00,145,0
02.03.2020,08:00,147,0
02.03.2020,09:00,142,0
02.03.2020,10:00,133,0
02.03.2020,11:00,133,0
02.03.2020,12:00,138,0
02.03.2020,13:00,148,0
02.03.2020,14:00,144,0
02.03.2020,15:00,132,0
02.03.2020,16:00,138,0
02.03.2020,17:00,154,0
02.03.2020,18:00,156,0
02.03.2020,19:00,154,0
02.03.2020,20:00,152,0
02.03.2020,21:00,141,0
02.03.2020,22:00,136,0
02.03.2020,23:00,132,0
03.03.2020,00:00,127,0
03.03.2020,01:00,125,0
03.03.2020,02:00,128,0
03.03.2020,03:00,128,0
03.03.2020,04:00,125,0
03.03.2020,05:00,142,0
03.03.2020,06:00,146,0
03.03.2020,07:00,148,0
03.03.2020,08:00,150,0
03.03.2020,09:00,150,0
03.03.2020,10:00,154,0
03.03.2020,11:00,154,0
03.03.2020,12:00,158,0
03.03.2020,13:00,162,0
03.03.2020,14:00,163,0
03.03.2020,15:00,155,0
03.03.2020,16:00,155,0
03.03.2020,17:00,157,0
03.03.2020,18:00,155,0
03.03.2020,19:00,150,0
03.03.2020,20:00,151,0
03.03.2020,21:00,148,0
03.03.2020,22:00,146,0
03.03.2020,23:00,138,0
04.03.2020,00:00,123,0
04.03.2020,01:00,121,0
04.03.2020,02:00,120,0
04.03.2020,03:00,126,0
04.03.2020,04:00,140,0
04.03.2020,05:00,137,0
04.03.2020,06:00,140,0
04.03.2020,07:00,139,0
04.03.2020,08:00,143,0
04.03.2020,09:00,150,0
04.03.2020,10:00,156,0
04.03.2020,11:00,151,0
04.03.2020,12:00,148,0
04.03.2020,13:00,149,0
04.03.2020,14:00,112,0
04.03.2020,15:00,150,0
04.03.2020,16:00,151,0
04.03.2020,17:00,155,0
04.03.2020,18:00,143,0
04.03.2020,19:00,131,0
04.03.2020,20:00,143,0
04.03.2020,21:00,140,0
04.03.2020,22:00,144,0
04.03.2020,23:00,147,0
05.03.2020,00:00,145,0
05.03.2020,01:00,143,0
05.03.2020,02:00,144,0
05.03.2020,03:00,142,0
05.03.2020,04:00,144,0
05.03.2020,05:00,144,0
05.03.2020,06:00,144,0
05.03.2020,07:00,141,0
05.03.2020,08:00,143,0
05.03.2020,09:00,147,0
05.03.2020,10:00,155,0
05.03.2020,11:00,131,0
05.03.2020,12:00,88,0
05.03.2020,13:00,86,0
05.03.2020,14:00,80,0
05.03.2020,15:00,79,0
05.03.2020,16:00,58,0
05.03.2020,17:00,64,0
05.03.2020,18:00,92,0
05.03.2020,19:00,98,0
05.03.2020,20:00,108,0
05.03.2020,21:00,123,0
05.03.2020,22:00,134,0
05.03.2020,23:00,133,0
06.03.2020,00:00,137,0
06.03.2020,01:00,135,0
06.03.2020,02:00,122,0
06.03.2020,03:00,114,0
06.03.2020,04:00,127,0
06.03.2020,05:00,141,0
06.03.2020,06:00,145,0
06.03.2020,07:00,150,0
06.03.2020,08:00,149,0
06.03.2020,09:00,142,0
06.03.2020,10:00,108,0
06.03.2020,11:00,0,0
06.03.2020,12:00,145,0
06.03.2020,13:00,144,0
06.03.2020,14:00,133,0
06.03.2020,15:00,135,0
06.03.2020,16:00,136,0
06.03.2020,17:00,134,0
06.03.2020,18:00,141,0
06.03.2020,19:00,127,0
06.03.2020,20:00,70,0
06.03.2020,21:00,65,0
06.03.2020,22:00,61,0
06.03.2020,23:00,62,0
07.03.2020,00:00,61,0
07.03.2020,01:00,62,0
07.03.2020,02:00,64,0
07.03.2020,03:00,64,0
07.03.2020,04:00,63,0
07.03.2020,05:00,58,0
07.03.2020,06:00,61,0
07.03.2020,07:00,62,0
07.03.2020,08:00,63,0
07.03.2020,09:00,62,0
07.03.2020,10:00,62,0
07.03.2020,11:00,62,0
07.03.2020,12:00,66,0
07.03.2020,13:00,64,0
07.03.2020,14:00,62,0
07.03.2020,15:00,62,0
07.03.2020,16:00,61,0
07.03.2020,17:00,60,0
07.03.2020,18:00,60,0
07.03.2020,19:00,61,0
07.03.2020,20:00,61,0
07.03.2020,21:00,61,0
07.03.2020,22:00,62,0
07.03.2020,23:00,62,0
08.03.2020,00:00,64,0
08.03.2020,01:00,65,0
08.03.2020,02:00,66,0
08.03.2020,03:00,66,0
08.03.2020,04:00,64,0
08.03.2020,05:00,65,0
08.03.2020,06:00,64,0
08.03.2020,07:00,63,0
08.03.2020,08:00,64,0
08.03.2020,09:00,65,0
08.03.2020,10:00,65,0
08.03.2020,11:00,64,0
08.03.2020,12:00,66,0
08.03.2020,13:00,65,0
08.03.2020,14:00,65,0
08.03.2020,15:00,65,0
08.03.2020,16:00,65,0
08.03.2020,17:00,65,0
08.03.2020,18:00,64,0
08.03.2020,19:00,63,0
08.03.2020,20:00,63,0
08.03.2020,21:00,62,0
08.03.2020,22:00,61,0
08.03.2020,23:00,60,0
09.03.2020,00:00,55,0
09.03.2020,01:00,56,0
09.03.2020,02:00,60,0
09.03.2020,03:00,64,0
09.03.2020,04:00,63,0
09.03.2020,05:00,64,0
09.03.2020,06:00,62,0
09.03.2020,07:00,62,0
09.03.2020,08:00,62,0
09.03.2020,09:00,61,0
09.03.2020,10:00,60,0
09.03.2020,11:00,60,0
09.03.2020,12:00,61,0
09.03.2020,13:00,64,0
09.03.2020,14:00,65,0
09.03.2020,15:00,59,0
09.03.2020,16:00,57,0
09.03.2020,17:00,79,0
09.03.2020,18:00,118,0
09.03.2020,19:00,120,0
09.03.2020,20:00,121,0
09.03.2020,21:00,116,0
09.03.2020,22:00,115,0
09.03.2020,23:00,114,0
10.03.2020,00:00,114,0
10.03.2020,01:00,111,0
10.03.2020,02:00,111,0
10.03.2020,03:00,110,0
10.03.2020,04:00,110,0
10.03.2020,05:00,110,0
10.03.2020,06:00,111,0
10.03.2020,07:00,112,0
10.03.2020,08:00,113,0
10.03.2020,09:00,111,0
10.03.2020,10:00,111,0
10.03.2020,11:00,110,0
10.03.2020,12:00,109,0
10.03.2020,13:00,109,0
10.03.2020,14:00,109,0
10.03.2020,15:00,111,0
10.03.2020,16:00,111,0
10.03.2020,17:00,117,0
10.03.2020,18:00,145,0
10.03.2020,19:00,143,0
10.03.2020,20:00,146,0
10.03.2020,21:00,143,0
10.03.2020,22:00,131,0
10.03.2020,23:00,122,0
11.03.2020,00:00,118,0
11.03.2020,01:00,117,0
11.03.2020,02:00,122,0
11.03.2020,03:00,123,0
11.03.2020,04:00,129,0
11.03.2020,05:00,141,0
11.03.2020,06:00,142,0
11.03.2020,07:00,143,0
11.03.2020,08:00,144,0
11.03.2020,09:00,150,0
11.03.2020,10:00,148,0
11.03.2020,11:00,146,0
11.03.2020,12:00,138,0
11.03.2020,13:00,139,0
11.03.2020,14:00,138,0
11.03.2020,15:00,133,0
11.03.2020,16:00,135,0
11.03.2020,17:00,139,0
11.03.2020,18:00,144,0
11.03.2020,19:00,147,0
11.03.2020,20:00,145,0
11.03.2020,21:00,146,0
11.03.2020,22:00,136,0
11.03.2020,23:00,107,0
12.03.2020,00:00,67,0
12.03.2020,01:00,65,0
12.03.2020,02:00,60,0
12.03.2020,03:00,66,0
12.03.2020,04:00,64,0
12.03.2020,05:00,97,0
12.03.2020,06:00,135,0
12.03.2020,07:00,141,0
12.03.2020,08:00,141,0
12.03.2020,09:00,140,0
12.03.2020,10:00,142,0
12.03.2020,11:00,141,0
12.03.2020,12:00,142,0
12.03.2020,13:00,143,0
12.03.2020,14:00,142,0
12.03.2020,15:00,144,0
12.03.2020,16:00,144,0
12.03.2020,17:00,144,0
12.03.2020,18:00,143,0
12.03.2020,19:00,143,0
12.03.2020,20:00,145,0
12.03.2020,21:00,143,0
12.03.2020,22:00,133,0
12.03.2020,23:00,139,0
13.03.2020,00:00,140,0
13.03.2020,01:00,141,0
13.03.2020,02:00,137,0
13.03.2020,03:00,130,0
13.03.2020,04:00,132,0
13.03.2020,05:00,139,0
13.03.2020,06:00,144,0
13.03.2020,07:00,144,0
13.03.2020,08:00,144,0
13.03.2020,09:00,144,0
13.03.2020,10:00,143,0
13.03.2020,11:00,143,0
13.03.2020,12:00,143,0
13.03.2020,13:00,144,0
13.03.2020,14:00,142,0
13.03.2020,15:00,144,0
13.03.2020,16:00,143,0
13.03.2020,17:00,145,0
13.03.2020,18:00,144,0
13.03.2020,19:00,143,0
13.03.2020,20:00,144,0
13.03.2020,21:00,145,0
13.03.2020,22:00,148,0
13.03.2020,23:00,145,0
14.03.2020,00:00,140,0
14.03.2020,01:00,129,0
14.03.2020,02:00,128,0
14.03.2020,03:00,127,0
14.03.2020,04:00,129,0
14.03.2020,05:00,135,0
14.03.2020,06:00,134,0
14.03.2020,07:00,132,0
14.03.2020,08:00,116,0
14.03.2020,09:00,112,0
14.03.2020,10:00,122,0
14.03.2020,11:00,125,0
14.03.2020,12:00,118,0
14.03.2020,13:00,113,0
14.03.2020,14:00,110,0
14.03.2020,15:00,110,0
14.03.2020,16:00,118,0
14.03.2020,17:00,122,0
14.03.2020,18:00,139,0
14.03.2020,19:00,144,0
14.03.2020,20:00,143,0
14.03.2020,21:00,143,0
14.03.2020,22:00,144,0
14.03.2020,23:00,139,0
15.03.2020,00:00,117,0
15.03.2020,01:00,120,0
15.03.2020,02:00,116,0
15.03.2020,03:00,114,0
15.03.2020,04:00,112,0
15.03.2020,05:00,116,0
15.03.2020,06:00,105,0
15.03.2020,07:00,94,0
15.03.2020,08:00,69,0
15.03.2020,09:00,57,0
15.03.2020,10:00,70,0
15.03.2020,11:00,73,0
15.03.2020,12:00,73,0
15.03.2020,13:00,61,0
15.03.2020,14:00,59,0
15.03.2020,15:00,57,0
15.03.2020,16:00,101,0
15.03.2020,17:00,119,0
15.03.2020,18:00,116,0
15.03.2020,19:00,122,0
15.03.2020,20:00,131,0
15.03.2020,21:00,126,0
15.03.2020,22:00,122,0
15.03.2020,23:00,115,0
16.03.2020,00:00,99,0
16.03.2020,01:00,95,0
16.03.2020,02:00,97,0
16.03.2020,03:00,98,0
16.03.2020,04:00,112,0
16.03.2020,05:00,124,0
16.03.2020,06:00,140,0
16.03.2020,07:00,147,0
16.03.2020,08:00,139,0
16.03.2020,09:00,133,0
16.03.2020,10:00,138,0
16.03.2020,11:00,142,0
16.03.2020,12:00,140,0
16.03.2020,13:00,144,0
16.03.2020,14:00,126,0
16.03.2020,15:00,111,0
16.03.2020,16:00,116,0
16.03.2020,17:00,130,0
16.03.2020,18:00,156,0
16.03.2020,19:00,153,0
16.03.2020,20:00,155,0
16.03.2020,21:00,144,0
16.03.2020,22:00,128,0
16.03.2020,23:00,127,0
17.03.2020,00:00,150,0
17.03.2020,01:00,147,0
17.03.2020,02:00,142,0
17.03.2020,03:00,139,0
17.03.2020,04:00,139,0
17.03.2020,05:00,141,0
17.03.2020,06:00,142,0
17.03.2020,07:00,141,0
17.03.2020,08:00,144,0
17.03.2020,09:00,0,0
17.03.2020,10:00,75,0
17.03.2020,11:00,151,0
