Datum,Uhrzeit,Generation_DE Block 2 Tiefstack[MW],Generation_DE Gas0und0Dampfturbinen Tiefstack[MW]
17.03.2020,12:00,160,0
17.03.2020,13:00,154,0
17.03.2020,14:00,149,0
17.03.2020,15:00,142,0
17.03.2020,16:00,138,0
17.03.2020,17:00,140,0
17.03.2020,18:00,147,0
17.03.2020,19:00,150,0
17.03.2020,20:00,149,0
17.03.2020,21:00,145,0
17.03.2020,22:00,139,0
17.03.2020,23:00,131,0
18.03.2020,00:00,119,0
18.03.2020,01:00,116,0
18.03.2020,02:00,102,0
18.03.2020,03:00,97,0
18.03.2020,04:00,120,0
18.03.2020,05:00,130,0
18.03.2020,06:00,142,0
18.03.2020,07:00,145,0
18.03.2020,08:00,148,0
18.03.2020,09:00,153,0
18.03.2020,10:00,149,0
18.03.2020,11:00,152,0
18.03.2020,12:00,149,0
18.03.2020,13:00,151,0
18.03.2020,14:00,143,0
18.03.2020,15:00,139,0
18.03.2020,16:00,134,0
18.03.2020,17:00,134,0
18.03.2020,18:00,151,0
18.03.2020,19:00,149,0
18.03.2020,20:00,123,0
18.03.2020,21:00,119,0
18.03.2020,22:00,105,0
18.03.2020,23:00,101,0
19.03.2020,00:00,94,0
19.03.2020,01:00,90,0
19.03.2020,02:00,90,0
19.03.2020,03:00,106,0
19.03.2020,04:00,113,0
19.03.2020,05:00,123,0
19.03.2020,06:00,137,0
19.03.2020,07:00,142,0
19.03.2020,08:00,143,0
19.03.2020,09:00,145,0
19.03.2020,10:00,149,0
19.03.2020,11:00,137,0
19.03.2020,12:00,118,0
19.03.2020,13:00,110,0
19.03.2020,14:00,103,0
19.03.2020,15:00,108,0
19.03.2020,16:00,120,0
19.03.2020,17:00,146,0
19.03.2020,18:00,154,0
19.03.2020,19:00,151,0
19.03.2020,20:00,129,0
19.03.2020,21:00,138,0
19.03.2020,22:00,141,0
19.03.2020,23:00,140,0
20.03.2020,00:00,139,0
20.03.2020,01:00,140,0
20.03.2020,02:00,140,0
20.03.2020,03:00,138,0
20.03.2020,04:00,139,0
20.03.2020,05:00,136,0
20.03.2020,06:00,137,0
20.03.2020,07:00,135,0
20.03.2020,08:00,134,0
20.03.2020,09:00,132,0
20.03.2020,10:00,132,0
20.03.2020,11:00,131,0
20.03.2020,12:00,137,0
20.03.2020,13:00,136,0
20.03.2020,14:00,128,0
20.03.2020,15:00,126,0
20.03.2020,16:00,134,0
20.03.2020,17:00,143,0
20.03.2020,18:00,140,0
20.03.2020,19:00,143,0
20.03.2020,20:00,143,0
20.03.2020,21:00,144,0
20.03.2020,22:00,143,0
20.03.2020,23:00,143,0
21.03.2020,00:00,131,0
21.03.2020,01:00,131,0
21.03.2020,02:00,129,0
21.03.2020,03:00,130,0
21.03.2020,04:00,132,0
21.03.2020,05:00,133,0
21.03.2020,06:00,137,0
21.03.2020,07:00,138,0
21.03.2020,08:00,139,0
21.03.2020,09:00,140,0
21.03.2020,10:00,143,0
21.03.2020,11:00,143,0
21.03.2020,12:00,144,0
21.03.2020,13:00,143,0
21.03.2020,14:00,138,0
21.03.2020,15:00,137,0
21.03.2020,16:00,139,0
21.03.2020,17:00,143,0
21.03.2020,18:00,145,0
21.03.2020,19:00,143,0
21.03.2020,20:00,145,0
21.03.2020,21:00,145,0
21.03.2020,22:00,149,0
21.03.2020,23:00,144,0
22.03.2020,00:00,142,0
22.03.2020,01:00,143,0
22.03.2020,02:00,143,0
22.03.2020,03:00,142,0
22.03.2020,04:00,140,0
22.03.2020,05:00,140,0
22.03.2020,06:00,140,0
22.03.2020,07:00,140,0
22.03.2020,08:00,124,0
22.03.2020,09:00,68,0
22.03.2020,10:00,55,0
22.03.2020,11:00,55,0
22.03.2020,12:00,54,0
22.03.2020,13:00,54,0
22.03.2020,14:00,55,0
22.03.2020,15:00,55,0
22.03.2020,16:00,68,0
22.03.2020,17:00,125,0
22.03.2020,18:00,144,0
22.03.2020,19:00,146,0
22.03.2020,20:00,138,0
22.03.2020,21:00,142,0
22.03.2020,22:00,145,0
22.03.2020,23:00,141,0
23.03.2020,00:00,142,0
23.03.2020,01:00,139,0
23.03.2020,02:00,138,0
23.03.2020,03:00,137,0
23.03.2020,04:00,137,0
23.03.2020,05:00,140,0
23.03.2020,06:00,145,0
23.03.2020,07:00,144,0
23.03.2020,08:00,147,0
23.03.2020,09:00,146,0
23.03.2020,10:00,144,0
23.03.2020,11:00,145,0
23.03.2020,12:00,139,0
23.03.2020,13:00,136,0
23.03.2020,14:00,134,0
23.03.2020,15:00,137,0
23.03.2020,16:00,134,0
23.03.2020,17:00,137,0
23.03.2020,18:00,143,0
23.03.2020,19:00,146,0
23.03.2020,20:00,147,0
23.03.2020,21:00,147,0
23.03.2020,22:00,144,0
23.03.2020,23:00,144,0
24.03.2020,00:00,142,0
24.03.2020,01:00,143,0
24.03.2020,02:00,142,0
24.03.2020,03:00,142,0
24.03.2020,04:00,140,0
24.03.2020,05:00,141,0
24.03.2020,06:00,148,0
24.03.2020,07:00,148,0
24.03.2020,08:00,149,0
24.03.2020,09:00,148,0
24.03.2020,10:00,149,0
24.03.2020,11:00,149,0
24.03.2020,12:00,147,0
24.03.2020,13:00,134,0
24.03.2020,14:00,125,0
24.03.2020,15:00,108,0
24.03.2020,16:00,121,0
24.03.2020,17:00,138,0
24.03.2020,18:00,139,0
24.03.2020,19:00,139,0
24.03.2020,20:00,142,0
24.03.2020,21:00,142,0
24.03.2020,22:00,141,0
24.03.2020,23:00,140,0
25.03.2020,00:00,138,0
25.03.2020,01:00,141,0
25.03.2020,02:00,143,0
25.03.2020,03:00,141,0
25.03.2020,04:00,140,0
25.03.2020,05:00,143,0
25.03.2020,06:00,139,0
25.03.2020,07:00,138,0
25.03.2020,08:00,143,0
25.03.2020,09:00,146,0
25.03.2020,10:00,145,0
25.03.2020,11:00,146,0
25.03.2020,12:00,134,0
25.03.2020,13:00,117,0
25.03.2020,14:00,116,0
25.03.2020,15:00,110,0
25.03.2020,16:00,115,0
25.03.2020,17:00,131,0
25.03.2020,18:00,139,0
25.03.2020,19:00,143,0
25.03.2020,20:00,145,0
25.03.2020,21:00,144,0
25.03.2020,22:00,144,0
25.03.2020,23:00,143,0
26.03.2020,00:00,147,0
26.03.2020,01:00,147,0
26.03.2020,02:00,145,0
26.03.2020,03:00,144,0
26.03.2020,04:00,143,0
26.03.2020,05:00,148,0
26.03.2020,06:00,145,0
26.03.2020,07:00,145,0
26.03.2020,08:00,147,0
26.03.2020,09:00,143,0
26.03.2020,10:00,140,0
26.03.2020,11:00,125,0
26.03.2020,12:00,116,0
26.03.2020,13:00,110,0
26.03.2020,14:00,112,0
26.03.2020,15:00,104,0
26.03.2020,16:00,115,0
26.03.2020,17:00,90,0
26.03.2020,18:00,126,0
26.03.2020,19:00,138,0
26.03.2020,20:00,138,0
26.03.2020,21:00,140,0
26.03.2020,22:00,143,0
26.03.2020,23:00,144,0
27.03.2020,00:00,147,0
27.03.2020,01:00,145,0
27.03.2020,02:00,145,0
27.03.2020,03:00,144,0
27.03.2020,04:00,143,0
27.03.2020,05:00,145,0
27.03.2020,06:00,145,0
27.03.2020,07:00,145,0
27.03.2020,08:00,145,0
27.03.2020,09:00,128,0
27.03.2020,10:00,109,0
27.03.2020,11:00,96,0
27.03.2020,12:00,88,0
27.03.2020,13:00,95,0
27.03.2020,14:00,93,0
27.03.2020,15:00,90,0
27.03.2020,16:00,88,0
27.03.2020,17:00,100,0
27.03.2020,18:00,130,0
27.03.2020,19:00,135,0
27.03.2020,20:00,146,0
27.03.2020,21:00,146,0
27.03.2020,22:00,142,0
27.03.2020,23:00,134,0
28.03.2020,00:00,125,0
28.03.2020,01:00,122,0
28.03.2020,02:00,122,0
28.03.2020,03:00,124,0
28.03.2020,04:00,123,0
28.03.2020,05:00,135,0
28.03.2020,06:00,142,0
28.03.2020,07:00,143,0
28.03.2020,08:00,141,0
28.03.2020,09:00,116,0
28.03.2020,10:00,118,0
28.03.2020,11:00,108,0
28.03.2020,12:00,94,0
28.03.2020,13:00,85,0
28.03.2020,14:00,81,0
28.03.2020,15:00,84,0
28.03.2020,16:00,93,0
28.03.2020,17:00,106,0
28.03.2020,18:00,111,0
28.03.2020,19:00,126,0
28.03.2020,20:00,120,0
28.03.2020,21:00,112,0
28.03.2020,22:00,114,0
28.03.2020,23:00,103,0
29.03.2020,00:00,94,0
29.03.2020,01:00,94,0
29.03.2020,03:00,102,0
29.03.2020,04:00,117,0
29.03.2020,05:00,116,0
29.03.2020,06:00,116,0
29.03.2020,07:00,129,0
29.03.2020,08:00,131,0
29.03.2020,09:00,125,0
29.03.2020,10:00,67,0
29.03.2020,11:00,62,0
29.03.2020,12:00,62,0
29.03.2020,13:00,68,0
29.03.2020,14:00,69,0
29.03.2020,15:00,86,0
29.03.2020,16:00,73,0
29.03.2020,17:00,63,0
29.03.2020,18:00,128,0
29.03.2020,19:00,142,0
29.03.2020,20:00,140,0
29.03.2020,21:00,142,0
29.03.2020,22:00,143,0
29.03.2020,23:00,142,0
30.03.2020,00:00,140,0
30.03.2020,01:00,140,0
30.03.2020,02:00,140,0
30.03.2020,03:00,139,0
30.03.2020,04:00,140,0
30.03.2020,05:00,144,0
30.03.2020,06:00,145,0
30.03.2020,07:00,142,0
30.03.2020,08:00,143,0
30.03.2020,09:00,143,0
30.03.2020,10:00,142,0
30.03.2020,11:00,141,0
30.03.2020,12:00,141,0
30.03.2020,13:00,142,0
30.03.2020,14:00,141,0
30.03.2020,15:00,140,0
30.03.2020,16:00,139,0
30.03.2020,17:00,139,0
30.03.2020,18:00,139,0
30.03.2020,19:00,141,0
30.03.2020,20:00,143,0
30.03.2020,21:00,141,0
30.03.2020,22:00,140,0
30.03.2020,23:00,146,0
31.03.2020,00:00,146,0
31.03.2020,01:00,141,0
31.03.2020,02:00,138,0
31.03.2020,03:00,138,0
31.03.2020,04:00,139,0
31.03.2020,05:00,145,0
31.03.2020,06:00,147,0
31.03.2020,07:00,144,0
31.03.2020,08:00,144,0
31.03.2020,09:00,143,0
31.03.2020,10:00,147,0
31.03.2020,11:00,146,0
31.03.2020,12:00,145,0
31.03.2020,13:00,143,0
31.03.2020,14:00,145,0
31.03.2020,15:00,147,0
31.03.2020,16:00,146,0
31.03.2020,17:00,146,0
31.03.2020,18:00,132,0
31.03.2020,19:00,131,0
31.03.2020,20:00,139,0
31.03.2020,21:00,140,0
31.03.2020,22:00,145,0
31.03.2020,23:00,146,0
01.04.2020,00:00,142,0
01.04.2020,01:00,138,0
01.04.2020,02:00,137,0
01.04.2020,03:00,135,0
01.04.2020,04:00,136,0
01.04.2020,05:00,143,0
01.04.2020,06:00,148,0
01.04.2020,07:00,145,0
01.04.2020,08:00,143,0
01.04.2020,09:00,142,0
01.04.2020,10:00,142,0
01.04.2020,11:00,144,0
01.04.2020,12:00,145,0
01.04.2020,13:00,145,0
01.04.2020,14:00,144,0
01.04.2020,15:00,140,0
01.04.2020,16:00,140,0
01.04.2020,17:00,141,0
01.04.2020,18:00,145,0
01.04.2020,19:00,146,0
01.04.2020,20:00,145,0
01.04.2020,21:00,144,0
01.04.2020,22:00,139,0
01.04.2020,23:00,122,0
02.04.2020,00:00,110,0
02.04.2020,01:00,108,0
02.04.2020,02:00,108,0
02.04.2020,03:00,106,0
02.04.2020,04:00,113,0
02.04.2020,05:00,133,0
02.04.2020,06:00,142,0
02.04.2020,07:00,146,0
02.04.2020,08:00,144,0
02.04.2020,09:00,149,0
02.04.2020,10:00,149,0
02.04.2020,11:00,139,0
02.04.2020,12:00,132,0
02.04.2020,13:00,131,0
02.04.2020,14:00,127,0
02.04.2020,15:00,113,0
02.04.2020,16:00,121,0
02.04.2020,17:00,124,0
02.04.2020,18:00,130,0
02.04.2020,19:00,131,0
02.04.2020,20:00,133,0
02.04.2020,21:00,130,0
02.04.2020,22:00,116,0
02.04.2020,23:00,112,0
03.04.2020,00:00,99,0
03.04.2020,01:00,98,0
03.04.2020,02:00,96,0
03.04.2020,03:00,107,0
03.04.2020,04:00,120,0
03.04.2020,05:00,129,0
03.04.2020,06:00,136,0
03.04.2020,07:00,141,0
03.04.2020,08:00,142,0
03.04.2020,09:00,143,0
03.04.2020,10:00,143,0
03.04.2020,11:00,131,0
03.04.2020,12:00,132,0
03.04.2020,13:00,131,0
03.04.2020,14:00,125,0
03.04.2020,15:00,121,0
03.04.2020,16:00,118,0
03.04.2020,17:00,131,0
03.04.2020,18:00,138,0
03.04.2020,19:00,140,0
03.04.2020,20:00,141,0
03.04.2020,21:00,139,0
03.04.2020,22:00,138,0
03.04.2020,23:00,141,0
04.04.2020,00:00,139,0
04.04.2020,01:00,132,0
04.04.2020,02:00,131,0
04.04.2020,03:00,134,0
04.04.2020,04:00,137,0
04.04.2020,05:00,139,0
04.04.2020,06:00,142,0
04.04.2020,07:00,143,0
04.04.2020,08:00,145,0
04.04.2020,09:00,147,0
04.04.2020,10:00,141,0
04.04.2020,11:00,133,0
04.04.2020,12:00,115,0
04.04.2020,13:00,115,0
04.04.2020,14:00,96,0
04.04.2020,15:00,77,0
04.04.2020,16:00,93,0
04.04.2020,17:00,102,0
04.04.2020,18:00,119,0
04.04.2020,19:00,135,0
04.04.2020,20:00,140,0
04.04.2020,21:00,138,0
04.04.2020,22:00,121,0
04.04.2020,23:00,120,0
05.04.2020,00:00,122,0
05.04.2020,01:00,124,0
05.04.2020,02:00,121,0
05.04.2020,03:00,120,0
05.04.2020,04:00,126,0
05.04.2020,05:00,130,0
05.04.2020,06:00,139,0
05.04.2020,07:00,138,0
05.04.2020,08:00,122,0
05.04.2020,09:00,108,0
05.04.2020,10:00,92,0
05.04.2020,11:00,71,0
05.04.2020,12:00,72,0
05.04.2020,13:00,75,0
05.04.2020,14:00,78,0
05.04.2020,15:00,78,0
05.04.2020,16:00,78,0
05.04.2020,17:00,78,0
05.04.2020,18:00,72,0
05.04.2020,19:00,79,0
05.04.2020,20:00,97,0
05.04.2020,21:00,91,0
05.04.2020,22:00,89,0
05.04.2020,23:00,81,0
06.04.2020,00:00,75,0
06.04.2020,01:00,73,0
06.04.2020,02:00,76,0
06.04.2020,03:00,84,0
06.04.2020,04:00,93,0
06.04.2020,05:00,109,0
06.04.2020,06:00,133,0
06.04.2020,07:00,140,0
06.04.2020,08:00,131,0
06.04.2020,09:00,106,0
06.04.2020,10:00,80,0
06.04.2020,11:00,63,0
06.04.2020,12:00,64,0
06.04.2020,13:00,67,0
06.04.2020,14:00,69,0
06.04.2020,15:00,71,0
06.04.2020,16:00,73,0
06.04.2020,17:00,72,0
06.04.2020,18:00,71,0
06.04.2020,19:00,69,0
06.04.2020,20:00,64,0
06.04.2020,21:00,62,0
06.04.2020,22:00,63,0
06.04.2020,23:00,65,0
07.04.2020,00:00,63,0
07.04.2020,01:00,61,0
07.04.2020,02:00,60,0
07.04.2020,03:00,60,0
07.04.2020,04:00,77,0
07.04.2020,05:00,77,0
07.04.2020,06:00,96,0
07.04.2020,07:00,89,0
07.04.2020,08:00,83,0
07.04.2020,09:00,71,0
07.04.2020,10:00,63,0
07.04.2020,11:00,63,0
07.04.2020,12:00,63,0
07.04.2020,13:00,64,0
07.04.2020,14:00,66,0
07.04.2020,15:00,66,0
07.04.2020,16:00,67,0
07.04.2020,17:00,68,0
07.04.2020,18:00,90,0
07.04.2020,19:00,160,0
07.04.2020,20:00,164,0
07.04.2020,21:00,104,0
07.04.2020,22:00,69,0
07.04.2020,23:00,67,0
08.04.2020,00:00,66,0
08.04.2020,01:00,68,0
08.04.2020,02:00,66,0
08.04.2020,03:00,73,0
08.04.2020,04:00,68,0
08.04.2020,05:00,72,0
08.04.2020,06:00,83,0
08.04.2020,07:00,97,0
08.04.2020,08:00,96,0
08.04.2020,09:00,82,0
08.04.2020,10:00,80,0
08.04.2020,11:00,75,0
08.04.2020,12:00,74,0
08.04.2020,13:00,69,0
08.04.2020,14:00,71,0
08.04.2020,15:00,74,0
08.04.2020,16:00,75,0
08.04.2020,17:00,76,0
08.04.2020,18:00,90,0
08.04.2020,19:00,159,0
08.04.2020,20:00,162,0
08.04.2020,21:00,161,0
08.04.2020,22:00,87,0
08.04.2020,23:00,64,0
09.04.2020,00:00,66,0
09.04.2020,01:00,66,0
09.04.2020,02:00,65,0
09.04.2020,03:00,62,0
09.04.2020,04:00,61,0
09.04.2020,05:00,66,0
09.04.2020,06:00,92,0
09.04.2020,07:00,99,0
09.04.2020,08:00,87,0
09.04.2020,09:00,66,0
09.04.2020,10:00,62,0
09.04.2020,11:00,62,0
09.04.2020,12:00,62,0
09.04.2020,13:00,64,0
09.04.2020,14:00,66,0
09.04.2020,15:00,68,0
09.04.2020,16:00,68,0
09.04.2020,17:00,65,0
09.04.2020,18:00,62,0
09.04.2020,19:00,62,0
09.04.2020,20:00,73,0
09.04.2020,21:00,68,0
09.04.2020,22:00,65,0
09.04.2020,23:00,69,0
10.04.2020,00:00,76,0
10.04.2020,01:00,85,0
10.04.2020,02:00,89,0
10.04.2020,03:00,101,0
10.04.2020,04:00,114,0
10.04.2020,05:00,124,0
10.04.2020,06:00,129,0
10.04.2020,07:00,129,0
10.04.2020,08:00,97,0
10.04.2020,09:00,71,0
10.04.2020,10:00,70,0
10.04.2020,11:00,65,0
10.04.2020,12:00,65,0
10.04.2020,13:00,65,0
10.04.2020,14:00,63,0
10.04.2020,15:00,64,0
10.04.2020,16:00,66,0
10.04.2020,17:00,68,0
10.04.2020,18:00,85,0
10.04.2020,19:00,91,0
10.04.2020,20:00,100,0
10.04.2020,21:00,105,0
10.04.2020,22:00,86,0
10.04.2020,23:00,70,0
11.04.2020,00:00,66,0
11.04.2020,01:00,66,0
11.04.2020,02:00,73,0
11.04.2020,03:00,80,0
11.04.2020,04:00,88,0
11.04.2020,05:00,91,0
11.04.2020,06:00,102,0
11.04.2020,07:00,98,0
11.04.2020,08:00,96,0
11.04.2020,09:00,80,0
11.04.2020,10:00,63,0
11.04.2020,11:00,60,0
11.04.2020,12:00,60,0
11.04.2020,13:00,61,0
11.04.2020,14:00,61,0
11.04.2020,15:00,63,0
11.04.2020,16:00,65,0
11.04.2020,17:00,65,0
11.04.2020,18:00,63,0
11.04.2020,19:00,64,0
11.04.2020,20:00,73,0
11.04.2020,21:00,70,0
11.04.2020,22:00,65,0
11.04.2020,23:00,64,0
12.04.2020,00:00,64,0
12.04.2020,01:00,64,0
12.04.2020,02:00,64,0
12.04.2020,03:00,64,0
12.04.2020,04:00,66,0
12.04.2020,05:00,65,0
12.04.2020,06:00,64,0
12.04.2020,07:00,64,0
12.04.2020,08:00,65,0
12.04.2020,09:00,66,0
12.04.2020,10:00,67,0
12.04.2020,11:00,67,0
12.04.2020,12:00,71,0
12.04.2020,13:00,71,0
12.04.2020,14:00,73,0
12.04.2020,15:00,74,0
12.04.2020,16:00,72,0
12.04.2020,17:00,71,0
12.04.2020,18:00,68,0
12.04.2020,19:00,68,0
12.04.2020,20:00,80,0
12.04.2020,21:00,79,0
12.04.2020,22:00,66,0
12.04.2020,23:00,63,0
13.04.2020,00:00,62,0
13.04.2020,01:00,64,0
13.04.2020,02:00,67,0
13.04.2020,03:00,67,0
13.04.2020,04:00,74,0
13.04.2020,05:00,80,0
13.04.2020,06:00,113,0
13.04.2020,07:00,119,0
13.04.2020,08:00,113,0
13.04.2020,09:00,98,0
13.04.2020,10:00,81,0
13.04.2020,11:00,82,0
13.04.2020,12:00,80,0
13.04.2020,13:00,64,0
13.04.2020,14:00,63,0
13.04.2020,15:00,64,0
13.04.2020,16:00,63,0
13.04.2020,17:00,66,0
13.04.2020,18:00,75,0
13.04.2020,19:00,109,0
13.04.2020,20:00,121,0
13.04.2020,21:00,127,0
13.04.2020,22:00,117,0
13.04.2020,23:00,106,0
14.04.2020,00:00,95,0
14.04.2020,01:00,103,0
14.04.2020,02:00,78,0
14.04.2020,03:00,0,0
14.04.2020,04:00,0,0
14.04.2020,05:00,0,0
14.04.2020,06:00,0,0
14.04.2020,07:00,0,0
14.04.2020,08:00,0,0
14.04.2020,09:00,30,0
14.04.2020,10:00,125,0
14.04.2020,11:00,80,0
14.04.2020,12:00,81,0
14.04.2020,13:00,81,0
14.04.2020,14:00,79,0
14.04.2020,15:00,79,0
14.04.2020,16:00,89,0
14.04.2020,17:00,96,0
14.04.2020,18:00,101,0
14.04.2020,19:00,111,0
14.04.2020,20:00,124,0
14.04.2020,21:00,120,0
14.04.2020,22:00,113,0
14.04.2020,23:00,99,0
15.04.2020,00:00,97,0
15.04.2020,01:00,101,0
15.04.2020,02:00,102,0
15.04.2020,03:00,101,0
15.04.2020,04:00,103,0
15.04.2020,05:00,113,0
15.04.2020,06:00,119,0
15.04.2020,07:00,131,0
15.04.2020,08:00,129,0
15.04.2020,09:00,125,0
15.04.2020,10:00,98,0
15.04.2020,11:00,84,0
15.04.2020,12:00,81,0
15.04.2020,13:00,76,0
15.04.2020,14:00,66,0
15.04.2020,15:00,69,0
15.04.2020,16:00,67,0
15.04.2020,17:00,115,0
15.04.2020,18:00,168,0
15.04.2020,19:00,163,0
15.04.2020,20:00,163,0
15.04.2020,21:00,164,0
15.04.2020,22:00,153,0
15.04.2020,23:00,99,0
16.04.2020,00:00,79,0
16.04.2020,01:00,81,0
16.04.2020,02:00,84,0
16.04.2020,03:00,90,0
16.04.2020,04:00,97,0
16.04.2020,05:00,107,0
16.04.2020,06:00,124,0
16.04.2020,07:00,128,0
16.04.2020,08:00,121,0
16.04.2020,09:00,103,0
16.04.2020,10:00,91,0
16.04.2020,11:00,80,0
16.04.2020,12:00,71,0
16.04.2020,13:00,71,0
16.04.2020,14:00,65,0
16.04.2020,15:00,63,0
16.04.2020,16:00,65,0
16.04.2020,17:00,109,0
16.04.2020,18:00,167,0
16.04.2020,19:00,166,0
16.04.2020,20:00,160,0
16.04.2020,21:00,155,0
16.04.2020,22:00,104,0
16.04.2020,23:00,83,0
17.04.2020,00:00,75,0
17.04.2020,01:00,80,0
17.04.2020,02:00,85,0
17.04.2020,03:00,88,0
17.04.2020,04:00,105,0
17.04.2020,05:00,120,0
17.04.2020,06:00,141,0
17.04.2020,07:00,150,0
17.04.2020,08:00,138,0
17.04.2020,09:00,97,0
17.04.2020,10:00,81,0
17.04.2020,11:00,82,0
17.04.2020,12:00,85,0
17.04.2020,13:00,78,0
17.04.2020,14:00,65,0
17.04.2020,15:00,63,0
17.04.2020,16:00,64,0
17.04.2020,17:00,58,0
17.04.2020,18:00,119,0
17.04.2020,19:00,84,0
17.04.2020,20:00,110,0
17.04.2020,21:00,90,0
17.04.2020,22:00,82,0
17.04.2020,23:00,77,0
18.04.2020,00:00,58,0
18.04.2020,01:00,0,0
18.04.2020,02:00,58,0
18.04.2020,03:00,53,0
18.04.2020,04:00,92,0
18.04.2020,05:00,103,0
18.04.2020,06:00,119,0
18.04.2020,07:00,115,0
18.04.2020,08:00,50,0
18.04.2020,09:00,85,0
18.04.2020,10:00,56,0
18.04.2020,11:00,64,0
18.04.2020,12:00,48,0
18.04.2020,13:00,0,0
18.04.2020,14:00,0,0
18.04.2020,15:00,0,0
18.04.2020,16:00,29,0
18.04.2020,17:00,58,0
18.04.2020,18:00,64,0
18.04.2020,19:00,58,0
18.04.2020,20:00,65,0
18.04.2020,21:00,90,0
18.04.2020,22:00,85,0
18.04.2020,23:00,61,0
19.04.2020,00:00,61,0
19.04.2020,01:00,0,0
19.04.2020,02:00,73,0
19.04.2020,03:00,77,0
19.04.2020,04:00,88,0
19.04.2020,05:00,72,0
19.04.2020,06:00,51,0
19.04.2020,07:00,92,0
19.04.2020,08:00,76,0
19.04.2020,09:00,73,0
19.04.2020,10:00,55,0
19.04.2020,11:00,68,0
19.04.2020,12:00,66,0
19.04.2020,13:00,65,0
19.04.2020,14:00,30,0
19.04.2020,15:00,15,0
19.04.2020,16:00,0,0
19.04.2020,17:00,0,0
19.04.2020,18:00,0,0
19.04.2020,19:00,78,0
19.04.2020,20:00,91,0
19.04.2020,21:00,91,0
19.04.2020,22:00,87,0
19.04.2020,23:00,82,0
20.04.2020,00:00,72,0
20.04.2020,01:00,64,0
20.04.2020,02:00,61,0
20.04.2020,03:00,71,0
20.04.2020,04:00,83,0
20.04.2020,05:00,99,0
20.04.2020,06:00,118,0
20.04.2020,07:00,123,0
20.04.2020,08:00,109,0
20.04.2020,09:00,112,0
20.04.2020,10:00,87,0
20.04.2020,11:00,72,0
20.04.2020,12:00,70,0
20.04.2020,13:00,71,0
20.04.2020,14:00,68,0
20.04.2020,15:00,67,0
20.04.2020,16:00,64,0
20.04.2020,17:00,68,0
20.04.2020,18:00,67,0
20.04.2020,19:00,75,0
20.04.2020,20:00,77,0
20.04.2020,21:00,73,0
20.04.2020,22:00,62,0
20.04.2020,23:00,61,0
21.04.2020,00:00,63,0
21.04.2020,01:00,66,0
21.04.2020,02:00,72,0
21.04.2020,03:00,75,0
21.04.2020,04:00,80,0
21.04.2020,05:00,97,0
21.04.2020,06:00,106,0
21.04.2020,07:00,119,0
21.04.2020,08:00,102,0
21.04.2020,09:00,72,0
21.04.2020,10:00,66,0
21.04.2020,11:00,69,0
21.04.2020,12:00,69,0
21.04.2020,13:00,72,0
21.04.2020,14:00,71,0
21.04.2020,15:00,74,0
21.04.2020,16:00,74,0
21.04.2020,17:00,71,0
21.04.2020,18:00,72,0
21.04.2020,19:00,70,0
21.04.2020,20:00,68,0
21.04.2020,21:00,66,0
21.04.2020,22:00,65,0
21.04.2020,23:00,66,0
22.04.2020,00:00,67,0
22.04.2020,01:00,68,0
22.04.2020,02:00,66,0
22.04.2020,03:00,71,0
22.04.2020,04:00,79,0
22.04.2020,05:00,76,0
22.04.2020,06:00,95,0
22.04.2020,07:00,90,0
22.04.2020,08:00,76,0
22.04.2020,09:00,70,0
22.04.2020,10:00,73,0
22.04.2020,11:00,76,0
22.04.2020,12:00,76,0
22.04.2020,13:00,77,0
22.04.2020,14:00,75,0
22.04.2020,15:00,75,0
22.04.2020,16:00,74,0
22.04.2020,17:00,73,0
22.04.2020,18:00,72,0
22.04.2020,19:00,70,0
22.04.2020,20:00,67,0
22.04.2020,21:00,66,0
22.04.2020,22:00,65,0
22.04.2020,23:00,67,0
23.04.2020,00:00,66,0
23.04.2020,01:00,66,0
23.04.2020,02:00,66,0
23.04.2020,03:00,67,0
23.04.2020,04:00,76,0
23.04.2020,05:00,83,0
23.04.2020,06:00,113,0
23.04.2020,07:00,163,0
23.04.2020,08:00,156,0
23.04.2020,09:00,78,0
23.04.2020,10:00,74,0
23.04.2020,11:00,72,0
23.04.2020,12:00,74,0
23.04.2020,13:00,75,0
23.04.2020,14:00,73,0
23.04.2020,15:00,77,0
23.04.2020,16:00,78,0
23.04.2020,17:00,117,0
23.04.2020,18:00,174,0
23.04.2020,19:00,176,0
23.04.2020,20:00,173,0
23.04.2020,21:00,173,0
23.04.2020,22:00,157,0
23.04.2020,23:00,96,0
24.04.2020,00:00,68,0
24.04.2020,01:00,68,0
24.04.2020,02:00,68,0
24.04.2020,03:00,67,0
24.04.2020,04:00,66,0
24.04.2020,05:00,68,0
24.04.2020,06:00,100,0
24.04.2020,07:00,119,0
24.04.2020,08:00,111,0
24.04.2020,09:00,87,0
24.04.2020,10:00,70,0
24.04.2020,11:00,71,0
24.04.2020,12:00,73,0
24.04.2020,13:00,72,0
24.04.2020,14:00,75,0
24.04.2020,15:00,74,0
24.04.2020,16:00,77,0
24.04.2020,17:00,74,0
24.04.2020,18:00,71,0
24.04.2020,19:00,66,0
24.04.2020,20:00,67,0
24.04.2020,21:00,62,0
24.04.2020,22:00,61,0
24.04.2020,23:00,61,0
25.04.2020,00:00,61,0
25.04.2020,01:00,61,0
25.04.2020,02:00,62,0
25.04.2020,03:00,61,0
25.04.2020,04:00,62,0
25.04.2020,05:00,61,0
