Datum,Uhrzeit,Generation_DE R[MW],Generation_DE LIP S[MW]
01.01.2020,00:00,851,0
01.01.2020,01:00,849,0
01.01.2020,02:00,852,0
01.01.2020,03:00,851,0
01.01.2020,04:00,851,0
01.01.2020,05:00,846,0
01.01.2020,06:00,845,0
01.01.2020,07:00,846,86
01.01.2020,08:00,816,461
01.01.2020,09:00,742,572
01.01.2020,10:00,740,733
01.01.2020,11:00,824,833
01.01.2020,12:00,856,860
01.01.2020,13:00,801,800
01.01.2020,14:00,873,863
01.01.2020,15:00,874,866
01.01.2020,16:00,874,866
01.01.2020,17:00,861,863
01.01.2020,18:00,859,862
01.01.2020,19:00,830,845
01.01.2020,20:00,852,858
01.01.2020,21:00,867,860
01.01.2020,22:00,871,858
01.01.2020,23:00,870,859
02.01.2020,00:00,867,861
02.01.2020,01:00,875,864
02.01.2020,02:00,862,864
02.01.2020,03:00,764,780
02.01.2020,04:00,664,660
02.01.2020,05:00,721,719
02.01.2020,06:00,838,852
02.01.2020,07:00,853,859
02.01.2020,08:00,865,857
02.01.2020,09:00,870,860
02.01.2020,10:00,870,860
02.01.2020,11:00,873,859
02.01.2020,12:00,872,860
02.01.2020,13:00,869,857
02.01.2020,14:00,870,858
02.01.2020,15:00,872,860
02.01.2020,16:00,868,860
02.01.2020,17:00,871,859
02.01.2020,18:00,870,859
02.01.2020,19:00,872,859
02.01.2020,20:00,870,859
02.01.2020,21:00,861,860
02.01.2020,22:00,851,848
02.01.2020,23:00,600,588
03.01.2020,00:00,498,434
03.01.2020,01:00,512,432
03.01.2020,02:00,570,576
03.01.2020,03:00,464,508
03.01.2020,04:00,444,464
03.01.2020,05:00,437,434
03.01.2020,06:00,566,551
03.01.2020,07:00,655,648
03.01.2020,08:00,552,551
03.01.2020,09:00,550,528
03.01.2020,10:00,467,432
03.01.2020,11:00,484,433
03.01.2020,12:00,483,432
03.01.2020,13:00,464,432
03.01.2020,14:00,461,432
03.01.2020,15:00,465,432
03.01.2020,16:00,434,431
03.01.2020,17:00,444,432
03.01.2020,18:00,443,432
03.01.2020,19:00,464,432
03.01.2020,20:00,436,432
03.01.2020,21:00,439,432
03.01.2020,22:00,436,431
03.01.2020,23:00,437,408
04.01.2020,00:00,457,319
04.01.2020,01:00,456,319
04.01.2020,02:00,457,319
04.01.2020,03:00,457,319
04.01.2020,04:00,458,318
04.01.2020,05:00,465,317
04.01.2020,06:00,473,318
04.01.2020,07:00,472,317
04.01.2020,08:00,512,359
04.01.2020,09:00,679,477
04.01.2020,10:00,495,450
04.01.2020,11:00,437,435
04.01.2020,12:00,438,433
04.01.2020,13:00,479,497
04.01.2020,14:00,651,648
04.01.2020,15:00,523,523
04.01.2020,16:00,519,524
04.01.2020,17:00,596,601
04.01.2020,18:00,716,729
04.01.2020,19:00,819,817
04.01.2020,20:00,862,860
04.01.2020,21:00,865,864
04.01.2020,22:00,866,862
04.01.2020,23:00,865,862
05.01.2020,00:00,833,839
05.01.2020,01:00,855,862
05.01.2020,02:00,863,864
05.01.2020,03:00,822,822
05.01.2020,04:00,862,863
05.01.2020,05:00,862,865
05.01.2020,06:00,863,865
05.01.2020,07:00,866,863
05.01.2020,08:00,863,865
05.01.2020,09:00,852,866
05.01.2020,10:00,857,867
05.01.2020,11:00,863,865
05.01.2020,12:00,866,866
05.01.2020,13:00,864,866
05.01.2020,14:00,868,865
05.01.2020,15:00,869,868
05.01.2020,16:00,856,865
05.01.2020,17:00,817,818
05.01.2020,18:00,794,788
05.01.2020,19:00,722,711
05.01.2020,20:00,653,654
05.01.2020,21:00,736,734
05.01.2020,22:00,739,735
05.01.2020,23:00,735,735
06.01.2020,00:00,824,829
06.01.2020,01:00,858,861
06.01.2020,02:00,803,802
06.01.2020,03:00,791,786
06.01.2020,04:00,804,808
06.01.2020,05:00,865,865
06.01.2020,06:00,864,864
06.01.2020,07:00,857,861
06.01.2020,08:00,862,865
06.01.2020,09:00,864,865
06.01.2020,10:00,863,864
06.01.2020,11:00,865,865
06.01.2020,12:00,865,866
06.01.2020,13:00,864,865
06.01.2020,14:00,863,867
06.01.2020,15:00,864,867
06.01.2020,16:00,860,864
06.01.2020,17:00,864,863
06.01.2020,18:00,867,864
06.01.2020,19:00,866,864
06.01.2020,20:00,854,864
06.01.2020,21:00,859,865
06.01.2020,22:00,860,865
06.01.2020,23:00,851,865
07.01.2020,00:00,857,865
07.01.2020,01:00,867,868
07.01.2020,02:00,867,866
07.01.2020,03:00,840,849
07.01.2020,04:00,843,854
07.01.2020,05:00,826,821
07.01.2020,06:00,865,865
07.01.2020,07:00,864,864
07.01.2020,08:00,866,865
07.01.2020,09:00,869,865
07.01.2020,10:00,868,864
07.01.2020,11:00,869,865
07.01.2020,12:00,846,864
07.01.2020,13:00,860,866
07.01.2020,14:00,869,867
07.01.2020,15:00,868,866
07.01.2020,16:00,868,866
07.01.2020,17:00,867,866
07.01.2020,18:00,865,865
07.01.2020,19:00,864,865
07.01.2020,20:00,864,865
07.01.2020,21:00,868,864
07.01.2020,22:00,869,837
07.01.2020,23:00,804,578
08.01.2020,00:00,558,550
08.01.2020,01:00,600,586
08.01.2020,02:00,488,443
08.01.2020,03:00,487,432
08.01.2020,04:00,527,521
08.01.2020,05:00,636,645
08.01.2020,06:00,785,774
08.01.2020,07:00,867,863
08.01.2020,08:00,868,864
08.01.2020,09:00,869,864
08.01.2020,10:00,867,863
08.01.2020,11:00,868,864
08.01.2020,12:00,870,862
08.01.2020,13:00,865,859
08.01.2020,14:00,872,860
08.01.2020,15:00,872,861
08.01.2020,16:00,873,861
08.01.2020,17:00,866,862
08.01.2020,18:00,868,859
08.01.2020,19:00,867,860
08.01.2020,20:00,858,860
08.01.2020,21:00,865,862
08.01.2020,22:00,869,860
08.01.2020,23:00,870,862
09.01.2020,00:00,870,863
09.01.2020,01:00,858,862
09.01.2020,02:00,599,864
09.01.2020,03:00,613,854
09.01.2020,04:00,851,610
09.01.2020,05:00,855,610
09.01.2020,06:00,871,853
09.01.2020,07:00,870,862
09.01.2020,08:00,861,860
09.01.2020,09:00,787,801
09.01.2020,10:00,724,722
09.01.2020,11:00,725,730
09.01.2020,12:00,670,689
09.01.2020,13:00,686,686
09.01.2020,14:00,695,684
09.01.2020,15:00,730,726
09.01.2020,16:00,740,737
09.01.2020,17:00,799,800
09.01.2020,18:00,869,860
09.01.2020,19:00,866,863
09.01.2020,20:00,871,863
09.01.2020,21:00,872,863
09.01.2020,22:00,870,864
09.01.2020,23:00,871,862
10.01.2020,00:00,826,821
10.01.2020,01:00,769,783
10.01.2020,02:00,600,794
10.01.2020,03:00,576,576
10.01.2020,04:00,627,641
10.01.2020,05:00,842,820
10.01.2020,06:00,865,862
10.01.2020,07:00,861,849
10.01.2020,08:00,758,756
10.01.2020,09:00,760,756
10.01.2020,10:00,760,755
10.01.2020,11:00,759,756
10.01.2020,12:00,751,740
10.01.2020,13:00,687,681
10.01.2020,14:00,693,690
10.01.2020,15:00,703,697
10.01.2020,16:00,765,766
10.01.2020,17:00,768,773
10.01.2020,18:00,863,857
10.01.2020,19:00,871,861
10.01.2020,20:00,871,860
10.01.2020,21:00,874,861
10.01.2020,22:00,874,860
10.01.2020,23:00,875,862
11.01.2020,00:00,873,862
11.01.2020,01:00,876,863
11.01.2020,02:00,874,862
11.01.2020,03:00,876,864
11.01.2020,04:00,863,863
11.01.2020,05:00,838,853
11.01.2020,06:00,817,822
11.01.2020,07:00,812,806
11.01.2020,08:00,868,861
11.01.2020,09:00,873,853
11.01.2020,10:00,865,861
11.01.2020,11:00,847,858
11.01.2020,12:00,856,854
11.01.2020,13:00,800,791
11.01.2020,14:00,733,739
11.01.2020,15:00,813,811
11.01.2020,16:00,856,849
11.01.2020,17:00,806,720
11.01.2020,18:00,868,669
11.01.2020,19:00,856,716
11.01.2020,20:00,726,717
11.01.2020,21:00,702,697
11.01.2020,22:00,682,671
11.01.2020,23:00,444,432
12.01.2020,00:00,438,366
12.01.2020,01:00,456,393
12.01.2020,02:00,436,357
12.01.2020,03:00,481,309
12.01.2020,04:00,486,301
12.01.2020,05:00,476,326
12.01.2020,06:00,451,349
12.01.2020,07:00,491,366
12.01.2020,08:00,577,503
12.01.2020,09:00,574,575
12.01.2020,10:00,445,446
12.01.2020,11:00,416,406
12.01.2020,12:00,413,399
12.01.2020,13:00,412,398
12.01.2020,14:00,413,401
12.01.2020,15:00,440,436
12.01.2020,16:00,464,474
12.01.2020,17:00,566,561
12.01.2020,18:00,472,472
12.01.2020,19:00,437,431
12.01.2020,20:00,436,436
12.01.2020,21:00,437,432
12.01.2020,22:00,437,434
12.01.2020,23:00,436,432
13.01.2020,00:00,441,437
13.01.2020,01:00,458,454
13.01.2020,02:00,475,472
13.01.2020,03:00,472,471
13.01.2020,04:00,522,510
13.01.2020,05:00,796,824
13.01.2020,06:00,859,861
13.01.2020,07:00,864,861
13.01.2020,08:00,865,861
13.01.2020,09:00,867,861
13.01.2020,10:00,865,861
13.01.2020,11:00,867,861
13.01.2020,12:00,864,863
13.01.2020,13:00,864,862
13.01.2020,14:00,786,857
13.01.2020,15:00,604,844
13.01.2020,16:00,653,785
13.01.2020,17:00,842,638
13.01.2020,18:00,854,852
13.01.2020,19:00,861,859
13.01.2020,20:00,786,782
13.01.2020,21:00,684,666
13.01.2020,22:00,717,716
13.01.2020,23:00,612,628
14.01.2020,00:00,439,358
14.01.2020,01:00,450,0
14.01.2020,02:00,453,0
14.01.2020,03:00,453,0
14.01.2020,04:00,448,0
14.01.2020,05:00,447,0
14.01.2020,06:00,449,0
14.01.2020,07:00,455,0
14.01.2020,08:00,501,0
14.01.2020,09:00,621,0
14.01.2020,10:00,781,0
14.01.2020,11:00,788,0
14.01.2020,12:00,717,0
14.01.2020,13:00,732,0
14.01.2020,14:00,829,0
14.01.2020,15:00,842,0
14.01.2020,16:00,844,0
14.01.2020,17:00,838,0
14.01.2020,18:00,836,0
14.01.2020,19:00,683,0
14.01.2020,20:00,681,0
14.01.2020,21:00,624,0
14.01.2020,22:00,493,0
14.01.2020,23:00,452,0
15.01.2020,00:00,454,0
15.01.2020,01:00,453,0
15.01.2020,02:00,451,0
15.01.2020,03:00,457,0
15.01.2020,04:00,557,0
15.01.2020,05:00,553,0
15.01.2020,06:00,598,0
15.01.2020,07:00,836,0
15.01.2020,08:00,722,0
15.01.2020,09:00,732,0
15.01.2020,10:00,689,0
15.01.2020,11:00,704,0
15.01.2020,12:00,694,0
15.01.2020,13:00,690,0
15.01.2020,14:00,703,0
15.01.2020,15:00,747,0
15.01.2020,16:00,730,0
15.01.2020,17:00,767,0
15.01.2020,18:00,722,0
15.01.2020,19:00,717,0
15.01.2020,20:00,695,0
15.01.2020,21:00,688,0
15.01.2020,22:00,762,0
15.01.2020,23:00,780,0
16.01.2020,00:00,840,0
16.01.2020,01:00,858,0
16.01.2020,02:00,854,0
16.01.2020,03:00,851,0
16.01.2020,04:00,854,0
16.01.2020,05:00,848,0
16.01.2020,06:00,850,0
16.01.2020,07:00,853,0
16.01.2020,08:00,856,0
16.01.2020,09:00,856,0
16.01.2020,10:00,853,0
16.01.2020,11:00,838,0
16.01.2020,12:00,812,0
16.01.2020,13:00,589,0
16.01.2020,14:00,580,0
16.01.2020,15:00,602,0
16.01.2020,16:00,841,0
16.01.2020,17:00,863,0
16.01.2020,18:00,858,0
16.01.2020,19:00,857,0
16.01.2020,20:00,856,0
16.01.2020,21:00,850,0
16.01.2020,22:00,856,0
16.01.2020,23:00,843,0
17.01.2020,00:00,848,0
17.01.2020,01:00,776,0
17.01.2020,02:00,757,0
17.01.2020,03:00,761,0
17.01.2020,04:00,759,0
17.01.2020,05:00,845,0
17.01.2020,06:00,846,0
17.01.2020,07:00,852,0
17.01.2020,08:00,852,0
17.01.2020,09:00,853,0
17.01.2020,10:00,854,0
17.01.2020,11:00,853,0
17.01.2020,12:00,853,0
17.01.2020,13:00,852,0
17.01.2020,14:00,855,0
17.01.2020,15:00,857,0
17.01.2020,16:00,856,0
17.01.2020,17:00,856,0
17.01.2020,18:00,855,0
17.01.2020,19:00,854,0
17.01.2020,20:00,855,0
17.01.2020,21:00,853,0
17.01.2020,22:00,846,0
17.01.2020,23:00,660,0
18.01.2020,00:00,454,0
18.01.2020,01:00,448,0
18.01.2020,02:00,457,0
18.01.2020,03:00,595,0
18.01.2020,04:00,602,0
18.01.2020,05:00,599,0
18.01.2020,06:00,630,0
18.01.2020,07:00,860,0
18.01.2020,08:00,860,0
18.01.2020,09:00,862,0
18.01.2020,10:00,863,0
18.01.2020,11:00,862,0
18.01.2020,12:00,862,0
18.01.2020,13:00,864,0
18.01.2020,14:00,861,0
18.01.2020,15:00,862,0
18.01.2020,16:00,860,0
18.01.2020,17:00,860,0
18.01.2020,18:00,862,0
18.01.2020,19:00,860,0
18.01.2020,20:00,860,0
18.01.2020,21:00,860,0
18.01.2020,22:00,861,0
18.01.2020,23:00,864,0
19.01.2020,00:00,868,0
19.01.2020,01:00,863,0
19.01.2020,02:00,863,0
19.01.2020,03:00,867,0
19.01.2020,04:00,862,0
19.01.2020,05:00,857,0
19.01.2020,06:00,856,0
19.01.2020,07:00,856,0
19.01.2020,08:00,857,0
19.01.2020,09:00,855,0
19.01.2020,10:00,789,0
19.01.2020,11:00,791,0
19.01.2020,12:00,791,0
19.01.2020,13:00,790,0
19.01.2020,14:00,796,0
19.01.2020,15:00,789,0
19.01.2020,16:00,497,0
19.01.2020,17:00,0,0
19.01.2020,18:00,0,0
19.01.2020,19:00,0,0
19.01.2020,20:00,0,0
19.01.2020,21:00,0,0
19.01.2020,22:00,0,0
19.01.2020,23:00,0,0
20.01.2020,00:00,0,0
20.01.2020,01:00,145,0
20.01.2020,02:00,440,0
20.01.2020,03:00,448,0
20.01.2020,04:00,735,0
20.01.2020,05:00,855,0
20.01.2020,06:00,850,0
20.01.2020,07:00,850,0
20.01.2020,08:00,739,0
20.01.2020,09:00,664,0
20.01.2020,10:00,667,0
20.01.2020,11:00,666,0
20.01.2020,12:00,664,0
20.01.2020,13:00,703,0
20.01.2020,14:00,855,0
20.01.2020,15:00,856,0
20.01.2020,16:00,854,0
20.01.2020,17:00,865,0
20.01.2020,18:00,865,0
20.01.2020,19:00,864,0
20.01.2020,20:00,864,0
20.01.2020,21:00,867,0
20.01.2020,22:00,863,0
20.01.2020,23:00,865,0
21.01.2020,00:00,861,0
21.01.2020,01:00,847,0
21.01.2020,02:00,604,0
21.01.2020,03:00,609,0
21.01.2020,04:00,830,0
21.01.2020,05:00,847,0
21.01.2020,06:00,842,0
21.01.2020,07:00,842,0
21.01.2020,08:00,845,0
21.01.2020,09:00,828,0
21.01.2020,10:00,617,0
21.01.2020,11:00,581,0
21.01.2020,12:00,581,0
21.01.2020,13:00,630,0
21.01.2020,14:00,849,0
21.01.2020,15:00,848,0
21.01.2020,16:00,850,0
21.01.2020,17:00,851,0
21.01.2020,18:00,850,0
21.01.2020,19:00,848,0
21.01.2020,20:00,850,0
21.01.2020,21:00,852,0
21.01.2020,22:00,854,0
21.01.2020,23:00,857,0
22.01.2020,00:00,861,0
22.01.2020,01:00,851,0
22.01.2020,02:00,614,0
22.01.2020,03:00,588,0
22.01.2020,04:00,599,0
22.01.2020,05:00,842,0
22.01.2020,06:00,846,0
22.01.2020,07:00,849,0
22.01.2020,08:00,837,0
22.01.2020,09:00,837,0
22.01.2020,10:00,845,0
22.01.2020,11:00,849,0
22.01.2020,12:00,850,0
22.01.2020,13:00,851,0
22.01.2020,14:00,842,0
22.01.2020,15:00,845,0
22.01.2020,16:00,844,0
22.01.2020,17:00,843,0
22.01.2020,18:00,843,0
22.01.2020,19:00,844,0
22.01.2020,20:00,847,0
22.01.2020,21:00,848,0
22.01.2020,22:00,852,0
22.01.2020,23:00,855,0
23.01.2020,00:00,857,0
23.01.2020,01:00,820,0
23.01.2020,02:00,578,0
23.01.2020,03:00,572,0
23.01.2020,04:00,593,0
23.01.2020,05:00,824,0
23.01.2020,06:00,850,0
23.01.2020,07:00,845,0
23.01.2020,08:00,842,0
23.01.2020,09:00,844,0
23.01.2020,10:00,843,0
23.01.2020,11:00,847,0
23.01.2020,12:00,845,0
23.01.2020,13:00,848,0
23.01.2020,14:00,848,0
23.01.2020,15:00,853,0
23.01.2020,16:00,851,0
23.01.2020,17:00,845,0
23.01.2020,18:00,845,0
23.01.2020,19:00,844,0
23.01.2020,20:00,845,0
23.01.2020,21:00,848,0
23.01.2020,22:00,851,0
23.01.2020,23:00,856,0
24.01.2020,00:00,854,0
24.01.2020,01:00,818,0
24.01.2020,02:00,576,0
24.01.2020,03:00,570,0
24.01.2020,04:00,592,0
24.01.2020,05:00,830,0
24.01.2020,06:00,850,0
24.01.2020,07:00,857,0
24.01.2020,08:00,857,0
24.01.2020,09:00,854,0
24.01.2020,10:00,850,0
24.01.2020,11:00,847,0
24.01.2020,12:00,846,0
24.01.2020,13:00,809,0
24.01.2020,14:00,753,0
24.01.2020,15:00,753,0
24.01.2020,16:00,754,0
24.01.2020,17:00,756,0
24.01.2020,18:00,757,0
24.01.2020,19:00,759,0
24.01.2020,20:00,758,0
24.01.2020,21:00,731,0
24.01.2020,22:00,561,0
24.01.2020,23:00,557,0
25.01.2020,00:00,577,0
25.01.2020,01:00,840,0
25.01.2020,02:00,868,0
25.01.2020,03:00,868,0
25.01.2020,04:00,865,0
25.01.2020,05:00,861,0
25.01.2020,06:00,859,0
25.01.2020,07:00,857,0
25.01.2020,08:00,851,0
25.01.2020,09:00,819,0
25.01.2020,10:00,752,0
25.01.2020,11:00,618,0
25.01.2020,12:00,595,0
25.01.2020,13:00,567,0
25.01.2020,14:00,568,0
25.01.2020,15:00,615,0
25.01.2020,16:00,836,0
25.01.2020,17:00,838,0
25.01.2020,18:00,833,0
25.01.2020,19:00,834,0
25.01.2020,20:00,839,0
25.01.2020,21:00,839,0
25.01.2020,22:00,840,0
25.01.2020,23:00,846,0
26.01.2020,00:00,855,0
26.01.2020,01:00,819,0
26.01.2020,02:00,578,0
26.01.2020,03:00,567,0
26.01.2020,04:00,599,0
26.01.2020,05:00,841,0
26.01.2020,06:00,855,0
26.01.2020,07:00,855,0
26.01.2020,08:00,844,0
26.01.2020,09:00,839,0
26.01.2020,10:00,835,0
26.01.2020,11:00,841,0
26.01.2020,12:00,843,0
26.01.2020,13:00,844,0
26.01.2020,14:00,847,0
26.01.2020,15:00,848,0
26.01.2020,16:00,847,0
26.01.2020,17:00,846,0
26.01.2020,18:00,844,0
26.01.2020,19:00,820,0
26.01.2020,20:00,714,0
26.01.2020,21:00,718,0
26.01.2020,22:00,835,0
26.01.2020,23:00,756,0
27.01.2020,00:00,851,0
27.01.2020,01:00,781,0
27.01.2020,02:00,496,0
27.01.2020,03:00,456,0
27.01.2020,04:00,489,0
27.01.2020,05:00,790,0
27.01.2020,06:00,844,0
27.01.2020,07:00,846,0
27.01.2020,08:00,789,0
27.01.2020,09:00,724,0
27.01.2020,10:00,813,0
27.01.2020,11:00,829,0
27.01.2020,12:00,824,0
27.01.2020,13:00,834,0
27.01.2020,14:00,833,0
27.01.2020,15:00,829,0
27.01.2020,16:00,823,0
27.01.2020,17:00,754,0
27.01.2020,18:00,759,0
27.01.2020,19:00,735,0
27.01.2020,20:00,712,0
27.01.2020,21:00,708,0
27.01.2020,22:00,711,0
27.01.2020,23:00,717,0
28.01.2020,00:00,710,0
28.01.2020,01:00,618,0
28.01.2020,02:00,548,0
28.01.2020,03:00,470,0
28.01.2020,04:00,533,0
28.01.2020,05:00,617,0
28.01.2020,06:00,716,0
28.01.2020,07:00,732,21
28.01.2020,08:00,669,344
28.01.2020,09:00,691,432
28.01.2020,10:00,661,445
28.01.2020,11:00,661,534
28.01.2020,12:00,486,764
28.01.2020,13:00,5,834
28.01.2020,14:00,0,831
28.01.2020,15:00,0,690
28.01.2020,16:00,0,541
28.01.2020,17:00,0,418
28.01.2020,18:00,0,0
28.01.2020,19:00,0,0
28.01.2020,20:00,0,0
28.01.2020,21:00,0,0
28.01.2020,22:00,0,0
28.01.2020,23:00,0,0
29.01.2020,00:00,0,0
29.01.2020,01:00,0,0
29.01.2020,02:00,0,0
29.01.2020,03:00,0,0
29.01.2020,04:00,0,0
29.01.2020,05:00,0,0
29.01.2020,06:00,0,0
29.01.2020,07:00,0,0
29.01.2020,08:00,0,0
29.01.2020,09:00,0,0
29.01.2020,10:00,0,0
29.01.2020,11:00,0,0
29.01.2020,12:00,0,0
29.01.2020,13:00,0,0
29.01.2020,14:00,0,0
29.01.2020,15:00,0,0
29.01.2020,16:00,0,0
29.01.2020,17:00,0,0
29.01.2020,18:00,0,0
29.01.2020,19:00,0,0
29.01.2020,20:00,0,0
29.01.2020,21:00,0,0
29.01.2020,22:00,0,0
29.01.2020,23:00,0,0
30.01.2020,00:00,0,0
30.01.2020,01:00,0,0
30.01.2020,02:00,3,0
30.01.2020,03:00,364,0
30.01.2020,04:00,440,0
30.01.2020,05:00,438,0
30.01.2020,06:00,494,0
30.01.2020,07:00,663,0
30.01.2020,08:00,710,0
30.01.2020,09:00,708,0
30.01.2020,10:00,708,0
30.01.2020,11:00,640,0
30.01.2020,12:00,470,0
30.01.2020,13:00,483,0
30.01.2020,14:00,509,0
30.01.2020,15:00,790,0
30.01.2020,16:00,845,0
30.01.2020,17:00,851,0
30.01.2020,18:00,848,0
30.01.2020,19:00,826,0
30.01.2020,20:00,648,0
30.01.2020,21:00,468,0
30.01.2020,22:00,443,0
30.01.2020,23:00,450,0
31.01.2020,00:00,442,0
31.01.2020,01:00,449,0
31.01.2020,02:00,448,0
31.01.2020,03:00,444,0
31.01.2020,04:00,446,0
31.01.2020,05:00,447,0
31.01.2020,06:00,477,0
31.01.2020,07:00,605,0
31.01.2020,08:00,849,0
31.01.2020,09:00,751,0
31.01.2020,10:00,830,0
31.01.2020,11:00,822,0
31.01.2020,12:00,765,0
31.01.2020,13:00,753,0
31.01.2020,14:00,771,0
31.01.2020,15:00,851,0
31.01.2020,16:00,850,0
31.01.2020,17:00,851,0
31.01.2020,18:00,814,0
31.01.2020,19:00,677,0
31.01.2020,20:00,566,0
31.01.2020,21:00,450,0
31.01.2020,22:00,478,0
31.01.2020,23:00,447,0
01.02.2020,00:00,433,0
01.02.2020,01:00,431,0
01.02.2020,02:00,431,0
01.02.2020,03:00,430,0
01.02.2020,04:00,430,0
01.02.2020,05:00,432,0
01.02.2020,06:00,432,0
01.02.2020,07:00,429,0
01.02.2020,08:00,432,0
01.02.2020,09:00,429,0
01.02.2020,10:00,433,0
01.02.2020,11:00,429,0
01.02.2020,12:00,429,0
01.02.2020,13:00,431,0
01.02.2020,14:00,433,0
01.02.2020,15:00,433,0
01.02.2020,16:00,431,0
01.02.2020,17:00,432,0
01.02.2020,18:00,430,0
01.02.2020,19:00,432,0
01.02.2020,20:00,429,0
01.02.2020,21:00,432,0
01.02.2020,22:00,431,0
01.02.2020,23:00,433,0
02.02.2020,00:00,438,0
02.02.2020,01:00,438,0
02.02.2020,02:00,607,0
02.02.2020,03:00,623,0
02.02.2020,04:00,625,0
02.02.2020,05:00,625,0
02.02.2020,06:00,628,0
02.02.2020,07:00,635,2
02.02.2020,08:00,654,310
02.02.2020,09:00,559,453
02.02.2020,10:00,769,477
02.02.2020,11:00,735,685
02.02.2020,12:00,852,821
02.02.2020,13:00,872,859
02.02.2020,14:00,871,856
02.02.2020,15:00,870,857
02.02.2020,16:00,869,859
02.02.2020,17:00,868,856
02.02.2020,18:00,868,857
02.02.2020,19:00,870,857
02.02.2020,20:00,861,852
02.02.2020,21:00,867,810
02.02.2020,22:00,818,642
02.02.2020,23:00,453,441
03.02.2020,00:00,463,334
03.02.2020,01:00,537,329
03.02.2020,02:00,465,329
03.02.2020,03:00,461,328
03.02.2020,04:00,462,328
03.02.2020,05:00,460,396
03.02.2020,06:00,586,506
03.02.2020,07:00,791,692
03.02.2020,08:00,860,817
03.02.2020,09:00,818,811
03.02.2020,10:00,688,677
03.02.2020,11:00,625,616
03.02.2020,12:00,569,564
03.02.2020,13:00,555,568
03.02.2020,14:00,617,618
03.02.2020,15:00,671,666
03.02.2020,16:00,727,734
03.02.2020,17:00,818,814
03.02.2020,18:00,860,857
03.02.2020,19:00,866,862
03.02.2020,20:00,867,862
03.02.2020,21:00,867,862
03.02.2020,22:00,852,850
03.02.2020,23:00,794,792
04.02.2020,00:00,754,755
04.02.2020,01:00,664,662
04.02.2020,02:00,664,659
04.02.2020,03:00,657,653
04.02.2020,04:00,654,652
04.02.2020,05:00,669,661
04.02.2020,06:00,784,778
04.02.2020,07:00,803,863
04.02.2020,08:00,853,854
04.02.2020,09:00,738,739
04.02.2020,10:00,682,679
04.02.2020,11:00,685,680
04.02.2020,12:00,663,660
04.02.2020,13:00,665,659
04.02.2020,14:00,664,664
04.02.2020,15:00,688,683
04.02.2020,16:00,687,683
04.02.2020,17:00,677,684
04.02.2020,18:00,672,683
04.02.2020,19:00,685,684
04.02.2020,20:00,511,499
04.02.2020,21:00,415,385
04.02.2020,22:00,477,313
04.02.2020,23:00,488,303
05.02.2020,00:00,492,303
05.02.2020,01:00,491,302
05.02.2020,02:00,491,301
05.02.2020,03:00,479,338
05.02.2020,04:00,444,447
05.02.2020,05:00,605,590
05.02.2020,06:00,839,831
05.02.2020,07:00,866,867
05.02.2020,08:00,871,860
05.02.2020,09:00,875,859
05.02.2020,10:00,871,861
05.02.2020,11:00,877,862
05.02.2020,12:00,861,862
05.02.2020,13:00,839,860
05.02.2020,14:00,850,862
05.02.2020,15:00,855,862
05.02.2020,16:00,875,861
05.02.2020,17:00,868,861
05.02.2020,18:00,870,861
05.02.2020,19:00,869,859
05.02.2020,20:00,863,859
05.02.2020,21:00,866,859
05.02.2020,22:00,874,857
05.02.2020,23:00,840,821
06.02.2020,00:00,661,645
06.02.2020,01:00,503,500
06.02.2020,02:00,590,585
06.02.2020,03:00,590,585
06.02.2020,04:00,605,598
06.02.2020,05:00,829,839
06.02.2020,06:00,868,867
06.02.2020,07:00,865,864
06.02.2020,08:00,867,865
06.02.2020,09:00,868,865
06.02.2020,10:00,870,865
06.02.2020,11:00,868,866
06.02.2020,12:00,869,866
06.02.2020,13:00,869,865
06.02.2020,14:00,855,865
06.02.2020,15:00,869,866
06.02.2020,16:00,871,865
06.02.2020,17:00,862,866
06.02.2020,18:00,867,866
06.02.2020,19:00,868,866
06.02.2020,20:00,866,865
06.02.2020,21:00,856,865
06.02.2020,22:00,867,864
06.02.2020,23:00,873,866
07.02.2020,00:00,830,858
07.02.2020,01:00,594,848
07.02.2020,02:00,627,830
07.02.2020,03:00,847,592
07.02.2020,04:00,856,627
07.02.2020,05:00,865,852
07.02.2020,06:00,867,864
07.02.2020,07:00,868,861
07.02.2020,08:00,873,861
07.02.2020,09:00,842,860
07.02.2020,10:00,850,861
07.02.2020,11:00,794,798
07.02.2020,12:00,862,857
07.02.2020,13:00,872,864
07.02.2020,14:00,872,862
07.02.2020,15:00,857,859
07.02.2020,16:00,821,817
07.02.2020,17:00,874,860
07.02.2020,18:00,874,862
07.02.2020,19:00,850,848
07.02.2020,20:00,860,861
07.02.2020,21:00,860,861
07.02.2020,22:00,780,775
07.02.2020,23:00,676,670
08.02.2020,00:00,653,653
08.02.2020,01:00,591,586
08.02.2020,02:00,539,517
08.02.2020,03:00,444,384
08.02.2020,04:00,462,329
08.02.2020,05:00,461,329
08.02.2020,06:00,446,404
08.02.2020,07:00,594,574
08.02.2020,08:00,686,702
08.02.2020,09:00,569,573
08.02.2020,10:00,547,542
08.02.2020,11:00,654,651
08.02.2020,12:00,664,660
08.02.2020,13:00,672,662
08.02.2020,14:00,777,769
08.02.2020,15:00,859,858
08.02.2020,16:00,864,864
08.02.2020,17:00,850,863
