Datum,Uhrzeit,Generation_DE R[MW],Generation_DE LIP S[MW]
08.04.2020,10:00,731,728
08.04.2020,11:00,690,684
08.04.2020,12:00,561,557
08.04.2020,13:00,560,557
08.04.2020,14:00,561,557
08.04.2020,15:00,569,559
08.04.2020,16:00,710,702
08.04.2020,17:00,843,844
08.04.2020,18:00,867,860
08.04.2020,19:00,872,862
08.04.2020,20:00,870,861
08.04.2020,21:00,870,861
08.04.2020,22:00,869,863
08.04.2020,23:00,846,839
09.04.2020,00:00,805,798
09.04.2020,01:00,735,722
09.04.2020,02:00,728,724
09.04.2020,03:00,726,719
09.04.2020,04:00,733,723
09.04.2020,05:00,787,790
09.04.2020,06:00,862,857
09.04.2020,07:00,872,862
09.04.2020,08:00,872,861
09.04.2020,09:00,859,853
09.04.2020,10:00,716,711
09.04.2020,11:00,581,575
09.04.2020,12:00,561,557
09.04.2020,13:00,563,556
09.04.2020,14:00,561,243
09.04.2020,15:00,584,0
09.04.2020,16:00,588,0
09.04.2020,17:00,600,0
09.04.2020,18:00,835,0
09.04.2020,19:00,873,0
09.04.2020,20:00,874,0
09.04.2020,21:00,861,0
09.04.2020,22:00,861,0
09.04.2020,23:00,823,0
10.04.2020,00:00,559,0
10.04.2020,01:00,372,0
10.04.2020,02:00,307,0
10.04.2020,03:00,308,0
10.04.2020,04:00,309,0
10.04.2020,05:00,308,0
10.04.2020,06:00,308,0
10.04.2020,07:00,306,0
10.04.2020,08:00,307,0
10.04.2020,09:00,307,0
10.04.2020,10:00,307,0
10.04.2020,11:00,307,0
10.04.2020,12:00,307,0
10.04.2020,13:00,307,0
10.04.2020,14:00,307,0
10.04.2020,15:00,307,0
10.04.2020,16:00,311,0
10.04.2020,17:00,415,0
10.04.2020,18:00,606,0
10.04.2020,19:00,865,0
10.04.2020,20:00,867,0
10.04.2020,21:00,859,0
10.04.2020,22:00,776,184
10.04.2020,23:00,774,418
11.04.2020,00:00,551,313
11.04.2020,01:00,494,321
11.04.2020,02:00,313,292
11.04.2020,03:00,293,288
11.04.2020,04:00,298,288
11.04.2020,05:00,293,288
11.04.2020,06:00,292,288
11.04.2020,07:00,291,289
11.04.2020,08:00,291,288
11.04.2020,09:00,291,288
11.04.2020,10:00,291,288
11.04.2020,11:00,290,287
11.04.2020,12:00,292,287
11.04.2020,13:00,290,287
11.04.2020,14:00,291,288
11.04.2020,15:00,291,288
11.04.2020,16:00,291,364
11.04.2020,17:00,377,609
11.04.2020,18:00,584,660
11.04.2020,19:00,730,723
11.04.2020,20:00,727,722
11.04.2020,21:00,720,718
11.04.2020,22:00,654,534
11.04.2020,23:00,588,360
12.04.2020,00:00,562,292
12.04.2020,01:00,474,289
12.04.2020,02:00,300,289
12.04.2020,03:00,291,288
12.04.2020,04:00,292,288
12.04.2020,05:00,291,287
12.04.2020,06:00,292,288
12.04.2020,07:00,292,288
12.04.2020,08:00,291,287
12.04.2020,09:00,290,288
12.04.2020,10:00,292,287
12.04.2020,11:00,291,288
12.04.2020,12:00,291,288
12.04.2020,13:00,290,286
12.04.2020,14:00,292,288
12.04.2020,15:00,291,288
12.04.2020,16:00,291,287
12.04.2020,17:00,292,288
12.04.2020,18:00,425,318
12.04.2020,19:00,604,535
12.04.2020,20:00,601,591
12.04.2020,21:00,433,367
12.04.2020,22:00,295,295
12.04.2020,23:00,292,279
13.04.2020,00:00,293,0
13.04.2020,01:00,299,0
13.04.2020,02:00,299,0
13.04.2020,03:00,299,0
13.04.2020,04:00,300,0
13.04.2020,05:00,296,0
13.04.2020,06:00,297,0
13.04.2020,07:00,296,0
13.04.2020,08:00,296,0
13.04.2020,09:00,296,0
13.04.2020,10:00,295,0
13.04.2020,11:00,468,0
13.04.2020,12:00,508,0
13.04.2020,13:00,504,0
13.04.2020,14:00,501,0
13.04.2020,15:00,499,0
13.04.2020,16:00,503,0
13.04.2020,17:00,505,0
13.04.2020,18:00,601,0
13.04.2020,19:00,623,0
13.04.2020,20:00,395,0
13.04.2020,21:00,291,0
13.04.2020,22:00,293,0
13.04.2020,23:00,292,0
14.04.2020,00:00,292,0
14.04.2020,01:00,291,0
14.04.2020,02:00,291,0
14.04.2020,03:00,291,0
14.04.2020,04:00,378,0
14.04.2020,05:00,574,0
14.04.2020,06:00,791,0
14.04.2020,07:00,808,0
14.04.2020,08:00,804,0
14.04.2020,09:00,853,0
14.04.2020,10:00,754,0
14.04.2020,11:00,725,0
14.04.2020,12:00,862,0
14.04.2020,13:00,715,0
14.04.2020,14:00,562,0
14.04.2020,15:00,560,0
14.04.2020,16:00,570,0
14.04.2020,17:00,707,0
14.04.2020,18:00,864,0
14.04.2020,19:00,868,0
14.04.2020,20:00,866,0
14.04.2020,21:00,864,0
14.04.2020,22:00,857,0
14.04.2020,23:00,718,0
15.04.2020,00:00,571,0
15.04.2020,01:00,564,0
15.04.2020,02:00,564,0
15.04.2020,03:00,571,0
15.04.2020,04:00,660,0
15.04.2020,05:00,680,0
15.04.2020,06:00,858,0
15.04.2020,07:00,876,0
15.04.2020,08:00,875,0
15.04.2020,09:00,735,0
15.04.2020,10:00,576,0
15.04.2020,11:00,602,0
15.04.2020,12:00,572,0
15.04.2020,13:00,572,0
15.04.2020,14:00,579,0
15.04.2020,15:00,660,0
15.04.2020,16:00,578,0
15.04.2020,17:00,715,0
15.04.2020,18:00,876,0
15.04.2020,19:00,877,0
15.04.2020,20:00,876,0
15.04.2020,21:00,872,0
15.04.2020,22:00,866,0
15.04.2020,23:00,655,0
16.04.2020,00:00,570,0
16.04.2020,01:00,561,0
16.04.2020,02:00,562,0
16.04.2020,03:00,563,0
16.04.2020,04:00,646,0
16.04.2020,05:00,844,0
16.04.2020,06:00,872,0
16.04.2020,07:00,872,0
16.04.2020,08:00,875,0
16.04.2020,09:00,783,0
16.04.2020,10:00,581,0
16.04.2020,11:00,572,0
16.04.2020,12:00,571,0
16.04.2020,13:00,572,0
16.04.2020,14:00,571,0
16.04.2020,15:00,571,0
16.04.2020,16:00,584,0
16.04.2020,17:00,752,0
16.04.2020,18:00,871,0
16.04.2020,19:00,871,0
16.04.2020,20:00,872,0
16.04.2020,21:00,870,0
16.04.2020,22:00,873,0
16.04.2020,23:00,810,0
17.04.2020,00:00,870,0
17.04.2020,01:00,875,0
17.04.2020,02:00,875,0
17.04.2020,03:00,874,0
17.04.2020,04:00,867,0
17.04.2020,05:00,863,0
17.04.2020,06:00,859,0
17.04.2020,07:00,861,0
17.04.2020,08:00,867,0
17.04.2020,09:00,862,0
17.04.2020,10:00,751,0
17.04.2020,11:00,572,0
17.04.2020,12:00,561,0
17.04.2020,13:00,560,0
17.04.2020,14:00,561,0
17.04.2020,15:00,562,0
17.04.2020,16:00,561,0
17.04.2020,17:00,559,0
17.04.2020,18:00,561,0
17.04.2020,19:00,568,0
17.04.2020,20:00,573,0
17.04.2020,21:00,575,0
17.04.2020,22:00,577,0
17.04.2020,23:00,582,0
18.04.2020,00:00,587,0
18.04.2020,01:00,592,0
18.04.2020,02:00,595,10
18.04.2020,03:00,547,264
18.04.2020,04:00,531,322
18.04.2020,05:00,561,291
18.04.2020,06:00,561,289
18.04.2020,07:00,562,288
18.04.2020,08:00,568,287
18.04.2020,09:00,621,287
18.04.2020,10:00,562,288
18.04.2020,11:00,562,288
18.04.2020,12:00,562,288
18.04.2020,13:00,563,288
18.04.2020,14:00,560,287
18.04.2020,15:00,561,288
18.04.2020,16:00,562,289
18.04.2020,17:00,571,305
18.04.2020,18:00,532,377
18.04.2020,19:00,574,681
18.04.2020,20:00,577,654
18.04.2020,21:00,559,574
18.04.2020,22:00,536,555
18.04.2020,23:00,314,558
19.04.2020,00:00,292,558
19.04.2020,01:00,292,556
19.04.2020,02:00,292,556
19.04.2020,03:00,291,555
19.04.2020,04:00,291,556
19.04.2020,05:00,292,557
19.04.2020,06:00,291,554
19.04.2020,07:00,292,557
19.04.2020,08:00,3,574
19.04.2020,09:00,0,577
19.04.2020,10:00,0,577
19.04.2020,11:00,0,578
19.04.2020,12:00,0,570
19.04.2020,13:00,0,532
19.04.2020,14:00,0,329
19.04.2020,15:00,0,289
19.04.2020,16:00,0,289
19.04.2020,17:00,0,289
19.04.2020,18:00,0,288
19.04.2020,19:00,0,288
19.04.2020,20:00,0,288
19.04.2020,21:00,0,287
19.04.2020,22:00,0,288
19.04.2020,23:00,0,288
20.04.2020,00:00,0,288
20.04.2020,01:00,0,289
20.04.2020,02:00,0,309
20.04.2020,03:00,0,326
20.04.2020,04:00,0,526
20.04.2020,05:00,0,565
20.04.2020,06:00,0,567
20.04.2020,07:00,0,567
20.04.2020,08:00,0,568
20.04.2020,09:00,0,564
20.04.2020,10:00,0,565
20.04.2020,11:00,0,566
20.04.2020,12:00,0,568
20.04.2020,13:00,0,569
20.04.2020,14:00,0,502
20.04.2020,15:00,0,291
20.04.2020,16:00,0,289
20.04.2020,17:00,0,290
20.04.2020,18:00,0,300
20.04.2020,19:00,0,299
20.04.2020,20:00,0,298
20.04.2020,21:00,0,297
20.04.2020,22:00,0,298
20.04.2020,23:00,0,298
21.04.2020,00:00,0,329
21.04.2020,01:00,0,552
21.04.2020,02:00,0,563
21.04.2020,03:00,0,560
21.04.2020,04:00,0,559
21.04.2020,05:00,0,559
21.04.2020,06:00,0,559
21.04.2020,07:00,0,560
21.04.2020,08:00,0,560
21.04.2020,09:00,0,559
21.04.2020,10:00,0,558
21.04.2020,11:00,0,559
21.04.2020,12:00,0,560
21.04.2020,13:00,0,563
21.04.2020,14:00,0,565
21.04.2020,15:00,0,566
21.04.2020,16:00,0,564
21.04.2020,17:00,0,564
21.04.2020,18:00,0,565
21.04.2020,19:00,0,565
21.04.2020,20:00,0,563
21.04.2020,21:00,0,565
21.04.2020,22:00,0,565
21.04.2020,23:00,0,563
22.04.2020,00:00,0,565
22.04.2020,01:00,0,565
22.04.2020,02:00,0,563
22.04.2020,03:00,0,566
22.04.2020,04:00,0,564
22.04.2020,05:00,0,564
22.04.2020,06:00,0,566
22.04.2020,07:00,0,564
22.04.2020,08:00,0,565
22.04.2020,09:00,0,564
22.04.2020,10:00,0,564
22.04.2020,11:00,0,565
22.04.2020,12:00,0,564
22.04.2020,13:00,0,566
22.04.2020,14:00,0,569
22.04.2020,15:00,0,565
22.04.2020,16:00,0,568
22.04.2020,17:00,0,573
22.04.2020,18:00,0,715
22.04.2020,19:00,0,852
22.04.2020,20:00,0,856
22.04.2020,21:00,0,844
22.04.2020,22:00,0,699
22.04.2020,23:00,0,571
23.04.2020,00:00,0,561
23.04.2020,01:00,0,563
23.04.2020,02:00,0,561
23.04.2020,03:00,0,560
23.04.2020,04:00,0,563
23.04.2020,05:00,0,610
23.04.2020,06:00,0,832
23.04.2020,07:00,0,859
23.04.2020,08:00,0,856
23.04.2020,09:00,0,821
23.04.2020,10:00,0,584
23.04.2020,11:00,0,565
23.04.2020,12:00,0,568
23.04.2020,13:00,0,659
23.04.2020,14:00,0,570
23.04.2020,15:00,0,566
23.04.2020,16:00,0,600
23.04.2020,17:00,0,844
23.04.2020,18:00,0,856
23.04.2020,19:00,0,856
23.04.2020,20:00,0,856
23.04.2020,21:00,0,855
23.04.2020,22:00,0,854
23.04.2020,23:00,0,847
24.04.2020,00:00,0,593
24.04.2020,01:00,0,561
24.04.2020,02:00,0,563
24.04.2020,03:00,0,560
24.04.2020,04:00,0,562
24.04.2020,05:00,0,594
24.04.2020,06:00,0,828
24.04.2020,07:00,0,852
24.04.2020,08:00,0,821
24.04.2020,09:00,0,572
24.04.2020,10:00,0,556
24.04.2020,11:00,0,556
24.04.2020,12:00,0,562
24.04.2020,13:00,0,567
24.04.2020,14:00,0,567
24.04.2020,15:00,0,566
24.04.2020,16:00,0,568
24.04.2020,17:00,0,566
24.04.2020,18:00,0,567
24.04.2020,19:00,0,566
24.04.2020,20:00,0,566
24.04.2020,21:00,0,567
24.04.2020,22:00,0,566
24.04.2020,23:00,0,568
25.04.2020,00:00,0,565
25.04.2020,01:00,0,567
25.04.2020,02:00,0,567
25.04.2020,03:00,0,567
25.04.2020,04:00,0,566
25.04.2020,05:00,0,564
25.04.2020,06:00,0,568
25.04.2020,07:00,0,565
25.04.2020,08:00,0,566
25.04.2020,09:00,0,566
25.04.2020,10:00,0,567
25.04.2020,11:00,0,567
25.04.2020,12:00,0,566
25.04.2020,13:00,0,565
25.04.2020,14:00,0,565
25.04.2020,15:00,0,567
25.04.2020,16:00,0,569
25.04.2020,17:00,0,565
25.04.2020,18:00,0,665
25.04.2020,19:00,0,851
25.04.2020,20:00,0,864
25.04.2020,21:00,0,865
25.04.2020,22:00,0,854
25.04.2020,23:00,0,595
26.04.2020,00:00,0,568
26.04.2020,01:00,0,567
26.04.2020,02:00,0,565
26.04.2020,03:00,0,566
26.04.2020,04:00,0,567
26.04.2020,05:00,0,567
26.04.2020,06:00,0,566
26.04.2020,07:00,0,567
26.04.2020,08:00,0,560
26.04.2020,09:00,0,443
26.04.2020,10:00,0,308
26.04.2020,11:00,0,300
26.04.2020,12:00,0,298
26.04.2020,13:00,0,298
26.04.2020,14:00,0,298
26.04.2020,15:00,0,297
26.04.2020,16:00,0,346
26.04.2020,17:00,0,539
26.04.2020,18:00,0,739
26.04.2020,19:00,0,866
26.04.2020,20:00,0,871
26.04.2020,21:00,0,866
26.04.2020,22:00,0,817
26.04.2020,23:00,0,581
27.04.2020,00:00,0,564
27.04.2020,01:00,0,565
27.04.2020,02:00,0,518
27.04.2020,03:00,0,563
27.04.2020,04:00,0,565
27.04.2020,05:00,0,572
27.04.2020,06:00,0,804
27.04.2020,07:00,0,861
27.04.2020,08:00,0,857
27.04.2020,09:00,0,656
27.04.2020,10:00,0,565
27.04.2020,11:00,0,564
27.04.2020,12:00,0,564
27.04.2020,13:00,0,564
27.04.2020,14:00,0,565
27.04.2020,15:00,0,564
27.04.2020,16:00,0,590
27.04.2020,17:00,0,835
27.04.2020,18:00,0,864
27.04.2020,19:00,0,866
27.04.2020,20:00,0,864
27.04.2020,21:00,0,864
27.04.2020,22:00,0,863
27.04.2020,23:00,0,867
28.04.2020,00:00,0,860
28.04.2020,01:00,0,683
28.04.2020,02:00,0,566
28.04.2020,03:00,0,566
28.04.2020,04:00,0,572
28.04.2020,05:00,0,660
28.04.2020,06:00,0,819
28.04.2020,07:00,0,866
28.04.2020,08:00,0,864
28.04.2020,09:00,0,865
28.04.2020,10:00,0,867
28.04.2020,11:00,0,863
28.04.2020,12:00,0,866
28.04.2020,13:00,0,867
28.04.2020,14:00,0,868
28.04.2020,15:00,0,866
28.04.2020,16:00,0,864
28.04.2020,17:00,0,864
28.04.2020,18:00,0,866
28.04.2020,19:00,0,865
28.04.2020,20:00,0,864
28.04.2020,21:00,0,862
28.04.2020,22:00,0,805
28.04.2020,23:00,0,569
29.04.2020,00:00,0,569
29.04.2020,01:00,0,567
29.04.2020,02:00,0,568
29.04.2020,03:00,0,568
29.04.2020,04:00,0,571
29.04.2020,05:00,0,680
29.04.2020,06:00,0,846
29.04.2020,07:00,0,867
29.04.2020,08:00,0,864
29.04.2020,09:00,0,864
29.04.2020,10:00,0,863
29.04.2020,11:00,0,852
29.04.2020,12:00,0,702
29.04.2020,13:00,0,558
29.04.2020,14:00,0,558
29.04.2020,15:00,0,558
29.04.2020,16:00,0,591
29.04.2020,17:00,0,770
29.04.2020,18:00,0,864
29.04.2020,19:00,0,865
29.04.2020,20:00,0,865
29.04.2020,21:00,0,848
29.04.2020,22:00,0,721
29.04.2020,23:00,0,569
30.04.2020,00:00,0,567
30.04.2020,01:00,0,566
30.04.2020,02:00,0,568
30.04.2020,03:00,0,566
30.04.2020,04:00,0,567
30.04.2020,05:00,0,565
30.04.2020,06:00,0,602
30.04.2020,07:00,0,766
30.04.2020,08:00,0,717
30.04.2020,09:00,0,594
30.04.2020,10:00,0,556
30.04.2020,11:00,0,556
30.04.2020,12:00,0,558
30.04.2020,13:00,0,556
30.04.2020,14:00,0,558
30.04.2020,15:00,0,555
30.04.2020,16:00,0,556
30.04.2020,17:00,0,602
30.04.2020,18:00,0,845
30.04.2020,19:00,0,863
30.04.2020,20:00,0,863
30.04.2020,21:00,0,837
30.04.2020,22:00,0,585
30.04.2020,23:00,0,566
