Datum;Uhrzeit;Generation_DE GT B[MW];Generation_DE GT G[MW];Generation_DE GT E[MW];Generation_DE GT D[MW];Generation_DE GT F[MW];Generation_DE GT A[MW];Generation_DE GT H[MW];Generation_DE GT C[MW]
Keine Daten für gegebene Anfrage
