Datum;Uhrzeit;Generation_DE N[MW];Generation_DE E[MW];Generation_DE G[MW];Generation_DE I[MW];Generation_DE K[MW];Generation_DE O[MW];Generation_DE M[MW];Generation_DE D[MW];Generation_DE L[MW];Generation_DE F[MW];Generation_DE C[MW];Generation_DE Q[MW];Generation_DE P[MW]
Keine Daten für gegebene Anfrage
