Datum;Uhrzeit;Generation_DE PSS C[MW];Generation_DE PSS E[MW];Generation_DE PSS H[MW];Generation_DE PSS G[MW];Generation_DE PSS A[MW];Generation_DE PSS D[MW];Generation_DE PSS B[MW];Generation_DE PSS F[MW]
Keine Daten für gegebene Anfrage
